# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,3,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(15,16),0.729417 # DEPENDENCYPART_ARC
(15,17),-1.36005 # DEPENDENCYPART_ARC
(15,18),-0.892453 # DEPENDENCYPART_ARC
(15,19),-0.551948 # DEPENDENCYPART_ARC
(15,20),-0.785631 # DEPENDENCYPART_ARC
(15,21),-1.26391 # DEPENDENCYPART_ARC
(15,22),-0.187638 # DEPENDENCYPART_ARC
(15,23),-0.428643 # DEPENDENCYPART_ARC
(15,25),-1.4758 # DEPENDENCYPART_ARC
(15,26),-2.15147 # DEPENDENCYPART_ARC
(15,27),-1.66959 # DEPENDENCYPART_ARC
(15,28),-1.48214 # DEPENDENCYPART_ARC
(15,29),-0.267769 # DEPENDENCYPART_ARC
(15,31),-1.89639 # DEPENDENCYPART_ARC
(15,33),-2.21189 # DEPENDENCYPART_ARC
(15,34),-0.471364 # DEPENDENCYPART_ARC
(17,20),-0.70744 # DEPENDENCYPART_ARC
(18,17),-0.567167 # DEPENDENCYPART_ARC
(19,4),-3.18263 # DEPENDENCYPART_ARC
(19,9),-1.8817 # DEPENDENCYPART_ARC
(19,14),-1.3446 # DEPENDENCYPART_ARC
(19,16),-1.02215 # DEPENDENCYPART_ARC
(19,17),0.723287 # DEPENDENCYPART_ARC
(19,18),2.02039 # DEPENDENCYPART_ARC
(19,22),-1.43333 # DEPENDENCYPART_ARC
(20,1),-1.95698 # DEPENDENCYPART_ARC
(20,2),-1.99604 # DEPENDENCYPART_ARC
(20,6),-1.46462 # DEPENDENCYPART_ARC
(20,12),-2.02554 # DEPENDENCYPART_ARC
(20,13),-1.7073 # DEPENDENCYPART_ARC
(20,14),-1.1655 # DEPENDENCYPART_ARC
(20,15),-1.60287 # DEPENDENCYPART_ARC
(20,16),-0.700549 # DEPENDENCYPART_ARC
(20,17),-0.0472882 # DEPENDENCYPART_ARC
(20,18),-0.0198682 # DEPENDENCYPART_ARC
(20,19),1.56507 # DEPENDENCYPART_ARC
(20,21),-0.740943 # DEPENDENCYPART_ARC
(20,22),-1.03731 # DEPENDENCYPART_ARC
(20,23),-0.686941 # DEPENDENCYPART_ARC
(20,25),-1.26968 # DEPENDENCYPART_ARC
(20,26),-1.97182 # DEPENDENCYPART_ARC
(20,27),-1.25163 # DEPENDENCYPART_ARC
(20,28),-1.64627 # DEPENDENCYPART_ARC
(20,29),-1.15753 # DEPENDENCYPART_ARC
(20,31),-1.57562 # DEPENDENCYPART_ARC
(21,17),-1.35638 # DEPENDENCYPART_ARC
(21,18),-0.881495 # DEPENDENCYPART_ARC
(21,19),-1.21184 # DEPENDENCYPART_ARC
(21,20),-0.620414 # DEPENDENCYPART_ARC
(21,26),-2.0995 # DEPENDENCYPART_ARC
(21,29),-1.4872 # DEPENDENCYPART_ARC
(21,34),-1.5639 # DEPENDENCYPART_ARC
(22,4),-3.73697 # DEPENDENCYPART_ARC
(22,9),-2.7285 # DEPENDENCYPART_ARC
(22,11),-0.983424 # DEPENDENCYPART_ARC
(22,12),-0.938555 # DEPENDENCYPART_ARC
(22,13),-2.08164 # DEPENDENCYPART_ARC
(22,14),-1.39871 # DEPENDENCYPART_ARC
(22,16),-1.18002 # DEPENDENCYPART_ARC
(22,17),-1.06137 # DEPENDENCYPART_ARC
(22,18),0.0943768 # DEPENDENCYPART_ARC
(22,19),-1.03038 # DEPENDENCYPART_ARC
(22,20),0.0227293 # DEPENDENCYPART_ARC
(22,21),2.13206 # DEPENDENCYPART_ARC
(22,23),-0.667619 # DEPENDENCYPART_ARC
(22,25),-1.54579 # DEPENDENCYPART_ARC
(22,26),-1.20034 # DEPENDENCYPART_ARC
(22,27),-1.76473 # DEPENDENCYPART_ARC
(22,28),-1.76259 # DEPENDENCYPART_ARC
(22,29),-1.72458 # DEPENDENCYPART_ARC
(22,31),-2.66887 # DEPENDENCYPART_ARC
(22,33),-2.68565 # DEPENDENCYPART_ARC
(24,28),-1.35524 # DEPENDENCYPART_ARC
(25,24),-0.640986 # DEPENDENCYPART_ARC
(25,27),-1.66603 # DEPENDENCYPART_ARC
(26,4),-3.77608 # DEPENDENCYPART_ARC
(26,9),-2.66149 # DEPENDENCYPART_ARC
(26,17),-1.15391 # DEPENDENCYPART_ARC
(26,18),-1.82768 # DEPENDENCYPART_ARC
(26,19),-2.86508 # DEPENDENCYPART_ARC
(26,20),-1.94866 # DEPENDENCYPART_ARC
(26,21),-1.15957 # DEPENDENCYPART_ARC
(26,22),-2.37186 # DEPENDENCYPART_ARC
(26,23),-0.903372 # DEPENDENCYPART_ARC
(26,24),1.11189 # DEPENDENCYPART_ARC
(26,25),1.16461 # DEPENDENCYPART_ARC
(26,27),-1.09301 # DEPENDENCYPART_ARC
(26,28),-1.65819 # DEPENDENCYPART_ARC
(26,31),-2.1903 # DEPENDENCYPART_ARC
(26,33),-2.29251 # DEPENDENCYPART_ARC
(27,21),-1.31675 # DEPENDENCYPART_ARC
(27,22),-1.72201 # DEPENDENCYPART_ARC
(27,24),-1.08772 # DEPENDENCYPART_ARC
(27,25),-0.656848 # DEPENDENCYPART_ARC
(27,26),0.0599854 # DEPENDENCYPART_ARC
(27,31),-2.07162 # DEPENDENCYPART_ARC
(27,33),-2.2833 # DEPENDENCYPART_ARC
(28,4),-4.95598 # DEPENDENCYPART_ARC
(28,14),-1.52974 # DEPENDENCYPART_ARC
(28,17),-2.62784 # DEPENDENCYPART_ARC
(28,18),-1.45373 # DEPENDENCYPART_ARC
(28,19),-2.93333 # DEPENDENCYPART_ARC
(28,20),-2.58981 # DEPENDENCYPART_ARC
(28,21),-1.02192 # DEPENDENCYPART_ARC
(28,22),-1.56633 # DEPENDENCYPART_ARC
(28,23),-1.19842 # DEPENDENCYPART_ARC
(28,24),-1.14152 # DEPENDENCYPART_ARC
(28,25),0.132311 # DEPENDENCYPART_ARC
(28,26),1.80327 # DEPENDENCYPART_ARC
(28,27),1.8786 # DEPENDENCYPART_ARC
(28,31),-2.08017 # DEPENDENCYPART_ARC
(28,33),-2.10886 # DEPENDENCYPART_ARC
(29,1),-1.87328 # DEPENDENCYPART_ARC
(29,2),-1.39172 # DEPENDENCYPART_ARC
(29,3),-1.24992 # DEPENDENCYPART_ARC
(29,6),-2.24029 # DEPENDENCYPART_ARC
(29,7),-0.770831 # DEPENDENCYPART_ARC
(29,8),-0.566595 # DEPENDENCYPART_ARC
(29,9),-1.81784 # DEPENDENCYPART_ARC
(29,10),-2.17198 # DEPENDENCYPART_ARC
(29,11),-0.35683 # DEPENDENCYPART_ARC
(29,12),-1.40806 # DEPENDENCYPART_ARC
(29,13),-0.689843 # DEPENDENCYPART_ARC
(29,14),-1.04739 # DEPENDENCYPART_ARC
(29,15),-1.06604 # DEPENDENCYPART_ARC
(29,16),-0.731342 # DEPENDENCYPART_ARC
(29,17),-1.6719 # DEPENDENCYPART_ARC
(29,18),-1.44746 # DEPENDENCYPART_ARC
(29,19),-0.221213 # DEPENDENCYPART_ARC
(29,20),-1.24497 # DEPENDENCYPART_ARC
(29,21),-1.17856 # DEPENDENCYPART_ARC
(29,22),-0.22363 # DEPENDENCYPART_ARC
(29,23),0.105181 # DEPENDENCYPART_ARC
(29,24),-1.56033 # DEPENDENCYPART_ARC
(29,25),-0.55845 # DEPENDENCYPART_ARC
(29,26),0.334901 # DEPENDENCYPART_ARC
(29,27),0.127865 # DEPENDENCYPART_ARC
(29,28),2.38926 # DEPENDENCYPART_ARC
(29,30),0.0155583 # DEPENDENCYPART_ARC
(29,31),1.19698 # DEPENDENCYPART_ARC
(29,32),-1.36273 # DEPENDENCYPART_ARC
(29,33),1.09347 # DEPENDENCYPART_ARC
(29,34),-0.135127 # DEPENDENCYPART_ARC
(30,28),-1.37483 # DEPENDENCYPART_ARC
(30,33),-1.97503 # DEPENDENCYPART_ARC
(31,17),-2.29287 # DEPENDENCYPART_ARC
(31,21),-1.41084 # DEPENDENCYPART_ARC
(31,24),-0.961886 # DEPENDENCYPART_ARC
(31,25),-0.779527 # DEPENDENCYPART_ARC
(31,26),-2.32471 # DEPENDENCYPART_ARC
(31,27),-0.149788 # DEPENDENCYPART_ARC
(31,28),-1.9137 # DEPENDENCYPART_ARC
(31,30),2.17358 # DEPENDENCYPART_ARC
(31,32),-1.42915 # DEPENDENCYPART_ARC
(31,33),-1.43335 # DEPENDENCYPART_ARC
(33,24),-1.82799 # DEPENDENCYPART_ARC
(33,30),-0.381179 # DEPENDENCYPART_ARC
(33,31),-1.58713 # DEPENDENCYPART_ARC
(33,32),1.73825 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0422069 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.121616 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0176762 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.104828 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.114501 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.121616 # DEPENDENCYPART_SIBL
(0,1),(0,29),-0.121709 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.110751 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0179435 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.105829 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.120005 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.110751 # DEPENDENCYPART_SIBL
(0,2),(0,29),-0.110844 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0974998 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.265529 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.2208 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.245466 # DEPENDENCYPART_SIBL
(0,3),(0,29),-0.246005 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.038254 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.105462 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.106825 # DEPENDENCYPART_SIBL
(0,6),(0,29),-0.106946 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.214429 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.130334 # DEPENDENCYPART_SIBL
(0,8),(0,29),-0.130334 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.12355 # DEPENDENCYPART_SIBL
(0,11),(0,29),-0.12355 # DEPENDENCYPART_SIBL
(0,15),(0,29),-0.246005 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0193564 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0883182 # DEPENDENCYPART_SIBL
(1,2),(1,8),0.0370891 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0193564 # DEPENDENCYPART_SIBL
(1,2),(1,34),-0.00148014 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0398777 # DEPENDENCYPART_SIBL
(1,3),(1,8),0.00103227 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0012451 # DEPENDENCYPART_SIBL
(1,3),(1,34),0.0150799 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0363015 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0103455 # DEPENDENCYPART_SIBL
(1,5),(1,34),-0.0260341 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.0268147 # DEPENDENCYPART_SIBL
(1,8),(1,34),0.00734296 # DEPENDENCYPART_SIBL
(1,15),(1,34),0.0150799 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0274704 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.103189 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.0274704 # DEPENDENCYPART_SIBL
(2,1),(2,34),0.162097 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0390606 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.00451387 # DEPENDENCYPART_SIBL
(2,3),(2,34),0.068676 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.001344 # DEPENDENCYPART_SIBL
(2,5),(2,34),0.0240461 # DEPENDENCYPART_SIBL
(2,15),(2,34),0.068676 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.00342315 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0720941 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0232118 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0239076 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0110015 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0201082 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0232953 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0192961 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0178454 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0176615 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0179403 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0371476 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0193801 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.00833999 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0177602 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0175029 # DEPENDENCYPART_SIBL
(3,1),(3,20),0.0232118 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0177602 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0458753 # DEPENDENCYPART_SIBL
(3,1),(3,23),0.0110015 # DEPENDENCYPART_SIBL
(3,1),(3,25),-0.0177602 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.0179403 # DEPENDENCYPART_SIBL
(3,1),(3,27),-0.0177602 # DEPENDENCYPART_SIBL
(3,1),(3,28),0.0458753 # DEPENDENCYPART_SIBL
(3,1),(3,29),-0.0188179 # DEPENDENCYPART_SIBL
(3,1),(3,31),0.0262968 # DEPENDENCYPART_SIBL
(3,1),(3,33),0.0204364 # DEPENDENCYPART_SIBL
(3,1),(3,34),-0.0374008 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0211039 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0467243 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0613744 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0717726 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.101766 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0277652 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.0428086 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0447508 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0725641 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0727035 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0267982 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0839883 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0707079 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0348459 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0722661 # DEPENDENCYPART_SIBL
(3,2),(3,20),0.0467243 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0348459 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0943777 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.0717726 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0348459 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.0727035 # DEPENDENCYPART_SIBL
(3,2),(3,27),0.0348459 # DEPENDENCYPART_SIBL
(3,2),(3,28),0.0943777 # DEPENDENCYPART_SIBL
(3,2),(3,29),0.0845505 # DEPENDENCYPART_SIBL
(3,2),(3,31),0.08106 # DEPENDENCYPART_SIBL
(3,2),(3,33),0.0751995 # DEPENDENCYPART_SIBL
(3,2),(3,34),0.102559 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00981097 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0050946 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.00728509 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0687953 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0664756 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.00981097 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0339442 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0110333 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0110333 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0121452 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0359816 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0086464 # DEPENDENCYPART_SIBL
(3,4),(3,18),-0.00526958 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0109003 # DEPENDENCYPART_SIBL
(3,4),(3,20),-0.00981097 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.00526958 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.0105627 # DEPENDENCYPART_SIBL
(3,4),(3,23),-0.00728509 # DEPENDENCYPART_SIBL
(3,4),(3,25),-0.00526958 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.0110333 # DEPENDENCYPART_SIBL
(3,4),(3,27),-0.00526958 # DEPENDENCYPART_SIBL
(3,4),(3,28),0.0105627 # DEPENDENCYPART_SIBL
(3,4),(3,29),-0.0377398 # DEPENDENCYPART_SIBL
(3,4),(3,31),-0.00146938 # DEPENDENCYPART_SIBL
(3,4),(3,33),0.0110333 # DEPENDENCYPART_SIBL
(3,4),(3,34),-0.0284786 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.00570411 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.000360313 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0635722 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.00741007 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.034532 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0195125 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0236203 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0236203 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0140471 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0297868 # DEPENDENCYPART_SIBL
