# _root_ 1994-ben Márkus_Gyulával közösen alapítója volt a privatizációk lebonyolítására szakosodott Márkus_Pénzügyi_Gazdasági_Tanácsadó_Kft.-nek , amely utóbb fiktív cégnek bizonyult ( HVG , 1998. február 28. ) .
#goldHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,5,18,22,22,18,18,5,
#predictedHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,16,18,22,22,18,18,5,
(8,6),-0.155996 # DEPENDENCYPART_ARC
(8,7),2.81934 # DEPENDENCYPART_ARC
(8,10),-0.964906 # DEPENDENCYPART_ARC
(8,11),-0.698202 # DEPENDENCYPART_ARC
(8,13),-1.74038 # DEPENDENCYPART_ARC
(8,16),-1.77724 # DEPENDENCYPART_ARC
(8,18),-1.88079 # DEPENDENCYPART_ARC
(8,22),-2.64296 # DEPENDENCYPART_ARC
(9,1),-0.854966 # DEPENDENCYPART_ARC
(9,2),-0.495789 # DEPENDENCYPART_ARC
(9,4),-1.53648 # DEPENDENCYPART_ARC
(9,5),-1.39429 # DEPENDENCYPART_ARC
(9,6),-0.774075 # DEPENDENCYPART_ARC
(9,7),-0.171422 # DEPENDENCYPART_ARC
(9,8),1.79833 # DEPENDENCYPART_ARC
(9,11),-0.821031 # DEPENDENCYPART_ARC
(9,16),-1.35515 # DEPENDENCYPART_ARC
(10,2),-3.09467 # DEPENDENCYPART_ARC
(10,3),-3.17509 # DEPENDENCYPART_ARC
(10,4),-2.57129 # DEPENDENCYPART_ARC
(10,6),-0.0385192 # DEPENDENCYPART_ARC
(10,7),-0.53601 # DEPENDENCYPART_ARC
(10,8),-0.422694 # DEPENDENCYPART_ARC
(10,9),1.84326 # DEPENDENCYPART_ARC
(10,11),-0.57833 # DEPENDENCYPART_ARC
(10,14),-1.4549 # DEPENDENCYPART_ARC
(10,15),-1.74022 # DEPENDENCYPART_ARC
(10,16),-1.85626 # DEPENDENCYPART_ARC
(10,17),-1.39968 # DEPENDENCYPART_ARC
(10,18),-2.01875 # DEPENDENCYPART_ARC
(10,19),-1.24489 # DEPENDENCYPART_ARC
(10,22),-2.26375 # DEPENDENCYPART_ARC
(10,23),-1.18193 # DEPENDENCYPART_ARC
(10,24),-1.52147 # DEPENDENCYPART_ARC
(12,14),-1.1478 # DEPENDENCYPART_ARC
(12,15),-1.16072 # DEPENDENCYPART_ARC
(12,21),-1.27519 # DEPENDENCYPART_ARC
(12,22),-1.19893 # DEPENDENCYPART_ARC
(13,5),-1.92084 # DEPENDENCYPART_ARC
(13,8),-1.9172 # DEPENDENCYPART_ARC
(13,10),-1.68208 # DEPENDENCYPART_ARC
(13,12),-0.727363 # DEPENDENCYPART_ARC
(13,14),-1.00733 # DEPENDENCYPART_ARC
(13,15),-1.09078 # DEPENDENCYPART_ARC
(13,17),-1.08649 # DEPENDENCYPART_ARC
(13,18),-1.57294 # DEPENDENCYPART_ARC
(13,19),-1.21343 # DEPENDENCYPART_ARC
(13,21),-2.0227 # DEPENDENCYPART_ARC
(13,22),-1.97571 # DEPENDENCYPART_ARC
(13,23),-1.1014 # DEPENDENCYPART_ARC
(13,24),-1.43262 # DEPENDENCYPART_ARC
(14,1),-1.5927 # DEPENDENCYPART_ARC
(14,4),-2.61022 # DEPENDENCYPART_ARC
(14,5),-2.04417 # DEPENDENCYPART_ARC
(14,7),-2.06401 # DEPENDENCYPART_ARC
(14,8),-1.01588 # DEPENDENCYPART_ARC
(14,9),-1.60787 # DEPENDENCYPART_ARC
(14,10),-1.73363 # DEPENDENCYPART_ARC
(14,11),-0.785147 # DEPENDENCYPART_ARC
(14,12),-0.758235 # DEPENDENCYPART_ARC
(14,13),0.543731 # DEPENDENCYPART_ARC
(14,18),-1.59826 # DEPENDENCYPART_ARC
(14,22),-1.9433 # DEPENDENCYPART_ARC
(15,1),-3.3043 # DEPENDENCYPART_ARC
(15,3),-3.52932 # DEPENDENCYPART_ARC
(15,5),-1.68407 # DEPENDENCYPART_ARC
(15,6),-0.779805 # DEPENDENCYPART_ARC
(15,7),-2.09801 # DEPENDENCYPART_ARC
(15,8),-2.8333 # DEPENDENCYPART_ARC
(15,9),-0.0827619 # DEPENDENCYPART_ARC
(15,10),-1.38208 # DEPENDENCYPART_ARC
(15,11),-0.831654 # DEPENDENCYPART_ARC
(15,12),-0.753453 # DEPENDENCYPART_ARC
(15,13),0.00457303 # DEPENDENCYPART_ARC
(15,14),2.37736 # DEPENDENCYPART_ARC
(15,17),-1.28169 # DEPENDENCYPART_ARC
(15,18),-1.6171 # DEPENDENCYPART_ARC
(15,19),-1.18385 # DEPENDENCYPART_ARC
(15,22),-2.33154 # DEPENDENCYPART_ARC
(15,23),-1.14349 # DEPENDENCYPART_ARC
(16,1),-0.258787 # DEPENDENCYPART_ARC
(16,2),-1.30447 # DEPENDENCYPART_ARC
(16,3),-0.458286 # DEPENDENCYPART_ARC
(16,4),-0.138866 # DEPENDENCYPART_ARC
(16,5),-0.83683 # DEPENDENCYPART_ARC
(16,6),-1.74123 # DEPENDENCYPART_ARC
(16,7),-0.551581 # DEPENDENCYPART_ARC
(16,8),-0.125221 # DEPENDENCYPART_ARC
(16,9),-1.12599 # DEPENDENCYPART_ARC
(16,10),0.241956 # DEPENDENCYPART_ARC
(16,11),-0.441475 # DEPENDENCYPART_ARC
(16,12),1.4931 # DEPENDENCYPART_ARC
(16,13),0.942216 # DEPENDENCYPART_ARC
(16,14),0.158056 # DEPENDENCYPART_ARC
(16,15),3.06897 # DEPENDENCYPART_ARC
(16,17),0.192143 # DEPENDENCYPART_ARC
(16,18),0.277006 # DEPENDENCYPART_ARC
(16,19),-0.144623 # DEPENDENCYPART_ARC
(16,21),-1.34276 # DEPENDENCYPART_ARC
(16,22),-0.911436 # DEPENDENCYPART_ARC
(16,23),-0.538401 # DEPENDENCYPART_ARC
(16,24),-0.709533 # DEPENDENCYPART_ARC
(18,13),-1.73052 # DEPENDENCYPART_ARC
(18,14),-2.07466 # DEPENDENCYPART_ARC
(18,15),-2.51683 # DEPENDENCYPART_ARC
(18,16),-0.416394 # DEPENDENCYPART_ARC
(18,17),-0.0579897 # DEPENDENCYPART_ARC
(18,19),0.0950684 # DEPENDENCYPART_ARC
(18,20),-0.913177 # DEPENDENCYPART_ARC
(18,21),-0.839533 # DEPENDENCYPART_ARC
(18,22),-0.823903 # DEPENDENCYPART_ARC
(18,23),-0.253269 # DEPENDENCYPART_ARC
(18,24),-1.11457 # DEPENDENCYPART_ARC
(20,17),-0.971184 # DEPENDENCYPART_ARC
(20,18),-0.9076 # DEPENDENCYPART_ARC
(20,19),-0.440068 # DEPENDENCYPART_ARC
(20,21),-0.927253 # DEPENDENCYPART_ARC
(20,24),-1.41106 # DEPENDENCYPART_ARC
(21,9),-2.34355 # DEPENDENCYPART_ARC
(21,13),-1.66977 # DEPENDENCYPART_ARC
(21,14),-1.78789 # DEPENDENCYPART_ARC
(21,15),-3.05882 # DEPENDENCYPART_ARC
(21,16),-1.15507 # DEPENDENCYPART_ARC
(21,17),-0.874747 # DEPENDENCYPART_ARC
(21,18),-0.25829 # DEPENDENCYPART_ARC
(21,19),-0.810163 # DEPENDENCYPART_ARC
(21,20),1.53232 # DEPENDENCYPART_ARC
(21,23),-1.103 # DEPENDENCYPART_ARC
(22,2),-5.12236 # DEPENDENCYPART_ARC
(22,4),-3.5281 # DEPENDENCYPART_ARC
(22,7),-1.54028 # DEPENDENCYPART_ARC
(22,8),-4.46568 # DEPENDENCYPART_ARC
(22,9),-2.39333 # DEPENDENCYPART_ARC
(22,10),-3.18609 # DEPENDENCYPART_ARC
(22,11),-1.2456 # DEPENDENCYPART_ARC
(22,13),-1.49404 # DEPENDENCYPART_ARC
(22,14),-1.95758 # DEPENDENCYPART_ARC
(22,15),-2.55747 # DEPENDENCYPART_ARC
(22,16),-1.97515 # DEPENDENCYPART_ARC
(22,17),-0.490675 # DEPENDENCYPART_ARC
(22,18),0.433235 # DEPENDENCYPART_ARC
(22,19),-0.345774 # DEPENDENCYPART_ARC
(22,20),0.913887 # DEPENDENCYPART_ARC
(22,21),3.15306 # DEPENDENCYPART_ARC
(22,23),-0.738005 # DEPENDENCYPART_ARC
(22,24),-1.50644 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0362726 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0383988 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0362726 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0782301 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0383959 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.0353526 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0807735 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0263294 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0660898 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.102886 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.032624 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.0582125 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.108488 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0345923 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0913652 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0621294 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.0351963 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0889261 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.103606 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0326264 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.0582142 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.108871 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.143283 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.121554 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.259297 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.0351963 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.0889254 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.114211 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0522312 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.0274966 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0985023 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.0275165 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0277316 # DEPENDENCYPART_SIBL
(1,2),(1,9),0.0459355 # DEPENDENCYPART_SIBL
(1,2),(1,10),-0.0275165 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.096622 # DEPENDENCYPART_SIBL
(1,2),(1,16),0.0777464 # DEPENDENCYPART_SIBL
(1,2),(1,17),0.0400063 # DEPENDENCYPART_SIBL
(1,2),(1,19),0.096622 # DEPENDENCYPART_SIBL
(1,2),(1,23),0.0758542 # DEPENDENCYPART_SIBL
(1,2),(1,24),0.0392471 # DEPENDENCYPART_SIBL
(1,3),(1,4),-0.0100358 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.0784071 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0100347 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.0100348 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0125847 # DEPENDENCYPART_SIBL
(1,3),(1,10),-0.0100347 # DEPENDENCYPART_SIBL
(1,3),(1,11),0.042345 # DEPENDENCYPART_SIBL
(1,3),(1,16),0.0659628 # DEPENDENCYPART_SIBL
(1,3),(1,17),0.0236019 # DEPENDENCYPART_SIBL
(1,3),(1,19),0.042345 # DEPENDENCYPART_SIBL
(1,3),(1,23),0.0217514 # DEPENDENCYPART_SIBL
(1,3),(1,24),0.0610112 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0977819 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0275773 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.0277924 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0459331 # DEPENDENCYPART_SIBL
(1,4),(1,10),-0.0275773 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0968348 # DEPENDENCYPART_SIBL
(1,4),(1,16),0.0773636 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.0401127 # DEPENDENCYPART_SIBL
(1,4),(1,19),0.0968348 # DEPENDENCYPART_SIBL
(1,4),(1,23),0.0759606 # DEPENDENCYPART_SIBL
(1,4),(1,24),0.0388147 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.000762481 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.000556471 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.00631095 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.000762481 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.0985677 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.0421264 # DEPENDENCYPART_SIBL
(1,5),(1,17),0.05635 # DEPENDENCYPART_SIBL
(1,5),(1,19),0.0985677 # DEPENDENCYPART_SIBL
(1,5),(1,23),0.0970936 # DEPENDENCYPART_SIBL
(1,5),(1,24),0.135681 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.0277316 # DEPENDENCYPART_SIBL
(1,7),(1,9),0.0459355 # DEPENDENCYPART_SIBL
(1,7),(1,10),-0.0275165 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.096622 # DEPENDENCYPART_SIBL
(1,7),(1,16),0.0777464 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.0400063 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.096622 # DEPENDENCYPART_SIBL
(1,7),(1,23),0.0758542 # DEPENDENCYPART_SIBL
(1,7),(1,24),0.0392471 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.0459355 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.0275165 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.096622 # DEPENDENCYPART_SIBL
(1,8),(1,16),0.0777464 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0400063 # DEPENDENCYPART_SIBL
(1,8),(1,19),0.096622 # DEPENDENCYPART_SIBL
(1,8),(1,23),0.0758542 # DEPENDENCYPART_SIBL
(1,8),(1,24),0.0387289 # DEPENDENCYPART_SIBL
(1,9),(1,10),-0.0100281 # DEPENDENCYPART_SIBL
(1,9),(1,11),0.0423459 # DEPENDENCYPART_SIBL
(1,9),(1,16),0.0659636 # DEPENDENCYPART_SIBL
(1,9),(1,17),0.0236028 # DEPENDENCYPART_SIBL
(1,9),(1,19),0.0423459 # DEPENDENCYPART_SIBL
(1,9),(1,23),0.0217521 # DEPENDENCYPART_SIBL
(1,9),(1,24),0.0569763 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.096622 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.0777464 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.0400063 # DEPENDENCYPART_SIBL
(1,10),(1,19),0.096622 # DEPENDENCYPART_SIBL
(1,10),(1,23),0.0758542 # DEPENDENCYPART_SIBL
(1,10),(1,24),0.0392471 # DEPENDENCYPART_SIBL
(1,11),(1,16),0.421041 # DEPENDENCYPART_SIBL
(1,11),(1,17),-0.00559942 # DEPENDENCYPART_SIBL
(1,11),(1,19),0.0602976 # DEPENDENCYPART_SIBL
(1,11),(1,23),0.00944349 # DEPENDENCYPART_SIBL
(1,11),(1,24),0.135693 # DEPENDENCYPART_SIBL
(1,16),(1,17),0.0739343 # DEPENDENCYPART_SIBL
(1,16),(1,19),0.115678 # DEPENDENCYPART_SIBL
(1,16),(1,23),0.105994 # DEPENDENCYPART_SIBL
(1,16),(1,24),0.163677 # DEPENDENCYPART_SIBL
(1,17),(1,19),0.0376203 # DEPENDENCYPART_SIBL
(1,17),(1,23),0.0792407 # DEPENDENCYPART_SIBL
(1,17),(1,24),0.156548 # DEPENDENCYPART_SIBL
(1,19),(1,23),0.00944349 # DEPENDENCYPART_SIBL
(1,19),(1,24),0.135693 # DEPENDENCYPART_SIBL
(1,23),(1,24),0.116412 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00181002 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0260225 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00525398 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0261304 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0261304 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.000229904 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.00654837 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.0261304 # DEPENDENCYPART_SIBL
(2,1),(2,23),-0.0430159 # DEPENDENCYPART_SIBL
(2,1),(2,24),0.0276608 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0546734 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0527961 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.054738 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.054738 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0902043 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0552735 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.054738 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.121572 # DEPENDENCYPART_SIBL
(2,3),(2,24),0.11004 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.060019 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.00439646 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.00439646 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.102748 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0562658 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.00439646 # DEPENDENCYPART_SIBL
(2,4),(2,23),0.129859 # DEPENDENCYPART_SIBL
(2,4),(2,24),0.0478581 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0741054 # DEPENDENCYPART_SIBL
(2,5),(2,10),0.0741054 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.16794 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0452272 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.0741054 # DEPENDENCYPART_SIBL
(2,5),(2,23),0.20518 # DEPENDENCYPART_SIBL
(2,5),(2,24),0.193257 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.00471394 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.103086 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0569364 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.00471394 # DEPENDENCYPART_SIBL
(2,7),(2,23),0.13015 # DEPENDENCYPART_SIBL
(2,7),(2,24),0.0485651 # DEPENDENCYPART_SIBL
(2,10),(2,11),0.103086 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.0569364 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.00471394 # DEPENDENCYPART_SIBL
(2,10),(2,23),0.13015 # DEPENDENCYPART_SIBL
(2,10),(2,24),0.0485651 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.427504 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.342981 # DEPENDENCYPART_SIBL
(2,11),(2,23),0.0670589 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0787788 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0762329 # DEPENDENCYPART_SIBL
(2,16),(2,23),0.205546 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.214485 # DEPENDENCYPART_SIBL
(2,22),(2,23),0.13015 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0485651 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.0285417 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0458033 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0291172 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.00058664 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0261234 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0261234 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0113218 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.0276608 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0389471 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00403478 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.00332761 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0172105 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0416404 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00383019 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0038233 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0359267 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.00477921 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.00470929 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0229253 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.0480426 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0229253 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0485608 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0805015 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0212595 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0261241 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0100002 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0178399 # DEPENDENCYPART_SIBL
(5,1),(5,7),1.16757e-05 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00124671 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0294576 # DEPENDENCYPART_SIBL
(5,1),(5,10),1.16757e-05 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0423153 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0331609 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00332103 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.029458 # DEPENDENCYPART_SIBL
(5,1),(5,15),1.16757e-05 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0267798 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0722591 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0191381 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0423153 # DEPENDENCYPART_SIBL
(5,1),(5,21),1.16743e-05 # DEPENDENCYPART_SIBL
(5,1),(5,22),1.16757e-05 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0780901 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.00376868 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00314609 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0505311 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0303047 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.028496 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0251519 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.105015 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.028496 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0110516 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.075007 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0375864 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.105014 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.028496 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.022279 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0675251 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0298836 # DEPENDENCYPART_SIBL
