# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(11,15),-1.24273 # DEPENDENCYPART_ARC
(11,16),-1.52203 # DEPENDENCYPART_ARC
(11,17),-0.992537 # DEPENDENCYPART_ARC
(11,20),-1.97543 # DEPENDENCYPART_ARC
(11,21),-1.18586 # DEPENDENCYPART_ARC
(11,23),-1.19788 # DEPENDENCYPART_ARC
(12,5),-2.18131 # DEPENDENCYPART_ARC
(12,7),-2.40332 # DEPENDENCYPART_ARC
(12,8),-0.639497 # DEPENDENCYPART_ARC
(12,9),-1.21088 # DEPENDENCYPART_ARC
(12,10),-0.88451 # DEPENDENCYPART_ARC
(12,11),-0.382355 # DEPENDENCYPART_ARC
(12,13),-0.629204 # DEPENDENCYPART_ARC
(12,14),-1.23384 # DEPENDENCYPART_ARC
(12,15),-1.39055 # DEPENDENCYPART_ARC
(12,16),-1.33793 # DEPENDENCYPART_ARC
(12,17),-1.08621 # DEPENDENCYPART_ARC
(12,18),-1.13156 # DEPENDENCYPART_ARC
(12,20),-1.71302 # DEPENDENCYPART_ARC
(12,21),-1.08549 # DEPENDENCYPART_ARC
(12,22),-1.74561 # DEPENDENCYPART_ARC
(12,23),-1.41204 # DEPENDENCYPART_ARC
(14,1),-1.60536 # DEPENDENCYPART_ARC
(14,2),-1.72167 # DEPENDENCYPART_ARC
(14,4),-1.5767 # DEPENDENCYPART_ARC
(14,5),-1.53537 # DEPENDENCYPART_ARC
(14,6),-1.44087 # DEPENDENCYPART_ARC
(14,7),-2.0859 # DEPENDENCYPART_ARC
(14,8),-3.00422 # DEPENDENCYPART_ARC
(14,9),-1.66619 # DEPENDENCYPART_ARC
(14,10),-0.453285 # DEPENDENCYPART_ARC
(14,11),-0.415906 # DEPENDENCYPART_ARC
(14,12),-0.451025 # DEPENDENCYPART_ARC
(14,13),-0.0248138 # DEPENDENCYPART_ARC
(14,15),-1.17942 # DEPENDENCYPART_ARC
(14,16),-1.09292 # DEPENDENCYPART_ARC
(14,17),-0.796728 # DEPENDENCYPART_ARC
(14,18),-0.921515 # DEPENDENCYPART_ARC
(14,20),-1.57186 # DEPENDENCYPART_ARC
(14,21),-0.888913 # DEPENDENCYPART_ARC
(14,22),-1.76368 # DEPENDENCYPART_ARC
(14,23),-0.263671 # DEPENDENCYPART_ARC
(15,10),-1.56652 # DEPENDENCYPART_ARC
(15,11),-1.36573 # DEPENDENCYPART_ARC
(15,12),-1.37585 # DEPENDENCYPART_ARC
(15,13),-1.28376 # DEPENDENCYPART_ARC
(15,14),-0.548352 # DEPENDENCYPART_ARC
(15,18),-1.6806 # DEPENDENCYPART_ARC
(15,20),-1.9833 # DEPENDENCYPART_ARC
(16,1),-1.77578 # DEPENDENCYPART_ARC
(16,3),-2.03883 # DEPENDENCYPART_ARC
(16,4),-3.0376 # DEPENDENCYPART_ARC
(16,5),-4.21605 # DEPENDENCYPART_ARC
(16,6),-1.17878 # DEPENDENCYPART_ARC
(16,7),-3.31863 # DEPENDENCYPART_ARC
(16,8),-2.32356 # DEPENDENCYPART_ARC
(16,9),-0.576641 # DEPENDENCYPART_ARC
(16,10),-1.11866 # DEPENDENCYPART_ARC
(16,11),-0.960695 # DEPENDENCYPART_ARC
(16,12),-0.559144 # DEPENDENCYPART_ARC
(16,13),-0.114715 # DEPENDENCYPART_ARC
(16,14),0.037214 # DEPENDENCYPART_ARC
(16,15),2.30024 # DEPENDENCYPART_ARC
(16,17),-0.808903 # DEPENDENCYPART_ARC
(16,20),-1.75386 # DEPENDENCYPART_ARC
(16,21),-1.21899 # DEPENDENCYPART_ARC
(16,22),-2.10748 # DEPENDENCYPART_ARC
(18,1),-1.44875 # DEPENDENCYPART_ARC
(18,2),-1.65766 # DEPENDENCYPART_ARC
(18,4),-1.70057 # DEPENDENCYPART_ARC
(18,5),-1.56307 # DEPENDENCYPART_ARC
(18,6),-1.4861 # DEPENDENCYPART_ARC
(18,7),-2.21767 # DEPENDENCYPART_ARC
(18,8),-3.03923 # DEPENDENCYPART_ARC
(18,9),-1.8679 # DEPENDENCYPART_ARC
(18,10),-0.592947 # DEPENDENCYPART_ARC
(18,11),-0.85789 # DEPENDENCYPART_ARC
(18,12),-0.38753 # DEPENDENCYPART_ARC
(18,13),-1.02688 # DEPENDENCYPART_ARC
(18,14),-0.327881 # DEPENDENCYPART_ARC
(18,15),-0.0657655 # DEPENDENCYPART_ARC
(18,16),0.0381268 # DEPENDENCYPART_ARC
(18,17),0.36696 # DEPENDENCYPART_ARC
(18,20),-0.615009 # DEPENDENCYPART_ARC
(18,21),-0.365102 # DEPENDENCYPART_ARC
(18,22),-1.18276 # DEPENDENCYPART_ARC
(18,23),-0.559788 # DEPENDENCYPART_ARC
(20,14),-1.61378 # DEPENDENCYPART_ARC
(20,15),-1.3091 # DEPENDENCYPART_ARC
(20,16),-2.37985 # DEPENDENCYPART_ARC
(20,17),-1.13557 # DEPENDENCYPART_ARC
(20,18),-0.981677 # DEPENDENCYPART_ARC
(20,19),2.18391 # DEPENDENCYPART_ARC
(20,21),-0.596633 # DEPENDENCYPART_ARC
(20,22),-1.77133 # DEPENDENCYPART_ARC
(22,2),-3.1627 # DEPENDENCYPART_ARC
(22,4),-2.05417 # DEPENDENCYPART_ARC
(22,7),-2.24837 # DEPENDENCYPART_ARC
(22,8),-1.40542 # DEPENDENCYPART_ARC
(22,9),-1.10915 # DEPENDENCYPART_ARC
(22,10),-1.26495 # DEPENDENCYPART_ARC
(22,11),-1.24664 # DEPENDENCYPART_ARC
(22,12),-0.933354 # DEPENDENCYPART_ARC
(22,13),-0.812131 # DEPENDENCYPART_ARC
(22,14),-0.630415 # DEPENDENCYPART_ARC
(22,15),-1.40084 # DEPENDENCYPART_ARC
(22,16),-1.83968 # DEPENDENCYPART_ARC
(22,17),-0.678133 # DEPENDENCYPART_ARC
(22,18),-0.522768 # DEPENDENCYPART_ARC
(22,19),-0.858822 # DEPENDENCYPART_ARC
(22,20),-0.406647 # DEPENDENCYPART_ARC
(22,21),0.355867 # DEPENDENCYPART_ARC
(22,23),-0.48354 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0385805 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0269001 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.110553 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0309539 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0345555 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0878591 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0899036 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.0937539 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.0266904 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0327434 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.108998 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0488295 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.0558977 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.103465 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.137226 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.126036 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.0327411 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0886094 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.040058 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0370126 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.0973379 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0809088 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.080027 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.0621307 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.114798 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.110911 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.239536 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.225942 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.23804 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.133025 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.0166297 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.089587 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.097526 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.120942 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.0307775 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.0898363 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.0969833 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.122185 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.0345719 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.141724 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.145058 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.0300744 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.150112 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.0563243 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.0536232 # DEPENDENCYPART_SIBL
(1,2),(1,4),-0.00120818 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.0944988 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0945071 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.00184414 # DEPENDENCYPART_SIBL
(1,2),(1,8),-0.0105044 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.000521122 # DEPENDENCYPART_SIBL
(1,2),(1,10),0.0414933 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.0304904 # DEPENDENCYPART_SIBL
(1,2),(1,12),0.0268584 # DEPENDENCYPART_SIBL
(1,2),(1,13),-0.000521122 # DEPENDENCYPART_SIBL
(1,2),(1,14),-0.0449213 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0937666 # DEPENDENCYPART_SIBL
(1,2),(1,16),-0.00184414 # DEPENDENCYPART_SIBL
(1,2),(1,17),-0.00319458 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.0222711 # DEPENDENCYPART_SIBL
(1,2),(1,20),-0.00184414 # DEPENDENCYPART_SIBL
(1,2),(1,21),-0.00319458 # DEPENDENCYPART_SIBL
(1,2),(1,22),0.0945071 # DEPENDENCYPART_SIBL
(1,2),(1,23),0.0482746 # DEPENDENCYPART_SIBL
(1,4),(1,5),0.0946006 # DEPENDENCYPART_SIBL
(1,4),(1,6),0.0946089 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.000794304 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.00674189 # DEPENDENCYPART_SIBL
(1,4),(1,9),0.0072578 # DEPENDENCYPART_SIBL
(1,4),(1,10),0.0414037 # DEPENDENCYPART_SIBL
(1,4),(1,11),0.0304008 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.0312291 # DEPENDENCYPART_SIBL
(1,4),(1,13),0.0072578 # DEPENDENCYPART_SIBL
(1,4),(1,14),-0.0398184 # DEPENDENCYPART_SIBL
(1,4),(1,15),0.0938684 # DEPENDENCYPART_SIBL
(1,4),(1,16),-0.000794304 # DEPENDENCYPART_SIBL
(1,4),(1,17),0.000725358 # DEPENDENCYPART_SIBL
(1,4),(1,18),-0.0185114 # DEPENDENCYPART_SIBL
(1,4),(1,20),-0.000794304 # DEPENDENCYPART_SIBL
(1,4),(1,21),0.000725358 # DEPENDENCYPART_SIBL
(1,4),(1,22),0.0946089 # DEPENDENCYPART_SIBL
(1,4),(1,23),0.0525116 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.00161853 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.00713778 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.00267573 # DEPENDENCYPART_SIBL
(1,5),(1,9),0.0178412 # DEPENDENCYPART_SIBL
(1,5),(1,10),0.00688505 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.0107146 # DEPENDENCYPART_SIBL
(1,5),(1,12),0.0063664 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.0178412 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.00628789 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.00216211 # DEPENDENCYPART_SIBL
(1,5),(1,16),0.00714546 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.000190812 # DEPENDENCYPART_SIBL
(1,5),(1,18),0.0166468 # DEPENDENCYPART_SIBL
(1,5),(1,20),0.00714546 # DEPENDENCYPART_SIBL
(1,5),(1,21),-0.000190812 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.00161853 # DEPENDENCYPART_SIBL
(1,5),(1,23),0.0106362 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.0076318 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.00267075 # DEPENDENCYPART_SIBL
(1,6),(1,9),0.018018 # DEPENDENCYPART_SIBL
(1,6),(1,10),0.00688935 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0107189 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.00636993 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.018018 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.00629142 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.00215532 # DEPENDENCYPART_SIBL
(1,6),(1,16),0.00763948 # DEPENDENCYPART_SIBL
(1,6),(1,17),-9.93624e-05 # DEPENDENCYPART_SIBL
(1,6),(1,18),0.0166503 # DEPENDENCYPART_SIBL
(1,6),(1,20),0.00763948 # DEPENDENCYPART_SIBL
(1,6),(1,21),-9.93624e-05 # DEPENDENCYPART_SIBL
(1,6),(1,22),-0.00161174 # DEPENDENCYPART_SIBL
(1,6),(1,23),0.0106452 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.010629 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.00270736 # DEPENDENCYPART_SIBL
(1,7),(1,10),0.0415553 # DEPENDENCYPART_SIBL
(1,7),(1,11),0.0305524 # DEPENDENCYPART_SIBL
(1,7),(1,12),0.027061 # DEPENDENCYPART_SIBL
(1,7),(1,13),-0.00270736 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.0449903 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.0938838 # DEPENDENCYPART_SIBL
(1,7),(1,16),-0.00181314 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.00425723 # DEPENDENCYPART_SIBL
(1,7),(1,18),-0.0220689 # DEPENDENCYPART_SIBL
(1,7),(1,20),-0.00181314 # DEPENDENCYPART_SIBL
(1,7),(1,21),-0.00425723 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.0946243 # DEPENDENCYPART_SIBL
(1,7),(1,23),0.0506475 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.0459634 # DEPENDENCYPART_SIBL
(1,8),(1,10),0.014629 # DEPENDENCYPART_SIBL
(1,8),(1,11),0.0225846 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.00585865 # DEPENDENCYPART_SIBL
(1,8),(1,13),0.0459634 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.00397476 # DEPENDENCYPART_SIBL
(1,8),(1,15),0.010317 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.00175136 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0473438 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.00357872 # DEPENDENCYPART_SIBL
(1,8),(1,20),-0.00175136 # DEPENDENCYPART_SIBL
(1,8),(1,21),0.0473438 # DEPENDENCYPART_SIBL
(1,8),(1,22),0.0107099 # DEPENDENCYPART_SIBL
(1,8),(1,23),-6.33056e-05 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.0135497 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0126602 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0591779 # DEPENDENCYPART_SIBL
(1,9),(1,13),-0.0468715 # DEPENDENCYPART_SIBL
(1,9),(1,14),0.0465833 # DEPENDENCYPART_SIBL
(1,9),(1,15),0.00680636 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0183629 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0818232 # DEPENDENCYPART_SIBL
(1,9),(1,18),0.120546 # DEPENDENCYPART_SIBL
(1,9),(1,20),-0.0183629 # DEPENDENCYPART_SIBL
(1,9),(1,21),-0.0818232 # DEPENDENCYPART_SIBL
(1,9),(1,22),0.00822309 # DEPENDENCYPART_SIBL
(1,9),(1,23),0.0184153 # DEPENDENCYPART_SIBL
(1,10),(1,11),0.0777053 # DEPENDENCYPART_SIBL
(1,10),(1,12),0.0711592 # DEPENDENCYPART_SIBL
(1,10),(1,13),0.00915968 # DEPENDENCYPART_SIBL
(1,10),(1,14),0.0331484 # DEPENDENCYPART_SIBL
(1,10),(1,15),0.10546 # DEPENDENCYPART_SIBL
(1,10),(1,16),0.115425 # DEPENDENCYPART_SIBL
(1,10),(1,17),0.0167465 # DEPENDENCYPART_SIBL
(1,10),(1,18),0.01789 # DEPENDENCYPART_SIBL
(1,10),(1,20),0.115425 # DEPENDENCYPART_SIBL
(1,10),(1,21),0.0167465 # DEPENDENCYPART_SIBL
(1,10),(1,22),0.106011 # DEPENDENCYPART_SIBL
(1,10),(1,23),0.0227232 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0604353 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.0369509 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0253662 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.0946729 # DEPENDENCYPART_SIBL
(1,11),(1,16),0.103606 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.0447011 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.00973152 # DEPENDENCYPART_SIBL
(1,11),(1,20),0.103606 # DEPENDENCYPART_SIBL
(1,11),(1,21),0.0447011 # DEPENDENCYPART_SIBL
(1,11),(1,22),0.0952238 # DEPENDENCYPART_SIBL
(1,11),(1,23),0.0176648 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.00671761 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0217791 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.0660402 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.0157673 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.00335477 # DEPENDENCYPART_SIBL
(1,12),(1,18),-0.0133598 # DEPENDENCYPART_SIBL
(1,12),(1,20),-0.0157673 # DEPENDENCYPART_SIBL
(1,12),(1,21),-0.00335477 # DEPENDENCYPART_SIBL
(1,12),(1,22),0.0667493 # DEPENDENCYPART_SIBL
(1,12),(1,23),-0.0773901 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.0465833 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.00680636 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.0183629 # DEPENDENCYPART_SIBL
(1,13),(1,17),-0.0818232 # DEPENDENCYPART_SIBL
(1,13),(1,18),0.120546 # DEPENDENCYPART_SIBL
(1,13),(1,20),-0.0183629 # DEPENDENCYPART_SIBL
(1,13),(1,21),-0.0818232 # DEPENDENCYPART_SIBL
(1,13),(1,22),0.00822309 # DEPENDENCYPART_SIBL
(1,13),(1,23),0.0184153 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.0791044 # DEPENDENCYPART_SIBL
(1,14),(1,16),0.0413618 # DEPENDENCYPART_SIBL
(1,14),(1,17),0.0307592 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0295222 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.0413618 # DEPENDENCYPART_SIBL
(1,14),(1,21),0.0307592 # DEPENDENCYPART_SIBL
(1,14),(1,22),0.0797672 # DEPENDENCYPART_SIBL
(1,14),(1,23),0.00162698 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0069937 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.000672482 # DEPENDENCYPART_SIBL
(1,15),(1,18),0.0162394 # DEPENDENCYPART_SIBL
(1,15),(1,20),0.0069937 # DEPENDENCYPART_SIBL
(1,15),(1,21),-0.000672482 # DEPENDENCYPART_SIBL
(1,15),(1,22),-0.00191874 # DEPENDENCYPART_SIBL
(1,15),(1,23),0.00969084 # DEPENDENCYPART_SIBL
(1,16),(1,17),-0.00158539 # DEPENDENCYPART_SIBL
(1,16),(1,18),-0.0217979 # DEPENDENCYPART_SIBL
(1,16),(1,20),-0.00179891 # DEPENDENCYPART_SIBL
(1,16),(1,21),-0.00158539 # DEPENDENCYPART_SIBL
(1,16),(1,22),0.0946243 # DEPENDENCYPART_SIBL
(1,16),(1,23),0.0507856 # DEPENDENCYPART_SIBL
(1,17),(1,18),-0.0207402 # DEPENDENCYPART_SIBL
(1,17),(1,20),-0.0293265 # DEPENDENCYPART_SIBL
(1,17),(1,21),0.00795783 # DEPENDENCYPART_SIBL
(1,17),(1,22),0.0179735 # DEPENDENCYPART_SIBL
(1,17),(1,23),-0.00717952 # DEPENDENCYPART_SIBL
(1,18),(1,20),-0.04133 # DEPENDENCYPART_SIBL
(1,18),(1,21),-0.032308 # DEPENDENCYPART_SIBL
(1,18),(1,22),0.0164728 # DEPENDENCYPART_SIBL
(1,18),(1,23),-0.0604036 # DEPENDENCYPART_SIBL
(1,20),(1,21),-0.00158539 # DEPENDENCYPART_SIBL
(1,20),(1,22),0.0946243 # DEPENDENCYPART_SIBL
(1,20),(1,23),0.0507856 # DEPENDENCYPART_SIBL
(1,21),(1,22),0.0179735 # DEPENDENCYPART_SIBL
(1,21),(1,23),-0.00717952 # DEPENDENCYPART_SIBL
(1,22),(1,23),0.0106452 # DEPENDENCYPART_SIBL
