# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(13,4),-1.30969 # DEPENDENCYPART_ARC
(13,5),-1.69812 # DEPENDENCYPART_ARC
(13,6),-2.20104 # DEPENDENCYPART_ARC
(13,7),-3.84354 # DEPENDENCYPART_ARC
(13,8),-0.632881 # DEPENDENCYPART_ARC
(13,9),-1.4705 # DEPENDENCYPART_ARC
(13,10),-2.76789 # DEPENDENCYPART_ARC
(13,11),1.20474 # DEPENDENCYPART_ARC
(13,12),2.20221 # DEPENDENCYPART_ARC
(13,27),-2.81901 # DEPENDENCYPART_ARC
(14,1),-1.30986 # DEPENDENCYPART_ARC
(14,2),-1.779 # DEPENDENCYPART_ARC
(14,3),0.770629 # DEPENDENCYPART_ARC
(14,4),-1.41109 # DEPENDENCYPART_ARC
(14,5),-1.53246 # DEPENDENCYPART_ARC
(14,6),-0.156349 # DEPENDENCYPART_ARC
(14,7),1.14228 # DEPENDENCYPART_ARC
(14,8),-1.17796 # DEPENDENCYPART_ARC
(14,9),0.638624 # DEPENDENCYPART_ARC
(14,10),1.48081 # DEPENDENCYPART_ARC
(14,11),-0.374441 # DEPENDENCYPART_ARC
(14,12),-0.0381382 # DEPENDENCYPART_ARC
(14,13),2.76384 # DEPENDENCYPART_ARC
(14,15),0.553398 # DEPENDENCYPART_ARC
(14,16),-1.30631 # DEPENDENCYPART_ARC
(14,17),-1.22095 # DEPENDENCYPART_ARC
(14,18),-1.10828 # DEPENDENCYPART_ARC
(14,19),-0.101191 # DEPENDENCYPART_ARC
(14,20),-0.744723 # DEPENDENCYPART_ARC
(14,21),-1.02923 # DEPENDENCYPART_ARC
(14,22),-2.08363 # DEPENDENCYPART_ARC
(14,23),-2.46421 # DEPENDENCYPART_ARC
(14,24),-1.67752 # DEPENDENCYPART_ARC
(14,25),-1.86246 # DEPENDENCYPART_ARC
(14,26),-0.875879 # DEPENDENCYPART_ARC
(14,27),-0.66808 # DEPENDENCYPART_ARC
(14,28),-0.434001 # DEPENDENCYPART_ARC
(14,29),-1.91173 # DEPENDENCYPART_ARC
(14,31),-1.46581 # DEPENDENCYPART_ARC
(14,32),-0.488743 # DEPENDENCYPART_ARC
(17,14),-1.02255 # DEPENDENCYPART_ARC
(17,16),1.57311 # DEPENDENCYPART_ARC
(18,9),-0.904786 # DEPENDENCYPART_ARC
(18,11),-1.59045 # DEPENDENCYPART_ARC
(18,13),-2.60168 # DEPENDENCYPART_ARC
(18,14),-1.33579 # DEPENDENCYPART_ARC
(18,15),-0.682322 # DEPENDENCYPART_ARC
(18,16),0.0268932 # DEPENDENCYPART_ARC
(18,17),2.86523 # DEPENDENCYPART_ARC
(18,26),-2.11654 # DEPENDENCYPART_ARC
(18,27),-2.66983 # DEPENDENCYPART_ARC
(18,31),-3.02331 # DEPENDENCYPART_ARC
(19,10),-1.63437 # DEPENDENCYPART_ARC
(19,11),-1.26049 # DEPENDENCYPART_ARC
(19,13),-1.14794 # DEPENDENCYPART_ARC
(19,15),-0.602401 # DEPENDENCYPART_ARC
(19,16),-0.889971 # DEPENDENCYPART_ARC
(19,17),0.402561 # DEPENDENCYPART_ARC
(19,18),2.41443 # DEPENDENCYPART_ARC
(19,20),-0.957137 # DEPENDENCYPART_ARC
(19,21),-1.28744 # DEPENDENCYPART_ARC
(19,23),-1.51599 # DEPENDENCYPART_ARC
(19,26),-1.68257 # DEPENDENCYPART_ARC
(19,27),-1.65023 # DEPENDENCYPART_ARC
(19,31),-1.87741 # DEPENDENCYPART_ARC
(20,3),-2.48352 # DEPENDENCYPART_ARC
(20,7),-2.52917 # DEPENDENCYPART_ARC
(20,10),-2.63653 # DEPENDENCYPART_ARC
(20,11),-1.70409 # DEPENDENCYPART_ARC
(20,13),-2.39328 # DEPENDENCYPART_ARC
(20,14),-0.599709 # DEPENDENCYPART_ARC
(20,15),-1.36573 # DEPENDENCYPART_ARC
(20,16),-1.86626 # DEPENDENCYPART_ARC
(20,17),-1.3438 # DEPENDENCYPART_ARC
(20,18),-1.30234 # DEPENDENCYPART_ARC
(20,19),-0.377071 # DEPENDENCYPART_ARC
(20,21),-1.30751 # DEPENDENCYPART_ARC
(20,23),-1.34072 # DEPENDENCYPART_ARC
(20,24),-1.41864 # DEPENDENCYPART_ARC
(20,25),-1.56128 # DEPENDENCYPART_ARC
(20,26),-1.51658 # DEPENDENCYPART_ARC
(20,27),-1.73655 # DEPENDENCYPART_ARC
(20,28),-0.946283 # DEPENDENCYPART_ARC
(20,29),-1.55694 # DEPENDENCYPART_ARC
(20,30),-1.51654 # DEPENDENCYPART_ARC
(20,31),-2.16408 # DEPENDENCYPART_ARC
(20,32),-1.34273 # DEPENDENCYPART_ARC
(21,10),-2.0022 # DEPENDENCYPART_ARC
(21,13),-1.8114 # DEPENDENCYPART_ARC
(21,14),-1.53918 # DEPENDENCYPART_ARC
(21,15),-1.27286 # DEPENDENCYPART_ARC
(21,17),-1.27774 # DEPENDENCYPART_ARC
(21,18),-1.10252 # DEPENDENCYPART_ARC
(21,19),-1.03011 # DEPENDENCYPART_ARC
(21,20),-0.373584 # DEPENDENCYPART_ARC
(21,23),-0.894787 # DEPENDENCYPART_ARC
(21,24),-1.06279 # DEPENDENCYPART_ARC
(21,25),-1.12822 # DEPENDENCYPART_ARC
(21,26),-1.24394 # DEPENDENCYPART_ARC
(21,27),-1.18627 # DEPENDENCYPART_ARC
(21,28),-1.03036 # DEPENDENCYPART_ARC
(21,29),-1.26237 # DEPENDENCYPART_ARC
(21,31),-1.51623 # DEPENDENCYPART_ARC
(21,32),-0.670839 # DEPENDENCYPART_ARC
(22,24),-1.01687 # DEPENDENCYPART_ARC
(23,16),-1.35467 # DEPENDENCYPART_ARC
(23,20),-1.26843 # DEPENDENCYPART_ARC
(23,21),-1.17901 # DEPENDENCYPART_ARC
(23,22),1.7604 # DEPENDENCYPART_ARC
(23,31),-2.38676 # DEPENDENCYPART_ARC
(24,3),-2.21623 # DEPENDENCYPART_ARC
(24,6),-2.58926 # DEPENDENCYPART_ARC
(24,7),-1.876 # DEPENDENCYPART_ARC
(24,9),-2.4943 # DEPENDENCYPART_ARC
(24,10),-1.75748 # DEPENDENCYPART_ARC
(24,11),-1.65712 # DEPENDENCYPART_ARC
(24,13),-1.58549 # DEPENDENCYPART_ARC
(24,14),-1.39249 # DEPENDENCYPART_ARC
(24,15),-1.14792 # DEPENDENCYPART_ARC
(24,17),-1.4204 # DEPENDENCYPART_ARC
(24,18),-1.64659 # DEPENDENCYPART_ARC
(24,19),-0.684364 # DEPENDENCYPART_ARC
(24,20),-0.710079 # DEPENDENCYPART_ARC
(24,21),-0.568817 # DEPENDENCYPART_ARC
(24,22),-0.632336 # DEPENDENCYPART_ARC
(24,23),0.75896 # DEPENDENCYPART_ARC
(24,25),-1.27289 # DEPENDENCYPART_ARC
(24,28),-0.984442 # DEPENDENCYPART_ARC
(24,29),-1.37986 # DEPENDENCYPART_ARC
(24,31),-1.70335 # DEPENDENCYPART_ARC
(25,14),-1.52772 # DEPENDENCYPART_ARC
(25,17),-1.96941 # DEPENDENCYPART_ARC
(25,18),-2.11764 # DEPENDENCYPART_ARC
(25,19),-0.967319 # DEPENDENCYPART_ARC
(25,20),-0.984874 # DEPENDENCYPART_ARC
(25,21),-0.999188 # DEPENDENCYPART_ARC
(25,22),-1.08537 # DEPENDENCYPART_ARC
(25,23),-0.564059 # DEPENDENCYPART_ARC
(25,24),0.520987 # DEPENDENCYPART_ARC
(25,29),-1.50288 # DEPENDENCYPART_ARC
(26,9),-1.31831 # DEPENDENCYPART_ARC
(26,14),-1.80563 # DEPENDENCYPART_ARC
(26,15),-0.765353 # DEPENDENCYPART_ARC
(26,16),-1.62524 # DEPENDENCYPART_ARC
(26,17),0.211715 # DEPENDENCYPART_ARC
(26,18),-0.862286 # DEPENDENCYPART_ARC
(26,19),-1.02871 # DEPENDENCYPART_ARC
(26,20),-0.168795 # DEPENDENCYPART_ARC
(26,21),-0.777996 # DEPENDENCYPART_ARC
(26,22),-0.394424 # DEPENDENCYPART_ARC
(26,23),1.77166 # DEPENDENCYPART_ARC
(26,24),1.36945 # DEPENDENCYPART_ARC
(26,25),2.24254 # DEPENDENCYPART_ARC
(26,29),-1.85475 # DEPENDENCYPART_ARC
(26,31),-2.61308 # DEPENDENCYPART_ARC
(27,15),-0.983433 # DEPENDENCYPART_ARC
(27,16),-2.27051 # DEPENDENCYPART_ARC
(27,17),-0.800917 # DEPENDENCYPART_ARC
(27,18),-1.83145 # DEPENDENCYPART_ARC
(27,19),-1.38799 # DEPENDENCYPART_ARC
(27,20),-0.499797 # DEPENDENCYPART_ARC
(27,22),-0.952889 # DEPENDENCYPART_ARC
(27,23),0.392381 # DEPENDENCYPART_ARC
(27,24),-0.184924 # DEPENDENCYPART_ARC
(27,25),0.581109 # DEPENDENCYPART_ARC
(27,26),0.512346 # DEPENDENCYPART_ARC
(27,28),-0.51561 # DEPENDENCYPART_ARC
(27,29),-1.50862 # DEPENDENCYPART_ARC
(27,30),-1.50015 # DEPENDENCYPART_ARC
(27,31),-2.15039 # DEPENDENCYPART_ARC
(27,32),-1.50554 # DEPENDENCYPART_ARC
(29,21),-1.44882 # DEPENDENCYPART_ARC
(29,23),-1.58967 # DEPENDENCYPART_ARC
(29,26),-1.62282 # DEPENDENCYPART_ARC
(29,27),-1.52788 # DEPENDENCYPART_ARC
(29,28),-0.322853 # DEPENDENCYPART_ARC
(29,31),-1.24562 # DEPENDENCYPART_ARC
(29,32),-0.983016 # DEPENDENCYPART_ARC
(30,26),-1.75262 # DEPENDENCYPART_ARC
(30,27),-1.71535 # DEPENDENCYPART_ARC
(30,28),-0.943038 # DEPENDENCYPART_ARC
(30,29),0.137298 # DEPENDENCYPART_ARC
(31,17),-3.0881 # DEPENDENCYPART_ARC
(31,18),-3.73239 # DEPENDENCYPART_ARC
(31,20),-0.917234 # DEPENDENCYPART_ARC
(31,21),-1.26904 # DEPENDENCYPART_ARC
(31,22),-0.669861 # DEPENDENCYPART_ARC
(31,23),-2.00276 # DEPENDENCYPART_ARC
(31,24),-0.989306 # DEPENDENCYPART_ARC
(31,25),-0.895284 # DEPENDENCYPART_ARC
(31,26),-2.39131 # DEPENDENCYPART_ARC
(31,27),-2.71445 # DEPENDENCYPART_ARC
(31,28),-0.648987 # DEPENDENCYPART_ARC
(31,29),1.30177 # DEPENDENCYPART_ARC
(31,30),2.33085 # DEPENDENCYPART_ARC
(31,32),-1.38264 # DEPENDENCYPART_ARC
(0,3),(0,7),-0.0723023 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.03953 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0395155 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.108168 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.12804 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.0564901 # DEPENDENCYPART_SIBL
(0,3),(0,24),-0.0326239 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.0395035 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.039489 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.111451 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.130351 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.0563943 # DEPENDENCYPART_SIBL
(0,7),(0,24),-0.0327947 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.0122231 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.0807052 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.0884793 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.0363638 # DEPENDENCYPART_SIBL
(0,11),(0,24),-0.0383293 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.0805794 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.0884793 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.0363638 # DEPENDENCYPART_SIBL
(0,12),(0,24),-0.0383293 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.228263 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.111036 # DEPENDENCYPART_SIBL
(0,14),(0,24),-0.133025 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0694827 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.0640917 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.023703 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.00538986 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0387896 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0383197 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.205367 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.00917005 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0132378 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.00592142 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00639523 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.00591004 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00590997 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.00591083 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0121767 # DEPENDENCYPART_SIBL
(3,1),(3,19),-0.0207318 # DEPENDENCYPART_SIBL
(3,1),(3,28),-0.0169068 # DEPENDENCYPART_SIBL
(3,1),(3,32),-0.0203444 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0404817 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.000536269 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00438569 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0045887 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.00437645 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.00437638 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.00438627 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0402351 # DEPENDENCYPART_SIBL
(3,2),(3,19),-0.00886569 # DEPENDENCYPART_SIBL
(3,2),(3,28),-0.0332705 # DEPENDENCYPART_SIBL
(3,2),(3,32),-0.00435622 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0119384 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0175523 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0174771 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0175609 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0175609 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0175609 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0183186 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.00315548 # DEPENDENCYPART_SIBL
(3,4),(3,28),0.0124545 # DEPENDENCYPART_SIBL
(3,4),(3,32),0.0357031 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0541586 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0539164 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0541673 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0541673 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0541664 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0557639 # DEPENDENCYPART_SIBL
(3,5),(3,19),0.046483 # DEPENDENCYPART_SIBL
(3,5),(3,28),0.0896289 # DEPENDENCYPART_SIBL
(3,5),(3,32),0.10551 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.000283924 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00446665 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.00452875 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.00452874 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0597747 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0306343 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.114607 # DEPENDENCYPART_SIBL
(3,6),(3,32),0.050986 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.00293243 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.00299453 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.00299452 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0542756 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0307052 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.0960326 # DEPENDENCYPART_SIBL
(3,7),(3,32),0.0444495 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.00464813 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.00464813 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0575545 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0307361 # DEPENDENCYPART_SIBL
(3,9),(3,28),0.102845 # DEPENDENCYPART_SIBL
(3,9),(3,32),0.0485537 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.00464838 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0575545 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0307361 # DEPENDENCYPART_SIBL
(3,10),(3,28),0.103058 # DEPENDENCYPART_SIBL
(3,10),(3,32),0.0485539 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0575534 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0307361 # DEPENDENCYPART_SIBL
(3,13),(3,28),0.103016 # DEPENDENCYPART_SIBL
(3,13),(3,32),0.0485368 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0227325 # DEPENDENCYPART_SIBL
(3,14),(3,28),0.165319 # DEPENDENCYPART_SIBL
(3,14),(3,32),0.210433 # DEPENDENCYPART_SIBL
(3,19),(3,28),0.101142 # DEPENDENCYPART_SIBL
(3,19),(3,32),0.154721 # DEPENDENCYPART_SIBL
(3,28),(3,32),0.0786983 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0795543 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.151089 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0373288 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.175613 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0112643 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.554009 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0731457 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.00333837 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.662606 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0372102 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.320979 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0245522 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00602716 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.203199 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00843013 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.543718 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.115139 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00688299 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00247943 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00642973 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00642966 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0199356 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0198421 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.00643052 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0177839 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0206778 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.00642966 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0177839 # DEPENDENCYPART_SIBL
(7,1),(7,32),-0.0212675 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0117605 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.664837 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0263281 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0167463 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0211337 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00480985 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00480979 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00665418 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00671828 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00481968 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0340667 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0087601 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.00480979 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0340667 # DEPENDENCYPART_SIBL
(7,2),(7,32),-0.00522773 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.32374 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0127953 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0424208 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0261727 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.000531399 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.000675978 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0550361 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0550726 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.000639088 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00637652 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0276526 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.000675978 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.00637652 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.0385301 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0464168 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0089808 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0044097 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00405201 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00405192 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0177268 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0176636 # DEPENDENCYPART_SIBL
