# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(3,11),-0.570582 # DEPENDENCYPART_ARC
(3,12),-0.785783 # DEPENDENCYPART_ARC
(3,13),0.138333 # DEPENDENCYPART_ARC
(3,14),-0.02965 # DEPENDENCYPART_ARC
(3,15),-0.231026 # DEPENDENCYPART_ARC
(3,16),-2.10061 # DEPENDENCYPART_ARC
(3,20),-1.50626 # DEPENDENCYPART_ARC
(3,21),-2.80624 # DEPENDENCYPART_ARC
(3,22),-0.682857 # DEPENDENCYPART_ARC
(3,23),0.000946672 # DEPENDENCYPART_ARC
(3,24),-0.617335 # DEPENDENCYPART_ARC
(4,1),-1.05619 # DEPENDENCYPART_ARC
(4,2),-0.970764 # DEPENDENCYPART_ARC
(4,3),0.709526 # DEPENDENCYPART_ARC
(4,6),-0.660125 # DEPENDENCYPART_ARC
(4,7),-0.616585 # DEPENDENCYPART_ARC
(4,8),-1.678 # DEPENDENCYPART_ARC
(4,10),-0.968672 # DEPENDENCYPART_ARC
(4,11),-0.884451 # DEPENDENCYPART_ARC
(4,12),-0.801457 # DEPENDENCYPART_ARC
(4,13),0.847749 # DEPENDENCYPART_ARC
(4,14),-0.334661 # DEPENDENCYPART_ARC
(4,15),0.0368417 # DEPENDENCYPART_ARC
(4,16),-1.00626 # DEPENDENCYPART_ARC
(4,18),-0.939418 # DEPENDENCYPART_ARC
(4,19),-1.23106 # DEPENDENCYPART_ARC
(4,20),-0.845857 # DEPENDENCYPART_ARC
(4,21),-1.72857 # DEPENDENCYPART_ARC
(4,22),0.95146 # DEPENDENCYPART_ARC
(4,23),0.661839 # DEPENDENCYPART_ARC
(4,24),-1.89279 # DEPENDENCYPART_ARC
(6,1),-1.70477 # DEPENDENCYPART_ARC
(6,2),-0.960035 # DEPENDENCYPART_ARC
(6,3),-0.811316 # DEPENDENCYPART_ARC
(6,4),1.06619 # DEPENDENCYPART_ARC
(6,5),2.11934 # DEPENDENCYPART_ARC
(6,7),-0.645952 # DEPENDENCYPART_ARC
(6,8),-1.83838 # DEPENDENCYPART_ARC
(6,10),-1.56604 # DEPENDENCYPART_ARC
(6,11),-1.98284 # DEPENDENCYPART_ARC
(6,13),-1.39757 # DEPENDENCYPART_ARC
(6,22),-1.78015 # DEPENDENCYPART_ARC
(6,24),-1.8288 # DEPENDENCYPART_ARC
(8,11),-0.756655 # DEPENDENCYPART_ARC
(8,19),-1.01201 # DEPENDENCYPART_ARC
(8,21),-1.71148 # DEPENDENCYPART_ARC
(10,4),-2.33303 # DEPENDENCYPART_ARC
(10,5),-1.47889 # DEPENDENCYPART_ARC
(10,8),-2.30739 # DEPENDENCYPART_ARC
(10,9),1.17593 # DEPENDENCYPART_ARC
(11,1),-1.85435 # DEPENDENCYPART_ARC
(11,2),-2.09621 # DEPENDENCYPART_ARC
(11,3),-2.05686 # DEPENDENCYPART_ARC
(11,4),-1.48567 # DEPENDENCYPART_ARC
(11,5),-1.08833 # DEPENDENCYPART_ARC
(11,6),-2.16274 # DEPENDENCYPART_ARC
(11,7),-1.04965 # DEPENDENCYPART_ARC
(11,8),-1.29972 # DEPENDENCYPART_ARC
(11,9),0.865309 # DEPENDENCYPART_ARC
(11,10),1.79684 # DEPENDENCYPART_ARC
(11,12),-1.28896 # DEPENDENCYPART_ARC
(12,3),-1.39629 # DEPENDENCYPART_ARC
(12,6),-1.67123 # DEPENDENCYPART_ARC
(12,10),-0.885275 # DEPENDENCYPART_ARC
(12,11),-0.198788 # DEPENDENCYPART_ARC
(12,20),-1.44672 # DEPENDENCYPART_ARC
(12,22),-1.50788 # DEPENDENCYPART_ARC
(13,1),-0.905696 # DEPENDENCYPART_ARC
(13,2),-1.77155 # DEPENDENCYPART_ARC
(13,3),-0.793205 # DEPENDENCYPART_ARC
(13,4),-1.28403 # DEPENDENCYPART_ARC
(13,5),-1.4891 # DEPENDENCYPART_ARC
(13,6),-0.933842 # DEPENDENCYPART_ARC
(13,7),-0.28508 # DEPENDENCYPART_ARC
(13,8),0.620567 # DEPENDENCYPART_ARC
(13,9),-1.25179 # DEPENDENCYPART_ARC
(13,10),0.592409 # DEPENDENCYPART_ARC
(13,11),1.97801 # DEPENDENCYPART_ARC
(13,12),2.37188 # DEPENDENCYPART_ARC
(13,14),0.650466 # DEPENDENCYPART_ARC
(13,15),0.113178 # DEPENDENCYPART_ARC
(13,16),-1.40621 # DEPENDENCYPART_ARC
(13,17),-1.85163 # DEPENDENCYPART_ARC
(13,18),-1.31181 # DEPENDENCYPART_ARC
(13,19),-1.80536 # DEPENDENCYPART_ARC
(13,20),-1.62521 # DEPENDENCYPART_ARC
(13,21),-1.81141 # DEPENDENCYPART_ARC
(13,22),-0.143469 # DEPENDENCYPART_ARC
(13,23),0.373729 # DEPENDENCYPART_ARC
(13,24),-1.15259 # DEPENDENCYPART_ARC
(15,1),-1.5808 # DEPENDENCYPART_ARC
(15,2),-2.62746 # DEPENDENCYPART_ARC
(15,3),-0.898382 # DEPENDENCYPART_ARC
(15,4),-2.15853 # DEPENDENCYPART_ARC
(15,6),-2.40078 # DEPENDENCYPART_ARC
(15,7),-1.8129 # DEPENDENCYPART_ARC
(15,10),-1.71579 # DEPENDENCYPART_ARC
(15,11),-1.57615 # DEPENDENCYPART_ARC
(15,12),-0.86396 # DEPENDENCYPART_ARC
(15,13),0.648519 # DEPENDENCYPART_ARC
(15,14),0.43935 # DEPENDENCYPART_ARC
(15,18),-1.19633 # DEPENDENCYPART_ARC
(15,19),-1.38339 # DEPENDENCYPART_ARC
(15,20),-1.31404 # DEPENDENCYPART_ARC
(15,21),-1.72139 # DEPENDENCYPART_ARC
(15,22),0.0239942 # DEPENDENCYPART_ARC
(15,23),-0.614447 # DEPENDENCYPART_ARC
(15,24),0.17853 # DEPENDENCYPART_ARC
(16,18),-0.873731 # DEPENDENCYPART_ARC
(16,19),-0.594235 # DEPENDENCYPART_ARC
(16,21),-1.33865 # DEPENDENCYPART_ARC
(17,18),-0.72464 # DEPENDENCYPART_ARC
(18,8),-2.51481 # DEPENDENCYPART_ARC
(18,16),-1.07878 # DEPENDENCYPART_ARC
(18,17),-0.55206 # DEPENDENCYPART_ARC
(19,2),-2.40862 # DEPENDENCYPART_ARC
(19,4),-2.3801 # DEPENDENCYPART_ARC
(19,9),-1.61442 # DEPENDENCYPART_ARC
(19,10),-1.57298 # DEPENDENCYPART_ARC
(19,13),-1.05285 # DEPENDENCYPART_ARC
(19,14),-1.23023 # DEPENDENCYPART_ARC
(19,15),-0.642246 # DEPENDENCYPART_ARC
(19,16),-0.976636 # DEPENDENCYPART_ARC
(19,17),1.45695 # DEPENDENCYPART_ARC
(19,18),2.30755 # DEPENDENCYPART_ARC
(19,20),-1.02538 # DEPENDENCYPART_ARC
(19,21),-1.47261 # DEPENDENCYPART_ARC
(20,16),-1.16344 # DEPENDENCYPART_ARC
(20,17),-1.02203 # DEPENDENCYPART_ARC
(20,19),-0.103326 # DEPENDENCYPART_ARC
(20,23),-0.96024 # DEPENDENCYPART_ARC
(20,24),-1.45564 # DEPENDENCYPART_ARC
(21,12),-1.50435 # DEPENDENCYPART_ARC
(21,14),-1.21255 # DEPENDENCYPART_ARC
(21,15),-0.650132 # DEPENDENCYPART_ARC
(21,16),-1.12479 # DEPENDENCYPART_ARC
(21,17),-0.447965 # DEPENDENCYPART_ARC
(21,18),0.191826 # DEPENDENCYPART_ARC
(21,19),0.0944249 # DEPENDENCYPART_ARC
(21,20),1.87986 # DEPENDENCYPART_ARC
(22,1),-1.7349 # DEPENDENCYPART_ARC
(22,2),-2.24405 # DEPENDENCYPART_ARC
(22,3),-1.33479 # DEPENDENCYPART_ARC
(22,4),-2.06183 # DEPENDENCYPART_ARC
(22,6),-2.04404 # DEPENDENCYPART_ARC
(22,7),-1.05197 # DEPENDENCYPART_ARC
(22,8),-0.989829 # DEPENDENCYPART_ARC
(22,9),-2.26078 # DEPENDENCYPART_ARC
(22,10),-1.12802 # DEPENDENCYPART_ARC
(22,11),-0.807169 # DEPENDENCYPART_ARC
(22,12),-0.651149 # DEPENDENCYPART_ARC
(22,13),-1.26995 # DEPENDENCYPART_ARC
(22,14),-0.687965 # DEPENDENCYPART_ARC
(22,15),-0.13931 # DEPENDENCYPART_ARC
(22,16),-0.157786 # DEPENDENCYPART_ARC
(22,17),-1.64255 # DEPENDENCYPART_ARC
(22,18),-0.969291 # DEPENDENCYPART_ARC
(22,19),0.850096 # DEPENDENCYPART_ARC
(22,20),-0.14369 # DEPENDENCYPART_ARC
(22,21),1.32183 # DEPENDENCYPART_ARC
(22,23),3.22251 # DEPENDENCYPART_ARC
(22,24),-0.156502 # DEPENDENCYPART_ARC
(23,7),-1.22156 # DEPENDENCYPART_ARC
(23,11),-1.19283 # DEPENDENCYPART_ARC
(23,12),-1.04379 # DEPENDENCYPART_ARC
(23,13),-1.22065 # DEPENDENCYPART_ARC
(23,14),-0.973384 # DEPENDENCYPART_ARC
(23,15),-0.214405 # DEPENDENCYPART_ARC
(23,16),-0.67438 # DEPENDENCYPART_ARC
(23,18),-1.53207 # DEPENDENCYPART_ARC
(23,19),0.160295 # DEPENDENCYPART_ARC
(23,21),0.462802 # DEPENDENCYPART_ARC
(23,22),0.574015 # DEPENDENCYPART_ARC
(23,24),-1.1051 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0289086 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.115133 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.025085 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.020996 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.111133 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.144857 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.111168 # DEPENDENCYPART_SIBL
(0,1),(0,23),-0.10583 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.1154 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0417632 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0336858 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.109938 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.115999 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.109973 # DEPENDENCYPART_SIBL
(0,2),(0,23),-0.110485 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0885058 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.114632 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.26169 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.239918 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.261725 # DEPENDENCYPART_SIBL
(0,3),(0,23),-0.267337 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0240489 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.106519 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.0998333 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.106554 # DEPENDENCYPART_SIBL
(0,4),(0,23),-0.107066 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.107527 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.160595 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.107615 # DEPENDENCYPART_SIBL
(0,6),(0,23),-0.109178 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.234137 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.245501 # DEPENDENCYPART_SIBL
(0,13),(0,23),-0.25076 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.124516 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.129536 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.250761 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.0213581 # DEPENDENCYPART_SIBL
(1,3),(1,7),0.102231 # DEPENDENCYPART_SIBL
(1,3),(1,13),-0.00352364 # DEPENDENCYPART_SIBL
(1,3),(1,14),0.102231 # DEPENDENCYPART_SIBL
(1,3),(1,15),0.0518019 # DEPENDENCYPART_SIBL
(1,3),(1,22),-0.00352366 # DEPENDENCYPART_SIBL
(1,3),(1,24),0.0421902 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.072085 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.0330371 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.072085 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.000558256 # DEPENDENCYPART_SIBL
(1,6),(1,22),0.0330194 # DEPENDENCYPART_SIBL
(1,6),(1,24),0.0167083 # DEPENDENCYPART_SIBL
(1,7),(1,13),0.222904 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.0464425 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.120718 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.224847 # DEPENDENCYPART_SIBL
(1,7),(1,24),0.0408668 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.0986782 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.0450682 # DEPENDENCYPART_SIBL
(1,13),(1,22),2.76524e-05 # DEPENDENCYPART_SIBL
(1,13),(1,24),0.0452054 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.120718 # DEPENDENCYPART_SIBL
(1,14),(1,22),0.224847 # DEPENDENCYPART_SIBL
(1,14),(1,24),0.0408668 # DEPENDENCYPART_SIBL
(1,15),(1,22),0.026548 # DEPENDENCYPART_SIBL
(1,15),(1,24),0.00941157 # DEPENDENCYPART_SIBL
(1,22),(1,24),0.0471331 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0278293 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.00737375 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0534049 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0389805 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.00618163 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.053518 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.0562639 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.0073636 # DEPENDENCYPART_SIBL
(2,1),(2,13),0.0160791 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0389805 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.00515481 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.0111357 # DEPENDENCYPART_SIBL
(2,1),(2,18),0.0486546 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.0551776 # DEPENDENCYPART_SIBL
(2,1),(2,20),0.00769939 # DEPENDENCYPART_SIBL
(2,1),(2,21),0.053518 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.0160791 # DEPENDENCYPART_SIBL
(2,1),(2,24),0.172398 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0301384 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.01374 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0421206 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.00401644 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0137335 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0137346 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.00549275 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.0116347 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.0421206 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.0740425 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.000748755 # DEPENDENCYPART_SIBL
(2,3),(2,18),-0.00817858 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.0137367 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.0333563 # DEPENDENCYPART_SIBL
(2,3),(2,21),-0.0137335 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.0116347 # DEPENDENCYPART_SIBL
(2,3),(2,24),0.000288836 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0713465 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0917726 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.00259495 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.0713864 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0713805 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0595835 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.0667858 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0917726 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.147117 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.000404621 # DEPENDENCYPART_SIBL
(2,4),(2,18),0.0844641 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0713843 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0999004 # DEPENDENCYPART_SIBL
(2,4),(2,21),0.0713864 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.0667858 # DEPENDENCYPART_SIBL
(2,4),(2,24),-0.00271732 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0324801 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.00512498 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0120236 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0120285 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0323401 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0177194 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0324801 # DEPENDENCYPART_SIBL
(2,6),(2,15),-0.00190653 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0115723 # DEPENDENCYPART_SIBL
(2,6),(2,18),0.0941179 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0120266 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.0687561 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.0121829 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.0177017 # DEPENDENCYPART_SIBL
(2,6),(2,24),0.0928588 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0483068 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.044114 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.044152 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0117588 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.0916223 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0568461 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.170907 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.038212 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.00839091 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0441173 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.0175969 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0441147 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.0935649 # DEPENDENCYPART_SIBL
(2,7),(2,24),0.0434108 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0240124 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0240065 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0221428 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.00752897 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0418612 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0834211 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.0202142 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.055503 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0240103 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.0670288 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.0240124 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.00752897 # DEPENDENCYPART_SIBL
(2,8),(2,24),-0.0253594 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.00861332 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0325119 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0177291 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0290872 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.00308077 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.011639 # DEPENDENCYPART_SIBL
(2,10),(2,18),0.0941179 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.00861143 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0687561 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.00876779 # DEPENDENCYPART_SIBL
(2,10),(2,22),0.0177114 # DEPENDENCYPART_SIBL
(2,10),(2,24),0.093672 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0324889 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0177061 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0278581 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.00323942 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.011616 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.0940673 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.00940988 # DEPENDENCYPART_SIBL
(2,11),(2,20),0.0687331 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.00956624 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.0176884 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0919913 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0113127 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0186929 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0304333 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.00764327 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.076631 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0622176 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0718381 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.0622201 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0113127 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.021066 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0335284 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0583388 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.0128226 # DEPENDENCYPART_SIBL
(2,13),(2,18),-0.00349072 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.0170201 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.0284988 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.0170169 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0140117 # DEPENDENCYPART_SIBL
(2,13),(2,24),0.00947004 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.170907 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.038212 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.00839091 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.0441173 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.0175969 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0441147 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.0935649 # DEPENDENCYPART_SIBL
(2,14),(2,24),0.0434108 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.0130706 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.0253277 # DEPENDENCYPART_SIBL
(2,15),(2,19),-0.0248198 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.0327204 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0248181 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.086503 # DEPENDENCYPART_SIBL
(2,15),(2,24),-0.00897684 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.0599599 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0285275 # DEPENDENCYPART_SIBL
(2,16),(2,20),0.0708353 # DEPENDENCYPART_SIBL
(2,16),(2,21),0.0285295 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0150724 # DEPENDENCYPART_SIBL
(2,16),(2,24),-0.018255 # DEPENDENCYPART_SIBL
(2,18),(2,19),-0.0256217 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.0340202 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.0256249 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.00454266 # DEPENDENCYPART_SIBL
(2,18),(2,24),-0.000450751 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0687558 # DEPENDENCYPART_SIBL
(2,19),(2,21),-0.00876803 # DEPENDENCYPART_SIBL
(2,19),(2,22),0.0177101 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.0936718 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.0171609 # DEPENDENCYPART_SIBL
(2,20),(2,22),0.0119093 # DEPENDENCYPART_SIBL
(2,20),(2,24),0.0140117 # DEPENDENCYPART_SIBL
(2,21),(2,22),0.0175657 # DEPENDENCYPART_SIBL
