# _root_ Sarkad önkormányzata 6,6_millió forintos támogatást kapott , amelyből 50 közhasznú munkás foglalkoztatását tudja megoldani .
#goldHeads=2,6,4,5,6,0,6,14,11,11,12,14,6,13,6,
#predictedHeads=2,6,4,5,6,0,6,13,11,11,12,14,6,13,6,
(0,2),(0,14),-0.107523 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0383333 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0362213 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.080593 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0122218 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.0806362 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.0805806 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0345996 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0886493 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.012788 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.0893275 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0886203 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.111777 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0402963 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.103079 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.107511 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.108692 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.230966 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.232053 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.0807993 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0807438 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.248851 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.00664901 # DEPENDENCYPART_SIBL
(1,2),(1,6),0.0530236 # DEPENDENCYPART_SIBL
(1,2),(1,11),0.00471394 # DEPENDENCYPART_SIBL
(1,2),(1,13),0.0599544 # DEPENDENCYPART_SIBL
(1,2),(1,14),0.0581939 # DEPENDENCYPART_SIBL
(1,2),(1,15),0.0485651 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.0530357 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.00492329 # DEPENDENCYPART_SIBL
(1,5),(1,13),0.0599665 # DEPENDENCYPART_SIBL
(1,5),(1,14),0.0582061 # DEPENDENCYPART_SIBL
(1,5),(1,15),0.0524135 # DEPENDENCYPART_SIBL
(1,6),(1,11),0.0746242 # DEPENDENCYPART_SIBL
(1,6),(1,13),0.0629903 # DEPENDENCYPART_SIBL
(1,6),(1,14),0.0640545 # DEPENDENCYPART_SIBL
(1,6),(1,15),0.202896 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.0599544 # DEPENDENCYPART_SIBL
(1,11),(1,14),0.0581939 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.0485651 # DEPENDENCYPART_SIBL
(1,13),(1,14),0.0468554 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.196519 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.210092 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0566582 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0439927 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00453288 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0015545 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.00283849 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0558085 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.00337853 # DEPENDENCYPART_SIBL
(2,1),(2,12),0.00337853 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.00303625 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0066993 # DEPENDENCYPART_SIBL
(2,1),(2,15),0.041682 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0142985 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0253094 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0501744 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0570569 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0353431 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.025387 # DEPENDENCYPART_SIBL
(2,3),(2,12),0.025387 # DEPENDENCYPART_SIBL
(2,3),(2,13),0.0485963 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.050833 # DEPENDENCYPART_SIBL
(2,3),(2,15),0.120833 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0547178 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0551602 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0901933 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.047976 # DEPENDENCYPART_SIBL
(2,4),(2,11),0.0547213 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0547213 # DEPENDENCYPART_SIBL
(2,4),(2,13),0.052779 # DEPENDENCYPART_SIBL
(2,4),(2,14),0.0558287 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.105994 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0530357 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.106031 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0300555 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.00492329 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.00492329 # DEPENDENCYPART_SIBL
(2,5),(2,13),0.0599665 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0582061 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0524135 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.17483 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0531227 # DEPENDENCYPART_SIBL
(2,6),(2,11),0.0746242 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0746242 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0629903 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0640545 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.202896 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.162811 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.342981 # DEPENDENCYPART_SIBL
(2,7),(2,12),0.342981 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.429034 # DEPENDENCYPART_SIBL
(2,7),(2,14),0.425575 # DEPENDENCYPART_SIBL
(2,7),(2,15),0.0787788 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.0215999 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.0215999 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0462953 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.048532 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.118085 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.00471379 # DEPENDENCYPART_SIBL
(2,11),(2,13),0.0599544 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0581939 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0485651 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0599544 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0581939 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0485651 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0468554 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.196519 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.210092 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0698106 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0654057 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0614344 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0864785 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.025312 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0227659 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0227659 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0609066 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0670272 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0355016 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0654057 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0614344 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0864785 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.025312 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0227659 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0227659 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0609066 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0670272 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0355016 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0510459 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0201549 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0213249 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.0100403 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0100403 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0509123 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0515626 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0296748 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0789876 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0143236 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.00502771 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.00502771 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0420284 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0408422 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.101992 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0797667 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0559459 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0559459 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.361973 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.35441 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.058709 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0210456 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0210456 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0627905 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0627892 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.015554 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0403743 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0506141 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0461257 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.00651562 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0506141 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0461257 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.00651562 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0247647 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0987985 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.109786 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0622179 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0161009 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.00271158 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0098834 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0621763 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0161009 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00271158 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0098834 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0621763 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0209257 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.019889 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.011965 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.010161 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0635106 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0749118 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0148203 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00339919 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0360595 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00298264 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0557422 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.00320771 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.00320771 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.00325185 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00648371 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0416135 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00339919 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0360595 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00298264 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0557422 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00320771 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.00320771 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00325185 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.00648371 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0416135 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0998977 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0197207 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0181739 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0153575 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0153575 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00102393 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00122997 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0208739 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.035453 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.006128 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00496518 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00496518 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0432013 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0409914 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00518731 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.162671 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.34274 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.34274 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.428752 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.425293 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0786379 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0215657 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0215657 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0462265 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0484631 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.118084 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.00464566 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.05982 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0580595 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0485312 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.05982 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0580595 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0485312 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0467865 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.196519 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.210092 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0604791 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0163934 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00629435 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0527206 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0937399 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0279846 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.032543 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0288893 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00157334 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00157334 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0860445 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.076292 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0188457 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0163934 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00629435 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0527206 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0937399 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0279846 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.032543 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0288893 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00157334 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00157334 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0860445 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.076292 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0188457 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0640482 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00293573 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0512225 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0133164 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0164165 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0180241 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.037883 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.037883 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0330244 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.041355 # DEPENDENCYPART_SIBL
(6,3),(6,15),-9.51236e-05 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0316461 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0290803 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0303379 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0138031 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.031691 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0347505 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0347505 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0214977 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0308352 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.00255138 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.10966 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0347626 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0393862 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0352104 # DEPENDENCYPART_SIBL
