# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(10,13),-0.83143 # DEPENDENCYPART_ARC
(10,15),-1.42871 # DEPENDENCYPART_ARC
(10,17),-1.3002 # DEPENDENCYPART_ARC
(10,19),-1.48723 # DEPENDENCYPART_ARC
(11,18),-1.45368 # DEPENDENCYPART_ARC
(12,3),-2.25122 # DEPENDENCYPART_ARC
(12,4),-2.26438 # DEPENDENCYPART_ARC
(12,5),-1.87767 # DEPENDENCYPART_ARC
(12,8),-1.3917 # DEPENDENCYPART_ARC
(12,9),-1.12997 # DEPENDENCYPART_ARC
(12,10),-1.01044 # DEPENDENCYPART_ARC
(12,11),1.86828 # DEPENDENCYPART_ARC
(12,13),-0.631301 # DEPENDENCYPART_ARC
(12,14),-1.86213 # DEPENDENCYPART_ARC
(12,15),-1.54715 # DEPENDENCYPART_ARC
(12,16),-1.77516 # DEPENDENCYPART_ARC
(12,17),-1.18343 # DEPENDENCYPART_ARC
(12,18),-2.20604 # DEPENDENCYPART_ARC
(14,15),-1.06461 # DEPENDENCYPART_ARC
(14,18),-1.28228 # DEPENDENCYPART_ARC
(15,5),-2.39931 # DEPENDENCYPART_ARC
(15,9),-1.67553 # DEPENDENCYPART_ARC
(15,10),-1.91713 # DEPENDENCYPART_ARC
(15,11),-1.4566 # DEPENDENCYPART_ARC
(15,12),-0.155723 # DEPENDENCYPART_ARC
(15,13),-1.37818 # DEPENDENCYPART_ARC
(15,14),-0.912241 # DEPENDENCYPART_ARC
(15,16),-1.19795 # DEPENDENCYPART_ARC
(15,18),-1.66188 # DEPENDENCYPART_ARC
(16,7),-1.17225 # DEPENDENCYPART_ARC
(16,9),-0.86621 # DEPENDENCYPART_ARC
(16,12),-1.27041 # DEPENDENCYPART_ARC
(16,13),-0.921906 # DEPENDENCYPART_ARC
(16,15),-0.0494038 # DEPENDENCYPART_ARC
(16,18),-1.07692 # DEPENDENCYPART_ARC
(16,19),-1.23008 # DEPENDENCYPART_ARC
(17,2),-2.37965 # DEPENDENCYPART_ARC
(17,3),-1.70722 # DEPENDENCYPART_ARC
(17,4),-1.56325 # DEPENDENCYPART_ARC
(17,5),-1.83873 # DEPENDENCYPART_ARC
(17,6),-1.42409 # DEPENDENCYPART_ARC
(17,7),-1.28304 # DEPENDENCYPART_ARC
(17,8),-0.598875 # DEPENDENCYPART_ARC
(17,9),-0.499755 # DEPENDENCYPART_ARC
(17,10),-0.0967489 # DEPENDENCYPART_ARC
(17,11),-1.90307 # DEPENDENCYPART_ARC
(17,12),-0.574897 # DEPENDENCYPART_ARC
(17,13),-0.264411 # DEPENDENCYPART_ARC
(17,14),1.2905 # DEPENDENCYPART_ARC
(17,15),1.26934 # DEPENDENCYPART_ARC
(17,16),1.99979 # DEPENDENCYPART_ARC
(17,18),1.07239 # DEPENDENCYPART_ARC
(17,19),0.116729 # DEPENDENCYPART_ARC
(18,2),-2.15519 # DEPENDENCYPART_ARC
(18,4),-1.78102 # DEPENDENCYPART_ARC
(18,5),-2.07231 # DEPENDENCYPART_ARC
(18,7),-1.89638 # DEPENDENCYPART_ARC
(18,8),-1.44789 # DEPENDENCYPART_ARC
(18,9),-1.19824 # DEPENDENCYPART_ARC
(18,10),-1.51475 # DEPENDENCYPART_ARC
(18,11),-1.84081 # DEPENDENCYPART_ARC
(18,12),-2.06553 # DEPENDENCYPART_ARC
(18,13),-1.18994 # DEPENDENCYPART_ARC
(18,14),-1.48558 # DEPENDENCYPART_ARC
(18,15),-1.38321 # DEPENDENCYPART_ARC
(18,16),-0.338579 # DEPENDENCYPART_ARC
(18,17),-0.0856115 # DEPENDENCYPART_ARC
(18,19),-0.770822 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.066328 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0582083 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0152673 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0620747 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.107531 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.125563 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.0658992 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.059618 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0989432 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0326239 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0558642 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.036062 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0352998 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.112223 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.13062 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0646925 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0601703 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.115 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0239133 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0315498 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.0259041 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.111433 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.122482 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0715291 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.0664062 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.114209 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0335188 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0343611 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.109938 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.100115 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0284515 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.027866 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.110065 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.034183 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.108823 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.128677 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0660155 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.0597344 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.100235 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0329636 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.23804 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.109916 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.115216 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.246299 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.133025 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0616257 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.062748 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.138062 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.0536232 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.0679542 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.113528 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0330778 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.100734 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0308089 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.133187 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0771745 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0086177 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0779841 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0330791 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.0085737 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.06674 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.195729 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0332701 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0305209 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0332613 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.193992 # DEPENDENCYPART_SIBL
(3,2),(3,17),0.0324657 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.101702 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.00379846 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0284235 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0210669 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0273258 # DEPENDENCYPART_SIBL
(3,6),(3,17),0.0047868 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0180935 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0832049 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0231804 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0025846 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0204503 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0567843 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.188354 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.00379334 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.209069 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.087121 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0410292 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.00802736 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0426496 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.00607885 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0146208 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.0674244 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0221514 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0965875 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0130656 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00634813 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.09485 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00634813 # DEPENDENCYPART_SIBL
(4,2),(4,15),0.0947827 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0122612 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.0244057 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00678326 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.00309338 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0160104 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.00748683 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0160104 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.00748683 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.00318118 # DEPENDENCYPART_SIBL
(4,5),(4,19),0.0368446 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0283048 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0525184 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0032793 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0525184 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0032793 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.03689 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.0173262 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0936573 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0188765 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0936573 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0188765 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.00304324 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.0519758 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.00673138 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0481908 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.00670301 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.228702 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.052157 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0542337 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0040084 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0381821 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0138536 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.00670301 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.228702 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.052157 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.0376676 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.0138292 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.0626159 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.253958 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.179133 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00952672 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.000781859 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0186309 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0260398 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0193106 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.00779874 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0186309 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0248081 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00766559 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0158181 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.00131165 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0317528 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.070699 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.129184 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0966294 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.125437 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.104963 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0536775 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.041892 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0876021 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.104963 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0549508 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0875683 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0434444 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.130326 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0939589 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.263665 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0590344 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0183947 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0366829 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.000412559 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00339048 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.050007 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0366829 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0121958 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0499732 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0036541 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.023284 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.045511 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.177052 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0134331 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.025464 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0180523 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0239757 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0111626 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.025464 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.00990627 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0112323 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0275491 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0212444 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0919661 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0953531 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0335284 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0114067 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00360546 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0170169 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0335284 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00908557 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0170866 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00746061 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0120179 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.00349072 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.00946824 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.105222 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0121714 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.044114 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0568461 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.029906 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.044212 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0240473 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0869978 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.00837377 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0434108 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0184458 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0656201 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0519742 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0311909 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0656897 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0256149 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0225467 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0105106 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0538343 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0629056 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0267533 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0158877 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0628359 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00345981 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0172709 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0792689 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0218537 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0290872 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0116966 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00867805 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.029501 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0251086 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0941197 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.093672 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.029906 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.044212 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0240473 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0869978 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00837377 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0434108 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0499799 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0235121 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0116989 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0598712 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0111327 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0286214 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0232104 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0928887 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0927784 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0179947 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0727885 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.018709 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.00602658 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0174283 # DEPENDENCYPART_SIBL
(5,18),(5,19),-3.29285e-05 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0127821 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0919924 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0274447 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0229763 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00913679 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0779944 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.00727278 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0291557 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.277071 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.191446 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.02094 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00288973 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0183346 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00588387 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0410522 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0781236 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0356071 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0112885 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00362355 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.121674 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.215356 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.002494 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.000544414 # DEPENDENCYPART_SIBL
