# _root_ Az érdekvédők továbbra is ragaszkodtak ahhoz , hogy az ÉT még április 9. , a részben helyébe lépő Gazdasági_Tanács összehívása előtt üljön össze .
#goldHeads=2,5,5,5,0,5,5,5,10,22,22,13,21,21,19,18,18,19,20,21,22,6,22,5,
#predictedHeads=2,5,5,5,0,5,5,5,10,13,5,13,5,5,19,18,18,19,20,21,22,6,22,5,
(3,15),-1.54848 # DEPENDENCYPART_ARC
(3,16),-1.22428 # DEPENDENCYPART_ARC
(3,17),-2.64057 # DEPENDENCYPART_ARC
(3,18),-1.70109 # DEPENDENCYPART_ARC
(3,19),-2.43089 # DEPENDENCYPART_ARC
(3,20),-2.40231 # DEPENDENCYPART_ARC
(3,21),-1.167 # DEPENDENCYPART_ARC
(3,22),-1.13162 # DEPENDENCYPART_ARC
(3,23),-1.33472 # DEPENDENCYPART_ARC
(3,24),-0.211836 # DEPENDENCYPART_ARC
(4,1),-0.496369 # DEPENDENCYPART_ARC
(4,2),-0.462436 # DEPENDENCYPART_ARC
(4,3),0.468423 # DEPENDENCYPART_ARC
(4,5),0.644769 # DEPENDENCYPART_ARC
(4,6),-1.05847 # DEPENDENCYPART_ARC
(4,7),0.17783 # DEPENDENCYPART_ARC
(4,8),-0.183428 # DEPENDENCYPART_ARC
(4,9),-1.03287 # DEPENDENCYPART_ARC
(4,10),-1.16526 # DEPENDENCYPART_ARC
(4,11),-0.84978 # DEPENDENCYPART_ARC
(4,12),-1.40483 # DEPENDENCYPART_ARC
(4,13),-1.48043 # DEPENDENCYPART_ARC
(4,14),-0.216801 # DEPENDENCYPART_ARC
(4,15),-1.34603 # DEPENDENCYPART_ARC
(4,16),-0.862844 # DEPENDENCYPART_ARC
(4,17),-2.31511 # DEPENDENCYPART_ARC
(4,18),-1.2031 # DEPENDENCYPART_ARC
(4,19),-1.97994 # DEPENDENCYPART_ARC
(4,20),-2.20476 # DEPENDENCYPART_ARC
(4,21),-1.34886 # DEPENDENCYPART_ARC
(4,22),-0.85762 # DEPENDENCYPART_ARC
(4,24),0.852499 # DEPENDENCYPART_ARC
(5,1),0.277282 # DEPENDENCYPART_ARC
(5,2),2.50338 # DEPENDENCYPART_ARC
(5,3),2.51452 # DEPENDENCYPART_ARC
(5,4),2.88226 # DEPENDENCYPART_ARC
(5,6),2.94976 # DEPENDENCYPART_ARC
(5,7),2.71871 # DEPENDENCYPART_ARC
(5,8),3.36721 # DEPENDENCYPART_ARC
(5,9),0.53088 # DEPENDENCYPART_ARC
(5,10),-0.0982484 # DEPENDENCYPART_ARC
(5,11),1.17002 # DEPENDENCYPART_ARC
(5,12),-0.418158 # DEPENDENCYPART_ARC
(5,13),1.00086 # DEPENDENCYPART_ARC
(5,14),1.18564 # DEPENDENCYPART_ARC
(5,15),0.167569 # DEPENDENCYPART_ARC
(5,16),0.405025 # DEPENDENCYPART_ARC
(5,17),-0.655961 # DEPENDENCYPART_ARC
(5,18),-0.740713 # DEPENDENCYPART_ARC
(5,19),-1.27606 # DEPENDENCYPART_ARC
(5,20),-0.683844 # DEPENDENCYPART_ARC
(5,21),0.574707 # DEPENDENCYPART_ARC
(5,22),1.80989 # DEPENDENCYPART_ARC
(5,23),0.589256 # DEPENDENCYPART_ARC
(5,24),3.21708 # DEPENDENCYPART_ARC
(6,1),-0.692821 # DEPENDENCYPART_ARC
(6,2),-1.40964 # DEPENDENCYPART_ARC
(6,3),-0.465929 # DEPENDENCYPART_ARC
(6,4),-0.828485 # DEPENDENCYPART_ARC
(6,5),-0.276919 # DEPENDENCYPART_ARC
(6,7),0.30783 # DEPENDENCYPART_ARC
(6,8),-0.232945 # DEPENDENCYPART_ARC
(6,9),-0.493441 # DEPENDENCYPART_ARC
(6,10),-0.270233 # DEPENDENCYPART_ARC
(6,11),-0.0240408 # DEPENDENCYPART_ARC
(6,12),-0.33539 # DEPENDENCYPART_ARC
(6,13),-0.516702 # DEPENDENCYPART_ARC
(6,14),0.227422 # DEPENDENCYPART_ARC
(6,15),-0.691501 # DEPENDENCYPART_ARC
(6,16),0.044652 # DEPENDENCYPART_ARC
(6,17),-0.907555 # DEPENDENCYPART_ARC
(6,18),-0.583196 # DEPENDENCYPART_ARC
(6,19),-0.850322 # DEPENDENCYPART_ARC
(6,20),-1.01426 # DEPENDENCYPART_ARC
(6,21),-0.288782 # DEPENDENCYPART_ARC
(6,22),3.03479 # DEPENDENCYPART_ARC
(6,23),0.000544423 # DEPENDENCYPART_ARC
(6,24),0.177725 # DEPENDENCYPART_ARC
(8,1),-0.667243 # DEPENDENCYPART_ARC
(8,2),0.0113116 # DEPENDENCYPART_ARC
(8,3),0.305467 # DEPENDENCYPART_ARC
(8,4),0.489775 # DEPENDENCYPART_ARC
(8,5),-0.0553534 # DEPENDENCYPART_ARC
(8,6),-0.480741 # DEPENDENCYPART_ARC
(8,7),1.14862 # DEPENDENCYPART_ARC
(8,9),-0.461276 # DEPENDENCYPART_ARC
(8,10),-0.298541 # DEPENDENCYPART_ARC
(8,11),-0.0300075 # DEPENDENCYPART_ARC
(8,12),-0.804354 # DEPENDENCYPART_ARC
(8,13),-0.672023 # DEPENDENCYPART_ARC
(8,14),-0.080328 # DEPENDENCYPART_ARC
(8,15),-0.97118 # DEPENDENCYPART_ARC
(8,16),-0.163712 # DEPENDENCYPART_ARC
(8,17),-1.60991 # DEPENDENCYPART_ARC
(8,18),-0.431195 # DEPENDENCYPART_ARC
(8,19),-1.46308 # DEPENDENCYPART_ARC
(8,20),-1.70451 # DEPENDENCYPART_ARC
(8,21),-0.986987 # DEPENDENCYPART_ARC
(8,22),0.909753 # DEPENDENCYPART_ARC
(8,23),-0.320751 # DEPENDENCYPART_ARC
(8,24),1.93677 # DEPENDENCYPART_ARC
(9,2),-3.18808 # DEPENDENCYPART_ARC
(9,4),-2.00641 # DEPENDENCYPART_ARC
(9,7),-1.18174 # DEPENDENCYPART_ARC
(9,10),-0.215325 # DEPENDENCYPART_ARC
(9,12),-0.884928 # DEPENDENCYPART_ARC
(9,13),-1.20612 # DEPENDENCYPART_ARC
(9,14),-0.473212 # DEPENDENCYPART_ARC
(9,17),-1.81894 # DEPENDENCYPART_ARC
(9,18),-1.26671 # DEPENDENCYPART_ARC
(9,19),-1.40683 # DEPENDENCYPART_ARC
(9,20),-1.88893 # DEPENDENCYPART_ARC
(10,1),-1.6722 # DEPENDENCYPART_ARC
(10,2),-4.28401 # DEPENDENCYPART_ARC
(10,3),-2.0363 # DEPENDENCYPART_ARC
(10,4),-1.94388 # DEPENDENCYPART_ARC
(10,5),-1.62548 # DEPENDENCYPART_ARC
(10,6),-2.39305 # DEPENDENCYPART_ARC
(10,7),-0.733866 # DEPENDENCYPART_ARC
(10,8),-1.18563 # DEPENDENCYPART_ARC
(10,9),2.58538 # DEPENDENCYPART_ARC
(10,11),-1.08734 # DEPENDENCYPART_ARC
(10,12),-0.656599 # DEPENDENCYPART_ARC
(10,13),-0.720938 # DEPENDENCYPART_ARC
(10,14),-0.320539 # DEPENDENCYPART_ARC
(10,15),-1.54343 # DEPENDENCYPART_ARC
(10,16),-1.28656 # DEPENDENCYPART_ARC
(10,17),-2.14123 # DEPENDENCYPART_ARC
(10,18),-1.71624 # DEPENDENCYPART_ARC
(10,19),-1.46516 # DEPENDENCYPART_ARC
(10,20),-1.48141 # DEPENDENCYPART_ARC
(10,21),-1.00799 # DEPENDENCYPART_ARC
(10,22),-1.93992 # DEPENDENCYPART_ARC
(10,24),-0.941528 # DEPENDENCYPART_ARC
(11,1),-1.54228 # DEPENDENCYPART_ARC
(11,2),-1.39243 # DEPENDENCYPART_ARC
(11,3),-0.888603 # DEPENDENCYPART_ARC
(11,4),-0.677451 # DEPENDENCYPART_ARC
(11,5),-0.679927 # DEPENDENCYPART_ARC
(11,6),-0.988742 # DEPENDENCYPART_ARC
(11,7),-0.158842 # DEPENDENCYPART_ARC
(11,8),-0.318176 # DEPENDENCYPART_ARC
(11,9),-0.170078 # DEPENDENCYPART_ARC
(11,10),0.0830478 # DEPENDENCYPART_ARC
(11,12),-0.582893 # DEPENDENCYPART_ARC
(11,13),-0.267043 # DEPENDENCYPART_ARC
(11,14),-0.330428 # DEPENDENCYPART_ARC
(11,15),-1.22536 # DEPENDENCYPART_ARC
(11,16),-0.950081 # DEPENDENCYPART_ARC
(11,17),-1.80754 # DEPENDENCYPART_ARC
(11,18),-1.03347 # DEPENDENCYPART_ARC
(11,19),-1.63009 # DEPENDENCYPART_ARC
(11,20),-1.65101 # DEPENDENCYPART_ARC
(11,21),-0.780884 # DEPENDENCYPART_ARC
(11,22),-0.837486 # DEPENDENCYPART_ARC
(11,23),-1.23804 # DEPENDENCYPART_ARC
(11,24),-1.09925 # DEPENDENCYPART_ARC
(12,1),-2.91679 # DEPENDENCYPART_ARC
(12,2),-4.75823 # DEPENDENCYPART_ARC
(12,3),-2.36076 # DEPENDENCYPART_ARC
(12,4),-2.38578 # DEPENDENCYPART_ARC
(12,5),-2.21808 # DEPENDENCYPART_ARC
(12,6),-2.98555 # DEPENDENCYPART_ARC
(12,7),-1.12084 # DEPENDENCYPART_ARC
(12,8),-1.5887 # DEPENDENCYPART_ARC
(12,9),-0.281858 # DEPENDENCYPART_ARC
(12,10),0.286512 # DEPENDENCYPART_ARC
(12,11),-0.421037 # DEPENDENCYPART_ARC
(12,13),-0.556989 # DEPENDENCYPART_ARC
(12,14),-0.305645 # DEPENDENCYPART_ARC
(12,15),-1.25524 # DEPENDENCYPART_ARC
(12,16),-1.07003 # DEPENDENCYPART_ARC
(12,17),-1.82764 # DEPENDENCYPART_ARC
(12,18),-1.67735 # DEPENDENCYPART_ARC
(12,19),-1.26046 # DEPENDENCYPART_ARC
(12,20),-1.52086 # DEPENDENCYPART_ARC
(12,21),-0.715118 # DEPENDENCYPART_ARC
(12,22),-1.51571 # DEPENDENCYPART_ARC
(12,23),-1.26003 # DEPENDENCYPART_ARC
(12,24),-0.538502 # DEPENDENCYPART_ARC
(13,1),-2.28792 # DEPENDENCYPART_ARC
(13,2),-1.02409 # DEPENDENCYPART_ARC
(13,3),-0.916795 # DEPENDENCYPART_ARC
(13,4),-0.907729 # DEPENDENCYPART_ARC
(13,5),-1.53583 # DEPENDENCYPART_ARC
(13,6),-2.7563 # DEPENDENCYPART_ARC
(13,7),0.418596 # DEPENDENCYPART_ARC
(13,8),-0.372416 # DEPENDENCYPART_ARC
(13,9),0.270495 # DEPENDENCYPART_ARC
(13,10),1.5373 # DEPENDENCYPART_ARC
(13,11),0.609686 # DEPENDENCYPART_ARC
(13,12),4.27116 # DEPENDENCYPART_ARC
(13,14),0.308582 # DEPENDENCYPART_ARC
(13,15),-1.05876 # DEPENDENCYPART_ARC
(13,16),-0.637026 # DEPENDENCYPART_ARC
(13,17),-1.47667 # DEPENDENCYPART_ARC
(13,18),-1.09245 # DEPENDENCYPART_ARC
(13,19),-0.483184 # DEPENDENCYPART_ARC
(13,20),-0.671188 # DEPENDENCYPART_ARC
(13,21),-0.342927 # DEPENDENCYPART_ARC
(13,22),-2.14595 # DEPENDENCYPART_ARC
(13,23),-0.905361 # DEPENDENCYPART_ARC
(13,24),-0.0723668 # DEPENDENCYPART_ARC
(15,2),-3.3269 # DEPENDENCYPART_ARC
(15,4),-1.83481 # DEPENDENCYPART_ARC
(15,7),-1.1584 # DEPENDENCYPART_ARC
(15,10),-2.57813 # DEPENDENCYPART_ARC
(15,12),-2.36585 # DEPENDENCYPART_ARC
(15,13),-2.65119 # DEPENDENCYPART_ARC
(15,14),-0.603377 # DEPENDENCYPART_ARC
(15,17),-0.743337 # DEPENDENCYPART_ARC
(15,18),-0.144532 # DEPENDENCYPART_ARC
(15,19),-0.833317 # DEPENDENCYPART_ARC
(15,20),-1.29988 # DEPENDENCYPART_ARC
(16,1),-2.24076 # DEPENDENCYPART_ARC
(16,2),-2.02601 # DEPENDENCYPART_ARC
(16,3),-1.62856 # DEPENDENCYPART_ARC
(16,4),-1.38579 # DEPENDENCYPART_ARC
(16,5),-1.14733 # DEPENDENCYPART_ARC
(16,6),-1.73226 # DEPENDENCYPART_ARC
(16,7),-1.12389 # DEPENDENCYPART_ARC
(16,8),-1.15535 # DEPENDENCYPART_ARC
(16,9),-1.34318 # DEPENDENCYPART_ARC
(16,10),-1.17779 # DEPENDENCYPART_ARC
(16,11),-0.813304 # DEPENDENCYPART_ARC
(16,12),-0.913958 # DEPENDENCYPART_ARC
(16,13),-1.08093 # DEPENDENCYPART_ARC
(16,14),-0.65722 # DEPENDENCYPART_ARC
(16,15),0.659592 # DEPENDENCYPART_ARC
(16,17),-0.518706 # DEPENDENCYPART_ARC
(16,18),-0.453533 # DEPENDENCYPART_ARC
(16,19),-0.844321 # DEPENDENCYPART_ARC
(16,20),-0.865108 # DEPENDENCYPART_ARC
(16,21),-0.469621 # DEPENDENCYPART_ARC
(16,22),-0.62747 # DEPENDENCYPART_ARC
(16,23),-1.17663 # DEPENDENCYPART_ARC
(16,24),-0.651131 # DEPENDENCYPART_ARC
(17,1),-3.76265 # DEPENDENCYPART_ARC
(17,2),-2.28664 # DEPENDENCYPART_ARC
(17,3),-1.44497 # DEPENDENCYPART_ARC
(17,4),-1.72476 # DEPENDENCYPART_ARC
(17,5),-3.02837 # DEPENDENCYPART_ARC
(17,6),-3.4401 # DEPENDENCYPART_ARC
(17,7),-0.403287 # DEPENDENCYPART_ARC
(17,8),-1.29811 # DEPENDENCYPART_ARC
(17,9),-1.49502 # DEPENDENCYPART_ARC
(17,10),-0.489687 # DEPENDENCYPART_ARC
(17,11),-0.825235 # DEPENDENCYPART_ARC
(17,12),0.603837 # DEPENDENCYPART_ARC
(17,13),-1.42961 # DEPENDENCYPART_ARC
(17,14),0.0359387 # DEPENDENCYPART_ARC
(17,15),0.202524 # DEPENDENCYPART_ARC
(17,16),0.9926 # DEPENDENCYPART_ARC
(17,18),-0.616281 # DEPENDENCYPART_ARC
(17,19),0.0137098 # DEPENDENCYPART_ARC
(17,20),-0.816172 # DEPENDENCYPART_ARC
(17,21),-0.0451557 # DEPENDENCYPART_ARC
(17,22),-1.75688 # DEPENDENCYPART_ARC
(17,23),-0.906061 # DEPENDENCYPART_ARC
(17,24),-0.24626 # DEPENDENCYPART_ARC
(18,1),-0.980385 # DEPENDENCYPART_ARC
(18,2),-1.65579 # DEPENDENCYPART_ARC
(18,3),-0.547722 # DEPENDENCYPART_ARC
(18,4),-0.0937632 # DEPENDENCYPART_ARC
(18,5),-0.581888 # DEPENDENCYPART_ARC
(18,6),0.219732 # DEPENDENCYPART_ARC
(18,7),-0.0216494 # DEPENDENCYPART_ARC
(18,8),0.289312 # DEPENDENCYPART_ARC
(18,9),0.0742374 # DEPENDENCYPART_ARC
(18,10),0.377569 # DEPENDENCYPART_ARC
(18,11),0.752972 # DEPENDENCYPART_ARC
(18,12),-0.05926 # DEPENDENCYPART_ARC
(18,13),-0.575282 # DEPENDENCYPART_ARC
(18,14),0.631052 # DEPENDENCYPART_ARC
(18,15),0.728583 # DEPENDENCYPART_ARC
(18,16),2.56469 # DEPENDENCYPART_ARC
(18,17),3.1265 # DEPENDENCYPART_ARC
(18,19),-0.661848 # DEPENDENCYPART_ARC
(18,20),-0.848665 # DEPENDENCYPART_ARC
(18,21),-0.544706 # DEPENDENCYPART_ARC
(18,22),-1.0826 # DEPENDENCYPART_ARC
(18,23),-1.19006 # DEPENDENCYPART_ARC
(18,24),-0.4837 # DEPENDENCYPART_ARC
(19,1),-2.11202 # DEPENDENCYPART_ARC
(19,2),-4.29027 # DEPENDENCYPART_ARC
(19,3),-1.09884 # DEPENDENCYPART_ARC
(19,4),-1.48274 # DEPENDENCYPART_ARC
(19,5),-1.18431 # DEPENDENCYPART_ARC
(19,6),-2.6978 # DEPENDENCYPART_ARC
(19,7),-0.0920172 # DEPENDENCYPART_ARC
(19,8),-0.866669 # DEPENDENCYPART_ARC
(19,9),0.102608 # DEPENDENCYPART_ARC
(19,10),-1.21281 # DEPENDENCYPART_ARC
(19,11),-0.385218 # DEPENDENCYPART_ARC
(19,12),-1.02543 # DEPENDENCYPART_ARC
(19,13),-2.83274 # DEPENDENCYPART_ARC
(19,14),-0.183786 # DEPENDENCYPART_ARC
(19,15),1.68275 # DEPENDENCYPART_ARC
(19,16),0.481161 # DEPENDENCYPART_ARC
(19,17),-0.447876 # DEPENDENCYPART_ARC
(19,18),2.70104 # DEPENDENCYPART_ARC
(19,20),-0.341942 # DEPENDENCYPART_ARC
(19,21),-0.427823 # DEPENDENCYPART_ARC
(19,22),-1.45867 # DEPENDENCYPART_ARC
(19,24),-0.803729 # DEPENDENCYPART_ARC
(20,1),-3.06922 # DEPENDENCYPART_ARC
(20,2),-2.01084 # DEPENDENCYPART_ARC
(20,3),-0.884879 # DEPENDENCYPART_ARC
(20,4),-1.34778 # DEPENDENCYPART_ARC
(20,5),-1.8685 # DEPENDENCYPART_ARC
(20,6),-3.47005 # DEPENDENCYPART_ARC
(20,7),0.11387 # DEPENDENCYPART_ARC
(20,8),-0.469773 # DEPENDENCYPART_ARC
(20,9),-0.833101 # DEPENDENCYPART_ARC
(20,10),0.00149828 # DEPENDENCYPART_ARC
(20,11),-0.174958 # DEPENDENCYPART_ARC
(20,12),1.0852 # DEPENDENCYPART_ARC
(20,13),-1.25468 # DEPENDENCYPART_ARC
(20,14),0.780182 # DEPENDENCYPART_ARC
(20,15),0.353023 # DEPENDENCYPART_ARC
(20,16),0.424103 # DEPENDENCYPART_ARC
(20,17),-1.37135 # DEPENDENCYPART_ARC
(20,18),1.95708 # DEPENDENCYPART_ARC
(20,19),4.0098 # DEPENDENCYPART_ARC
(20,21),-0.382422 # DEPENDENCYPART_ARC
(20,22),-2.44719 # DEPENDENCYPART_ARC
(20,23),-1.14338 # DEPENDENCYPART_ARC
(20,24),-0.878407 # DEPENDENCYPART_ARC
(21,1),-0.875257 # DEPENDENCYPART_ARC
(21,2),-1.67285 # DEPENDENCYPART_ARC
(21,3),-1.03655 # DEPENDENCYPART_ARC
(21,4),-1.8162 # DEPENDENCYPART_ARC
(21,5),-0.983141 # DEPENDENCYPART_ARC
(21,6),-1.7064 # DEPENDENCYPART_ARC
(21,7),-1.06341 # DEPENDENCYPART_ARC
(21,9),-0.446336 # DEPENDENCYPART_ARC
(21,10),-0.864473 # DEPENDENCYPART_ARC
(21,11),-0.407496 # DEPENDENCYPART_ARC
(21,12),-0.775839 # DEPENDENCYPART_ARC
(21,13),0.194996 # DEPENDENCYPART_ARC
(21,14),0.169188 # DEPENDENCYPART_ARC
(21,15),0.0292326 # DEPENDENCYPART_ARC
(21,16),0.15539 # DEPENDENCYPART_ARC
(21,17),0.662117 # DEPENDENCYPART_ARC
(21,18),0.219521 # DEPENDENCYPART_ARC
(21,19),1.16542 # DEPENDENCYPART_ARC
(21,20),4.50378 # DEPENDENCYPART_ARC
(21,22),-0.218026 # DEPENDENCYPART_ARC
(21,24),-0.794626 # DEPENDENCYPART_ARC
(22,1),-1.17096 # DEPENDENCYPART_ARC
(22,2),-0.757863 # DEPENDENCYPART_ARC
(22,3),0.0563977 # DEPENDENCYPART_ARC
(22,4),-0.891628 # DEPENDENCYPART_ARC
(22,5),-0.801865 # DEPENDENCYPART_ARC
(22,6),-0.357996 # DEPENDENCYPART_ARC
(22,7),0.294452 # DEPENDENCYPART_ARC
(22,8),-0.409321 # DEPENDENCYPART_ARC
(22,9),-0.552897 # DEPENDENCYPART_ARC
(22,10),0.747793 # DEPENDENCYPART_ARC
(22,11),0.364968 # DEPENDENCYPART_ARC
(22,12),0.294064 # DEPENDENCYPART_ARC
(22,13),0.148059 # DEPENDENCYPART_ARC
(22,14),1.00134 # DEPENDENCYPART_ARC
(22,15),-0.682576 # DEPENDENCYPART_ARC
(22,16),0.663133 # DEPENDENCYPART_ARC
(22,17),0.836572 # DEPENDENCYPART_ARC
(22,18),0.447612 # DEPENDENCYPART_ARC
(22,19),1.69066 # DEPENDENCYPART_ARC
(22,20),1.12175 # DEPENDENCYPART_ARC
(22,21),2.46601 # DEPENDENCYPART_ARC
(22,23),2.59201 # DEPENDENCYPART_ARC
(22,24),1.48704 # DEPENDENCYPART_ARC
(23,2),-1.08556 # DEPENDENCYPART_ARC
(23,3),-0.310711 # DEPENDENCYPART_ARC
(23,4),-0.610163 # DEPENDENCYPART_ARC
(23,5),-0.670619 # DEPENDENCYPART_ARC
(23,7),-0.927335 # DEPENDENCYPART_ARC
(23,8),-0.994991 # DEPENDENCYPART_ARC
(23,11),0.154849 # DEPENDENCYPART_ARC
(23,12),-0.257359 # DEPENDENCYPART_ARC
(23,13),-0.485866 # DEPENDENCYPART_ARC
(23,14),-0.492715 # DEPENDENCYPART_ARC
(23,16),0.40267 # DEPENDENCYPART_ARC
(23,17),0.236974 # DEPENDENCYPART_ARC
(23,18),-0.194534 # DEPENDENCYPART_ARC
(23,20),0.318705 # DEPENDENCYPART_ARC
(23,21),0.238571 # DEPENDENCYPART_ARC
(23,22),0.659355 # DEPENDENCYPART_ARC
(23,24),0.270629 # DEPENDENCYPART_ARC
