# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,21,14,
(8,24),-1.58038 # DEPENDENCYPART_ARC
(8,25),-1.42436 # DEPENDENCYPART_ARC
(8,26),-2.06873 # DEPENDENCYPART_ARC
(8,27),-1.96763 # DEPENDENCYPART_ARC
(8,28),-1.0193 # DEPENDENCYPART_ARC
(8,31),-1.74705 # DEPENDENCYPART_ARC
(9,1),-0.892183 # DEPENDENCYPART_ARC
(9,2),-1.45818 # DEPENDENCYPART_ARC
(9,3),-3.92371 # DEPENDENCYPART_ARC
(9,4),-0.022517 # DEPENDENCYPART_ARC
(9,5),-0.45769 # DEPENDENCYPART_ARC
(9,6),-0.906822 # DEPENDENCYPART_ARC
(9,7),-2.31748 # DEPENDENCYPART_ARC
(9,8),2.97083 # DEPENDENCYPART_ARC
(9,10),-1.77105 # DEPENDENCYPART_ARC
(9,11),-1.32573 # DEPENDENCYPART_ARC
(9,12),-1.30378 # DEPENDENCYPART_ARC
(9,13),-2.0611 # DEPENDENCYPART_ARC
(9,14),-0.950753 # DEPENDENCYPART_ARC
(9,15),-0.475069 # DEPENDENCYPART_ARC
(9,16),-1.81013 # DEPENDENCYPART_ARC
(9,17),-2.21412 # DEPENDENCYPART_ARC
(9,18),-2.40049 # DEPENDENCYPART_ARC
(9,19),-1.05902 # DEPENDENCYPART_ARC
(9,20),-1.45234 # DEPENDENCYPART_ARC
(9,21),-1.50405 # DEPENDENCYPART_ARC
(9,22),-2.10284 # DEPENDENCYPART_ARC
(9,23),-2.90628 # DEPENDENCYPART_ARC
(9,24),-2.4609 # DEPENDENCYPART_ARC
(9,25),-2.25981 # DEPENDENCYPART_ARC
(9,26),-3.17168 # DEPENDENCYPART_ARC
(9,27),-3.66049 # DEPENDENCYPART_ARC
(9,28),-0.978628 # DEPENDENCYPART_ARC
(9,29),-1.86083 # DEPENDENCYPART_ARC
(9,30),-1.79899 # DEPENDENCYPART_ARC
(9,31),-3.73265 # DEPENDENCYPART_ARC
(9,32),-0.891977 # DEPENDENCYPART_ARC
(10,1),-1.2466 # DEPENDENCYPART_ARC
(10,2),-1.15237 # DEPENDENCYPART_ARC
(10,3),-2.35728 # DEPENDENCYPART_ARC
(10,4),-0.267141 # DEPENDENCYPART_ARC
(10,5),-0.262699 # DEPENDENCYPART_ARC
(10,6),1.29435 # DEPENDENCYPART_ARC
(10,7),-3.1501 # DEPENDENCYPART_ARC
(10,8),1.56627 # DEPENDENCYPART_ARC
(10,9),4.34169 # DEPENDENCYPART_ARC
(10,11),-0.591444 # DEPENDENCYPART_ARC
(10,12),-0.696443 # DEPENDENCYPART_ARC
(10,13),-1.22502 # DEPENDENCYPART_ARC
(10,14),-0.701776 # DEPENDENCYPART_ARC
(10,15),-0.0901359 # DEPENDENCYPART_ARC
(10,16),-1.19546 # DEPENDENCYPART_ARC
(10,17),-1.65497 # DEPENDENCYPART_ARC
(10,18),-1.59468 # DEPENDENCYPART_ARC
(10,19),-0.496626 # DEPENDENCYPART_ARC
(10,20),-0.606413 # DEPENDENCYPART_ARC
(10,21),-0.807938 # DEPENDENCYPART_ARC
(10,22),-1.48614 # DEPENDENCYPART_ARC
(10,23),-2.41759 # DEPENDENCYPART_ARC
(10,24),-1.94589 # DEPENDENCYPART_ARC
(10,25),-1.6738 # DEPENDENCYPART_ARC
(10,26),-2.32127 # DEPENDENCYPART_ARC
(10,27),-2.6656 # DEPENDENCYPART_ARC
(10,28),-0.437829 # DEPENDENCYPART_ARC
(10,29),-1.18489 # DEPENDENCYPART_ARC
(10,30),-1.25387 # DEPENDENCYPART_ARC
(10,31),-3.00462 # DEPENDENCYPART_ARC
(10,32),0.0580849 # DEPENDENCYPART_ARC
(11,1),-0.189944 # DEPENDENCYPART_ARC
(11,2),-1.16313 # DEPENDENCYPART_ARC
(11,3),-1.20752 # DEPENDENCYPART_ARC
(11,4),-0.0336297 # DEPENDENCYPART_ARC
(11,5),-0.979221 # DEPENDENCYPART_ARC
(11,6),-0.799211 # DEPENDENCYPART_ARC
(11,7),-1.21154 # DEPENDENCYPART_ARC
(11,8),0.152776 # DEPENDENCYPART_ARC
(11,9),0.0744646 # DEPENDENCYPART_ARC
(11,10),0.0202562 # DEPENDENCYPART_ARC
(11,12),0.0224183 # DEPENDENCYPART_ARC
(11,13),-0.177438 # DEPENDENCYPART_ARC
(11,14),0.505633 # DEPENDENCYPART_ARC
(11,15),0.560906 # DEPENDENCYPART_ARC
(11,16),-0.67448 # DEPENDENCYPART_ARC
(11,17),-0.64111 # DEPENDENCYPART_ARC
(11,18),-0.744273 # DEPENDENCYPART_ARC
(11,19),-0.355449 # DEPENDENCYPART_ARC
(11,20),-0.325462 # DEPENDENCYPART_ARC
(11,21),-0.550545 # DEPENDENCYPART_ARC
(11,22),-0.808159 # DEPENDENCYPART_ARC
(11,23),-1.09604 # DEPENDENCYPART_ARC
(11,24),-0.792749 # DEPENDENCYPART_ARC
(11,25),-0.790648 # DEPENDENCYPART_ARC
(11,26),-1.5461 # DEPENDENCYPART_ARC
(11,27),-1.74866 # DEPENDENCYPART_ARC
(11,28),0.206964 # DEPENDENCYPART_ARC
(11,29),-0.800082 # DEPENDENCYPART_ARC
(11,30),-0.688118 # DEPENDENCYPART_ARC
(11,31),-2.04062 # DEPENDENCYPART_ARC
(11,32),1.76924 # DEPENDENCYPART_ARC
(12,1),-0.563819 # DEPENDENCYPART_ARC
(12,2),-1.46012 # DEPENDENCYPART_ARC
(12,3),-1.68605 # DEPENDENCYPART_ARC
(12,4),-0.413088 # DEPENDENCYPART_ARC
(12,5),-1.32681 # DEPENDENCYPART_ARC
(12,6),-1.3537 # DEPENDENCYPART_ARC
(12,7),-1.81136 # DEPENDENCYPART_ARC
(12,8),-0.418583 # DEPENDENCYPART_ARC
(12,9),-0.626331 # DEPENDENCYPART_ARC
(12,10),-1.18677 # DEPENDENCYPART_ARC
(12,11),0.582851 # DEPENDENCYPART_ARC
(12,13),-1.20855 # DEPENDENCYPART_ARC
(12,14),-0.875787 # DEPENDENCYPART_ARC
(12,15),-0.722758 # DEPENDENCYPART_ARC
(12,16),-1.65014 # DEPENDENCYPART_ARC
(12,17),-1.61809 # DEPENDENCYPART_ARC
(12,18),-1.88119 # DEPENDENCYPART_ARC
(12,20),-1.34869 # DEPENDENCYPART_ARC
(12,21),-1.63194 # DEPENDENCYPART_ARC
(12,22),-1.80258 # DEPENDENCYPART_ARC
(12,23),-2.18548 # DEPENDENCYPART_ARC
(12,24),-1.83047 # DEPENDENCYPART_ARC
(12,25),-1.87841 # DEPENDENCYPART_ARC
(12,26),-2.70652 # DEPENDENCYPART_ARC
(12,27),-2.98332 # DEPENDENCYPART_ARC
(12,28),-1.2615 # DEPENDENCYPART_ARC
(12,29),-1.82327 # DEPENDENCYPART_ARC
(12,31),-3.1674 # DEPENDENCYPART_ARC
(12,32),-0.426132 # DEPENDENCYPART_ARC
(13,1),-0.67937 # DEPENDENCYPART_ARC
(13,2),-0.794076 # DEPENDENCYPART_ARC
(13,3),-4.38498 # DEPENDENCYPART_ARC
(13,4),0.279954 # DEPENDENCYPART_ARC
(13,5),-0.158317 # DEPENDENCYPART_ARC
(13,6),-1.43128 # DEPENDENCYPART_ARC
(13,7),-3.41662 # DEPENDENCYPART_ARC
(13,8),1.07551 # DEPENDENCYPART_ARC
(13,9),-0.939924 # DEPENDENCYPART_ARC
(13,10),-2.17753 # DEPENDENCYPART_ARC
(13,11),2.40009 # DEPENDENCYPART_ARC
(13,12),3.63521 # DEPENDENCYPART_ARC
(13,14),-0.919309 # DEPENDENCYPART_ARC
(13,15),-0.771886 # DEPENDENCYPART_ARC
(13,16),-1.49199 # DEPENDENCYPART_ARC
(13,17),-1.62321 # DEPENDENCYPART_ARC
(13,18),-1.68257 # DEPENDENCYPART_ARC
(13,19),-1.01966 # DEPENDENCYPART_ARC
(13,20),-1.24439 # DEPENDENCYPART_ARC
(13,21),-1.41811 # DEPENDENCYPART_ARC
(13,22),-1.83397 # DEPENDENCYPART_ARC
(13,23),-2.36993 # DEPENDENCYPART_ARC
(13,24),-2.69232 # DEPENDENCYPART_ARC
(13,25),-2.52477 # DEPENDENCYPART_ARC
(13,26),-2.78461 # DEPENDENCYPART_ARC
(13,27),-2.83357 # DEPENDENCYPART_ARC
(13,28),-1.19717 # DEPENDENCYPART_ARC
(13,29),-1.89558 # DEPENDENCYPART_ARC
(13,30),-1.84299 # DEPENDENCYPART_ARC
(13,31),-3.15372 # DEPENDENCYPART_ARC
(13,32),-0.772143 # DEPENDENCYPART_ARC
(14,1),-0.117269 # DEPENDENCYPART_ARC
(14,2),-0.773229 # DEPENDENCYPART_ARC
(14,3),1.98954 # DEPENDENCYPART_ARC
(14,4),-0.470236 # DEPENDENCYPART_ARC
(14,5),-0.628065 # DEPENDENCYPART_ARC
(14,6),0.843783 # DEPENDENCYPART_ARC
(14,7),2.50159 # DEPENDENCYPART_ARC
(14,8),-0.0608205 # DEPENDENCYPART_ARC
(14,9),1.68655 # DEPENDENCYPART_ARC
(14,10),2.62604 # DEPENDENCYPART_ARC
(14,11),0.480943 # DEPENDENCYPART_ARC
(14,12),0.77464 # DEPENDENCYPART_ARC
(14,13),3.77878 # DEPENDENCYPART_ARC
(14,15),2.00387 # DEPENDENCYPART_ARC
(14,16),0.32192 # DEPENDENCYPART_ARC
(14,17),-0.459452 # DEPENDENCYPART_ARC
(14,18),-0.160658 # DEPENDENCYPART_ARC
(14,19),1.208 # DEPENDENCYPART_ARC
(14,20),0.288504 # DEPENDENCYPART_ARC
(14,21),0.284356 # DEPENDENCYPART_ARC
(14,22),-0.533569 # DEPENDENCYPART_ARC
(14,23),-2.02707 # DEPENDENCYPART_ARC
(14,24),-1.02787 # DEPENDENCYPART_ARC
(14,25),-1.22506 # DEPENDENCYPART_ARC
(14,26),0.321675 # DEPENDENCYPART_ARC
(14,27),0.752335 # DEPENDENCYPART_ARC
(14,28),1.03888 # DEPENDENCYPART_ARC
(14,29),-0.973001 # DEPENDENCYPART_ARC
(14,30),-1.10314 # DEPENDENCYPART_ARC
(14,31),-0.227979 # DEPENDENCYPART_ARC
(14,32),2.60934 # DEPENDENCYPART_ARC
(16,2),-2.2757 # DEPENDENCYPART_ARC
(16,3),-3.39016 # DEPENDENCYPART_ARC
(16,5),-2.21472 # DEPENDENCYPART_ARC
(16,6),-3.37589 # DEPENDENCYPART_ARC
(16,7),-3.79835 # DEPENDENCYPART_ARC
(16,9),-3.153 # DEPENDENCYPART_ARC
(16,10),-3.59756 # DEPENDENCYPART_ARC
(16,13),-2.64175 # DEPENDENCYPART_ARC
(16,15),-0.683483 # DEPENDENCYPART_ARC
(16,17),-0.551688 # DEPENDENCYPART_ARC
(16,18),-1.01236 # DEPENDENCYPART_ARC
(16,20),-0.887467 # DEPENDENCYPART_ARC
(16,23),-1.59083 # DEPENDENCYPART_ARC
(16,24),-1.30067 # DEPENDENCYPART_ARC
(16,25),-1.29874 # DEPENDENCYPART_ARC
(16,26),-2.22724 # DEPENDENCYPART_ARC
(16,27),-2.40039 # DEPENDENCYPART_ARC
(16,28),-1.01526 # DEPENDENCYPART_ARC
(16,31),-2.29123 # DEPENDENCYPART_ARC
(17,1),-3.21272 # DEPENDENCYPART_ARC
(17,2),-3.52226 # DEPENDENCYPART_ARC
(17,3),-6.76671 # DEPENDENCYPART_ARC
(17,4),-2.40228 # DEPENDENCYPART_ARC
(17,5),-2.75724 # DEPENDENCYPART_ARC
(17,6),-4.10358 # DEPENDENCYPART_ARC
(17,7),-6.38718 # DEPENDENCYPART_ARC
(17,8),-1.25211 # DEPENDENCYPART_ARC
(17,9),-3.74924 # DEPENDENCYPART_ARC
(17,10),-5.95104 # DEPENDENCYPART_ARC
(17,11),-1.7361 # DEPENDENCYPART_ARC
(17,12),-1.16414 # DEPENDENCYPART_ARC
(17,13),-3.78601 # DEPENDENCYPART_ARC
(17,14),-1.00417 # DEPENDENCYPART_ARC
(17,15),-1.18295 # DEPENDENCYPART_ARC
(17,16),2.8256 # DEPENDENCYPART_ARC
(17,18),-0.924012 # DEPENDENCYPART_ARC
(17,19),-0.670987 # DEPENDENCYPART_ARC
(17,20),-1.20224 # DEPENDENCYPART_ARC
(17,21),-1.35103 # DEPENDENCYPART_ARC
(17,22),-1.73497 # DEPENDENCYPART_ARC
(17,23),-1.88591 # DEPENDENCYPART_ARC
(17,24),-2.14192 # DEPENDENCYPART_ARC
(17,25),-1.9779 # DEPENDENCYPART_ARC
(17,26),-2.30117 # DEPENDENCYPART_ARC
(17,27),-2.68919 # DEPENDENCYPART_ARC
(17,28),-0.924513 # DEPENDENCYPART_ARC
(17,29),-1.77778 # DEPENDENCYPART_ARC
(17,30),-1.78808 # DEPENDENCYPART_ARC
(17,31),-3.13404 # DEPENDENCYPART_ARC
(17,32),-1.15608 # DEPENDENCYPART_ARC
(18,1),-3.18878 # DEPENDENCYPART_ARC
(18,2),-2.92268 # DEPENDENCYPART_ARC
(18,3),-4.95732 # DEPENDENCYPART_ARC
(18,4),-2.19555 # DEPENDENCYPART_ARC
(18,5),-2.13841 # DEPENDENCYPART_ARC
(18,6),-1.55866 # DEPENDENCYPART_ARC
(18,7),-6.037 # DEPENDENCYPART_ARC
(18,8),-1.73328 # DEPENDENCYPART_ARC
(18,9),-0.205369 # DEPENDENCYPART_ARC
(18,10),-5.76655 # DEPENDENCYPART_ARC
(18,11),-1.04321 # DEPENDENCYPART_ARC
(18,12),-0.50264 # DEPENDENCYPART_ARC
(18,13),-2.76093 # DEPENDENCYPART_ARC
(18,14),-0.558839 # DEPENDENCYPART_ARC
(18,15),0.094881 # DEPENDENCYPART_ARC
(18,16),1.3253 # DEPENDENCYPART_ARC
(18,17),3.87796 # DEPENDENCYPART_ARC
(18,19),-0.553752 # DEPENDENCYPART_ARC
(18,20),-1.39295 # DEPENDENCYPART_ARC
(18,21),-1.2821 # DEPENDENCYPART_ARC
(18,22),-1.83835 # DEPENDENCYPART_ARC
(18,23),-1.78651 # DEPENDENCYPART_ARC
(18,24),-2.09395 # DEPENDENCYPART_ARC
(18,25),-1.88173 # DEPENDENCYPART_ARC
(18,26),-2.36096 # DEPENDENCYPART_ARC
(18,27),-2.87807 # DEPENDENCYPART_ARC
(18,28),-0.862863 # DEPENDENCYPART_ARC
(18,29),-1.66 # DEPENDENCYPART_ARC
(18,30),-1.68904 # DEPENDENCYPART_ARC
(18,31),-3.3459 # DEPENDENCYPART_ARC
(18,32),-0.973683 # DEPENDENCYPART_ARC
(19,1),-1.09496 # DEPENDENCYPART_ARC
