# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,11,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
(8,10),-1.55183 # DEPENDENCYPART_ARC
(8,11),-1.20545 # DEPENDENCYPART_ARC
(8,12),-1.30485 # DEPENDENCYPART_ARC
(8,13),-2.13869 # DEPENDENCYPART_ARC
(8,14),-0.905203 # DEPENDENCYPART_ARC
(8,15),-0.84949 # DEPENDENCYPART_ARC
(8,16),-2.52391 # DEPENDENCYPART_ARC
(8,17),-1.48331 # DEPENDENCYPART_ARC
(8,18),-1.54076 # DEPENDENCYPART_ARC
(8,19),-2.50985 # DEPENDENCYPART_ARC
(8,20),-1.16671 # DEPENDENCYPART_ARC
(8,21),-3.3744 # DEPENDENCYPART_ARC
(8,22),-0.00300903 # DEPENDENCYPART_ARC
(9,1),-1.08694 # DEPENDENCYPART_ARC
(9,2),-0.556991 # DEPENDENCYPART_ARC
(9,3),-1.06715 # DEPENDENCYPART_ARC
(9,4),-0.538994 # DEPENDENCYPART_ARC
(9,5),-0.281318 # DEPENDENCYPART_ARC
(9,6),-0.297644 # DEPENDENCYPART_ARC
(9,7),-0.223078 # DEPENDENCYPART_ARC
(9,8),0.216417 # DEPENDENCYPART_ARC
(9,10),-0.930922 # DEPENDENCYPART_ARC
(9,11),0.0978524 # DEPENDENCYPART_ARC
(9,12),-0.9616 # DEPENDENCYPART_ARC
(9,13),-0.273224 # DEPENDENCYPART_ARC
(9,14),-0.359627 # DEPENDENCYPART_ARC
(9,15),-0.120657 # DEPENDENCYPART_ARC
(9,16),-1.10906 # DEPENDENCYPART_ARC
(9,17),-1.24995 # DEPENDENCYPART_ARC
(9,18),-1.07146 # DEPENDENCYPART_ARC
(9,19),-0.875059 # DEPENDENCYPART_ARC
(9,20),-0.889911 # DEPENDENCYPART_ARC
(9,21),-1.51731 # DEPENDENCYPART_ARC
(9,22),0.331547 # DEPENDENCYPART_ARC
(10,1),0.114621 # DEPENDENCYPART_ARC
(10,2),0.836883 # DEPENDENCYPART_ARC
(10,3),0.281461 # DEPENDENCYPART_ARC
(10,4),-0.0841765 # DEPENDENCYPART_ARC
(10,5),0.318374 # DEPENDENCYPART_ARC
(10,6),0.342235 # DEPENDENCYPART_ARC
(10,7),-0.0732406 # DEPENDENCYPART_ARC
(10,8),0.381975 # DEPENDENCYPART_ARC
(10,9),0.952549 # DEPENDENCYPART_ARC
(10,11),1.29743 # DEPENDENCYPART_ARC
(10,12),-0.109088 # DEPENDENCYPART_ARC
(10,13),1.18269 # DEPENDENCYPART_ARC
(10,14),1.13472 # DEPENDENCYPART_ARC
(10,15),0.838383 # DEPENDENCYPART_ARC
(10,16),3.03593 # DEPENDENCYPART_ARC
(10,17),-0.00449635 # DEPENDENCYPART_ARC
(10,18),0.360936 # DEPENDENCYPART_ARC
(10,19),0.390942 # DEPENDENCYPART_ARC
(10,20),0.811054 # DEPENDENCYPART_ARC
(10,21),-0.00490199 # DEPENDENCYPART_ARC
(10,22),1.25652 # DEPENDENCYPART_ARC
(11,1),-0.0284071 # DEPENDENCYPART_ARC
(11,2),-0.179836 # DEPENDENCYPART_ARC
(11,3),-0.554981 # DEPENDENCYPART_ARC
(11,4),0.142288 # DEPENDENCYPART_ARC
(11,5),1.24836 # DEPENDENCYPART_ARC
(11,6),-0.223333 # DEPENDENCYPART_ARC
(11,7),0.621065 # DEPENDENCYPART_ARC
(11,8),2.11473 # DEPENDENCYPART_ARC
(11,9),2.46438 # DEPENDENCYPART_ARC
(11,10),3.24838 # DEPENDENCYPART_ARC
(11,12),0.230984 # DEPENDENCYPART_ARC
(11,13),3.43367 # DEPENDENCYPART_ARC
(11,14),2.31724 # DEPENDENCYPART_ARC
(11,15),3.16983 # DEPENDENCYPART_ARC
(11,16),1.21083 # DEPENDENCYPART_ARC
(11,17),-0.682091 # DEPENDENCYPART_ARC
(11,18),-0.715481 # DEPENDENCYPART_ARC
(11,19),-0.459838 # DEPENDENCYPART_ARC
(11,20),0.524526 # DEPENDENCYPART_ARC
(11,21),0.780405 # DEPENDENCYPART_ARC
(11,22),2.44521 # DEPENDENCYPART_ARC
(12,1),-2.99924 # DEPENDENCYPART_ARC
(12,2),-2.85098 # DEPENDENCYPART_ARC
(12,3),-2.18108 # DEPENDENCYPART_ARC
(12,4),-3.39848 # DEPENDENCYPART_ARC
(12,5),-1.87037 # DEPENDENCYPART_ARC
(12,6),-2.01081 # DEPENDENCYPART_ARC
(12,7),-2.24433 # DEPENDENCYPART_ARC
(12,8),-2.91629 # DEPENDENCYPART_ARC
(12,9),-1.69066 # DEPENDENCYPART_ARC
(12,10),-2.1052 # DEPENDENCYPART_ARC
(12,11),-1.13157 # DEPENDENCYPART_ARC
(12,13),-0.219448 # DEPENDENCYPART_ARC
(12,14),-0.139343 # DEPENDENCYPART_ARC
(12,15),-0.600254 # DEPENDENCYPART_ARC
(12,16),-1.02284 # DEPENDENCYPART_ARC
(12,17),-0.913882 # DEPENDENCYPART_ARC
(12,18),-0.850989 # DEPENDENCYPART_ARC
(12,19),-1.44168 # DEPENDENCYPART_ARC
(12,20),-1.01878 # DEPENDENCYPART_ARC
(12,21),-1.93009 # DEPENDENCYPART_ARC
(12,22),-1.60234 # DEPENDENCYPART_ARC
(13,1),-2.66566 # DEPENDENCYPART_ARC
(13,2),-4.35775 # DEPENDENCYPART_ARC
(13,3),-1.72792 # DEPENDENCYPART_ARC
(13,4),-5.25621 # DEPENDENCYPART_ARC
(13,5),-2.2742 # DEPENDENCYPART_ARC
(13,6),-1.23237 # DEPENDENCYPART_ARC
(13,7),-1.69327 # DEPENDENCYPART_ARC
(13,8),-6.29591 # DEPENDENCYPART_ARC
(13,9),-1.79613 # DEPENDENCYPART_ARC
(13,10),-0.602855 # DEPENDENCYPART_ARC
(13,11),-2.45436 # DEPENDENCYPART_ARC
(13,12),3.13968 # DEPENDENCYPART_ARC
(13,14),-0.235225 # DEPENDENCYPART_ARC
(13,15),-1.17698 # DEPENDENCYPART_ARC
(13,16),-2.10954 # DEPENDENCYPART_ARC
(13,17),-1.40793 # DEPENDENCYPART_ARC
(13,18),-1.65558 # DEPENDENCYPART_ARC
(13,19),-1.3872 # DEPENDENCYPART_ARC
(13,20),-1.02362 # DEPENDENCYPART_ARC
(13,21),-3.01567 # DEPENDENCYPART_ARC
(13,22),-0.279318 # DEPENDENCYPART_ARC
(14,1),-3.15239 # DEPENDENCYPART_ARC
(14,2),-3.09566 # DEPENDENCYPART_ARC
(14,3),-2.69751 # DEPENDENCYPART_ARC
(14,4),-3.82682 # DEPENDENCYPART_ARC
(14,5),-2.48612 # DEPENDENCYPART_ARC
(14,6),-2.61655 # DEPENDENCYPART_ARC
(14,7),-2.9998 # DEPENDENCYPART_ARC
(14,8),-3.48337 # DEPENDENCYPART_ARC
(14,9),-2.48671 # DEPENDENCYPART_ARC
(14,10),-2.57496 # DEPENDENCYPART_ARC
(14,11),-2.21073 # DEPENDENCYPART_ARC
(14,12),-1.59626 # DEPENDENCYPART_ARC
(14,13),-2.12094 # DEPENDENCYPART_ARC
(14,15),-1.34819 # DEPENDENCYPART_ARC
(14,16),-1.5086 # DEPENDENCYPART_ARC
(14,17),-1.77576 # DEPENDENCYPART_ARC
(14,18),-1.89569 # DEPENDENCYPART_ARC
(14,19),-2.45961 # DEPENDENCYPART_ARC
(14,20),-1.88744 # DEPENDENCYPART_ARC
(14,21),-2.81042 # DEPENDENCYPART_ARC
(14,22),-1.84643 # DEPENDENCYPART_ARC
(15,1),-0.794268 # DEPENDENCYPART_ARC
(15,2),0.3372 # DEPENDENCYPART_ARC
(15,3),-1.04597 # DEPENDENCYPART_ARC
(15,4),-0.680506 # DEPENDENCYPART_ARC
(15,5),0.217065 # DEPENDENCYPART_ARC
(15,6),-0.342515 # DEPENDENCYPART_ARC
(15,7),0.0483838 # DEPENDENCYPART_ARC
(15,8),-0.233389 # DEPENDENCYPART_ARC
(15,9),0.589697 # DEPENDENCYPART_ARC
(15,10),0.431709 # DEPENDENCYPART_ARC
(15,11),0.151343 # DEPENDENCYPART_ARC
(15,12),0.173246 # DEPENDENCYPART_ARC
(15,13),0.858421 # DEPENDENCYPART_ARC
(15,14),1.13764 # DEPENDENCYPART_ARC
(15,16),1.13086 # DEPENDENCYPART_ARC
(15,17),-0.750828 # DEPENDENCYPART_ARC
(15,18),-0.322099 # DEPENDENCYPART_ARC
(15,19),-0.912828 # DEPENDENCYPART_ARC
(15,20),-0.274478 # DEPENDENCYPART_ARC
(15,21),-1.33729 # DEPENDENCYPART_ARC
(15,22),2.10265 # DEPENDENCYPART_ARC
(16,1),-1.57973 # DEPENDENCYPART_ARC
(16,2),-1.6582 # DEPENDENCYPART_ARC
(16,3),-1.88526 # DEPENDENCYPART_ARC
(16,4),-3.61103 # DEPENDENCYPART_ARC
(16,5),-0.915968 # DEPENDENCYPART_ARC
(16,6),-1.52272 # DEPENDENCYPART_ARC
(16,7),-2.58889 # DEPENDENCYPART_ARC
(16,8),0.187604 # DEPENDENCYPART_ARC
(16,9),-0.623043 # DEPENDENCYPART_ARC
(16,10),-1.76738 # DEPENDENCYPART_ARC
(16,11),-0.504207 # DEPENDENCYPART_ARC
(16,12),-1.25265 # DEPENDENCYPART_ARC
(16,13),-1.8921 # DEPENDENCYPART_ARC
(16,14),-0.0655536 # DEPENDENCYPART_ARC
(16,15),-0.356409 # DEPENDENCYPART_ARC
(16,17),0.578993 # DEPENDENCYPART_ARC
(16,18),0.367995 # DEPENDENCYPART_ARC
(16,19),1.58503 # DEPENDENCYPART_ARC
(16,20),1.09196 # DEPENDENCYPART_ARC
(16,21),3.43592 # DEPENDENCYPART_ARC
(16,22),1.76021 # DEPENDENCYPART_ARC
(17,1),-2.93041 # DEPENDENCYPART_ARC
(17,2),-2.89054 # DEPENDENCYPART_ARC
(17,3),-2.14974 # DEPENDENCYPART_ARC
(17,4),-3.46038 # DEPENDENCYPART_ARC
(17,5),-1.79533 # DEPENDENCYPART_ARC
(17,6),-2.05928 # DEPENDENCYPART_ARC
(17,7),-2.18105 # DEPENDENCYPART_ARC
(17,8),-3.14696 # DEPENDENCYPART_ARC
(17,9),-1.85187 # DEPENDENCYPART_ARC
(17,10),-2.77526 # DEPENDENCYPART_ARC
(17,11),-2.46877 # DEPENDENCYPART_ARC
(17,12),-1.83957 # DEPENDENCYPART_ARC
(17,13),-3.08639 # DEPENDENCYPART_ARC
(17,14),-1.26775 # DEPENDENCYPART_ARC
(17,15),-1.38386 # DEPENDENCYPART_ARC
(17,16),-0.859583 # DEPENDENCYPART_ARC
(17,18),0.476089 # DEPENDENCYPART_ARC
(17,19),-0.414222 # DEPENDENCYPART_ARC
(17,20),-0.615964 # DEPENDENCYPART_ARC
(17,21),-1.3286 # DEPENDENCYPART_ARC
(17,22),-1.3921 # DEPENDENCYPART_ARC
(18,1),-2.48663 # DEPENDENCYPART_ARC
(18,2),-1.65007 # DEPENDENCYPART_ARC
(18,3),-2.35434 # DEPENDENCYPART_ARC
(18,4),-3.99394 # DEPENDENCYPART_ARC
(18,5),-1.78074 # DEPENDENCYPART_ARC
(18,6),-1.76316 # DEPENDENCYPART_ARC
(18,7),-2.2473 # DEPENDENCYPART_ARC
(18,8),-2.5995 # DEPENDENCYPART_ARC
(18,9),-1.1548 # DEPENDENCYPART_ARC
(18,10),-2.13019 # DEPENDENCYPART_ARC
(18,11),-1.61157 # DEPENDENCYPART_ARC
(18,12),-1.24726 # DEPENDENCYPART_ARC
(18,13),-2.87941 # DEPENDENCYPART_ARC
(18,14),-0.811277 # DEPENDENCYPART_ARC
(18,15),-0.867839 # DEPENDENCYPART_ARC
(18,16),0.448076 # DEPENDENCYPART_ARC
(18,17),1.1254 # DEPENDENCYPART_ARC
(18,19),-0.768036 # DEPENDENCYPART_ARC
(18,20),-0.96801 # DEPENDENCYPART_ARC
(18,21),-1.92397 # DEPENDENCYPART_ARC
(18,22),-1.07634 # DEPENDENCYPART_ARC
(19,1),-2.10889 # DEPENDENCYPART_ARC
(19,2),-2.69427 # DEPENDENCYPART_ARC
(19,3),-2.29547 # DEPENDENCYPART_ARC
(19,4),-4.17348 # DEPENDENCYPART_ARC
(19,5),-2.31742 # DEPENDENCYPART_ARC
(19,6),-1.17259 # DEPENDENCYPART_ARC
(19,7),-0.853741 # DEPENDENCYPART_ARC
(19,8),-3.99475 # DEPENDENCYPART_ARC
(19,9),-1.5483 # DEPENDENCYPART_ARC
(19,10),-1.30433 # DEPENDENCYPART_ARC
(19,11),-2.24853 # DEPENDENCYPART_ARC
(19,12),-0.0303814 # DEPENDENCYPART_ARC
(19,13),-2.2903 # DEPENDENCYPART_ARC
(19,14),-1.20675 # DEPENDENCYPART_ARC
(19,15),-0.841106 # DEPENDENCYPART_ARC
(19,16),-0.33872 # DEPENDENCYPART_ARC
(19,17),3.1288 # DEPENDENCYPART_ARC
(19,18),3.93319 # DEPENDENCYPART_ARC
(19,20),-0.436243 # DEPENDENCYPART_ARC
(19,21),-1.49978 # DEPENDENCYPART_ARC
(19,22),-0.0421992 # DEPENDENCYPART_ARC
(20,1),-1.64563 # DEPENDENCYPART_ARC
(20,2),-1.08868 # DEPENDENCYPART_ARC
(20,3),-1.59627 # DEPENDENCYPART_ARC
(20,4),-1.4522 # DEPENDENCYPART_ARC
(20,5),-0.707821 # DEPENDENCYPART_ARC
(20,6),-1.34093 # DEPENDENCYPART_ARC
(20,7),-0.850669 # DEPENDENCYPART_ARC
(20,8),-1.12801 # DEPENDENCYPART_ARC
(20,9),-0.481371 # DEPENDENCYPART_ARC
(20,10),-1.08613 # DEPENDENCYPART_ARC
(20,11),-0.434297 # DEPENDENCYPART_ARC
(20,12),-0.944891 # DEPENDENCYPART_ARC
(20,13),-0.691939 # DEPENDENCYPART_ARC
(20,14),-0.0826031 # DEPENDENCYPART_ARC
(20,15),-0.494521 # DEPENDENCYPART_ARC
(20,16),-0.250106 # DEPENDENCYPART_ARC
(20,17),-0.0694976 # DEPENDENCYPART_ARC
(20,18),0.103086 # DEPENDENCYPART_ARC
(20,19),0.634607 # DEPENDENCYPART_ARC
(20,21),0.0917568 # DEPENDENCYPART_ARC
(20,22),0.0857733 # DEPENDENCYPART_ARC
(21,1),-3.11132 # DEPENDENCYPART_ARC
(21,2),-3.25014 # DEPENDENCYPART_ARC
(21,3),-3.91752 # DEPENDENCYPART_ARC
(21,4),-1.82386 # DEPENDENCYPART_ARC
(21,5),-1.77539 # DEPENDENCYPART_ARC
(21,6),-3.3243 # DEPENDENCYPART_ARC
(21,7),-2.0304 # DEPENDENCYPART_ARC
(21,8),-3.20845 # DEPENDENCYPART_ARC
(21,9),-1.35636 # DEPENDENCYPART_ARC
(21,10),-2.04768 # DEPENDENCYPART_ARC
(21,11),-3.15793 # DEPENDENCYPART_ARC
(21,12),-1.69564 # DEPENDENCYPART_ARC
(21,13),0.361343 # DEPENDENCYPART_ARC
(21,14),-0.412119 # DEPENDENCYPART_ARC
(21,15),-0.56197 # DEPENDENCYPART_ARC
(21,16),-0.725144 # DEPENDENCYPART_ARC
(21,17),0.234709 # DEPENDENCYPART_ARC
(21,18),1.0208 # DEPENDENCYPART_ARC
(21,19),3.04744 # DEPENDENCYPART_ARC
(21,20),1.58376 # DEPENDENCYPART_ARC
(21,22),0.597197 # DEPENDENCYPART_ARC
(22,1),-3.67799 # DEPENDENCYPART_ARC
(22,2),-3.48025 # DEPENDENCYPART_ARC
(22,3),-3.23004 # DEPENDENCYPART_ARC
(22,4),-4.36351 # DEPENDENCYPART_ARC
(22,5),-2.94492 # DEPENDENCYPART_ARC
(22,6),-3.1586 # DEPENDENCYPART_ARC
(22,7),-3.45491 # DEPENDENCYPART_ARC
(22,8),-4.23809 # DEPENDENCYPART_ARC
(22,9),-2.96998 # DEPENDENCYPART_ARC
(22,10),-3.34909 # DEPENDENCYPART_ARC
(22,11),-3.19239 # DEPENDENCYPART_ARC
(22,12),-2.94381 # DEPENDENCYPART_ARC
(22,13),-3.91907 # DEPENDENCYPART_ARC
(22,14),-2.60344 # DEPENDENCYPART_ARC
(22,15),-2.63696 # DEPENDENCYPART_ARC
(22,16),-2.71843 # DEPENDENCYPART_ARC
(22,17),-2.52014 # DEPENDENCYPART_ARC
(22,18),-2.6009 # DEPENDENCYPART_ARC
(22,19),-3.13049 # DEPENDENCYPART_ARC
(22,20),-1.97238 # DEPENDENCYPART_ARC
(22,21),-2.39572 # DEPENDENCYPART_ARC
