# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,20,11,24,23,24,20,11,
(12,6),-0.227756 # DEPENDENCYPART_ARC
(12,7),-0.745263 # DEPENDENCYPART_ARC
(12,8),-0.298392 # DEPENDENCYPART_ARC
(12,9),-0.0300215 # DEPENDENCYPART_ARC
(12,10),0.462617 # DEPENDENCYPART_ARC
(12,11),0.506792 # DEPENDENCYPART_ARC
(12,13),-0.528719 # DEPENDENCYPART_ARC
(12,14),-0.146105 # DEPENDENCYPART_ARC
(12,15),-0.293523 # DEPENDENCYPART_ARC
(12,16),-0.365215 # DEPENDENCYPART_ARC
(12,17),0.0671176 # DEPENDENCYPART_ARC
(12,18),-0.0444029 # DEPENDENCYPART_ARC
(12,19),-0.957691 # DEPENDENCYPART_ARC
(12,20),-0.247215 # DEPENDENCYPART_ARC
(12,21),-0.56829 # DEPENDENCYPART_ARC
(12,22),-0.723286 # DEPENDENCYPART_ARC
(12,23),-1.10829 # DEPENDENCYPART_ARC
(12,24),-1.24166 # DEPENDENCYPART_ARC
(12,25),-0.0057988 # DEPENDENCYPART_ARC
(13,1),-2.53639 # DEPENDENCYPART_ARC
(13,2),-0.981572 # DEPENDENCYPART_ARC
(13,3),-1.31272 # DEPENDENCYPART_ARC
(13,4),-1.58365 # DEPENDENCYPART_ARC
(13,5),-2.31453 # DEPENDENCYPART_ARC
(13,6),-1.62432 # DEPENDENCYPART_ARC
(13,7),-1.12454 # DEPENDENCYPART_ARC
(13,8),-2.03597 # DEPENDENCYPART_ARC
(13,9),-0.944344 # DEPENDENCYPART_ARC
(13,10),-0.896674 # DEPENDENCYPART_ARC
(13,11),-0.752664 # DEPENDENCYPART_ARC
(13,12),0.0407854 # DEPENDENCYPART_ARC
(13,14),0.412742 # DEPENDENCYPART_ARC
(13,15),-0.12456 # DEPENDENCYPART_ARC
(13,16),-0.0909164 # DEPENDENCYPART_ARC
(13,17),-0.990529 # DEPENDENCYPART_ARC
(13,18),-0.313016 # DEPENDENCYPART_ARC
(13,19),-1.39148 # DEPENDENCYPART_ARC
(13,20),-0.819901 # DEPENDENCYPART_ARC
(13,21),-0.978801 # DEPENDENCYPART_ARC
(13,22),-0.801872 # DEPENDENCYPART_ARC
(13,23),-1.19574 # DEPENDENCYPART_ARC
(13,24),-0.950096 # DEPENDENCYPART_ARC
(13,25),-1.1778 # DEPENDENCYPART_ARC
(14,1),-2.19019 # DEPENDENCYPART_ARC
(14,2),-1.28993 # DEPENDENCYPART_ARC
(14,3),-1.77126 # DEPENDENCYPART_ARC
(14,4),-2.1326 # DEPENDENCYPART_ARC
(14,5),-1.85514 # DEPENDENCYPART_ARC
(14,6),-2.93076 # DEPENDENCYPART_ARC
(14,7),-1.45382 # DEPENDENCYPART_ARC
(14,8),-2.64731 # DEPENDENCYPART_ARC
(14,9),-1.00805 # DEPENDENCYPART_ARC
(14,10),-0.890591 # DEPENDENCYPART_ARC
(14,11),-0.60762 # DEPENDENCYPART_ARC
(14,12),0.142128 # DEPENDENCYPART_ARC
(14,13),0.931667 # DEPENDENCYPART_ARC
(14,15),-0.0804704 # DEPENDENCYPART_ARC
(14,16),-0.504441 # DEPENDENCYPART_ARC
(14,17),-0.751055 # DEPENDENCYPART_ARC
(14,18),-0.0728063 # DEPENDENCYPART_ARC
(14,19),-1.08361 # DEPENDENCYPART_ARC
(14,20),-0.788747 # DEPENDENCYPART_ARC
(14,21),-0.75924 # DEPENDENCYPART_ARC
(14,22),-0.638503 # DEPENDENCYPART_ARC
(14,23),-1.33486 # DEPENDENCYPART_ARC
(14,24),-1.21272 # DEPENDENCYPART_ARC
(14,25),-0.0620071 # DEPENDENCYPART_ARC
(15,1),-1.92776 # DEPENDENCYPART_ARC
(15,2),-1.0535 # DEPENDENCYPART_ARC
(15,3),-0.347368 # DEPENDENCYPART_ARC
(15,4),-1.37528 # DEPENDENCYPART_ARC
(15,5),-1.57166 # DEPENDENCYPART_ARC
(15,6),-1.70463 # DEPENDENCYPART_ARC
(15,7),-0.350618 # DEPENDENCYPART_ARC
(15,8),-0.937939 # DEPENDENCYPART_ARC
(15,9),-0.448545 # DEPENDENCYPART_ARC
(15,10),-0.261131 # DEPENDENCYPART_ARC
(15,11),-0.842044 # DEPENDENCYPART_ARC
(15,12),0.404451 # DEPENDENCYPART_ARC
(15,13),0.860344 # DEPENDENCYPART_ARC
(15,14),0.634501 # DEPENDENCYPART_ARC
(15,16),-0.277321 # DEPENDENCYPART_ARC
(15,17),-0.739682 # DEPENDENCYPART_ARC
(15,18),-0.326369 # DEPENDENCYPART_ARC
(15,19),-0.987581 # DEPENDENCYPART_ARC
(15,20),-0.862559 # DEPENDENCYPART_ARC
(15,21),-1.05435 # DEPENDENCYPART_ARC
(15,22),-1.10236 # DEPENDENCYPART_ARC
(15,23),-1.21286 # DEPENDENCYPART_ARC
(15,24),-1.22859 # DEPENDENCYPART_ARC
(15,25),-0.442627 # DEPENDENCYPART_ARC
(16,1),-1.53185 # DEPENDENCYPART_ARC
(16,2),-0.283753 # DEPENDENCYPART_ARC
(16,3),-1.14403 # DEPENDENCYPART_ARC
(16,4),-1.3485 # DEPENDENCYPART_ARC
(16,5),-1.1302 # DEPENDENCYPART_ARC
(16,6),-2.29387 # DEPENDENCYPART_ARC
(16,7),-0.734552 # DEPENDENCYPART_ARC
(16,8),-2.0303 # DEPENDENCYPART_ARC
(16,9),-0.162476 # DEPENDENCYPART_ARC
(16,10),-0.135675 # DEPENDENCYPART_ARC
(16,11),-0.0509218 # DEPENDENCYPART_ARC
(16,12),0.534678 # DEPENDENCYPART_ARC
(16,13),0.55179 # DEPENDENCYPART_ARC
(16,14),0.796495 # DEPENDENCYPART_ARC
(16,15),2.86935 # DEPENDENCYPART_ARC
(16,17),-0.793405 # DEPENDENCYPART_ARC
(16,18),-0.36495 # DEPENDENCYPART_ARC
(16,19),-1.42046 # DEPENDENCYPART_ARC
(16,20),-1.17683 # DEPENDENCYPART_ARC
(16,21),-1.18202 # DEPENDENCYPART_ARC
(16,22),-0.92524 # DEPENDENCYPART_ARC
(16,23),-1.75939 # DEPENDENCYPART_ARC
(16,24),-1.65544 # DEPENDENCYPART_ARC
(16,25),-0.607855 # DEPENDENCYPART_ARC
(17,1),-4.30992 # DEPENDENCYPART_ARC
(17,2),-1.5445 # DEPENDENCYPART_ARC
(17,3),-0.75908 # DEPENDENCYPART_ARC
(17,4),-0.744196 # DEPENDENCYPART_ARC
(17,5),-4.70636 # DEPENDENCYPART_ARC
(17,6),-3.16297 # DEPENDENCYPART_ARC
(17,7),-0.0493135 # DEPENDENCYPART_ARC
(17,8),-3.38344 # DEPENDENCYPART_ARC
(17,9),-1.07297 # DEPENDENCYPART_ARC
(17,10),-0.121162 # DEPENDENCYPART_ARC
(17,11),-0.76861 # DEPENDENCYPART_ARC
(17,12),-0.155308 # DEPENDENCYPART_ARC
(17,13),2.02821 # DEPENDENCYPART_ARC
(17,14),2.05346 # DEPENDENCYPART_ARC
(17,15),1.69852 # DEPENDENCYPART_ARC
(17,16),3.682 # DEPENDENCYPART_ARC
(17,18),0.235793 # DEPENDENCYPART_ARC
(17,19),-1.37671 # DEPENDENCYPART_ARC
(17,20),-0.552911 # DEPENDENCYPART_ARC
(17,21),-0.717747 # DEPENDENCYPART_ARC
(17,22),-0.923718 # DEPENDENCYPART_ARC
(17,23),-1.3661 # DEPENDENCYPART_ARC
(17,24),-1.57146 # DEPENDENCYPART_ARC
(17,25),-0.158411 # DEPENDENCYPART_ARC
(18,1),-3.42399 # DEPENDENCYPART_ARC
(18,2),-2.32078 # DEPENDENCYPART_ARC
(18,3),-2.3567 # DEPENDENCYPART_ARC
(18,4),-2.71594 # DEPENDENCYPART_ARC
(18,5),-3.35157 # DEPENDENCYPART_ARC
(18,6),-2.67662 # DEPENDENCYPART_ARC
(18,7),-2.21532 # DEPENDENCYPART_ARC
(18,8),-3.3621 # DEPENDENCYPART_ARC
(18,9),-2.00609 # DEPENDENCYPART_ARC
(18,10),-2.2302 # DEPENDENCYPART_ARC
(18,11),-2.19719 # DEPENDENCYPART_ARC
(18,12),-1.8639 # DEPENDENCYPART_ARC
(18,13),-1.79487 # DEPENDENCYPART_ARC
(18,14),-2.01928 # DEPENDENCYPART_ARC
(18,15),-1.62406 # DEPENDENCYPART_ARC
(18,16),-1.58653 # DEPENDENCYPART_ARC
(18,17),-1.67224 # DEPENDENCYPART_ARC
(18,19),-1.52897 # DEPENDENCYPART_ARC
(18,20),-1.29965 # DEPENDENCYPART_ARC
(18,21),-1.51051 # DEPENDENCYPART_ARC
(18,22),-1.51253 # DEPENDENCYPART_ARC
(18,23),-2.32763 # DEPENDENCYPART_ARC
(18,24),-1.85488 # DEPENDENCYPART_ARC
(18,25),-1.53548 # DEPENDENCYPART_ARC
(19,1),-5.59637 # DEPENDENCYPART_ARC
(19,2),-1.5119 # DEPENDENCYPART_ARC
(19,3),-1.72458 # DEPENDENCYPART_ARC
(19,4),-1.65057 # DEPENDENCYPART_ARC
(19,5),-5.80734 # DEPENDENCYPART_ARC
(19,6),-3.794 # DEPENDENCYPART_ARC
(19,7),-0.616942 # DEPENDENCYPART_ARC
(19,8),-3.72348 # DEPENDENCYPART_ARC
(19,9),-0.72479 # DEPENDENCYPART_ARC
(19,10),-0.344363 # DEPENDENCYPART_ARC
(19,11),-1.73038 # DEPENDENCYPART_ARC
(19,12),-0.397856 # DEPENDENCYPART_ARC
(19,13),0.989283 # DEPENDENCYPART_ARC
(19,14),0.978672 # DEPENDENCYPART_ARC
(19,15),0.512129 # DEPENDENCYPART_ARC
(19,16),1.22855 # DEPENDENCYPART_ARC
(19,17),-2.01567 # DEPENDENCYPART_ARC
(19,18),0.773547 # DEPENDENCYPART_ARC
(19,20),-0.744905 # DEPENDENCYPART_ARC
(19,21),-0.813924 # DEPENDENCYPART_ARC
(19,22),-0.824484 # DEPENDENCYPART_ARC
(19,23),-0.867645 # DEPENDENCYPART_ARC
(19,24),-1.66057 # DEPENDENCYPART_ARC
(19,25),-0.45457 # DEPENDENCYPART_ARC
(20,1),0.177631 # DEPENDENCYPART_ARC
(20,2),-0.147923 # DEPENDENCYPART_ARC
(20,3),-1.38824 # DEPENDENCYPART_ARC
(20,4),-0.430624 # DEPENDENCYPART_ARC
(20,5),0.261995 # DEPENDENCYPART_ARC
(20,6),-0.00785238 # DEPENDENCYPART_ARC
(20,7),-1.1184 # DEPENDENCYPART_ARC
(20,8),-0.13501 # DEPENDENCYPART_ARC
(20,9),0.502078 # DEPENDENCYPART_ARC
(20,10),-0.0206226 # DEPENDENCYPART_ARC
(20,11),0.601121 # DEPENDENCYPART_ARC
(20,12),-0.00165074 # DEPENDENCYPART_ARC
(20,13),0.256445 # DEPENDENCYPART_ARC
(20,14),0.113489 # DEPENDENCYPART_ARC
(20,15),0.300068 # DEPENDENCYPART_ARC
(20,16),0.289122 # DEPENDENCYPART_ARC
(20,17),0.0403795 # DEPENDENCYPART_ARC
(20,18),0.892104 # DEPENDENCYPART_ARC
(20,19),0.57169 # DEPENDENCYPART_ARC
(20,21),-0.110261 # DEPENDENCYPART_ARC
(20,22),-0.192644 # DEPENDENCYPART_ARC
(20,23),-0.0564993 # DEPENDENCYPART_ARC
(20,24),-0.00223306 # DEPENDENCYPART_ARC
(20,25),1.24487 # DEPENDENCYPART_ARC
