# _root_ — 1997 telén a szponzorokkal megállapodtunk , hogy a ' 98-as szezonra egy F2-es Opel_Astrát vásárolunk , amit egy jó nevű német cég készít fel a versenyekre — nyilatkozta az újdonsült bronzérmes .
#goldHeads=29,3,6,5,6,29,6,6,12,12,12,16,15,15,16,6,16,24,23,21,23,23,24,16,24,27,24,29,0,32,32,29,29,
#predictedHeads=29,3,6,5,6,29,29,6,12,12,12,16,14,15,16,29,16,24,23,21,23,23,24,29,24,27,24,29,0,32,32,29,29,
(2,33),1.18656 # DEPENDENCYPART_ARC
(3,1),0.172588 # DEPENDENCYPART_ARC
(3,2),3.25949 # DEPENDENCYPART_ARC
(3,4),-0.566987 # DEPENDENCYPART_ARC
(3,5),0.50805 # DEPENDENCYPART_ARC
(3,6),-0.403148 # DEPENDENCYPART_ARC
(3,7),-0.0197381 # DEPENDENCYPART_ARC
(3,8),-0.547693 # DEPENDENCYPART_ARC
(3,9),-0.912302 # DEPENDENCYPART_ARC
(3,10),-0.0710721 # DEPENDENCYPART_ARC
(3,11),-1.21541 # DEPENDENCYPART_ARC
(3,12),-1.269 # DEPENDENCYPART_ARC
(3,13),-0.639107 # DEPENDENCYPART_ARC
(3,14),-0.467409 # DEPENDENCYPART_ARC
(3,15),-1.33168 # DEPENDENCYPART_ARC
(3,16),-1.41066 # DEPENDENCYPART_ARC
(3,17),-0.176108 # DEPENDENCYPART_ARC
(3,18),-2.05872 # DEPENDENCYPART_ARC
(3,19),-0.813473 # DEPENDENCYPART_ARC
(3,20),-1.49472 # DEPENDENCYPART_ARC
(3,21),-1.44208 # DEPENDENCYPART_ARC
(3,22),-1.29907 # DEPENDENCYPART_ARC
(3,23),-1.28476 # DEPENDENCYPART_ARC
(3,24),-1.27163 # DEPENDENCYPART_ARC
(3,25),-0.634858 # DEPENDENCYPART_ARC
(3,26),-1.46793 # DEPENDENCYPART_ARC
(3,27),-1.40646 # DEPENDENCYPART_ARC
(3,28),-0.428028 # DEPENDENCYPART_ARC
(3,29),-1.44451 # DEPENDENCYPART_ARC
(3,30),-1.52394 # DEPENDENCYPART_ARC
(3,31),-1.88219 # DEPENDENCYPART_ARC
(3,32),-1.71174 # DEPENDENCYPART_ARC
(3,33),1.5271 # DEPENDENCYPART_ARC
(4,1),-0.910833 # DEPENDENCYPART_ARC
(4,2),-1.08239 # DEPENDENCYPART_ARC
(4,3),-1.6742 # DEPENDENCYPART_ARC
(4,5),-0.504888 # DEPENDENCYPART_ARC
(4,6),-0.751506 # DEPENDENCYPART_ARC
(4,7),-0.289397 # DEPENDENCYPART_ARC
(4,8),-0.769945 # DEPENDENCYPART_ARC
(4,9),-0.930105 # DEPENDENCYPART_ARC
(4,10),-0.428763 # DEPENDENCYPART_ARC
(4,11),-1.03813 # DEPENDENCYPART_ARC
(4,12),-1.65651 # DEPENDENCYPART_ARC
(4,13),-1.06918 # DEPENDENCYPART_ARC
(4,14),-0.929754 # DEPENDENCYPART_ARC
(4,15),-1.80059 # DEPENDENCYPART_ARC
(4,16),-1.59915 # DEPENDENCYPART_ARC
(4,17),-0.694552 # DEPENDENCYPART_ARC
(4,18),-1.35327 # DEPENDENCYPART_ARC
(4,19),-1.15617 # DEPENDENCYPART_ARC
(4,20),-1.53772 # DEPENDENCYPART_ARC
(4,21),-1.58725 # DEPENDENCYPART_ARC
(4,22),-1.77101 # DEPENDENCYPART_ARC
(4,23),-1.99658 # DEPENDENCYPART_ARC
(4,24),-1.83129 # DEPENDENCYPART_ARC
(4,25),-1.27673 # DEPENDENCYPART_ARC
(4,26),-1.24094 # DEPENDENCYPART_ARC
(4,27),-2.34787 # DEPENDENCYPART_ARC
(4,28),-0.764328 # DEPENDENCYPART_ARC
(4,29),-2.0572 # DEPENDENCYPART_ARC
(4,30),-1.36843 # DEPENDENCYPART_ARC
(4,31),-2.2943 # DEPENDENCYPART_ARC
(4,32),-2.40888 # DEPENDENCYPART_ARC
(4,33),-2.71927 # DEPENDENCYPART_ARC
(5,1),-0.908865 # DEPENDENCYPART_ARC
(5,2),-0.939841 # DEPENDENCYPART_ARC
(5,3),-1.84482 # DEPENDENCYPART_ARC
(5,4),2.79686 # DEPENDENCYPART_ARC
(5,6),-1.10763 # DEPENDENCYPART_ARC
(5,7),-0.842312 # DEPENDENCYPART_ARC
(5,8),-1.00965 # DEPENDENCYPART_ARC
(5,9),-1.46479 # DEPENDENCYPART_ARC
(5,10),-0.969902 # DEPENDENCYPART_ARC
(5,11),-1.64952 # DEPENDENCYPART_ARC
(5,12),-2.68355 # DEPENDENCYPART_ARC
(5,13),-1.39771 # DEPENDENCYPART_ARC
(5,14),-1.19091 # DEPENDENCYPART_ARC
(5,15),-2.47949 # DEPENDENCYPART_ARC
(5,16),-2.223 # DEPENDENCYPART_ARC
(5,17),-0.972559 # DEPENDENCYPART_ARC
(5,18),-2.14202 # DEPENDENCYPART_ARC
(5,19),-1.58954 # DEPENDENCYPART_ARC
(5,20),-2.07679 # DEPENDENCYPART_ARC
(5,21),-1.94702 # DEPENDENCYPART_ARC
(5,22),-1.82469 # DEPENDENCYPART_ARC
(5,23),-2.92624 # DEPENDENCYPART_ARC
(5,24),-2.04271 # DEPENDENCYPART_ARC
(5,25),-1.51583 # DEPENDENCYPART_ARC
(5,26),-2.01017 # DEPENDENCYPART_ARC
(5,27),-2.89079 # DEPENDENCYPART_ARC
(5,28),-1.27629 # DEPENDENCYPART_ARC
(5,29),-2.02295 # DEPENDENCYPART_ARC
(5,30),-2.07963 # DEPENDENCYPART_ARC
(5,31),-2.39278 # DEPENDENCYPART_ARC
(5,32),-3.50098 # DEPENDENCYPART_ARC
(5,33),0.435519 # DEPENDENCYPART_ARC
(6,1),1.29339 # DEPENDENCYPART_ARC
(6,2),0.12072 # DEPENDENCYPART_ARC
(6,3),3.50257 # DEPENDENCYPART_ARC
(6,4),0.875948 # DEPENDENCYPART_ARC
(6,5),4.17452 # DEPENDENCYPART_ARC
(6,7),1.82447 # DEPENDENCYPART_ARC
(6,8),2.96835 # DEPENDENCYPART_ARC
(6,9),0.218096 # DEPENDENCYPART_ARC
(6,10),0.425199 # DEPENDENCYPART_ARC
(6,11),-0.651124 # DEPENDENCYPART_ARC
(6,12),-0.435661 # DEPENDENCYPART_ARC
(6,13),-0.607434 # DEPENDENCYPART_ARC
(6,14),0.0390982 # DEPENDENCYPART_ARC
(6,15),-1.85346 # DEPENDENCYPART_ARC
(6,16),2.0346 # DEPENDENCYPART_ARC
(6,17),0.805627 # DEPENDENCYPART_ARC
(6,18),-2.29125 # DEPENDENCYPART_ARC
(6,19),-0.782787 # DEPENDENCYPART_ARC
(6,20),-1.79368 # DEPENDENCYPART_ARC
(6,21),-1.77162 # DEPENDENCYPART_ARC
(6,22),-1.59594 # DEPENDENCYPART_ARC
(6,23),-2.75979 # DEPENDENCYPART_ARC
(6,24),0.897285 # DEPENDENCYPART_ARC
(6,25),0.262453 # DEPENDENCYPART_ARC
(6,26),-0.145126 # DEPENDENCYPART_ARC
(6,27),-0.629446 # DEPENDENCYPART_ARC
(6,28),-0.545389 # DEPENDENCYPART_ARC
(6,29),-0.772416 # DEPENDENCYPART_ARC
(6,30),-0.263868 # DEPENDENCYPART_ARC
(6,31),-2.49371 # DEPENDENCYPART_ARC
(6,32),-2.65711 # DEPENDENCYPART_ARC
(6,33),3.1645 # DEPENDENCYPART_ARC
(7,1),-2.49293 # DEPENDENCYPART_ARC
(7,2),-2.87537 # DEPENDENCYPART_ARC
(7,3),-3.28493 # DEPENDENCYPART_ARC
(7,4),-2.37047 # DEPENDENCYPART_ARC
(7,5),-2.8553 # DEPENDENCYPART_ARC
(7,6),-1.52741 # DEPENDENCYPART_ARC
(7,8),-1.43841 # DEPENDENCYPART_ARC
(7,9),-1.75117 # DEPENDENCYPART_ARC
(7,10),-1.501 # DEPENDENCYPART_ARC
(7,11),-1.9688 # DEPENDENCYPART_ARC
(7,12),-2.55345 # DEPENDENCYPART_ARC
(7,13),-2.00604 # DEPENDENCYPART_ARC
(7,14),-1.90699 # DEPENDENCYPART_ARC
(7,15),-2.91127 # DEPENDENCYPART_ARC
(7,16),-2.12253 # DEPENDENCYPART_ARC
(7,17),-1.78648 # DEPENDENCYPART_ARC
(7,18),-2.30934 # DEPENDENCYPART_ARC
(7,19),-2.23638 # DEPENDENCYPART_ARC
(7,20),-2.44194 # DEPENDENCYPART_ARC
(7,21),-2.43939 # DEPENDENCYPART_ARC
(7,22),-2.4246 # DEPENDENCYPART_ARC
(7,23),-3.23093 # DEPENDENCYPART_ARC
(7,24),-2.35331 # DEPENDENCYPART_ARC
(7,25),-2.18193 # DEPENDENCYPART_ARC
(7,26),-2.23567 # DEPENDENCYPART_ARC
(7,27),-3.43095 # DEPENDENCYPART_ARC
(7,28),-2.10225 # DEPENDENCYPART_ARC
(7,29),-2.51295 # DEPENDENCYPART_ARC
(7,30),-2.39959 # DEPENDENCYPART_ARC
(7,31),-2.50144 # DEPENDENCYPART_ARC
(7,32),-3.61129 # DEPENDENCYPART_ARC
(7,33),-2.42209 # DEPENDENCYPART_ARC
(8,1),0.550407 # DEPENDENCYPART_ARC
(8,2),0.350225 # DEPENDENCYPART_ARC
(8,3),0.229007 # DEPENDENCYPART_ARC
(8,4),-0.382656 # DEPENDENCYPART_ARC
(8,5),0.453828 # DEPENDENCYPART_ARC
(8,6),0.913831 # DEPENDENCYPART_ARC
(8,7),1.12509 # DEPENDENCYPART_ARC
(8,9),-0.626901 # DEPENDENCYPART_ARC
(8,10),-0.137103 # DEPENDENCYPART_ARC
(8,11),-0.231027 # DEPENDENCYPART_ARC
(8,12),-1.14683 # DEPENDENCYPART_ARC
(8,13),-0.714148 # DEPENDENCYPART_ARC
(8,14),-0.0351626 # DEPENDENCYPART_ARC
(8,15),-1.17767 # DEPENDENCYPART_ARC
(8,16),0.564727 # DEPENDENCYPART_ARC
(8,17),0.0838658 # DEPENDENCYPART_ARC
(8,18),-1.16985 # DEPENDENCYPART_ARC
(8,19),-0.932049 # DEPENDENCYPART_ARC
(8,20),-0.841703 # DEPENDENCYPART_ARC
(8,21),-0.885253 # DEPENDENCYPART_ARC
(8,22),-0.976162 # DEPENDENCYPART_ARC
(8,23),-1.77702 # DEPENDENCYPART_ARC
(8,24),-0.0754 # DEPENDENCYPART_ARC
(8,25),-0.404705 # DEPENDENCYPART_ARC
(8,26),-1.48857 # DEPENDENCYPART_ARC
(8,27),-2.08554 # DEPENDENCYPART_ARC
(8,28),-1.02642 # DEPENDENCYPART_ARC
(8,29),-0.822097 # DEPENDENCYPART_ARC
(8,30),-1.12127 # DEPENDENCYPART_ARC
(8,31),-1.11506 # DEPENDENCYPART_ARC
(8,32),-2.19741 # DEPENDENCYPART_ARC
(8,33),1.72814 # DEPENDENCYPART_ARC
(9,1),-1.53391 # DEPENDENCYPART_ARC
(9,2),-2.12143 # DEPENDENCYPART_ARC
(9,3),-3.28472 # DEPENDENCYPART_ARC
(9,4),-1.75509 # DEPENDENCYPART_ARC
(9,5),-2.52788 # DEPENDENCYPART_ARC
(9,6),-1.64678 # DEPENDENCYPART_ARC
(9,7),-0.939723 # DEPENDENCYPART_ARC
(9,8),-0.334986 # DEPENDENCYPART_ARC
(9,10),0.426062 # DEPENDENCYPART_ARC
(9,11),0.493307 # DEPENDENCYPART_ARC
(9,12),-0.616162 # DEPENDENCYPART_ARC
(9,13),-0.337584 # DEPENDENCYPART_ARC
(9,14),-0.280824 # DEPENDENCYPART_ARC
(9,15),-0.998281 # DEPENDENCYPART_ARC
(9,16),-0.809464 # DEPENDENCYPART_ARC
(9,17),-0.0954115 # DEPENDENCYPART_ARC
(9,18),-0.792155 # DEPENDENCYPART_ARC
(9,19),-0.576506 # DEPENDENCYPART_ARC
(9,20),-0.754766 # DEPENDENCYPART_ARC
(9,21),-0.834856 # DEPENDENCYPART_ARC
(9,22),-0.926868 # DEPENDENCYPART_ARC
(9,23),-1.49878 # DEPENDENCYPART_ARC
(9,24),-1.19025 # DEPENDENCYPART_ARC
(9,25),-0.646748 # DEPENDENCYPART_ARC
(9,26),-0.654311 # DEPENDENCYPART_ARC
(9,27),-1.71722 # DEPENDENCYPART_ARC
(9,28),-0.191399 # DEPENDENCYPART_ARC
(9,29),-1.35044 # DEPENDENCYPART_ARC
(9,30),-0.7989 # DEPENDENCYPART_ARC
(9,31),-1.39905 # DEPENDENCYPART_ARC
(9,32),-1.81273 # DEPENDENCYPART_ARC
(9,33),-1.88439 # DEPENDENCYPART_ARC
(10,1),-2.35763 # DEPENDENCYPART_ARC
(10,2),-2.70302 # DEPENDENCYPART_ARC
(10,3),-3.22975 # DEPENDENCYPART_ARC
(10,4),-2.37931 # DEPENDENCYPART_ARC
(10,5),-3.08378 # DEPENDENCYPART_ARC
(10,6),-2.27552 # DEPENDENCYPART_ARC
(10,7),-1.71644 # DEPENDENCYPART_ARC
(10,8),-1.68621 # DEPENDENCYPART_ARC
(10,9),-0.795107 # DEPENDENCYPART_ARC
(10,11),-1.0326 # DEPENDENCYPART_ARC
(10,12),-1.48946 # DEPENDENCYPART_ARC
(10,13),-1.42812 # DEPENDENCYPART_ARC
(10,14),-1.36884 # DEPENDENCYPART_ARC
(10,15),-2.10154 # DEPENDENCYPART_ARC
(10,16),-1.54036 # DEPENDENCYPART_ARC
(10,17),-1.31852 # DEPENDENCYPART_ARC
(10,18),-1.87903 # DEPENDENCYPART_ARC
(10,19),-1.72723 # DEPENDENCYPART_ARC
(10,20),-1.85679 # DEPENDENCYPART_ARC
(10,21),-1.90889 # DEPENDENCYPART_ARC
(10,22),-1.97124 # DEPENDENCYPART_ARC
(10,23),-2.68191 # DEPENDENCYPART_ARC
(10,24),-1.85946 # DEPENDENCYPART_ARC
(10,25),-1.68926 # DEPENDENCYPART_ARC
(10,26),-1.79908 # DEPENDENCYPART_ARC
(10,27),-2.68484 # DEPENDENCYPART_ARC
(10,28),-1.61824 # DEPENDENCYPART_ARC
(10,29),-1.84263 # DEPENDENCYPART_ARC
(10,30),-1.92777 # DEPENDENCYPART_ARC
(10,31),-2.06837 # DEPENDENCYPART_ARC
(10,32),-2.87815 # DEPENDENCYPART_ARC
(10,33),-1.93441 # DEPENDENCYPART_ARC
(11,1),-0.569157 # DEPENDENCYPART_ARC
(11,2),-0.707989 # DEPENDENCYPART_ARC
(11,3),-1.51942 # DEPENDENCYPART_ARC
(11,4),-0.740742 # DEPENDENCYPART_ARC
(11,5),-1.07875 # DEPENDENCYPART_ARC
(11,6),-0.340409 # DEPENDENCYPART_ARC
(11,7),0.0344066 # DEPENDENCYPART_ARC
(11,8),0.091877 # DEPENDENCYPART_ARC
(11,9),0.80699 # DEPENDENCYPART_ARC
(11,10),0.676398 # DEPENDENCYPART_ARC
(11,12),-0.00925346 # DEPENDENCYPART_ARC
(11,13),-0.761795 # DEPENDENCYPART_ARC
(11,14),-0.68569 # DEPENDENCYPART_ARC
(11,15),-1.5055 # DEPENDENCYPART_ARC
(11,16),-0.849413 # DEPENDENCYPART_ARC
(11,17),-0.163212 # DEPENDENCYPART_ARC
(11,18),-1.66048 # DEPENDENCYPART_ARC
(11,19),-1.11382 # DEPENDENCYPART_ARC
(11,20),-1.49487 # DEPENDENCYPART_ARC
(11,21),-1.4803 # DEPENDENCYPART_ARC
(11,22),-1.54456 # DEPENDENCYPART_ARC
(11,23),-1.60417 # DEPENDENCYPART_ARC
(11,24),-0.939542 # DEPENDENCYPART_ARC
(11,25),-1.10936 # DEPENDENCYPART_ARC
(11,26),-1.47877 # DEPENDENCYPART_ARC
(11,27),-1.76672 # DEPENDENCYPART_ARC
(11,28),-0.379851 # DEPENDENCYPART_ARC
(11,29),-0.753215 # DEPENDENCYPART_ARC
(11,30),-1.53716 # DEPENDENCYPART_ARC
(11,31),-1.8443 # DEPENDENCYPART_ARC
(11,32),-1.99972 # DEPENDENCYPART_ARC
(11,33),0.54469 # DEPENDENCYPART_ARC
(12,1),-0.602103 # DEPENDENCYPART_ARC
(12,2),-0.396083 # DEPENDENCYPART_ARC
(12,3),-4.18732 # DEPENDENCYPART_ARC
(12,4),0.299562 # DEPENDENCYPART_ARC
(12,5),-2.86986 # DEPENDENCYPART_ARC
(12,6),-1.20326 # DEPENDENCYPART_ARC
(12,7),-0.0387829 # DEPENDENCYPART_ARC
(12,8),-0.166917 # DEPENDENCYPART_ARC
(12,9),2.61529 # DEPENDENCYPART_ARC
(12,10),1.58037 # DEPENDENCYPART_ARC
(12,11),3.62877 # DEPENDENCYPART_ARC
(12,13),0.300211 # DEPENDENCYPART_ARC
(12,14),0.39998 # DEPENDENCYPART_ARC
(12,15),0.444605 # DEPENDENCYPART_ARC
(12,16),-0.121887 # DEPENDENCYPART_ARC
(12,17),0.640873 # DEPENDENCYPART_ARC
(12,18),-1.03372 # DEPENDENCYPART_ARC
(12,19),-0.0950245 # DEPENDENCYPART_ARC
(12,20),-0.300702 # DEPENDENCYPART_ARC
(12,21),-0.108902 # DEPENDENCYPART_ARC
(12,22),-0.00421244 # DEPENDENCYPART_ARC
(12,23),-0.401028 # DEPENDENCYPART_ARC
(12,24),-0.250849 # DEPENDENCYPART_ARC
(12,25),-0.0133695 # DEPENDENCYPART_ARC
(12,26),-0.570043 # DEPENDENCYPART_ARC
(12,27),-0.852168 # DEPENDENCYPART_ARC
(12,28),0.527279 # DEPENDENCYPART_ARC
(12,29),-0.0681432 # DEPENDENCYPART_ARC
(12,30),-0.699896 # DEPENDENCYPART_ARC
(12,31),-0.524102 # DEPENDENCYPART_ARC
(12,32),-0.749342 # DEPENDENCYPART_ARC
(12,33),1.86044 # DEPENDENCYPART_ARC
(13,1),-1.11039 # DEPENDENCYPART_ARC
(13,2),-1.54003 # DEPENDENCYPART_ARC
(13,3),-2.53945 # DEPENDENCYPART_ARC
(13,4),-1.18938 # DEPENDENCYPART_ARC
(13,5),-2.07032 # DEPENDENCYPART_ARC
(13,6),-1.12672 # DEPENDENCYPART_ARC
(13,7),-0.500646 # DEPENDENCYPART_ARC
(13,8),-0.761973 # DEPENDENCYPART_ARC
(13,9),-0.660258 # DEPENDENCYPART_ARC
(13,10),-0.390517 # DEPENDENCYPART_ARC
(13,11),-0.54167 # DEPENDENCYPART_ARC
(13,12),-0.539112 # DEPENDENCYPART_ARC
(13,14),-0.01507 # DEPENDENCYPART_ARC
(13,15),-0.243143 # DEPENDENCYPART_ARC
(13,16),-0.360249 # DEPENDENCYPART_ARC
(13,17),-0.0837458 # DEPENDENCYPART_ARC
(13,18),-0.853802 # DEPENDENCYPART_ARC
(13,19),-0.731183 # DEPENDENCYPART_ARC
(13,20),-0.342312 # DEPENDENCYPART_ARC
(13,21),-0.410381 # DEPENDENCYPART_ARC
(13,22),-0.444501 # DEPENDENCYPART_ARC
(13,23),-1.31655 # DEPENDENCYPART_ARC
(13,24),-0.816458 # DEPENDENCYPART_ARC
(13,25),-0.813171 # DEPENDENCYPART_ARC
(13,26),-0.939313 # DEPENDENCYPART_ARC
(13,27),-1.59725 # DEPENDENCYPART_ARC
(13,28),-0.270763 # DEPENDENCYPART_ARC
(13,29),-0.910468 # DEPENDENCYPART_ARC
(13,30),-0.89875 # DEPENDENCYPART_ARC
(13,31),-0.818485 # DEPENDENCYPART_ARC
(13,32),-1.66747 # DEPENDENCYPART_ARC
(13,33),-0.817322 # DEPENDENCYPART_ARC
(14,1),-0.542038 # DEPENDENCYPART_ARC
(14,2),-0.700935 # DEPENDENCYPART_ARC
(14,3),-1.49372 # DEPENDENCYPART_ARC
(14,4),-0.118 # DEPENDENCYPART_ARC
(14,5),-1.11558 # DEPENDENCYPART_ARC
(14,6),-0.25787 # DEPENDENCYPART_ARC
(14,7),-0.120686 # DEPENDENCYPART_ARC
(14,8),0.0826123 # DEPENDENCYPART_ARC
(14,9),0.677922 # DEPENDENCYPART_ARC
(14,10),0.168619 # DEPENDENCYPART_ARC
(14,11),0.39096 # DEPENDENCYPART_ARC
(14,12),0.325515 # DEPENDENCYPART_ARC
(14,13),2.2663 # DEPENDENCYPART_ARC
(14,15),0.331582 # DEPENDENCYPART_ARC
(14,16),-0.0887803 # DEPENDENCYPART_ARC
(14,17),0.188202 # DEPENDENCYPART_ARC
(14,18),-0.4215 # DEPENDENCYPART_ARC
(14,19),-0.508549 # DEPENDENCYPART_ARC
(14,20),-0.775899 # DEPENDENCYPART_ARC
(14,21),-0.8475 # DEPENDENCYPART_ARC
(14,22),-0.917565 # DEPENDENCYPART_ARC
(14,23),-0.864888 # DEPENDENCYPART_ARC
(14,24),-0.617616 # DEPENDENCYPART_ARC
(14,25),-0.495092 # DEPENDENCYPART_ARC
(14,26),-0.678764 # DEPENDENCYPART_ARC
(14,27),-0.95952 # DEPENDENCYPART_ARC
(14,28),-0.260404 # DEPENDENCYPART_ARC
(14,29),-0.775301 # DEPENDENCYPART_ARC
(14,30),-0.701944 # DEPENDENCYPART_ARC
(14,31),-1.12975 # DEPENDENCYPART_ARC
(14,32),-1.28536 # DEPENDENCYPART_ARC
(14,33),0.00992389 # DEPENDENCYPART_ARC
(15,1),-1.07197 # DEPENDENCYPART_ARC
(15,2),-1.96181 # DEPENDENCYPART_ARC
(15,3),-4.82105 # DEPENDENCYPART_ARC
(15,4),-1.42734 # DEPENDENCYPART_ARC
(15,5),-3.90563 # DEPENDENCYPART_ARC
(15,6),-1.38504 # DEPENDENCYPART_ARC
(15,7),-0.121978 # DEPENDENCYPART_ARC
(15,8),-0.39386 # DEPENDENCYPART_ARC
(15,9),0.577334 # DEPENDENCYPART_ARC
(15,10),0.639715 # DEPENDENCYPART_ARC
(15,11),-0.069017 # DEPENDENCYPART_ARC
(15,12),-1.3786 # DEPENDENCYPART_ARC
(15,13),1.74622 # DEPENDENCYPART_ARC
(15,14),2.423 # DEPENDENCYPART_ARC
(15,16),-0.719909 # DEPENDENCYPART_ARC
(15,17),-0.225164 # DEPENDENCYPART_ARC
(15,18),-1.44137 # DEPENDENCYPART_ARC
(15,19),-0.773466 # DEPENDENCYPART_ARC
(15,20),-0.918973 # DEPENDENCYPART_ARC
(15,21),-0.886956 # DEPENDENCYPART_ARC
