# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,19,13,22,22,19,19,20,22,22,0,22,22,
(1,24),0.435237 # DEPENDENCYPART_ARC
(2,1),0.48639 # DEPENDENCYPART_ARC
(2,3),-0.243459 # DEPENDENCYPART_ARC
(2,4),-0.172479 # DEPENDENCYPART_ARC
(2,5),0.486462 # DEPENDENCYPART_ARC
(2,6),-0.151906 # DEPENDENCYPART_ARC
(2,7),0.681791 # DEPENDENCYPART_ARC
(2,8),-0.799974 # DEPENDENCYPART_ARC
(2,9),-0.792655 # DEPENDENCYPART_ARC
(2,10),-0.952118 # DEPENDENCYPART_ARC
(2,11),0.0701431 # DEPENDENCYPART_ARC
(2,12),0.076932 # DEPENDENCYPART_ARC
(2,13),-0.797577 # DEPENDENCYPART_ARC
(2,14),-0.67152 # DEPENDENCYPART_ARC
(2,15),-0.224299 # DEPENDENCYPART_ARC
(2,16),-0.134714 # DEPENDENCYPART_ARC
(2,17),-1.11451 # DEPENDENCYPART_ARC
(2,18),-0.865969 # DEPENDENCYPART_ARC
(2,19),-1.31559 # DEPENDENCYPART_ARC
(2,20),-0.798612 # DEPENDENCYPART_ARC
(2,21),-0.466776 # DEPENDENCYPART_ARC
(2,22),-1.07445 # DEPENDENCYPART_ARC
(2,23),-1.81083 # DEPENDENCYPART_ARC
(2,24),0.888252 # DEPENDENCYPART_ARC
(3,1),-0.28441 # DEPENDENCYPART_ARC
(3,2),0.901869 # DEPENDENCYPART_ARC
(3,4),0.0368748 # DEPENDENCYPART_ARC
(3,5),-0.12137 # DEPENDENCYPART_ARC
(3,6),-0.252917 # DEPENDENCYPART_ARC
(3,7),0.129998 # DEPENDENCYPART_ARC
(3,8),-0.782042 # DEPENDENCYPART_ARC
(3,9),-0.85419 # DEPENDENCYPART_ARC
(3,10),-0.826614 # DEPENDENCYPART_ARC
(3,11),-0.561871 # DEPENDENCYPART_ARC
(3,12),-0.20145 # DEPENDENCYPART_ARC
(3,13),-0.705747 # DEPENDENCYPART_ARC
(3,14),-0.433579 # DEPENDENCYPART_ARC
(3,15),-0.112039 # DEPENDENCYPART_ARC
(3,16),-0.441197 # DEPENDENCYPART_ARC
(3,17),-0.870786 # DEPENDENCYPART_ARC
(3,18),-0.670053 # DEPENDENCYPART_ARC
(3,19),-1.18782 # DEPENDENCYPART_ARC
(3,20),-0.31954 # DEPENDENCYPART_ARC
(3,21),-0.247073 # DEPENDENCYPART_ARC
(3,22),-0.759363 # DEPENDENCYPART_ARC
(3,23),-1.67317 # DEPENDENCYPART_ARC
(3,24),1.5403 # DEPENDENCYPART_ARC
(4,1),-0.0869962 # DEPENDENCYPART_ARC
(4,2),-0.311044 # DEPENDENCYPART_ARC
(4,3),0.512951 # DEPENDENCYPART_ARC
(4,5),0.370463 # DEPENDENCYPART_ARC
(4,6),-0.341574 # DEPENDENCYPART_ARC
(4,7),0.102903 # DEPENDENCYPART_ARC
(4,8),-0.677111 # DEPENDENCYPART_ARC
(4,9),-0.738073 # DEPENDENCYPART_ARC
(4,10),-0.989734 # DEPENDENCYPART_ARC
(4,11),-0.196093 # DEPENDENCYPART_ARC
(4,12),-0.133781 # DEPENDENCYPART_ARC
(4,13),-0.800979 # DEPENDENCYPART_ARC
(4,14),-0.92105 # DEPENDENCYPART_ARC
(4,15),-0.655065 # DEPENDENCYPART_ARC
(4,16),-0.411836 # DEPENDENCYPART_ARC
(4,17),-1.06923 # DEPENDENCYPART_ARC
(4,18),-1.29567 # DEPENDENCYPART_ARC
(4,19),-1.73757 # DEPENDENCYPART_ARC
(4,20),-0.662009 # DEPENDENCYPART_ARC
(4,21),-0.52847 # DEPENDENCYPART_ARC
(4,22),-0.575473 # DEPENDENCYPART_ARC
(4,23),-1.98201 # DEPENDENCYPART_ARC
(4,24),0.677761 # DEPENDENCYPART_ARC
(5,1),2.36319 # DEPENDENCYPART_ARC
(5,2),2.82377 # DEPENDENCYPART_ARC
(5,3),2.69068 # DEPENDENCYPART_ARC
(5,4),3.45136 # DEPENDENCYPART_ARC
(5,6),3.15572 # DEPENDENCYPART_ARC
(5,7),2.02893 # DEPENDENCYPART_ARC
(5,8),0.775572 # DEPENDENCYPART_ARC
(5,9),0.14893 # DEPENDENCYPART_ARC
(5,10),-0.442701 # DEPENDENCYPART_ARC
(5,11),1.2126 # DEPENDENCYPART_ARC
(5,12),0.907785 # DEPENDENCYPART_ARC
(5,13),-0.57365 # DEPENDENCYPART_ARC
(5,14),-0.614272 # DEPENDENCYPART_ARC
(5,15),0.796209 # DEPENDENCYPART_ARC
(5,16),0.279503 # DEPENDENCYPART_ARC
(5,17),-0.628351 # DEPENDENCYPART_ARC
(5,18),-1.55564 # DEPENDENCYPART_ARC
(5,19),-2.18448 # DEPENDENCYPART_ARC
(5,20),0.227691 # DEPENDENCYPART_ARC
(5,21),-0.129317 # DEPENDENCYPART_ARC
(5,22),0.0287124 # DEPENDENCYPART_ARC
(5,23),-2.05885 # DEPENDENCYPART_ARC
(5,24),2.73117 # DEPENDENCYPART_ARC
(6,1),-0.582498 # DEPENDENCYPART_ARC
(6,2),-0.320719 # DEPENDENCYPART_ARC
(6,3),-0.335641 # DEPENDENCYPART_ARC
(6,4),0.0430816 # DEPENDENCYPART_ARC
(6,5),-0.0161184 # DEPENDENCYPART_ARC
(6,7),-0.262388 # DEPENDENCYPART_ARC
(6,8),-0.806748 # DEPENDENCYPART_ARC
(6,9),-0.884283 # DEPENDENCYPART_ARC
(6,10),-0.81441 # DEPENDENCYPART_ARC
(6,11),-0.028287 # DEPENDENCYPART_ARC
(6,12),-0.475994 # DEPENDENCYPART_ARC
(6,13),-1.1066 # DEPENDENCYPART_ARC
(6,14),-1.29319 # DEPENDENCYPART_ARC
(6,15),-1.10463 # DEPENDENCYPART_ARC
(6,16),-0.70589 # DEPENDENCYPART_ARC
(6,17),-1.3211 # DEPENDENCYPART_ARC
(6,18),-1.63883 # DEPENDENCYPART_ARC
(6,19),-2.28033 # DEPENDENCYPART_ARC
(6,20),-1.01505 # DEPENDENCYPART_ARC
(6,21),-1.15787 # DEPENDENCYPART_ARC
(6,22),-0.662545 # DEPENDENCYPART_ARC
(6,23),-2.3941 # DEPENDENCYPART_ARC
(6,24),0.314818 # DEPENDENCYPART_ARC
(7,1),-2.48627 # DEPENDENCYPART_ARC
(7,2),-2.16944 # DEPENDENCYPART_ARC
(7,3),-2.43519 # DEPENDENCYPART_ARC
(7,4),-1.86049 # DEPENDENCYPART_ARC
(7,5),-1.68359 # DEPENDENCYPART_ARC
(7,6),-0.879078 # DEPENDENCYPART_ARC
(7,8),-1.08229 # DEPENDENCYPART_ARC
(7,9),-1.25541 # DEPENDENCYPART_ARC
(7,10),-1.8318 # DEPENDENCYPART_ARC
(7,11),-1.32494 # DEPENDENCYPART_ARC
(7,12),-1.25416 # DEPENDENCYPART_ARC
(7,13),-1.50179 # DEPENDENCYPART_ARC
(7,14),-1.6988 # DEPENDENCYPART_ARC
(7,15),-1.20031 # DEPENDENCYPART_ARC
(7,16),-1.24659 # DEPENDENCYPART_ARC
(7,17),-1.58426 # DEPENDENCYPART_ARC
(7,18),-1.79949 # DEPENDENCYPART_ARC
(7,19),-2.59968 # DEPENDENCYPART_ARC
(7,20),-1.62702 # DEPENDENCYPART_ARC
(7,21),-1.39012 # DEPENDENCYPART_ARC
(7,22),-1.73975 # DEPENDENCYPART_ARC
(7,23),-2.6767 # DEPENDENCYPART_ARC
(7,24),-1.40794 # DEPENDENCYPART_ARC
(8,1),-0.970802 # DEPENDENCYPART_ARC
(8,2),-0.0461053 # DEPENDENCYPART_ARC
(8,3),-0.923707 # DEPENDENCYPART_ARC
(8,4),-0.474261 # DEPENDENCYPART_ARC
(8,5),0.00418081 # DEPENDENCYPART_ARC
(8,6),-0.1951 # DEPENDENCYPART_ARC
(8,7),-0.245268 # DEPENDENCYPART_ARC
(8,9),-1.08243 # DEPENDENCYPART_ARC
(8,10),-0.549452 # DEPENDENCYPART_ARC
(8,11),0.220682 # DEPENDENCYPART_ARC
(8,12),-0.515371 # DEPENDENCYPART_ARC
(8,13),-1.19245 # DEPENDENCYPART_ARC
(8,14),-0.599535 # DEPENDENCYPART_ARC
(8,15),-0.0311018 # DEPENDENCYPART_ARC
(8,16),-0.213791 # DEPENDENCYPART_ARC
(8,17),-1.32589 # DEPENDENCYPART_ARC
(8,18),-0.69174 # DEPENDENCYPART_ARC
(8,19),-0.688169 # DEPENDENCYPART_ARC
(8,20),-0.389798 # DEPENDENCYPART_ARC
(8,21),-0.371445 # DEPENDENCYPART_ARC
(8,22),-0.67363 # DEPENDENCYPART_ARC
(8,23),-1.09783 # DEPENDENCYPART_ARC
(8,24),0.118496 # DEPENDENCYPART_ARC
(9,1),-1.92744 # DEPENDENCYPART_ARC
(9,2),-0.750044 # DEPENDENCYPART_ARC
(9,3),-1.27066 # DEPENDENCYPART_ARC
(9,4),-1.13573 # DEPENDENCYPART_ARC
(9,5),-0.753696 # DEPENDENCYPART_ARC
(9,6),-0.551566 # DEPENDENCYPART_ARC
(9,7),-1.1279 # DEPENDENCYPART_ARC
(9,8),-0.883046 # DEPENDENCYPART_ARC
(9,10),-0.71398 # DEPENDENCYPART_ARC
(9,11),-0.938067 # DEPENDENCYPART_ARC
(9,12),-0.919548 # DEPENDENCYPART_ARC
(9,13),-1.5837 # DEPENDENCYPART_ARC
(9,14),-1.24631 # DEPENDENCYPART_ARC
(9,15),-0.249168 # DEPENDENCYPART_ARC
(9,16),-0.675258 # DEPENDENCYPART_ARC
(9,17),-1.77151 # DEPENDENCYPART_ARC
(9,18),-1.22522 # DEPENDENCYPART_ARC
(9,19),-0.989014 # DEPENDENCYPART_ARC
(9,20),-0.823477 # DEPENDENCYPART_ARC
(9,21),-0.73316 # DEPENDENCYPART_ARC
(9,22),-1.05224 # DEPENDENCYPART_ARC
(9,23),-1.34832 # DEPENDENCYPART_ARC
(9,24),-0.0655704 # DEPENDENCYPART_ARC
(10,1),-2.06962 # DEPENDENCYPART_ARC
(10,2),-1.1447 # DEPENDENCYPART_ARC
(10,3),-3.93233 # DEPENDENCYPART_ARC
(10,4),-0.677092 # DEPENDENCYPART_ARC
(10,5),-2.35268 # DEPENDENCYPART_ARC
(10,6),-0.387352 # DEPENDENCYPART_ARC
(10,7),-0.437812 # DEPENDENCYPART_ARC
(10,8),-1.34422 # DEPENDENCYPART_ARC
(10,9),3.3803 # DEPENDENCYPART_ARC
(10,11),-0.103226 # DEPENDENCYPART_ARC
(10,12),-0.750144 # DEPENDENCYPART_ARC
(10,13),-1.14967 # DEPENDENCYPART_ARC
(10,14),-1.28376 # DEPENDENCYPART_ARC
(10,15),-0.675194 # DEPENDENCYPART_ARC
(10,16),-0.713567 # DEPENDENCYPART_ARC
(10,17),-1.38889 # DEPENDENCYPART_ARC
(10,18),-1.59002 # DEPENDENCYPART_ARC
(10,19),-1.53429 # DEPENDENCYPART_ARC
(10,20),-0.444185 # DEPENDENCYPART_ARC
(10,21),-0.771729 # DEPENDENCYPART_ARC
(10,22),-1.45962 # DEPENDENCYPART_ARC
(10,23),-1.99133 # DEPENDENCYPART_ARC
(10,24),0.30919 # DEPENDENCYPART_ARC
(11,1),-0.566018 # DEPENDENCYPART_ARC
(11,2),0.401194 # DEPENDENCYPART_ARC
(11,3),0.382663 # DEPENDENCYPART_ARC
(11,4),0.341066 # DEPENDENCYPART_ARC
(11,5),-0.341602 # DEPENDENCYPART_ARC
(11,6),0.659217 # DEPENDENCYPART_ARC
(11,7),0.677669 # DEPENDENCYPART_ARC
(11,8),2.81162 # DEPENDENCYPART_ARC
(11,9),1.63346 # DEPENDENCYPART_ARC
(11,10),3.20567 # DEPENDENCYPART_ARC
(11,12),2.82479 # DEPENDENCYPART_ARC
(11,13),0.369609 # DEPENDENCYPART_ARC
(11,14),0.474426 # DEPENDENCYPART_ARC
(11,15),1.43635 # DEPENDENCYPART_ARC
(11,16),1.34772 # DEPENDENCYPART_ARC
(11,17),-0.203348 # DEPENDENCYPART_ARC
(11,18),-0.574266 # DEPENDENCYPART_ARC
(11,19),0.0312484 # DEPENDENCYPART_ARC
(11,20),1.65938 # DEPENDENCYPART_ARC
(11,21),0.291604 # DEPENDENCYPART_ARC
(11,22),0.371509 # DEPENDENCYPART_ARC
(11,23),-0.397317 # DEPENDENCYPART_ARC
(11,24),1.89479 # DEPENDENCYPART_ARC
(12,1),-1.80062 # DEPENDENCYPART_ARC
(12,2),-0.538347 # DEPENDENCYPART_ARC
(12,3),-1.10012 # DEPENDENCYPART_ARC
(12,4),-1.22367 # DEPENDENCYPART_ARC
(12,5),-0.49564 # DEPENDENCYPART_ARC
(12,6),-0.827071 # DEPENDENCYPART_ARC
(12,7),-0.501113 # DEPENDENCYPART_ARC
(12,8),-1.21131 # DEPENDENCYPART_ARC
(12,9),-1.12743 # DEPENDENCYPART_ARC
(12,10),-1.34581 # DEPENDENCYPART_ARC
(12,11),1.11492 # DEPENDENCYPART_ARC
(12,13),-0.171934 # DEPENDENCYPART_ARC
(12,14),0.326679 # DEPENDENCYPART_ARC
(12,15),0.359405 # DEPENDENCYPART_ARC
(12,16),0.34727 # DEPENDENCYPART_ARC
(12,17),-0.594162 # DEPENDENCYPART_ARC
(12,18),-0.27049 # DEPENDENCYPART_ARC
(12,19),-0.0546029 # DEPENDENCYPART_ARC
(12,20),-0.161666 # DEPENDENCYPART_ARC
(12,21),0.408448 # DEPENDENCYPART_ARC
(12,22),0.359274 # DEPENDENCYPART_ARC
(12,23),-0.496691 # DEPENDENCYPART_ARC
(12,24),1.57969 # DEPENDENCYPART_ARC
(13,1),-2.23325 # DEPENDENCYPART_ARC
(13,2),-1.26015 # DEPENDENCYPART_ARC
(13,3),-1.50881 # DEPENDENCYPART_ARC
(13,4),-1.42465 # DEPENDENCYPART_ARC
(13,5),-1.44625 # DEPENDENCYPART_ARC
(13,6),-1.30115 # DEPENDENCYPART_ARC
(13,7),-0.735686 # DEPENDENCYPART_ARC
(13,8),-1.74473 # DEPENDENCYPART_ARC
(13,9),-1.63462 # DEPENDENCYPART_ARC
(13,10),-2.08841 # DEPENDENCYPART_ARC
(13,11),-0.697839 # DEPENDENCYPART_ARC
(13,12),0.215424 # DEPENDENCYPART_ARC
(13,14),0.830375 # DEPENDENCYPART_ARC
(13,15),0.413492 # DEPENDENCYPART_ARC
(13,16),-0.0847987 # DEPENDENCYPART_ARC
(13,17),-0.243898 # DEPENDENCYPART_ARC
(13,18),0.139522 # DEPENDENCYPART_ARC
(13,19),-0.909346 # DEPENDENCYPART_ARC
(13,20),-0.403067 # DEPENDENCYPART_ARC
(13,21),0.302785 # DEPENDENCYPART_ARC
(13,22),-0.711617 # DEPENDENCYPART_ARC
(13,23),-1.03772 # DEPENDENCYPART_ARC
(13,24),-0.703629 # DEPENDENCYPART_ARC
(14,1),-2.77469 # DEPENDENCYPART_ARC
(14,2),-1.53241 # DEPENDENCYPART_ARC
(14,3),-1.58323 # DEPENDENCYPART_ARC
(14,4),-1.39323 # DEPENDENCYPART_ARC
(14,5),-1.90452 # DEPENDENCYPART_ARC
(14,6),-1.4923 # DEPENDENCYPART_ARC
(14,7),-1.31908 # DEPENDENCYPART_ARC
(14,8),-2.25851 # DEPENDENCYPART_ARC
(14,9),-1.66777 # DEPENDENCYPART_ARC
(14,10),-2.34989 # DEPENDENCYPART_ARC
(14,11),-1.20642 # DEPENDENCYPART_ARC
(14,12),-0.385489 # DEPENDENCYPART_ARC
(14,13),0.731854 # DEPENDENCYPART_ARC
(14,15),-0.0953898 # DEPENDENCYPART_ARC
(14,16),-0.793961 # DEPENDENCYPART_ARC
(14,17),-1.09606 # DEPENDENCYPART_ARC
(14,18),-1.04038 # DEPENDENCYPART_ARC
(14,19),-0.948063 # DEPENDENCYPART_ARC
(14,20),-0.56846 # DEPENDENCYPART_ARC
(14,21),-0.299743 # DEPENDENCYPART_ARC
(14,22),-0.511735 # DEPENDENCYPART_ARC
(14,23),-1.8049 # DEPENDENCYPART_ARC
(14,24),0.116139 # DEPENDENCYPART_ARC
(15,1),-2.75112 # DEPENDENCYPART_ARC
(15,2),-2.32757 # DEPENDENCYPART_ARC
(15,3),-2.8697 # DEPENDENCYPART_ARC
(15,4),-2.52879 # DEPENDENCYPART_ARC
(15,5),-2.63749 # DEPENDENCYPART_ARC
(15,6),-2.36462 # DEPENDENCYPART_ARC
(15,7),-2.03044 # DEPENDENCYPART_ARC
(15,8),-2.45094 # DEPENDENCYPART_ARC
(15,9),-2.37817 # DEPENDENCYPART_ARC
(15,10),-2.85265 # DEPENDENCYPART_ARC
(15,11),-1.99355 # DEPENDENCYPART_ARC
(15,12),-1.44824 # DEPENDENCYPART_ARC
(15,13),-1.18536 # DEPENDENCYPART_ARC
(15,14),-1.09214 # DEPENDENCYPART_ARC
(15,16),-1.25312 # DEPENDENCYPART_ARC
(15,17),-1.56588 # DEPENDENCYPART_ARC
(15,18),-1.69578 # DEPENDENCYPART_ARC
(15,19),-2.29604 # DEPENDENCYPART_ARC
(15,20),-1.54969 # DEPENDENCYPART_ARC
(15,21),-1.44615 # DEPENDENCYPART_ARC
(15,22),-1.83346 # DEPENDENCYPART_ARC
(15,23),-2.72365 # DEPENDENCYPART_ARC
(15,24),-1.73632 # DEPENDENCYPART_ARC
(16,1),-1.16063 # DEPENDENCYPART_ARC
(16,2),0.145878 # DEPENDENCYPART_ARC
(16,3),-0.470849 # DEPENDENCYPART_ARC
(16,4),-0.439532 # DEPENDENCYPART_ARC
(16,5),0.398849 # DEPENDENCYPART_ARC
(16,6),-0.0279003 # DEPENDENCYPART_ARC
(16,7),0.152972 # DEPENDENCYPART_ARC
(16,8),-0.822951 # DEPENDENCYPART_ARC
(16,9),-0.815022 # DEPENDENCYPART_ARC
(16,10),-1.02017 # DEPENDENCYPART_ARC
(16,11),1.08017 # DEPENDENCYPART_ARC
(16,12),0.427714 # DEPENDENCYPART_ARC
(16,13),-0.0465321 # DEPENDENCYPART_ARC
(16,14),-0.175423 # DEPENDENCYPART_ARC
(16,15),1.30014 # DEPENDENCYPART_ARC
(16,17),-0.158164 # DEPENDENCYPART_ARC
(16,18),0.384502 # DEPENDENCYPART_ARC
(16,19),0.270512 # DEPENDENCYPART_ARC
(16,20),0.390618 # DEPENDENCYPART_ARC
(16,21),0.820365 # DEPENDENCYPART_ARC
(16,22),1.35541 # DEPENDENCYPART_ARC
(16,23),-0.193832 # DEPENDENCYPART_ARC
(16,24),2.57794 # DEPENDENCYPART_ARC
(17,1),-2.39533 # DEPENDENCYPART_ARC
(17,2),-1.54204 # DEPENDENCYPART_ARC
(17,3),-1.52915 # DEPENDENCYPART_ARC
(17,4),-1.68913 # DEPENDENCYPART_ARC
(17,5),-2.03821 # DEPENDENCYPART_ARC
(17,6),-1.59813 # DEPENDENCYPART_ARC
(17,7),-0.891572 # DEPENDENCYPART_ARC
(17,8),-2.07095 # DEPENDENCYPART_ARC
(17,9),-2.08099 # DEPENDENCYPART_ARC
(17,10),-2.78658 # DEPENDENCYPART_ARC
(17,11),-1.53112 # DEPENDENCYPART_ARC
(17,12),-0.898528 # DEPENDENCYPART_ARC
(17,13),-0.770757 # DEPENDENCYPART_ARC
(17,14),-0.61371 # DEPENDENCYPART_ARC
(17,15),-0.311281 # DEPENDENCYPART_ARC
(17,16),0.166669 # DEPENDENCYPART_ARC
(17,18),0.626519 # DEPENDENCYPART_ARC
(17,19),-0.194585 # DEPENDENCYPART_ARC
(17,20),-0.202536 # DEPENDENCYPART_ARC
(17,21),-0.012029 # DEPENDENCYPART_ARC
(17,22),-0.802229 # DEPENDENCYPART_ARC
(17,23),-1.00783 # DEPENDENCYPART_ARC
(17,24),-1.07904 # DEPENDENCYPART_ARC
(18,1),-2.80652 # DEPENDENCYPART_ARC
(18,2),-1.7649 # DEPENDENCYPART_ARC
(18,3),-1.94003 # DEPENDENCYPART_ARC
(18,4),-1.60786 # DEPENDENCYPART_ARC
(18,5),-1.83135 # DEPENDENCYPART_ARC
(18,6),-1.72421 # DEPENDENCYPART_ARC
(18,7),-1.72995 # DEPENDENCYPART_ARC
(18,8),-2.48498 # DEPENDENCYPART_ARC
(18,9),-1.88525 # DEPENDENCYPART_ARC
(18,10),-3.30569 # DEPENDENCYPART_ARC
(18,11),-1.47385 # DEPENDENCYPART_ARC
(18,12),-0.828649 # DEPENDENCYPART_ARC
(18,13),-0.696871 # DEPENDENCYPART_ARC
(18,14),-1.18791 # DEPENDENCYPART_ARC
(18,15),-0.362889 # DEPENDENCYPART_ARC
(18,16),-0.511335 # DEPENDENCYPART_ARC
(18,17),1.19093 # DEPENDENCYPART_ARC
(18,19),-0.45872 # DEPENDENCYPART_ARC
(18,20),-0.660758 # DEPENDENCYPART_ARC
(18,21),-0.473709 # DEPENDENCYPART_ARC
(18,22),-0.816846 # DEPENDENCYPART_ARC
(18,23),-1.74697 # DEPENDENCYPART_ARC
(18,24),-0.77509 # DEPENDENCYPART_ARC
(19,1),-3.15974 # DEPENDENCYPART_ARC
(19,2),-1.91887 # DEPENDENCYPART_ARC
(19,3),-4.24274 # DEPENDENCYPART_ARC
(19,4),-1.29912 # DEPENDENCYPART_ARC
(19,5),-2.03319 # DEPENDENCYPART_ARC
(19,6),-1.39396 # DEPENDENCYPART_ARC
(19,7),-2.19105 # DEPENDENCYPART_ARC
(19,8),-3.40917 # DEPENDENCYPART_ARC
(19,9),-0.513795 # DEPENDENCYPART_ARC
(19,10),-2.93177 # DEPENDENCYPART_ARC
(19,11),-1.36875 # DEPENDENCYPART_ARC
(19,12),-0.463912 # DEPENDENCYPART_ARC
(19,13),0.94682 # DEPENDENCYPART_ARC
(19,14),0.812533 # DEPENDENCYPART_ARC
(19,15),0.905737 # DEPENDENCYPART_ARC
(19,16),0.150695 # DEPENDENCYPART_ARC
(19,17),3.12519 # DEPENDENCYPART_ARC
(19,18),3.79411 # DEPENDENCYPART_ARC
(19,20),-0.102323 # DEPENDENCYPART_ARC
(19,21),-0.33983 # DEPENDENCYPART_ARC
(19,22),-0.405571 # DEPENDENCYPART_ARC
(19,23),-1.24618 # DEPENDENCYPART_ARC
(19,24),-0.388377 # DEPENDENCYPART_ARC
(20,1),-1.2011 # DEPENDENCYPART_ARC
(20,2),-1.49339 # DEPENDENCYPART_ARC
(20,3),-0.439 # DEPENDENCYPART_ARC
(20,4),-0.631994 # DEPENDENCYPART_ARC
(20,5),-0.790349 # DEPENDENCYPART_ARC
(20,6),-0.494056 # DEPENDENCYPART_ARC
(20,7),-0.490623 # DEPENDENCYPART_ARC
(20,8),-0.768568 # DEPENDENCYPART_ARC
(20,9),-0.807025 # DEPENDENCYPART_ARC
(20,10),0.0609558 # DEPENDENCYPART_ARC
(20,11),-0.223519 # DEPENDENCYPART_ARC
(20,12),0.593747 # DEPENDENCYPART_ARC
(20,13),0.233656 # DEPENDENCYPART_ARC
(20,14),0.29983 # DEPENDENCYPART_ARC
(20,15),0.635798 # DEPENDENCYPART_ARC
(20,16),1.09226 # DEPENDENCYPART_ARC
(20,17),0.753835 # DEPENDENCYPART_ARC
(20,18),1.17166 # DEPENDENCYPART_ARC
(20,19),4.34028 # DEPENDENCYPART_ARC
(20,21),0.188301 # DEPENDENCYPART_ARC
(20,22),0.097587 # DEPENDENCYPART_ARC
(20,23),-0.745452 # DEPENDENCYPART_ARC
(20,24),-0.136168 # DEPENDENCYPART_ARC
(21,1),-2.27139 # DEPENDENCYPART_ARC
(21,2),-1.87885 # DEPENDENCYPART_ARC
(21,3),-2.36744 # DEPENDENCYPART_ARC
(21,4),-2.04788 # DEPENDENCYPART_ARC
(21,5),-2.18055 # DEPENDENCYPART_ARC
(21,6),-2.00473 # DEPENDENCYPART_ARC
(21,7),-1.61647 # DEPENDENCYPART_ARC
(21,8),-2.00003 # DEPENDENCYPART_ARC
(21,9),-1.99972 # DEPENDENCYPART_ARC
(21,10),-2.57143 # DEPENDENCYPART_ARC
(21,11),-1.73615 # DEPENDENCYPART_ARC
(21,12),-1.19933 # DEPENDENCYPART_ARC
(21,13),-1.31225 # DEPENDENCYPART_ARC
(21,14),-1.75551 # DEPENDENCYPART_ARC
(21,15),-1.03303 # DEPENDENCYPART_ARC
(21,16),-1.17737 # DEPENDENCYPART_ARC
(21,17),-1.10014 # DEPENDENCYPART_ARC
(21,18),-1.26587 # DEPENDENCYPART_ARC
(21,19),-1.40458 # DEPENDENCYPART_ARC
(21,20),-0.265071 # DEPENDENCYPART_ARC
(21,22),-0.675983 # DEPENDENCYPART_ARC
(21,23),-1.23082 # DEPENDENCYPART_ARC
(21,24),-1.00865 # DEPENDENCYPART_ARC
(22,1),-1.4745 # DEPENDENCYPART_ARC
