# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,10,25,24,25,17,10,
(6,22),-1.65944 # DEPENDENCYPART_ARC
(6,23),-2.70249 # DEPENDENCYPART_ARC
(6,24),-2.18071 # DEPENDENCYPART_ARC
(6,25),-2.58345 # DEPENDENCYPART_ARC
(7,1),-0.550757 # DEPENDENCYPART_ARC
(7,2),-0.884837 # DEPENDENCYPART_ARC
(7,3),-0.858396 # DEPENDENCYPART_ARC
(7,4),-1.75784 # DEPENDENCYPART_ARC
(7,5),-0.223252 # DEPENDENCYPART_ARC
(7,6),3.15799 # DEPENDENCYPART_ARC
(7,8),-1.15295 # DEPENDENCYPART_ARC
(7,9),-2.14587 # DEPENDENCYPART_ARC
(7,10),-1.37635 # DEPENDENCYPART_ARC
(7,11),-1.56999 # DEPENDENCYPART_ARC
(7,12),-1.6481 # DEPENDENCYPART_ARC
(7,13),-2.46025 # DEPENDENCYPART_ARC
(7,14),-1.11887 # DEPENDENCYPART_ARC
(7,15),-1.40093 # DEPENDENCYPART_ARC
(7,16),-2.55446 # DEPENDENCYPART_ARC
(7,17),-1.54257 # DEPENDENCYPART_ARC
(7,18),-1.85302 # DEPENDENCYPART_ARC
(7,19),-3.24689 # DEPENDENCYPART_ARC
(7,20),-3.4642 # DEPENDENCYPART_ARC
(7,21),-1.31791 # DEPENDENCYPART_ARC
(7,22),-1.61589 # DEPENDENCYPART_ARC
(7,23),-3.86738 # DEPENDENCYPART_ARC
(7,24),-2.3597 # DEPENDENCYPART_ARC
(7,25),-3.79119 # DEPENDENCYPART_ARC
(7,26),-0.439922 # DEPENDENCYPART_ARC
(8,1),-1.29604 # DEPENDENCYPART_ARC
(8,2),-0.415205 # DEPENDENCYPART_ARC
(8,3),-0.50873 # DEPENDENCYPART_ARC
(8,4),-1.12614 # DEPENDENCYPART_ARC
(8,5),-0.00656568 # DEPENDENCYPART_ARC
(8,6),-0.452736 # DEPENDENCYPART_ARC
(8,7),-0.263109 # DEPENDENCYPART_ARC
(8,9),-0.978653 # DEPENDENCYPART_ARC
(8,10),0.331068 # DEPENDENCYPART_ARC
(8,11),-0.8794 # DEPENDENCYPART_ARC
(8,12),-0.577205 # DEPENDENCYPART_ARC
(8,13),-0.167477 # DEPENDENCYPART_ARC
(8,14),-0.147952 # DEPENDENCYPART_ARC
(8,15),-0.0813869 # DEPENDENCYPART_ARC
(8,16),-0.914488 # DEPENDENCYPART_ARC
(8,17),-1.2969 # DEPENDENCYPART_ARC
(8,18),-1.17759 # DEPENDENCYPART_ARC
(8,19),-0.874973 # DEPENDENCYPART_ARC
(8,20),-1.09995 # DEPENDENCYPART_ARC
(8,21),-0.812352 # DEPENDENCYPART_ARC
(8,22),-0.846458 # DEPENDENCYPART_ARC
(8,23),-1.86904 # DEPENDENCYPART_ARC
(8,24),-1.29045 # DEPENDENCYPART_ARC
(8,25),-1.81005 # DEPENDENCYPART_ARC
(8,26),-0.143499 # DEPENDENCYPART_ARC
(9,1),0.311404 # DEPENDENCYPART_ARC
(9,2),-0.783834 # DEPENDENCYPART_ARC
(9,3),-0.684515 # DEPENDENCYPART_ARC
(9,4),-1.51449 # DEPENDENCYPART_ARC
(9,5),0.0953941 # DEPENDENCYPART_ARC
(9,6),0.80049 # DEPENDENCYPART_ARC
(9,7),-1.1229 # DEPENDENCYPART_ARC
(9,8),0.567599 # DEPENDENCYPART_ARC
(9,10),1.56093 # DEPENDENCYPART_ARC
(9,11),-0.163086 # DEPENDENCYPART_ARC
(9,12),0.770169 # DEPENDENCYPART_ARC
(9,13),0.994343 # DEPENDENCYPART_ARC
(9,14),0.933229 # DEPENDENCYPART_ARC
(9,15),1.22128 # DEPENDENCYPART_ARC
(9,16),3.92578 # DEPENDENCYPART_ARC
(9,17),1.25338 # DEPENDENCYPART_ARC
(9,18),-0.0973012 # DEPENDENCYPART_ARC
(9,19),0.673715 # DEPENDENCYPART_ARC
(9,20),-0.147983 # DEPENDENCYPART_ARC
(9,21),1.50934 # DEPENDENCYPART_ARC
(9,22),0.963032 # DEPENDENCYPART_ARC
(9,23),-0.065207 # DEPENDENCYPART_ARC
(9,24),0.904847 # DEPENDENCYPART_ARC
(9,25),-0.409544 # DEPENDENCYPART_ARC
(9,26),1.04496 # DEPENDENCYPART_ARC
(10,1),-0.93198 # DEPENDENCYPART_ARC
(10,2),-0.679427 # DEPENDENCYPART_ARC
(10,3),-0.518423 # DEPENDENCYPART_ARC
(10,4),0.670164 # DEPENDENCYPART_ARC
(10,5),0.737164 # DEPENDENCYPART_ARC
(10,6),-0.784218 # DEPENDENCYPART_ARC
(10,7),1.30091 # DEPENDENCYPART_ARC
(10,8),2.25573 # DEPENDENCYPART_ARC
(10,9),3.08351 # DEPENDENCYPART_ARC
(10,11),-0.163105 # DEPENDENCYPART_ARC
(10,12),0.472263 # DEPENDENCYPART_ARC
(10,13),2.48087 # DEPENDENCYPART_ARC
(10,14),2.36298 # DEPENDENCYPART_ARC
(10,15),2.93114 # DEPENDENCYPART_ARC
(10,16),1.42764 # DEPENDENCYPART_ARC
(10,17),1.15406 # DEPENDENCYPART_ARC
(10,18),-0.85757 # DEPENDENCYPART_ARC
(10,19),-0.990616 # DEPENDENCYPART_ARC
(10,20),1.54501 # DEPENDENCYPART_ARC
(10,21),1.63571 # DEPENDENCYPART_ARC
(10,22),1.36969 # DEPENDENCYPART_ARC
(10,23),-1.39415 # DEPENDENCYPART_ARC
(10,24),-1.17749 # DEPENDENCYPART_ARC
(10,25),-1.0449 # DEPENDENCYPART_ARC
(10,26),2.67191 # DEPENDENCYPART_ARC
(11,2),-2.29832 # DEPENDENCYPART_ARC
(11,3),-2.21597 # DEPENDENCYPART_ARC
(11,4),-3.28049 # DEPENDENCYPART_ARC
(11,5),-1.83096 # DEPENDENCYPART_ARC
(11,7),-2.94221 # DEPENDENCYPART_ARC
(11,8),-1.62547 # DEPENDENCYPART_ARC
(11,12),0.210219 # DEPENDENCYPART_ARC
(11,13),-0.718665 # DEPENDENCYPART_ARC
(11,14),-0.440582 # DEPENDENCYPART_ARC
(11,19),-1.65164 # DEPENDENCYPART_ARC
(11,20),-2.13734 # DEPENDENCYPART_ARC
(11,21),-0.727539 # DEPENDENCYPART_ARC
(11,22),-1.25696 # DEPENDENCYPART_ARC
(11,23),-2.40855 # DEPENDENCYPART_ARC
(11,24),-1.71555 # DEPENDENCYPART_ARC
(11,25),-2.27338 # DEPENDENCYPART_ARC
(12,1),-2.68215 # DEPENDENCYPART_ARC
(12,2),-2.85787 # DEPENDENCYPART_ARC
(12,3),-3.0944 # DEPENDENCYPART_ARC
(12,4),-3.35594 # DEPENDENCYPART_ARC
(12,5),-1.77395 # DEPENDENCYPART_ARC
(12,6),-2.05834 # DEPENDENCYPART_ARC
(12,7),-2.62746 # DEPENDENCYPART_ARC
(12,8),-1.42948 # DEPENDENCYPART_ARC
(12,9),-2.00697 # DEPENDENCYPART_ARC
(12,10),-1.44935 # DEPENDENCYPART_ARC
(12,11),0.315565 # DEPENDENCYPART_ARC
(12,13),-0.651997 # DEPENDENCYPART_ARC
(12,14),-0.881381 # DEPENDENCYPART_ARC
(12,15),-1.32113 # DEPENDENCYPART_ARC
(12,16),-1.68593 # DEPENDENCYPART_ARC
(12,17),-1.45055 # DEPENDENCYPART_ARC
(12,18),-1.93634 # DEPENDENCYPART_ARC
(12,19),-2.53915 # DEPENDENCYPART_ARC
(12,20),-2.66829 # DEPENDENCYPART_ARC
(12,21),-1.11993 # DEPENDENCYPART_ARC
(12,22),-1.57544 # DEPENDENCYPART_ARC
(12,23),-3.28322 # DEPENDENCYPART_ARC
(12,24),-2.34728 # DEPENDENCYPART_ARC
(12,25),-2.86775 # DEPENDENCYPART_ARC
(12,26),-1.04812 # DEPENDENCYPART_ARC
(13,1),-1.87797 # DEPENDENCYPART_ARC
(13,2),-1.58348 # DEPENDENCYPART_ARC
(13,3),-1.86383 # DEPENDENCYPART_ARC
(13,4),-5.62227 # DEPENDENCYPART_ARC
(13,5),-1.40275 # DEPENDENCYPART_ARC
(13,6),-0.75408 # DEPENDENCYPART_ARC
(13,7),-4.77687 # DEPENDENCYPART_ARC
(13,8),-1.55263 # DEPENDENCYPART_ARC
(13,9),-1.59335 # DEPENDENCYPART_ARC
(13,10),-0.784201 # DEPENDENCYPART_ARC
(13,11),2.68635 # DEPENDENCYPART_ARC
(13,12),3.29414 # DEPENDENCYPART_ARC
(13,14),0.0186539 # DEPENDENCYPART_ARC
(13,15),-1.00293 # DEPENDENCYPART_ARC
(13,16),-1.07793 # DEPENDENCYPART_ARC
(13,17),-0.481742 # DEPENDENCYPART_ARC
(13,18),-1.16674 # DEPENDENCYPART_ARC
(13,19),-1.83516 # DEPENDENCYPART_ARC
(13,20),-1.76297 # DEPENDENCYPART_ARC
(13,21),-0.320877 # DEPENDENCYPART_ARC
(13,22),-0.76243 # DEPENDENCYPART_ARC
(13,23),-2.4155 # DEPENDENCYPART_ARC
(13,24),-1.83137 # DEPENDENCYPART_ARC
(13,25),-2.82129 # DEPENDENCYPART_ARC
(13,26),0.0396148 # DEPENDENCYPART_ARC
(15,1),-1.38098 # DEPENDENCYPART_ARC
(15,2),0.158446 # DEPENDENCYPART_ARC
(15,3),-0.0171116 # DEPENDENCYPART_ARC
(15,4),-1.53026 # DEPENDENCYPART_ARC
(15,5),-0.0231026 # DEPENDENCYPART_ARC
(15,6),-0.934462 # DEPENDENCYPART_ARC
(15,7),-1.02837 # DEPENDENCYPART_ARC
(15,8),0.787784 # DEPENDENCYPART_ARC
(15,9),-0.206545 # DEPENDENCYPART_ARC
(15,10),-0.0614693 # DEPENDENCYPART_ARC
(15,11),-0.187355 # DEPENDENCYPART_ARC
(15,12),0.948772 # DEPENDENCYPART_ARC
(15,13),0.928921 # DEPENDENCYPART_ARC
(15,14),1.13691 # DEPENDENCYPART_ARC
(15,16),1.13904 # DEPENDENCYPART_ARC
(15,17),0.425249 # DEPENDENCYPART_ARC
(15,18),-0.816208 # DEPENDENCYPART_ARC
(15,19),-0.960976 # DEPENDENCYPART_ARC
(15,20),-1.21389 # DEPENDENCYPART_ARC
(15,21),0.0147998 # DEPENDENCYPART_ARC
(15,22),0.16168 # DEPENDENCYPART_ARC
(15,23),-1.78488 # DEPENDENCYPART_ARC
(15,24),-0.878224 # DEPENDENCYPART_ARC
(15,25),-1.99811 # DEPENDENCYPART_ARC
(15,26),1.9756 # DEPENDENCYPART_ARC
(16,1),-2.53793 # DEPENDENCYPART_ARC
(16,2),-3.42188 # DEPENDENCYPART_ARC
(16,3),-3.28247 # DEPENDENCYPART_ARC
(16,4),-1.69908 # DEPENDENCYPART_ARC
(16,5),-1.50946 # DEPENDENCYPART_ARC
(16,6),-2.55342 # DEPENDENCYPART_ARC
(16,7),-1.44946 # DEPENDENCYPART_ARC
(16,8),-1.16328 # DEPENDENCYPART_ARC
(16,9),-2.54673 # DEPENDENCYPART_ARC
(16,10),-1.78123 # DEPENDENCYPART_ARC
(16,11),-1.99767 # DEPENDENCYPART_ARC
(16,12),-2.11176 # DEPENDENCYPART_ARC
(16,13),-1.43663 # DEPENDENCYPART_ARC
(16,14),-0.530979 # DEPENDENCYPART_ARC
(16,15),-1.0884 # DEPENDENCYPART_ARC
(16,17),2.75459 # DEPENDENCYPART_ARC
(16,18),-0.098158 # DEPENDENCYPART_ARC
(16,19),0.638348 # DEPENDENCYPART_ARC
(16,20),1.77593 # DEPENDENCYPART_ARC
(16,21),1.15885 # DEPENDENCYPART_ARC
(16,22),0.964297 # DEPENDENCYPART_ARC
(16,23),-0.848543 # DEPENDENCYPART_ARC
(16,24),-1.19829 # DEPENDENCYPART_ARC
(16,25),0.76444 # DEPENDENCYPART_ARC
(16,26),1.35359 # DEPENDENCYPART_ARC
(17,1),-0.963993 # DEPENDENCYPART_ARC
(17,2),-1.06129 # DEPENDENCYPART_ARC
(17,3),-0.843098 # DEPENDENCYPART_ARC
(17,4),-0.157961 # DEPENDENCYPART_ARC
(17,5),-0.67583 # DEPENDENCYPART_ARC
(17,6),-0.968443 # DEPENDENCYPART_ARC
(17,7),0.194545 # DEPENDENCYPART_ARC
(17,8),-0.515845 # DEPENDENCYPART_ARC
(17,9),0.459258 # DEPENDENCYPART_ARC
(17,10),-0.569079 # DEPENDENCYPART_ARC
(17,11),-0.649361 # DEPENDENCYPART_ARC
(17,12),-0.0202855 # DEPENDENCYPART_ARC
(17,13),-0.794764 # DEPENDENCYPART_ARC
(17,14),0.613447 # DEPENDENCYPART_ARC
(17,15),-0.162876 # DEPENDENCYPART_ARC
(17,16),1.62733 # DEPENDENCYPART_ARC
(17,18),-0.181758 # DEPENDENCYPART_ARC
(17,19),0.504169 # DEPENDENCYPART_ARC
(17,20),3.43582 # DEPENDENCYPART_ARC
(17,21),0.63588 # DEPENDENCYPART_ARC
(17,22),0.3018 # DEPENDENCYPART_ARC
(17,23),0.106584 # DEPENDENCYPART_ARC
(17,24),-0.167779 # DEPENDENCYPART_ARC
(17,25),0.865425 # DEPENDENCYPART_ARC
(17,26),0.440812 # DEPENDENCYPART_ARC
(18,2),-2.50583 # DEPENDENCYPART_ARC
(18,3),-2.45156 # DEPENDENCYPART_ARC
(18,4),-3.71547 # DEPENDENCYPART_ARC
(18,5),-2.25947 # DEPENDENCYPART_ARC
(18,7),-3.6283 # DEPENDENCYPART_ARC
(18,8),-2.12948 # DEPENDENCYPART_ARC
(18,12),-2.24795 # DEPENDENCYPART_ARC
(18,13),-3.42118 # DEPENDENCYPART_ARC
(18,14),-1.64249 # DEPENDENCYPART_ARC
(18,19),-0.501163 # DEPENDENCYPART_ARC
(18,20),-1.15595 # DEPENDENCYPART_ARC
(18,21),-0.49753 # DEPENDENCYPART_ARC
(18,22),-0.999674 # DEPENDENCYPART_ARC
(18,23),-1.76387 # DEPENDENCYPART_ARC
(18,24),-1.22948 # DEPENDENCYPART_ARC
(18,25),-1.88898 # DEPENDENCYPART_ARC
(19,1),-3.72758 # DEPENDENCYPART_ARC
(19,2),-3.69554 # DEPENDENCYPART_ARC
(19,3),-3.93518 # DEPENDENCYPART_ARC
(19,4),-6.24818 # DEPENDENCYPART_ARC
(19,5),-2.44774 # DEPENDENCYPART_ARC
(19,6),-2.06137 # DEPENDENCYPART_ARC
(19,7),-5.5448 # DEPENDENCYPART_ARC
(19,8),-2.67876 # DEPENDENCYPART_ARC
(19,9),-3.48353 # DEPENDENCYPART_ARC
(19,10),-3.02592 # DEPENDENCYPART_ARC
(19,11),-1.1865 # DEPENDENCYPART_ARC
(19,12),-1.66117 # DEPENDENCYPART_ARC
(19,13),-3.47431 # DEPENDENCYPART_ARC
(19,14),-2.02052 # DEPENDENCYPART_ARC
(19,15),-1.83687 # DEPENDENCYPART_ARC
(19,16),-2.42846 # DEPENDENCYPART_ARC
(19,17),0.634803 # DEPENDENCYPART_ARC
(19,18),3.1464 # DEPENDENCYPART_ARC
(19,20),-1.64347 # DEPENDENCYPART_ARC
(19,21),-0.687832 # DEPENDENCYPART_ARC
(19,22),-1.0874 # DEPENDENCYPART_ARC
(19,23),-2.35127 # DEPENDENCYPART_ARC
(19,24),-1.57273 # DEPENDENCYPART_ARC
(19,25),-2.43438 # DEPENDENCYPART_ARC
(19,26),-1.03491 # DEPENDENCYPART_ARC
(20,1),-4.16673 # DEPENDENCYPART_ARC
(20,2),-3.20129 # DEPENDENCYPART_ARC
(20,3),-3.42338 # DEPENDENCYPART_ARC
(20,4),-4.39481 # DEPENDENCYPART_ARC
(20,5),-0.983627 # DEPENDENCYPART_ARC
(20,6),-3.11086 # DEPENDENCYPART_ARC
(20,7),-3.60426 # DEPENDENCYPART_ARC
(20,8),-1.38045 # DEPENDENCYPART_ARC
(20,9),-2.75147 # DEPENDENCYPART_ARC
(20,10),-2.97302 # DEPENDENCYPART_ARC
(20,11),-1.44467 # DEPENDENCYPART_ARC
(20,12),-1.32101 # DEPENDENCYPART_ARC
(20,13),-1.06357 # DEPENDENCYPART_ARC
(20,14),-0.949985 # DEPENDENCYPART_ARC
(20,15),-1.08714 # DEPENDENCYPART_ARC
(20,16),-2.52435 # DEPENDENCYPART_ARC
(20,17),0.431396 # DEPENDENCYPART_ARC
(20,18),1.56516 # DEPENDENCYPART_ARC
(20,19),4.58762 # DEPENDENCYPART_ARC
(20,21),-0.24712 # DEPENDENCYPART_ARC
(20,22),-0.783857 # DEPENDENCYPART_ARC
(20,23),-1.56271 # DEPENDENCYPART_ARC
(20,24),-1.25315 # DEPENDENCYPART_ARC
(20,25),-1.52051 # DEPENDENCYPART_ARC
(20,26),-0.373506 # DEPENDENCYPART_ARC
(22,1),-2.76323 # DEPENDENCYPART_ARC
(22,2),-0.463764 # DEPENDENCYPART_ARC
(22,3),-0.63242 # DEPENDENCYPART_ARC
(22,4),-2.03963 # DEPENDENCYPART_ARC
(22,5),-0.364889 # DEPENDENCYPART_ARC
(22,6),-2.24681 # DEPENDENCYPART_ARC
(22,7),-2.00462 # DEPENDENCYPART_ARC
(22,8),-0.273498 # DEPENDENCYPART_ARC
(22,9),-1.91124 # DEPENDENCYPART_ARC
(22,10),0.0801109 # DEPENDENCYPART_ARC
(22,11),-1.92046 # DEPENDENCYPART_ARC
(22,12),-0.983756 # DEPENDENCYPART_ARC
(22,13),-1.46001 # DEPENDENCYPART_ARC
(22,14),-0.118488 # DEPENDENCYPART_ARC
(22,15),0.10642 # DEPENDENCYPART_ARC
(22,16),0.321073 # DEPENDENCYPART_ARC
(22,17),-0.108106 # DEPENDENCYPART_ARC
(22,18),-0.852357 # DEPENDENCYPART_ARC
(22,19),-0.117166 # DEPENDENCYPART_ARC
(22,20),-0.847289 # DEPENDENCYPART_ARC
(22,21),0.790339 # DEPENDENCYPART_ARC
(22,23),-0.325584 # DEPENDENCYPART_ARC
(22,24),-0.142923 # DEPENDENCYPART_ARC
(22,25),-0.942541 # DEPENDENCYPART_ARC
(22,26),0.519757 # DEPENDENCYPART_ARC
(23,1),-4.37342 # DEPENDENCYPART_ARC
(23,2),-3.0526 # DEPENDENCYPART_ARC
(23,3),-3.16954 # DEPENDENCYPART_ARC
(23,4),-4.19124 # DEPENDENCYPART_ARC
(23,5),-1.73074 # DEPENDENCYPART_ARC
(23,6),-3.08053 # DEPENDENCYPART_ARC
(23,7),-3.5946 # DEPENDENCYPART_ARC
(23,8),-2.00346 # DEPENDENCYPART_ARC
(23,9),-2.99501 # DEPENDENCYPART_ARC
(23,10),-2.87053 # DEPENDENCYPART_ARC
(23,11),-1.75302 # DEPENDENCYPART_ARC
(23,12),-0.937656 # DEPENDENCYPART_ARC
(23,13),-0.301144 # DEPENDENCYPART_ARC
(23,14),-0.556958 # DEPENDENCYPART_ARC
(23,15),-1.23959 # DEPENDENCYPART_ARC
(23,16),-2.856 # DEPENDENCYPART_ARC
(23,17),0.0260889 # DEPENDENCYPART_ARC
(23,18),0.299552 # DEPENDENCYPART_ARC
(23,19),2.95619 # DEPENDENCYPART_ARC
(23,20),-1.62402 # DEPENDENCYPART_ARC
(23,21),1.01881 # DEPENDENCYPART_ARC
(23,22),1.22882 # DEPENDENCYPART_ARC
