# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,23,2,2,7,7,2,9,2,15,12,13,15,15,2,23,23,23,20,21,23,23,0,25,23,23,
(1,20),-1.78914 # DEPENDENCYPART_ARC
(1,21),-1.69998 # DEPENDENCYPART_ARC
(1,22),-0.629654 # DEPENDENCYPART_ARC
(1,23),-0.994604 # DEPENDENCYPART_ARC
(1,24),-2.13161 # DEPENDENCYPART_ARC
(1,25),-2.00153 # DEPENDENCYPART_ARC
(1,26),0.994136 # DEPENDENCYPART_ARC
(2,1),3.52129 # DEPENDENCYPART_ARC
(2,3),2.67961 # DEPENDENCYPART_ARC
(2,4),2.10342 # DEPENDENCYPART_ARC
(2,5),1.16506 # DEPENDENCYPART_ARC
(2,6),0.336636 # DEPENDENCYPART_ARC
(2,7),0.509513 # DEPENDENCYPART_ARC
(2,8),0.376074 # DEPENDENCYPART_ARC
(2,9),1.12027 # DEPENDENCYPART_ARC
(2,10),0.268772 # DEPENDENCYPART_ARC
(2,11),-0.15777 # DEPENDENCYPART_ARC
(2,12),-0.571121 # DEPENDENCYPART_ARC
(2,13),-0.493251 # DEPENDENCYPART_ARC
(2,14),-0.591581 # DEPENDENCYPART_ARC
(2,15),2.52961 # DEPENDENCYPART_ARC
(2,16),1.57802 # DEPENDENCYPART_ARC
(2,17),0.234783 # DEPENDENCYPART_ARC
(2,18),0.406445 # DEPENDENCYPART_ARC
(2,19),-0.459308 # DEPENDENCYPART_ARC
(2,20),-0.138401 # DEPENDENCYPART_ARC
(2,21),-0.0472753 # DEPENDENCYPART_ARC
(2,22),0.491278 # DEPENDENCYPART_ARC
(2,23),0.570884 # DEPENDENCYPART_ARC
(2,24),-1.18273 # DEPENDENCYPART_ARC
(2,25),-0.651475 # DEPENDENCYPART_ARC
(2,26),3.75425 # DEPENDENCYPART_ARC
(3,1),0.182912 # DEPENDENCYPART_ARC
(3,2),0.513434 # DEPENDENCYPART_ARC
(3,4),0.559466 # DEPENDENCYPART_ARC
(3,5),-0.233392 # DEPENDENCYPART_ARC
(3,6),-0.433202 # DEPENDENCYPART_ARC
(3,7),-0.380972 # DEPENDENCYPART_ARC
(3,8),-0.628847 # DEPENDENCYPART_ARC
(3,9),-0.836441 # DEPENDENCYPART_ARC
(3,10),-0.679187 # DEPENDENCYPART_ARC
(3,11),-0.584845 # DEPENDENCYPART_ARC
(3,12),-0.80071 # DEPENDENCYPART_ARC
(3,13),-0.674418 # DEPENDENCYPART_ARC
(3,14),-0.767387 # DEPENDENCYPART_ARC
(3,15),-1.30162 # DEPENDENCYPART_ARC
(3,16),-0.0123107 # DEPENDENCYPART_ARC
(3,17),-1.31413 # DEPENDENCYPART_ARC
(3,18),-0.934069 # DEPENDENCYPART_ARC
(3,19),-0.897907 # DEPENDENCYPART_ARC
(3,20),-1.56134 # DEPENDENCYPART_ARC
(3,21),-1.01838 # DEPENDENCYPART_ARC
(3,22),-0.201853 # DEPENDENCYPART_ARC
(3,23),-0.291857 # DEPENDENCYPART_ARC
(3,24),-2.03968 # DEPENDENCYPART_ARC
(3,25),-1.86498 # DEPENDENCYPART_ARC
(3,26),1.71381 # DEPENDENCYPART_ARC
(4,1),-1.52485 # DEPENDENCYPART_ARC
(4,2),-1.35981 # DEPENDENCYPART_ARC
(4,3),-0.615025 # DEPENDENCYPART_ARC
(4,5),-1.28294 # DEPENDENCYPART_ARC
(4,6),-1.29476 # DEPENDENCYPART_ARC
(4,7),-1.58124 # DEPENDENCYPART_ARC
(4,8),-1.62706 # DEPENDENCYPART_ARC
(4,9),-2.28965 # DEPENDENCYPART_ARC
(4,10),-1.70854 # DEPENDENCYPART_ARC
(4,11),-1.69994 # DEPENDENCYPART_ARC
(4,12),-2.655 # DEPENDENCYPART_ARC
(4,13),-1.98336 # DEPENDENCYPART_ARC
(4,14),-1.97435 # DEPENDENCYPART_ARC
(4,15),-2.85062 # DEPENDENCYPART_ARC
(4,16),-1.60476 # DEPENDENCYPART_ARC
(4,17),-2.08797 # DEPENDENCYPART_ARC
(4,18),-1.8517 # DEPENDENCYPART_ARC
(4,19),-2.12187 # DEPENDENCYPART_ARC
(4,20),-2.99412 # DEPENDENCYPART_ARC
(4,21),-2.10924 # DEPENDENCYPART_ARC
(4,22),-1.7368 # DEPENDENCYPART_ARC
(4,23),-2.16005 # DEPENDENCYPART_ARC
(4,24),-3.14657 # DEPENDENCYPART_ARC
(4,25),-3.22852 # DEPENDENCYPART_ARC
(4,26),-2.03468 # DEPENDENCYPART_ARC
(5,1),-0.371396 # DEPENDENCYPART_ARC
(5,2),-0.156888 # DEPENDENCYPART_ARC
(5,3),-0.132926 # DEPENDENCYPART_ARC
(5,4),0.315724 # DEPENDENCYPART_ARC
(5,6),0.0016601 # DEPENDENCYPART_ARC
(5,7),0.216416 # DEPENDENCYPART_ARC
(5,8),-0.424136 # DEPENDENCYPART_ARC
(5,9),0.0728753 # DEPENDENCYPART_ARC
(5,10),-0.604858 # DEPENDENCYPART_ARC
(5,11),-0.401409 # DEPENDENCYPART_ARC
(5,12),-0.410859 # DEPENDENCYPART_ARC
(5,13),-0.815828 # DEPENDENCYPART_ARC
(5,14),-0.774407 # DEPENDENCYPART_ARC
(5,15),-0.26475 # DEPENDENCYPART_ARC
(5,16),0.188713 # DEPENDENCYPART_ARC
(5,17),-0.948243 # DEPENDENCYPART_ARC
(5,18),-0.432 # DEPENDENCYPART_ARC
(5,19),-1.09441 # DEPENDENCYPART_ARC
(5,20),-0.956111 # DEPENDENCYPART_ARC
(5,21),-1.18634 # DEPENDENCYPART_ARC
(5,22),-0.180144 # DEPENDENCYPART_ARC
(5,23),-0.181032 # DEPENDENCYPART_ARC
(5,24),-1.35038 # DEPENDENCYPART_ARC
(5,25),-1.35415 # DEPENDENCYPART_ARC
(5,26),0.130429 # DEPENDENCYPART_ARC
(6,1),-0.713417 # DEPENDENCYPART_ARC
(6,2),-0.348802 # DEPENDENCYPART_ARC
(6,3),-0.564083 # DEPENDENCYPART_ARC
(6,4),-0.291262 # DEPENDENCYPART_ARC
(6,5),0.68424 # DEPENDENCYPART_ARC
(6,7),-0.20305 # DEPENDENCYPART_ARC
(6,8),-0.863715 # DEPENDENCYPART_ARC
(6,9),-0.404017 # DEPENDENCYPART_ARC
(6,10),-1.08423 # DEPENDENCYPART_ARC
(6,11),-0.926293 # DEPENDENCYPART_ARC
(6,12),-0.744268 # DEPENDENCYPART_ARC
(6,13),-1.00346 # DEPENDENCYPART_ARC
(6,14),-1.05728 # DEPENDENCYPART_ARC
(6,15),-1.18516 # DEPENDENCYPART_ARC
(6,16),-0.333845 # DEPENDENCYPART_ARC
(6,17),-1.69597 # DEPENDENCYPART_ARC
(6,18),-1.30215 # DEPENDENCYPART_ARC
(6,19),-1.29498 # DEPENDENCYPART_ARC
(6,20),-1.75736 # DEPENDENCYPART_ARC
(6,21),-1.29226 # DEPENDENCYPART_ARC
(6,22),-0.628645 # DEPENDENCYPART_ARC
(6,23),-0.658497 # DEPENDENCYPART_ARC
(6,24),-2.27598 # DEPENDENCYPART_ARC
(6,25),-1.78116 # DEPENDENCYPART_ARC
(6,26),0.506781 # DEPENDENCYPART_ARC
(7,1),0.416636 # DEPENDENCYPART_ARC
(7,2),0.0688492 # DEPENDENCYPART_ARC
(7,3),1.02027 # DEPENDENCYPART_ARC
(7,4),1.15885 # DEPENDENCYPART_ARC
(7,5),2.05103 # DEPENDENCYPART_ARC
(7,6),2.76711 # DEPENDENCYPART_ARC
(7,8),-0.0700787 # DEPENDENCYPART_ARC
(7,9),0.229463 # DEPENDENCYPART_ARC
(7,10),-0.32289 # DEPENDENCYPART_ARC
(7,11),0.193157 # DEPENDENCYPART_ARC
(7,12),-0.0447583 # DEPENDENCYPART_ARC
(7,13),-0.441863 # DEPENDENCYPART_ARC
(7,14),-0.494554 # DEPENDENCYPART_ARC
(7,15),0.19566 # DEPENDENCYPART_ARC
(7,16),0.474128 # DEPENDENCYPART_ARC
(7,17),-0.890782 # DEPENDENCYPART_ARC
(7,18),-0.215143 # DEPENDENCYPART_ARC
(7,19),-0.775711 # DEPENDENCYPART_ARC
(7,20),-0.768554 # DEPENDENCYPART_ARC
(7,21),-0.734131 # DEPENDENCYPART_ARC
(7,22),0.267157 # DEPENDENCYPART_ARC
(7,23),0.0159181 # DEPENDENCYPART_ARC
(7,24),-1.08013 # DEPENDENCYPART_ARC
(7,25),-0.952124 # DEPENDENCYPART_ARC
(7,26),1.10169 # DEPENDENCYPART_ARC
(8,1),-1.77501 # DEPENDENCYPART_ARC
(8,2),-1.86534 # DEPENDENCYPART_ARC
(8,3),-1.53573 # DEPENDENCYPART_ARC
(8,4),-1.04837 # DEPENDENCYPART_ARC
(8,5),-1.02038 # DEPENDENCYPART_ARC
(8,6),-1.03657 # DEPENDENCYPART_ARC
(8,7),-0.488384 # DEPENDENCYPART_ARC
(8,9),-0.713646 # DEPENDENCYPART_ARC
(8,10),-0.755882 # DEPENDENCYPART_ARC
(8,11),-0.486125 # DEPENDENCYPART_ARC
(8,12),-1.07544 # DEPENDENCYPART_ARC
(8,13),-0.86178 # DEPENDENCYPART_ARC
(8,14),-0.996072 # DEPENDENCYPART_ARC
(8,15),-1.74168 # DEPENDENCYPART_ARC
(8,16),-0.692826 # DEPENDENCYPART_ARC
(8,17),-1.43357 # DEPENDENCYPART_ARC
(8,18),-1.17775 # DEPENDENCYPART_ARC
(8,19),-1.45266 # DEPENDENCYPART_ARC
(8,20),-2.0677 # DEPENDENCYPART_ARC
(8,21),-1.81543 # DEPENDENCYPART_ARC
(8,22),-0.791717 # DEPENDENCYPART_ARC
(8,23),-1.81277 # DEPENDENCYPART_ARC
(8,24),-2.03645 # DEPENDENCYPART_ARC
(8,25),-2.13153 # DEPENDENCYPART_ARC
(8,26),-2.636 # DEPENDENCYPART_ARC
(9,1),-1.52555 # DEPENDENCYPART_ARC
(9,2),-2.17136 # DEPENDENCYPART_ARC
(9,3),-2.71209 # DEPENDENCYPART_ARC
(9,4),-0.790629 # DEPENDENCYPART_ARC
(9,5),-0.567328 # DEPENDENCYPART_ARC
(9,6),-0.189163 # DEPENDENCYPART_ARC
(9,7),-0.620966 # DEPENDENCYPART_ARC
(9,8),2.22157 # DEPENDENCYPART_ARC
(9,10),-0.579374 # DEPENDENCYPART_ARC
(9,11),-0.171396 # DEPENDENCYPART_ARC
(9,12),0.0807635 # DEPENDENCYPART_ARC
(9,13),-0.697219 # DEPENDENCYPART_ARC
(9,14),-0.55677 # DEPENDENCYPART_ARC
(9,15),-0.15144 # DEPENDENCYPART_ARC
(9,16),0.5807 # DEPENDENCYPART_ARC
(9,17),-1.53733 # DEPENDENCYPART_ARC
(9,18),-0.511382 # DEPENDENCYPART_ARC
(9,19),-0.916788 # DEPENDENCYPART_ARC
(9,20),-1.42149 # DEPENDENCYPART_ARC
(9,21),-1.03359 # DEPENDENCYPART_ARC
(9,22),-0.159558 # DEPENDENCYPART_ARC
(9,23),-0.834764 # DEPENDENCYPART_ARC
(9,24),-1.01053 # DEPENDENCYPART_ARC
(9,25),-1.15966 # DEPENDENCYPART_ARC
(9,26),0.651521 # DEPENDENCYPART_ARC
(10,1),-1.51359 # DEPENDENCYPART_ARC
(10,2),-1.64995 # DEPENDENCYPART_ARC
(10,3),-1.2806 # DEPENDENCYPART_ARC
(10,4),-0.699565 # DEPENDENCYPART_ARC
(10,5),-1.01539 # DEPENDENCYPART_ARC
(10,6),-1.09523 # DEPENDENCYPART_ARC
(10,7),-0.841813 # DEPENDENCYPART_ARC
(10,8),-0.295174 # DEPENDENCYPART_ARC
(10,9),-1.29989 # DEPENDENCYPART_ARC
(10,11),0.621766 # DEPENDENCYPART_ARC
(10,12),0.0607652 # DEPENDENCYPART_ARC
(10,13),0.266658 # DEPENDENCYPART_ARC
(10,14),0.272101 # DEPENDENCYPART_ARC
(10,15),-0.792312 # DEPENDENCYPART_ARC
(10,16),0.0469526 # DEPENDENCYPART_ARC
(10,17),-0.69477 # DEPENDENCYPART_ARC
(10,18),-0.488866 # DEPENDENCYPART_ARC
(10,19),-0.360028 # DEPENDENCYPART_ARC
(10,20),-1.17951 # DEPENDENCYPART_ARC
(10,21),-0.721568 # DEPENDENCYPART_ARC
(10,22),-0.0836831 # DEPENDENCYPART_ARC
(10,23),-1.12181 # DEPENDENCYPART_ARC
(10,24),-1.35354 # DEPENDENCYPART_ARC
(10,25),-1.45515 # DEPENDENCYPART_ARC
(10,26),-1.71082 # DEPENDENCYPART_ARC
(11,1),-1.47598 # DEPENDENCYPART_ARC
(11,2),-1.44558 # DEPENDENCYPART_ARC
(11,3),-1.74538 # DEPENDENCYPART_ARC
(11,4),-1.44578 # DEPENDENCYPART_ARC
(11,5),-1.00801 # DEPENDENCYPART_ARC
(11,6),-1.23073 # DEPENDENCYPART_ARC
(11,7),-1.64885 # DEPENDENCYPART_ARC
(11,8),-0.520224 # DEPENDENCYPART_ARC
(11,9),-1.26998 # DEPENDENCYPART_ARC
(11,10),0.471318 # DEPENDENCYPART_ARC
(11,12),-0.510427 # DEPENDENCYPART_ARC
(11,13),-1.02564 # DEPENDENCYPART_ARC
(11,14),-1.31914 # DEPENDENCYPART_ARC
(11,15),-1.54587 # DEPENDENCYPART_ARC
(11,16),-1.02806 # DEPENDENCYPART_ARC
(11,17),-2.10928 # DEPENDENCYPART_ARC
(11,18),-1.6116 # DEPENDENCYPART_ARC
(11,19),-1.70043 # DEPENDENCYPART_ARC
(11,20),-2.20444 # DEPENDENCYPART_ARC
(11,21),-1.74197 # DEPENDENCYPART_ARC
(11,22),-1.14411 # DEPENDENCYPART_ARC
(11,23),-1.16782 # DEPENDENCYPART_ARC
(11,24),-2.88823 # DEPENDENCYPART_ARC
(11,25),-2.52305 # DEPENDENCYPART_ARC
(11,26),-0.360563 # DEPENDENCYPART_ARC
(12,1),-0.591599 # DEPENDENCYPART_ARC
(12,2),-1.31603 # DEPENDENCYPART_ARC
(12,3),-1.9401 # DEPENDENCYPART_ARC
(12,4),-0.563714 # DEPENDENCYPART_ARC
(12,5),0.317115 # DEPENDENCYPART_ARC
(12,6),-0.228399 # DEPENDENCYPART_ARC
(12,7),-1.25984 # DEPENDENCYPART_ARC
(12,8),0.367708 # DEPENDENCYPART_ARC
(12,9),-1.6083 # DEPENDENCYPART_ARC
(12,10),2.10428 # DEPENDENCYPART_ARC
(12,11),3.0996 # DEPENDENCYPART_ARC
(12,13),-0.535237 # DEPENDENCYPART_ARC
(12,14),-0.392594 # DEPENDENCYPART_ARC
(12,15),-0.194338 # DEPENDENCYPART_ARC
(12,16),0.22044 # DEPENDENCYPART_ARC
(12,17),-1.31612 # DEPENDENCYPART_ARC
(12,18),-0.671632 # DEPENDENCYPART_ARC
(12,19),-1.01162 # DEPENDENCYPART_ARC
(12,20),-1.27995 # DEPENDENCYPART_ARC
(12,21),-1.1232 # DEPENDENCYPART_ARC
(12,22),-0.205558 # DEPENDENCYPART_ARC
(12,23),-0.264121 # DEPENDENCYPART_ARC
(12,24),-1.48486 # DEPENDENCYPART_ARC
(12,25),-1.57883 # DEPENDENCYPART_ARC
(12,26),0.37485 # DEPENDENCYPART_ARC
(13,1),-0.630507 # DEPENDENCYPART_ARC
(13,2),-0.756401 # DEPENDENCYPART_ARC
(13,3),-0.336012 # DEPENDENCYPART_ARC
(13,4),-0.190584 # DEPENDENCYPART_ARC
(13,5),0.107247 # DEPENDENCYPART_ARC
(13,6),0.0796251 # DEPENDENCYPART_ARC
(13,7),-0.906689 # DEPENDENCYPART_ARC
(13,8),0.0648419 # DEPENDENCYPART_ARC
(13,9),-0.259359 # DEPENDENCYPART_ARC
(13,10),0.626175 # DEPENDENCYPART_ARC
(13,11),1.2107 # DEPENDENCYPART_ARC
(13,12),1.99787 # DEPENDENCYPART_ARC
(13,14),-0.296796 # DEPENDENCYPART_ARC
(13,15),0.132783 # DEPENDENCYPART_ARC
(13,16),-0.0627817 # DEPENDENCYPART_ARC
(13,17),-1.2273 # DEPENDENCYPART_ARC
(13,18),-0.663226 # DEPENDENCYPART_ARC
(13,19),-1.08425 # DEPENDENCYPART_ARC
(13,20),-1.20089 # DEPENDENCYPART_ARC
(13,21),-1.03726 # DEPENDENCYPART_ARC
(13,22),-0.21567 # DEPENDENCYPART_ARC
(13,23),-0.388444 # DEPENDENCYPART_ARC
(13,24),-1.72461 # DEPENDENCYPART_ARC
(13,25),-1.6765 # DEPENDENCYPART_ARC
(13,26),0.060965 # DEPENDENCYPART_ARC
(14,1),-0.59532 # DEPENDENCYPART_ARC
(14,2),-0.653704 # DEPENDENCYPART_ARC
(14,3),-0.427604 # DEPENDENCYPART_ARC
(14,4),-0.0576267 # DEPENDENCYPART_ARC
(14,5),0.0039956 # DEPENDENCYPART_ARC
(14,6),0.102089 # DEPENDENCYPART_ARC
(14,7),-0.707682 # DEPENDENCYPART_ARC
(14,8),0.173891 # DEPENDENCYPART_ARC
(14,9),-0.704676 # DEPENDENCYPART_ARC
(14,10),0.444073 # DEPENDENCYPART_ARC
(14,11),0.784255 # DEPENDENCYPART_ARC
(14,12),1.1134 # DEPENDENCYPART_ARC
(14,13),1.86406 # DEPENDENCYPART_ARC
(14,15),0.0215361 # DEPENDENCYPART_ARC
(14,16),-0.251004 # DEPENDENCYPART_ARC
(14,17),-1.43765 # DEPENDENCYPART_ARC
(14,18),-0.939687 # DEPENDENCYPART_ARC
(14,19),-1.2977 # DEPENDENCYPART_ARC
(14,20),-1.4259 # DEPENDENCYPART_ARC
(14,21),-1.36107 # DEPENDENCYPART_ARC
(14,22),-0.429453 # DEPENDENCYPART_ARC
(14,23),-0.77392 # DEPENDENCYPART_ARC
(14,24),-1.85033 # DEPENDENCYPART_ARC
(14,25),-1.90699 # DEPENDENCYPART_ARC
(14,26),-0.413685 # DEPENDENCYPART_ARC
(15,1),-0.11634 # DEPENDENCYPART_ARC
(15,2),-0.809326 # DEPENDENCYPART_ARC
(15,3),-1.26031 # DEPENDENCYPART_ARC
(15,4),0.627636 # DEPENDENCYPART_ARC
(15,5),0.688269 # DEPENDENCYPART_ARC
(15,6),0.0413458 # DEPENDENCYPART_ARC
(15,7),-0.340133 # DEPENDENCYPART_ARC
(15,8),1.54052 # DEPENDENCYPART_ARC
(15,9),-0.641746 # DEPENDENCYPART_ARC
(15,10),2.70115 # DEPENDENCYPART_ARC
(15,11),1.87606 # DEPENDENCYPART_ARC
(15,12),1.69605 # DEPENDENCYPART_ARC
(15,13),3.31642 # DEPENDENCYPART_ARC
(15,14),3.91748 # DEPENDENCYPART_ARC
(15,16),0.405061 # DEPENDENCYPART_ARC
(15,17),-1.01206 # DEPENDENCYPART_ARC
(15,18),-0.285933 # DEPENDENCYPART_ARC
(15,19),-0.441239 # DEPENDENCYPART_ARC
(15,20),-0.585316 # DEPENDENCYPART_ARC
(15,21),-0.542852 # DEPENDENCYPART_ARC
(15,22),0.18306 # DEPENDENCYPART_ARC
(15,23),-0.192013 # DEPENDENCYPART_ARC
(15,24),-0.888496 # DEPENDENCYPART_ARC
(15,25),-0.923896 # DEPENDENCYPART_ARC
(15,26),0.855104 # DEPENDENCYPART_ARC
(16,1),-2.81549 # DEPENDENCYPART_ARC
(16,2),-2.68431 # DEPENDENCYPART_ARC
(16,3),-2.55117 # DEPENDENCYPART_ARC
(16,4),-2.13819 # DEPENDENCYPART_ARC
(16,5),-2.41452 # DEPENDENCYPART_ARC
(16,6),-2.44464 # DEPENDENCYPART_ARC
(16,7),-2.63999 # DEPENDENCYPART_ARC
(16,8),-2.13957 # DEPENDENCYPART_ARC
(16,9),-3.18679 # DEPENDENCYPART_ARC
(16,10),-2.02814 # DEPENDENCYPART_ARC
(16,11),-2.2501 # DEPENDENCYPART_ARC
(16,12),-2.8326 # DEPENDENCYPART_ARC
(16,13),-2.10876 # DEPENDENCYPART_ARC
(16,14),-1.87382 # DEPENDENCYPART_ARC
(16,15),-2.01159 # DEPENDENCYPART_ARC
(16,17),-1.28328 # DEPENDENCYPART_ARC
(16,18),-1.37605 # DEPENDENCYPART_ARC
(16,19),-1.53587 # DEPENDENCYPART_ARC
(16,20),-2.11825 # DEPENDENCYPART_ARC
(16,21),-1.70822 # DEPENDENCYPART_ARC
(16,22),-1.26477 # DEPENDENCYPART_ARC
(16,23),-1.69096 # DEPENDENCYPART_ARC
(16,24),-2.49795 # DEPENDENCYPART_ARC
(16,25),-2.65551 # DEPENDENCYPART_ARC
(16,26),-1.65331 # DEPENDENCYPART_ARC
(17,1),-1.03947 # DEPENDENCYPART_ARC
(17,2),-1.16581 # DEPENDENCYPART_ARC
(17,3),-1.00634 # DEPENDENCYPART_ARC
(17,4),-0.566784 # DEPENDENCYPART_ARC
(17,5),-0.731902 # DEPENDENCYPART_ARC
(17,6),-0.80383 # DEPENDENCYPART_ARC
(17,7),-1.40887 # DEPENDENCYPART_ARC
(17,8),-0.956247 # DEPENDENCYPART_ARC
(17,9),-1.42989 # DEPENDENCYPART_ARC
(17,10),-0.815426 # DEPENDENCYPART_ARC
(17,11),-0.577083 # DEPENDENCYPART_ARC
(17,12),-1.19891 # DEPENDENCYPART_ARC
(17,13),-1.20736 # DEPENDENCYPART_ARC
(17,14),-1.06589 # DEPENDENCYPART_ARC
(17,15),-1.21261 # DEPENDENCYPART_ARC
(17,16),-0.607843 # DEPENDENCYPART_ARC
(17,18),-0.589693 # DEPENDENCYPART_ARC
(17,19),-0.899102 # DEPENDENCYPART_ARC
(17,20),-0.296938 # DEPENDENCYPART_ARC
(17,21),-0.803956 # DEPENDENCYPART_ARC
(17,22),-0.64428 # DEPENDENCYPART_ARC
(17,23),-0.825817 # DEPENDENCYPART_ARC
(17,24),-0.907126 # DEPENDENCYPART_ARC
(17,25),-0.793881 # DEPENDENCYPART_ARC
(17,26),-0.322076 # DEPENDENCYPART_ARC
(18,1),-1.60511 # DEPENDENCYPART_ARC
(18,2),-1.53797 # DEPENDENCYPART_ARC
(18,3),-1.69764 # DEPENDENCYPART_ARC
(18,4),-1.76491 # DEPENDENCYPART_ARC
(18,5),-1.28979 # DEPENDENCYPART_ARC
(18,6),-1.46526 # DEPENDENCYPART_ARC
(18,7),-1.21128 # DEPENDENCYPART_ARC
(18,8),-1.71885 # DEPENDENCYPART_ARC
(18,9),-1.14279 # DEPENDENCYPART_ARC
(18,10),-1.55639 # DEPENDENCYPART_ARC
(18,11),-1.25544 # DEPENDENCYPART_ARC
(18,12),-1.03311 # DEPENDENCYPART_ARC
(18,13),-1.1736 # DEPENDENCYPART_ARC
(18,14),-1.03996 # DEPENDENCYPART_ARC
(18,15),-0.972806 # DEPENDENCYPART_ARC
(18,16),-0.875631 # DEPENDENCYPART_ARC
(18,17),-0.0404893 # DEPENDENCYPART_ARC
(18,19),-0.058826 # DEPENDENCYPART_ARC
(18,20),0.119411 # DEPENDENCYPART_ARC
(18,21),-0.44091 # DEPENDENCYPART_ARC
(18,22),0.00467051 # DEPENDENCYPART_ARC
(18,23),-0.408216 # DEPENDENCYPART_ARC
(18,24),-1.06164 # DEPENDENCYPART_ARC
(18,25),-0.905182 # DEPENDENCYPART_ARC
(18,26),-0.273161 # DEPENDENCYPART_ARC
(19,1),-1.26063 # DEPENDENCYPART_ARC
(19,2),-1.17039 # DEPENDENCYPART_ARC
(19,3),-1.28112 # DEPENDENCYPART_ARC
(19,4),-0.945129 # DEPENDENCYPART_ARC
(19,5),-0.759573 # DEPENDENCYPART_ARC
(19,6),-0.761738 # DEPENDENCYPART_ARC
(19,7),-1.81338 # DEPENDENCYPART_ARC
(19,8),-0.977599 # DEPENDENCYPART_ARC
(19,9),-1.48232 # DEPENDENCYPART_ARC
(19,10),-0.778662 # DEPENDENCYPART_ARC
(19,11),-0.414955 # DEPENDENCYPART_ARC
(19,12),-0.480796 # DEPENDENCYPART_ARC
(19,13),-0.860822 # DEPENDENCYPART_ARC
(19,14),-0.756681 # DEPENDENCYPART_ARC
(19,15),-2.00888 # DEPENDENCYPART_ARC
(19,16),0.0343668 # DEPENDENCYPART_ARC
(19,17),0.196183 # DEPENDENCYPART_ARC
(19,18),1.33922 # DEPENDENCYPART_ARC
(19,20),-0.440036 # DEPENDENCYPART_ARC
(19,21),-0.790243 # DEPENDENCYPART_ARC
(19,22),-0.143892 # DEPENDENCYPART_ARC
(19,23),-0.543999 # DEPENDENCYPART_ARC
(19,24),-1.45205 # DEPENDENCYPART_ARC
(19,25),-1.56074 # DEPENDENCYPART_ARC
(19,26),-0.487941 # DEPENDENCYPART_ARC
(20,1),-0.787201 # DEPENDENCYPART_ARC
(20,2),-1.77446 # DEPENDENCYPART_ARC
(20,3),-2.33558 # DEPENDENCYPART_ARC
