# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(1,14),-1.08145 # DEPENDENCYPART_ARC
(1,15),-1.76654 # DEPENDENCYPART_ARC
(1,16),-1.20507 # DEPENDENCYPART_ARC
(1,17),-0.0672038 # DEPENDENCYPART_ARC
(1,18),-1.03796 # DEPENDENCYPART_ARC
(1,19),-0.818157 # DEPENDENCYPART_ARC
(1,20),-1.19357 # DEPENDENCYPART_ARC
(1,21),-2.08344 # DEPENDENCYPART_ARC
(1,22),-0.606348 # DEPENDENCYPART_ARC
(1,23),-0.909851 # DEPENDENCYPART_ARC
(1,24),-1.75453 # DEPENDENCYPART_ARC
(1,25),-1.91482 # DEPENDENCYPART_ARC
(1,26),-1.86631 # DEPENDENCYPART_ARC
(1,27),0.618499 # DEPENDENCYPART_ARC
(2,3),0.378401 # DEPENDENCYPART_ARC
(2,4),-0.603926 # DEPENDENCYPART_ARC
(2,6),-1.00381 # DEPENDENCYPART_ARC
(2,9),-0.480557 # DEPENDENCYPART_ARC
(2,10),-1.62211 # DEPENDENCYPART_ARC
(2,15),-2.06979 # DEPENDENCYPART_ARC
(2,16),-1.51593 # DEPENDENCYPART_ARC
(2,17),-0.853224 # DEPENDENCYPART_ARC
(2,21),-2.20002 # DEPENDENCYPART_ARC
(2,24),-1.73909 # DEPENDENCYPART_ARC
(2,25),-2.26819 # DEPENDENCYPART_ARC
(2,26),-2.6408 # DEPENDENCYPART_ARC
(3,1),-0.951419 # DEPENDENCYPART_ARC
(3,2),0.312546 # DEPENDENCYPART_ARC
(3,4),-0.7679 # DEPENDENCYPART_ARC
(3,5),-0.938635 # DEPENDENCYPART_ARC
(3,6),-1.69559 # DEPENDENCYPART_ARC
(3,7),-1.51554 # DEPENDENCYPART_ARC
(3,8),-1.60424 # DEPENDENCYPART_ARC
(3,9),-0.895997 # DEPENDENCYPART_ARC
(3,10),-1.98117 # DEPENDENCYPART_ARC
(3,11),-1.44834 # DEPENDENCYPART_ARC
(3,12),-1.73199 # DEPENDENCYPART_ARC
(3,13),-2.34755 # DEPENDENCYPART_ARC
(3,14),-2.10532 # DEPENDENCYPART_ARC
(3,15),-3.37398 # DEPENDENCYPART_ARC
(3,16),-1.92491 # DEPENDENCYPART_ARC
(3,17),-1.22302 # DEPENDENCYPART_ARC
(3,18),-2.57151 # DEPENDENCYPART_ARC
(3,19),-1.9267 # DEPENDENCYPART_ARC
(3,20),-2.17402 # DEPENDENCYPART_ARC
(3,21),-2.8184 # DEPENDENCYPART_ARC
(3,22),-1.83426 # DEPENDENCYPART_ARC
(3,23),-2.26768 # DEPENDENCYPART_ARC
(3,24),-2.5077 # DEPENDENCYPART_ARC
(3,25),-3.11214 # DEPENDENCYPART_ARC
(3,26),-4.01535 # DEPENDENCYPART_ARC
(3,27),-0.369806 # DEPENDENCYPART_ARC
(4,1),-0.559699 # DEPENDENCYPART_ARC
(4,2),2.82447 # DEPENDENCYPART_ARC
(4,3),3.47292 # DEPENDENCYPART_ARC
(4,5),-0.62484 # DEPENDENCYPART_ARC
(4,6),-1.20356 # DEPENDENCYPART_ARC
(4,7),-1.45418 # DEPENDENCYPART_ARC
(4,8),-1.39494 # DEPENDENCYPART_ARC
(4,9),-1.04273 # DEPENDENCYPART_ARC
(4,10),-2.84585 # DEPENDENCYPART_ARC
(4,11),-1.47534 # DEPENDENCYPART_ARC
(4,12),-1.54596 # DEPENDENCYPART_ARC
(4,13),-2.20858 # DEPENDENCYPART_ARC
(4,14),-2.03359 # DEPENDENCYPART_ARC
(4,15),-4.02101 # DEPENDENCYPART_ARC
(4,16),-2.05982 # DEPENDENCYPART_ARC
(4,17),-1.65197 # DEPENDENCYPART_ARC
(4,18),-2.44904 # DEPENDENCYPART_ARC
(4,19),-1.64562 # DEPENDENCYPART_ARC
(4,20),-2.25798 # DEPENDENCYPART_ARC
(4,21),-3.94718 # DEPENDENCYPART_ARC
(4,22),-1.94407 # DEPENDENCYPART_ARC
(4,23),-2.19232 # DEPENDENCYPART_ARC
(4,24),-3.09231 # DEPENDENCYPART_ARC
(4,25),-3.82488 # DEPENDENCYPART_ARC
(4,26),-4.74897 # DEPENDENCYPART_ARC
(4,27),-0.343746 # DEPENDENCYPART_ARC
(5,1),0.224211 # DEPENDENCYPART_ARC
(5,2),0.311166 # DEPENDENCYPART_ARC
(5,3),0.896426 # DEPENDENCYPART_ARC
(5,4),3.96637 # DEPENDENCYPART_ARC
(5,6),-0.107414 # DEPENDENCYPART_ARC
(5,7),-0.559712 # DEPENDENCYPART_ARC
(5,9),-0.291439 # DEPENDENCYPART_ARC
(5,10),-0.854814 # DEPENDENCYPART_ARC
(5,11),-0.0948298 # DEPENDENCYPART_ARC
(5,13),-1.18102 # DEPENDENCYPART_ARC
(5,14),-0.858115 # DEPENDENCYPART_ARC
(5,15),-1.15317 # DEPENDENCYPART_ARC
(5,16),-0.774955 # DEPENDENCYPART_ARC
(5,17),-0.623482 # DEPENDENCYPART_ARC
(5,18),-1.39279 # DEPENDENCYPART_ARC
(5,19),-0.900497 # DEPENDENCYPART_ARC
(5,20),-0.983793 # DEPENDENCYPART_ARC
(5,21),-1.50783 # DEPENDENCYPART_ARC
(5,22),-0.344177 # DEPENDENCYPART_ARC
(5,23),-1.00051 # DEPENDENCYPART_ARC
(5,24),-1.59783 # DEPENDENCYPART_ARC
(5,25),-1.46988 # DEPENDENCYPART_ARC
(5,26),-1.72729 # DEPENDENCYPART_ARC
(5,27),-0.431857 # DEPENDENCYPART_ARC
(6,1),-0.782136 # DEPENDENCYPART_ARC
(6,2),0.857046 # DEPENDENCYPART_ARC
(6,3),0.497245 # DEPENDENCYPART_ARC
(6,4),-0.31312 # DEPENDENCYPART_ARC
(6,5),0.468454 # DEPENDENCYPART_ARC
(6,7),-0.508811 # DEPENDENCYPART_ARC
(6,9),0.0851622 # DEPENDENCYPART_ARC
(6,10),-1.69945 # DEPENDENCYPART_ARC
(6,11),-0.465572 # DEPENDENCYPART_ARC
(6,13),-1.13031 # DEPENDENCYPART_ARC
(6,14),-1.09795 # DEPENDENCYPART_ARC
(6,15),-2.76139 # DEPENDENCYPART_ARC
(6,16),-1.08872 # DEPENDENCYPART_ARC
(6,17),-0.615243 # DEPENDENCYPART_ARC
(6,18),-1.39166 # DEPENDENCYPART_ARC
(6,19),-0.852769 # DEPENDENCYPART_ARC
(6,20),-1.33901 # DEPENDENCYPART_ARC
(6,21),-2.77 # DEPENDENCYPART_ARC
(6,22),-0.937883 # DEPENDENCYPART_ARC
(6,23),-1.23076 # DEPENDENCYPART_ARC
(6,24),-1.82873 # DEPENDENCYPART_ARC
(6,25),-2.69012 # DEPENDENCYPART_ARC
(6,26),-3.79511 # DEPENDENCYPART_ARC
(6,27),0.796699 # DEPENDENCYPART_ARC
(7,1),-0.393247 # DEPENDENCYPART_ARC
(7,2),-1.19885 # DEPENDENCYPART_ARC
(7,3),-0.790987 # DEPENDENCYPART_ARC
(7,4),-0.44989 # DEPENDENCYPART_ARC
(7,5),-0.309939 # DEPENDENCYPART_ARC
(7,6),0.126546 # DEPENDENCYPART_ARC
(7,8),-0.153192 # DEPENDENCYPART_ARC
(7,9),-0.155295 # DEPENDENCYPART_ARC
(7,10),-0.5773 # DEPENDENCYPART_ARC
(7,11),-0.155058 # DEPENDENCYPART_ARC
(7,12),-0.744261 # DEPENDENCYPART_ARC
(7,13),-1.07337 # DEPENDENCYPART_ARC
(7,14),-1.01186 # DEPENDENCYPART_ARC
(7,15),-1.4651 # DEPENDENCYPART_ARC
(7,16),-0.976968 # DEPENDENCYPART_ARC
(7,17),-0.336562 # DEPENDENCYPART_ARC
(7,18),-1.21296 # DEPENDENCYPART_ARC
(7,19),-0.972334 # DEPENDENCYPART_ARC
(7,20),-1.30855 # DEPENDENCYPART_ARC
(7,21),-2.06657 # DEPENDENCYPART_ARC
(7,22),-0.505695 # DEPENDENCYPART_ARC
(7,23),-1.07495 # DEPENDENCYPART_ARC
(7,24),-1.36682 # DEPENDENCYPART_ARC
(7,25),-2.10091 # DEPENDENCYPART_ARC
(7,26),-2.00621 # DEPENDENCYPART_ARC
(7,27),0.791048 # DEPENDENCYPART_ARC
(8,1),0.30831 # DEPENDENCYPART_ARC
(8,3),-0.0588893 # DEPENDENCYPART_ARC
(8,4),0.219191 # DEPENDENCYPART_ARC
(8,5),0.573468 # DEPENDENCYPART_ARC
(8,6),0.469691 # DEPENDENCYPART_ARC
(8,7),1.24443 # DEPENDENCYPART_ARC
(8,9),0.0830953 # DEPENDENCYPART_ARC
(8,10),-0.08631 # DEPENDENCYPART_ARC
(8,11),0.203024 # DEPENDENCYPART_ARC
(8,13),-0.79626 # DEPENDENCYPART_ARC
(8,15),-1.35153 # DEPENDENCYPART_ARC
(8,16),-0.467942 # DEPENDENCYPART_ARC
(8,17),-0.392526 # DEPENDENCYPART_ARC
(8,19),-0.758274 # DEPENDENCYPART_ARC
(8,21),-2.03634 # DEPENDENCYPART_ARC
(8,22),-0.431451 # DEPENDENCYPART_ARC
(8,24),-1.31121 # DEPENDENCYPART_ARC
(8,25),-2.05236 # DEPENDENCYPART_ARC
(8,26),-2.10482 # DEPENDENCYPART_ARC
(8,27),0.695725 # DEPENDENCYPART_ARC
(10,1),-0.743697 # DEPENDENCYPART_ARC
(10,2),0.216516 # DEPENDENCYPART_ARC
(10,3),-0.345448 # DEPENDENCYPART_ARC
(10,4),-1.88151 # DEPENDENCYPART_ARC
(10,5),-0.630498 # DEPENDENCYPART_ARC
(10,6),-1.2112 # DEPENDENCYPART_ARC
(10,7),0.177636 # DEPENDENCYPART_ARC
(10,9),0.485727 # DEPENDENCYPART_ARC
(10,11),-0.570039 # DEPENDENCYPART_ARC
(10,13),-1.2655 # DEPENDENCYPART_ARC
(10,14),-1.17084 # DEPENDENCYPART_ARC
(10,15),-1.76024 # DEPENDENCYPART_ARC
(10,16),-1.14164 # DEPENDENCYPART_ARC
(10,17),-0.77364 # DEPENDENCYPART_ARC
(10,18),-1.67276 # DEPENDENCYPART_ARC
(10,19),-1.12613 # DEPENDENCYPART_ARC
(10,20),-1.40412 # DEPENDENCYPART_ARC
(10,21),-2.6805 # DEPENDENCYPART_ARC
(10,22),-1.33851 # DEPENDENCYPART_ARC
(10,23),-1.52669 # DEPENDENCYPART_ARC
(10,24),-2.11801 # DEPENDENCYPART_ARC
(10,25),-2.29453 # DEPENDENCYPART_ARC
(10,26),-2.72314 # DEPENDENCYPART_ARC
(10,27),0.451202 # DEPENDENCYPART_ARC
(11,1),1.74721 # DEPENDENCYPART_ARC
(11,2),-1.00702 # DEPENDENCYPART_ARC
(11,3),-0.73883 # DEPENDENCYPART_ARC
(11,4),0.737435 # DEPENDENCYPART_ARC
(11,5),1.61705 # DEPENDENCYPART_ARC
(11,6),2.02361 # DEPENDENCYPART_ARC
(11,7),1.65411 # DEPENDENCYPART_ARC
(11,8),1.70836 # DEPENDENCYPART_ARC
(11,9),1.5731 # DEPENDENCYPART_ARC
(11,10),3.74028 # DEPENDENCYPART_ARC
(11,12),3.24915 # DEPENDENCYPART_ARC
(11,13),1.50572 # DEPENDENCYPART_ARC
(11,14),0.347331 # DEPENDENCYPART_ARC
(11,15),1.84757 # DEPENDENCYPART_ARC
(11,16),2.54899 # DEPENDENCYPART_ARC
(11,17),2.17321 # DEPENDENCYPART_ARC
(11,18),0.26273 # DEPENDENCYPART_ARC
(11,19),1.08161 # DEPENDENCYPART_ARC
(11,20),-0.19059 # DEPENDENCYPART_ARC
(11,21),-0.353938 # DEPENDENCYPART_ARC
(11,22),1.43898 # DEPENDENCYPART_ARC
(11,23),-0.351167 # DEPENDENCYPART_ARC
(11,24),-0.99167 # DEPENDENCYPART_ARC
(11,25),-1.55179 # DEPENDENCYPART_ARC
(11,26),0.36339 # DEPENDENCYPART_ARC
(11,27),3.10699 # DEPENDENCYPART_ARC
(12,1),-0.53661 # DEPENDENCYPART_ARC
(12,3),-0.877617 # DEPENDENCYPART_ARC
(12,4),-0.954443 # DEPENDENCYPART_ARC
(12,5),-0.607537 # DEPENDENCYPART_ARC
(12,7),-0.223611 # DEPENDENCYPART_ARC
(12,9),-0.534123 # DEPENDENCYPART_ARC
(12,11),0.0591816 # DEPENDENCYPART_ARC
(12,15),-0.663693 # DEPENDENCYPART_ARC
(12,16),-0.438241 # DEPENDENCYPART_ARC
(12,17),-0.463589 # DEPENDENCYPART_ARC
(12,18),-1.14441 # DEPENDENCYPART_ARC
(12,19),-0.828634 # DEPENDENCYPART_ARC
(12,21),-1.35866 # DEPENDENCYPART_ARC
(12,22),-0.273389 # DEPENDENCYPART_ARC
(12,24),-1.50715 # DEPENDENCYPART_ARC
(12,25),-1.7467 # DEPENDENCYPART_ARC
(12,26),-1.69435 # DEPENDENCYPART_ARC
(12,27),0.18711 # DEPENDENCYPART_ARC
(13,1),-0.354348 # DEPENDENCYPART_ARC
(13,2),-0.0321318 # DEPENDENCYPART_ARC
(13,3),-0.160954 # DEPENDENCYPART_ARC
(13,4),-0.759718 # DEPENDENCYPART_ARC
(13,5),-0.532446 # DEPENDENCYPART_ARC
(13,6),-0.367931 # DEPENDENCYPART_ARC
(13,7),-0.0923981 # DEPENDENCYPART_ARC
(13,8),-0.295533 # DEPENDENCYPART_ARC
(13,9),-0.134574 # DEPENDENCYPART_ARC
(13,10),-0.2854 # DEPENDENCYPART_ARC
(13,11),-0.0342119 # DEPENDENCYPART_ARC
(13,12),0.648602 # DEPENDENCYPART_ARC
(13,14),-0.0989656 # DEPENDENCYPART_ARC
(13,15),0.0510344 # DEPENDENCYPART_ARC
(13,16),0.202276 # DEPENDENCYPART_ARC
(13,17),0.359104 # DEPENDENCYPART_ARC
(13,18),-0.16916 # DEPENDENCYPART_ARC
(13,19),0.44947 # DEPENDENCYPART_ARC
(13,20),-0.143035 # DEPENDENCYPART_ARC
(13,21),0.612748 # DEPENDENCYPART_ARC
(13,22),1.76392 # DEPENDENCYPART_ARC
(13,23),-0.118351 # DEPENDENCYPART_ARC
(13,24),0.266426 # DEPENDENCYPART_ARC
(13,25),0.0238996 # DEPENDENCYPART_ARC
(13,26),-0.436816 # DEPENDENCYPART_ARC
(13,27),1.20865 # DEPENDENCYPART_ARC
(14,3),-2.16624 # DEPENDENCYPART_ARC
(14,4),-3.32812 # DEPENDENCYPART_ARC
(14,6),-3.07296 # DEPENDENCYPART_ARC
(14,9),-1.56175 # DEPENDENCYPART_ARC
(14,10),-2.64129 # DEPENDENCYPART_ARC
(14,15),-0.601947 # DEPENDENCYPART_ARC
(14,16),-0.841583 # DEPENDENCYPART_ARC
(14,17),-0.395764 # DEPENDENCYPART_ARC
(14,21),-1.73276 # DEPENDENCYPART_ARC
(14,24),-1.29373 # DEPENDENCYPART_ARC
(14,25),-1.96487 # DEPENDENCYPART_ARC
(14,26),-2.49521 # DEPENDENCYPART_ARC
(15,1),-1.95451 # DEPENDENCYPART_ARC
(15,2),-1.74476 # DEPENDENCYPART_ARC
(15,3),-1.90315 # DEPENDENCYPART_ARC
(15,4),-4.38914 # DEPENDENCYPART_ARC
(15,5),-1.81056 # DEPENDENCYPART_ARC
(15,6),-3.66456 # DEPENDENCYPART_ARC
(15,7),-1.47803 # DEPENDENCYPART_ARC
(15,8),-1.62122 # DEPENDENCYPART_ARC
(15,9),-1.98872 # DEPENDENCYPART_ARC
(15,10),-3.68443 # DEPENDENCYPART_ARC
(15,11),-1.98884 # DEPENDENCYPART_ARC
(15,12),-0.659723 # DEPENDENCYPART_ARC
(15,13),2.08009 # DEPENDENCYPART_ARC
(15,14),3.13903 # DEPENDENCYPART_ARC
(15,16),-1.1369 # DEPENDENCYPART_ARC
(15,17),-0.838218 # DEPENDENCYPART_ARC
(15,18),-1.6555 # DEPENDENCYPART_ARC
(15,19),-1.40126 # DEPENDENCYPART_ARC
(15,20),-1.59562 # DEPENDENCYPART_ARC
(15,21),-2.89413 # DEPENDENCYPART_ARC
(15,22),-1.35335 # DEPENDENCYPART_ARC
(15,23),-1.7082 # DEPENDENCYPART_ARC
(15,24),-2.02994 # DEPENDENCYPART_ARC
(15,25),-2.48232 # DEPENDENCYPART_ARC
(15,26),-3.07605 # DEPENDENCYPART_ARC
(15,27),-0.664528 # DEPENDENCYPART_ARC
(16,1),-0.487695 # DEPENDENCYPART_ARC
(16,2),-1.98557 # DEPENDENCYPART_ARC
(16,3),-1.10389 # DEPENDENCYPART_ARC
(16,4),-1.15108 # DEPENDENCYPART_ARC
(16,5),-0.549188 # DEPENDENCYPART_ARC
(16,6),-0.892423 # DEPENDENCYPART_ARC
(16,7),-0.945703 # DEPENDENCYPART_ARC
(16,8),-0.981315 # DEPENDENCYPART_ARC
(16,9),-0.24194 # DEPENDENCYPART_ARC
(16,10),-0.901723 # DEPENDENCYPART_ARC
(16,11),-0.593434 # DEPENDENCYPART_ARC
(16,13),-0.0929642 # DEPENDENCYPART_ARC
(16,14),-0.311458 # DEPENDENCYPART_ARC
(16,15),0.218962 # DEPENDENCYPART_ARC
(16,17),0.537221 # DEPENDENCYPART_ARC
(16,18),-1.02209 # DEPENDENCYPART_ARC
(16,19),-0.393968 # DEPENDENCYPART_ARC
(16,20),-0.910649 # DEPENDENCYPART_ARC
(16,21),-0.902119 # DEPENDENCYPART_ARC
(16,22),0.0114911 # DEPENDENCYPART_ARC
(16,23),-0.964821 # DEPENDENCYPART_ARC
(16,24),-0.880877 # DEPENDENCYPART_ARC
(16,25),-0.83068 # DEPENDENCYPART_ARC
(16,26),-1.29267 # DEPENDENCYPART_ARC
(16,27),0.308047 # DEPENDENCYPART_ARC
(18,3),-1.0492 # DEPENDENCYPART_ARC
(18,4),-1.08327 # DEPENDENCYPART_ARC
(18,5),-1.10744 # DEPENDENCYPART_ARC
(18,15),-0.933944 # DEPENDENCYPART_ARC
(18,16),-0.295771 # DEPENDENCYPART_ARC
(18,21),-0.541377 # DEPENDENCYPART_ARC
(18,24),-1.18858 # DEPENDENCYPART_ARC
(18,25),-1.0821 # DEPENDENCYPART_ARC
(18,26),-1.44401 # DEPENDENCYPART_ARC
(19,1),-1.49179 # DEPENDENCYPART_ARC
(19,2),-2.36463 # DEPENDENCYPART_ARC
(19,3),-1.51433 # DEPENDENCYPART_ARC
(19,4),-2.10783 # DEPENDENCYPART_ARC
(19,5),-1.2282 # DEPENDENCYPART_ARC
(19,6),-1.89118 # DEPENDENCYPART_ARC
(19,7),-1.4573 # DEPENDENCYPART_ARC
(19,8),-1.53217 # DEPENDENCYPART_ARC
(19,9),-1.1272 # DEPENDENCYPART_ARC
(19,10),-1.40676 # DEPENDENCYPART_ARC
(19,11),-0.978686 # DEPENDENCYPART_ARC
(19,12),-0.977083 # DEPENDENCYPART_ARC
(19,13),-1.20093 # DEPENDENCYPART_ARC
(19,14),-1.15806 # DEPENDENCYPART_ARC
(19,15),-0.987614 # DEPENDENCYPART_ARC
(19,16),-0.446794 # DEPENDENCYPART_ARC
(19,17),-0.583253 # DEPENDENCYPART_ARC
(19,18),0.0798023 # DEPENDENCYPART_ARC
(19,20),-0.537644 # DEPENDENCYPART_ARC
(19,21),0.0956604 # DEPENDENCYPART_ARC
(19,22),-0.0591683 # DEPENDENCYPART_ARC
(19,23),-0.777161 # DEPENDENCYPART_ARC
(19,24),-0.815958 # DEPENDENCYPART_ARC
(19,25),-0.785481 # DEPENDENCYPART_ARC
(19,26),-0.484751 # DEPENDENCYPART_ARC
(19,27),0.145519 # DEPENDENCYPART_ARC
(20,3),-2.49277 # DEPENDENCYPART_ARC
(20,4),-3.95738 # DEPENDENCYPART_ARC
(20,6),-3.66981 # DEPENDENCYPART_ARC
(20,9),-1.86849 # DEPENDENCYPART_ARC
(20,10),-3.3895 # DEPENDENCYPART_ARC
(20,15),-2.92813 # DEPENDENCYPART_ARC
(20,16),-1.61558 # DEPENDENCYPART_ARC
(20,17),-1.26119 # DEPENDENCYPART_ARC
(20,21),-0.617218 # DEPENDENCYPART_ARC
(20,24),-0.632538 # DEPENDENCYPART_ARC
(20,25),-1.37556 # DEPENDENCYPART_ARC
(20,26),-2.07821 # DEPENDENCYPART_ARC
(21,1),-2.28316 # DEPENDENCYPART_ARC
(21,2),-3.3142 # DEPENDENCYPART_ARC
(21,3),-3.20172 # DEPENDENCYPART_ARC
(21,4),-6.11471 # DEPENDENCYPART_ARC
(21,5),-2.07816 # DEPENDENCYPART_ARC
(21,6),-4.98626 # DEPENDENCYPART_ARC
(21,7),-1.81142 # DEPENDENCYPART_ARC
(21,8),-1.9198 # DEPENDENCYPART_ARC
(21,9),-2.89318 # DEPENDENCYPART_ARC
(21,10),-4.99339 # DEPENDENCYPART_ARC
(21,11),-2.19577 # DEPENDENCYPART_ARC
(21,12),-1.42675 # DEPENDENCYPART_ARC
(21,13),-2.40831 # DEPENDENCYPART_ARC
(21,14),-0.574867 # DEPENDENCYPART_ARC
(21,15),-3.91933 # DEPENDENCYPART_ARC
(21,16),-1.57491 # DEPENDENCYPART_ARC
(21,17),-1.38031 # DEPENDENCYPART_ARC
(21,18),-2.44726 # DEPENDENCYPART_ARC
(21,19),-0.462418 # DEPENDENCYPART_ARC
(21,20),2.95581 # DEPENDENCYPART_ARC
(21,22),-0.988954 # DEPENDENCYPART_ARC
(21,23),-1.57134 # DEPENDENCYPART_ARC
(21,24),-1.53601 # DEPENDENCYPART_ARC
(21,25),-1.54636 # DEPENDENCYPART_ARC
(21,26),-2.02015 # DEPENDENCYPART_ARC
(21,27),-0.867195 # DEPENDENCYPART_ARC
(22,1),0.173535 # DEPENDENCYPART_ARC
(22,2),-2.05418 # DEPENDENCYPART_ARC
(22,3),-1.70043 # DEPENDENCYPART_ARC
(22,4),-1.52239 # DEPENDENCYPART_ARC
(22,5),0.0408706 # DEPENDENCYPART_ARC
(22,6),-0.418163 # DEPENDENCYPART_ARC
(22,7),-0.460594 # DEPENDENCYPART_ARC
(22,8),-0.344008 # DEPENDENCYPART_ARC
(22,9),0.206814 # DEPENDENCYPART_ARC
(22,10),0.348655 # DEPENDENCYPART_ARC
(22,11),-0.727419 # DEPENDENCYPART_ARC
(22,12),0.137683 # DEPENDENCYPART_ARC
(22,13),-0.514081 # DEPENDENCYPART_ARC
(22,14),-1.01091 # DEPENDENCYPART_ARC
(22,15),0.525547 # DEPENDENCYPART_ARC
(22,16),1.05776 # DEPENDENCYPART_ARC
(22,17),0.482053 # DEPENDENCYPART_ARC
(22,18),2.04195 # DEPENDENCYPART_ARC
(22,19),2.68676 # DEPENDENCYPART_ARC
(22,20),-0.083637 # DEPENDENCYPART_ARC
(22,21),3.57608 # DEPENDENCYPART_ARC
(22,23),0.0411661 # DEPENDENCYPART_ARC
(22,24),0.420385 # DEPENDENCYPART_ARC
(22,25),0.902135 # DEPENDENCYPART_ARC
(22,26),2.89817 # DEPENDENCYPART_ARC
(22,27),1.737 # DEPENDENCYPART_ARC
(23,3),-2.34842 # DEPENDENCYPART_ARC
(23,4),-3.57418 # DEPENDENCYPART_ARC
(23,6),-3.31249 # DEPENDENCYPART_ARC
(23,9),-1.55391 # DEPENDENCYPART_ARC
(23,10),-3.18125 # DEPENDENCYPART_ARC
(23,15),-2.88679 # DEPENDENCYPART_ARC
(23,16),-1.53832 # DEPENDENCYPART_ARC
(23,17),-1.31472 # DEPENDENCYPART_ARC
(23,21),-2.23882 # DEPENDENCYPART_ARC
(23,24),0.32606 # DEPENDENCYPART_ARC
(23,25),-0.495979 # DEPENDENCYPART_ARC
(23,26),-1.26684 # DEPENDENCYPART_ARC
(24,1),-2.48784 # DEPENDENCYPART_ARC
(24,2),-2.99432 # DEPENDENCYPART_ARC
(24,3),-3.33021 # DEPENDENCYPART_ARC
(24,4),-4.31495 # DEPENDENCYPART_ARC
(24,5),-1.72163 # DEPENDENCYPART_ARC
(24,6),-4.03217 # DEPENDENCYPART_ARC
(24,7),-1.57429 # DEPENDENCYPART_ARC
(24,8),-2.18532 # DEPENDENCYPART_ARC
(24,9),-1.95688 # DEPENDENCYPART_ARC
(24,10),-2.99369 # DEPENDENCYPART_ARC
(24,11),-1.9702 # DEPENDENCYPART_ARC
(24,12),-1.68798 # DEPENDENCYPART_ARC
(24,13),-2.31554 # DEPENDENCYPART_ARC
(24,14),-1.77328 # DEPENDENCYPART_ARC
(24,15),-2.3157 # DEPENDENCYPART_ARC
(24,16),-0.952234 # DEPENDENCYPART_ARC
(24,17),-1.39331 # DEPENDENCYPART_ARC
(24,18),-1.91795 # DEPENDENCYPART_ARC
(24,19),-1.35711 # DEPENDENCYPART_ARC
(24,20),-0.915226 # DEPENDENCYPART_ARC
(24,21),-0.8805 # DEPENDENCYPART_ARC
(24,22),-0.796793 # DEPENDENCYPART_ARC
(24,23),1.01288 # DEPENDENCYPART_ARC
(24,25),-1.13742 # DEPENDENCYPART_ARC
(24,26),-2.15186 # DEPENDENCYPART_ARC
(24,27),-1.50082 # DEPENDENCYPART_ARC
(25,1),-2.07729 # DEPENDENCYPART_ARC
(25,2),-3.4851 # DEPENDENCYPART_ARC
(25,3),-2.49548 # DEPENDENCYPART_ARC
(25,4),-5.94866 # DEPENDENCYPART_ARC
(25,5),-1.58996 # DEPENDENCYPART_ARC
(25,6),-4.59849 # DEPENDENCYPART_ARC
(25,7),-1.55852 # DEPENDENCYPART_ARC
(25,8),-1.64884 # DEPENDENCYPART_ARC
