# _root_ A szponzoroknak és nekünk is szívügyünk az utánpótlás , ezért mindent elkövetünk , hogy a jövőben még több pénzt fordítsunk erre .
#goldHeads=2,4,4,6,6,10,8,6,10,0,12,10,12,12,16,20,19,19,20,12,20,10,
#predictedHeads=2,12,10,10,10,10,8,6,10,0,12,10,12,12,16,20,20,19,20,12,20,10,
(5,7),-1.04619 # DEPENDENCYPART_ARC
(5,8),-0.630688 # DEPENDENCYPART_ARC
(5,9),-0.605689 # DEPENDENCYPART_ARC
(5,10),-0.716086 # DEPENDENCYPART_ARC
(5,11),-1.54447 # DEPENDENCYPART_ARC
(5,12),-0.690233 # DEPENDENCYPART_ARC
(5,13),-0.561555 # DEPENDENCYPART_ARC
(5,14),-0.530275 # DEPENDENCYPART_ARC
(5,15),-1.47859 # DEPENDENCYPART_ARC
(5,16),-2.23388 # DEPENDENCYPART_ARC
(5,17),-1.18042 # DEPENDENCYPART_ARC
(5,18),-1.26212 # DEPENDENCYPART_ARC
(5,19),-2.28506 # DEPENDENCYPART_ARC
(5,20),-1.4669 # DEPENDENCYPART_ARC
(5,21),-1.52182 # DEPENDENCYPART_ARC
(5,22),0.989469 # DEPENDENCYPART_ARC
(6,1),1.06178 # DEPENDENCYPART_ARC
(6,2),-2.18065 # DEPENDENCYPART_ARC
(6,3),0.307121 # DEPENDENCYPART_ARC
(6,4),0.626265 # DEPENDENCYPART_ARC
(6,5),0.488338 # DEPENDENCYPART_ARC
(6,7),-0.232339 # DEPENDENCYPART_ARC
(6,8),0.491428 # DEPENDENCYPART_ARC
(6,9),0.561239 # DEPENDENCYPART_ARC
(6,10),-0.0707363 # DEPENDENCYPART_ARC
(6,11),-1.11111 # DEPENDENCYPART_ARC
(6,12),-0.453967 # DEPENDENCYPART_ARC
(6,13),0.0585431 # DEPENDENCYPART_ARC
(6,14),-0.182541 # DEPENDENCYPART_ARC
(6,15),-0.700719 # DEPENDENCYPART_ARC
(6,16),-1.69918 # DEPENDENCYPART_ARC
(6,17),-0.177865 # DEPENDENCYPART_ARC
(6,18),-0.501501 # DEPENDENCYPART_ARC
(6,19),-2.22362 # DEPENDENCYPART_ARC
(6,20),-1.91772 # DEPENDENCYPART_ARC
(6,21),-1.47155 # DEPENDENCYPART_ARC
(6,22),1.57688 # DEPENDENCYPART_ARC
(7,1),-1.06786 # DEPENDENCYPART_ARC
(7,2),-2.03893 # DEPENDENCYPART_ARC
(7,3),-0.805971 # DEPENDENCYPART_ARC
(7,4),-0.831175 # DEPENDENCYPART_ARC
(7,5),-0.804987 # DEPENDENCYPART_ARC
(7,6),-1.35197 # DEPENDENCYPART_ARC
(7,8),-0.102294 # DEPENDENCYPART_ARC
(7,9),0.0125554 # DEPENDENCYPART_ARC
(7,10),-0.544062 # DEPENDENCYPART_ARC
(7,11),-0.857044 # DEPENDENCYPART_ARC
(7,12),-0.935668 # DEPENDENCYPART_ARC
(7,13),-0.231976 # DEPENDENCYPART_ARC
(7,14),-0.725337 # DEPENDENCYPART_ARC
(7,15),-0.895021 # DEPENDENCYPART_ARC
(7,16),-1.52641 # DEPENDENCYPART_ARC
(7,17),-0.979845 # DEPENDENCYPART_ARC
(7,18),-0.933371 # DEPENDENCYPART_ARC
(7,19),-1.67519 # DEPENDENCYPART_ARC
(7,20),-1.30342 # DEPENDENCYPART_ARC
(7,21),-1.31226 # DEPENDENCYPART_ARC
(7,22),-1.26637 # DEPENDENCYPART_ARC
(8,1),-0.100712 # DEPENDENCYPART_ARC
(8,2),-1.79874 # DEPENDENCYPART_ARC
(8,3),-0.407741 # DEPENDENCYPART_ARC
(8,4),-0.523306 # DEPENDENCYPART_ARC
(8,5),-0.61245 # DEPENDENCYPART_ARC
(8,6),-0.261017 # DEPENDENCYPART_ARC
(8,7),3.44981 # DEPENDENCYPART_ARC
(8,9),-0.180455 # DEPENDENCYPART_ARC
(8,10),-0.865474 # DEPENDENCYPART_ARC
(8,11),-1.598 # DEPENDENCYPART_ARC
(8,12),-0.547005 # DEPENDENCYPART_ARC
(8,13),-0.788254 # DEPENDENCYPART_ARC
(8,14),-0.844911 # DEPENDENCYPART_ARC
(8,15),-1.3374 # DEPENDENCYPART_ARC
(8,16),-2.37741 # DEPENDENCYPART_ARC
(8,17),-1.05867 # DEPENDENCYPART_ARC
(8,18),-1.13505 # DEPENDENCYPART_ARC
(8,19),-2.82395 # DEPENDENCYPART_ARC
(8,20),-1.8065 # DEPENDENCYPART_ARC
(8,21),-2.11149 # DEPENDENCYPART_ARC
(8,22),0.62999 # DEPENDENCYPART_ARC
(9,1),-1.91615 # DEPENDENCYPART_ARC
(9,2),-2.93334 # DEPENDENCYPART_ARC
(9,3),-1.65158 # DEPENDENCYPART_ARC
(9,4),-1.82009 # DEPENDENCYPART_ARC
(9,5),-1.64571 # DEPENDENCYPART_ARC
(9,6),-2.38605 # DEPENDENCYPART_ARC
(9,7),-1.17536 # DEPENDENCYPART_ARC
(9,8),-1.69789 # DEPENDENCYPART_ARC
(9,10),-0.96865 # DEPENDENCYPART_ARC
(9,11),-1.31537 # DEPENDENCYPART_ARC
(9,12),-1.27788 # DEPENDENCYPART_ARC
(9,13),-1.13543 # DEPENDENCYPART_ARC
(9,14),-1.32186 # DEPENDENCYPART_ARC
(9,15),-1.56896 # DEPENDENCYPART_ARC
(9,16),-2.36086 # DEPENDENCYPART_ARC
(9,17),-1.59114 # DEPENDENCYPART_ARC
(9,18),-1.61916 # DEPENDENCYPART_ARC
(9,19),-2.44923 # DEPENDENCYPART_ARC
(9,20),-1.73443 # DEPENDENCYPART_ARC
(9,21),-1.85773 # DEPENDENCYPART_ARC
(9,22),-1.42398 # DEPENDENCYPART_ARC
(10,1),-0.370975 # DEPENDENCYPART_ARC
(10,2),0.00120694 # DEPENDENCYPART_ARC
(10,3),1.0643 # DEPENDENCYPART_ARC
(10,4),1.01505 # DEPENDENCYPART_ARC
(10,5),1.35274 # DEPENDENCYPART_ARC
(10,6),0.359033 # DEPENDENCYPART_ARC
(10,7),0.567356 # DEPENDENCYPART_ARC
(10,8),0.124254 # DEPENDENCYPART_ARC
(10,9),1.92087 # DEPENDENCYPART_ARC
(10,11),-0.337816 # DEPENDENCYPART_ARC
(10,12),1.97452 # DEPENDENCYPART_ARC
(10,13),0.735579 # DEPENDENCYPART_ARC
(10,14),1.17611 # DEPENDENCYPART_ARC
(10,15),-0.294068 # DEPENDENCYPART_ARC
(10,16),-1.01124 # DEPENDENCYPART_ARC
(10,17),0.0820966 # DEPENDENCYPART_ARC
(10,18),-0.125236 # DEPENDENCYPART_ARC
(10,19),-0.907011 # DEPENDENCYPART_ARC
(10,20),0.897768 # DEPENDENCYPART_ARC
(10,21),-0.362267 # DEPENDENCYPART_ARC
(10,22),3.65599 # DEPENDENCYPART_ARC
(11,1),-0.874395 # DEPENDENCYPART_ARC
(11,2),-1.25379 # DEPENDENCYPART_ARC
(11,3),-0.80983 # DEPENDENCYPART_ARC
(11,4),-0.44091 # DEPENDENCYPART_ARC
(11,5),-0.728499 # DEPENDENCYPART_ARC
(11,6),-1.79597 # DEPENDENCYPART_ARC
(11,7),-0.700625 # DEPENDENCYPART_ARC
(11,8),-1.16121 # DEPENDENCYPART_ARC
(11,9),-0.887909 # DEPENDENCYPART_ARC
(11,10),-0.399148 # DEPENDENCYPART_ARC
(11,12),-0.00795881 # DEPENDENCYPART_ARC
(11,13),-0.341437 # DEPENDENCYPART_ARC
(11,14),-0.173213 # DEPENDENCYPART_ARC
(11,15),-1.48091 # DEPENDENCYPART_ARC
(11,16),-0.705883 # DEPENDENCYPART_ARC
(11,17),-0.410154 # DEPENDENCYPART_ARC
(11,18),-0.969089 # DEPENDENCYPART_ARC
(11,19),-1.53057 # DEPENDENCYPART_ARC
(11,20),1.75831 # DEPENDENCYPART_ARC
(11,21),-0.783601 # DEPENDENCYPART_ARC
(11,22),-0.0796646 # DEPENDENCYPART_ARC
(12,1),-0.354144 # DEPENDENCYPART_ARC
(12,2),1.30384 # DEPENDENCYPART_ARC
(12,3),0.727977 # DEPENDENCYPART_ARC
(12,4),0.748564 # DEPENDENCYPART_ARC
(12,5),1.09959 # DEPENDENCYPART_ARC
(12,6),-0.186329 # DEPENDENCYPART_ARC
(12,7),0.0159495 # DEPENDENCYPART_ARC
(12,8),-0.714224 # DEPENDENCYPART_ARC
(12,9),1.00654 # DEPENDENCYPART_ARC
(12,10),1.53159 # DEPENDENCYPART_ARC
(12,11),3.42387 # DEPENDENCYPART_ARC
(12,13),2.76212 # DEPENDENCYPART_ARC
(12,14),3.33773 # DEPENDENCYPART_ARC
(12,15),-0.043527 # DEPENDENCYPART_ARC
(12,16),-0.292659 # DEPENDENCYPART_ARC
(12,17),0.252742 # DEPENDENCYPART_ARC
(12,18),-1.01593 # DEPENDENCYPART_ARC
(12,19),-1.27722 # DEPENDENCYPART_ARC
(12,20),2.48113 # DEPENDENCYPART_ARC
(12,21),-0.399485 # DEPENDENCYPART_ARC
(12,22),2.68951 # DEPENDENCYPART_ARC
(13,1),-2.88025 # DEPENDENCYPART_ARC
(13,2),-3.84773 # DEPENDENCYPART_ARC
(13,3),-2.68684 # DEPENDENCYPART_ARC
(13,4),-2.91466 # DEPENDENCYPART_ARC
(13,5),-2.62533 # DEPENDENCYPART_ARC
(13,6),-3.58396 # DEPENDENCYPART_ARC
(13,7),-2.66433 # DEPENDENCYPART_ARC
(13,8),-3.53063 # DEPENDENCYPART_ARC
(13,9),-2.46975 # DEPENDENCYPART_ARC
(13,10),-2.28981 # DEPENDENCYPART_ARC
(13,11),-2.17828 # DEPENDENCYPART_ARC
(13,12),-1.50871 # DEPENDENCYPART_ARC
(13,14),-1.45451 # DEPENDENCYPART_ARC
(13,15),-1.76727 # DEPENDENCYPART_ARC
(13,16),-2.41306 # DEPENDENCYPART_ARC
(13,17),-1.94297 # DEPENDENCYPART_ARC
(13,18),-1.93719 # DEPENDENCYPART_ARC
(13,19),-2.82368 # DEPENDENCYPART_ARC
(13,20),-2.0811 # DEPENDENCYPART_ARC
(13,21),-2.3095 # DEPENDENCYPART_ARC
(13,22),-1.92496 # DEPENDENCYPART_ARC
(14,1),-1.12877 # DEPENDENCYPART_ARC
(14,2),-0.66256 # DEPENDENCYPART_ARC
(14,3),-0.563404 # DEPENDENCYPART_ARC
(14,4),0.357892 # DEPENDENCYPART_ARC
(14,5),0.612206 # DEPENDENCYPART_ARC
(14,6),-0.151044 # DEPENDENCYPART_ARC
(14,7),-0.409821 # DEPENDENCYPART_ARC
(14,8),0.170284 # DEPENDENCYPART_ARC
(14,9),0.159496 # DEPENDENCYPART_ARC
(14,10),0.92005 # DEPENDENCYPART_ARC
(14,11),0.157536 # DEPENDENCYPART_ARC
(14,12),0.546043 # DEPENDENCYPART_ARC
(14,13),1.16704 # DEPENDENCYPART_ARC
(14,15),-0.51384 # DEPENDENCYPART_ARC
(14,16),-0.767066 # DEPENDENCYPART_ARC
(14,17),0.0629958 # DEPENDENCYPART_ARC
(14,18),-0.0775889 # DEPENDENCYPART_ARC
(14,19),-1.18056 # DEPENDENCYPART_ARC
(14,20),0.959708 # DEPENDENCYPART_ARC
(14,21),-1.03017 # DEPENDENCYPART_ARC
(14,22),2.13063 # DEPENDENCYPART_ARC
(15,1),-2.48027 # DEPENDENCYPART_ARC
(15,2),-3.61497 # DEPENDENCYPART_ARC
(15,3),-2.3723 # DEPENDENCYPART_ARC
(15,4),-2.64356 # DEPENDENCYPART_ARC
(15,5),-2.26742 # DEPENDENCYPART_ARC
(15,6),-3.92372 # DEPENDENCYPART_ARC
(15,7),-2.30299 # DEPENDENCYPART_ARC
(15,8),-3.54091 # DEPENDENCYPART_ARC
(15,9),-1.69965 # DEPENDENCYPART_ARC
(15,10),-2.13496 # DEPENDENCYPART_ARC
(15,11),-2.75967 # DEPENDENCYPART_ARC
(15,12),-2.13366 # DEPENDENCYPART_ARC
(15,13),-1.43054 # DEPENDENCYPART_ARC
(15,14),-0.848707 # DEPENDENCYPART_ARC
(15,16),-0.435179 # DEPENDENCYPART_ARC
(15,17),-0.59611 # DEPENDENCYPART_ARC
(15,18),-0.376696 # DEPENDENCYPART_ARC
(15,19),-1.096 # DEPENDENCYPART_ARC
(15,20),-1.127 # DEPENDENCYPART_ARC
(15,21),-1.25634 # DEPENDENCYPART_ARC
(15,22),-1.28015 # DEPENDENCYPART_ARC
(16,1),-2.59874 # DEPENDENCYPART_ARC
(16,2),-4.69336 # DEPENDENCYPART_ARC
(16,3),-2.50637 # DEPENDENCYPART_ARC
(16,4),-2.38484 # DEPENDENCYPART_ARC
(16,5),-2.84026 # DEPENDENCYPART_ARC
(16,6),-4.35745 # DEPENDENCYPART_ARC
(16,7),-1.20025 # DEPENDENCYPART_ARC
(16,8),-3.7835 # DEPENDENCYPART_ARC
(16,9),-2.22076 # DEPENDENCYPART_ARC
(16,10),-1.87999 # DEPENDENCYPART_ARC
(16,11),-2.15536 # DEPENDENCYPART_ARC
(16,12),-2.90646 # DEPENDENCYPART_ARC
(16,13),-1.01876 # DEPENDENCYPART_ARC
(16,14),-1.29409 # DEPENDENCYPART_ARC
(16,15),3.19214 # DEPENDENCYPART_ARC
(16,17),-0.719118 # DEPENDENCYPART_ARC
(16,18),-0.75547 # DEPENDENCYPART_ARC
(16,19),-0.917585 # DEPENDENCYPART_ARC
(16,20),-1.43703 # DEPENDENCYPART_ARC
(16,21),-2.01473 # DEPENDENCYPART_ARC
(16,22),0.0365974 # DEPENDENCYPART_ARC
(17,1),-2.13013 # DEPENDENCYPART_ARC
(17,2),-1.42321 # DEPENDENCYPART_ARC
(17,3),-1.18451 # DEPENDENCYPART_ARC
(17,4),-1.48628 # DEPENDENCYPART_ARC
(17,5),-1.12794 # DEPENDENCYPART_ARC
(17,6),-1.58753 # DEPENDENCYPART_ARC
(17,7),-1.5656 # DEPENDENCYPART_ARC
(17,8),-1.62358 # DEPENDENCYPART_ARC
(17,9),-0.508435 # DEPENDENCYPART_ARC
(17,10),-0.706869 # DEPENDENCYPART_ARC
(17,11),-1.34772 # DEPENDENCYPART_ARC
(17,12),-0.934728 # DEPENDENCYPART_ARC
(17,13),-0.268555 # DEPENDENCYPART_ARC
(17,14),-0.420431 # DEPENDENCYPART_ARC
(17,15),-0.45977 # DEPENDENCYPART_ARC
(17,16),0.046598 # DEPENDENCYPART_ARC
(17,18),-0.222313 # DEPENDENCYPART_ARC
(17,19),0.151736 # DEPENDENCYPART_ARC
(17,20),-0.0968302 # DEPENDENCYPART_ARC
(17,21),-0.694671 # DEPENDENCYPART_ARC
(17,22),-0.0984224 # DEPENDENCYPART_ARC
(18,1),-1.60255 # DEPENDENCYPART_ARC
(18,2),-2.66486 # DEPENDENCYPART_ARC
(18,3),-1.90569 # DEPENDENCYPART_ARC
(18,4),-1.69711 # DEPENDENCYPART_ARC
(18,5),-1.96256 # DEPENDENCYPART_ARC
(18,6),-2.31697 # DEPENDENCYPART_ARC
(18,7),-1.5847 # DEPENDENCYPART_ARC
(18,8),-2.21335 # DEPENDENCYPART_ARC
(18,9),-1.7865 # DEPENDENCYPART_ARC
(18,10),-1.63239 # DEPENDENCYPART_ARC
(18,11),-2.06987 # DEPENDENCYPART_ARC
(18,12),-1.70093 # DEPENDENCYPART_ARC
(18,13),-1.42823 # DEPENDENCYPART_ARC
(18,14),-0.640615 # DEPENDENCYPART_ARC
(18,15),-0.434072 # DEPENDENCYPART_ARC
(18,16),-1.1355 # DEPENDENCYPART_ARC
(18,17),0.0638407 # DEPENDENCYPART_ARC
(18,19),-1.06664 # DEPENDENCYPART_ARC
(18,20),-1.02444 # DEPENDENCYPART_ARC
(18,21),-1.83519 # DEPENDENCYPART_ARC
(18,22),-0.44048 # DEPENDENCYPART_ARC
(19,1),-3.31426 # DEPENDENCYPART_ARC
(19,2),-4.79688 # DEPENDENCYPART_ARC
(19,3),-2.03623 # DEPENDENCYPART_ARC
(19,4),-1.2797 # DEPENDENCYPART_ARC
(19,5),-1.92222 # DEPENDENCYPART_ARC
(19,6),-3.79462 # DEPENDENCYPART_ARC
(19,7),-1.54545 # DEPENDENCYPART_ARC
(19,8),-3.13736 # DEPENDENCYPART_ARC
(19,9),-1.57531 # DEPENDENCYPART_ARC
(19,10),-1.08016 # DEPENDENCYPART_ARC
(19,11),-0.820388 # DEPENDENCYPART_ARC
(19,12),-2.23931 # DEPENDENCYPART_ARC
(19,13),-0.554727 # DEPENDENCYPART_ARC
(19,14),-0.635106 # DEPENDENCYPART_ARC
(19,15),0.766921 # DEPENDENCYPART_ARC
(19,16),-1.86529 # DEPENDENCYPART_ARC
(19,17),1.28682 # DEPENDENCYPART_ARC
(19,18),3.24036 # DEPENDENCYPART_ARC
(19,20),-1.29899 # DEPENDENCYPART_ARC
(19,21),-1.7566 # DEPENDENCYPART_ARC
(19,22),0.0393582 # DEPENDENCYPART_ARC
(20,1),-1.06106 # DEPENDENCYPART_ARC
(20,2),-0.31817 # DEPENDENCYPART_ARC
(20,3),-0.292451 # DEPENDENCYPART_ARC
(20,4),-0.590671 # DEPENDENCYPART_ARC
(20,5),-0.895788 # DEPENDENCYPART_ARC
(20,6),-1.92362 # DEPENDENCYPART_ARC
(20,7),-0.600514 # DEPENDENCYPART_ARC
(20,8),-2.59045 # DEPENDENCYPART_ARC
(20,9),-0.280643 # DEPENDENCYPART_ARC
(20,10),0.190351 # DEPENDENCYPART_ARC
(20,11),-0.294584 # DEPENDENCYPART_ARC
(20,12),-0.944547 # DEPENDENCYPART_ARC
(20,13),0.14202 # DEPENDENCYPART_ARC
(20,14),-0.123935 # DEPENDENCYPART_ARC
(20,15),-0.491799 # DEPENDENCYPART_ARC
(20,16),1.93295 # DEPENDENCYPART_ARC
(20,17),1.52343 # DEPENDENCYPART_ARC
(20,18),-0.375042 # DEPENDENCYPART_ARC
(20,19),2.32701 # DEPENDENCYPART_ARC
(20,21),2.04851 # DEPENDENCYPART_ARC
(20,22),1.4568 # DEPENDENCYPART_ARC
(21,1),-0.623333 # DEPENDENCYPART_ARC
(21,2),-1.04598 # DEPENDENCYPART_ARC
(21,3),0.0964975 # DEPENDENCYPART_ARC
(21,4),-0.0691982 # DEPENDENCYPART_ARC
(21,5),0.0422322 # DEPENDENCYPART_ARC
(21,6),-1.79853 # DEPENDENCYPART_ARC
(21,7),-0.445196 # DEPENDENCYPART_ARC
(21,8),-1.17784 # DEPENDENCYPART_ARC
(21,9),-0.0457632 # DEPENDENCYPART_ARC
(21,10),0.108889 # DEPENDENCYPART_ARC
(21,11),-0.825763 # DEPENDENCYPART_ARC
(21,12),0.16085 # DEPENDENCYPART_ARC
(21,13),0.29079 # DEPENDENCYPART_ARC
(21,14),0.0651648 # DEPENDENCYPART_ARC
(21,15),0.27635 # DEPENDENCYPART_ARC
(21,16),-0.894695 # DEPENDENCYPART_ARC
(21,17),0.197559 # DEPENDENCYPART_ARC
(21,18),0.49829 # DEPENDENCYPART_ARC
(21,19),-1.19626 # DEPENDENCYPART_ARC
(21,20),1.02993 # DEPENDENCYPART_ARC
(21,22),1.15283 # DEPENDENCYPART_ARC
(22,1),-3.61025 # DEPENDENCYPART_ARC
(22,2),-4.50422 # DEPENDENCYPART_ARC
(22,3),-3.33768 # DEPENDENCYPART_ARC
(22,4),-3.53063 # DEPENDENCYPART_ARC
(22,5),-3.30062 # DEPENDENCYPART_ARC
(22,6),-4.39718 # DEPENDENCYPART_ARC
(22,7),-3.3663 # DEPENDENCYPART_ARC
(22,8),-4.3393 # DEPENDENCYPART_ARC
(22,9),-3.05303 # DEPENDENCYPART_ARC
(22,10),-3.17422 # DEPENDENCYPART_ARC
(22,11),-3.56012 # DEPENDENCYPART_ARC
(22,12),-3.39366 # DEPENDENCYPART_ARC
(22,13),-2.86751 # DEPENDENCYPART_ARC
(22,14),-2.89757 # DEPENDENCYPART_ARC
(22,15),-3.04294 # DEPENDENCYPART_ARC
(22,16),-3.88535 # DEPENDENCYPART_ARC
(22,17),-2.8963 # DEPENDENCYPART_ARC
(22,18),-2.91021 # DEPENDENCYPART_ARC
(22,19),-3.41291 # DEPENDENCYPART_ARC
(22,20),-2.34027 # DEPENDENCYPART_ARC
(22,21),-1.61503 # DEPENDENCYPART_ARC
