# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,6,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(0,30),-4.7554 # DEPENDENCYPART_ARC
(0,31),-5.68783 # DEPENDENCYPART_ARC
(0,32),-4.21813 # DEPENDENCYPART_ARC
(0,33),-6.34877 # DEPENDENCYPART_ARC
(0,34),-6.63312 # DEPENDENCYPART_ARC
(1,2),-0.60879 # DEPENDENCYPART_ARC
(1,3),-0.443116 # DEPENDENCYPART_ARC
(1,4),-1.08299 # DEPENDENCYPART_ARC
(1,5),-0.857598 # DEPENDENCYPART_ARC
(1,6),-1.16195 # DEPENDENCYPART_ARC
(1,7),-0.735995 # DEPENDENCYPART_ARC
(1,8),-0.661358 # DEPENDENCYPART_ARC
(1,9),-1.33283 # DEPENDENCYPART_ARC
(1,10),-1.48111 # DEPENDENCYPART_ARC
(1,11),-0.990285 # DEPENDENCYPART_ARC
(1,12),-2.29144 # DEPENDENCYPART_ARC
(1,13),-2.49045 # DEPENDENCYPART_ARC
(1,14),-1.33681 # DEPENDENCYPART_ARC
(1,15),-1.32046 # DEPENDENCYPART_ARC
(1,16),-0.492619 # DEPENDENCYPART_ARC
(1,17),-1.37474 # DEPENDENCYPART_ARC
(1,18),-1.33815 # DEPENDENCYPART_ARC
(1,19),-2.80211 # DEPENDENCYPART_ARC
(1,20),-1.81387 # DEPENDENCYPART_ARC
(1,21),-1.49484 # DEPENDENCYPART_ARC
(1,22),-2.65209 # DEPENDENCYPART_ARC
(1,23),-1.44139 # DEPENDENCYPART_ARC
(1,24),-1.73445 # DEPENDENCYPART_ARC
(1,25),-1.45989 # DEPENDENCYPART_ARC
(1,26),-3.27783 # DEPENDENCYPART_ARC
(1,27),-1.61116 # DEPENDENCYPART_ARC
(1,28),-3.23061 # DEPENDENCYPART_ARC
(1,29),-2.28793 # DEPENDENCYPART_ARC
(1,30),-1.64629 # DEPENDENCYPART_ARC
(1,31),-3.32715 # DEPENDENCYPART_ARC
(1,32),-1.96261 # DEPENDENCYPART_ARC
(1,33),-3.82654 # DEPENDENCYPART_ARC
(1,34),-1.38929 # DEPENDENCYPART_ARC
(2,1),0.817899 # DEPENDENCYPART_ARC
(2,3),0.041912 # DEPENDENCYPART_ARC
(2,4),-0.920528 # DEPENDENCYPART_ARC
(2,5),-0.694736 # DEPENDENCYPART_ARC
(2,6),-0.954076 # DEPENDENCYPART_ARC
(2,7),-0.564046 # DEPENDENCYPART_ARC
(2,8),-0.29852 # DEPENDENCYPART_ARC
(2,9),-1.119 # DEPENDENCYPART_ARC
(2,10),-1.38951 # DEPENDENCYPART_ARC
(2,11),-0.714966 # DEPENDENCYPART_ARC
(2,12),-1.50068 # DEPENDENCYPART_ARC
(2,13),-1.68484 # DEPENDENCYPART_ARC
(2,14),-1.04748 # DEPENDENCYPART_ARC
(2,15),-0.914894 # DEPENDENCYPART_ARC
(2,16),-0.185511 # DEPENDENCYPART_ARC
(2,17),-1.20088 # DEPENDENCYPART_ARC
(2,18),-1.21244 # DEPENDENCYPART_ARC
(2,19),-1.92587 # DEPENDENCYPART_ARC
(2,20),-1.8041 # DEPENDENCYPART_ARC
(2,21),-1.24818 # DEPENDENCYPART_ARC
(2,22),-1.79897 # DEPENDENCYPART_ARC
(2,23),-1.25245 # DEPENDENCYPART_ARC
(2,24),-1.44818 # DEPENDENCYPART_ARC
(2,25),-1.41141 # DEPENDENCYPART_ARC
(2,26),-2.16689 # DEPENDENCYPART_ARC
(2,27),-1.39859 # DEPENDENCYPART_ARC
(2,28),-2.14561 # DEPENDENCYPART_ARC
(2,29),-1.68234 # DEPENDENCYPART_ARC
(2,30),-1.52556 # DEPENDENCYPART_ARC
(2,31),-2.16436 # DEPENDENCYPART_ARC
(2,32),-1.69304 # DEPENDENCYPART_ARC
(2,33),-2.36298 # DEPENDENCYPART_ARC
(2,34),0.53765 # DEPENDENCYPART_ARC
(3,1),2.21566 # DEPENDENCYPART_ARC
(3,2),2.66248 # DEPENDENCYPART_ARC
(3,4),0.770452 # DEPENDENCYPART_ARC
(3,5),1.38288 # DEPENDENCYPART_ARC
(3,6),1.42998 # DEPENDENCYPART_ARC
(3,7),2.4006 # DEPENDENCYPART_ARC
(3,8),3.16757 # DEPENDENCYPART_ARC
(3,9),0.277324 # DEPENDENCYPART_ARC
(3,10),-0.139429 # DEPENDENCYPART_ARC
(3,11),0.601792 # DEPENDENCYPART_ARC
(3,12),0.0733735 # DEPENDENCYPART_ARC
(3,13),0.0163333 # DEPENDENCYPART_ARC
(3,14),0.723963 # DEPENDENCYPART_ARC
(3,15),1.15617 # DEPENDENCYPART_ARC
(3,16),1.52789 # DEPENDENCYPART_ARC
(3,17),0.0808595 # DEPENDENCYPART_ARC
(3,18),-0.528222 # DEPENDENCYPART_ARC
(3,19),-1.58021 # DEPENDENCYPART_ARC
(3,20),-0.539746 # DEPENDENCYPART_ARC
(3,21),-0.490413 # DEPENDENCYPART_ARC
(3,22),0.505259 # DEPENDENCYPART_ARC
(3,23),0.466666 # DEPENDENCYPART_ARC
(3,24),0.114769 # DEPENDENCYPART_ARC
(3,25),-0.610497 # DEPENDENCYPART_ARC
(3,26),-1.98818 # DEPENDENCYPART_ARC
(3,27),-0.54008 # DEPENDENCYPART_ARC
(3,28),-1.22598 # DEPENDENCYPART_ARC
(3,29),0.769065 # DEPENDENCYPART_ARC
(3,30),-0.729672 # DEPENDENCYPART_ARC
(3,31),-0.530936 # DEPENDENCYPART_ARC
(3,32),-0.0858406 # DEPENDENCYPART_ARC
(3,33),-1.25185 # DEPENDENCYPART_ARC
(3,34),3.98801 # DEPENDENCYPART_ARC
(4,1),-1.47228 # DEPENDENCYPART_ARC
(4,2),-1.39216 # DEPENDENCYPART_ARC
(4,3),-0.831553 # DEPENDENCYPART_ARC
(4,5),0.434012 # DEPENDENCYPART_ARC
(4,6),-0.537363 # DEPENDENCYPART_ARC
(4,7),-0.133389 # DEPENDENCYPART_ARC
(4,8),-0.554157 # DEPENDENCYPART_ARC
(4,9),-0.757186 # DEPENDENCYPART_ARC
(4,10),-0.449268 # DEPENDENCYPART_ARC
(4,11),-0.727769 # DEPENDENCYPART_ARC
(4,12),-1.3834 # DEPENDENCYPART_ARC
(4,13),-1.6613 # DEPENDENCYPART_ARC
(4,14),-0.881744 # DEPENDENCYPART_ARC
(4,15),-1.34669 # DEPENDENCYPART_ARC
(4,16),-0.580809 # DEPENDENCYPART_ARC
(4,17),-1.08779 # DEPENDENCYPART_ARC
(4,18),-0.852599 # DEPENDENCYPART_ARC
(4,19),-1.76817 # DEPENDENCYPART_ARC
(4,20),-1.45967 # DEPENDENCYPART_ARC
(4,21),-0.881712 # DEPENDENCYPART_ARC
(4,22),-2.04185 # DEPENDENCYPART_ARC
(4,23),-0.680331 # DEPENDENCYPART_ARC
(4,24),-1.1894 # DEPENDENCYPART_ARC
(4,25),-1.04322 # DEPENDENCYPART_ARC
(4,26),-1.88915 # DEPENDENCYPART_ARC
(4,27),-1.16943 # DEPENDENCYPART_ARC
(4,28),-2.16499 # DEPENDENCYPART_ARC
(4,29),-1.97148 # DEPENDENCYPART_ARC
(4,30),-1.24798 # DEPENDENCYPART_ARC
(4,31),-2.16141 # DEPENDENCYPART_ARC
(4,32),-1.31536 # DEPENDENCYPART_ARC
(4,33),-2.28749 # DEPENDENCYPART_ARC
(4,34),-2.87342 # DEPENDENCYPART_ARC
(5,1),-0.671189 # DEPENDENCYPART_ARC
(5,2),-0.501627 # DEPENDENCYPART_ARC
(5,3),-0.59315 # DEPENDENCYPART_ARC
(5,4),2.39816 # DEPENDENCYPART_ARC
(5,6),-0.680859 # DEPENDENCYPART_ARC
(5,7),0.0489324 # DEPENDENCYPART_ARC
(5,8),-0.24938 # DEPENDENCYPART_ARC
(5,9),-0.737715 # DEPENDENCYPART_ARC
(5,10),-0.285094 # DEPENDENCYPART_ARC
(5,11),-0.444122 # DEPENDENCYPART_ARC
(5,12),-1.20289 # DEPENDENCYPART_ARC
(5,13),-0.839702 # DEPENDENCYPART_ARC
(5,14),-0.636496 # DEPENDENCYPART_ARC
(5,15),0.094321 # DEPENDENCYPART_ARC
(5,16),-0.17304 # DEPENDENCYPART_ARC
(5,17),-1.04607 # DEPENDENCYPART_ARC
(5,18),-0.700885 # DEPENDENCYPART_ARC
(5,19),-0.829099 # DEPENDENCYPART_ARC
(5,20),-0.835341 # DEPENDENCYPART_ARC
(5,21),-0.693945 # DEPENDENCYPART_ARC
(5,22),-1.10955 # DEPENDENCYPART_ARC
(5,23),-0.377947 # DEPENDENCYPART_ARC
(5,24),-1.08994 # DEPENDENCYPART_ARC
(5,25),-0.823743 # DEPENDENCYPART_ARC
(5,26),-1.93735 # DEPENDENCYPART_ARC
(5,27),-0.745849 # DEPENDENCYPART_ARC
(5,28),-1.57981 # DEPENDENCYPART_ARC
(5,29),-0.592094 # DEPENDENCYPART_ARC
(5,30),-0.822177 # DEPENDENCYPART_ARC
(5,31),-1.12731 # DEPENDENCYPART_ARC
(5,32),-1.24151 # DEPENDENCYPART_ARC
(5,33),-1.89578 # DEPENDENCYPART_ARC
(5,34),1.22071 # DEPENDENCYPART_ARC
(6,1),-0.128638 # DEPENDENCYPART_ARC
(6,2),-0.0796351 # DEPENDENCYPART_ARC
(6,3),0.670951 # DEPENDENCYPART_ARC
(6,4),0.551807 # DEPENDENCYPART_ARC
(6,5),0.210818 # DEPENDENCYPART_ARC
(6,7),0.530046 # DEPENDENCYPART_ARC
(6,8),0.197191 # DEPENDENCYPART_ARC
(6,9),-0.213558 # DEPENDENCYPART_ARC
(6,10),0.125382 # DEPENDENCYPART_ARC
(6,11),-0.143159 # DEPENDENCYPART_ARC
(6,12),0.159098 # DEPENDENCYPART_ARC
(6,13),0.255837 # DEPENDENCYPART_ARC
(6,14),0.43783 # DEPENDENCYPART_ARC
(6,15),1.33658 # DEPENDENCYPART_ARC
(6,16),0.757995 # DEPENDENCYPART_ARC
(6,17),-0.314766 # DEPENDENCYPART_ARC
(6,18),0.0195833 # DEPENDENCYPART_ARC
(6,19),-0.259069 # DEPENDENCYPART_ARC
(6,20),-0.139456 # DEPENDENCYPART_ARC
(6,21),-0.0261032 # DEPENDENCYPART_ARC
(6,22),0.0338353 # DEPENDENCYPART_ARC
(6,23),0.177394 # DEPENDENCYPART_ARC
(6,24),-0.784586 # DEPENDENCYPART_ARC
(6,25),0.0071057 # DEPENDENCYPART_ARC
(6,26),-0.381879 # DEPENDENCYPART_ARC
(6,27),-0.0741535 # DEPENDENCYPART_ARC
(6,28),-0.241128 # DEPENDENCYPART_ARC
(6,29),0.965234 # DEPENDENCYPART_ARC
(6,30),-0.0673488 # DEPENDENCYPART_ARC
(6,31),-0.700329 # DEPENDENCYPART_ARC
(6,32),-1.05877 # DEPENDENCYPART_ARC
(6,33),-0.814054 # DEPENDENCYPART_ARC
(6,34),0.570807 # DEPENDENCYPART_ARC
(7,1),-2.53148 # DEPENDENCYPART_ARC
(7,2),-2.43445 # DEPENDENCYPART_ARC
(7,3),-2.33991 # DEPENDENCYPART_ARC
(7,4),-1.86097 # DEPENDENCYPART_ARC
(7,5),-2.00087 # DEPENDENCYPART_ARC
(7,6),-1.04004 # DEPENDENCYPART_ARC
(7,8),-1.23283 # DEPENDENCYPART_ARC
(7,9),-1.54679 # DEPENDENCYPART_ARC
(7,10),-1.66945 # DEPENDENCYPART_ARC
(7,11),-1.47047 # DEPENDENCYPART_ARC
(7,12),-2.34487 # DEPENDENCYPART_ARC
(7,13),-2.58854 # DEPENDENCYPART_ARC
(7,14),-1.7927 # DEPENDENCYPART_ARC
(7,15),-1.89982 # DEPENDENCYPART_ARC
(7,16),-1.58821 # DEPENDENCYPART_ARC
(7,17),-1.91883 # DEPENDENCYPART_ARC
(7,18),-1.93212 # DEPENDENCYPART_ARC
(7,19),-2.96675 # DEPENDENCYPART_ARC
(7,20),-2.24377 # DEPENDENCYPART_ARC
(7,21),-2.02687 # DEPENDENCYPART_ARC
(7,22),-3.05328 # DEPENDENCYPART_ARC
(7,23),-1.7803 # DEPENDENCYPART_ARC
(7,24),-2.02159 # DEPENDENCYPART_ARC
(7,25),-2.09625 # DEPENDENCYPART_ARC
(7,26),-3.19451 # DEPENDENCYPART_ARC
(7,27),-2.14477 # DEPENDENCYPART_ARC
(7,28),-3.33245 # DEPENDENCYPART_ARC
(7,29),-2.41148 # DEPENDENCYPART_ARC
(7,30),-2.13489 # DEPENDENCYPART_ARC
(7,31),-3.32518 # DEPENDENCYPART_ARC
(7,32),-2.18156 # DEPENDENCYPART_ARC
(7,33),-3.63684 # DEPENDENCYPART_ARC
(7,34),-2.32165 # DEPENDENCYPART_ARC
(8,1),0.675556 # DEPENDENCYPART_ARC
(8,2),0.59357 # DEPENDENCYPART_ARC
(8,3),-0.156096 # DEPENDENCYPART_ARC
(8,4),-0.106043 # DEPENDENCYPART_ARC
(8,5),0.869844 # DEPENDENCYPART_ARC
(8,6),0.513218 # DEPENDENCYPART_ARC
(8,7),1.24821 # DEPENDENCYPART_ARC
(8,9),-0.456643 # DEPENDENCYPART_ARC
(8,10),-0.0611632 # DEPENDENCYPART_ARC
(8,11),0.357937 # DEPENDENCYPART_ARC
(8,12),-0.429596 # DEPENDENCYPART_ARC
(8,13),-0.616256 # DEPENDENCYPART_ARC
(8,14),0.102513 # DEPENDENCYPART_ARC
(8,15),0.900374 # DEPENDENCYPART_ARC
(8,16),1.03925 # DEPENDENCYPART_ARC
(8,17),-0.718279 # DEPENDENCYPART_ARC
(8,18),-0.150823 # DEPENDENCYPART_ARC
(8,19),-1.59188 # DEPENDENCYPART_ARC
(8,20),-0.694271 # DEPENDENCYPART_ARC
(8,21),-0.234362 # DEPENDENCYPART_ARC
(8,22),-1.08644 # DEPENDENCYPART_ARC
(8,23),0.0846802 # DEPENDENCYPART_ARC
(8,24),-1.23868 # DEPENDENCYPART_ARC
(8,25),-0.192777 # DEPENDENCYPART_ARC
(8,26),-1.7308 # DEPENDENCYPART_ARC
(8,27),-0.205445 # DEPENDENCYPART_ARC
(8,28),-1.74913 # DEPENDENCYPART_ARC
(8,29),0.475712 # DEPENDENCYPART_ARC
(8,30),-0.132727 # DEPENDENCYPART_ARC
(8,31),-2.04683 # DEPENDENCYPART_ARC
(8,32),-1.47863 # DEPENDENCYPART_ARC
(8,33),-2.48027 # DEPENDENCYPART_ARC
(8,34),2.70731 # DEPENDENCYPART_ARC
(9,1),-2.04735 # DEPENDENCYPART_ARC
(9,2),-2.08361 # DEPENDENCYPART_ARC
(9,3),-2.00073 # DEPENDENCYPART_ARC
(9,4),-1.60192 # DEPENDENCYPART_ARC
(9,5),-1.70202 # DEPENDENCYPART_ARC
(9,6),-1.95291 # DEPENDENCYPART_ARC
(9,7),-1.14599 # DEPENDENCYPART_ARC
(9,8),-0.577492 # DEPENDENCYPART_ARC
(9,10),0.476527 # DEPENDENCYPART_ARC
(9,11),-0.35446 # DEPENDENCYPART_ARC
(9,12),-0.732668 # DEPENDENCYPART_ARC
(9,13),-1.04238 # DEPENDENCYPART_ARC
(9,14),-0.782765 # DEPENDENCYPART_ARC
(9,15),-1.0376 # DEPENDENCYPART_ARC
(9,16),-0.192478 # DEPENDENCYPART_ARC
(9,17),-0.636235 # DEPENDENCYPART_ARC
(9,18),-0.765718 # DEPENDENCYPART_ARC
(9,19),-1.42354 # DEPENDENCYPART_ARC
(9,20),-1.04839 # DEPENDENCYPART_ARC
(9,21),-0.979999 # DEPENDENCYPART_ARC
(9,22),-1.77193 # DEPENDENCYPART_ARC
(9,23),-0.617279 # DEPENDENCYPART_ARC
(9,24),-0.970803 # DEPENDENCYPART_ARC
(9,25),-1.06515 # DEPENDENCYPART_ARC
(9,26),-1.52605 # DEPENDENCYPART_ARC
(9,27),-1.18927 # DEPENDENCYPART_ARC
(9,28),-1.74607 # DEPENDENCYPART_ARC
(9,29),-1.33527 # DEPENDENCYPART_ARC
(9,30),-1.26815 # DEPENDENCYPART_ARC
(9,31),-1.61808 # DEPENDENCYPART_ARC
(9,32),-1.12095 # DEPENDENCYPART_ARC
(9,33),-1.69271 # DEPENDENCYPART_ARC
(9,34),-2.05917 # DEPENDENCYPART_ARC
(10,1),-1.26397 # DEPENDENCYPART_ARC
(10,2),-1.23963 # DEPENDENCYPART_ARC
(10,3),-1.36555 # DEPENDENCYPART_ARC
(10,4),0.670469 # DEPENDENCYPART_ARC
(10,5),-1.05662 # DEPENDENCYPART_ARC
(10,6),-0.355289 # DEPENDENCYPART_ARC
(10,7),-0.425493 # DEPENDENCYPART_ARC
(10,8),-0.452857 # DEPENDENCYPART_ARC
(10,9),2.66176 # DEPENDENCYPART_ARC
(10,11),-1.05607 # DEPENDENCYPART_ARC
(10,12),-1.13388 # DEPENDENCYPART_ARC
(10,13),-1.06988 # DEPENDENCYPART_ARC
(10,14),-1.28821 # DEPENDENCYPART_ARC
(10,15),-0.661574 # DEPENDENCYPART_ARC
(10,16),-0.783085 # DEPENDENCYPART_ARC
(10,17),-1.64303 # DEPENDENCYPART_ARC
(10,18),-1.28416 # DEPENDENCYPART_ARC
(10,19),-1.26563 # DEPENDENCYPART_ARC
(10,20),-1.37589 # DEPENDENCYPART_ARC
(10,21),-1.3817 # DEPENDENCYPART_ARC
(10,22),-1.79792 # DEPENDENCYPART_ARC
(10,23),-1.07171 # DEPENDENCYPART_ARC
(10,24),-1.84756 # DEPENDENCYPART_ARC
(10,25),-1.46271 # DEPENDENCYPART_ARC
(10,26),-2.49334 # DEPENDENCYPART_ARC
(10,27),-1.44765 # DEPENDENCYPART_ARC
(10,28),-2.13249 # DEPENDENCYPART_ARC
(10,29),-1.32597 # DEPENDENCYPART_ARC
(10,30),-1.5614 # DEPENDENCYPART_ARC
(10,31),-1.65158 # DEPENDENCYPART_ARC
(10,32),-1.84978 # DEPENDENCYPART_ARC
(10,33),-2.50138 # DEPENDENCYPART_ARC
(10,34),0.135063 # DEPENDENCYPART_ARC
(11,1),-0.485338 # DEPENDENCYPART_ARC
(11,2),-0.497032 # DEPENDENCYPART_ARC
(11,3),0.163137 # DEPENDENCYPART_ARC
(11,4),-0.685002 # DEPENDENCYPART_ARC
(11,5),-0.768543 # DEPENDENCYPART_ARC
(11,6),-1.09387 # DEPENDENCYPART_ARC
(11,7),0.764092 # DEPENDENCYPART_ARC
(11,8),-0.050371 # DEPENDENCYPART_ARC
(11,9),0.0971205 # DEPENDENCYPART_ARC
(11,10),0.263393 # DEPENDENCYPART_ARC
(11,12),0.190695 # DEPENDENCYPART_ARC
(11,13),-0.113855 # DEPENDENCYPART_ARC
(11,14),-0.334891 # DEPENDENCYPART_ARC
(11,15),0.765476 # DEPENDENCYPART_ARC
(11,16),0.619496 # DEPENDENCYPART_ARC
(11,17),-0.767711 # DEPENDENCYPART_ARC
(11,18),-0.779509 # DEPENDENCYPART_ARC
(11,19),-1.41532 # DEPENDENCYPART_ARC
(11,20),-0.739165 # DEPENDENCYPART_ARC
(11,21),-0.820383 # DEPENDENCYPART_ARC
(11,22),-1.35504 # DEPENDENCYPART_ARC
(11,23),0.195742 # DEPENDENCYPART_ARC
(11,24),-1.31401 # DEPENDENCYPART_ARC
(11,25),-1.03441 # DEPENDENCYPART_ARC
(11,26),-2.12986 # DEPENDENCYPART_ARC
(11,27),-1.02748 # DEPENDENCYPART_ARC
(11,28),-2.2962 # DEPENDENCYPART_ARC
(11,29),-0.586716 # DEPENDENCYPART_ARC
(11,30),-1.05651 # DEPENDENCYPART_ARC
(11,31),-2.73756 # DEPENDENCYPART_ARC
(11,32),-1.57372 # DEPENDENCYPART_ARC
(11,33),-3.02924 # DEPENDENCYPART_ARC
(11,34),0.298979 # DEPENDENCYPART_ARC
(12,1),-1.4196 # DEPENDENCYPART_ARC
(12,2),-1.33087 # DEPENDENCYPART_ARC
(12,3),-1.70776 # DEPENDENCYPART_ARC
(12,4),-0.109194 # DEPENDENCYPART_ARC
(12,5),-1.83825 # DEPENDENCYPART_ARC
(12,6),-1.38143 # DEPENDENCYPART_ARC
(12,7),-0.0101597 # DEPENDENCYPART_ARC
(12,8),-0.879386 # DEPENDENCYPART_ARC
(12,9),1.43708 # DEPENDENCYPART_ARC
(12,10),0.461263 # DEPENDENCYPART_ARC
(12,11),1.74586 # DEPENDENCYPART_ARC
(12,13),-0.744688 # DEPENDENCYPART_ARC
(12,14),-0.823337 # DEPENDENCYPART_ARC
(12,15),-0.483755 # DEPENDENCYPART_ARC
(12,16),-0.318063 # DEPENDENCYPART_ARC
(12,17),-1.21804 # DEPENDENCYPART_ARC
(12,18),-0.959238 # DEPENDENCYPART_ARC
(12,19),-2.19197 # DEPENDENCYPART_ARC
(12,20),-1.34614 # DEPENDENCYPART_ARC
(12,21),-1.03857 # DEPENDENCYPART_ARC
(12,22),-1.86044 # DEPENDENCYPART_ARC
(12,23),-0.326673 # DEPENDENCYPART_ARC
(12,24),-1.51223 # DEPENDENCYPART_ARC
(12,25),-1.24097 # DEPENDENCYPART_ARC
(12,26),-1.88087 # DEPENDENCYPART_ARC
(12,27),-1.2208 # DEPENDENCYPART_ARC
(12,28),-2.24747 # DEPENDENCYPART_ARC
(12,29),-1.15945 # DEPENDENCYPART_ARC
(12,30),-1.16694 # DEPENDENCYPART_ARC
(12,31),-2.64001 # DEPENDENCYPART_ARC
(12,32),-1.66906 # DEPENDENCYPART_ARC
(12,33),-2.86867 # DEPENDENCYPART_ARC
(12,34),0.583824 # DEPENDENCYPART_ARC
(13,1),-0.913411 # DEPENDENCYPART_ARC
(13,2),-0.903691 # DEPENDENCYPART_ARC
(13,3),-1.4879 # DEPENDENCYPART_ARC
(13,4),-0.684723 # DEPENDENCYPART_ARC
(13,5),-1.36406 # DEPENDENCYPART_ARC
(13,6),-1.6717 # DEPENDENCYPART_ARC
(13,7),0.320047 # DEPENDENCYPART_ARC
(13,8),-0.289226 # DEPENDENCYPART_ARC
(13,9),0.587839 # DEPENDENCYPART_ARC
(13,10),0.305967 # DEPENDENCYPART_ARC
(13,11),1.8018 # DEPENDENCYPART_ARC
(13,12),4.51935 # DEPENDENCYPART_ARC
(13,14),-0.421095 # DEPENDENCYPART_ARC
(13,15),-0.472841 # DEPENDENCYPART_ARC
(13,16),-0.0723631 # DEPENDENCYPART_ARC
(13,17),-1.05518 # DEPENDENCYPART_ARC
(13,18),-0.655197 # DEPENDENCYPART_ARC
(13,19),-1.92197 # DEPENDENCYPART_ARC
(13,20),-1.40959 # DEPENDENCYPART_ARC
(13,21),-0.720647 # DEPENDENCYPART_ARC
(13,22),-1.14365 # DEPENDENCYPART_ARC
(13,23),0.056633 # DEPENDENCYPART_ARC
(13,24),-1.37156 # DEPENDENCYPART_ARC
(13,25),-0.908453 # DEPENDENCYPART_ARC
(13,26),-1.46659 # DEPENDENCYPART_ARC
(13,27),-0.961339 # DEPENDENCYPART_ARC
(13,28),-1.6428 # DEPENDENCYPART_ARC
(13,29),-1.2988 # DEPENDENCYPART_ARC
(13,30),-0.768192 # DEPENDENCYPART_ARC
(13,31),-2.47938 # DEPENDENCYPART_ARC
(13,32),-1.49481 # DEPENDENCYPART_ARC
(13,33),-2.69303 # DEPENDENCYPART_ARC
(13,34),0.872203 # DEPENDENCYPART_ARC
(14,1),-0.831747 # DEPENDENCYPART_ARC
(14,2),-0.907306 # DEPENDENCYPART_ARC
(14,3),-0.942877 # DEPENDENCYPART_ARC
(14,4),-1.01836 # DEPENDENCYPART_ARC
(14,5),-0.668856 # DEPENDENCYPART_ARC
(14,6),-0.899314 # DEPENDENCYPART_ARC
(14,7),-0.41381 # DEPENDENCYPART_ARC
(14,8),-0.42018 # DEPENDENCYPART_ARC
(14,9),-0.715156 # DEPENDENCYPART_ARC
(14,10),-0.228593 # DEPENDENCYPART_ARC
(14,11),0.067067 # DEPENDENCYPART_ARC
(14,12),0.0861783 # DEPENDENCYPART_ARC
(14,13),0.732229 # DEPENDENCYPART_ARC
(14,15),0.201448 # DEPENDENCYPART_ARC
(14,16),-0.214962 # DEPENDENCYPART_ARC
(14,17),-0.874383 # DEPENDENCYPART_ARC
(14,18),-0.70911 # DEPENDENCYPART_ARC
(14,19),-0.911567 # DEPENDENCYPART_ARC
(14,20),-1.11019 # DEPENDENCYPART_ARC
(14,21),-0.907563 # DEPENDENCYPART_ARC
(14,22),-0.984782 # DEPENDENCYPART_ARC
(14,23),-0.5217 # DEPENDENCYPART_ARC
(14,24),-1.21709 # DEPENDENCYPART_ARC
(14,25),-1.05426 # DEPENDENCYPART_ARC
(14,26),-1.67422 # DEPENDENCYPART_ARC
(14,27),-1.13652 # DEPENDENCYPART_ARC
(14,28),-1.59883 # DEPENDENCYPART_ARC
(14,29),-1.16251 # DEPENDENCYPART_ARC
(14,30),-1.08369 # DEPENDENCYPART_ARC
(14,31),-1.44774 # DEPENDENCYPART_ARC
(14,32),-1.4208 # DEPENDENCYPART_ARC
(14,33),-1.63544 # DEPENDENCYPART_ARC
(14,34),0.0206618 # DEPENDENCYPART_ARC
(15,1),0.625552 # DEPENDENCYPART_ARC
(15,2),0.558826 # DEPENDENCYPART_ARC
(15,3),-0.310082 # DEPENDENCYPART_ARC
(15,4),-0.333116 # DEPENDENCYPART_ARC
(15,5),0.042257 # DEPENDENCYPART_ARC
(15,6),-0.132875 # DEPENDENCYPART_ARC
