# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,5,9,0,11,15,15,14,15,9,15,18,15,18,23,23,23,13,23,9,
(2,7),-1.5635 # DEPENDENCYPART_ARC
(2,8),-0.456889 # DEPENDENCYPART_ARC
(2,9),-0.926031 # DEPENDENCYPART_ARC
(2,10),-1.05398 # DEPENDENCYPART_ARC
(2,11),-1.61881 # DEPENDENCYPART_ARC
(2,12),-1.06808 # DEPENDENCYPART_ARC
(2,13),-1.31215 # DEPENDENCYPART_ARC
(2,14),-1.5606 # DEPENDENCYPART_ARC
(2,15),-1.36696 # DEPENDENCYPART_ARC
(2,16),-1.21196 # DEPENDENCYPART_ARC
(2,17),-0.768597 # DEPENDENCYPART_ARC
(2,18),-1.30357 # DEPENDENCYPART_ARC
(2,19),-0.727341 # DEPENDENCYPART_ARC
(2,20),-1.53207 # DEPENDENCYPART_ARC
(2,21),-1.27027 # DEPENDENCYPART_ARC
(2,22),-1.92776 # DEPENDENCYPART_ARC
(2,23),-2.12805 # DEPENDENCYPART_ARC
(2,24),-0.841311 # DEPENDENCYPART_ARC
(2,25),-2.17916 # DEPENDENCYPART_ARC
(3,1),-0.497297 # DEPENDENCYPART_ARC
(3,2),3.14435 # DEPENDENCYPART_ARC
(3,4),-1.07778 # DEPENDENCYPART_ARC
(3,5),-0.80843 # DEPENDENCYPART_ARC
(3,6),-1.38054 # DEPENDENCYPART_ARC
(3,7),-2.22605 # DEPENDENCYPART_ARC
(3,8),-0.873373 # DEPENDENCYPART_ARC
(3,9),-1.21716 # DEPENDENCYPART_ARC
(3,10),-1.62974 # DEPENDENCYPART_ARC
(3,11),-2.10998 # DEPENDENCYPART_ARC
(3,12),-1.29101 # DEPENDENCYPART_ARC
(3,13),-1.94652 # DEPENDENCYPART_ARC
(3,14),-1.69849 # DEPENDENCYPART_ARC
(3,15),-1.57171 # DEPENDENCYPART_ARC
(3,16),-1.34319 # DEPENDENCYPART_ARC
(3,17),-1.68547 # DEPENDENCYPART_ARC
(3,18),-1.37641 # DEPENDENCYPART_ARC
(3,19),-1.26927 # DEPENDENCYPART_ARC
(3,20),-1.93525 # DEPENDENCYPART_ARC
(3,21),-1.69188 # DEPENDENCYPART_ARC
(3,22),-2.14699 # DEPENDENCYPART_ARC
(3,23),-3.38134 # DEPENDENCYPART_ARC
(3,24),-1.81514 # DEPENDENCYPART_ARC
(3,25),0.122874 # DEPENDENCYPART_ARC
(4,1),0.454319 # DEPENDENCYPART_ARC
(4,2),-0.349681 # DEPENDENCYPART_ARC
(4,3),0.448598 # DEPENDENCYPART_ARC
(4,5),-0.0677725 # DEPENDENCYPART_ARC
(4,6),-0.748966 # DEPENDENCYPART_ARC
(4,7),-0.205805 # DEPENDENCYPART_ARC
(4,8),-0.353917 # DEPENDENCYPART_ARC
(4,9),-0.117924 # DEPENDENCYPART_ARC
(4,10),-1.04249 # DEPENDENCYPART_ARC
(4,11),-0.771982 # DEPENDENCYPART_ARC
(4,12),-0.690557 # DEPENDENCYPART_ARC
(4,13),-1.32609 # DEPENDENCYPART_ARC
(4,14),-0.697561 # DEPENDENCYPART_ARC
(4,15),-0.871011 # DEPENDENCYPART_ARC
(4,16),-0.736485 # DEPENDENCYPART_ARC
(4,17),-0.500086 # DEPENDENCYPART_ARC
(4,18),-0.066387 # DEPENDENCYPART_ARC
(4,19),-0.370539 # DEPENDENCYPART_ARC
(4,20),-0.946531 # DEPENDENCYPART_ARC
(4,21),-1.14245 # DEPENDENCYPART_ARC
(4,22),-1.27594 # DEPENDENCYPART_ARC
(4,23),-1.64949 # DEPENDENCYPART_ARC
(4,24),-0.897316 # DEPENDENCYPART_ARC
(4,25),0.745828 # DEPENDENCYPART_ARC
(5,1),0.846405 # DEPENDENCYPART_ARC
(5,2),2.09845 # DEPENDENCYPART_ARC
(5,3),1.06891 # DEPENDENCYPART_ARC
(5,4),1.97795 # DEPENDENCYPART_ARC
(5,6),0.311829 # DEPENDENCYPART_ARC
(5,7),1.99039 # DEPENDENCYPART_ARC
(5,8),0.649544 # DEPENDENCYPART_ARC
(5,9),0.318758 # DEPENDENCYPART_ARC
(5,10),-0.123649 # DEPENDENCYPART_ARC
(5,11),-0.479988 # DEPENDENCYPART_ARC
(5,12),0.087973 # DEPENDENCYPART_ARC
(5,13),-0.58611 # DEPENDENCYPART_ARC
(5,14),0.129734 # DEPENDENCYPART_ARC
(5,15),0.136868 # DEPENDENCYPART_ARC
(5,16),-0.0136655 # DEPENDENCYPART_ARC
(5,17),0.189715 # DEPENDENCYPART_ARC
(5,18),0.193169 # DEPENDENCYPART_ARC
(5,19),0.22883 # DEPENDENCYPART_ARC
(5,20),-0.842953 # DEPENDENCYPART_ARC
(5,21),-0.174063 # DEPENDENCYPART_ARC
(5,22),-0.576535 # DEPENDENCYPART_ARC
(5,23),-0.323855 # DEPENDENCYPART_ARC
(5,24),0.0646436 # DEPENDENCYPART_ARC
(5,25),1.97538 # DEPENDENCYPART_ARC
(6,1),-1.1433 # DEPENDENCYPART_ARC
(6,2),-0.876995 # DEPENDENCYPART_ARC
(6,3),-1.6677 # DEPENDENCYPART_ARC
(6,4),-0.722092 # DEPENDENCYPART_ARC
(6,5),-0.348734 # DEPENDENCYPART_ARC
(6,7),-0.618129 # DEPENDENCYPART_ARC
(6,8),-0.113882 # DEPENDENCYPART_ARC
(6,9),-0.6284 # DEPENDENCYPART_ARC
(6,10),-0.780632 # DEPENDENCYPART_ARC
(6,11),-1.11614 # DEPENDENCYPART_ARC
(6,12),-0.938449 # DEPENDENCYPART_ARC
(6,13),-1.21881 # DEPENDENCYPART_ARC
(6,14),-1.09218 # DEPENDENCYPART_ARC
(6,15),-0.9258 # DEPENDENCYPART_ARC
(6,16),-1.09502 # DEPENDENCYPART_ARC
(6,17),-0.667001 # DEPENDENCYPART_ARC
(6,18),-1.17071 # DEPENDENCYPART_ARC
(6,19),-0.880644 # DEPENDENCYPART_ARC
(6,20),-1.44302 # DEPENDENCYPART_ARC
(6,21),-1.16391 # DEPENDENCYPART_ARC
(6,22),-1.22337 # DEPENDENCYPART_ARC
(6,23),-1.94264 # DEPENDENCYPART_ARC
(6,24),-0.999915 # DEPENDENCYPART_ARC
(6,25),-1.42281 # DEPENDENCYPART_ARC
(7,1),-1.24838 # DEPENDENCYPART_ARC
(7,2),-0.681989 # DEPENDENCYPART_ARC
(7,3),1.21316 # DEPENDENCYPART_ARC
(7,4),-0.623643 # DEPENDENCYPART_ARC
(7,5),-1.83025 # DEPENDENCYPART_ARC
(7,6),2.18152 # DEPENDENCYPART_ARC
(7,8),-0.236321 # DEPENDENCYPART_ARC
(7,9),-1.06304 # DEPENDENCYPART_ARC
(7,10),-1.17798 # DEPENDENCYPART_ARC
(7,11),-0.813087 # DEPENDENCYPART_ARC
(7,12),-1.04279 # DEPENDENCYPART_ARC
(7,13),-2.49134 # DEPENDENCYPART_ARC
(7,14),-1.29743 # DEPENDENCYPART_ARC
(7,15),-0.692695 # DEPENDENCYPART_ARC
(7,16),-0.993 # DEPENDENCYPART_ARC
(7,17),-1.05729 # DEPENDENCYPART_ARC
(7,18),-1.1202 # DEPENDENCYPART_ARC
(7,19),-0.754227 # DEPENDENCYPART_ARC
(7,20),-2.65221 # DEPENDENCYPART_ARC
(7,21),-1.30587 # DEPENDENCYPART_ARC
(7,22),-1.66665 # DEPENDENCYPART_ARC
(7,23),-2.24782 # DEPENDENCYPART_ARC
(7,24),-1.0741 # DEPENDENCYPART_ARC
(7,25),0.517607 # DEPENDENCYPART_ARC
(8,1),-2.03481 # DEPENDENCYPART_ARC
(8,2),-1.84749 # DEPENDENCYPART_ARC
(8,3),-2.81416 # DEPENDENCYPART_ARC
(8,4),-1.68892 # DEPENDENCYPART_ARC
(8,5),-1.93898 # DEPENDENCYPART_ARC
(8,6),-1.21813 # DEPENDENCYPART_ARC
(8,7),-1.74065 # DEPENDENCYPART_ARC
(8,9),-1.13861 # DEPENDENCYPART_ARC
(8,10),-1.44549 # DEPENDENCYPART_ARC
(8,11),-2.12586 # DEPENDENCYPART_ARC
(8,12),-1.62264 # DEPENDENCYPART_ARC
(8,13),-1.84857 # DEPENDENCYPART_ARC
(8,14),-1.86953 # DEPENDENCYPART_ARC
(8,15),-1.74633 # DEPENDENCYPART_ARC
(8,16),-1.75606 # DEPENDENCYPART_ARC
(8,17),-1.45024 # DEPENDENCYPART_ARC
(8,18),-1.46249 # DEPENDENCYPART_ARC
(8,19),-1.48302 # DEPENDENCYPART_ARC
(8,20),-2.08907 # DEPENDENCYPART_ARC
(8,21),-1.96816 # DEPENDENCYPART_ARC
(8,22),-2.13928 # DEPENDENCYPART_ARC
(8,23),-2.88676 # DEPENDENCYPART_ARC
(8,24),-1.6207 # DEPENDENCYPART_ARC
(8,25),-1.68878 # DEPENDENCYPART_ARC
(9,1),1.30948 # DEPENDENCYPART_ARC
(9,2),-0.263142 # DEPENDENCYPART_ARC
(9,3),0.640038 # DEPENDENCYPART_ARC
(9,4),0.939143 # DEPENDENCYPART_ARC
(9,5),1.18738 # DEPENDENCYPART_ARC
(9,6),0.475339 # DEPENDENCYPART_ARC
(9,7),0.925187 # DEPENDENCYPART_ARC
(9,8),1.23437 # DEPENDENCYPART_ARC
(9,10),-0.43122 # DEPENDENCYPART_ARC
(9,11),-0.0623903 # DEPENDENCYPART_ARC
(9,12),-0.00688088 # DEPENDENCYPART_ARC
(9,13),-0.719337 # DEPENDENCYPART_ARC
(9,14),-0.116505 # DEPENDENCYPART_ARC
(9,15),1.02947 # DEPENDENCYPART_ARC
(9,16),-0.108074 # DEPENDENCYPART_ARC
(9,17),0.463954 # DEPENDENCYPART_ARC
(9,18),1.01809 # DEPENDENCYPART_ARC
(9,19),0.639106 # DEPENDENCYPART_ARC
(9,20),-0.599593 # DEPENDENCYPART_ARC
(9,21),-0.779582 # DEPENDENCYPART_ARC
(9,22),-0.538351 # DEPENDENCYPART_ARC
(9,23),-1.41653 # DEPENDENCYPART_ARC
(9,24),0.328978 # DEPENDENCYPART_ARC
(9,25),2.5071 # DEPENDENCYPART_ARC
(10,1),-2.07376 # DEPENDENCYPART_ARC
(10,2),-1.79856 # DEPENDENCYPART_ARC
(10,3),-2.92253 # DEPENDENCYPART_ARC
(10,4),-1.58788 # DEPENDENCYPART_ARC
(10,5),-1.96021 # DEPENDENCYPART_ARC
(10,6),-1.57288 # DEPENDENCYPART_ARC
(10,7),-2.83663 # DEPENDENCYPART_ARC
(10,8),-1.21743 # DEPENDENCYPART_ARC
(10,9),-0.608504 # DEPENDENCYPART_ARC
(10,11),-0.450779 # DEPENDENCYPART_ARC
(10,12),-0.714273 # DEPENDENCYPART_ARC
(10,13),-0.989021 # DEPENDENCYPART_ARC
(10,14),-0.646164 # DEPENDENCYPART_ARC
(10,15),-0.962248 # DEPENDENCYPART_ARC
(10,16),-1.05252 # DEPENDENCYPART_ARC
(10,17),-0.595242 # DEPENDENCYPART_ARC
(10,18),-0.99337 # DEPENDENCYPART_ARC
(10,19),-0.656011 # DEPENDENCYPART_ARC
(10,20),-1.38533 # DEPENDENCYPART_ARC
(10,21),-1.24727 # DEPENDENCYPART_ARC
(10,22),-1.3759 # DEPENDENCYPART_ARC
(10,23),-1.94741 # DEPENDENCYPART_ARC
(10,24),-0.765579 # DEPENDENCYPART_ARC
(10,25),-1.66425 # DEPENDENCYPART_ARC
(11,1),-1.80983 # DEPENDENCYPART_ARC
(11,2),-0.808621 # DEPENDENCYPART_ARC
(11,3),-2.2685 # DEPENDENCYPART_ARC
(11,4),-1.74901 # DEPENDENCYPART_ARC
(11,5),-3.89585 # DEPENDENCYPART_ARC
(11,6),0.333313 # DEPENDENCYPART_ARC
(11,7),-2.89545 # DEPENDENCYPART_ARC
(11,8),-0.56564 # DEPENDENCYPART_ARC
(11,9),-0.789348 # DEPENDENCYPART_ARC
(11,10),3.36346 # DEPENDENCYPART_ARC
(11,12),-0.386854 # DEPENDENCYPART_ARC
(11,13),-0.949677 # DEPENDENCYPART_ARC
(11,14),-0.39192 # DEPENDENCYPART_ARC
(11,15),-0.0837805 # DEPENDENCYPART_ARC
(11,16),-0.560041 # DEPENDENCYPART_ARC
(11,17),-0.286543 # DEPENDENCYPART_ARC
(11,18),-0.496432 # DEPENDENCYPART_ARC
(11,19),0.185083 # DEPENDENCYPART_ARC
(11,20),-1.17739 # DEPENDENCYPART_ARC
(11,21),-0.747604 # DEPENDENCYPART_ARC
(11,22),-1.20617 # DEPENDENCYPART_ARC
(11,23),-1.92891 # DEPENDENCYPART_ARC
(11,24),-0.375632 # DEPENDENCYPART_ARC
(11,25),0.789247 # DEPENDENCYPART_ARC
(12,1),-0.678729 # DEPENDENCYPART_ARC
(12,2),-1.13295 # DEPENDENCYPART_ARC
(12,3),-0.598291 # DEPENDENCYPART_ARC
(12,4),-0.355445 # DEPENDENCYPART_ARC
(12,5),-0.491699 # DEPENDENCYPART_ARC
(12,6),-0.70259 # DEPENDENCYPART_ARC
(12,7),-0.739751 # DEPENDENCYPART_ARC
(12,8),-0.220513 # DEPENDENCYPART_ARC
(12,9),-0.14323 # DEPENDENCYPART_ARC
(12,10),-0.193503 # DEPENDENCYPART_ARC
(12,11),0.341086 # DEPENDENCYPART_ARC
(12,13),-0.245513 # DEPENDENCYPART_ARC
(12,14),0.135559 # DEPENDENCYPART_ARC
(12,15),0.127459 # DEPENDENCYPART_ARC
(12,16),-0.351129 # DEPENDENCYPART_ARC
(12,17),-0.222481 # DEPENDENCYPART_ARC
(12,18),0.0257694 # DEPENDENCYPART_ARC
(12,19),-0.157901 # DEPENDENCYPART_ARC
(12,20),-0.993654 # DEPENDENCYPART_ARC
(12,21),-0.8351 # DEPENDENCYPART_ARC
(12,22),-0.898079 # DEPENDENCYPART_ARC
(12,23),-1.22733 # DEPENDENCYPART_ARC
(12,24),-0.392629 # DEPENDENCYPART_ARC
(12,25),0.252846 # DEPENDENCYPART_ARC
(13,1),-0.0720199 # DEPENDENCYPART_ARC
(13,2),-0.292475 # DEPENDENCYPART_ARC
(13,3),-0.700874 # DEPENDENCYPART_ARC
(13,4),0.0740205 # DEPENDENCYPART_ARC
(13,5),-0.177852 # DEPENDENCYPART_ARC
(13,6),-0.0919705 # DEPENDENCYPART_ARC
(13,7),-0.521964 # DEPENDENCYPART_ARC
(13,8),-0.0037353 # DEPENDENCYPART_ARC
(13,9),-0.0818058 # DEPENDENCYPART_ARC
(13,10),0.359177 # DEPENDENCYPART_ARC
(13,11),-0.223917 # DEPENDENCYPART_ARC
(13,12),0.771351 # DEPENDENCYPART_ARC
(13,14),0.597735 # DEPENDENCYPART_ARC
(13,15),-0.331177 # DEPENDENCYPART_ARC
(13,16),0.0872211 # DEPENDENCYPART_ARC
(13,17),0.457856 # DEPENDENCYPART_ARC
(13,18),0.511867 # DEPENDENCYPART_ARC
(13,19),0.343219 # DEPENDENCYPART_ARC
(13,20),0.244969 # DEPENDENCYPART_ARC
(13,21),-0.24307 # DEPENDENCYPART_ARC
(13,22),-0.0137906 # DEPENDENCYPART_ARC
(13,23),0.0686747 # DEPENDENCYPART_ARC
(13,24),0.0765469 # DEPENDENCYPART_ARC
(13,25),1.063 # DEPENDENCYPART_ARC
(14,1),-0.510115 # DEPENDENCYPART_ARC
(14,2),0.391582 # DEPENDENCYPART_ARC
(14,3),-1.08626 # DEPENDENCYPART_ARC
(14,4),0.540444 # DEPENDENCYPART_ARC
(14,5),-0.641339 # DEPENDENCYPART_ARC
(14,6),1.05891 # DEPENDENCYPART_ARC
(14,7),0.31619 # DEPENDENCYPART_ARC
(14,8),0.416764 # DEPENDENCYPART_ARC
(14,9),0.350735 # DEPENDENCYPART_ARC
(14,10),1.55879 # DEPENDENCYPART_ARC
(14,11),0.237622 # DEPENDENCYPART_ARC
(14,12),1.45599 # DEPENDENCYPART_ARC
(14,13),2.91784 # DEPENDENCYPART_ARC
(14,15),-0.137859 # DEPENDENCYPART_ARC
(14,16),-0.558224 # DEPENDENCYPART_ARC
(14,17),-0.29629 # DEPENDENCYPART_ARC
(14,18),-0.515245 # DEPENDENCYPART_ARC
(14,19),-0.258939 # DEPENDENCYPART_ARC
(14,20),-1.54175 # DEPENDENCYPART_ARC
(14,21),-0.877799 # DEPENDENCYPART_ARC
(14,22),-1.23365 # DEPENDENCYPART_ARC
(14,23),-0.911157 # DEPENDENCYPART_ARC
(14,24),-0.429631 # DEPENDENCYPART_ARC
(14,25),0.506045 # DEPENDENCYPART_ARC
(15,1),0.982906 # DEPENDENCYPART_ARC
(15,2),-0.129197 # DEPENDENCYPART_ARC
(15,3),-0.332016 # DEPENDENCYPART_ARC
(15,4),0.0211026 # DEPENDENCYPART_ARC
(15,5),0.630475 # DEPENDENCYPART_ARC
(15,6),0.0224716 # DEPENDENCYPART_ARC
(15,7),1.0262 # DEPENDENCYPART_ARC
(15,8),0.710896 # DEPENDENCYPART_ARC
(15,9),-0.281315 # DEPENDENCYPART_ARC
(15,10),-0.123672 # DEPENDENCYPART_ARC
(15,11),1.05681 # DEPENDENCYPART_ARC
(15,12),1.72458 # DEPENDENCYPART_ARC
(15,13),2.77008 # DEPENDENCYPART_ARC
(15,14),2.7738 # DEPENDENCYPART_ARC
(15,16),2.36138 # DEPENDENCYPART_ARC
(15,17),1.44241 # DEPENDENCYPART_ARC
(15,18),1.77009 # DEPENDENCYPART_ARC
(15,19),0.693086 # DEPENDENCYPART_ARC
(15,20),-0.58588 # DEPENDENCYPART_ARC
(15,21),-0.389566 # DEPENDENCYPART_ARC
(15,22),0.0535026 # DEPENDENCYPART_ARC
(15,23),-0.471328 # DEPENDENCYPART_ARC
(15,24),-0.179076 # DEPENDENCYPART_ARC
(15,25),1.51915 # DEPENDENCYPART_ARC
(16,1),-0.593809 # DEPENDENCYPART_ARC
(16,2),-1.21894 # DEPENDENCYPART_ARC
(16,3),-0.553369 # DEPENDENCYPART_ARC
(16,4),-0.468323 # DEPENDENCYPART_ARC
(16,5),-0.503677 # DEPENDENCYPART_ARC
(16,6),-0.925495 # DEPENDENCYPART_ARC
(16,7),-0.70229 # DEPENDENCYPART_ARC
(16,8),-0.410003 # DEPENDENCYPART_ARC
(16,9),-0.167017 # DEPENDENCYPART_ARC
(16,10),-0.706927 # DEPENDENCYPART_ARC
(16,11),-0.00235217 # DEPENDENCYPART_ARC
(16,12),0.364496 # DEPENDENCYPART_ARC
(16,13),0.107737 # DEPENDENCYPART_ARC
(16,14),-0.0144542 # DEPENDENCYPART_ARC
(16,15),0.353107 # DEPENDENCYPART_ARC
(16,17),-0.350027 # DEPENDENCYPART_ARC
(16,18),-0.182603 # DEPENDENCYPART_ARC
(16,19),-0.257659 # DEPENDENCYPART_ARC
(16,20),-0.842823 # DEPENDENCYPART_ARC
(16,21),-0.937321 # DEPENDENCYPART_ARC
(16,22),-1.02273 # DEPENDENCYPART_ARC
(16,23),-1.18542 # DEPENDENCYPART_ARC
(16,24),-0.408103 # DEPENDENCYPART_ARC
(16,25),0.327954 # DEPENDENCYPART_ARC
(17,1),-3.07749 # DEPENDENCYPART_ARC
(17,2),-2.86821 # DEPENDENCYPART_ARC
(17,3),-3.78289 # DEPENDENCYPART_ARC
(17,4),-2.7057 # DEPENDENCYPART_ARC
(17,5),-3.19883 # DEPENDENCYPART_ARC
(17,6),-2.72899 # DEPENDENCYPART_ARC
(17,7),-3.67212 # DEPENDENCYPART_ARC
(17,8),-2.51544 # DEPENDENCYPART_ARC
(17,9),-2.48327 # DEPENDENCYPART_ARC
(17,10),-2.60505 # DEPENDENCYPART_ARC
(17,11),-3.40223 # DEPENDENCYPART_ARC
(17,12),-2.56235 # DEPENDENCYPART_ARC
(17,13),-2.59995 # DEPENDENCYPART_ARC
(17,14),-2.57477 # DEPENDENCYPART_ARC
(17,15),-2.01816 # DEPENDENCYPART_ARC
(17,16),-1.22752 # DEPENDENCYPART_ARC
(17,18),-1.33555 # DEPENDENCYPART_ARC
(17,19),-1.37904 # DEPENDENCYPART_ARC
(17,20),-1.89081 # DEPENDENCYPART_ARC
(17,21),-1.82537 # DEPENDENCYPART_ARC
(17,22),-1.94635 # DEPENDENCYPART_ARC
(17,23),-2.66345 # DEPENDENCYPART_ARC
(17,24),-1.58371 # DEPENDENCYPART_ARC
(17,25),-1.73325 # DEPENDENCYPART_ARC
(18,1),1.29635 # DEPENDENCYPART_ARC
(18,2),-0.8741 # DEPENDENCYPART_ARC
(18,3),-0.148774 # DEPENDENCYPART_ARC
(18,4),0.894301 # DEPENDENCYPART_ARC
(18,5),0.759552 # DEPENDENCYPART_ARC
(18,6),-0.0289781 # DEPENDENCYPART_ARC
(18,7),-0.281763 # DEPENDENCYPART_ARC
(18,8),0.21885 # DEPENDENCYPART_ARC
(18,9),1.06121 # DEPENDENCYPART_ARC
(18,10),-0.187086 # DEPENDENCYPART_ARC
(18,11),0.932339 # DEPENDENCYPART_ARC
(18,12),0.959737 # DEPENDENCYPART_ARC
(18,13),0.661945 # DEPENDENCYPART_ARC
(18,14),0.97119 # DEPENDENCYPART_ARC
(18,15),0.849258 # DEPENDENCYPART_ARC
(18,16),1.55206 # DEPENDENCYPART_ARC
(18,17),1.65816 # DEPENDENCYPART_ARC
(18,19),0.897609 # DEPENDENCYPART_ARC
(18,20),-0.101749 # DEPENDENCYPART_ARC
(18,21),0.0696909 # DEPENDENCYPART_ARC
(18,22),0.274178 # DEPENDENCYPART_ARC
(18,23),-0.58568 # DEPENDENCYPART_ARC
(18,24),0.53766 # DEPENDENCYPART_ARC
(18,25),2.13337 # DEPENDENCYPART_ARC
(19,1),-2.89878 # DEPENDENCYPART_ARC
(19,2),-2.66313 # DEPENDENCYPART_ARC
(19,3),-3.66646 # DEPENDENCYPART_ARC
(19,4),-2.62424 # DEPENDENCYPART_ARC
(19,5),-3.03377 # DEPENDENCYPART_ARC
(19,6),-2.55036 # DEPENDENCYPART_ARC
(19,7),-3.63627 # DEPENDENCYPART_ARC
(19,8),-2.41909 # DEPENDENCYPART_ARC
(19,9),-2.35411 # DEPENDENCYPART_ARC
(19,10),-2.48442 # DEPENDENCYPART_ARC
(19,11),-3.30434 # DEPENDENCYPART_ARC
(19,12),-2.51092 # DEPENDENCYPART_ARC
(19,13),-2.59982 # DEPENDENCYPART_ARC
(19,14),-2.71289 # DEPENDENCYPART_ARC
(19,15),-2.21241 # DEPENDENCYPART_ARC
(19,16),-1.74884 # DEPENDENCYPART_ARC
(19,17),-1.78093 # DEPENDENCYPART_ARC
(19,18),-0.973449 # DEPENDENCYPART_ARC
(19,20),-0.727045 # DEPENDENCYPART_ARC
(19,21),-0.83828 # DEPENDENCYPART_ARC
(19,22),-0.948232 # DEPENDENCYPART_ARC
(19,23),-1.52229 # DEPENDENCYPART_ARC
(19,24),-0.798202 # DEPENDENCYPART_ARC
(19,25),-0.878573 # DEPENDENCYPART_ARC
(20,1),0.212685 # DEPENDENCYPART_ARC
(20,2),-0.563912 # DEPENDENCYPART_ARC
(20,3),-0.263997 # DEPENDENCYPART_ARC
(20,4),0.608979 # DEPENDENCYPART_ARC
(20,5),-0.641384 # DEPENDENCYPART_ARC
(20,6),-0.420638 # DEPENDENCYPART_ARC
(20,7),-0.60001 # DEPENDENCYPART_ARC
(20,8),0.673911 # DEPENDENCYPART_ARC
(20,9),0.514151 # DEPENDENCYPART_ARC
(20,10),-0.0494651 # DEPENDENCYPART_ARC
(20,11),0.114429 # DEPENDENCYPART_ARC
(20,12),0.304742 # DEPENDENCYPART_ARC
(20,13),-0.850682 # DEPENDENCYPART_ARC
(20,14),-0.551211 # DEPENDENCYPART_ARC
(20,15),0.358986 # DEPENDENCYPART_ARC
(20,16),0.731168 # DEPENDENCYPART_ARC
(20,17),0.996026 # DEPENDENCYPART_ARC
(20,18),0.634973 # DEPENDENCYPART_ARC
(20,19),0.794759 # DEPENDENCYPART_ARC
(20,21),0.0717634 # DEPENDENCYPART_ARC
(20,22),0.0684576 # DEPENDENCYPART_ARC
(20,23),0.621861 # DEPENDENCYPART_ARC
(20,24),0.176678 # DEPENDENCYPART_ARC
(20,25),0.729297 # DEPENDENCYPART_ARC
(21,1),-2.18911 # DEPENDENCYPART_ARC
(21,2),-1.87932 # DEPENDENCYPART_ARC
