# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,9,19,6,11,11,9,11,11,15,11,15,15,0,15,19,19,15,19,19,11,
(5,6),-0.327027 # DEPENDENCYPART_ARC
(5,7),-0.121741 # DEPENDENCYPART_ARC
(5,8),-0.356309 # DEPENDENCYPART_ARC
(5,9),-1.0826 # DEPENDENCYPART_ARC
(5,10),-0.354068 # DEPENDENCYPART_ARC
(5,11),-1.17012 # DEPENDENCYPART_ARC
(5,12),-0.457671 # DEPENDENCYPART_ARC
(5,13),-1.18239 # DEPENDENCYPART_ARC
(5,14),-0.447909 # DEPENDENCYPART_ARC
(5,15),-1.30875 # DEPENDENCYPART_ARC
(5,16),-0.445979 # DEPENDENCYPART_ARC
(5,17),-1.05953 # DEPENDENCYPART_ARC
(5,18),-1.19214 # DEPENDENCYPART_ARC
(5,19),-1.50012 # DEPENDENCYPART_ARC
(5,20),-1.04134 # DEPENDENCYPART_ARC
(5,21),-1.05091 # DEPENDENCYPART_ARC
(5,22),-1.28594 # DEPENDENCYPART_ARC
(6,1),-1.09921 # DEPENDENCYPART_ARC
(6,2),-0.992557 # DEPENDENCYPART_ARC
(6,3),0.0530868 # DEPENDENCYPART_ARC
(6,4),-0.973506 # DEPENDENCYPART_ARC
(6,5),3.52871 # DEPENDENCYPART_ARC
(6,7),0.960914 # DEPENDENCYPART_ARC
(6,8),-0.559969 # DEPENDENCYPART_ARC
(6,9),-0.285077 # DEPENDENCYPART_ARC
(6,10),0.637643 # DEPENDENCYPART_ARC
(6,11),-0.123161 # DEPENDENCYPART_ARC
(6,12),0.0343137 # DEPENDENCYPART_ARC
(6,13),-1.62713 # DEPENDENCYPART_ARC
(6,14),-0.354125 # DEPENDENCYPART_ARC
(6,15),-0.0174507 # DEPENDENCYPART_ARC
(6,16),-0.204319 # DEPENDENCYPART_ARC
(6,17),-0.931255 # DEPENDENCYPART_ARC
(6,18),-1.10727 # DEPENDENCYPART_ARC
(6,19),-0.232836 # DEPENDENCYPART_ARC
(6,20),-0.86051 # DEPENDENCYPART_ARC
(6,21),-0.910516 # DEPENDENCYPART_ARC
(6,22),0.983034 # DEPENDENCYPART_ARC
(7,1),-1.81185 # DEPENDENCYPART_ARC
(7,2),-2.17341 # DEPENDENCYPART_ARC
(7,3),-1.51191 # DEPENDENCYPART_ARC
(7,4),-1.32543 # DEPENDENCYPART_ARC
(7,5),-1.06481 # DEPENDENCYPART_ARC
(7,6),-1.53682 # DEPENDENCYPART_ARC
(7,8),-0.862315 # DEPENDENCYPART_ARC
(7,9),-1.3543 # DEPENDENCYPART_ARC
(7,10),-0.947222 # DEPENDENCYPART_ARC
(7,11),-1.25661 # DEPENDENCYPART_ARC
(7,12),-1.1367 # DEPENDENCYPART_ARC
(7,13),-1.63754 # DEPENDENCYPART_ARC
(7,14),-1.10309 # DEPENDENCYPART_ARC
(7,15),-1.44941 # DEPENDENCYPART_ARC
(7,16),-1.11257 # DEPENDENCYPART_ARC
(7,17),-1.44809 # DEPENDENCYPART_ARC
(7,18),-1.44782 # DEPENDENCYPART_ARC
(7,19),-1.57382 # DEPENDENCYPART_ARC
(7,20),-1.54512 # DEPENDENCYPART_ARC
(7,21),-1.5472 # DEPENDENCYPART_ARC
(7,22),-1.31174 # DEPENDENCYPART_ARC
(8,1),0.00558437 # DEPENDENCYPART_ARC
(8,2),-0.469013 # DEPENDENCYPART_ARC
(8,3),0.39572 # DEPENDENCYPART_ARC
(8,4),0.298982 # DEPENDENCYPART_ARC
(8,5),0.733523 # DEPENDENCYPART_ARC
(8,6),1.26608 # DEPENDENCYPART_ARC
(8,7),0.983076 # DEPENDENCYPART_ARC
(8,9),0.112649 # DEPENDENCYPART_ARC
(8,10),0.276854 # DEPENDENCYPART_ARC
(8,11),-0.311051 # DEPENDENCYPART_ARC
(8,12),-0.164235 # DEPENDENCYPART_ARC
(8,13),-1.45569 # DEPENDENCYPART_ARC
(8,14),-0.0739547 # DEPENDENCYPART_ARC
(8,15),-0.489867 # DEPENDENCYPART_ARC
(8,16),-0.329736 # DEPENDENCYPART_ARC
(8,17),-0.747978 # DEPENDENCYPART_ARC
(8,18),-0.916801 # DEPENDENCYPART_ARC
(8,19),-0.754948 # DEPENDENCYPART_ARC
(8,20),-0.929233 # DEPENDENCYPART_ARC
(8,21),-1.00563 # DEPENDENCYPART_ARC
(8,22),0.497076 # DEPENDENCYPART_ARC
(9,1),-0.0442856 # DEPENDENCYPART_ARC
(9,2),0.710218 # DEPENDENCYPART_ARC
(9,3),1.61501 # DEPENDENCYPART_ARC
(9,4),-0.163401 # DEPENDENCYPART_ARC
(9,5),2.33289 # DEPENDENCYPART_ARC
(9,6),-0.669345 # DEPENDENCYPART_ARC
(9,7),1.18756 # DEPENDENCYPART_ARC
(9,8),3.71946 # DEPENDENCYPART_ARC
(9,10),1.5571 # DEPENDENCYPART_ARC
(9,11),-0.0985869 # DEPENDENCYPART_ARC
(9,12),0.465633 # DEPENDENCYPART_ARC
(9,13),-1.03173 # DEPENDENCYPART_ARC
(9,14),0.147291 # DEPENDENCYPART_ARC
(9,15),-0.14411 # DEPENDENCYPART_ARC
(9,16),0.328147 # DEPENDENCYPART_ARC
(9,17),-0.317976 # DEPENDENCYPART_ARC
(9,18),-0.408341 # DEPENDENCYPART_ARC
(9,19),-0.28281 # DEPENDENCYPART_ARC
(9,20),-0.26548 # DEPENDENCYPART_ARC
(9,21),-0.401187 # DEPENDENCYPART_ARC
(9,22),1.4074 # DEPENDENCYPART_ARC
(10,1),-1.87353 # DEPENDENCYPART_ARC
(10,2),-2.21259 # DEPENDENCYPART_ARC
(10,3),-1.51702 # DEPENDENCYPART_ARC
(10,4),-1.44549 # DEPENDENCYPART_ARC
(10,5),-1.65159 # DEPENDENCYPART_ARC
(10,6),-2.5535 # DEPENDENCYPART_ARC
(10,7),-1.24794 # DEPENDENCYPART_ARC
(10,8),-1.45213 # DEPENDENCYPART_ARC
(10,9),-1.46642 # DEPENDENCYPART_ARC
(10,11),-0.88667 # DEPENDENCYPART_ARC
(10,12),-0.993979 # DEPENDENCYPART_ARC
(10,13),-1.50533 # DEPENDENCYPART_ARC
(10,14),-1.09368 # DEPENDENCYPART_ARC
(10,15),-1.40671 # DEPENDENCYPART_ARC
(10,16),-1.05223 # DEPENDENCYPART_ARC
(10,17),-1.47897 # DEPENDENCYPART_ARC
(10,18),-1.50823 # DEPENDENCYPART_ARC
(10,19),-1.50871 # DEPENDENCYPART_ARC
(10,20),-1.51549 # DEPENDENCYPART_ARC
(10,21),-1.52942 # DEPENDENCYPART_ARC
(10,22),-1.28398 # DEPENDENCYPART_ARC
(11,1),1.03975 # DEPENDENCYPART_ARC
(11,2),-0.354526 # DEPENDENCYPART_ARC
(11,3),1.10058 # DEPENDENCYPART_ARC
(11,4),1.34963 # DEPENDENCYPART_ARC
(11,5),0.268202 # DEPENDENCYPART_ARC
(11,6),1.5468 # DEPENDENCYPART_ARC
(11,7),1.57338 # DEPENDENCYPART_ARC
(11,8),0.677526 # DEPENDENCYPART_ARC
(11,9),1.80418 # DEPENDENCYPART_ARC
(11,10),1.78589 # DEPENDENCYPART_ARC
(11,12),2.21768 # DEPENDENCYPART_ARC
(11,13),0.620035 # DEPENDENCYPART_ARC
(11,14),0.502621 # DEPENDENCYPART_ARC
(11,15),1.41957 # DEPENDENCYPART_ARC
(11,16),0.686171 # DEPENDENCYPART_ARC
(11,17),-0.172953 # DEPENDENCYPART_ARC
(11,18),-0.504085 # DEPENDENCYPART_ARC
(11,19),0.643788 # DEPENDENCYPART_ARC
(11,20),-0.148992 # DEPENDENCYPART_ARC
(11,21),-0.12468 # DEPENDENCYPART_ARC
(11,22),3.04247 # DEPENDENCYPART_ARC
(12,1),-3.00168 # DEPENDENCYPART_ARC
(12,2),-3.27229 # DEPENDENCYPART_ARC
(12,3),-2.61589 # DEPENDENCYPART_ARC
(12,4),-2.58091 # DEPENDENCYPART_ARC
(12,5),-2.70367 # DEPENDENCYPART_ARC
(12,6),-3.63128 # DEPENDENCYPART_ARC
(12,7),-2.6054 # DEPENDENCYPART_ARC
(12,8),-2.8738 # DEPENDENCYPART_ARC
(12,9),-3.20243 # DEPENDENCYPART_ARC
(12,10),-2.36166 # DEPENDENCYPART_ARC
(12,11),-1.47996 # DEPENDENCYPART_ARC
(12,13),-1.57747 # DEPENDENCYPART_ARC
(12,14),-1.42736 # DEPENDENCYPART_ARC
(12,15),-1.7009 # DEPENDENCYPART_ARC
(12,16),-1.55515 # DEPENDENCYPART_ARC
(12,17),-1.99397 # DEPENDENCYPART_ARC
(12,18),-1.93906 # DEPENDENCYPART_ARC
(12,19),-1.99163 # DEPENDENCYPART_ARC
(12,20),-1.96856 # DEPENDENCYPART_ARC
(12,21),-1.99211 # DEPENDENCYPART_ARC
(12,22),-1.69394 # DEPENDENCYPART_ARC
(13,1),-0.608781 # DEPENDENCYPART_ARC
(13,2),-1.46512 # DEPENDENCYPART_ARC
(13,3),-0.328005 # DEPENDENCYPART_ARC
(13,4),-0.42992 # DEPENDENCYPART_ARC
(13,5),-0.833684 # DEPENDENCYPART_ARC
(13,6),-1.44833 # DEPENDENCYPART_ARC
(13,7),-0.556462 # DEPENDENCYPART_ARC
(13,8),-1.39363 # DEPENDENCYPART_ARC
(13,9),-1.49754 # DEPENDENCYPART_ARC
(13,10),-0.562856 # DEPENDENCYPART_ARC
(13,11),-0.0481295 # DEPENDENCYPART_ARC
(13,12),0.0449134 # DEPENDENCYPART_ARC
(13,14),-0.498701 # DEPENDENCYPART_ARC
(13,15),-1.10386 # DEPENDENCYPART_ARC
(13,16),-0.633529 # DEPENDENCYPART_ARC
(13,17),-0.680643 # DEPENDENCYPART_ARC
(13,18),-0.915289 # DEPENDENCYPART_ARC
(13,19),-0.105065 # DEPENDENCYPART_ARC
(13,20),-0.480199 # DEPENDENCYPART_ARC
(13,21),-0.547817 # DEPENDENCYPART_ARC
(13,22),-0.0778157 # DEPENDENCYPART_ARC
(14,1),-2.90075 # DEPENDENCYPART_ARC
(14,2),-3.18784 # DEPENDENCYPART_ARC
(14,3),-2.58529 # DEPENDENCYPART_ARC
(14,4),-2.53117 # DEPENDENCYPART_ARC
(14,5),-2.66232 # DEPENDENCYPART_ARC
(14,6),-3.50383 # DEPENDENCYPART_ARC
(14,7),-2.42386 # DEPENDENCYPART_ARC
(14,8),-2.9293 # DEPENDENCYPART_ARC
(14,9),-3.30722 # DEPENDENCYPART_ARC
(14,10),-2.32474 # DEPENDENCYPART_ARC
(14,11),-2.20354 # DEPENDENCYPART_ARC
(14,12),-1.95215 # DEPENDENCYPART_ARC
(14,13),-1.09263 # DEPENDENCYPART_ARC
(14,15),-1.36342 # DEPENDENCYPART_ARC
(14,16),-1.47203 # DEPENDENCYPART_ARC
(14,17),-1.85706 # DEPENDENCYPART_ARC
(14,18),-1.93685 # DEPENDENCYPART_ARC
(14,19),-1.92546 # DEPENDENCYPART_ARC
(14,20),-1.91871 # DEPENDENCYPART_ARC
(14,21),-1.96623 # DEPENDENCYPART_ARC
(14,22),-1.73925 # DEPENDENCYPART_ARC
(15,1),-0.0548941 # DEPENDENCYPART_ARC
(15,2),-1.59304 # DEPENDENCYPART_ARC
(15,3),0.607462 # DEPENDENCYPART_ARC
(15,4),1.83136 # DEPENDENCYPART_ARC
(15,5),-0.62404 # DEPENDENCYPART_ARC
(15,6),-0.20712 # DEPENDENCYPART_ARC
(15,7),1.35057 # DEPENDENCYPART_ARC
(15,8),-0.988609 # DEPENDENCYPART_ARC
(15,9),-0.0906811 # DEPENDENCYPART_ARC
(15,10),0.837126 # DEPENDENCYPART_ARC
(15,11),1.77308 # DEPENDENCYPART_ARC
(15,12),1.34029 # DEPENDENCYPART_ARC
(15,13),2.59757 # DEPENDENCYPART_ARC
(15,14),2.36514 # DEPENDENCYPART_ARC
(15,16),1.82087 # DEPENDENCYPART_ARC
(15,17),1.33633 # DEPENDENCYPART_ARC
(15,18),1.08522 # DEPENDENCYPART_ARC
(15,19),1.87238 # DEPENDENCYPART_ARC
(15,20),0.744727 # DEPENDENCYPART_ARC
(15,21),0.682127 # DEPENDENCYPART_ARC
(15,22),2.91793 # DEPENDENCYPART_ARC
(16,1),-2.66844 # DEPENDENCYPART_ARC
(16,2),-2.88425 # DEPENDENCYPART_ARC
(16,3),-2.25784 # DEPENDENCYPART_ARC
(16,4),-2.31826 # DEPENDENCYPART_ARC
(16,5),-2.35169 # DEPENDENCYPART_ARC
(16,6),-3.21666 # DEPENDENCYPART_ARC
(16,7),-2.15365 # DEPENDENCYPART_ARC
(16,8),-2.69128 # DEPENDENCYPART_ARC
(16,9),-3.11121 # DEPENDENCYPART_ARC
(16,10),-1.99363 # DEPENDENCYPART_ARC
(16,11),-2.41355 # DEPENDENCYPART_ARC
(16,12),-1.89459 # DEPENDENCYPART_ARC
(16,13),-1.95424 # DEPENDENCYPART_ARC
(16,14),-1.80469 # DEPENDENCYPART_ARC
(16,15),-0.914909 # DEPENDENCYPART_ARC
(16,17),-1.01811 # DEPENDENCYPART_ARC
(16,18),-1.18136 # DEPENDENCYPART_ARC
(16,19),-1.21447 # DEPENDENCYPART_ARC
(16,20),-1.39805 # DEPENDENCYPART_ARC
(16,21),-1.49088 # DEPENDENCYPART_ARC
(16,22),-1.17537 # DEPENDENCYPART_ARC
(17,1),-2.24841 # DEPENDENCYPART_ARC
(17,2),-1.85331 # DEPENDENCYPART_ARC
(17,3),-0.319451 # DEPENDENCYPART_ARC
(17,4),-0.724081 # DEPENDENCYPART_ARC
(17,5),-1.54169 # DEPENDENCYPART_ARC
(17,6),-1.78653 # DEPENDENCYPART_ARC
(17,7),-0.83855 # DEPENDENCYPART_ARC
(17,8),-1.40663 # DEPENDENCYPART_ARC
(17,9),-1.68689 # DEPENDENCYPART_ARC
(17,10),-0.610848 # DEPENDENCYPART_ARC
(17,11),-0.306092 # DEPENDENCYPART_ARC
(17,12),-0.569862 # DEPENDENCYPART_ARC
(17,13),-0.827069 # DEPENDENCYPART_ARC
(17,14),-0.158851 # DEPENDENCYPART_ARC
(17,15),0.00817335 # DEPENDENCYPART_ARC
(17,16),0.191608 # DEPENDENCYPART_ARC
(17,18),-0.228861 # DEPENDENCYPART_ARC
(17,19),0.336223 # DEPENDENCYPART_ARC
(17,20),-0.383342 # DEPENDENCYPART_ARC
(17,21),-0.606098 # DEPENDENCYPART_ARC
(17,22),0.0361614 # DEPENDENCYPART_ARC
(18,1),-2.63182 # DEPENDENCYPART_ARC
(18,2),-1.96149 # DEPENDENCYPART_ARC
(18,3),-1.54175 # DEPENDENCYPART_ARC
(18,4),-1.36774 # DEPENDENCYPART_ARC
(18,5),-1.60351 # DEPENDENCYPART_ARC
(18,6),-2.58995 # DEPENDENCYPART_ARC
(18,7),-1.46058 # DEPENDENCYPART_ARC
(18,8),-1.44251 # DEPENDENCYPART_ARC
(18,9),-2.176 # DEPENDENCYPART_ARC
(18,10),-1.13556 # DEPENDENCYPART_ARC
(18,11),-0.67998 # DEPENDENCYPART_ARC
(18,12),-0.726596 # DEPENDENCYPART_ARC
(18,13),-0.552029 # DEPENDENCYPART_ARC
(18,14),-0.394331 # DEPENDENCYPART_ARC
(18,15),-0.140113 # DEPENDENCYPART_ARC
(18,16),0.0115229 # DEPENDENCYPART_ARC
(18,17),0.862938 # DEPENDENCYPART_ARC
(18,19),0.295752 # DEPENDENCYPART_ARC
(18,20),-0.395778 # DEPENDENCYPART_ARC
(18,21),-0.435686 # DEPENDENCYPART_ARC
(18,22),0.0926931 # DEPENDENCYPART_ARC
(19,1),-0.824765 # DEPENDENCYPART_ARC
(19,2),-2.12978 # DEPENDENCYPART_ARC
(19,3),0.176825 # DEPENDENCYPART_ARC
(19,4),1.86629 # DEPENDENCYPART_ARC
(19,5),-1.3474 # DEPENDENCYPART_ARC
(19,6),-0.721998 # DEPENDENCYPART_ARC
(19,7),1.4373 # DEPENDENCYPART_ARC
(19,8),-1.58065 # DEPENDENCYPART_ARC
(19,9),-0.464569 # DEPENDENCYPART_ARC
(19,10),1.03907 # DEPENDENCYPART_ARC
(19,11),0.708035 # DEPENDENCYPART_ARC
(19,12),0.860312 # DEPENDENCYPART_ARC
(19,13),0.495177 # DEPENDENCYPART_ARC
(19,14),0.596448 # DEPENDENCYPART_ARC
(19,15),0.837179 # DEPENDENCYPART_ARC
(19,16),1.21289 # DEPENDENCYPART_ARC
(19,17),2.68857 # DEPENDENCYPART_ARC
(19,18),3.25062 # DEPENDENCYPART_ARC
(19,20),2.78602 # DEPENDENCYPART_ARC
(19,21),2.50668 # DEPENDENCYPART_ARC
(19,22),2.02363 # DEPENDENCYPART_ARC
(20,1),-2.09155 # DEPENDENCYPART_ARC
(20,2),-1.78644 # DEPENDENCYPART_ARC
(20,3),-1.17666 # DEPENDENCYPART_ARC
(20,4),-1.19519 # DEPENDENCYPART_ARC
(20,5),-2.1276 # DEPENDENCYPART_ARC
(20,6),-2.42618 # DEPENDENCYPART_ARC
(20,7),-1.41439 # DEPENDENCYPART_ARC
(20,8),-1.42981 # DEPENDENCYPART_ARC
(20,9),-2.3361 # DEPENDENCYPART_ARC
(20,10),-1.20621 # DEPENDENCYPART_ARC
(20,11),-0.914336 # DEPENDENCYPART_ARC
(20,12),-1.00752 # DEPENDENCYPART_ARC
(20,13),-1.19771 # DEPENDENCYPART_ARC
(20,14),-0.59686 # DEPENDENCYPART_ARC
(20,15),-0.858985 # DEPENDENCYPART_ARC
(20,16),-0.669258 # DEPENDENCYPART_ARC
(20,17),-0.0265517 # DEPENDENCYPART_ARC
(20,18),-0.186631 # DEPENDENCYPART_ARC
(20,19),-0.00554345 # DEPENDENCYPART_ARC
(20,21),-0.786677 # DEPENDENCYPART_ARC
(20,22),-0.68775 # DEPENDENCYPART_ARC
(21,1),-1.09558 # DEPENDENCYPART_ARC
(21,2),-0.715126 # DEPENDENCYPART_ARC
(21,3),-0.0906222 # DEPENDENCYPART_ARC
(21,4),-0.0145748 # DEPENDENCYPART_ARC
(21,5),-1.24464 # DEPENDENCYPART_ARC
(21,6),-1.47766 # DEPENDENCYPART_ARC
(21,7),-0.33453 # DEPENDENCYPART_ARC
(21,8),-0.38045 # DEPENDENCYPART_ARC
(21,9),-1.31307 # DEPENDENCYPART_ARC
(21,10),-0.189736 # DEPENDENCYPART_ARC
(21,11),0.125858 # DEPENDENCYPART_ARC
(21,12),0.0327395 # DEPENDENCYPART_ARC
(21,13),-0.239884 # DEPENDENCYPART_ARC
(21,14),0.457926 # DEPENDENCYPART_ARC
(21,15),0.187535 # DEPENDENCYPART_ARC
(21,16),0.513563 # DEPENDENCYPART_ARC
(21,17),0.802431 # DEPENDENCYPART_ARC
(21,18),0.940367 # DEPENDENCYPART_ARC
(21,19),0.450112 # DEPENDENCYPART_ARC
(21,20),1.45915 # DEPENDENCYPART_ARC
(21,22),1.27421 # DEPENDENCYPART_ARC
(22,1),-3.5916 # DEPENDENCYPART_ARC
(22,2),-3.64373 # DEPENDENCYPART_ARC
(22,3),-3.10258 # DEPENDENCYPART_ARC
(22,4),-3.23038 # DEPENDENCYPART_ARC
(22,5),-3.25406 # DEPENDENCYPART_ARC
(22,6),-4.32398 # DEPENDENCYPART_ARC
(22,7),-3.05506 # DEPENDENCYPART_ARC
(22,8),-3.48502 # DEPENDENCYPART_ARC
(22,9),-4.18766 # DEPENDENCYPART_ARC
(22,10),-2.93722 # DEPENDENCYPART_ARC
(22,11),-3.37333 # DEPENDENCYPART_ARC
(22,12),-2.85516 # DEPENDENCYPART_ARC
(22,13),-3.35326 # DEPENDENCYPART_ARC
(22,14),-2.78438 # DEPENDENCYPART_ARC
(22,15),-3.17605 # DEPENDENCYPART_ARC
(22,16),-2.60581 # DEPENDENCYPART_ARC
(22,17),-2.79686 # DEPENDENCYPART_ARC
(22,18),-2.6598 # DEPENDENCYPART_ARC
(22,19),-2.44252 # DEPENDENCYPART_ARC
(22,20),-2.11796 # DEPENDENCYPART_ARC
(22,21),-1.45228 # DEPENDENCYPART_ARC
