# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,15,15,15,1,18,18,19,15,22,22,15,2,
(5,6),-0.281816 # DEPENDENCYPART_ARC
(5,7),-0.0970966 # DEPENDENCYPART_ARC
(5,8),-0.470252 # DEPENDENCYPART_ARC
(5,9),-1.01958 # DEPENDENCYPART_ARC
(5,10),-1.07882 # DEPENDENCYPART_ARC
(5,11),-1.01332 # DEPENDENCYPART_ARC
(5,12),-0.352861 # DEPENDENCYPART_ARC
(5,13),-1.46799 # DEPENDENCYPART_ARC
(5,14),-1.092 # DEPENDENCYPART_ARC
(5,15),-1.05068 # DEPENDENCYPART_ARC
(5,16),-1.02281 # DEPENDENCYPART_ARC
(5,17),-1.1968 # DEPENDENCYPART_ARC
(5,18),-1.75786 # DEPENDENCYPART_ARC
(5,19),-2.13455 # DEPENDENCYPART_ARC
(5,20),-1.096 # DEPENDENCYPART_ARC
(5,21),-1.47671 # DEPENDENCYPART_ARC
(5,22),-1.93799 # DEPENDENCYPART_ARC
(5,23),-1.63897 # DEPENDENCYPART_ARC
(6,1),-0.911953 # DEPENDENCYPART_ARC
(6,2),-2.6066 # DEPENDENCYPART_ARC
(6,3),-0.589323 # DEPENDENCYPART_ARC
(6,4),-0.686774 # DEPENDENCYPART_ARC
(6,5),3.1645 # DEPENDENCYPART_ARC
(6,7),-0.483791 # DEPENDENCYPART_ARC
(6,8),-0.666053 # DEPENDENCYPART_ARC
(6,9),-1.41074 # DEPENDENCYPART_ARC
(6,10),-0.982325 # DEPENDENCYPART_ARC
(6,11),-1.00721 # DEPENDENCYPART_ARC
(6,12),-0.155334 # DEPENDENCYPART_ARC
(6,13),-2.20143 # DEPENDENCYPART_ARC
(6,14),-1.06053 # DEPENDENCYPART_ARC
(6,15),-1.00016 # DEPENDENCYPART_ARC
(6,16),-1.40058 # DEPENDENCYPART_ARC
(6,17),-1.46163 # DEPENDENCYPART_ARC
(6,18),-1.96039 # DEPENDENCYPART_ARC
(6,19),-2.63502 # DEPENDENCYPART_ARC
(6,20),-1.64028 # DEPENDENCYPART_ARC
(6,21),-1.58758 # DEPENDENCYPART_ARC
(6,22),-2.58448 # DEPENDENCYPART_ARC
(6,23),-0.0213216 # DEPENDENCYPART_ARC
(7,1),-0.535637 # DEPENDENCYPART_ARC
(7,2),-0.13862 # DEPENDENCYPART_ARC
(7,3),0.183517 # DEPENDENCYPART_ARC
(7,4),0.251863 # DEPENDENCYPART_ARC
(7,5),0.732035 # DEPENDENCYPART_ARC
(7,6),2.66868 # DEPENDENCYPART_ARC
(7,8),-0.172604 # DEPENDENCYPART_ARC
(7,9),-0.455647 # DEPENDENCYPART_ARC
(7,10),-0.308134 # DEPENDENCYPART_ARC
(7,11),-0.687069 # DEPENDENCYPART_ARC
(7,12),-0.19356 # DEPENDENCYPART_ARC
(7,13),-1.50786 # DEPENDENCYPART_ARC
(7,14),-0.844879 # DEPENDENCYPART_ARC
(7,15),-0.757204 # DEPENDENCYPART_ARC
(7,16),-1.19135 # DEPENDENCYPART_ARC
(7,17),-1.29933 # DEPENDENCYPART_ARC
(7,18),-1.49781 # DEPENDENCYPART_ARC
(7,19),-2.35597 # DEPENDENCYPART_ARC
(7,20),-1.34284 # DEPENDENCYPART_ARC
(7,21),-1.49717 # DEPENDENCYPART_ARC
(7,22),-1.95637 # DEPENDENCYPART_ARC
(7,23),0.366641 # DEPENDENCYPART_ARC
(8,1),0.268669 # DEPENDENCYPART_ARC
(8,2),0.383429 # DEPENDENCYPART_ARC
(8,3),0.633041 # DEPENDENCYPART_ARC
(8,4),0.818007 # DEPENDENCYPART_ARC
(8,5),1.65293 # DEPENDENCYPART_ARC
(8,6),1.21112 # DEPENDENCYPART_ARC
(8,7),2.03169 # DEPENDENCYPART_ARC
(8,9),0.336276 # DEPENDENCYPART_ARC
(8,10),0.156841 # DEPENDENCYPART_ARC
(8,11),-0.269629 # DEPENDENCYPART_ARC
(8,12),0.0976381 # DEPENDENCYPART_ARC
(8,13),-0.524587 # DEPENDENCYPART_ARC
(8,14),-0.169826 # DEPENDENCYPART_ARC
(8,15),-0.511411 # DEPENDENCYPART_ARC
(8,16),-0.620382 # DEPENDENCYPART_ARC
(8,17),-0.945835 # DEPENDENCYPART_ARC
(8,18),-0.82412 # DEPENDENCYPART_ARC
(8,19),-0.954044 # DEPENDENCYPART_ARC
(8,20),-0.742542 # DEPENDENCYPART_ARC
(8,21),-1.18417 # DEPENDENCYPART_ARC
(8,22),-1.19604 # DEPENDENCYPART_ARC
(8,23),0.130319 # DEPENDENCYPART_ARC
(9,1),-0.728158 # DEPENDENCYPART_ARC
(9,2),-1.26325 # DEPENDENCYPART_ARC
(9,3),0.328038 # DEPENDENCYPART_ARC
(9,4),-0.276935 # DEPENDENCYPART_ARC
(9,5),1.85554 # DEPENDENCYPART_ARC
(9,6),-0.27585 # DEPENDENCYPART_ARC
(9,7),2.36196 # DEPENDENCYPART_ARC
(9,8),2.25327 # DEPENDENCYPART_ARC
(9,10),-0.886317 # DEPENDENCYPART_ARC
(9,11),-0.242036 # DEPENDENCYPART_ARC
(9,12),-0.083835 # DEPENDENCYPART_ARC
(9,13),-1.83577 # DEPENDENCYPART_ARC
(9,14),-0.83705 # DEPENDENCYPART_ARC
(9,15),-0.763949 # DEPENDENCYPART_ARC
(9,16),-1.21617 # DEPENDENCYPART_ARC
(9,17),-1.6016 # DEPENDENCYPART_ARC
(9,18),-2.17312 # DEPENDENCYPART_ARC
(9,19),-2.64649 # DEPENDENCYPART_ARC
(9,20),-1.41238 # DEPENDENCYPART_ARC
(9,21),-1.81879 # DEPENDENCYPART_ARC
(9,22),-2.94153 # DEPENDENCYPART_ARC
(9,23),0.153417 # DEPENDENCYPART_ARC
(10,1),-0.997868 # DEPENDENCYPART_ARC
(10,2),-2.49932 # DEPENDENCYPART_ARC
(10,3),-0.124121 # DEPENDENCYPART_ARC
(10,4),-0.158509 # DEPENDENCYPART_ARC
(10,5),0.712621 # DEPENDENCYPART_ARC
(10,6),-1.14908 # DEPENDENCYPART_ARC
(10,7),1.0929 # DEPENDENCYPART_ARC
(10,8),1.16356 # DEPENDENCYPART_ARC
(10,9),0.454021 # DEPENDENCYPART_ARC
(10,11),-0.994416 # DEPENDENCYPART_ARC
(10,12),-0.442696 # DEPENDENCYPART_ARC
(10,13),-2.12481 # DEPENDENCYPART_ARC
(10,14),-0.986903 # DEPENDENCYPART_ARC
(10,15),-1.05765 # DEPENDENCYPART_ARC
(10,16),-1.40929 # DEPENDENCYPART_ARC
(10,17),-1.43764 # DEPENDENCYPART_ARC
(10,18),-2.09775 # DEPENDENCYPART_ARC
(10,19),-2.56009 # DEPENDENCYPART_ARC
(10,20),-1.54261 # DEPENDENCYPART_ARC
(10,21),-1.63344 # DEPENDENCYPART_ARC
(10,22),-2.96726 # DEPENDENCYPART_ARC
(10,23),-0.0726769 # DEPENDENCYPART_ARC
(11,1),-0.105228 # DEPENDENCYPART_ARC
(11,2),-0.231889 # DEPENDENCYPART_ARC
(11,3),0.229546 # DEPENDENCYPART_ARC
(11,4),-0.0701919 # DEPENDENCYPART_ARC
(11,5),-0.37447 # DEPENDENCYPART_ARC
(11,6),1.37761 # DEPENDENCYPART_ARC
(11,7),0.416634 # DEPENDENCYPART_ARC
(11,8),0.85622 # DEPENDENCYPART_ARC
(11,9),2.17323 # DEPENDENCYPART_ARC
(11,10),3.69127 # DEPENDENCYPART_ARC
(11,12),1.45994 # DEPENDENCYPART_ARC
(11,13),0.168364 # DEPENDENCYPART_ARC
(11,14),0.451752 # DEPENDENCYPART_ARC
(11,15),0.0476183 # DEPENDENCYPART_ARC
(11,16),-0.750846 # DEPENDENCYPART_ARC
(11,17),-0.975026 # DEPENDENCYPART_ARC
(11,18),-1.14096 # DEPENDENCYPART_ARC
(11,19),-0.162782 # DEPENDENCYPART_ARC
(11,20),-0.874768 # DEPENDENCYPART_ARC
(11,21),-1.24799 # DEPENDENCYPART_ARC
(11,22),-0.416562 # DEPENDENCYPART_ARC
(11,23),2.03476 # DEPENDENCYPART_ARC
(12,1),-2.56841 # DEPENDENCYPART_ARC
(12,2),-2.55648 # DEPENDENCYPART_ARC
(12,3),-1.95399 # DEPENDENCYPART_ARC
(12,4),-1.92117 # DEPENDENCYPART_ARC
(12,5),-2.04609 # DEPENDENCYPART_ARC
(12,6),-2.86739 # DEPENDENCYPART_ARC
(12,7),-2.35656 # DEPENDENCYPART_ARC
(12,8),-1.86526 # DEPENDENCYPART_ARC
(12,9),-2.40397 # DEPENDENCYPART_ARC
(12,10),-2.16655 # DEPENDENCYPART_ARC
(12,11),-0.840115 # DEPENDENCYPART_ARC
(12,13),-0.844206 # DEPENDENCYPART_ARC
(12,14),-0.832542 # DEPENDENCYPART_ARC
(12,15),-1.05186 # DEPENDENCYPART_ARC
(12,16),-1.13359 # DEPENDENCYPART_ARC
(12,17),-1.26384 # DEPENDENCYPART_ARC
(12,18),-1.97711 # DEPENDENCYPART_ARC
(12,19),-2.07098 # DEPENDENCYPART_ARC
(12,20),-1.29481 # DEPENDENCYPART_ARC
(12,21),-1.49545 # DEPENDENCYPART_ARC
(12,22),-2.25663 # DEPENDENCYPART_ARC
(12,23),-1.14671 # DEPENDENCYPART_ARC
(13,1),-1.05915 # DEPENDENCYPART_ARC
(13,2),-1.0261 # DEPENDENCYPART_ARC
(13,3),-0.281826 # DEPENDENCYPART_ARC
(13,4),-0.488043 # DEPENDENCYPART_ARC
(13,5),-0.667598 # DEPENDENCYPART_ARC
(13,6),-0.822939 # DEPENDENCYPART_ARC
(13,7),-0.619344 # DEPENDENCYPART_ARC
(13,8),-0.576276 # DEPENDENCYPART_ARC
(13,9),-0.853562 # DEPENDENCYPART_ARC
(13,10),-0.603838 # DEPENDENCYPART_ARC
(13,11),-0.371747 # DEPENDENCYPART_ARC
(13,12),0.116091 # DEPENDENCYPART_ARC
(13,14),-0.716438 # DEPENDENCYPART_ARC
(13,15),-0.569704 # DEPENDENCYPART_ARC
(13,16),-1.19692 # DEPENDENCYPART_ARC
(13,17),-0.823869 # DEPENDENCYPART_ARC
(13,18),-0.497901 # DEPENDENCYPART_ARC
(13,19),-1.07794 # DEPENDENCYPART_ARC
(13,20),-1.29843 # DEPENDENCYPART_ARC
(13,21),-0.902585 # DEPENDENCYPART_ARC
(13,22),-0.984064 # DEPENDENCYPART_ARC
(13,23),-0.185978 # DEPENDENCYPART_ARC
(14,1),-2.92229 # DEPENDENCYPART_ARC
(14,2),-1.6893 # DEPENDENCYPART_ARC
(14,3),-1.2367 # DEPENDENCYPART_ARC
(14,4),-1.15531 # DEPENDENCYPART_ARC
(14,5),-2.02562 # DEPENDENCYPART_ARC
(14,6),-2.20405 # DEPENDENCYPART_ARC
(14,7),-1.70259 # DEPENDENCYPART_ARC
(14,8),-1.47241 # DEPENDENCYPART_ARC
(14,9),-2.04583 # DEPENDENCYPART_ARC
(14,10),-2.04114 # DEPENDENCYPART_ARC
(14,11),-0.947752 # DEPENDENCYPART_ARC
(14,12),-0.805412 # DEPENDENCYPART_ARC
(14,13),-0.734844 # DEPENDENCYPART_ARC
(14,15),-0.62175 # DEPENDENCYPART_ARC
(14,16),-1.12372 # DEPENDENCYPART_ARC
(14,17),-0.561516 # DEPENDENCYPART_ARC
(14,18),-0.768636 # DEPENDENCYPART_ARC
(14,19),-1.0175 # DEPENDENCYPART_ARC
(14,20),-1.39231 # DEPENDENCYPART_ARC
(14,21),-0.987752 # DEPENDENCYPART_ARC
(14,22),-1.48602 # DEPENDENCYPART_ARC
(14,23),-0.307394 # DEPENDENCYPART_ARC
(15,1),0.293197 # DEPENDENCYPART_ARC
(15,2),0.688919 # DEPENDENCYPART_ARC
(15,3),0.819051 # DEPENDENCYPART_ARC
(15,4),0.723878 # DEPENDENCYPART_ARC
(15,5),0.352435 # DEPENDENCYPART_ARC
(15,6),0.964233 # DEPENDENCYPART_ARC
(15,7),0.782162 # DEPENDENCYPART_ARC
(15,8),0.833136 # DEPENDENCYPART_ARC
(15,9),0.962349 # DEPENDENCYPART_ARC
(15,10),0.946007 # DEPENDENCYPART_ARC
(15,11),1.22644 # DEPENDENCYPART_ARC
(15,12),1.58054 # DEPENDENCYPART_ARC
(15,13),1.94545 # DEPENDENCYPART_ARC
(15,14),2.09131 # DEPENDENCYPART_ARC
(15,16),0.704006 # DEPENDENCYPART_ARC
(15,17),1.21164 # DEPENDENCYPART_ARC
(15,18),1.18201 # DEPENDENCYPART_ARC
(15,19),1.25243 # DEPENDENCYPART_ARC
(15,20),0.430745 # DEPENDENCYPART_ARC
(15,21),0.472327 # DEPENDENCYPART_ARC
(15,22),0.845301 # DEPENDENCYPART_ARC
(15,23),1.88139 # DEPENDENCYPART_ARC
(16,1),-2.88889 # DEPENDENCYPART_ARC
(16,2),-2.6018 # DEPENDENCYPART_ARC
(16,3),-1.5052 # DEPENDENCYPART_ARC
(16,4),-1.84266 # DEPENDENCYPART_ARC
(16,5),-1.88175 # DEPENDENCYPART_ARC
(16,6),-3.04216 # DEPENDENCYPART_ARC
(16,7),-2.03187 # DEPENDENCYPART_ARC
(16,8),-1.7735 # DEPENDENCYPART_ARC
(16,9),-2.92701 # DEPENDENCYPART_ARC
(16,10),-2.85936 # DEPENDENCYPART_ARC
(16,11),-1.9818 # DEPENDENCYPART_ARC
(16,12),-1.08537 # DEPENDENCYPART_ARC
(16,13),-1.77991 # DEPENDENCYPART_ARC
(16,14),-1.05069 # DEPENDENCYPART_ARC
(16,15),-0.506697 # DEPENDENCYPART_ARC
(16,17),0.525305 # DEPENDENCYPART_ARC
(16,18),-0.378056 # DEPENDENCYPART_ARC
(16,19),-1.20128 # DEPENDENCYPART_ARC
(16,20),-0.627886 # DEPENDENCYPART_ARC
(16,21),-0.426993 # DEPENDENCYPART_ARC
(16,22),-1.45822 # DEPENDENCYPART_ARC
(16,23),-1.51497 # DEPENDENCYPART_ARC
(17,1),-2.48198 # DEPENDENCYPART_ARC
(17,2),-1.89828 # DEPENDENCYPART_ARC
(17,3),-1.88179 # DEPENDENCYPART_ARC
(17,4),-1.68269 # DEPENDENCYPART_ARC
(17,5),-1.88429 # DEPENDENCYPART_ARC
(17,6),-1.74573 # DEPENDENCYPART_ARC
(17,7),-2.68146 # DEPENDENCYPART_ARC
(17,8),-1.29452 # DEPENDENCYPART_ARC
(17,9),-2.27384 # DEPENDENCYPART_ARC
(17,10),-2.43788 # DEPENDENCYPART_ARC
(17,11),-1.24496 # DEPENDENCYPART_ARC
(17,12),-1.51613 # DEPENDENCYPART_ARC
(17,13),-1.29703 # DEPENDENCYPART_ARC
(17,14),-0.753021 # DEPENDENCYPART_ARC
(17,15),-0.40966 # DEPENDENCYPART_ARC
(17,16),0.691181 # DEPENDENCYPART_ARC
(17,18),-0.482547 # DEPENDENCYPART_ARC
(17,19),-1.54237 # DEPENDENCYPART_ARC
(17,20),-1.4576 # DEPENDENCYPART_ARC
(17,21),-1.36019 # DEPENDENCYPART_ARC
(17,22),-1.59684 # DEPENDENCYPART_ARC
(17,23),-0.870881 # DEPENDENCYPART_ARC
(18,1),-2.60656 # DEPENDENCYPART_ARC
(18,2),-2.48289 # DEPENDENCYPART_ARC
(18,3),-1.63636 # DEPENDENCYPART_ARC
(18,4),-1.49136 # DEPENDENCYPART_ARC
(18,5),-0.48869 # DEPENDENCYPART_ARC
(18,6),-3.1655 # DEPENDENCYPART_ARC
(18,7),-0.457303 # DEPENDENCYPART_ARC
(18,8),-0.291019 # DEPENDENCYPART_ARC
(18,9),-3.87823 # DEPENDENCYPART_ARC
(18,10),-3.50539 # DEPENDENCYPART_ARC
(18,11),-1.32766 # DEPENDENCYPART_ARC
(18,12),-0.649156 # DEPENDENCYPART_ARC
(18,13),-1.7997 # DEPENDENCYPART_ARC
(18,14),-0.10623 # DEPENDENCYPART_ARC
(18,15),0.0416686 # DEPENDENCYPART_ARC
(18,16),2.98362 # DEPENDENCYPART_ARC
(18,17),3.90859 # DEPENDENCYPART_ARC
(18,19),-1.18939 # DEPENDENCYPART_ARC
(18,20),-1.34568 # DEPENDENCYPART_ARC
(18,21),-1.14457 # DEPENDENCYPART_ARC
(18,22),-1.3306 # DEPENDENCYPART_ARC
(18,23),-0.45792 # DEPENDENCYPART_ARC
(19,1),-2.40448 # DEPENDENCYPART_ARC
(19,2),-2.78997 # DEPENDENCYPART_ARC
(19,3),-1.05903 # DEPENDENCYPART_ARC
(19,4),-0.922847 # DEPENDENCYPART_ARC
(19,5),-1.34082 # DEPENDENCYPART_ARC
(19,6),-2.73368 # DEPENDENCYPART_ARC
(19,7),-0.805608 # DEPENDENCYPART_ARC
(19,8),0.0754922 # DEPENDENCYPART_ARC
(19,9),-3.11853 # DEPENDENCYPART_ARC
(19,10),-2.39244 # DEPENDENCYPART_ARC
(19,11),-2.37372 # DEPENDENCYPART_ARC
(19,12),-0.15929 # DEPENDENCYPART_ARC
(19,13),-2.09862 # DEPENDENCYPART_ARC
(19,14),0.154505 # DEPENDENCYPART_ARC
(19,15),0.384707 # DEPENDENCYPART_ARC
(19,16),1.45311 # DEPENDENCYPART_ARC
(19,17),2.26974 # DEPENDENCYPART_ARC
(19,18),4.41627 # DEPENDENCYPART_ARC
(19,20),-0.362713 # DEPENDENCYPART_ARC
(19,21),-0.244681 # DEPENDENCYPART_ARC
(19,22),-0.917062 # DEPENDENCYPART_ARC
(19,23),0.429782 # DEPENDENCYPART_ARC
(20,1),-2.77084 # DEPENDENCYPART_ARC
(20,2),-2.58922 # DEPENDENCYPART_ARC
(20,3),-1.45347 # DEPENDENCYPART_ARC
(20,4),-1.81142 # DEPENDENCYPART_ARC
(20,5),-1.86914 # DEPENDENCYPART_ARC
(20,6),-3.10742 # DEPENDENCYPART_ARC
(20,7),-1.94094 # DEPENDENCYPART_ARC
(20,8),-1.71104 # DEPENDENCYPART_ARC
(20,9),-3.03096 # DEPENDENCYPART_ARC
(20,10),-2.90442 # DEPENDENCYPART_ARC
(20,11),-2.04043 # DEPENDENCYPART_ARC
(20,12),-1.0519 # DEPENDENCYPART_ARC
(20,13),-2.10529 # DEPENDENCYPART_ARC
(20,14),-1.11726 # DEPENDENCYPART_ARC
(20,15),-1.3643 # DEPENDENCYPART_ARC
(20,16),-1.14172 # DEPENDENCYPART_ARC
(20,17),-1.17474 # DEPENDENCYPART_ARC
(20,18),-1.90739 # DEPENDENCYPART_ARC
(20,19),-1.582 # DEPENDENCYPART_ARC
(20,21),0.525957 # DEPENDENCYPART_ARC
(20,22),-0.540143 # DEPENDENCYPART_ARC
(20,23),-1.01828 # DEPENDENCYPART_ARC
(21,1),-2.12522 # DEPENDENCYPART_ARC
(21,2),-1.45329 # DEPENDENCYPART_ARC
(21,3),-1.66781 # DEPENDENCYPART_ARC
(21,4),-1.27877 # DEPENDENCYPART_ARC
(21,5),-1.62641 # DEPENDENCYPART_ARC
(21,6),-1.42964 # DEPENDENCYPART_ARC
(21,7),-2.70013 # DEPENDENCYPART_ARC
(21,8),-0.918256 # DEPENDENCYPART_ARC
(21,9),-2.14883 # DEPENDENCYPART_ARC
(21,10),-2.34517 # DEPENDENCYPART_ARC
(21,11),-0.934654 # DEPENDENCYPART_ARC
(21,12),-1.25097 # DEPENDENCYPART_ARC
(21,13),-1.29659 # DEPENDENCYPART_ARC
(21,14),-0.734624 # DEPENDENCYPART_ARC
(21,15),-1.03167 # DEPENDENCYPART_ARC
(21,16),-0.665627 # DEPENDENCYPART_ARC
(21,17),-1.1338 # DEPENDENCYPART_ARC
(21,18),-1.30078 # DEPENDENCYPART_ARC
(21,19),-0.700694 # DEPENDENCYPART_ARC
(21,20),1.00309 # DEPENDENCYPART_ARC
(21,22),-0.839895 # DEPENDENCYPART_ARC
(21,23),-1.21679 # DEPENDENCYPART_ARC
(22,1),-1.98462 # DEPENDENCYPART_ARC
(22,2),-2.91896 # DEPENDENCYPART_ARC
(22,3),-1.66561 # DEPENDENCYPART_ARC
(22,4),-1.89478 # DEPENDENCYPART_ARC
(22,5),-1.43008 # DEPENDENCYPART_ARC
(22,6),-3.93548 # DEPENDENCYPART_ARC
(22,7),-1.15078 # DEPENDENCYPART_ARC
(22,8),-0.395909 # DEPENDENCYPART_ARC
(22,9),-4.54719 # DEPENDENCYPART_ARC
(22,10),-4.27533 # DEPENDENCYPART_ARC
(22,11),-1.98427 # DEPENDENCYPART_ARC
(22,12),-0.908308 # DEPENDENCYPART_ARC
(22,13),-1.3346 # DEPENDENCYPART_ARC
(22,14),-0.62333 # DEPENDENCYPART_ARC
(22,15),-0.543739 # DEPENDENCYPART_ARC
(22,16),0.69095 # DEPENDENCYPART_ARC
(22,17),1.12061 # DEPENDENCYPART_ARC
(22,18),-0.0978877 # DEPENDENCYPART_ARC
(22,19),-2.7386 # DEPENDENCYPART_ARC
(22,20),2.96005 # DEPENDENCYPART_ARC
(22,21),3.90864 # DEPENDENCYPART_ARC
(22,23),-0.0526061 # DEPENDENCYPART_ARC
