# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,10,16,15,19,19,18,19,20,26,22,20,25,25,26,10,10,
(1,9),-0.536888 # DEPENDENCYPART_ARC
(1,10),-1.14222 # DEPENDENCYPART_ARC
(1,11),-1.13254 # DEPENDENCYPART_ARC
(1,12),-1.75434 # DEPENDENCYPART_ARC
(1,13),-0.716377 # DEPENDENCYPART_ARC
(1,14),-1.30327 # DEPENDENCYPART_ARC
(1,15),-1.96339 # DEPENDENCYPART_ARC
(1,16),-1.26288 # DEPENDENCYPART_ARC
(1,17),-1.28349 # DEPENDENCYPART_ARC
(1,18),-1.96859 # DEPENDENCYPART_ARC
(1,19),-2.3185 # DEPENDENCYPART_ARC
(1,20),-1.7218 # DEPENDENCYPART_ARC
(1,21),-1.40546 # DEPENDENCYPART_ARC
(1,22),-2.38123 # DEPENDENCYPART_ARC
(1,23),-1.35777 # DEPENDENCYPART_ARC
(1,24),-1.66423 # DEPENDENCYPART_ARC
(1,25),-2.15893 # DEPENDENCYPART_ARC
(1,26),-2.98579 # DEPENDENCYPART_ARC
(1,27),-2.9091 # DEPENDENCYPART_ARC
(2,1),3.14942 # DEPENDENCYPART_ARC
(2,3),-0.453524 # DEPENDENCYPART_ARC
(2,4),-0.940157 # DEPENDENCYPART_ARC
(2,5),-0.991739 # DEPENDENCYPART_ARC
(2,6),-0.590982 # DEPENDENCYPART_ARC
(2,7),-1.09168 # DEPENDENCYPART_ARC
(2,8),-1.40285 # DEPENDENCYPART_ARC
(2,9),-0.638884 # DEPENDENCYPART_ARC
(2,10),-0.753012 # DEPENDENCYPART_ARC
(2,11),-1.21149 # DEPENDENCYPART_ARC
(2,12),-1.80072 # DEPENDENCYPART_ARC
(2,13),-0.885175 # DEPENDENCYPART_ARC
(2,14),-1.38755 # DEPENDENCYPART_ARC
(2,15),-2.33444 # DEPENDENCYPART_ARC
(2,16),-1.00305 # DEPENDENCYPART_ARC
(2,17),-1.4298 # DEPENDENCYPART_ARC
(2,18),-2.58386 # DEPENDENCYPART_ARC
(2,19),-2.62618 # DEPENDENCYPART_ARC
(2,20),-1.84499 # DEPENDENCYPART_ARC
(2,21),-1.50389 # DEPENDENCYPART_ARC
(2,22),-3.09719 # DEPENDENCYPART_ARC
(2,23),-1.61788 # DEPENDENCYPART_ARC
(2,24),-1.08867 # DEPENDENCYPART_ARC
(2,25),-3.08696 # DEPENDENCYPART_ARC
(2,26),-2.62306 # DEPENDENCYPART_ARC
(2,27),-0.412311 # DEPENDENCYPART_ARC
(3,1),-0.261676 # DEPENDENCYPART_ARC
(3,2),0.400037 # DEPENDENCYPART_ARC
(3,4),-0.690651 # DEPENDENCYPART_ARC
(3,5),0.111271 # DEPENDENCYPART_ARC
(3,6),-0.342265 # DEPENDENCYPART_ARC
(3,7),-1.03496 # DEPENDENCYPART_ARC
(3,8),-0.210293 # DEPENDENCYPART_ARC
(3,9),-0.705825 # DEPENDENCYPART_ARC
(3,10),-0.455804 # DEPENDENCYPART_ARC
(3,11),-1.26542 # DEPENDENCYPART_ARC
(3,12),-0.816427 # DEPENDENCYPART_ARC
(3,13),-0.890348 # DEPENDENCYPART_ARC
(3,14),-1.35802 # DEPENDENCYPART_ARC
(3,15),-1.69632 # DEPENDENCYPART_ARC
(3,16),-0.977724 # DEPENDENCYPART_ARC
(3,17),-1.57245 # DEPENDENCYPART_ARC
(3,18),-1.62106 # DEPENDENCYPART_ARC
(3,19),-2.15487 # DEPENDENCYPART_ARC
(3,20),-1.24686 # DEPENDENCYPART_ARC
(3,21),-1.76459 # DEPENDENCYPART_ARC
(3,22),-2.01641 # DEPENDENCYPART_ARC
(3,23),-1.85469 # DEPENDENCYPART_ARC
(3,24),-1.20518 # DEPENDENCYPART_ARC
(3,25),-2.44543 # DEPENDENCYPART_ARC
(3,26),-1.6304 # DEPENDENCYPART_ARC
(3,27),-0.156865 # DEPENDENCYPART_ARC
(4,1),-1.05295 # DEPENDENCYPART_ARC
(4,2),-1.94193 # DEPENDENCYPART_ARC
(4,3),-0.391998 # DEPENDENCYPART_ARC
(4,5),-0.337098 # DEPENDENCYPART_ARC
(4,6),-0.707256 # DEPENDENCYPART_ARC
(4,7),-0.766742 # DEPENDENCYPART_ARC
(4,8),-1.03625 # DEPENDENCYPART_ARC
(4,9),-0.436955 # DEPENDENCYPART_ARC
(4,10),-0.925138 # DEPENDENCYPART_ARC
(4,11),-1.01687 # DEPENDENCYPART_ARC
(4,12),-1.50022 # DEPENDENCYPART_ARC
(4,13),-0.544234 # DEPENDENCYPART_ARC
(4,14),-1.0599 # DEPENDENCYPART_ARC
(4,15),-1.75202 # DEPENDENCYPART_ARC
(4,16),-1.51768 # DEPENDENCYPART_ARC
(4,17),-1.23064 # DEPENDENCYPART_ARC
(4,18),-1.91091 # DEPENDENCYPART_ARC
(4,19),-2.17814 # DEPENDENCYPART_ARC
(4,20),-1.79559 # DEPENDENCYPART_ARC
(4,21),-1.18398 # DEPENDENCYPART_ARC
(4,22),-2.31191 # DEPENDENCYPART_ARC
(4,23),-1.23876 # DEPENDENCYPART_ARC
(4,24),-1.21709 # DEPENDENCYPART_ARC
(4,25),-2.20731 # DEPENDENCYPART_ARC
(4,26),-2.42912 # DEPENDENCYPART_ARC
(4,27),-2.67548 # DEPENDENCYPART_ARC
(5,1),0.247871 # DEPENDENCYPART_ARC
(5,2),-1.90385 # DEPENDENCYPART_ARC
(5,3),-0.683023 # DEPENDENCYPART_ARC
(5,4),3.22259 # DEPENDENCYPART_ARC
(5,6),-1.04857 # DEPENDENCYPART_ARC
(5,7),-1.5797 # DEPENDENCYPART_ARC
(5,8),-1.2213 # DEPENDENCYPART_ARC
(5,9),-0.936932 # DEPENDENCYPART_ARC
(5,10),-1.37016 # DEPENDENCYPART_ARC
(5,11),-1.72672 # DEPENDENCYPART_ARC
(5,12),-1.90319 # DEPENDENCYPART_ARC
(5,13),-1.08585 # DEPENDENCYPART_ARC
(5,14),-1.84786 # DEPENDENCYPART_ARC
(5,15),-2.12242 # DEPENDENCYPART_ARC
(5,16),-1.48755 # DEPENDENCYPART_ARC
(5,17),-2.02873 # DEPENDENCYPART_ARC
(5,18),-2.74915 # DEPENDENCYPART_ARC
(5,19),-2.85788 # DEPENDENCYPART_ARC
(5,20),-2.23841 # DEPENDENCYPART_ARC
(5,21),-2.0876 # DEPENDENCYPART_ARC
(5,22),-3.13964 # DEPENDENCYPART_ARC
(5,23),-2.16817 # DEPENDENCYPART_ARC
(5,24),-1.61918 # DEPENDENCYPART_ARC
(5,25),-3.46625 # DEPENDENCYPART_ARC
(5,26),-3.06073 # DEPENDENCYPART_ARC
(5,27),-0.775152 # DEPENDENCYPART_ARC
(6,1),-0.528625 # DEPENDENCYPART_ARC
(6,2),-0.0384841 # DEPENDENCYPART_ARC
(6,3),0.334225 # DEPENDENCYPART_ARC
(6,4),-0.133476 # DEPENDENCYPART_ARC
(6,5),0.810026 # DEPENDENCYPART_ARC
(6,7),-0.0630388 # DEPENDENCYPART_ARC
(6,8),1.25884 # DEPENDENCYPART_ARC
(6,9),-0.182099 # DEPENDENCYPART_ARC
(6,10),-0.00121641 # DEPENDENCYPART_ARC
(6,11),-0.521185 # DEPENDENCYPART_ARC
(6,12),0.0936496 # DEPENDENCYPART_ARC
(6,13),-0.393763 # DEPENDENCYPART_ARC
(6,14),-0.643242 # DEPENDENCYPART_ARC
(6,15),-0.851251 # DEPENDENCYPART_ARC
(6,16),-0.731843 # DEPENDENCYPART_ARC
(6,17),-0.837007 # DEPENDENCYPART_ARC
(6,18),-1.10064 # DEPENDENCYPART_ARC
(6,19),-1.84456 # DEPENDENCYPART_ARC
(6,20),-1.1913 # DEPENDENCYPART_ARC
(6,21),-1.07099 # DEPENDENCYPART_ARC
(6,22),-1.78777 # DEPENDENCYPART_ARC
(6,23),-1.11098 # DEPENDENCYPART_ARC
(6,24),-0.911773 # DEPENDENCYPART_ARC
(6,25),-2.35458 # DEPENDENCYPART_ARC
(6,26),-1.99476 # DEPENDENCYPART_ARC
(6,27),0.0965474 # DEPENDENCYPART_ARC
(7,1),-1.3252 # DEPENDENCYPART_ARC
(7,2),-2.47592 # DEPENDENCYPART_ARC
(7,3),-1.22736 # DEPENDENCYPART_ARC
(7,4),-1.0216 # DEPENDENCYPART_ARC
(7,5),-1.95534 # DEPENDENCYPART_ARC
(7,6),-0.347845 # DEPENDENCYPART_ARC
(7,8),-0.2901 # DEPENDENCYPART_ARC
(7,9),-0.210999 # DEPENDENCYPART_ARC
(7,10),-0.733559 # DEPENDENCYPART_ARC
(7,11),-0.847504 # DEPENDENCYPART_ARC
(7,12),-1.12528 # DEPENDENCYPART_ARC
(7,13),-0.426812 # DEPENDENCYPART_ARC
(7,14),-1.00989 # DEPENDENCYPART_ARC
(7,15),-1.52832 # DEPENDENCYPART_ARC
(7,16),-1.2479 # DEPENDENCYPART_ARC
(7,17),-1.05293 # DEPENDENCYPART_ARC
(7,18),-1.75687 # DEPENDENCYPART_ARC
(7,19),-2.10309 # DEPENDENCYPART_ARC
(7,20),-1.68257 # DEPENDENCYPART_ARC
(7,21),-1.2174 # DEPENDENCYPART_ARC
(7,22),-2.16807 # DEPENDENCYPART_ARC
(7,23),-1.20388 # DEPENDENCYPART_ARC
(7,24),-1.03972 # DEPENDENCYPART_ARC
(7,25),-2.11118 # DEPENDENCYPART_ARC
(7,26),-2.18581 # DEPENDENCYPART_ARC
(7,27),-2.4777 # DEPENDENCYPART_ARC
(8,1),-0.809135 # DEPENDENCYPART_ARC
(8,2),-2.61898 # DEPENDENCYPART_ARC
(8,3),-1.36986 # DEPENDENCYPART_ARC
(8,4),0.511047 # DEPENDENCYPART_ARC
(8,5),-0.587675 # DEPENDENCYPART_ARC
(8,6),-0.0265803 # DEPENDENCYPART_ARC
(8,7),3.40021 # DEPENDENCYPART_ARC
(8,9),-0.138012 # DEPENDENCYPART_ARC
(8,10),-0.808452 # DEPENDENCYPART_ARC
(8,11),-1.05378 # DEPENDENCYPART_ARC
(8,12),-0.777857 # DEPENDENCYPART_ARC
(8,13),-0.285571 # DEPENDENCYPART_ARC
(8,14),-1.23424 # DEPENDENCYPART_ARC
(8,15),-1.27024 # DEPENDENCYPART_ARC
(8,16),-0.896029 # DEPENDENCYPART_ARC
(8,17),-1.36181 # DEPENDENCYPART_ARC
(8,18),-1.56354 # DEPENDENCYPART_ARC
(8,19),-1.6964 # DEPENDENCYPART_ARC
(8,20),-1.6347 # DEPENDENCYPART_ARC
(8,21),-1.59177 # DEPENDENCYPART_ARC
(8,22),-2.37364 # DEPENDENCYPART_ARC
(8,23),-1.56945 # DEPENDENCYPART_ARC
(8,24),-1.1352 # DEPENDENCYPART_ARC
(8,25),-2.42602 # DEPENDENCYPART_ARC
(8,26),-2.36456 # DEPENDENCYPART_ARC
(8,27),-0.181373 # DEPENDENCYPART_ARC
(9,1),-2.00933 # DEPENDENCYPART_ARC
(9,2),-3.02436 # DEPENDENCYPART_ARC
(9,3),-1.74259 # DEPENDENCYPART_ARC
(9,4),-1.94286 # DEPENDENCYPART_ARC
(9,5),-2.7157 # DEPENDENCYPART_ARC
(9,6),-1.53067 # DEPENDENCYPART_ARC
(9,7),-1.26422 # DEPENDENCYPART_ARC
(9,8),-1.7889 # DEPENDENCYPART_ARC
(9,10),-0.999203 # DEPENDENCYPART_ARC
(9,11),-1.30609 # DEPENDENCYPART_ARC
(9,12),-1.9938 # DEPENDENCYPART_ARC
(9,13),-1.18154 # DEPENDENCYPART_ARC
(9,14),-1.55854 # DEPENDENCYPART_ARC
(9,15),-2.43836 # DEPENDENCYPART_ARC
(9,16),-1.26872 # DEPENDENCYPART_ARC
(9,17),-1.6407 # DEPENDENCYPART_ARC
(9,18),-2.62961 # DEPENDENCYPART_ARC
(9,19),-2.64477 # DEPENDENCYPART_ARC
(9,20),-1.44446 # DEPENDENCYPART_ARC
(9,21),-1.75781 # DEPENDENCYPART_ARC
(9,22),-2.98947 # DEPENDENCYPART_ARC
(9,23),-1.789 # DEPENDENCYPART_ARC
(9,24),-1.74121 # DEPENDENCYPART_ARC
(9,25),-3.05482 # DEPENDENCYPART_ARC
(9,26),-1.96584 # DEPENDENCYPART_ARC
(9,27),-1.89711 # DEPENDENCYPART_ARC
(10,1),-0.0350258 # DEPENDENCYPART_ARC
(10,2),-0.0946881 # DEPENDENCYPART_ARC
(10,3),0.583117 # DEPENDENCYPART_ARC
(10,4),-0.268137 # DEPENDENCYPART_ARC
(10,5),-0.00757027 # DEPENDENCYPART_ARC
(10,6),0.638439 # DEPENDENCYPART_ARC
(10,7),0.147093 # DEPENDENCYPART_ARC
(10,8),0.253473 # DEPENDENCYPART_ARC
(10,9),2.20061 # DEPENDENCYPART_ARC
(10,11),0.10328 # DEPENDENCYPART_ARC
(10,12),0.448485 # DEPENDENCYPART_ARC
(10,13),0.434319 # DEPENDENCYPART_ARC
(10,14),-0.150262 # DEPENDENCYPART_ARC
(10,15),-0.71326 # DEPENDENCYPART_ARC
(10,16),0.404565 # DEPENDENCYPART_ARC
(10,17),-0.433229 # DEPENDENCYPART_ARC
(10,18),-0.660152 # DEPENDENCYPART_ARC
(10,19),-1.02037 # DEPENDENCYPART_ARC
(10,20),0.00369905 # DEPENDENCYPART_ARC
(10,21),-0.692545 # DEPENDENCYPART_ARC
(10,22),-1.12105 # DEPENDENCYPART_ARC
(10,23),-0.829682 # DEPENDENCYPART_ARC
(10,24),-0.0661747 # DEPENDENCYPART_ARC
(10,25),-1.32757 # DEPENDENCYPART_ARC
(10,26),-0.514587 # DEPENDENCYPART_ARC
(10,27),3.33787 # DEPENDENCYPART_ARC
(11,1),-1.28201 # DEPENDENCYPART_ARC
(11,2),-2.49149 # DEPENDENCYPART_ARC
(11,3),-1.12066 # DEPENDENCYPART_ARC
(11,4),-1.17484 # DEPENDENCYPART_ARC
(11,5),-2.38208 # DEPENDENCYPART_ARC
(11,6),-1.12657 # DEPENDENCYPART_ARC
(11,7),-0.990089 # DEPENDENCYPART_ARC
(11,8),-1.95933 # DEPENDENCYPART_ARC
(11,9),-0.632365 # DEPENDENCYPART_ARC
(11,10),-0.0305148 # DEPENDENCYPART_ARC
(11,12),0.00992592 # DEPENDENCYPART_ARC
(11,13),0.0629777 # DEPENDENCYPART_ARC
(11,14),-0.459737 # DEPENDENCYPART_ARC
(11,15),-0.764321 # DEPENDENCYPART_ARC
(11,16),-0.746498 # DEPENDENCYPART_ARC
(11,17),-0.669229 # DEPENDENCYPART_ARC
(11,18),-1.18406 # DEPENDENCYPART_ARC
(11,19),-1.50889 # DEPENDENCYPART_ARC
(11,20),-1.05051 # DEPENDENCYPART_ARC
(11,21),-0.752899 # DEPENDENCYPART_ARC
(11,22),-1.72251 # DEPENDENCYPART_ARC
(11,23),-0.886188 # DEPENDENCYPART_ARC
(11,24),-0.736325 # DEPENDENCYPART_ARC
(11,25),-1.67583 # DEPENDENCYPART_ARC
(11,26),-1.60912 # DEPENDENCYPART_ARC
(11,27),-1.87089 # DEPENDENCYPART_ARC
(12,1),-1.72159 # DEPENDENCYPART_ARC
(12,2),-3.12017 # DEPENDENCYPART_ARC
(12,3),-1.82989 # DEPENDENCYPART_ARC
(12,4),-0.773915 # DEPENDENCYPART_ARC
(12,5),-1.54023 # DEPENDENCYPART_ARC
(12,6),-1.02915 # DEPENDENCYPART_ARC
(12,7),0.389138 # DEPENDENCYPART_ARC
(12,8),-1.24226 # DEPENDENCYPART_ARC
(12,9),-0.484593 # DEPENDENCYPART_ARC
(12,10),-0.303614 # DEPENDENCYPART_ARC
(12,11),3.36826 # DEPENDENCYPART_ARC
(12,13),0.376788 # DEPENDENCYPART_ARC
(12,14),-0.851482 # DEPENDENCYPART_ARC
(12,15),-0.3493 # DEPENDENCYPART_ARC
(12,16),-0.548561 # DEPENDENCYPART_ARC
(12,17),-1.00626 # DEPENDENCYPART_ARC
(12,18),-0.930815 # DEPENDENCYPART_ARC
(12,19),-0.846825 # DEPENDENCYPART_ARC
(12,20),-1.03616 # DEPENDENCYPART_ARC
(12,21),-1.13438 # DEPENDENCYPART_ARC
(12,22),-1.47542 # DEPENDENCYPART_ARC
(12,23),-1.22762 # DEPENDENCYPART_ARC
(12,24),-0.872318 # DEPENDENCYPART_ARC
(12,25),-1.92363 # DEPENDENCYPART_ARC
(12,26),-1.93466 # DEPENDENCYPART_ARC
(12,27),0.0424327 # DEPENDENCYPART_ARC
(13,1),-1.77493 # DEPENDENCYPART_ARC
(13,2),-2.938 # DEPENDENCYPART_ARC
(13,3),-1.58581 # DEPENDENCYPART_ARC
(13,4),-1.70822 # DEPENDENCYPART_ARC
(13,5),-2.73381 # DEPENDENCYPART_ARC
(13,6),-1.47637 # DEPENDENCYPART_ARC
(13,7),-1.55468 # DEPENDENCYPART_ARC
(13,8),-2.71241 # DEPENDENCYPART_ARC
(13,9),-1.3671 # DEPENDENCYPART_ARC
(13,10),-1.18751 # DEPENDENCYPART_ARC
(13,11),-0.923155 # DEPENDENCYPART_ARC
(13,12),-1.47965 # DEPENDENCYPART_ARC
(13,14),-0.738659 # DEPENDENCYPART_ARC
(13,15),-1.23419 # DEPENDENCYPART_ARC
(13,16),-0.786176 # DEPENDENCYPART_ARC
(13,17),-1.09384 # DEPENDENCYPART_ARC
(13,18),-1.87473 # DEPENDENCYPART_ARC
(13,19),-2.0858 # DEPENDENCYPART_ARC
(13,20),-0.936373 # DEPENDENCYPART_ARC
(13,21),-1.25506 # DEPENDENCYPART_ARC
(13,22),-2.29868 # DEPENDENCYPART_ARC
(13,23),-1.259 # DEPENDENCYPART_ARC
(13,24),-1.27627 # DEPENDENCYPART_ARC
(13,25),-2.56685 # DEPENDENCYPART_ARC
(13,26),-1.61573 # DEPENDENCYPART_ARC
(13,27),-1.36572 # DEPENDENCYPART_ARC
(14,1),-1.52943 # DEPENDENCYPART_ARC
(14,2),-2.89114 # DEPENDENCYPART_ARC
(14,3),-1.47922 # DEPENDENCYPART_ARC
(14,4),-1.50338 # DEPENDENCYPART_ARC
(14,5),-2.74884 # DEPENDENCYPART_ARC
(14,6),-1.27902 # DEPENDENCYPART_ARC
(14,7),-1.38237 # DEPENDENCYPART_ARC
(14,8),-2.6114 # DEPENDENCYPART_ARC
(14,9),-1.16994 # DEPENDENCYPART_ARC
(14,10),-1.13324 # DEPENDENCYPART_ARC
(14,11),-0.995056 # DEPENDENCYPART_ARC
(14,12),-1.95058 # DEPENDENCYPART_ARC
(14,13),-0.566015 # DEPENDENCYPART_ARC
(14,15),-0.278197 # DEPENDENCYPART_ARC
(14,16),-0.630151 # DEPENDENCYPART_ARC
(14,17),-0.663433 # DEPENDENCYPART_ARC
(14,18),-1.01615 # DEPENDENCYPART_ARC
(14,19),-1.35387 # DEPENDENCYPART_ARC
(14,20),-1.03149 # DEPENDENCYPART_ARC
(14,21),-0.913559 # DEPENDENCYPART_ARC
(14,22),-1.73342 # DEPENDENCYPART_ARC
(14,23),-0.969311 # DEPENDENCYPART_ARC
(14,24),-0.634969 # DEPENDENCYPART_ARC
(14,25),-1.74124 # DEPENDENCYPART_ARC
(14,26),-1.65229 # DEPENDENCYPART_ARC
(14,27),-1.93472 # DEPENDENCYPART_ARC
(15,1),-2.71489 # DEPENDENCYPART_ARC
(15,2),-4.09635 # DEPENDENCYPART_ARC
(15,3),-2.60654 # DEPENDENCYPART_ARC
(15,4),-2.0513 # DEPENDENCYPART_ARC
(15,5),-2.53031 # DEPENDENCYPART_ARC
(15,6),-1.72829 # DEPENDENCYPART_ARC
(15,7),-0.974101 # DEPENDENCYPART_ARC
(15,8),-2.53359 # DEPENDENCYPART_ARC
(15,9),-1.34701 # DEPENDENCYPART_ARC
(15,10),-1.3945 # DEPENDENCYPART_ARC
(15,11),0.31969 # DEPENDENCYPART_ARC
(15,12),-1.61092 # DEPENDENCYPART_ARC
(15,13),-0.956481 # DEPENDENCYPART_ARC
(15,14),2.96872 # DEPENDENCYPART_ARC
(15,16),-1.03477 # DEPENDENCYPART_ARC
(15,17),-1.56591 # DEPENDENCYPART_ARC
(15,18),-1.3669 # DEPENDENCYPART_ARC
(15,19),-1.56963 # DEPENDENCYPART_ARC
(15,20),-1.58364 # DEPENDENCYPART_ARC
(15,21),-1.72123 # DEPENDENCYPART_ARC
(15,22),-2.17174 # DEPENDENCYPART_ARC
(15,23),-1.80503 # DEPENDENCYPART_ARC
(15,24),-1.40205 # DEPENDENCYPART_ARC
(15,25),-2.39254 # DEPENDENCYPART_ARC
(15,26),-2.45589 # DEPENDENCYPART_ARC
(15,27),-0.891064 # DEPENDENCYPART_ARC
(16,1),-0.972103 # DEPENDENCYPART_ARC
(16,2),-0.322814 # DEPENDENCYPART_ARC
(16,3),0.031598 # DEPENDENCYPART_ARC
(16,4),-1.18533 # DEPENDENCYPART_ARC
(16,5),-0.392536 # DEPENDENCYPART_ARC
(16,6),0.00508791 # DEPENDENCYPART_ARC
(16,7),-1.02018 # DEPENDENCYPART_ARC
(16,8),0.00310775 # DEPENDENCYPART_ARC
(16,9),0.472014 # DEPENDENCYPART_ARC
(16,10),0.617967 # DEPENDENCYPART_ARC
(16,11),-0.781161 # DEPENDENCYPART_ARC
(16,12),0.261905 # DEPENDENCYPART_ARC
(16,13),0.854582 # DEPENDENCYPART_ARC
(16,14),-0.0450533 # DEPENDENCYPART_ARC
(16,15),0.806179 # DEPENDENCYPART_ARC
(16,17),-0.0773407 # DEPENDENCYPART_ARC
(16,18),1.18902 # DEPENDENCYPART_ARC
(16,19),0.184315 # DEPENDENCYPART_ARC
(16,20),-0.057172 # DEPENDENCYPART_ARC
(16,21),-0.580027 # DEPENDENCYPART_ARC
(16,22),-0.0422937 # DEPENDENCYPART_ARC
(16,23),-0.662014 # DEPENDENCYPART_ARC
(16,24),-0.419972 # DEPENDENCYPART_ARC
(16,25),-0.677593 # DEPENDENCYPART_ARC
(16,26),-0.907621 # DEPENDENCYPART_ARC
(16,27),0.56984 # DEPENDENCYPART_ARC
(17,1),-1.70832 # DEPENDENCYPART_ARC
(17,2),-3.04271 # DEPENDENCYPART_ARC
(17,3),-1.6133 # DEPENDENCYPART_ARC
(17,4),-1.59103 # DEPENDENCYPART_ARC
(17,5),-2.96899 # DEPENDENCYPART_ARC
(17,6),-1.53483 # DEPENDENCYPART_ARC
(17,7),-1.54246 # DEPENDENCYPART_ARC
(17,8),-2.79329 # DEPENDENCYPART_ARC
(17,9),-0.958427 # DEPENDENCYPART_ARC
(17,10),-1.25857 # DEPENDENCYPART_ARC
(17,11),-1.34289 # DEPENDENCYPART_ARC
(17,12),-2.54365 # DEPENDENCYPART_ARC
(17,13),-1.06728 # DEPENDENCYPART_ARC
(17,14),-1.02835 # DEPENDENCYPART_ARC
(17,15),-1.96209 # DEPENDENCYPART_ARC
(17,16),-0.354596 # DEPENDENCYPART_ARC
(17,18),-0.401873 # DEPENDENCYPART_ARC
(17,19),-0.863206 # DEPENDENCYPART_ARC
(17,20),-0.933995 # DEPENDENCYPART_ARC
(17,21),-0.901246 # DEPENDENCYPART_ARC
(17,22),-1.48048 # DEPENDENCYPART_ARC
(17,23),-1.023 # DEPENDENCYPART_ARC
(17,24),-0.775327 # DEPENDENCYPART_ARC
(17,25),-1.65468 # DEPENDENCYPART_ARC
(17,26),-1.44498 # DEPENDENCYPART_ARC
(17,27),-1.84679 # DEPENDENCYPART_ARC
(18,1),-3.24433 # DEPENDENCYPART_ARC
(18,2),-4.34664 # DEPENDENCYPART_ARC
(18,3),-2.52043 # DEPENDENCYPART_ARC
(18,4),-2.5644 # DEPENDENCYPART_ARC
(18,5),-2.74211 # DEPENDENCYPART_ARC
(18,6),-1.77137 # DEPENDENCYPART_ARC
(18,7),-1.51412 # DEPENDENCYPART_ARC
(18,8),-2.68492 # DEPENDENCYPART_ARC
(18,9),-1.34125 # DEPENDENCYPART_ARC
(18,10),-1.34312 # DEPENDENCYPART_ARC
(18,11),-0.495779 # DEPENDENCYPART_ARC
(18,12),-2.22565 # DEPENDENCYPART_ARC
(18,13),-1.04871 # DEPENDENCYPART_ARC
(18,14),0.409343 # DEPENDENCYPART_ARC
(18,15),-0.745865 # DEPENDENCYPART_ARC
(18,16),0.032735 # DEPENDENCYPART_ARC
(18,17),3.40533 # DEPENDENCYPART_ARC
(18,19),-0.539013 # DEPENDENCYPART_ARC
(18,20),-0.969961 # DEPENDENCYPART_ARC
(18,21),-1.17562 # DEPENDENCYPART_ARC
(18,22),-1.2502 # DEPENDENCYPART_ARC
(18,23),-1.34648 # DEPENDENCYPART_ARC
(18,24),-0.978086 # DEPENDENCYPART_ARC
(18,25),-1.70799 # DEPENDENCYPART_ARC
(18,26),-1.8391 # DEPENDENCYPART_ARC
(18,27),-0.430879 # DEPENDENCYPART_ARC
(19,1),-4.26445 # DEPENDENCYPART_ARC
(19,2),-3.17949 # DEPENDENCYPART_ARC
(19,3),-1.05475 # DEPENDENCYPART_ARC
(19,4),-3.70637 # DEPENDENCYPART_ARC
(19,5),-0.381152 # DEPENDENCYPART_ARC
(19,6),-0.293094 # DEPENDENCYPART_ARC
(19,7),-2.60328 # DEPENDENCYPART_ARC
(19,8),-0.750576 # DEPENDENCYPART_ARC
(19,9),-0.5387 # DEPENDENCYPART_ARC
