# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,7,7,8,4,4,4,12,13,5,13,13,13,13,19,21,21,5,21,21,21,27,27,30,29,30,20,33,33,30,4,
(0,31),-3.4666 # DEPENDENCYPART_ARC
(0,32),-3.82914 # DEPENDENCYPART_ARC
(0,33),-4.90131 # DEPENDENCYPART_ARC
(0,34),-5.86857 # DEPENDENCYPART_ARC
(1,2),0.0138253 # DEPENDENCYPART_ARC
(1,3),0.505732 # DEPENDENCYPART_ARC
(1,4),1.67815 # DEPENDENCYPART_ARC
(1,5),-0.698165 # DEPENDENCYPART_ARC
(1,6),-0.697919 # DEPENDENCYPART_ARC
(1,7),-0.442374 # DEPENDENCYPART_ARC
(1,8),1.56122 # DEPENDENCYPART_ARC
(1,9),1.02233 # DEPENDENCYPART_ARC
(1,10),0.930241 # DEPENDENCYPART_ARC
(1,11),0.0491645 # DEPENDENCYPART_ARC
(1,12),0.0240431 # DEPENDENCYPART_ARC
(1,13),2.68456 # DEPENDENCYPART_ARC
(1,14),0.267974 # DEPENDENCYPART_ARC
(1,15),0.325869 # DEPENDENCYPART_ARC
(1,16),0.121119 # DEPENDENCYPART_ARC
(1,17),0.713146 # DEPENDENCYPART_ARC
(1,18),0.182041 # DEPENDENCYPART_ARC
(1,19),0.518425 # DEPENDENCYPART_ARC
(1,20),-0.768074 # DEPENDENCYPART_ARC
(1,21),1.14138 # DEPENDENCYPART_ARC
(1,22),-0.630832 # DEPENDENCYPART_ARC
(1,23),0.732345 # DEPENDENCYPART_ARC
(1,24),0.715633 # DEPENDENCYPART_ARC
(1,25),-0.553181 # DEPENDENCYPART_ARC
(1,26),-0.545913 # DEPENDENCYPART_ARC
(1,27),-0.785974 # DEPENDENCYPART_ARC
(1,28),-0.0317547 # DEPENDENCYPART_ARC
(1,29),0.279719 # DEPENDENCYPART_ARC
(1,30),1.81846 # DEPENDENCYPART_ARC
(1,31),-0.676221 # DEPENDENCYPART_ARC
(1,32),-1.46935 # DEPENDENCYPART_ARC
(1,33),-1.73232 # DEPENDENCYPART_ARC
(1,34),0.321722 # DEPENDENCYPART_ARC
(2,1),-0.183382 # DEPENDENCYPART_ARC
(2,3),-0.00346637 # DEPENDENCYPART_ARC
(2,4),0.462406 # DEPENDENCYPART_ARC
(2,5),-1.0629 # DEPENDENCYPART_ARC
(2,6),-0.904978 # DEPENDENCYPART_ARC
(2,7),-0.58048 # DEPENDENCYPART_ARC
(2,8),-0.889268 # DEPENDENCYPART_ARC
(2,9),-0.0337298 # DEPENDENCYPART_ARC
(2,10),-0.046819 # DEPENDENCYPART_ARC
(2,11),-0.88818 # DEPENDENCYPART_ARC
(2,12),-0.745122 # DEPENDENCYPART_ARC
(2,13),-1.0584 # DEPENDENCYPART_ARC
(2,14),-0.19112 # DEPENDENCYPART_ARC
(2,15),-0.655641 # DEPENDENCYPART_ARC
(2,16),-0.299716 # DEPENDENCYPART_ARC
(2,17),0.201536 # DEPENDENCYPART_ARC
(2,18),-0.709977 # DEPENDENCYPART_ARC
(2,19),-0.602861 # DEPENDENCYPART_ARC
(2,20),-1.12637 # DEPENDENCYPART_ARC
(2,21),-1.84269 # DEPENDENCYPART_ARC
(2,22),-1.82106 # DEPENDENCYPART_ARC
(2,23),-0.854881 # DEPENDENCYPART_ARC
(2,24),-0.407628 # DEPENDENCYPART_ARC
(2,25),-1.19399 # DEPENDENCYPART_ARC
(2,26),-1.01219 # DEPENDENCYPART_ARC
(2,27),-2.09698 # DEPENDENCYPART_ARC
(2,28),-0.940467 # DEPENDENCYPART_ARC
(2,29),-0.823229 # DEPENDENCYPART_ARC
(2,30),-3.0033 # DEPENDENCYPART_ARC
(2,31),-1.14063 # DEPENDENCYPART_ARC
(2,32),-1.93615 # DEPENDENCYPART_ARC
(2,33),-3.06426 # DEPENDENCYPART_ARC
(2,34),0.653401 # DEPENDENCYPART_ARC
(3,1),-0.794023 # DEPENDENCYPART_ARC
(3,2),0.39995 # DEPENDENCYPART_ARC
(3,4),-0.103 # DEPENDENCYPART_ARC
(3,5),-1.23713 # DEPENDENCYPART_ARC
(3,6),-0.795161 # DEPENDENCYPART_ARC
(3,7),-1.28897 # DEPENDENCYPART_ARC
(3,8),-0.0818521 # DEPENDENCYPART_ARC
(3,9),-0.0131937 # DEPENDENCYPART_ARC
(3,10),-0.44256 # DEPENDENCYPART_ARC
(3,11),-1.53347 # DEPENDENCYPART_ARC
(3,12),-1.30024 # DEPENDENCYPART_ARC
(3,13),-0.663712 # DEPENDENCYPART_ARC
(3,14),0.257106 # DEPENDENCYPART_ARC
(3,15),-0.646709 # DEPENDENCYPART_ARC
(3,16),0.00108875 # DEPENDENCYPART_ARC
(3,17),0.0871739 # DEPENDENCYPART_ARC
(3,18),-0.692499 # DEPENDENCYPART_ARC
(3,19),-0.671896 # DEPENDENCYPART_ARC
(3,20),-1.68346 # DEPENDENCYPART_ARC
(3,21),-0.935374 # DEPENDENCYPART_ARC
(3,22),-2.43541 # DEPENDENCYPART_ARC
(3,23),-0.685902 # DEPENDENCYPART_ARC
(3,24),-0.583881 # DEPENDENCYPART_ARC
(3,25),-1.36098 # DEPENDENCYPART_ARC
(3,26),-2.1359 # DEPENDENCYPART_ARC
(3,27),-2.9528 # DEPENDENCYPART_ARC
(3,28),-0.880595 # DEPENDENCYPART_ARC
(3,29),-0.887363 # DEPENDENCYPART_ARC
(3,30),-0.977244 # DEPENDENCYPART_ARC
(3,31),-2.11749 # DEPENDENCYPART_ARC
(3,32),-1.62895 # DEPENDENCYPART_ARC
(3,33),-4.34793 # DEPENDENCYPART_ARC
(3,34),1.37545 # DEPENDENCYPART_ARC
(4,1),1.58619 # DEPENDENCYPART_ARC
(4,2),2.53972 # DEPENDENCYPART_ARC
(4,3),3.28412 # DEPENDENCYPART_ARC
(4,5),0.593908 # DEPENDENCYPART_ARC
(4,6),-0.207011 # DEPENDENCYPART_ARC
(4,7),0.0508692 # DEPENDENCYPART_ARC
(4,8),1.90253 # DEPENDENCYPART_ARC
(4,9),1.52458 # DEPENDENCYPART_ARC
(4,10),2.47684 # DEPENDENCYPART_ARC
(4,11),-1.74935 # DEPENDENCYPART_ARC
(4,12),-1.39383 # DEPENDENCYPART_ARC
(4,13),1.07417 # DEPENDENCYPART_ARC
(4,14),0.573525 # DEPENDENCYPART_ARC
(4,15),0.0598885 # DEPENDENCYPART_ARC
(4,16),0.682439 # DEPENDENCYPART_ARC
(4,17),1.23035 # DEPENDENCYPART_ARC
(4,18),-1.09362 # DEPENDENCYPART_ARC
(4,19),-1.01485 # DEPENDENCYPART_ARC
(4,20),-1.34712 # DEPENDENCYPART_ARC
(4,21),0.394781 # DEPENDENCYPART_ARC
(4,22),-2.74387 # DEPENDENCYPART_ARC
(4,23),0.419545 # DEPENDENCYPART_ARC
(4,24),-0.57777 # DEPENDENCYPART_ARC
(4,25),-1.25368 # DEPENDENCYPART_ARC
(4,26),-1.41589 # DEPENDENCYPART_ARC
(4,27),-5.26367 # DEPENDENCYPART_ARC
(4,28),-1.51231 # DEPENDENCYPART_ARC
(4,29),-1.95768 # DEPENDENCYPART_ARC
(4,30),1.10819 # DEPENDENCYPART_ARC
(4,31),-2.02385 # DEPENDENCYPART_ARC
(4,32),-1.39895 # DEPENDENCYPART_ARC
(4,33),-5.05311 # DEPENDENCYPART_ARC
(4,34),3.89455 # DEPENDENCYPART_ARC
(5,1),-0.679004 # DEPENDENCYPART_ARC
(5,2),-0.116282 # DEPENDENCYPART_ARC
(5,3),-0.536568 # DEPENDENCYPART_ARC
(5,4),0.58183 # DEPENDENCYPART_ARC
(5,6),0.19379 # DEPENDENCYPART_ARC
(5,7),0.717618 # DEPENDENCYPART_ARC
(5,8),2.01178 # DEPENDENCYPART_ARC
(5,9),1.24751 # DEPENDENCYPART_ARC
(5,10),1.05414 # DEPENDENCYPART_ARC
(5,11),0.570332 # DEPENDENCYPART_ARC
(5,12),0.756207 # DEPENDENCYPART_ARC
(5,13),4.06894 # DEPENDENCYPART_ARC
(5,14),0.421285 # DEPENDENCYPART_ARC
(5,15),0.855634 # DEPENDENCYPART_ARC
(5,16),0.229602 # DEPENDENCYPART_ARC
(5,17),1.01765 # DEPENDENCYPART_ARC
(5,18),0.353906 # DEPENDENCYPART_ARC
(5,19),0.81 # DEPENDENCYPART_ARC
(5,20),-0.337102 # DEPENDENCYPART_ARC
(5,21),2.37379 # DEPENDENCYPART_ARC
(5,22),0.512102 # DEPENDENCYPART_ARC
(5,23),0.995972 # DEPENDENCYPART_ARC
(5,24),0.986642 # DEPENDENCYPART_ARC
(5,25),0.300344 # DEPENDENCYPART_ARC
(5,26),0.108333 # DEPENDENCYPART_ARC
(5,27),0.0427129 # DEPENDENCYPART_ARC
(5,28),0.0546518 # DEPENDENCYPART_ARC
(5,29),0.399615 # DEPENDENCYPART_ARC
(5,30),2.19678 # DEPENDENCYPART_ARC
(5,31),-0.349236 # DEPENDENCYPART_ARC
(5,32),-0.618088 # DEPENDENCYPART_ARC
(5,33),-0.229856 # DEPENDENCYPART_ARC
(5,34),0.962099 # DEPENDENCYPART_ARC
(6,1),-2.23363 # DEPENDENCYPART_ARC
(6,2),-1.35182 # DEPENDENCYPART_ARC
(6,3),-2.34172 # DEPENDENCYPART_ARC
(6,4),-1.27621 # DEPENDENCYPART_ARC
(6,5),-0.730804 # DEPENDENCYPART_ARC
(6,7),-0.393489 # DEPENDENCYPART_ARC
(6,8),-0.40857 # DEPENDENCYPART_ARC
(6,9),-0.245822 # DEPENDENCYPART_ARC
(6,10),-0.70716 # DEPENDENCYPART_ARC
(6,11),-1.11576 # DEPENDENCYPART_ARC
(6,12),-1.60792 # DEPENDENCYPART_ARC
(6,13),-1.25174 # DEPENDENCYPART_ARC
(6,14),-0.451475 # DEPENDENCYPART_ARC
(6,15),-0.966569 # DEPENDENCYPART_ARC
(6,16),-0.459502 # DEPENDENCYPART_ARC
(6,17),-0.519873 # DEPENDENCYPART_ARC
(6,18),-1.05321 # DEPENDENCYPART_ARC
(6,19),-1.08992 # DEPENDENCYPART_ARC
(6,20),-1.32902 # DEPENDENCYPART_ARC
(6,21),-1.52967 # DEPENDENCYPART_ARC
(6,22),-1.68241 # DEPENDENCYPART_ARC
(6,23),-0.56191 # DEPENDENCYPART_ARC
(6,24),-1.31162 # DEPENDENCYPART_ARC
(6,25),-1.14481 # DEPENDENCYPART_ARC
(6,26),-1.85174 # DEPENDENCYPART_ARC
(6,27),-1.96615 # DEPENDENCYPART_ARC
(6,28),-1.21505 # DEPENDENCYPART_ARC
(6,29),-1.32933 # DEPENDENCYPART_ARC
(6,30),-1.86381 # DEPENDENCYPART_ARC
(6,31),-1.53302 # DEPENDENCYPART_ARC
(6,32),-1.31752 # DEPENDENCYPART_ARC
(6,33),-2.23883 # DEPENDENCYPART_ARC
(6,34),-2.27353 # DEPENDENCYPART_ARC
(7,1),-2.0497 # DEPENDENCYPART_ARC
(7,2),-1.24877 # DEPENDENCYPART_ARC
(7,3),-2.67763 # DEPENDENCYPART_ARC
(7,4),-1.78453 # DEPENDENCYPART_ARC
(7,5),2.90185 # DEPENDENCYPART_ARC
(7,6),3.10663 # DEPENDENCYPART_ARC
(7,8),-0.215258 # DEPENDENCYPART_ARC
(7,9),-0.653819 # DEPENDENCYPART_ARC
(7,10),-0.910043 # DEPENDENCYPART_ARC
(7,11),-1.87306 # DEPENDENCYPART_ARC
(7,12),-2.02772 # DEPENDENCYPART_ARC
(7,13),-1.20089 # DEPENDENCYPART_ARC
(7,14),-0.0692521 # DEPENDENCYPART_ARC
(7,15),-1.08411 # DEPENDENCYPART_ARC
(7,16),-0.26608 # DEPENDENCYPART_ARC
(7,17),-0.350824 # DEPENDENCYPART_ARC
(7,18),-1.16896 # DEPENDENCYPART_ARC
(7,19),-1.20839 # DEPENDENCYPART_ARC
(7,20),-2.3748 # DEPENDENCYPART_ARC
(7,21),-1.613 # DEPENDENCYPART_ARC
(7,22),-3.18356 # DEPENDENCYPART_ARC
(7,23),-1.06014 # DEPENDENCYPART_ARC
(7,24),-0.927932 # DEPENDENCYPART_ARC
(7,25),-1.70172 # DEPENDENCYPART_ARC
(7,26),-2.40546 # DEPENDENCYPART_ARC
(7,27),-3.45916 # DEPENDENCYPART_ARC
(7,28),-1.40458 # DEPENDENCYPART_ARC
(7,29),-1.31654 # DEPENDENCYPART_ARC
(7,30),-2.07495 # DEPENDENCYPART_ARC
(7,31),-2.48255 # DEPENDENCYPART_ARC
(7,32),-1.81997 # DEPENDENCYPART_ARC
(7,33),-4.73157 # DEPENDENCYPART_ARC
(7,34),0.544972 # DEPENDENCYPART_ARC
(8,1),1.55118 # DEPENDENCYPART_ARC
(8,2),1.57924 # DEPENDENCYPART_ARC
(8,3),1.38623 # DEPENDENCYPART_ARC
(8,4),-0.158269 # DEPENDENCYPART_ARC
(8,5),2.5621 # DEPENDENCYPART_ARC
(8,6),0.839594 # DEPENDENCYPART_ARC
(8,7),5.11113 # DEPENDENCYPART_ARC
(8,9),1.36251 # DEPENDENCYPART_ARC
(8,10),1.8783 # DEPENDENCYPART_ARC
(8,11),-0.652435 # DEPENDENCYPART_ARC
(8,12),-0.577645 # DEPENDENCYPART_ARC
(8,13),1.61852 # DEPENDENCYPART_ARC
(8,14),0.432395 # DEPENDENCYPART_ARC
(8,15),-0.170137 # DEPENDENCYPART_ARC
(8,16),0.65625 # DEPENDENCYPART_ARC
(8,17),0.786923 # DEPENDENCYPART_ARC
(8,18),-1.31291 # DEPENDENCYPART_ARC
(8,19),-1.1314 # DEPENDENCYPART_ARC
(8,20),-1.03522 # DEPENDENCYPART_ARC
(8,21),0.447296 # DEPENDENCYPART_ARC
(8,22),-2.99707 # DEPENDENCYPART_ARC
(8,23),-0.30358 # DEPENDENCYPART_ARC
(8,24),-1.42317 # DEPENDENCYPART_ARC
(8,25),-0.599237 # DEPENDENCYPART_ARC
(8,26),-0.351782 # DEPENDENCYPART_ARC
(8,27),-5.18965 # DEPENDENCYPART_ARC
(8,28),-1.77591 # DEPENDENCYPART_ARC
(8,29),-2.05662 # DEPENDENCYPART_ARC
(8,30),0.930477 # DEPENDENCYPART_ARC
(8,31),-1.95703 # DEPENDENCYPART_ARC
(8,32),-0.682047 # DEPENDENCYPART_ARC
(8,33),-3.58507 # DEPENDENCYPART_ARC
(8,34),2.85879 # DEPENDENCYPART_ARC
(9,1),-3.13893 # DEPENDENCYPART_ARC
(9,2),-2.64422 # DEPENDENCYPART_ARC
(9,3),-3.58091 # DEPENDENCYPART_ARC
(9,4),-2.99681 # DEPENDENCYPART_ARC
(9,5),-2.73241 # DEPENDENCYPART_ARC
(9,6),-2.36837 # DEPENDENCYPART_ARC
(9,7),-2.8532 # DEPENDENCYPART_ARC
(9,8),-1.52531 # DEPENDENCYPART_ARC
(9,10),-1.45688 # DEPENDENCYPART_ARC
(9,11),-1.97273 # DEPENDENCYPART_ARC
(9,12),-2.40643 # DEPENDENCYPART_ARC
(9,13),-1.91808 # DEPENDENCYPART_ARC
(9,14),-1.77214 # DEPENDENCYPART_ARC
(9,15),-2.01329 # DEPENDENCYPART_ARC
(9,16),-1.73854 # DEPENDENCYPART_ARC
(9,17),-1.77763 # DEPENDENCYPART_ARC
(9,18),-2.10968 # DEPENDENCYPART_ARC
(9,19),-2.08637 # DEPENDENCYPART_ARC
(9,20),-2.32521 # DEPENDENCYPART_ARC
(9,21),-2.27592 # DEPENDENCYPART_ARC
(9,22),-3.10563 # DEPENDENCYPART_ARC
(9,23),-1.90494 # DEPENDENCYPART_ARC
(9,24),-1.89568 # DEPENDENCYPART_ARC
(9,25),-2.23112 # DEPENDENCYPART_ARC
(9,26),-2.38969 # DEPENDENCYPART_ARC
(9,27),-3.26008 # DEPENDENCYPART_ARC
(9,28),-2.15176 # DEPENDENCYPART_ARC
(9,29),-2.24583 # DEPENDENCYPART_ARC
(9,30),-2.54672 # DEPENDENCYPART_ARC
(9,31),-2.43485 # DEPENDENCYPART_ARC
(9,32),-2.42053 # DEPENDENCYPART_ARC
(9,33),-3.4515 # DEPENDENCYPART_ARC
(9,34),-2.29772 # DEPENDENCYPART_ARC
(10,1),-1.02213 # DEPENDENCYPART_ARC
(10,2),-0.0513158 # DEPENDENCYPART_ARC
(10,3),-0.21562 # DEPENDENCYPART_ARC
(10,4),-0.361742 # DEPENDENCYPART_ARC
(10,5),-0.571894 # DEPENDENCYPART_ARC
(10,6),-0.483486 # DEPENDENCYPART_ARC
(10,7),0.0891414 # DEPENDENCYPART_ARC
(10,8),0.532589 # DEPENDENCYPART_ARC
(10,9),1.2552 # DEPENDENCYPART_ARC
(10,11),-0.353566 # DEPENDENCYPART_ARC
(10,12),-0.461196 # DEPENDENCYPART_ARC
(10,13),1.05031 # DEPENDENCYPART_ARC
(10,14),0.0940225 # DEPENDENCYPART_ARC
(10,15),-0.373379 # DEPENDENCYPART_ARC
(10,16),0.224238 # DEPENDENCYPART_ARC
(10,17),0.448106 # DEPENDENCYPART_ARC
(10,18),-0.490724 # DEPENDENCYPART_ARC
(10,19),-0.444413 # DEPENDENCYPART_ARC
(10,20),-1.1984 # DEPENDENCYPART_ARC
(10,21),-0.0978537 # DEPENDENCYPART_ARC
(10,22),-2.03752 # DEPENDENCYPART_ARC
(10,23),-0.374207 # DEPENDENCYPART_ARC
(10,24),-0.0710238 # DEPENDENCYPART_ARC
(10,25),-1.24047 # DEPENDENCYPART_ARC
(10,26),-1.04807 # DEPENDENCYPART_ARC
(10,27),-2.58469 # DEPENDENCYPART_ARC
(10,28),-0.56171 # DEPENDENCYPART_ARC
(10,29),-0.440946 # DEPENDENCYPART_ARC
(10,30),-0.415826 # DEPENDENCYPART_ARC
(10,31),-1.24786 # DEPENDENCYPART_ARC
(10,32),-1.71397 # DEPENDENCYPART_ARC
(10,33),-4.00978 # DEPENDENCYPART_ARC
(10,34),2.20381 # DEPENDENCYPART_ARC
(11,1),-4.16876 # DEPENDENCYPART_ARC
(11,2),-1.78491 # DEPENDENCYPART_ARC
(11,3),-3.20395 # DEPENDENCYPART_ARC
(11,4),-2.65239 # DEPENDENCYPART_ARC
(11,5),-3.10025 # DEPENDENCYPART_ARC
(11,6),-0.189746 # DEPENDENCYPART_ARC
(11,7),-2.49568 # DEPENDENCYPART_ARC
(11,8),0.321539 # DEPENDENCYPART_ARC
(11,9),-0.174323 # DEPENDENCYPART_ARC
(11,10),-0.284009 # DEPENDENCYPART_ARC
(11,12),-0.577374 # DEPENDENCYPART_ARC
(11,13),-0.697608 # DEPENDENCYPART_ARC
(11,14),0.427147 # DEPENDENCYPART_ARC
(11,15),-0.73213 # DEPENDENCYPART_ARC
(11,16),0.102985 # DEPENDENCYPART_ARC
(11,17),-0.115461 # DEPENDENCYPART_ARC
(11,18),-0.82366 # DEPENDENCYPART_ARC
(11,19),-0.839351 # DEPENDENCYPART_ARC
(11,20),-1.59776 # DEPENDENCYPART_ARC
(11,21),-0.922058 # DEPENDENCYPART_ARC
(11,22),-2.35777 # DEPENDENCYPART_ARC
(11,23),-0.672471 # DEPENDENCYPART_ARC
(11,24),-0.716523 # DEPENDENCYPART_ARC
(11,25),-1.45911 # DEPENDENCYPART_ARC
(11,26),-1.69282 # DEPENDENCYPART_ARC
(11,27),-2.42048 # DEPENDENCYPART_ARC
(11,28),-0.946508 # DEPENDENCYPART_ARC
(11,29),-0.996681 # DEPENDENCYPART_ARC
(11,30),-0.956271 # DEPENDENCYPART_ARC
(11,31),-1.90022 # DEPENDENCYPART_ARC
(11,32),-1.62195 # DEPENDENCYPART_ARC
(11,33),-4.04202 # DEPENDENCYPART_ARC
(11,34),0.927089 # DEPENDENCYPART_ARC
(12,1),-4.21744 # DEPENDENCYPART_ARC
(12,2),-0.416782 # DEPENDENCYPART_ARC
(12,3),-0.796327 # DEPENDENCYPART_ARC
(12,4),-2.19799 # DEPENDENCYPART_ARC
(12,5),-2.72679 # DEPENDENCYPART_ARC
(12,6),-0.593135 # DEPENDENCYPART_ARC
(12,7),-2.57639 # DEPENDENCYPART_ARC
(12,8),0.891495 # DEPENDENCYPART_ARC
(12,9),0.799739 # DEPENDENCYPART_ARC
(12,10),0.611227 # DEPENDENCYPART_ARC
(12,11),4.85342 # DEPENDENCYPART_ARC
(12,13),-1.00644 # DEPENDENCYPART_ARC
(12,14),0.333074 # DEPENDENCYPART_ARC
(12,15),-0.652353 # DEPENDENCYPART_ARC
(12,16),0.178516 # DEPENDENCYPART_ARC
(12,17),-0.268562 # DEPENDENCYPART_ARC
(12,18),-0.788396 # DEPENDENCYPART_ARC
(12,19),-0.809601 # DEPENDENCYPART_ARC
(12,20),-2.3013 # DEPENDENCYPART_ARC
(12,21),-1.38753 # DEPENDENCYPART_ARC
(12,22),-1.76459 # DEPENDENCYPART_ARC
(12,23),-0.628175 # DEPENDENCYPART_ARC
(12,24),-0.889648 # DEPENDENCYPART_ARC
(12,25),-1.6306 # DEPENDENCYPART_ARC
(12,26),-1.87365 # DEPENDENCYPART_ARC
(12,27),-2.3464 # DEPENDENCYPART_ARC
(12,28),-0.978447 # DEPENDENCYPART_ARC
(12,29),-0.902513 # DEPENDENCYPART_ARC
(12,30),-1.31658 # DEPENDENCYPART_ARC
(12,31),-2.55301 # DEPENDENCYPART_ARC
(12,32),-1.77495 # DEPENDENCYPART_ARC
(12,33),-3.9398 # DEPENDENCYPART_ARC
(12,34),1.03666 # DEPENDENCYPART_ARC
(13,1),0.105345 # DEPENDENCYPART_ARC
(13,2),1.36593 # DEPENDENCYPART_ARC
(13,3),1.04039 # DEPENDENCYPART_ARC
(13,4),0.599626 # DEPENDENCYPART_ARC
(13,5),-0.490466 # DEPENDENCYPART_ARC
(13,6),-0.606424 # DEPENDENCYPART_ARC
(13,7),0.876926 # DEPENDENCYPART_ARC
(13,8),0.772104 # DEPENDENCYPART_ARC
(13,9),0.560704 # DEPENDENCYPART_ARC
(13,10),0.48574 # DEPENDENCYPART_ARC
(13,11),2.23267 # DEPENDENCYPART_ARC
(13,12),4.19563 # DEPENDENCYPART_ARC
(13,14),1.13208 # DEPENDENCYPART_ARC
(13,15),1.3622 # DEPENDENCYPART_ARC
(13,16),1.35432 # DEPENDENCYPART_ARC
(13,17),1.25933 # DEPENDENCYPART_ARC
(13,18),-0.392191 # DEPENDENCYPART_ARC
(13,19),-0.174729 # DEPENDENCYPART_ARC
(13,20),-1.04657 # DEPENDENCYPART_ARC
(13,21),1.10516 # DEPENDENCYPART_ARC
(13,22),-1.80549 # DEPENDENCYPART_ARC
(13,23),0.525334 # DEPENDENCYPART_ARC
(13,24),0.7383 # DEPENDENCYPART_ARC
(13,25),-1.08979 # DEPENDENCYPART_ARC
(13,26),-1.10114 # DEPENDENCYPART_ARC
(13,27),-4.32499 # DEPENDENCYPART_ARC
(13,28),-0.998155 # DEPENDENCYPART_ARC
(13,29),-1.24962 # DEPENDENCYPART_ARC
(13,30),1.00688 # DEPENDENCYPART_ARC
(13,31),-1.71192 # DEPENDENCYPART_ARC
(13,32),-1.07389 # DEPENDENCYPART_ARC
(13,33),-3.82933 # DEPENDENCYPART_ARC
(13,34),3.01853 # DEPENDENCYPART_ARC
(14,1),-2.74053 # DEPENDENCYPART_ARC
(14,2),-2.36385 # DEPENDENCYPART_ARC
(14,3),-3.33059 # DEPENDENCYPART_ARC
(14,4),-2.75658 # DEPENDENCYPART_ARC
(14,5),-2.6368 # DEPENDENCYPART_ARC
(14,6),-2.32506 # DEPENDENCYPART_ARC
(14,7),-3.11601 # DEPENDENCYPART_ARC
(14,8),-2.52931 # DEPENDENCYPART_ARC
(14,9),-2.1021 # DEPENDENCYPART_ARC
(14,10),-1.96797 # DEPENDENCYPART_ARC
(14,11),-2.52245 # DEPENDENCYPART_ARC
(14,12),-2.28502 # DEPENDENCYPART_ARC
(14,13),-0.985411 # DEPENDENCYPART_ARC
(14,15),-0.999433 # DEPENDENCYPART_ARC
(14,16),-0.894307 # DEPENDENCYPART_ARC
(14,17),-0.906268 # DEPENDENCYPART_ARC
(14,18),-1.37764 # DEPENDENCYPART_ARC
(14,19),-1.43551 # DEPENDENCYPART_ARC
(14,20),-1.60725 # DEPENDENCYPART_ARC
(14,21),-1.39758 # DEPENDENCYPART_ARC
(14,22),-2.1602 # DEPENDENCYPART_ARC
(14,23),-1.16118 # DEPENDENCYPART_ARC
(14,24),-1.1944 # DEPENDENCYPART_ARC
(14,25),-1.59979 # DEPENDENCYPART_ARC
(14,26),-1.7954 # DEPENDENCYPART_ARC
(14,27),-2.47321 # DEPENDENCYPART_ARC
(14,28),-1.59111 # DEPENDENCYPART_ARC
(14,29),-1.57261 # DEPENDENCYPART_ARC
(14,30),-1.68147 # DEPENDENCYPART_ARC
(14,31),-1.74228 # DEPENDENCYPART_ARC
(14,32),-1.70578 # DEPENDENCYPART_ARC
(14,33),-2.58747 # DEPENDENCYPART_ARC
(14,34),-1.61424 # DEPENDENCYPART_ARC
(15,1),-0.927281 # DEPENDENCYPART_ARC
(15,2),0.0107113 # DEPENDENCYPART_ARC
(15,3),-0.679336 # DEPENDENCYPART_ARC
(15,4),-0.38998 # DEPENDENCYPART_ARC
(15,5),-0.727924 # DEPENDENCYPART_ARC
(15,6),-0.61876 # DEPENDENCYPART_ARC
(15,7),-0.224702 # DEPENDENCYPART_ARC
