# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,18,18,13,18,18,22,25,25,25,18,27,25,18,
(3,9),-0.441794 # DEPENDENCYPART_ARC
(3,10),-0.692354 # DEPENDENCYPART_ARC
(3,11),-0.435362 # DEPENDENCYPART_ARC
(3,12),0.0346813 # DEPENDENCYPART_ARC
(3,14),-0.572126 # DEPENDENCYPART_ARC
(3,15),-1.09572 # DEPENDENCYPART_ARC
(3,16),-0.456876 # DEPENDENCYPART_ARC
(3,17),-0.449385 # DEPENDENCYPART_ARC
(3,18),-0.433546 # DEPENDENCYPART_ARC
(3,19),-1.11479 # DEPENDENCYPART_ARC
(3,20),-0.29507 # DEPENDENCYPART_ARC
(3,21),-0.669686 # DEPENDENCYPART_ARC
(3,22),-1.24776 # DEPENDENCYPART_ARC
(3,23),-0.563925 # DEPENDENCYPART_ARC
(3,24),-0.753799 # DEPENDENCYPART_ARC
(3,25),-0.626931 # DEPENDENCYPART_ARC
(3,26),-0.78972 # DEPENDENCYPART_ARC
(3,27),-1.58397 # DEPENDENCYPART_ARC
(3,28),-0.234589 # DEPENDENCYPART_ARC
(4,2),-2.0678 # DEPENDENCYPART_ARC
(4,5),-0.534506 # DEPENDENCYPART_ARC
(4,6),-0.330257 # DEPENDENCYPART_ARC
(4,9),-0.820205 # DEPENDENCYPART_ARC
(4,10),-1.63062 # DEPENDENCYPART_ARC
(4,11),-1.18076 # DEPENDENCYPART_ARC
(4,12),-0.700443 # DEPENDENCYPART_ARC
(4,15),-2.11516 # DEPENDENCYPART_ARC
(4,19),-2.11148 # DEPENDENCYPART_ARC
(4,20),-0.929793 # DEPENDENCYPART_ARC
(4,22),-2.23726 # DEPENDENCYPART_ARC
(4,24),-2.36907 # DEPENDENCYPART_ARC
(4,27),-2.62113 # DEPENDENCYPART_ARC
(5,1),0.313799 # DEPENDENCYPART_ARC
(5,2),-2.02906 # DEPENDENCYPART_ARC
(5,3),-0.726808 # DEPENDENCYPART_ARC
(5,4),3.09402 # DEPENDENCYPART_ARC
(5,6),-0.675109 # DEPENDENCYPART_ARC
(5,7),-0.540214 # DEPENDENCYPART_ARC
(5,8),-1.04992 # DEPENDENCYPART_ARC
(5,9),-1.03593 # DEPENDENCYPART_ARC
(5,10),-0.88326 # DEPENDENCYPART_ARC
(5,11),-0.936639 # DEPENDENCYPART_ARC
(5,12),-0.616422 # DEPENDENCYPART_ARC
(5,13),-1.0832 # DEPENDENCYPART_ARC
(5,14),-1.42078 # DEPENDENCYPART_ARC
(5,15),-2.26047 # DEPENDENCYPART_ARC
(5,16),-1.05586 # DEPENDENCYPART_ARC
(5,17),-1.05417 # DEPENDENCYPART_ARC
(5,18),-1.97472 # DEPENDENCYPART_ARC
(5,19),-2.31902 # DEPENDENCYPART_ARC
(5,20),-0.674681 # DEPENDENCYPART_ARC
(5,21),-1.58152 # DEPENDENCYPART_ARC
(5,22),-2.87263 # DEPENDENCYPART_ARC
(5,23),-1.16217 # DEPENDENCYPART_ARC
(5,24),-1.9975 # DEPENDENCYPART_ARC
(5,25),-2.10992 # DEPENDENCYPART_ARC
(5,26),-1.74589 # DEPENDENCYPART_ARC
(5,27),-3.28992 # DEPENDENCYPART_ARC
(5,28),-0.134795 # DEPENDENCYPART_ARC
(6,1),-0.684221 # DEPENDENCYPART_ARC
(6,2),-0.920154 # DEPENDENCYPART_ARC
(6,3),0.0633582 # DEPENDENCYPART_ARC
(6,4),0.38436 # DEPENDENCYPART_ARC
(6,5),1.40917 # DEPENDENCYPART_ARC
(6,7),-0.166357 # DEPENDENCYPART_ARC
(6,8),-1.24611 # DEPENDENCYPART_ARC
(6,9),-1.24133 # DEPENDENCYPART_ARC
(6,10),-1.14192 # DEPENDENCYPART_ARC
(6,11),-1.35213 # DEPENDENCYPART_ARC
(6,12),-0.661803 # DEPENDENCYPART_ARC
(6,13),-1.03725 # DEPENDENCYPART_ARC
(6,14),-1.57728 # DEPENDENCYPART_ARC
(6,15),-2.64628 # DEPENDENCYPART_ARC
(6,16),-1.30827 # DEPENDENCYPART_ARC
(6,17),-1.348 # DEPENDENCYPART_ARC
(6,18),-1.21338 # DEPENDENCYPART_ARC
(6,19),-1.87703 # DEPENDENCYPART_ARC
(6,20),-0.817306 # DEPENDENCYPART_ARC
(6,21),-1.70906 # DEPENDENCYPART_ARC
(6,22),-2.64499 # DEPENDENCYPART_ARC
(6,23),-1.41711 # DEPENDENCYPART_ARC
(6,24),-2.29139 # DEPENDENCYPART_ARC
(6,25),-1.43658 # DEPENDENCYPART_ARC
(6,26),-1.85149 # DEPENDENCYPART_ARC
(6,27),-3.3042 # DEPENDENCYPART_ARC
(6,28),0.587688 # DEPENDENCYPART_ARC
(7,1),-0.499353 # DEPENDENCYPART_ARC
(7,2),1.09068 # DEPENDENCYPART_ARC
(7,3),2.40575 # DEPENDENCYPART_ARC
(7,4),-0.171844 # DEPENDENCYPART_ARC
(7,5),2.5595 # DEPENDENCYPART_ARC
(7,6),2.40507 # DEPENDENCYPART_ARC
(7,8),-0.0346508 # DEPENDENCYPART_ARC
(7,9),0.550622 # DEPENDENCYPART_ARC
(7,10),1.9878 # DEPENDENCYPART_ARC
(7,11),2.25843 # DEPENDENCYPART_ARC
(7,12),1.56038 # DEPENDENCYPART_ARC
(7,13),1.91944 # DEPENDENCYPART_ARC
(7,14),-0.549103 # DEPENDENCYPART_ARC
(7,15),-0.968967 # DEPENDENCYPART_ARC
(7,16),0.171295 # DEPENDENCYPART_ARC
(7,17),0.0310776 # DEPENDENCYPART_ARC
(7,18),0.358281 # DEPENDENCYPART_ARC
(7,19),-0.187288 # DEPENDENCYPART_ARC
(7,20),-0.111145 # DEPENDENCYPART_ARC
(7,21),-0.862011 # DEPENDENCYPART_ARC
(7,22),-2.17711 # DEPENDENCYPART_ARC
(7,23),-0.167651 # DEPENDENCYPART_ARC
(7,24),-0.498043 # DEPENDENCYPART_ARC
(7,25),-0.726312 # DEPENDENCYPART_ARC
(7,26),-1.02014 # DEPENDENCYPART_ARC
(7,27),-1.5203 # DEPENDENCYPART_ARC
(7,28),2.28239 # DEPENDENCYPART_ARC
(8,2),-3.24023 # DEPENDENCYPART_ARC
(8,5),-2.68547 # DEPENDENCYPART_ARC
(8,6),-1.63998 # DEPENDENCYPART_ARC
(8,9),0.263498 # DEPENDENCYPART_ARC
(8,10),-0.57994 # DEPENDENCYPART_ARC
(8,11),-0.744234 # DEPENDENCYPART_ARC
(8,12),-0.286802 # DEPENDENCYPART_ARC
(8,15),-1.54603 # DEPENDENCYPART_ARC
(8,19),-1.81144 # DEPENDENCYPART_ARC
(8,20),-0.741169 # DEPENDENCYPART_ARC
(8,22),-1.92555 # DEPENDENCYPART_ARC
(8,24),-1.74239 # DEPENDENCYPART_ARC
(8,27),-2.18413 # DEPENDENCYPART_ARC
(9,1),-1.7883 # DEPENDENCYPART_ARC
(9,2),-2.79806 # DEPENDENCYPART_ARC
(9,3),-1.2946 # DEPENDENCYPART_ARC
(9,4),-1.41646 # DEPENDENCYPART_ARC
(9,5),-0.939998 # DEPENDENCYPART_ARC
(9,6),-1.67515 # DEPENDENCYPART_ARC
(9,7),-0.96523 # DEPENDENCYPART_ARC
(9,8),0.746476 # DEPENDENCYPART_ARC
(9,10),-0.729034 # DEPENDENCYPART_ARC
(9,11),-1.62755 # DEPENDENCYPART_ARC
(9,12),-0.977755 # DEPENDENCYPART_ARC
(9,13),-1.47252 # DEPENDENCYPART_ARC
(9,14),-1.94297 # DEPENDENCYPART_ARC
(9,15),-2.99211 # DEPENDENCYPART_ARC
(9,16),-1.66641 # DEPENDENCYPART_ARC
(9,17),-1.71533 # DEPENDENCYPART_ARC
(9,18),-1.62527 # DEPENDENCYPART_ARC
(9,19),-2.16633 # DEPENDENCYPART_ARC
(9,20),-1.19702 # DEPENDENCYPART_ARC
(9,21),-2.19201 # DEPENDENCYPART_ARC
(9,22),-3.22537 # DEPENDENCYPART_ARC
(9,23),-1.9635 # DEPENDENCYPART_ARC
(9,24),-2.72856 # DEPENDENCYPART_ARC
(9,25),-2.00028 # DEPENDENCYPART_ARC
(9,26),-2.16558 # DEPENDENCYPART_ARC
(9,27),-3.81369 # DEPENDENCYPART_ARC
(9,28),-0.698058 # DEPENDENCYPART_ARC
(10,1),-1.096 # DEPENDENCYPART_ARC
(10,2),-3.22597 # DEPENDENCYPART_ARC
(10,3),-0.839733 # DEPENDENCYPART_ARC
(10,4),-0.351645 # DEPENDENCYPART_ARC
(10,5),-2.95779 # DEPENDENCYPART_ARC
(10,6),-0.245204 # DEPENDENCYPART_ARC
(10,7),-1.05917 # DEPENDENCYPART_ARC
(10,8),2.61414 # DEPENDENCYPART_ARC
(10,9),3.56604 # DEPENDENCYPART_ARC
(10,11),-1.00467 # DEPENDENCYPART_ARC
(10,12),-0.885033 # DEPENDENCYPART_ARC
(10,13),-1.20344 # DEPENDENCYPART_ARC
(10,14),-1.48418 # DEPENDENCYPART_ARC
(10,15),-2.75435 # DEPENDENCYPART_ARC
(10,16),-1.22924 # DEPENDENCYPART_ARC
(10,17),-1.19718 # DEPENDENCYPART_ARC
(10,18),-1.35255 # DEPENDENCYPART_ARC
(10,19),-3.25259 # DEPENDENCYPART_ARC
(10,20),-1.05358 # DEPENDENCYPART_ARC
(10,21),-1.83843 # DEPENDENCYPART_ARC
(10,22),-3.36221 # DEPENDENCYPART_ARC
(10,23),-1.4072 # DEPENDENCYPART_ARC
(10,24),-2.56994 # DEPENDENCYPART_ARC
(10,25),-1.70633 # DEPENDENCYPART_ARC
(10,26),-1.91547 # DEPENDENCYPART_ARC
(10,27),-4.07238 # DEPENDENCYPART_ARC
(10,28),-0.491322 # DEPENDENCYPART_ARC
(11,1),-1.66663 # DEPENDENCYPART_ARC
(11,2),-0.841176 # DEPENDENCYPART_ARC
(11,3),-0.0861405 # DEPENDENCYPART_ARC
(11,4),-1.44606 # DEPENDENCYPART_ARC
(11,5),-0.640851 # DEPENDENCYPART_ARC
(11,6),-0.648557 # DEPENDENCYPART_ARC
(11,7),-0.0889668 # DEPENDENCYPART_ARC
(11,8),-0.327233 # DEPENDENCYPART_ARC
(11,9),-0.144251 # DEPENDENCYPART_ARC
(11,10),0.23895 # DEPENDENCYPART_ARC
(11,12),-0.10473 # DEPENDENCYPART_ARC
(11,13),-0.311551 # DEPENDENCYPART_ARC
(11,14),-1.09766 # DEPENDENCYPART_ARC
(11,15),-0.968931 # DEPENDENCYPART_ARC
(11,16),-0.917319 # DEPENDENCYPART_ARC
(11,17),-0.704888 # DEPENDENCYPART_ARC
(11,18),-0.669409 # DEPENDENCYPART_ARC
(11,19),-1.53316 # DEPENDENCYPART_ARC
(11,20),-0.358945 # DEPENDENCYPART_ARC
(11,21),-1.48031 # DEPENDENCYPART_ARC
(11,22),-1.95231 # DEPENDENCYPART_ARC
(11,23),-1.03144 # DEPENDENCYPART_ARC
(11,24),-1.4713 # DEPENDENCYPART_ARC
(11,25),-1.25674 # DEPENDENCYPART_ARC
(11,26),-1.65706 # DEPENDENCYPART_ARC
(11,27),-2.12248 # DEPENDENCYPART_ARC
(11,28),0.327204 # DEPENDENCYPART_ARC
(13,1),-1.05076 # DEPENDENCYPART_ARC
(13,2),-0.0306949 # DEPENDENCYPART_ARC
(13,3),0.359755 # DEPENDENCYPART_ARC
(13,4),-0.818579 # DEPENDENCYPART_ARC
(13,5),0.389669 # DEPENDENCYPART_ARC
(13,6),0.311729 # DEPENDENCYPART_ARC
(13,7),-0.0837901 # DEPENDENCYPART_ARC
(13,8),0.0504891 # DEPENDENCYPART_ARC
(13,9),0.785147 # DEPENDENCYPART_ARC
(13,10),0.982296 # DEPENDENCYPART_ARC
(13,11),1.10655 # DEPENDENCYPART_ARC
(13,12),1.41955 # DEPENDENCYPART_ARC
(13,14),-0.487872 # DEPENDENCYPART_ARC
(13,15),-0.624137 # DEPENDENCYPART_ARC
(13,16),-0.175294 # DEPENDENCYPART_ARC
(13,17),-0.0482725 # DEPENDENCYPART_ARC
(13,18),1.08033 # DEPENDENCYPART_ARC
(13,19),-0.697577 # DEPENDENCYPART_ARC
(13,20),0.516315 # DEPENDENCYPART_ARC
(13,21),-0.969953 # DEPENDENCYPART_ARC
(13,22),-1.42729 # DEPENDENCYPART_ARC
(13,23),-0.297349 # DEPENDENCYPART_ARC
(13,24),-0.3692 # DEPENDENCYPART_ARC
(13,25),1.05204 # DEPENDENCYPART_ARC
(13,26),-1.17041 # DEPENDENCYPART_ARC
(13,27),-1.82875 # DEPENDENCYPART_ARC
(13,28),2.00871 # DEPENDENCYPART_ARC
(14,2),-3.9613 # DEPENDENCYPART_ARC
(14,5),-3.73653 # DEPENDENCYPART_ARC
(14,6),-2.43525 # DEPENDENCYPART_ARC
(14,9),-2.00062 # DEPENDENCYPART_ARC
(14,10),-3.16564 # DEPENDENCYPART_ARC
(14,11),-1.64454 # DEPENDENCYPART_ARC
(14,12),-1.35973 # DEPENDENCYPART_ARC
(14,15),-0.847212 # DEPENDENCYPART_ARC
(14,19),-1.58047 # DEPENDENCYPART_ARC
(14,20),-0.843289 # DEPENDENCYPART_ARC
(14,22),-1.93886 # DEPENDENCYPART_ARC
(14,24),-1.70544 # DEPENDENCYPART_ARC
(14,27),-2.44414 # DEPENDENCYPART_ARC
(15,1),-2.75063 # DEPENDENCYPART_ARC
(15,2),-4.47614 # DEPENDENCYPART_ARC
(15,3),-1.63654 # DEPENDENCYPART_ARC
(15,4),-1.97834 # DEPENDENCYPART_ARC
(15,5),-4.05777 # DEPENDENCYPART_ARC
(15,6),-2.85379 # DEPENDENCYPART_ARC
(15,7),-3.94886 # DEPENDENCYPART_ARC
(15,8),-0.738516 # DEPENDENCYPART_ARC
(15,9),-0.906953 # DEPENDENCYPART_ARC
(15,10),-1.26482 # DEPENDENCYPART_ARC
(15,11),-1.48921 # DEPENDENCYPART_ARC
(15,12),-0.841856 # DEPENDENCYPART_ARC
(15,13),-1.0011 # DEPENDENCYPART_ARC
(15,14),3.1093 # DEPENDENCYPART_ARC
(15,16),-0.842182 # DEPENDENCYPART_ARC
(15,17),-0.954252 # DEPENDENCYPART_ARC
(15,18),-1.09587 # DEPENDENCYPART_ARC
(15,19),-1.90436 # DEPENDENCYPART_ARC
(15,20),-0.314975 # DEPENDENCYPART_ARC
(15,21),-1.22988 # DEPENDENCYPART_ARC
(15,22),-2.06815 # DEPENDENCYPART_ARC
(15,23),-1.1408 # DEPENDENCYPART_ARC
(15,24),-1.42231 # DEPENDENCYPART_ARC
(15,25),-1.55991 # DEPENDENCYPART_ARC
(15,26),-1.40245 # DEPENDENCYPART_ARC
(15,27),-2.43862 # DEPENDENCYPART_ARC
(15,28),-0.256239 # DEPENDENCYPART_ARC
(16,1),-2.30452 # DEPENDENCYPART_ARC
(16,2),-1.3672 # DEPENDENCYPART_ARC
(16,3),-1.1421 # DEPENDENCYPART_ARC
(16,4),-1.95749 # DEPENDENCYPART_ARC
(16,5),-1.29024 # DEPENDENCYPART_ARC
(16,6),-1.32347 # DEPENDENCYPART_ARC
(16,7),-0.860031 # DEPENDENCYPART_ARC
(16,8),-1.23755 # DEPENDENCYPART_ARC
(16,9),-1.09543 # DEPENDENCYPART_ARC
(16,10),-1.08803 # DEPENDENCYPART_ARC
(16,11),-0.808581 # DEPENDENCYPART_ARC
(16,12),-0.540589 # DEPENDENCYPART_ARC
(16,13),-0.428511 # DEPENDENCYPART_ARC
(16,14),-0.489975 # DEPENDENCYPART_ARC
(16,15),-0.00506537 # DEPENDENCYPART_ARC
(16,17),-0.186454 # DEPENDENCYPART_ARC
(16,18),0.00338959 # DEPENDENCYPART_ARC
(16,19),-0.504351 # DEPENDENCYPART_ARC
(16,20),-0.214399 # DEPENDENCYPART_ARC
(16,21),-0.880422 # DEPENDENCYPART_ARC
(16,22),-1.18926 # DEPENDENCYPART_ARC
(16,23),-0.567552 # DEPENDENCYPART_ARC
(16,24),-0.966558 # DEPENDENCYPART_ARC
(16,25),-0.751313 # DEPENDENCYPART_ARC
(16,26),-0.986672 # DEPENDENCYPART_ARC
(16,27),-1.50402 # DEPENDENCYPART_ARC
(16,28),-0.352249 # DEPENDENCYPART_ARC
(17,1),-1.27541 # DEPENDENCYPART_ARC
(17,2),-0.406602 # DEPENDENCYPART_ARC
(17,3),-0.177912 # DEPENDENCYPART_ARC
(17,4),-0.944332 # DEPENDENCYPART_ARC
(17,5),-0.296757 # DEPENDENCYPART_ARC
(17,6),-0.0816863 # DEPENDENCYPART_ARC
(17,7),0.343871 # DEPENDENCYPART_ARC
(17,8),-0.242872 # DEPENDENCYPART_ARC
(17,9),0.1935 # DEPENDENCYPART_ARC
(17,10),-0.00283041 # DEPENDENCYPART_ARC
(17,11),0.502324 # DEPENDENCYPART_ARC
(17,12),0.373991 # DEPENDENCYPART_ARC
(17,13),0.531834 # DEPENDENCYPART_ARC
(17,14),0.313206 # DEPENDENCYPART_ARC
(17,15),0.660988 # DEPENDENCYPART_ARC
(17,16),1.85634 # DEPENDENCYPART_ARC
(17,18),-0.203994 # DEPENDENCYPART_ARC
(17,19),-0.692791 # DEPENDENCYPART_ARC
(17,20),-0.650692 # DEPENDENCYPART_ARC
(17,21),-1.27932 # DEPENDENCYPART_ARC
(17,22),-1.44581 # DEPENDENCYPART_ARC
(17,23),-1.17126 # DEPENDENCYPART_ARC
(17,24),-1.55314 # DEPENDENCYPART_ARC
(17,25),-1.1565 # DEPENDENCYPART_ARC
(17,26),-1.4837 # DEPENDENCYPART_ARC
(17,27),-1.76889 # DEPENDENCYPART_ARC
(17,28),-0.437429 # DEPENDENCYPART_ARC
(18,1),-1.10698 # DEPENDENCYPART_ARC
(18,2),-1.09766 # DEPENDENCYPART_ARC
(18,3),0.737004 # DEPENDENCYPART_ARC
(18,4),-1.05996 # DEPENDENCYPART_ARC
(18,5),0.142735 # DEPENDENCYPART_ARC
(18,6),-0.699193 # DEPENDENCYPART_ARC
(18,7),0.29396 # DEPENDENCYPART_ARC
(18,8),-0.445405 # DEPENDENCYPART_ARC
(18,9),-0.723365 # DEPENDENCYPART_ARC
(18,10),0.21468 # DEPENDENCYPART_ARC
(18,11),0.962804 # DEPENDENCYPART_ARC
(18,12),0.940289 # DEPENDENCYPART_ARC
(18,13),0.205158 # DEPENDENCYPART_ARC
(18,14),-0.523122 # DEPENDENCYPART_ARC
(18,15),3.14975 # DEPENDENCYPART_ARC
(18,16),1.88676 # DEPENDENCYPART_ARC
(18,17),2.89282 # DEPENDENCYPART_ARC
(18,19),3.41109 # DEPENDENCYPART_ARC
(18,20),1.88778 # DEPENDENCYPART_ARC
(18,21),-0.0991749 # DEPENDENCYPART_ARC
(18,22),0.573728 # DEPENDENCYPART_ARC
(18,23),1.12061 # DEPENDENCYPART_ARC
(18,24),0.692827 # DEPENDENCYPART_ARC
(18,25),1.16863 # DEPENDENCYPART_ARC
(18,26),-0.641077 # DEPENDENCYPART_ARC
(18,27),1.34796 # DEPENDENCYPART_ARC
(18,28),2.3612 # DEPENDENCYPART_ARC
(19,1),-4.18457 # DEPENDENCYPART_ARC
(19,2),-5.69504 # DEPENDENCYPART_ARC
(19,3),-1.61858 # DEPENDENCYPART_ARC
(19,4),-3.28716 # DEPENDENCYPART_ARC
(19,5),-5.96505 # DEPENDENCYPART_ARC
(19,6),-3.46616 # DEPENDENCYPART_ARC
(19,7),-3.4995 # DEPENDENCYPART_ARC
(19,8),-2.05115 # DEPENDENCYPART_ARC
(19,9),-2.5732 # DEPENDENCYPART_ARC
(19,10),-3.56195 # DEPENDENCYPART_ARC
(19,11),-1.77686 # DEPENDENCYPART_ARC
(19,12),-1.78295 # DEPENDENCYPART_ARC
(19,13),-1.88937 # DEPENDENCYPART_ARC
(19,14),-0.727706 # DEPENDENCYPART_ARC
(19,15),-5.17238 # DEPENDENCYPART_ARC
(19,16),-0.857746 # DEPENDENCYPART_ARC
(19,17),-0.532669 # DEPENDENCYPART_ARC
(19,18),-0.170232 # DEPENDENCYPART_ARC
(19,20),0.110739 # DEPENDENCYPART_ARC
(19,21),-1.03375 # DEPENDENCYPART_ARC
(19,22),-0.759353 # DEPENDENCYPART_ARC
(19,23),-1.05746 # DEPENDENCYPART_ARC
(19,24),-1.14986 # DEPENDENCYPART_ARC
(19,25),-0.767622 # DEPENDENCYPART_ARC
(19,26),-1.27708 # DEPENDENCYPART_ARC
(19,27),-1.89135 # DEPENDENCYPART_ARC
(19,28),-0.108732 # DEPENDENCYPART_ARC
(21,2),-3.72592 # DEPENDENCYPART_ARC
(21,5),-3.66576 # DEPENDENCYPART_ARC
(21,6),-2.23469 # DEPENDENCYPART_ARC
(21,9),-2.02168 # DEPENDENCYPART_ARC
(21,10),-3.50271 # DEPENDENCYPART_ARC
(21,11),-1.78983 # DEPENDENCYPART_ARC
(21,12),-1.50675 # DEPENDENCYPART_ARC
(21,15),-2.97718 # DEPENDENCYPART_ARC
(21,19),-2.00717 # DEPENDENCYPART_ARC
(21,20),-0.726812 # DEPENDENCYPART_ARC
(21,22),-0.502364 # DEPENDENCYPART_ARC
(21,24),-0.685821 # DEPENDENCYPART_ARC
(21,27),-1.78925 # DEPENDENCYPART_ARC
(22,1),-4.48979 # DEPENDENCYPART_ARC
(22,2),-6.07724 # DEPENDENCYPART_ARC
(22,3),-2.06501 # DEPENDENCYPART_ARC
(22,4),-3.60868 # DEPENDENCYPART_ARC
(22,5),-5.69773 # DEPENDENCYPART_ARC
(22,6),-4.17523 # DEPENDENCYPART_ARC
(22,7),-4.30982 # DEPENDENCYPART_ARC
(22,8),-2.75551 # DEPENDENCYPART_ARC
(22,9),-2.88286 # DEPENDENCYPART_ARC
(22,10),-4.09492 # DEPENDENCYPART_ARC
(22,11),-2.85044 # DEPENDENCYPART_ARC
(22,12),-2.56033 # DEPENDENCYPART_ARC
(22,13),-2.56084 # DEPENDENCYPART_ARC
(22,14),-1.2299 # DEPENDENCYPART_ARC
(22,15),-5.19508 # DEPENDENCYPART_ARC
(22,16),-1.7856 # DEPENDENCYPART_ARC
(22,17),-1.71522 # DEPENDENCYPART_ARC
(22,18),-2.33742 # DEPENDENCYPART_ARC
(22,19),-1.49474 # DEPENDENCYPART_ARC
(22,20),-1.12883 # DEPENDENCYPART_ARC
(22,21),2.94533 # DEPENDENCYPART_ARC
(22,23),-0.665979 # DEPENDENCYPART_ARC
(22,24),-0.616257 # DEPENDENCYPART_ARC
(22,25),-0.477655 # DEPENDENCYPART_ARC
(22,26),-1.09673 # DEPENDENCYPART_ARC
(22,27),-1.88804 # DEPENDENCYPART_ARC
(22,28),-0.2736 # DEPENDENCYPART_ARC
(23,1),-2.96381 # DEPENDENCYPART_ARC
(23,2),-1.79645 # DEPENDENCYPART_ARC
(23,3),-1.2442 # DEPENDENCYPART_ARC
(23,4),-2.46747 # DEPENDENCYPART_ARC
(23,5),-1.54629 # DEPENDENCYPART_ARC
(23,6),-1.35159 # DEPENDENCYPART_ARC
(23,7),-0.736888 # DEPENDENCYPART_ARC
(23,8),-2.12054 # DEPENDENCYPART_ARC
(23,9),-1.26699 # DEPENDENCYPART_ARC
(23,10),-1.58135 # DEPENDENCYPART_ARC
(23,11),-0.983929 # DEPENDENCYPART_ARC
(23,12),-0.848443 # DEPENDENCYPART_ARC
(23,13),-0.872556 # DEPENDENCYPART_ARC
(23,14),-1.79455 # DEPENDENCYPART_ARC
(23,15),-1.20093 # DEPENDENCYPART_ARC
(23,16),-0.447635 # DEPENDENCYPART_ARC
