# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,16,16,16,4,18,5,20,21,25,25,25,25,18,31,31,31,30,31,25,5,
(4,8),-0.150425 # DEPENDENCYPART_ARC
(4,9),0.424111 # DEPENDENCYPART_ARC
(4,10),0.568912 # DEPENDENCYPART_ARC
(4,11),0.0636494 # DEPENDENCYPART_ARC
(4,12),-0.1213 # DEPENDENCYPART_ARC
(4,13),0.750839 # DEPENDENCYPART_ARC
(4,14),0.729461 # DEPENDENCYPART_ARC
(4,15),0.510565 # DEPENDENCYPART_ARC
(4,16),0.516718 # DEPENDENCYPART_ARC
(4,17),0.939345 # DEPENDENCYPART_ARC
(4,18),0.995534 # DEPENDENCYPART_ARC
(4,19),-0.199126 # DEPENDENCYPART_ARC
(4,20),-0.154428 # DEPENDENCYPART_ARC
(4,21),1.05723 # DEPENDENCYPART_ARC
(4,22),0.638719 # DEPENDENCYPART_ARC
(4,23),0.57077 # DEPENDENCYPART_ARC
(4,24),0.506487 # DEPENDENCYPART_ARC
(4,25),1.34479 # DEPENDENCYPART_ARC
(4,26),-0.535594 # DEPENDENCYPART_ARC
(4,27),0.116141 # DEPENDENCYPART_ARC
(4,28),0.388559 # DEPENDENCYPART_ARC
(4,29),-0.15416 # DEPENDENCYPART_ARC
(4,30),0.346239 # DEPENDENCYPART_ARC
(4,31),0.415096 # DEPENDENCYPART_ARC
(4,32),0.629804 # DEPENDENCYPART_ARC
(5,1),0.0936062 # DEPENDENCYPART_ARC
(5,2),2.54921 # DEPENDENCYPART_ARC
(5,3),3.01978 # DEPENDENCYPART_ARC
(5,4),3.64982 # DEPENDENCYPART_ARC
(5,6),2.87818 # DEPENDENCYPART_ARC
(5,7),3.49236 # DEPENDENCYPART_ARC
(5,8),-0.165727 # DEPENDENCYPART_ARC
(5,9),-0.49681 # DEPENDENCYPART_ARC
(5,10),0.112575 # DEPENDENCYPART_ARC
(5,11),0.347224 # DEPENDENCYPART_ARC
(5,12),-0.487523 # DEPENDENCYPART_ARC
(5,13),0.335821 # DEPENDENCYPART_ARC
(5,14),0.559121 # DEPENDENCYPART_ARC
(5,15),-1.27241 # DEPENDENCYPART_ARC
(5,16),-0.44932 # DEPENDENCYPART_ARC
(5,17),0.589479 # DEPENDENCYPART_ARC
(5,18),1.04225 # DEPENDENCYPART_ARC
(5,19),-0.640614 # DEPENDENCYPART_ARC
(5,20),-1.34985 # DEPENDENCYPART_ARC
(5,21),-0.317907 # DEPENDENCYPART_ARC
(5,22),0.270774 # DEPENDENCYPART_ARC
(5,23),0.100112 # DEPENDENCYPART_ARC
(5,24),-0.644783 # DEPENDENCYPART_ARC
(5,25),0.0253436 # DEPENDENCYPART_ARC
(5,26),-1.03364 # DEPENDENCYPART_ARC
(5,27),-1.77777 # DEPENDENCYPART_ARC
(5,28),-1.79718 # DEPENDENCYPART_ARC
(5,29),-0.789717 # DEPENDENCYPART_ARC
(5,30),-1.94151 # DEPENDENCYPART_ARC
(5,31),-1.64171 # DEPENDENCYPART_ARC
(5,32),4.24796 # DEPENDENCYPART_ARC
(7,1),-0.903415 # DEPENDENCYPART_ARC
(7,2),-0.239485 # DEPENDENCYPART_ARC
(7,3),0.354249 # DEPENDENCYPART_ARC
(7,4),0.0879759 # DEPENDENCYPART_ARC
(7,5),-0.141833 # DEPENDENCYPART_ARC
(7,6),0.950932 # DEPENDENCYPART_ARC
(7,8),-0.799173 # DEPENDENCYPART_ARC
(7,9),-0.163642 # DEPENDENCYPART_ARC
(7,10),-0.62364 # DEPENDENCYPART_ARC
(7,11),-0.964333 # DEPENDENCYPART_ARC
(7,12),-1.01557 # DEPENDENCYPART_ARC
(7,13),-0.385556 # DEPENDENCYPART_ARC
(7,14),-0.286444 # DEPENDENCYPART_ARC
(7,15),-1.58282 # DEPENDENCYPART_ARC
(7,16),-0.657755 # DEPENDENCYPART_ARC
(7,17),-0.403923 # DEPENDENCYPART_ARC
(7,18),0.0414723 # DEPENDENCYPART_ARC
(7,19),-1.30456 # DEPENDENCYPART_ARC
(7,20),-2.60764 # DEPENDENCYPART_ARC
(7,21),-1.16505 # DEPENDENCYPART_ARC
(7,22),-0.542039 # DEPENDENCYPART_ARC
(7,23),-0.515288 # DEPENDENCYPART_ARC
(7,24),-0.680441 # DEPENDENCYPART_ARC
(7,25),0.281641 # DEPENDENCYPART_ARC
(7,26),-1.68237 # DEPENDENCYPART_ARC
(7,27),-0.933338 # DEPENDENCYPART_ARC
(7,28),-1.05683 # DEPENDENCYPART_ARC
(7,29),-0.655892 # DEPENDENCYPART_ARC
(7,30),-1.05734 # DEPENDENCYPART_ARC
(7,31),-2.92604 # DEPENDENCYPART_ARC
(7,32),2.08062 # DEPENDENCYPART_ARC
(8,2),-3.27842 # DEPENDENCYPART_ARC
(8,3),-2.09695 # DEPENDENCYPART_ARC
(8,6),-1.33101 # DEPENDENCYPART_ARC
(8,9),0.247769 # DEPENDENCYPART_ARC
(8,10),-0.551451 # DEPENDENCYPART_ARC
(8,11),-1.32033 # DEPENDENCYPART_ARC
(8,15),-1.42597 # DEPENDENCYPART_ARC
(8,16),-1.17865 # DEPENDENCYPART_ARC
(8,17),-0.627015 # DEPENDENCYPART_ARC
(8,18),-0.807349 # DEPENDENCYPART_ARC
(8,20),-1.97437 # DEPENDENCYPART_ARC
(8,27),-1.64878 # DEPENDENCYPART_ARC
(8,28),-1.70076 # DEPENDENCYPART_ARC
(8,30),-1.5414 # DEPENDENCYPART_ARC
(8,31),-2.28861 # DEPENDENCYPART_ARC
(9,1),-1.91424 # DEPENDENCYPART_ARC
(9,2),-3.41534 # DEPENDENCYPART_ARC
(9,3),-1.10299 # DEPENDENCYPART_ARC
(9,4),-2.04797 # DEPENDENCYPART_ARC
(9,5),-1.63158 # DEPENDENCYPART_ARC
(9,6),-0.79016 # DEPENDENCYPART_ARC
(9,7),-0.992608 # DEPENDENCYPART_ARC
(9,8),0.639034 # DEPENDENCYPART_ARC
(9,10),-1.13474 # DEPENDENCYPART_ARC
(9,11),-1.09119 # DEPENDENCYPART_ARC
(9,12),-1.74491 # DEPENDENCYPART_ARC
(9,13),-1.54205 # DEPENDENCYPART_ARC
(9,14),-1.63942 # DEPENDENCYPART_ARC
(9,15),-1.96826 # DEPENDENCYPART_ARC
(9,16),-1.89308 # DEPENDENCYPART_ARC
(9,17),-1.0847 # DEPENDENCYPART_ARC
(9,18),-1.50262 # DEPENDENCYPART_ARC
(9,19),-2.00534 # DEPENDENCYPART_ARC
(9,20),-2.20669 # DEPENDENCYPART_ARC
(9,21),-1.63598 # DEPENDENCYPART_ARC
(9,22),-1.87208 # DEPENDENCYPART_ARC
(9,23),-1.91085 # DEPENDENCYPART_ARC
(9,24),-2.2397 # DEPENDENCYPART_ARC
(9,25),-1.96049 # DEPENDENCYPART_ARC
(9,26),-2.19134 # DEPENDENCYPART_ARC
(9,27),-2.51615 # DEPENDENCYPART_ARC
(9,28),-2.47653 # DEPENDENCYPART_ARC
(9,29),-1.76803 # DEPENDENCYPART_ARC
(9,30),-2.53147 # DEPENDENCYPART_ARC
(9,31),-2.74562 # DEPENDENCYPART_ARC
(9,32),-1.0874 # DEPENDENCYPART_ARC
(10,1),-0.702709 # DEPENDENCYPART_ARC
(10,2),-2.62863 # DEPENDENCYPART_ARC
(10,3),-1.1734 # DEPENDENCYPART_ARC
(10,4),-2.33557 # DEPENDENCYPART_ARC
(10,5),-1.81624 # DEPENDENCYPART_ARC
(10,6),-0.358394 # DEPENDENCYPART_ARC
(10,7),-0.50846 # DEPENDENCYPART_ARC
(10,8),2.89304 # DEPENDENCYPART_ARC
(10,9),3.72334 # DEPENDENCYPART_ARC
(10,11),-1.81737 # DEPENDENCYPART_ARC
(10,12),-1.47555 # DEPENDENCYPART_ARC
(10,13),-1.12621 # DEPENDENCYPART_ARC
(10,14),-1.2018 # DEPENDENCYPART_ARC
(10,15),-1.66979 # DEPENDENCYPART_ARC
(10,16),-1.70442 # DEPENDENCYPART_ARC
(10,17),-0.751157 # DEPENDENCYPART_ARC
(10,18),-1.04402 # DEPENDENCYPART_ARC
(10,19),-1.73238 # DEPENDENCYPART_ARC
(10,20),-3.02209 # DEPENDENCYPART_ARC
(10,21),-1.06027 # DEPENDENCYPART_ARC
(10,22),-1.41509 # DEPENDENCYPART_ARC
(10,23),-1.47894 # DEPENDENCYPART_ARC
(10,24),-1.789 # DEPENDENCYPART_ARC
(10,25),-2.0938 # DEPENDENCYPART_ARC
(10,26),-2.02958 # DEPENDENCYPART_ARC
(10,27),-2.43592 # DEPENDENCYPART_ARC
(10,28),-2.35121 # DEPENDENCYPART_ARC
(10,29),-1.73889 # DEPENDENCYPART_ARC
(10,30),-2.33799 # DEPENDENCYPART_ARC
(10,31),-3.23994 # DEPENDENCYPART_ARC
(10,32),-0.740119 # DEPENDENCYPART_ARC
(11,1),-1.83096 # DEPENDENCYPART_ARC
(11,2),-0.407672 # DEPENDENCYPART_ARC
(11,3),-0.592008 # DEPENDENCYPART_ARC
(11,4),-2.34022 # DEPENDENCYPART_ARC
(11,5),-2.55654 # DEPENDENCYPART_ARC
(11,6),-0.313376 # DEPENDENCYPART_ARC
(11,7),-0.580491 # DEPENDENCYPART_ARC
(11,8),0.934504 # DEPENDENCYPART_ARC
(11,9),1.66356 # DEPENDENCYPART_ARC
(11,10),3.77044 # DEPENDENCYPART_ARC
(11,12),-0.708125 # DEPENDENCYPART_ARC
(11,13),-0.560077 # DEPENDENCYPART_ARC
(11,14),-0.488661 # DEPENDENCYPART_ARC
(11,15),-0.713263 # DEPENDENCYPART_ARC
(11,16),-1.30944 # DEPENDENCYPART_ARC
(11,17),-0.103494 # DEPENDENCYPART_ARC
(11,18),-0.352652 # DEPENDENCYPART_ARC
(11,19),-1.14061 # DEPENDENCYPART_ARC
(11,20),-2.12927 # DEPENDENCYPART_ARC
(11,21),-0.301237 # DEPENDENCYPART_ARC
(11,22),-0.734836 # DEPENDENCYPART_ARC
(11,23),-0.811559 # DEPENDENCYPART_ARC
(11,24),-1.1131 # DEPENDENCYPART_ARC
(11,25),-1.5774 # DEPENDENCYPART_ARC
(11,26),-1.46526 # DEPENDENCYPART_ARC
(11,27),-2.22853 # DEPENDENCYPART_ARC
(11,28),-2.0468 # DEPENDENCYPART_ARC
(11,29),-1.12273 # DEPENDENCYPART_ARC
(11,30),-2.02614 # DEPENDENCYPART_ARC
(11,31),-2.41427 # DEPENDENCYPART_ARC
(11,32),-0.0894889 # DEPENDENCYPART_ARC
(12,2),-2.72978 # DEPENDENCYPART_ARC
(12,3),-1.20621 # DEPENDENCYPART_ARC
(12,6),-0.616585 # DEPENDENCYPART_ARC
(12,9),-0.944856 # DEPENDENCYPART_ARC
(12,10),-1.63416 # DEPENDENCYPART_ARC
(12,11),-1.45858 # DEPENDENCYPART_ARC
(12,15),-0.663804 # DEPENDENCYPART_ARC
(12,16),-0.359942 # DEPENDENCYPART_ARC
(12,17),-0.153355 # DEPENDENCYPART_ARC
(12,18),-0.370495 # DEPENDENCYPART_ARC
(12,20),-1.41774 # DEPENDENCYPART_ARC
(12,27),-1.09667 # DEPENDENCYPART_ARC
(12,28),-1.06403 # DEPENDENCYPART_ARC
(12,30),-1.05482 # DEPENDENCYPART_ARC
(12,31),-1.82218 # DEPENDENCYPART_ARC
(13,1),-1.55125 # DEPENDENCYPART_ARC
(13,2),-1.50832 # DEPENDENCYPART_ARC
(13,3),-1.00447 # DEPENDENCYPART_ARC
(13,4),-1.54393 # DEPENDENCYPART_ARC
(13,5),-0.88747 # DEPENDENCYPART_ARC
(13,6),-0.63619 # DEPENDENCYPART_ARC
(13,7),-0.788121 # DEPENDENCYPART_ARC
(13,8),-0.470841 # DEPENDENCYPART_ARC
(13,9),-0.611952 # DEPENDENCYPART_ARC
(13,10),-0.360584 # DEPENDENCYPART_ARC
(13,11),-0.379243 # DEPENDENCYPART_ARC
(13,12),1.37516 # DEPENDENCYPART_ARC
(13,14),-0.698401 # DEPENDENCYPART_ARC
(13,15),-0.628813 # DEPENDENCYPART_ARC
(13,16),-0.646811 # DEPENDENCYPART_ARC
(13,17),-0.692679 # DEPENDENCYPART_ARC
(13,18),-0.748661 # DEPENDENCYPART_ARC
(13,19),-1.2445 # DEPENDENCYPART_ARC
(13,20),-1.48395 # DEPENDENCYPART_ARC
(13,21),-0.70294 # DEPENDENCYPART_ARC
(13,22),-1.19454 # DEPENDENCYPART_ARC
(13,23),-1.19764 # DEPENDENCYPART_ARC
(13,24),-1.63934 # DEPENDENCYPART_ARC
(13,25),-0.929367 # DEPENDENCYPART_ARC
(13,26),-1.6434 # DEPENDENCYPART_ARC
(13,27),-1.78387 # DEPENDENCYPART_ARC
(13,28),-1.73992 # DEPENDENCYPART_ARC
(13,29),-1.54656 # DEPENDENCYPART_ARC
(13,30),-1.72302 # DEPENDENCYPART_ARC
(13,31),-2.25409 # DEPENDENCYPART_ARC
(13,32),-0.25579 # DEPENDENCYPART_ARC
(14,1),-1.60176 # DEPENDENCYPART_ARC
(14,2),-1.21316 # DEPENDENCYPART_ARC
(14,3),-0.620319 # DEPENDENCYPART_ARC
(14,4),-1.17764 # DEPENDENCYPART_ARC
(14,5),-0.563756 # DEPENDENCYPART_ARC
(14,6),-0.142905 # DEPENDENCYPART_ARC
(14,7),-0.372991 # DEPENDENCYPART_ARC
(14,8),-0.713643 # DEPENDENCYPART_ARC
(14,9),-0.383293 # DEPENDENCYPART_ARC
(14,10),-0.231232 # DEPENDENCYPART_ARC
(14,11),-0.182785 # DEPENDENCYPART_ARC
(14,12),0.2645 # DEPENDENCYPART_ARC
(14,13),0.515953 # DEPENDENCYPART_ARC
(14,15),-0.188863 # DEPENDENCYPART_ARC
(14,16),0.0406201 # DEPENDENCYPART_ARC
(14,17),-0.109458 # DEPENDENCYPART_ARC
(14,18),-0.159242 # DEPENDENCYPART_ARC
(14,19),-0.855335 # DEPENDENCYPART_ARC
(14,20),-1.01275 # DEPENDENCYPART_ARC
(14,21),-0.16051 # DEPENDENCYPART_ARC
(14,22),-0.815212 # DEPENDENCYPART_ARC
(14,23),-0.860263 # DEPENDENCYPART_ARC
(14,24),-1.23834 # DEPENDENCYPART_ARC
(14,25),-0.524997 # DEPENDENCYPART_ARC
(14,26),-1.24937 # DEPENDENCYPART_ARC
(14,27),-1.36138 # DEPENDENCYPART_ARC
(14,28),-1.29218 # DEPENDENCYPART_ARC
(14,29),-1.17087 # DEPENDENCYPART_ARC
(14,30),-1.33169 # DEPENDENCYPART_ARC
(14,31),-1.65626 # DEPENDENCYPART_ARC
(14,32),-0.122906 # DEPENDENCYPART_ARC
(15,1),-2.85775 # DEPENDENCYPART_ARC
(15,2),-4.5511 # DEPENDENCYPART_ARC
(15,3),-2.06928 # DEPENDENCYPART_ARC
(15,4),-3.35612 # DEPENDENCYPART_ARC
(15,5),-2.38942 # DEPENDENCYPART_ARC
(15,6),-0.877508 # DEPENDENCYPART_ARC
(15,7),-1.30211 # DEPENDENCYPART_ARC
(15,8),-0.504624 # DEPENDENCYPART_ARC
(15,9),-0.379517 # DEPENDENCYPART_ARC
(15,10),-1.99509 # DEPENDENCYPART_ARC
(15,11),-3.61655 # DEPENDENCYPART_ARC
(15,12),0.289885 # DEPENDENCYPART_ARC
(15,13),0.360706 # DEPENDENCYPART_ARC
(15,14),0.620115 # DEPENDENCYPART_ARC
(15,16),-0.276815 # DEPENDENCYPART_ARC
(15,17),0.0864272 # DEPENDENCYPART_ARC
(15,18),-0.116301 # DEPENDENCYPART_ARC
(15,19),-0.738824 # DEPENDENCYPART_ARC
(15,20),-1.4269 # DEPENDENCYPART_ARC
(15,21),-0.00179698 # DEPENDENCYPART_ARC
(15,22),-0.554405 # DEPENDENCYPART_ARC
(15,23),-0.604535 # DEPENDENCYPART_ARC
(15,24),-0.79966 # DEPENDENCYPART_ARC
(15,25),-0.468626 # DEPENDENCYPART_ARC
(15,26),-1.12584 # DEPENDENCYPART_ARC
(15,27),-1.5627 # DEPENDENCYPART_ARC
(15,28),-1.45069 # DEPENDENCYPART_ARC
(15,29),-1.03012 # DEPENDENCYPART_ARC
(15,30),-1.35579 # DEPENDENCYPART_ARC
(15,31),-1.74709 # DEPENDENCYPART_ARC
(15,32),0.234442 # DEPENDENCYPART_ARC
(16,1),-1.84584 # DEPENDENCYPART_ARC
(16,2),-1.61839 # DEPENDENCYPART_ARC
(16,3),0.160969 # DEPENDENCYPART_ARC
(16,4),-1.33382 # DEPENDENCYPART_ARC
(16,5),-0.743611 # DEPENDENCYPART_ARC
(16,6),0.11021 # DEPENDENCYPART_ARC
(16,7),0.0478704 # DEPENDENCYPART_ARC
(16,8),-0.411302 # DEPENDENCYPART_ARC
(16,9),-0.752186 # DEPENDENCYPART_ARC
(16,10),-0.203505 # DEPENDENCYPART_ARC
(16,11),0.322355 # DEPENDENCYPART_ARC
(16,12),0.00238754 # DEPENDENCYPART_ARC
(16,13),1.40946 # DEPENDENCYPART_ARC
(16,14),1.11994 # DEPENDENCYPART_ARC
(16,15),1.68618 # DEPENDENCYPART_ARC
(16,17),-0.0194402 # DEPENDENCYPART_ARC
(16,18),-0.720028 # DEPENDENCYPART_ARC
(16,19),-1.00743 # DEPENDENCYPART_ARC
(16,20),-0.694833 # DEPENDENCYPART_ARC
(16,21),-0.443725 # DEPENDENCYPART_ARC
(16,22),-0.745023 # DEPENDENCYPART_ARC
(16,23),-0.849443 # DEPENDENCYPART_ARC
(16,24),-1.0253 # DEPENDENCYPART_ARC
(16,25),-0.626981 # DEPENDENCYPART_ARC
(16,26),-1.30302 # DEPENDENCYPART_ARC
(16,27),-1.54547 # DEPENDENCYPART_ARC
(16,28),-1.59545 # DEPENDENCYPART_ARC
(16,29),-0.973039 # DEPENDENCYPART_ARC
(16,30),-1.58861 # DEPENDENCYPART_ARC
(16,31),-1.74823 # DEPENDENCYPART_ARC
(16,32),0.13901 # DEPENDENCYPART_ARC
(18,1),-1.78672 # DEPENDENCYPART_ARC
(18,2),-0.821084 # DEPENDENCYPART_ARC
(18,3),0.168511 # DEPENDENCYPART_ARC
(18,4),-0.902027 # DEPENDENCYPART_ARC
(18,5),0.464922 # DEPENDENCYPART_ARC
(18,6),0.593023 # DEPENDENCYPART_ARC
(18,7),0.380195 # DEPENDENCYPART_ARC
(18,8),-0.252203 # DEPENDENCYPART_ARC
(18,9),-0.267793 # DEPENDENCYPART_ARC
(18,10),-0.00828791 # DEPENDENCYPART_ARC
(18,11),-0.254207 # DEPENDENCYPART_ARC
(18,12),-0.0937376 # DEPENDENCYPART_ARC
(18,13),0.395608 # DEPENDENCYPART_ARC
(18,14),0.596414 # DEPENDENCYPART_ARC
(18,15),0.649585 # DEPENDENCYPART_ARC
(18,16),0.38238 # DEPENDENCYPART_ARC
(18,17),2.52921 # DEPENDENCYPART_ARC
(18,19),-0.0394923 # DEPENDENCYPART_ARC
(18,20),0.0150802 # DEPENDENCYPART_ARC
(18,21),0.515104 # DEPENDENCYPART_ARC
(18,22),0.0919724 # DEPENDENCYPART_ARC
(18,24),0.393723 # DEPENDENCYPART_ARC
(18,25),1.62504 # DEPENDENCYPART_ARC
(18,26),-0.594738 # DEPENDENCYPART_ARC
(18,27),0.0686655 # DEPENDENCYPART_ARC
(18,28),-0.116159 # DEPENDENCYPART_ARC
(18,29),-0.05691 # DEPENDENCYPART_ARC
(18,30),-0.179727 # DEPENDENCYPART_ARC
(18,31),-0.631874 # DEPENDENCYPART_ARC
(18,32),3.30399 # DEPENDENCYPART_ARC
(19,2),-3.14349 # DEPENDENCYPART_ARC
(19,3),-1.56576 # DEPENDENCYPART_ARC
(19,6),-0.883926 # DEPENDENCYPART_ARC
(19,9),-1.58809 # DEPENDENCYPART_ARC
(19,10),-2.58557 # DEPENDENCYPART_ARC
(19,11),-3.05181 # DEPENDENCYPART_ARC
(19,15),-2.20774 # DEPENDENCYPART_ARC
(19,16),-0.986803 # DEPENDENCYPART_ARC
(19,17),-0.535633 # DEPENDENCYPART_ARC
(19,18),-0.124241 # DEPENDENCYPART_ARC
(19,20),-0.412813 # DEPENDENCYPART_ARC
(19,27),-1.01961 # DEPENDENCYPART_ARC
(19,28),-0.973237 # DEPENDENCYPART_ARC
(19,30),-0.944054 # DEPENDENCYPART_ARC
(19,31),-1.83049 # DEPENDENCYPART_ARC
(20,1),-3.60887 # DEPENDENCYPART_ARC
(20,2),-5.9772 # DEPENDENCYPART_ARC
(20,3),-3.00183 # DEPENDENCYPART_ARC
(20,4),-3.03229 # DEPENDENCYPART_ARC
(20,5),-3.60426 # DEPENDENCYPART_ARC
(20,6),-2.03354 # DEPENDENCYPART_ARC
(20,7),-2.50753 # DEPENDENCYPART_ARC
(20,8),-1.38941 # DEPENDENCYPART_ARC
(20,9),-1.99813 # DEPENDENCYPART_ARC
(20,10),-3.8016 # DEPENDENCYPART_ARC
(20,11),-4.98064 # DEPENDENCYPART_ARC
(20,12),-0.600745 # DEPENDENCYPART_ARC
(20,13),-1.58068 # DEPENDENCYPART_ARC
(20,14),-1.6884 # DEPENDENCYPART_ARC
(20,15),-1.79269 # DEPENDENCYPART_ARC
(20,16),-1.10276 # DEPENDENCYPART_ARC
(20,17),-0.428215 # DEPENDENCYPART_ARC
(20,18),-0.489516 # DEPENDENCYPART_ARC
