# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,14,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,14,
(4,2),-0.0169775 # DEPENDENCYPART_ARC
(4,3),1.0438 # DEPENDENCYPART_ARC
(4,5),2.02617 # DEPENDENCYPART_ARC
(4,6),0.932321 # DEPENDENCYPART_ARC
(4,7),0.0504771 # DEPENDENCYPART_ARC
(4,8),0.775866 # DEPENDENCYPART_ARC
(4,9),1.1374 # DEPENDENCYPART_ARC
(4,10),0.704869 # DEPENDENCYPART_ARC
(4,11),0.365936 # DEPENDENCYPART_ARC
(4,12),2.73519 # DEPENDENCYPART_ARC
(4,13),1.60603 # DEPENDENCYPART_ARC
(4,14),2.06767 # DEPENDENCYPART_ARC
(4,15),-0.111098 # DEPENDENCYPART_ARC
(4,16),1.19667 # DEPENDENCYPART_ARC
(4,17),0.360471 # DEPENDENCYPART_ARC
(4,18),0.229133 # DEPENDENCYPART_ARC
(4,19),2.95568 # DEPENDENCYPART_ARC
(4,20),1.54428 # DEPENDENCYPART_ARC
(4,21),1.754 # DEPENDENCYPART_ARC
(4,22),0.533765 # DEPENDENCYPART_ARC
(4,23),0.590004 # DEPENDENCYPART_ARC
(4,24),2.15437 # DEPENDENCYPART_ARC
(4,25),-0.449523 # DEPENDENCYPART_ARC
(4,26),-0.470819 # DEPENDENCYPART_ARC
(4,27),0.0388996 # DEPENDENCYPART_ARC
(4,28),0.271668 # DEPENDENCYPART_ARC
(4,29),0.753503 # DEPENDENCYPART_ARC
(5,1),-0.0773282 # DEPENDENCYPART_ARC
(5,2),2.33294 # DEPENDENCYPART_ARC
(5,3),2.6739 # DEPENDENCYPART_ARC
(5,4),3.55084 # DEPENDENCYPART_ARC
(5,6),2.46476 # DEPENDENCYPART_ARC
(5,7),-0.00113301 # DEPENDENCYPART_ARC
(5,8),0.154048 # DEPENDENCYPART_ARC
(5,9),-0.501988 # DEPENDENCYPART_ARC
(5,10),0.948736 # DEPENDENCYPART_ARC
(5,11),0.325396 # DEPENDENCYPART_ARC
(5,12),1.32319 # DEPENDENCYPART_ARC
(5,13),2.09911 # DEPENDENCYPART_ARC
(5,14),1.4315 # DEPENDENCYPART_ARC
(5,15),-0.574391 # DEPENDENCYPART_ARC
(5,16),-0.577941 # DEPENDENCYPART_ARC
(5,17),-1.97691 # DEPENDENCYPART_ARC
(5,18),-2.16139 # DEPENDENCYPART_ARC
(5,19),0.997949 # DEPENDENCYPART_ARC
(5,20),1.65067 # DEPENDENCYPART_ARC
(5,21),1.32907 # DEPENDENCYPART_ARC
(5,22),-0.858469 # DEPENDENCYPART_ARC
(5,23),-2.95009 # DEPENDENCYPART_ARC
(5,24),0.321307 # DEPENDENCYPART_ARC
(5,25),-1.40478 # DEPENDENCYPART_ARC
(5,26),-0.697958 # DEPENDENCYPART_ARC
(5,27),-2.27138 # DEPENDENCYPART_ARC
(5,28),-0.0422396 # DEPENDENCYPART_ARC
(5,29),3.5862 # DEPENDENCYPART_ARC
(6,1),-2.02658 # DEPENDENCYPART_ARC
(6,2),-2.57962 # DEPENDENCYPART_ARC
(6,3),-1.64369 # DEPENDENCYPART_ARC
(6,4),-1.48251 # DEPENDENCYPART_ARC
(6,5),-0.81884 # DEPENDENCYPART_ARC
(6,7),-0.755722 # DEPENDENCYPART_ARC
(6,8),-0.793202 # DEPENDENCYPART_ARC
(6,9),-1.50836 # DEPENDENCYPART_ARC
(6,10),-1.13706 # DEPENDENCYPART_ARC
(6,11),-1.32887 # DEPENDENCYPART_ARC
(6,12),-1.13328 # DEPENDENCYPART_ARC
(6,13),-0.891919 # DEPENDENCYPART_ARC
(6,14),-0.957849 # DEPENDENCYPART_ARC
(6,15),-1.32228 # DEPENDENCYPART_ARC
(6,16),-1.44395 # DEPENDENCYPART_ARC
(6,17),-2.1564 # DEPENDENCYPART_ARC
(6,18),-2.26193 # DEPENDENCYPART_ARC
(6,19),-1.45343 # DEPENDENCYPART_ARC
(6,20),-1.10702 # DEPENDENCYPART_ARC
(6,21),-1.06437 # DEPENDENCYPART_ARC
(6,22),-1.53535 # DEPENDENCYPART_ARC
(6,23),-2.24176 # DEPENDENCYPART_ARC
(6,24),-1.48681 # DEPENDENCYPART_ARC
(6,25),-2.33611 # DEPENDENCYPART_ARC
(6,26),-1.52161 # DEPENDENCYPART_ARC
(6,27),-2.50491 # DEPENDENCYPART_ARC
(6,28),-1.62978 # DEPENDENCYPART_ARC
(6,29),-1.90993 # DEPENDENCYPART_ARC
(7,1),-2.07334 # DEPENDENCYPART_ARC
(7,2),-3.23692 # DEPENDENCYPART_ARC
(7,3),-2.00703 # DEPENDENCYPART_ARC
(7,4),-2.45378 # DEPENDENCYPART_ARC
(7,5),-1.82692 # DEPENDENCYPART_ARC
(7,6),-1.00561 # DEPENDENCYPART_ARC
(7,8),0.395382 # DEPENDENCYPART_ARC
(7,9),-0.486274 # DEPENDENCYPART_ARC
(7,10),-0.546321 # DEPENDENCYPART_ARC
(7,11),-0.968787 # DEPENDENCYPART_ARC
(7,12),-1.09106 # DEPENDENCYPART_ARC
(7,13),-0.43438 # DEPENDENCYPART_ARC
(7,14),-0.881939 # DEPENDENCYPART_ARC
(7,15),-0.983088 # DEPENDENCYPART_ARC
(7,16),-1.35584 # DEPENDENCYPART_ARC
(7,17),-1.76349 # DEPENDENCYPART_ARC
(7,18),-1.89389 # DEPENDENCYPART_ARC
(7,19),-1.54606 # DEPENDENCYPART_ARC
(7,20),-0.679156 # DEPENDENCYPART_ARC
(7,21),-1.17066 # DEPENDENCYPART_ARC
(7,22),-1.56265 # DEPENDENCYPART_ARC
(7,23),-2.02142 # DEPENDENCYPART_ARC
(7,24),-1.57726 # DEPENDENCYPART_ARC
(7,25),-2.42572 # DEPENDENCYPART_ARC
(7,26),-1.12512 # DEPENDENCYPART_ARC
(7,27),-2.22498 # DEPENDENCYPART_ARC
(7,28),-2.34113 # DEPENDENCYPART_ARC
(7,29),-2.44822 # DEPENDENCYPART_ARC
(8,1),-1.47056 # DEPENDENCYPART_ARC
(8,2),-2.57349 # DEPENDENCYPART_ARC
(8,3),-0.767768 # DEPENDENCYPART_ARC
(8,4),-1.0849 # DEPENDENCYPART_ARC
(8,5),-0.79639 # DEPENDENCYPART_ARC
(8,6),-0.555573 # DEPENDENCYPART_ARC
(8,7),1.00837 # DEPENDENCYPART_ARC
(8,9),-0.461992 # DEPENDENCYPART_ARC
(8,10),-1.04035 # DEPENDENCYPART_ARC
(8,11),-1.74867 # DEPENDENCYPART_ARC
(8,12),-0.793823 # DEPENDENCYPART_ARC
(8,13),-0.873584 # DEPENDENCYPART_ARC
(8,14),-1.215 # DEPENDENCYPART_ARC
(8,15),-1.68579 # DEPENDENCYPART_ARC
(8,16),-1.89869 # DEPENDENCYPART_ARC
(8,17),-2.01104 # DEPENDENCYPART_ARC
(8,18),-2.07527 # DEPENDENCYPART_ARC
(8,19),-1.32765 # DEPENDENCYPART_ARC
(8,20),-1.01886 # DEPENDENCYPART_ARC
(8,21),-1.31947 # DEPENDENCYPART_ARC
(8,22),-2.07884 # DEPENDENCYPART_ARC
(8,23),-2.06797 # DEPENDENCYPART_ARC
(8,24),-1.39485 # DEPENDENCYPART_ARC
(8,25),-3.47254 # DEPENDENCYPART_ARC
(8,26),-1.90625 # DEPENDENCYPART_ARC
(8,27),-3.14884 # DEPENDENCYPART_ARC
(8,28),-2.24006 # DEPENDENCYPART_ARC
(8,29),-0.0480562 # DEPENDENCYPART_ARC
(9,1),-0.439347 # DEPENDENCYPART_ARC
(9,2),-2.59582 # DEPENDENCYPART_ARC
(9,3),-0.609828 # DEPENDENCYPART_ARC
(9,4),-1.76625 # DEPENDENCYPART_ARC
(9,5),-0.71387 # DEPENDENCYPART_ARC
(9,6),-0.588859 # DEPENDENCYPART_ARC
(9,7),2.9407 # DEPENDENCYPART_ARC
(9,8),4.02796 # DEPENDENCYPART_ARC
(9,10),-0.544194 # DEPENDENCYPART_ARC
(9,11),-1.29585 # DEPENDENCYPART_ARC
(9,12),-0.0666232 # DEPENDENCYPART_ARC
(9,13),-0.335579 # DEPENDENCYPART_ARC
(9,14),-0.48662 # DEPENDENCYPART_ARC
(9,15),-1.11098 # DEPENDENCYPART_ARC
(9,16),-1.24212 # DEPENDENCYPART_ARC
(9,17),-1.61011 # DEPENDENCYPART_ARC
(9,18),-1.74979 # DEPENDENCYPART_ARC
(9,19),-0.684041 # DEPENDENCYPART_ARC
(9,20),-0.507122 # DEPENDENCYPART_ARC
(9,21),-0.643451 # DEPENDENCYPART_ARC
(9,22),-1.38602 # DEPENDENCYPART_ARC
(9,23),-1.84745 # DEPENDENCYPART_ARC
(9,24),-1.03439 # DEPENDENCYPART_ARC
(9,25),-2.91318 # DEPENDENCYPART_ARC
(9,26),-1.38749 # DEPENDENCYPART_ARC
(9,27),-2.57362 # DEPENDENCYPART_ARC
(9,28),-1.56915 # DEPENDENCYPART_ARC
(9,29),0.621765 # DEPENDENCYPART_ARC
(10,1),-0.654012 # DEPENDENCYPART_ARC
(10,2),-1.72634 # DEPENDENCYPART_ARC
(10,3),-0.0554627 # DEPENDENCYPART_ARC
(10,4),-0.0782755 # DEPENDENCYPART_ARC
(10,5),-0.347163 # DEPENDENCYPART_ARC
(10,6),0.222354 # DEPENDENCYPART_ARC
(10,7),0.761905 # DEPENDENCYPART_ARC
(10,8),0.667166 # DEPENDENCYPART_ARC
(10,9),0.41683 # DEPENDENCYPART_ARC
(10,11),-0.350942 # DEPENDENCYPART_ARC
(10,12),0.0535636 # DEPENDENCYPART_ARC
(10,13),0.163862 # DEPENDENCYPART_ARC
(10,14),-0.155203 # DEPENDENCYPART_ARC
(10,15),-0.715231 # DEPENDENCYPART_ARC
(10,16),-0.557439 # DEPENDENCYPART_ARC
(10,17),-1.01421 # DEPENDENCYPART_ARC
(10,18),-1.00465 # DEPENDENCYPART_ARC
(10,19),-0.567105 # DEPENDENCYPART_ARC
(10,20),-0.0490363 # DEPENDENCYPART_ARC
(10,21),-0.199282 # DEPENDENCYPART_ARC
(10,22),-0.725537 # DEPENDENCYPART_ARC
(10,23),-1.14653 # DEPENDENCYPART_ARC
(10,24),-0.752563 # DEPENDENCYPART_ARC
(10,25),-2.38376 # DEPENDENCYPART_ARC
(10,26),-0.888991 # DEPENDENCYPART_ARC
(10,27),-2.00104 # DEPENDENCYPART_ARC
(10,28),-1.07376 # DEPENDENCYPART_ARC
(10,29),1.31801 # DEPENDENCYPART_ARC
(11,1),-0.595471 # DEPENDENCYPART_ARC
(11,2),-1.07708 # DEPENDENCYPART_ARC
(11,3),-0.362643 # DEPENDENCYPART_ARC
(11,4),-1.31226 # DEPENDENCYPART_ARC
(11,5),-0.196327 # DEPENDENCYPART_ARC
(11,6),-0.349245 # DEPENDENCYPART_ARC
(11,7),-0.0754735 # DEPENDENCYPART_ARC
(11,8),-0.295886 # DEPENDENCYPART_ARC
(11,9),-0.576983 # DEPENDENCYPART_ARC
(11,10),0.579824 # DEPENDENCYPART_ARC
(11,12),0.012188 # DEPENDENCYPART_ARC
(11,13),-0.096761 # DEPENDENCYPART_ARC
(11,14),0.190864 # DEPENDENCYPART_ARC
(11,15),-1.25108 # DEPENDENCYPART_ARC
(11,16),-0.1284 # DEPENDENCYPART_ARC
(11,17),-0.750183 # DEPENDENCYPART_ARC
(11,18),-0.932381 # DEPENDENCYPART_ARC
(11,19),0.793896 # DEPENDENCYPART_ARC
(11,20),0.398582 # DEPENDENCYPART_ARC
(11,21),0.374461 # DEPENDENCYPART_ARC
(11,22),-0.652388 # DEPENDENCYPART_ARC
(11,23),-0.486413 # DEPENDENCYPART_ARC
(11,24),0.00508085 # DEPENDENCYPART_ARC
(11,25),-1.31113 # DEPENDENCYPART_ARC
(11,26),-1.45492 # DEPENDENCYPART_ARC
(11,27),-1.11602 # DEPENDENCYPART_ARC
(11,28),-0.972813 # DEPENDENCYPART_ARC
(11,29),-0.175949 # DEPENDENCYPART_ARC
(12,1),-0.89545 # DEPENDENCYPART_ARC
(12,2),0.82087 # DEPENDENCYPART_ARC
(12,3),1.07782 # DEPENDENCYPART_ARC
(12,4),0.432568 # DEPENDENCYPART_ARC
(12,5),0.995188 # DEPENDENCYPART_ARC
(12,6),0.915635 # DEPENDENCYPART_ARC
(12,7),-0.126453 # DEPENDENCYPART_ARC
(12,8),0.428609 # DEPENDENCYPART_ARC
(12,9),1.95239 # DEPENDENCYPART_ARC
(12,10),2.7329 # DEPENDENCYPART_ARC
(12,11),3.40299 # DEPENDENCYPART_ARC
(12,13),2.45643 # DEPENDENCYPART_ARC
(12,14),1.09049 # DEPENDENCYPART_ARC
(12,15),-0.825031 # DEPENDENCYPART_ARC
(12,16),-0.626331 # DEPENDENCYPART_ARC
(12,17),-0.745159 # DEPENDENCYPART_ARC
(12,18),-0.998722 # DEPENDENCYPART_ARC
(12,19),0.705331 # DEPENDENCYPART_ARC
(12,20),1.24928 # DEPENDENCYPART_ARC
(12,21),1.62746 # DEPENDENCYPART_ARC
(12,22),-1.22 # DEPENDENCYPART_ARC
(12,23),-2.43756 # DEPENDENCYPART_ARC
(12,24),0.00768099 # DEPENDENCYPART_ARC
(12,25),-2.01186 # DEPENDENCYPART_ARC
(12,26),-1.30431 # DEPENDENCYPART_ARC
(12,27),-2.96239 # DEPENDENCYPART_ARC
(12,28),-0.537183 # DEPENDENCYPART_ARC
(12,29),2.20323 # DEPENDENCYPART_ARC
(13,1),-2.38214 # DEPENDENCYPART_ARC
(13,2),-3.34962 # DEPENDENCYPART_ARC
(13,3),-2.45257 # DEPENDENCYPART_ARC
(13,4),-2.60585 # DEPENDENCYPART_ARC
(13,5),-2.60233 # DEPENDENCYPART_ARC
(13,6),-1.99878 # DEPENDENCYPART_ARC
(13,7),-2.09691 # DEPENDENCYPART_ARC
(13,8),-2.48459 # DEPENDENCYPART_ARC
(13,9),-2.73496 # DEPENDENCYPART_ARC
(13,10),-2.14328 # DEPENDENCYPART_ARC
(13,11),-1.6141 # DEPENDENCYPART_ARC
(13,12),-0.943452 # DEPENDENCYPART_ARC
(13,14),-1.09281 # DEPENDENCYPART_ARC
(13,15),-1.40557 # DEPENDENCYPART_ARC
(13,16),-1.52944 # DEPENDENCYPART_ARC
(13,17),-2.12338 # DEPENDENCYPART_ARC
(13,18),-2.25567 # DEPENDENCYPART_ARC
(13,19),-1.67104 # DEPENDENCYPART_ARC
(13,20),-1.38703 # DEPENDENCYPART_ARC
(13,21),-1.42252 # DEPENDENCYPART_ARC
(13,22),-1.94976 # DEPENDENCYPART_ARC
(13,23),-2.5565 # DEPENDENCYPART_ARC
(13,24),-1.88894 # DEPENDENCYPART_ARC
(13,25),-2.74888 # DEPENDENCYPART_ARC
(13,26),-1.88196 # DEPENDENCYPART_ARC
(13,27),-2.89144 # DEPENDENCYPART_ARC
(13,28),-2.05174 # DEPENDENCYPART_ARC
(13,29),-1.77942 # DEPENDENCYPART_ARC
(14,1),-1.20565 # DEPENDENCYPART_ARC
(14,2),-0.155947 # DEPENDENCYPART_ARC
(14,3),0.318596 # DEPENDENCYPART_ARC
(14,4),-0.309658 # DEPENDENCYPART_ARC
(14,5),0.782868 # DEPENDENCYPART_ARC
(14,6),1.79579 # DEPENDENCYPART_ARC
(14,7),-0.635992 # DEPENDENCYPART_ARC
(14,8),-0.396079 # DEPENDENCYPART_ARC
(14,9),0.030192 # DEPENDENCYPART_ARC
(14,10),0.155125 # DEPENDENCYPART_ARC
(14,11),-0.0352413 # DEPENDENCYPART_ARC
(14,12),2.08259 # DEPENDENCYPART_ARC
(14,13),2.53271 # DEPENDENCYPART_ARC
(14,15),0.0138021 # DEPENDENCYPART_ARC
(14,16),0.595875 # DEPENDENCYPART_ARC
(14,17),0.212136 # DEPENDENCYPART_ARC
(14,18),0.0395546 # DEPENDENCYPART_ARC
(14,19),2.24909 # DEPENDENCYPART_ARC
(14,20),0.740703 # DEPENDENCYPART_ARC
(14,21),0.883196 # DEPENDENCYPART_ARC
(14,22),-0.247343 # DEPENDENCYPART_ARC
(14,23),-0.249072 # DEPENDENCYPART_ARC
(14,24),1.58337 # DEPENDENCYPART_ARC
(14,25),0.0907302 # DEPENDENCYPART_ARC
(14,26),-0.645706 # DEPENDENCYPART_ARC
(14,27),-0.151739 # DEPENDENCYPART_ARC
(14,28),-0.26539 # DEPENDENCYPART_ARC
(14,29),4.18609 # DEPENDENCYPART_ARC
(15,1),-1.78576 # DEPENDENCYPART_ARC
(15,2),-3.1026 # DEPENDENCYPART_ARC
(15,3),-1.98553 # DEPENDENCYPART_ARC
(15,4),-2.54085 # DEPENDENCYPART_ARC
(15,5),-2.25407 # DEPENDENCYPART_ARC
(15,6),-1.36603 # DEPENDENCYPART_ARC
(15,7),-1.55228 # DEPENDENCYPART_ARC
(15,8),-1.68118 # DEPENDENCYPART_ARC
(15,9),-2.70574 # DEPENDENCYPART_ARC
(15,10),-1.56508 # DEPENDENCYPART_ARC
(15,11),-1.9885 # DEPENDENCYPART_ARC
(15,12),-1.41565 # DEPENDENCYPART_ARC
(15,13),-0.680747 # DEPENDENCYPART_ARC
(15,14),-0.119786 # DEPENDENCYPART_ARC
(15,16),0.290565 # DEPENDENCYPART_ARC
(15,17),-0.317424 # DEPENDENCYPART_ARC
(15,18),-0.694345 # DEPENDENCYPART_ARC
(15,19),-0.67693 # DEPENDENCYPART_ARC
(15,20),-0.0979937 # DEPENDENCYPART_ARC
(15,21),-0.430468 # DEPENDENCYPART_ARC
(15,22),-0.615527 # DEPENDENCYPART_ARC
(15,23),-1.30108 # DEPENDENCYPART_ARC
(15,24),-1.02691 # DEPENDENCYPART_ARC
(15,25),-1.58106 # DEPENDENCYPART_ARC
(15,26),-0.669915 # DEPENDENCYPART_ARC
(15,27),-1.53767 # DEPENDENCYPART_ARC
(15,28),-1.46757 # DEPENDENCYPART_ARC
(15,29),-1.69193 # DEPENDENCYPART_ARC
(16,1),-1.79865 # DEPENDENCYPART_ARC
(16,2),-4.46319 # DEPENDENCYPART_ARC
(16,3),-1.54318 # DEPENDENCYPART_ARC
(16,4),-2.63511 # DEPENDENCYPART_ARC
(16,5),-1.88673 # DEPENDENCYPART_ARC
(16,6),-1.44397 # DEPENDENCYPART_ARC
(16,7),-0.92656 # DEPENDENCYPART_ARC
(16,8),-1.15886 # DEPENDENCYPART_ARC
(16,9),-3.44711 # DEPENDENCYPART_ARC
(16,10),-0.649588 # DEPENDENCYPART_ARC
(16,11),-2.05975 # DEPENDENCYPART_ARC
(16,12),-1.47636 # DEPENDENCYPART_ARC
(16,13),-0.5251 # DEPENDENCYPART_ARC
(16,14),-0.612497 # DEPENDENCYPART_ARC
(16,15),1.71898 # DEPENDENCYPART_ARC
(16,17),-1.45299 # DEPENDENCYPART_ARC
(16,18),-1.75168 # DEPENDENCYPART_ARC
(16,19),-1.26785 # DEPENDENCYPART_ARC
(16,20),-0.880264 # DEPENDENCYPART_ARC
(16,21),-1.19747 # DEPENDENCYPART_ARC
(16,22),-1.16944 # DEPENDENCYPART_ARC
(16,23),-2.42882 # DEPENDENCYPART_ARC
(16,24),-1.65776 # DEPENDENCYPART_ARC
(16,25),-3.88703 # DEPENDENCYPART_ARC
(16,26),-1.71219 # DEPENDENCYPART_ARC
(16,27),-3.5112 # DEPENDENCYPART_ARC
(16,28),-1.4047 # DEPENDENCYPART_ARC
(16,29),-0.612483 # DEPENDENCYPART_ARC
(17,1),-1.97528 # DEPENDENCYPART_ARC
(17,2),-3.89928 # DEPENDENCYPART_ARC
(17,3),-1.47474 # DEPENDENCYPART_ARC
(17,4),-1.70166 # DEPENDENCYPART_ARC
(17,5),-1.9916 # DEPENDENCYPART_ARC
(17,6),-2.65736 # DEPENDENCYPART_ARC
(17,7),-0.628333 # DEPENDENCYPART_ARC
(17,8),0.00490149 # DEPENDENCYPART_ARC
(17,9),-2.30198 # DEPENDENCYPART_ARC
(17,10),-2.27046 # DEPENDENCYPART_ARC
(17,11),-0.47668 # DEPENDENCYPART_ARC
(17,12),-1.81719 # DEPENDENCYPART_ARC
(17,13),-0.344859 # DEPENDENCYPART_ARC
(17,14),0.188425 # DEPENDENCYPART_ARC
(17,15),2.9454 # DEPENDENCYPART_ARC
(17,16),4.05456 # DEPENDENCYPART_ARC
(17,18),-1.10405 # DEPENDENCYPART_ARC
(17,19),-1.024 # DEPENDENCYPART_ARC
(17,20),-0.617695 # DEPENDENCYPART_ARC
(17,21),-0.932477 # DEPENDENCYPART_ARC
(17,22),-1.67435 # DEPENDENCYPART_ARC
(17,23),-2.00143 # DEPENDENCYPART_ARC
(17,24),-1.62612 # DEPENDENCYPART_ARC
(17,25),-2.15244 # DEPENDENCYPART_ARC
(17,26),-1.56917 # DEPENDENCYPART_ARC
(17,27),-2.25191 # DEPENDENCYPART_ARC
(17,28),-1.95658 # DEPENDENCYPART_ARC
(17,29),-0.216131 # DEPENDENCYPART_ARC
