# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,11,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(3,8),-1.39175 # DEPENDENCYPART_ARC
(3,9),-1.27275 # DEPENDENCYPART_ARC
(3,10),-1.73952 # DEPENDENCYPART_ARC
(3,11),-1.48646 # DEPENDENCYPART_ARC
(3,12),-0.975592 # DEPENDENCYPART_ARC
(3,13),-1.52698 # DEPENDENCYPART_ARC
(3,14),-2.28305 # DEPENDENCYPART_ARC
(3,15),-1.74863 # DEPENDENCYPART_ARC
(3,16),-2.79947 # DEPENDENCYPART_ARC
(3,17),-3.03651 # DEPENDENCYPART_ARC
(3,18),-2.21174 # DEPENDENCYPART_ARC
(3,19),-1.26067 # DEPENDENCYPART_ARC
(3,20),-1.8003 # DEPENDENCYPART_ARC
(3,21),-2.18655 # DEPENDENCYPART_ARC
(3,22),-4.06479 # DEPENDENCYPART_ARC
(3,23),0.00464175 # DEPENDENCYPART_ARC
(4,1),0.170926 # DEPENDENCYPART_ARC
(4,2),1.08287 # DEPENDENCYPART_ARC
(4,3),4.13857 # DEPENDENCYPART_ARC
(4,5),-0.232768 # DEPENDENCYPART_ARC
(4,6),-0.735444 # DEPENDENCYPART_ARC
(4,7),-0.668272 # DEPENDENCYPART_ARC
(4,9),-1.03214 # DEPENDENCYPART_ARC
(4,10),-0.95168 # DEPENDENCYPART_ARC
(4,11),-0.451606 # DEPENDENCYPART_ARC
(4,12),-0.493113 # DEPENDENCYPART_ARC
(4,14),-1.33726 # DEPENDENCYPART_ARC
(4,15),-1.34228 # DEPENDENCYPART_ARC
(4,16),-1.41947 # DEPENDENCYPART_ARC
(4,17),-1.54146 # DEPENDENCYPART_ARC
(4,18),-0.33031 # DEPENDENCYPART_ARC
(4,19),-0.644649 # DEPENDENCYPART_ARC
(4,21),-1.03231 # DEPENDENCYPART_ARC
(4,22),-1.75441 # DEPENDENCYPART_ARC
(4,23),-0.555952 # DEPENDENCYPART_ARC
(5,1),0.558161 # DEPENDENCYPART_ARC
(5,2),-0.892779 # DEPENDENCYPART_ARC
(5,3),-0.849604 # DEPENDENCYPART_ARC
(5,4),0.146183 # DEPENDENCYPART_ARC
(5,6),-0.960661 # DEPENDENCYPART_ARC
(5,7),-1.47534 # DEPENDENCYPART_ARC
(5,9),-0.969875 # DEPENDENCYPART_ARC
(5,10),-1.35336 # DEPENDENCYPART_ARC
(5,11),-1.10389 # DEPENDENCYPART_ARC
(5,12),-0.71497 # DEPENDENCYPART_ARC
(5,13),-1.21566 # DEPENDENCYPART_ARC
(5,14),-1.76863 # DEPENDENCYPART_ARC
(5,15),-1.41474 # DEPENDENCYPART_ARC
(5,16),-2.09442 # DEPENDENCYPART_ARC
(5,17),-2.78877 # DEPENDENCYPART_ARC
(5,18),-1.48298 # DEPENDENCYPART_ARC
(5,19),-1.07078 # DEPENDENCYPART_ARC
(5,20),-1.50863 # DEPENDENCYPART_ARC
(5,21),-1.76879 # DEPENDENCYPART_ARC
(5,22),-3.54682 # DEPENDENCYPART_ARC
(5,23),0.0253247 # DEPENDENCYPART_ARC
(6,1),-1.0924 # DEPENDENCYPART_ARC
(6,2),-0.160712 # DEPENDENCYPART_ARC
(6,3),-0.357697 # DEPENDENCYPART_ARC
(6,4),-0.235878 # DEPENDENCYPART_ARC
(6,5),0.104904 # DEPENDENCYPART_ARC
(6,7),-0.478731 # DEPENDENCYPART_ARC
(6,8),-0.46901 # DEPENDENCYPART_ARC
(6,9),-0.586928 # DEPENDENCYPART_ARC
(6,10),-0.660492 # DEPENDENCYPART_ARC
(6,11),0.414141 # DEPENDENCYPART_ARC
(6,12),0.141143 # DEPENDENCYPART_ARC
(6,13),-0.0533192 # DEPENDENCYPART_ARC
(6,14),-1.35578 # DEPENDENCYPART_ARC
(6,15),-0.865407 # DEPENDENCYPART_ARC
(6,16),-1.23882 # DEPENDENCYPART_ARC
(6,17),-1.86823 # DEPENDENCYPART_ARC
(6,18),-1.05456 # DEPENDENCYPART_ARC
(6,19),-0.357786 # DEPENDENCYPART_ARC
(6,20),-0.8312 # DEPENDENCYPART_ARC
(6,21),-1.29 # DEPENDENCYPART_ARC
(6,22),-2.52099 # DEPENDENCYPART_ARC
(6,23),0.830184 # DEPENDENCYPART_ARC
(7,1),0.0530645 # DEPENDENCYPART_ARC
(7,2),1.28876 # DEPENDENCYPART_ARC
(7,3),0.385356 # DEPENDENCYPART_ARC
(7,4),-0.0776027 # DEPENDENCYPART_ARC
(7,5),0.00259158 # DEPENDENCYPART_ARC
(7,6),1.24349 # DEPENDENCYPART_ARC
(7,8),-0.543311 # DEPENDENCYPART_ARC
(7,9),-0.572265 # DEPENDENCYPART_ARC
(7,10),-0.494619 # DEPENDENCYPART_ARC
(7,11),-0.396151 # DEPENDENCYPART_ARC
(7,12),-0.192098 # DEPENDENCYPART_ARC
(7,13),-0.743173 # DEPENDENCYPART_ARC
(7,14),-1.69929 # DEPENDENCYPART_ARC
(7,15),-1.0805 # DEPENDENCYPART_ARC
(7,16),-2.29914 # DEPENDENCYPART_ARC
(7,17),-1.87128 # DEPENDENCYPART_ARC
(7,18),-1.24951 # DEPENDENCYPART_ARC
(7,19),-0.474751 # DEPENDENCYPART_ARC
(7,20),-1.05574 # DEPENDENCYPART_ARC
(7,21),-1.44078 # DEPENDENCYPART_ARC
(7,22),-2.7358 # DEPENDENCYPART_ARC
(7,23),0.798296 # DEPENDENCYPART_ARC
(8,2),-0.327819 # DEPENDENCYPART_ARC
(8,3),-0.51995 # DEPENDENCYPART_ARC
(8,4),0.0879695 # DEPENDENCYPART_ARC
(8,5),-0.0834809 # DEPENDENCYPART_ARC
(8,6),-0.0229398 # DEPENDENCYPART_ARC
(8,7),0.20234 # DEPENDENCYPART_ARC
(8,9),-0.0794524 # DEPENDENCYPART_ARC
(8,10),0.151094 # DEPENDENCYPART_ARC
(8,11),0.396056 # DEPENDENCYPART_ARC
(8,12),-0.158157 # DEPENDENCYPART_ARC
(8,13),-0.194699 # DEPENDENCYPART_ARC
(8,14),-0.605376 # DEPENDENCYPART_ARC
(8,15),-0.471473 # DEPENDENCYPART_ARC
(8,16),-0.660577 # DEPENDENCYPART_ARC
(8,17),-1.26776 # DEPENDENCYPART_ARC
(8,18),-0.274637 # DEPENDENCYPART_ARC
(8,19),-0.291523 # DEPENDENCYPART_ARC
(8,20),-0.63832 # DEPENDENCYPART_ARC
(8,22),-1.50689 # DEPENDENCYPART_ARC
(8,23),-0.0219513 # DEPENDENCYPART_ARC
(9,1),-0.477225 # DEPENDENCYPART_ARC
(9,2),-1.1566 # DEPENDENCYPART_ARC
(9,3),-1.56539 # DEPENDENCYPART_ARC
(9,4),-0.707575 # DEPENDENCYPART_ARC
(9,5),-1.26718 # DEPENDENCYPART_ARC
(9,6),-0.616516 # DEPENDENCYPART_ARC
(9,7),-1.29464 # DEPENDENCYPART_ARC
(9,8),0.465292 # DEPENDENCYPART_ARC
(9,10),-0.303744 # DEPENDENCYPART_ARC
(9,11),-0.653342 # DEPENDENCYPART_ARC
(9,12),-0.50887 # DEPENDENCYPART_ARC
(9,13),-1.04453 # DEPENDENCYPART_ARC
(9,14),-1.64962 # DEPENDENCYPART_ARC
(9,15),-1.37769 # DEPENDENCYPART_ARC
(9,16),-1.6127 # DEPENDENCYPART_ARC
(9,17),-1.61954 # DEPENDENCYPART_ARC
(9,18),-0.898701 # DEPENDENCYPART_ARC
(9,19),-0.462831 # DEPENDENCYPART_ARC
(9,20),-1.15615 # DEPENDENCYPART_ARC
(9,21),-1.65009 # DEPENDENCYPART_ARC
(9,22),-2.57237 # DEPENDENCYPART_ARC
(9,23),-0.281892 # DEPENDENCYPART_ARC
(10,1),-0.0286562 # DEPENDENCYPART_ARC
(10,2),0.000859455 # DEPENDENCYPART_ARC
(10,3),-2.29791 # DEPENDENCYPART_ARC
(10,4),-0.529818 # DEPENDENCYPART_ARC
(10,5),-0.85056 # DEPENDENCYPART_ARC
(10,6),0.115463 # DEPENDENCYPART_ARC
(10,7),-2.33876 # DEPENDENCYPART_ARC
(10,8),1.55887 # DEPENDENCYPART_ARC
(10,9),3.22893 # DEPENDENCYPART_ARC
(10,11),-0.621814 # DEPENDENCYPART_ARC
(10,12),-0.722493 # DEPENDENCYPART_ARC
(10,13),-1.18604 # DEPENDENCYPART_ARC
(10,14),-1.72961 # DEPENDENCYPART_ARC
(10,15),-1.4663 # DEPENDENCYPART_ARC
(10,16),-2.1434 # DEPENDENCYPART_ARC
(10,17),-2.06321 # DEPENDENCYPART_ARC
(10,18),-1.08322 # DEPENDENCYPART_ARC
(10,19),-0.874079 # DEPENDENCYPART_ARC
(10,20),-1.32657 # DEPENDENCYPART_ARC
(10,21),-1.75288 # DEPENDENCYPART_ARC
(10,22),-3.27215 # DEPENDENCYPART_ARC
(10,23),0.177235 # DEPENDENCYPART_ARC
(11,1),-0.748991 # DEPENDENCYPART_ARC
(11,2),1.31868 # DEPENDENCYPART_ARC
(11,3),1.01214 # DEPENDENCYPART_ARC
(11,4),2.17513 # DEPENDENCYPART_ARC
(11,5),2.2972 # DEPENDENCYPART_ARC
(11,6),1.7404 # DEPENDENCYPART_ARC
(11,7),3.03841 # DEPENDENCYPART_ARC
(11,8),1.73432 # DEPENDENCYPART_ARC
(11,9),0.912456 # DEPENDENCYPART_ARC
(11,10),3.79267 # DEPENDENCYPART_ARC
(11,12),1.67372 # DEPENDENCYPART_ARC
(11,13),2.98428 # DEPENDENCYPART_ARC
(11,14),-0.318905 # DEPENDENCYPART_ARC
(11,15),0.422337 # DEPENDENCYPART_ARC
(11,16),-0.612308 # DEPENDENCYPART_ARC
(11,17),-1.69384 # DEPENDENCYPART_ARC
(11,18),1.30335 # DEPENDENCYPART_ARC
(11,19),0.727879 # DEPENDENCYPART_ARC
(11,20),0.890108 # DEPENDENCYPART_ARC
(11,21),-0.832986 # DEPENDENCYPART_ARC
(11,22),-2.10703 # DEPENDENCYPART_ARC
(11,23),2.42427 # DEPENDENCYPART_ARC
(13,1),-1.53192 # DEPENDENCYPART_ARC
(13,2),-0.906097 # DEPENDENCYPART_ARC
(13,3),-0.515108 # DEPENDENCYPART_ARC
(13,4),0.120789 # DEPENDENCYPART_ARC
(13,5),-0.67039 # DEPENDENCYPART_ARC
(13,6),-0.152608 # DEPENDENCYPART_ARC
(13,7),0.0671727 # DEPENDENCYPART_ARC
(13,8),0.343788 # DEPENDENCYPART_ARC
(13,9),0.149354 # DEPENDENCYPART_ARC
(13,10),0.677835 # DEPENDENCYPART_ARC
(13,11),0.22274 # DEPENDENCYPART_ARC
(13,12),1.09195 # DEPENDENCYPART_ARC
(13,14),-0.873471 # DEPENDENCYPART_ARC
(13,15),-0.0480358 # DEPENDENCYPART_ARC
(13,16),-0.998393 # DEPENDENCYPART_ARC
(13,17),-0.863764 # DEPENDENCYPART_ARC
(13,18),1.25677 # DEPENDENCYPART_ARC
(13,19),0.30761 # DEPENDENCYPART_ARC
(13,20),0.683683 # DEPENDENCYPART_ARC
(13,21),-0.989298 # DEPENDENCYPART_ARC
(13,22),-1.99813 # DEPENDENCYPART_ARC
(13,23),2.32396 # DEPENDENCYPART_ARC
(14,1),-1.20943 # DEPENDENCYPART_ARC
(14,2),-1.64439 # DEPENDENCYPART_ARC
(14,3),-1.88112 # DEPENDENCYPART_ARC
(14,4),-1.71597 # DEPENDENCYPART_ARC
(14,5),-1.55835 # DEPENDENCYPART_ARC
(14,6),-1.05767 # DEPENDENCYPART_ARC
(14,7),-1.68651 # DEPENDENCYPART_ARC
(14,8),-1.21657 # DEPENDENCYPART_ARC
(14,9),-1.52536 # DEPENDENCYPART_ARC
(14,10),-1.72909 # DEPENDENCYPART_ARC
(14,11),-1.13294 # DEPENDENCYPART_ARC
(14,12),-1.01605 # DEPENDENCYPART_ARC
(14,13),-0.775571 # DEPENDENCYPART_ARC
(14,15),0.504696 # DEPENDENCYPART_ARC
(14,16),-0.263561 # DEPENDENCYPART_ARC
(14,17),0.570744 # DEPENDENCYPART_ARC
(14,18),1.81465 # DEPENDENCYPART_ARC
(14,19),0.549467 # DEPENDENCYPART_ARC
(14,20),0.617921 # DEPENDENCYPART_ARC
(14,21),-0.235507 # DEPENDENCYPART_ARC
(14,22),0.23371 # DEPENDENCYPART_ARC
(14,23),0.801402 # DEPENDENCYPART_ARC
(15,1),-0.5898 # DEPENDENCYPART_ARC
(15,2),-1.5085 # DEPENDENCYPART_ARC
(15,3),-1.8056 # DEPENDENCYPART_ARC
(15,4),-1.07472 # DEPENDENCYPART_ARC
(15,5),-1.69049 # DEPENDENCYPART_ARC
(15,6),-0.853771 # DEPENDENCYPART_ARC
(15,7),-1.87303 # DEPENDENCYPART_ARC
(15,8),-0.833516 # DEPENDENCYPART_ARC
(15,9),-0.608222 # DEPENDENCYPART_ARC
(15,10),-1.27072 # DEPENDENCYPART_ARC
(15,11),-0.588879 # DEPENDENCYPART_ARC
(15,12),-0.269091 # DEPENDENCYPART_ARC
(15,13),0.125504 # DEPENDENCYPART_ARC
(15,14),0.356965 # DEPENDENCYPART_ARC
(15,16),-0.300341 # DEPENDENCYPART_ARC
(15,17),0.0395921 # DEPENDENCYPART_ARC
(15,18),0.461143 # DEPENDENCYPART_ARC
(15,19),0.0826238 # DEPENDENCYPART_ARC
(15,20),-0.438672 # DEPENDENCYPART_ARC
(15,21),-0.729464 # DEPENDENCYPART_ARC
(15,22),-1.17747 # DEPENDENCYPART_ARC
(15,23),0.52488 # DEPENDENCYPART_ARC
(16,1),-1.05387 # DEPENDENCYPART_ARC
(16,2),-1.16714 # DEPENDENCYPART_ARC
(16,3),-1.3462 # DEPENDENCYPART_ARC
(16,4),-0.94865 # DEPENDENCYPART_ARC
(16,5),-1.31741 # DEPENDENCYPART_ARC
(16,6),-0.100816 # DEPENDENCYPART_ARC
(16,7),-1.24255 # DEPENDENCYPART_ARC
(16,8),-0.36461 # DEPENDENCYPART_ARC
(16,9),-0.379222 # DEPENDENCYPART_ARC
(16,10),-1.04978 # DEPENDENCYPART_ARC
(16,11),-0.241607 # DEPENDENCYPART_ARC
(16,12),-0.0751201 # DEPENDENCYPART_ARC
(16,13),-0.0584804 # DEPENDENCYPART_ARC
(16,14),-0.467268 # DEPENDENCYPART_ARC
(16,15),0.912701 # DEPENDENCYPART_ARC
(16,17),0.119823 # DEPENDENCYPART_ARC
(16,18),0.10873 # DEPENDENCYPART_ARC
(16,19),0.311525 # DEPENDENCYPART_ARC
(16,20),-0.327497 # DEPENDENCYPART_ARC
(16,21),-1.17164 # DEPENDENCYPART_ARC
(16,22),-0.430488 # DEPENDENCYPART_ARC
(16,23),0.121261 # DEPENDENCYPART_ARC
(17,1),-1.42806 # DEPENDENCYPART_ARC
(17,2),-2.28377 # DEPENDENCYPART_ARC
(17,3),-4.45176 # DEPENDENCYPART_ARC
(17,4),-1.01319 # DEPENDENCYPART_ARC
(17,5),-3.28174 # DEPENDENCYPART_ARC
(17,6),-1.33217 # DEPENDENCYPART_ARC
(17,7),-4.98111 # DEPENDENCYPART_ARC
(17,8),-0.548903 # DEPENDENCYPART_ARC
(17,9),0.136707 # DEPENDENCYPART_ARC
(17,10),-2.64242 # DEPENDENCYPART_ARC
(17,11),-0.900627 # DEPENDENCYPART_ARC
(17,12),-0.66006 # DEPENDENCYPART_ARC
(17,13),-0.675199 # DEPENDENCYPART_ARC
(17,14),-1.37929 # DEPENDENCYPART_ARC
(17,15),0.518366 # DEPENDENCYPART_ARC
(17,16),3.08493 # DEPENDENCYPART_ARC
(17,18),0.0421468 # DEPENDENCYPART_ARC
(17,19),-0.331284 # DEPENDENCYPART_ARC
(17,20),-0.752655 # DEPENDENCYPART_ARC
(17,21),-1.0956 # DEPENDENCYPART_ARC
(17,22),-1.79762 # DEPENDENCYPART_ARC
(17,23),-0.0536008 # DEPENDENCYPART_ARC
(18,1),-1.49684 # DEPENDENCYPART_ARC
(18,2),-0.260753 # DEPENDENCYPART_ARC
(18,3),-0.990891 # DEPENDENCYPART_ARC
(18,4),0.664636 # DEPENDENCYPART_ARC
(18,5),0.473336 # DEPENDENCYPART_ARC
(18,6),0.605161 # DEPENDENCYPART_ARC
(18,7),0.463395 # DEPENDENCYPART_ARC
(18,8),-0.49289 # DEPENDENCYPART_ARC
(18,9),-1.26565 # DEPENDENCYPART_ARC
(18,10),0.410499 # DEPENDENCYPART_ARC
(18,11),-1.43503 # DEPENDENCYPART_ARC
(18,12),-0.150112 # DEPENDENCYPART_ARC
(18,13),-0.0530756 # DEPENDENCYPART_ARC
(18,14),1.72007 # DEPENDENCYPART_ARC
(18,15),1.38854 # DEPENDENCYPART_ARC
(18,16),1.68839 # DEPENDENCYPART_ARC
(18,17),3.88621 # DEPENDENCYPART_ARC
(18,19),1.67724 # DEPENDENCYPART_ARC
(18,20),2.43246 # DEPENDENCYPART_ARC
(18,21),-0.603979 # DEPENDENCYPART_ARC
(18,22),0.147202 # DEPENDENCYPART_ARC
(18,23),1.6712 # DEPENDENCYPART_ARC
(20,1),-2.00673 # DEPENDENCYPART_ARC
(20,2),-0.389925 # DEPENDENCYPART_ARC
(20,3),-0.424322 # DEPENDENCYPART_ARC
(20,4),-0.618373 # DEPENDENCYPART_ARC
(20,5),-0.83181 # DEPENDENCYPART_ARC
(20,6),-0.538362 # DEPENDENCYPART_ARC
(20,7),-0.290742 # DEPENDENCYPART_ARC
(20,8),-0.138365 # DEPENDENCYPART_ARC
(20,9),-0.420781 # DEPENDENCYPART_ARC
(20,10),-0.319385 # DEPENDENCYPART_ARC
(20,11),-0.303286 # DEPENDENCYPART_ARC
(20,12),0.643154 # DEPENDENCYPART_ARC
(20,13),0.0489418 # DEPENDENCYPART_ARC
(20,14),0.0768356 # DEPENDENCYPART_ARC
(20,15),-0.0156464 # DEPENDENCYPART_ARC
(20,16),0.414265 # DEPENDENCYPART_ARC
(20,17),0.528211 # DEPENDENCYPART_ARC
(20,18),-0.136897 # DEPENDENCYPART_ARC
(20,19),1.09308 # DEPENDENCYPART_ARC
(20,21),-0.573244 # DEPENDENCYPART_ARC
(20,22),-0.0193504 # DEPENDENCYPART_ARC
(20,23),1.24988 # DEPENDENCYPART_ARC
(21,2),-3.66154 # DEPENDENCYPART_ARC
(21,3),-4.31235 # DEPENDENCYPART_ARC
(21,5),-3.55939 # DEPENDENCYPART_ARC
(21,6),-2.17318 # DEPENDENCYPART_ARC
(21,7),-4.10788 # DEPENDENCYPART_ARC
(21,10),-3.60454 # DEPENDENCYPART_ARC
(21,12),-1.34375 # DEPENDENCYPART_ARC
(21,17),-2.96844 # DEPENDENCYPART_ARC
(21,19),-0.961622 # DEPENDENCYPART_ARC
(21,22),-0.88035 # DEPENDENCYPART_ARC
(22,1),-3.10815 # DEPENDENCYPART_ARC
(22,2),-4.77932 # DEPENDENCYPART_ARC
(22,3),-6.0502 # DEPENDENCYPART_ARC
(22,4),-2.28468 # DEPENDENCYPART_ARC
(22,5),-5.2275 # DEPENDENCYPART_ARC
(22,6),-2.61905 # DEPENDENCYPART_ARC
(22,7),-6.13593 # DEPENDENCYPART_ARC
(22,9),-2.90209 # DEPENDENCYPART_ARC
(22,10),-4.87658 # DEPENDENCYPART_ARC
(22,11),-3.20208 # DEPENDENCYPART_ARC
(22,12),-2.56611 # DEPENDENCYPART_ARC
(22,13),-2.55507 # DEPENDENCYPART_ARC
(22,14),-2.94038 # DEPENDENCYPART_ARC
(22,15),-3.18184 # DEPENDENCYPART_ARC
(22,16),-2.63273 # DEPENDENCYPART_ARC
(22,17),-3.74882 # DEPENDENCYPART_ARC
(22,18),-2.48889 # DEPENDENCYPART_ARC
(22,19),-0.827613 # DEPENDENCYPART_ARC
(22,20),-0.911848 # DEPENDENCYPART_ARC
(22,21),2.56817 # DEPENDENCYPART_ARC
(22,23),-0.831998 # DEPENDENCYPART_ARC
