# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,16,19,18,19,11,11,
(11,7),1.1115 # DEPENDENCYPART_ARC
(11,8),0.834078 # DEPENDENCYPART_ARC
(11,9),0.853974 # DEPENDENCYPART_ARC
(11,10),0.857799 # DEPENDENCYPART_ARC
(11,12),-0.626145 # DEPENDENCYPART_ARC
(11,13),0.312485 # DEPENDENCYPART_ARC
(11,14),-0.817893 # DEPENDENCYPART_ARC
(11,15),0.0756099 # DEPENDENCYPART_ARC
(11,16),0.120611 # DEPENDENCYPART_ARC
(11,17),0.317878 # DEPENDENCYPART_ARC
(11,18),0.540472 # DEPENDENCYPART_ARC
(11,19),-0.0526632 # DEPENDENCYPART_ARC
(11,20),1.94986 # DEPENDENCYPART_ARC
(12,1),-0.983601 # DEPENDENCYPART_ARC
(12,2),-1.75048 # DEPENDENCYPART_ARC
(12,3),-1.72659 # DEPENDENCYPART_ARC
(12,4),-1.75621 # DEPENDENCYPART_ARC
(12,5),-1.51753 # DEPENDENCYPART_ARC
(12,6),-0.559045 # DEPENDENCYPART_ARC
(12,7),-1.22765 # DEPENDENCYPART_ARC
(12,8),-1.57691 # DEPENDENCYPART_ARC
(12,9),-1.47296 # DEPENDENCYPART_ARC
(12,10),-1.02151 # DEPENDENCYPART_ARC
(12,11),-0.589518 # DEPENDENCYPART_ARC
(12,13),0.0169553 # DEPENDENCYPART_ARC
(12,14),0.559333 # DEPENDENCYPART_ARC
(12,15),0.23127 # DEPENDENCYPART_ARC
(12,16),-0.0373116 # DEPENDENCYPART_ARC
(12,17),0.268176 # DEPENDENCYPART_ARC
(12,18),0.0596078 # DEPENDENCYPART_ARC
(12,19),0.0565234 # DEPENDENCYPART_ARC
(12,20),-0.00867533 # DEPENDENCYPART_ARC
(13,1),-1.34041 # DEPENDENCYPART_ARC
(13,2),-1.85629 # DEPENDENCYPART_ARC
(13,3),-0.825916 # DEPENDENCYPART_ARC
(13,4),-1.49058 # DEPENDENCYPART_ARC
(13,5),-1.48665 # DEPENDENCYPART_ARC
(13,6),-0.947419 # DEPENDENCYPART_ARC
(13,7),-0.713868 # DEPENDENCYPART_ARC
(13,8),-0.928243 # DEPENDENCYPART_ARC
(13,9),-1.71736 # DEPENDENCYPART_ARC
(13,10),-0.00454035 # DEPENDENCYPART_ARC
(13,11),-0.135154 # DEPENDENCYPART_ARC
(13,12),0.646983 # DEPENDENCYPART_ARC
(13,14),-0.83523 # DEPENDENCYPART_ARC
(13,15),-0.991286 # DEPENDENCYPART_ARC
(13,17),-0.845072 # DEPENDENCYPART_ARC
(13,18),-1.27977 # DEPENDENCYPART_ARC
(13,19),-1.43237 # DEPENDENCYPART_ARC
(13,20),-0.875682 # DEPENDENCYPART_ARC
(14,1),-0.137619 # DEPENDENCYPART_ARC
(14,2),-1.52855 # DEPENDENCYPART_ARC
(14,3),-3.52685 # DEPENDENCYPART_ARC
(14,4),-2.78844 # DEPENDENCYPART_ARC
(14,5),-3.45188 # DEPENDENCYPART_ARC
(14,6),1.02611 # DEPENDENCYPART_ARC
(14,7),0.0276856 # DEPENDENCYPART_ARC
(14,8),1.07932 # DEPENDENCYPART_ARC
(14,9),-1.28992 # DEPENDENCYPART_ARC
(14,10),0.0245276 # DEPENDENCYPART_ARC
(14,11),-0.076038 # DEPENDENCYPART_ARC
(14,12),0.833354 # DEPENDENCYPART_ARC
(14,13),3.37629 # DEPENDENCYPART_ARC
(14,15),-0.798754 # DEPENDENCYPART_ARC
(14,17),-0.431331 # DEPENDENCYPART_ARC
(14,18),-0.654209 # DEPENDENCYPART_ARC
(14,19),-1.10088 # DEPENDENCYPART_ARC
(14,20),-0.540507 # DEPENDENCYPART_ARC
(15,1),-0.457446 # DEPENDENCYPART_ARC
(15,2),-1.44849 # DEPENDENCYPART_ARC
(15,3),-0.868183 # DEPENDENCYPART_ARC
(15,4),-1.63457 # DEPENDENCYPART_ARC
(15,5),-1.32382 # DEPENDENCYPART_ARC
(15,6),0.193084 # DEPENDENCYPART_ARC
(15,7),-0.587452 # DEPENDENCYPART_ARC
(15,8),-0.831669 # DEPENDENCYPART_ARC
(15,9),-1.56961 # DEPENDENCYPART_ARC
(15,10),-0.459623 # DEPENDENCYPART_ARC
(15,11),-0.498287 # DEPENDENCYPART_ARC
(15,12),-0.0430934 # DEPENDENCYPART_ARC
(15,13),0.275165 # DEPENDENCYPART_ARC
(15,14),1.05126 # DEPENDENCYPART_ARC
(15,17),-0.245201 # DEPENDENCYPART_ARC
(15,18),-0.550473 # DEPENDENCYPART_ARC
(15,19),-0.828566 # DEPENDENCYPART_ARC
(15,20),-0.235501 # DEPENDENCYPART_ARC
(16,2),-0.396562 # DEPENDENCYPART_ARC
(16,3),-0.428051 # DEPENDENCYPART_ARC
(16,4),-0.580862 # DEPENDENCYPART_ARC
(16,5),-0.516863 # DEPENDENCYPART_ARC
(16,8),-0.505097 # DEPENDENCYPART_ARC
(16,9),-0.536534 # DEPENDENCYPART_ARC
(16,10),0.221601 # DEPENDENCYPART_ARC
(16,11),-0.0544769 # DEPENDENCYPART_ARC
(16,13),0.0627684 # DEPENDENCYPART_ARC
(16,14),0.72791 # DEPENDENCYPART_ARC
(16,15),0.822299 # DEPENDENCYPART_ARC
(16,17),0.0551636 # DEPENDENCYPART_ARC
(16,18),0.0469677 # DEPENDENCYPART_ARC
(16,20),0.3921 # DEPENDENCYPART_ARC
(18,1),-1.73592 # DEPENDENCYPART_ARC
(18,2),-0.535877 # DEPENDENCYPART_ARC
(18,3),-0.0423673 # DEPENDENCYPART_ARC
(18,4),-0.462538 # DEPENDENCYPART_ARC
(18,5),-0.256646 # DEPENDENCYPART_ARC
(18,6),-0.342955 # DEPENDENCYPART_ARC
(18,7),-0.0662374 # DEPENDENCYPART_ARC
(18,8),-0.564851 # DEPENDENCYPART_ARC
(18,9),-0.839519 # DEPENDENCYPART_ARC
(18,10),0.145586 # DEPENDENCYPART_ARC
(18,11),0.836901 # DEPENDENCYPART_ARC
(18,12),0.00762583 # DEPENDENCYPART_ARC
(18,13),-0.372971 # DEPENDENCYPART_ARC
(18,14),0.216507 # DEPENDENCYPART_ARC
(18,15),0.381307 # DEPENDENCYPART_ARC
(18,16),0.515316 # DEPENDENCYPART_ARC
(18,17),1.29407 # DEPENDENCYPART_ARC
(18,19),-0.328971 # DEPENDENCYPART_ARC
(18,20),1.17164 # DEPENDENCYPART_ARC
(19,2),-0.241101 # DEPENDENCYPART_ARC
(19,3),-0.368036 # DEPENDENCYPART_ARC
(19,4),-0.548279 # DEPENDENCYPART_ARC
(19,5),-0.501047 # DEPENDENCYPART_ARC
(19,8),-0.483438 # DEPENDENCYPART_ARC
(19,9),-0.473181 # DEPENDENCYPART_ARC
(19,10),0.101585 # DEPENDENCYPART_ARC
(19,11),-0.191861 # DEPENDENCYPART_ARC
(19,12),-0.336016 # DEPENDENCYPART_ARC
(19,13),-0.151698 # DEPENDENCYPART_ARC
(19,14),0.0413964 # DEPENDENCYPART_ARC
(19,15),0.0162994 # DEPENDENCYPART_ARC
(19,16),0.541939 # DEPENDENCYPART_ARC
(19,17),0.296887 # DEPENDENCYPART_ARC
(19,18),0.718204 # DEPENDENCYPART_ARC
(19,20),0.702338 # DEPENDENCYPART_ARC
