# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,13,
(7,20),2.51331 # DEPENDENCYPART_ARC
(8,1),-2.29365 # DEPENDENCYPART_ARC
(8,2),-2.43394 # DEPENDENCYPART_ARC
(8,3),-2.25953 # DEPENDENCYPART_ARC
(8,4),-2.12129 # DEPENDENCYPART_ARC
(8,5),-2.25892 # DEPENDENCYPART_ARC
(8,6),-2.40503 # DEPENDENCYPART_ARC
(8,7),-1.07593 # DEPENDENCYPART_ARC
(8,9),-1.16622 # DEPENDENCYPART_ARC
(8,10),-1.32584 # DEPENDENCYPART_ARC
(8,11),-1.9724 # DEPENDENCYPART_ARC
(8,12),-1.51213 # DEPENDENCYPART_ARC
(8,13),-1.57089 # DEPENDENCYPART_ARC
(8,14),-1.22338 # DEPENDENCYPART_ARC
(8,15),-1.2953 # DEPENDENCYPART_ARC
(8,16),-1.69395 # DEPENDENCYPART_ARC
(8,17),-2.51312 # DEPENDENCYPART_ARC
(8,18),-1.71658 # DEPENDENCYPART_ARC
(8,19),-1.73214 # DEPENDENCYPART_ARC
(8,20),-1.45401 # DEPENDENCYPART_ARC
(9,1),-0.720383 # DEPENDENCYPART_ARC
(9,2),-0.524237 # DEPENDENCYPART_ARC
(9,3),-0.443428 # DEPENDENCYPART_ARC
(9,4),-0.571266 # DEPENDENCYPART_ARC
(9,5),-0.25192 # DEPENDENCYPART_ARC
(9,6),-0.0786343 # DEPENDENCYPART_ARC
(9,7),0.0648177 # DEPENDENCYPART_ARC
(9,8),0.234442 # DEPENDENCYPART_ARC
(9,10),-0.275286 # DEPENDENCYPART_ARC
(9,11),0.453374 # DEPENDENCYPART_ARC
(9,12),-0.0690518 # DEPENDENCYPART_ARC
(9,13),0.610287 # DEPENDENCYPART_ARC
(9,14),-0.181518 # DEPENDENCYPART_ARC
(9,15),0.134641 # DEPENDENCYPART_ARC
(9,16),-0.651152 # DEPENDENCYPART_ARC
(9,17),-1.0328 # DEPENDENCYPART_ARC
(9,18),-0.270275 # DEPENDENCYPART_ARC
(9,19),-0.222627 # DEPENDENCYPART_ARC
(9,20),0.48674 # DEPENDENCYPART_ARC
(10,1),-2.25658 # DEPENDENCYPART_ARC
(10,2),-2.55187 # DEPENDENCYPART_ARC
(10,3),-2.1656 # DEPENDENCYPART_ARC
(10,4),-2.10016 # DEPENDENCYPART_ARC
(10,5),-2.33079 # DEPENDENCYPART_ARC
(10,6),-3.09661 # DEPENDENCYPART_ARC
(10,7),-2.06857 # DEPENDENCYPART_ARC
(10,8),-1.56205 # DEPENDENCYPART_ARC
(10,9),-0.989743 # DEPENDENCYPART_ARC
(10,11),-0.566016 # DEPENDENCYPART_ARC
(10,12),-0.860293 # DEPENDENCYPART_ARC
(10,13),-1.21102 # DEPENDENCYPART_ARC
(10,14),-0.65254 # DEPENDENCYPART_ARC
(10,15),-1.10817 # DEPENDENCYPART_ARC
(10,16),-1.22877 # DEPENDENCYPART_ARC
(10,17),-1.83187 # DEPENDENCYPART_ARC
(10,18),-1.62659 # DEPENDENCYPART_ARC
(10,19),-1.30074 # DEPENDENCYPART_ARC
(10,20),-1.55364 # DEPENDENCYPART_ARC
(11,1),-1.3424 # DEPENDENCYPART_ARC
(11,2),-0.729663 # DEPENDENCYPART_ARC
(11,3),-0.995545 # DEPENDENCYPART_ARC
(11,4),-0.698365 # DEPENDENCYPART_ARC
(11,5),-1.21596 # DEPENDENCYPART_ARC
(11,6),-3.60774 # DEPENDENCYPART_ARC
(11,7),-1.03409 # DEPENDENCYPART_ARC
(11,8),-0.536015 # DEPENDENCYPART_ARC
(11,9),-0.174764 # DEPENDENCYPART_ARC
(11,10),3.52465 # DEPENDENCYPART_ARC
(11,12),-0.240595 # DEPENDENCYPART_ARC
(11,13),0.00928209 # DEPENDENCYPART_ARC
(11,14),0.103756 # DEPENDENCYPART_ARC
(11,15),-0.402402 # DEPENDENCYPART_ARC
(11,16),-0.83815 # DEPENDENCYPART_ARC
(11,17),-1.68974 # DEPENDENCYPART_ARC
(11,18),-0.551322 # DEPENDENCYPART_ARC
(11,19),-0.302912 # DEPENDENCYPART_ARC
(11,20),0.558994 # DEPENDENCYPART_ARC
(12,1),-1.43389 # DEPENDENCYPART_ARC
(12,2),-1.15296 # DEPENDENCYPART_ARC
(12,3),-1.05358 # DEPENDENCYPART_ARC
(12,4),-1.2428 # DEPENDENCYPART_ARC
(12,5),-0.796519 # DEPENDENCYPART_ARC
(12,6),-0.826352 # DEPENDENCYPART_ARC
(12,7),-0.672521 # DEPENDENCYPART_ARC
(12,8),-0.45826 # DEPENDENCYPART_ARC
(12,9),0.341521 # DEPENDENCYPART_ARC
(12,10),-0.0924765 # DEPENDENCYPART_ARC
(12,11),0.530146 # DEPENDENCYPART_ARC
(12,13),0.356454 # DEPENDENCYPART_ARC
(12,14),-0.395876 # DEPENDENCYPART_ARC
(12,15),-0.137038 # DEPENDENCYPART_ARC
(12,16),-0.836566 # DEPENDENCYPART_ARC
(12,17),-0.876912 # DEPENDENCYPART_ARC
(12,18),-0.699286 # DEPENDENCYPART_ARC
(12,19),-0.696228 # DEPENDENCYPART_ARC
(12,20),-0.235641 # DEPENDENCYPART_ARC
(13,1),-0.415419 # DEPENDENCYPART_ARC
(13,2),-0.602536 # DEPENDENCYPART_ARC
(13,3),0.848276 # DEPENDENCYPART_ARC
(13,4),-0.417541 # DEPENDENCYPART_ARC
(13,5),-0.335454 # DEPENDENCYPART_ARC
(13,6),2.18249 # DEPENDENCYPART_ARC
(13,7),0.538762 # DEPENDENCYPART_ARC
(13,8),1.10606 # DEPENDENCYPART_ARC
(13,9),2.81363 # DEPENDENCYPART_ARC
(13,10),0.000285231 # DEPENDENCYPART_ARC
(13,11),3.27336 # DEPENDENCYPART_ARC
(13,12),3.47684 # DEPENDENCYPART_ARC
(13,14),2.59012 # DEPENDENCYPART_ARC
(13,15),3.73924 # DEPENDENCYPART_ARC
(13,16),0.154861 # DEPENDENCYPART_ARC
(13,17),0.0304141 # DEPENDENCYPART_ARC
(13,18),2.40437 # DEPENDENCYPART_ARC
(13,19),2.3745 # DEPENDENCYPART_ARC
(13,20),2.77335 # DEPENDENCYPART_ARC
(14,1),-2.95718 # DEPENDENCYPART_ARC
(14,2),-3.2264 # DEPENDENCYPART_ARC
(14,3),-2.94842 # DEPENDENCYPART_ARC
(14,4),-2.92099 # DEPENDENCYPART_ARC
(14,5),-3.31422 # DEPENDENCYPART_ARC
(14,6),-3.72198 # DEPENDENCYPART_ARC
(14,7),-3.14558 # DEPENDENCYPART_ARC
(14,8),-2.49425 # DEPENDENCYPART_ARC
(14,9),-2.66923 # DEPENDENCYPART_ARC
(14,10),-2.56987 # DEPENDENCYPART_ARC
(14,11),-3.10676 # DEPENDENCYPART_ARC
(14,12),-2.24342 # DEPENDENCYPART_ARC
(14,13),-1.54128 # DEPENDENCYPART_ARC
(14,15),-1.45451 # DEPENDENCYPART_ARC
(14,16),-1.76727 # DEPENDENCYPART_ARC
(14,17),-2.41306 # DEPENDENCYPART_ARC
(14,18),-1.89387 # DEPENDENCYPART_ARC
(14,19),-1.9865 # DEPENDENCYPART_ARC
(14,20),-1.70181 # DEPENDENCYPART_ARC
(15,1),-0.68682 # DEPENDENCYPART_ARC
(15,2),0.0850265 # DEPENDENCYPART_ARC
(15,3),0.193542 # DEPENDENCYPART_ARC
(15,4),-0.644472 # DEPENDENCYPART_ARC
(15,5),-0.224313 # DEPENDENCYPART_ARC
(15,6),-0.261455 # DEPENDENCYPART_ARC
(15,7),-0.676643 # DEPENDENCYPART_ARC
(15,8),-0.152168 # DEPENDENCYPART_ARC
(15,9),0.182455 # DEPENDENCYPART_ARC
(15,10),-0.520963 # DEPENDENCYPART_ARC
(15,11),0.887793 # DEPENDENCYPART_ARC
(15,12),1.00692 # DEPENDENCYPART_ARC
(15,13),0.235764 # DEPENDENCYPART_ARC
(15,14),1.16704 # DEPENDENCYPART_ARC
(15,16),-0.51384 # DEPENDENCYPART_ARC
(15,17),-0.541859 # DEPENDENCYPART_ARC
(15,18),1.27424 # DEPENDENCYPART_ARC
(15,19),0.57027 # DEPENDENCYPART_ARC
(15,20),1.73073 # DEPENDENCYPART_ARC
(16,1),-2.58645 # DEPENDENCYPART_ARC
(16,2),-2.89529 # DEPENDENCYPART_ARC
(16,3),-2.44566 # DEPENDENCYPART_ARC
(16,4),-2.46571 # DEPENDENCYPART_ARC
(16,5),-2.56634 # DEPENDENCYPART_ARC
(16,6),-3.65961 # DEPENDENCYPART_ARC
(16,7),-2.97938 # DEPENDENCYPART_ARC
(16,8),-1.94959 # DEPENDENCYPART_ARC
(16,9),-2.47464 # DEPENDENCYPART_ARC
(16,10),-2.17326 # DEPENDENCYPART_ARC
(16,11),-3.34363 # DEPENDENCYPART_ARC
(16,12),-2.11477 # DEPENDENCYPART_ARC
(16,13),-2.13759 # DEPENDENCYPART_ARC
(16,14),-1.41286 # DEPENDENCYPART_ARC
(16,15),-0.831024 # DEPENDENCYPART_ARC
(16,17),-0.395285 # DEPENDENCYPART_ARC
(16,18),-0.721918 # DEPENDENCYPART_ARC
(16,19),-0.642626 # DEPENDENCYPART_ARC
(16,20),-1.02577 # DEPENDENCYPART_ARC
(17,1),-3.18478 # DEPENDENCYPART_ARC
(17,2),-1.67663 # DEPENDENCYPART_ARC
(17,3),-1.24115 # DEPENDENCYPART_ARC
(17,4),-2.35999 # DEPENDENCYPART_ARC
(17,5),-2.70674 # DEPENDENCYPART_ARC
(17,6),-5.2326 # DEPENDENCYPART_ARC
(17,7),-2.90591 # DEPENDENCYPART_ARC
(17,8),-2.24471 # DEPENDENCYPART_ARC
(17,9),-1.60416 # DEPENDENCYPART_ARC
(17,10),-1.02404 # DEPENDENCYPART_ARC
(17,11),-3.23426 # DEPENDENCYPART_ARC
(17,12),-1.08893 # DEPENDENCYPART_ARC
(17,13),-2.00024 # DEPENDENCYPART_ARC
(17,14),-0.67313 # DEPENDENCYPART_ARC
(17,15),-0.831057 # DEPENDENCYPART_ARC
(17,16),2.93294 # DEPENDENCYPART_ARC
(17,18),-0.0421555 # DEPENDENCYPART_ARC
(17,19),-0.501928 # DEPENDENCYPART_ARC
(17,20),-0.21469 # DEPENDENCYPART_ARC
(18,1),-1.32231 # DEPENDENCYPART_ARC
(18,2),-2.19281 # DEPENDENCYPART_ARC
(18,3),-0.776114 # DEPENDENCYPART_ARC
(18,4),-1.35504 # DEPENDENCYPART_ARC
(18,5),-2.12143 # DEPENDENCYPART_ARC
(18,6),-0.332918 # DEPENDENCYPART_ARC
(18,7),-1.08907 # DEPENDENCYPART_ARC
(18,8),-0.486737 # DEPENDENCYPART_ARC
(18,9),0.671087 # DEPENDENCYPART_ARC
(18,10),-1.73825 # DEPENDENCYPART_ARC
(18,11),0.253752 # DEPENDENCYPART_ARC
(18,12),0.0955903 # DEPENDENCYPART_ARC
(18,13),-0.81914 # DEPENDENCYPART_ARC
(18,14),0.0645505 # DEPENDENCYPART_ARC
(18,15),-0.00364537 # DEPENDENCYPART_ARC
(18,16),-0.504776 # DEPENDENCYPART_ARC
(18,17),1.36959 # DEPENDENCYPART_ARC
(18,19),4.33533 # DEPENDENCYPART_ARC
(18,20),2.0267 # DEPENDENCYPART_ARC
(19,1),-0.153831 # DEPENDENCYPART_ARC
(19,2),-0.438557 # DEPENDENCYPART_ARC
(19,3),0.43984 # DEPENDENCYPART_ARC
(19,4),-0.109913 # DEPENDENCYPART_ARC
(19,5),-0.233405 # DEPENDENCYPART_ARC
(19,6),2.04053 # DEPENDENCYPART_ARC
(19,7),-0.273083 # DEPENDENCYPART_ARC
(19,8),0.488202 # DEPENDENCYPART_ARC
(19,9),1.57002 # DEPENDENCYPART_ARC
(19,10),-0.421437 # DEPENDENCYPART_ARC
(19,11),0.104235 # DEPENDENCYPART_ARC
(19,12),0.863721 # DEPENDENCYPART_ARC
(19,13),-0.109063 # DEPENDENCYPART_ARC
(19,14),0.807248 # DEPENDENCYPART_ARC
(19,15),0.334374 # DEPENDENCYPART_ARC
(19,16),0.193896 # DEPENDENCYPART_ARC
(19,17),3.19624 # DEPENDENCYPART_ARC
(19,18),1.41793 # DEPENDENCYPART_ARC
(19,20),0.591093 # DEPENDENCYPART_ARC
(20,1),-3.52146 # DEPENDENCYPART_ARC
(20,2),-3.69659 # DEPENDENCYPART_ARC
(20,3),-3.44429 # DEPENDENCYPART_ARC
(20,4),-3.49044 # DEPENDENCYPART_ARC
(20,5),-3.79343 # DEPENDENCYPART_ARC
(20,6),-4.47762 # DEPENDENCYPART_ARC
(20,7),-3.5295 # DEPENDENCYPART_ARC
(20,8),-3.0604 # DEPENDENCYPART_ARC
(20,9),-3.3431 # DEPENDENCYPART_ARC
(20,10),-3.2272 # DEPENDENCYPART_ARC
(20,11),-4.12007 # DEPENDENCYPART_ARC
(20,12),-3.18175 # DEPENDENCYPART_ARC
(20,13),-3.3705 # DEPENDENCYPART_ARC
(20,14),-2.79614 # DEPENDENCYPART_ARC
(20,15),-2.99988 # DEPENDENCYPART_ARC
(20,16),-2.94381 # DEPENDENCYPART_ARC
(20,17),-3.539 # DEPENDENCYPART_ARC
(20,18),-2.63459 # DEPENDENCYPART_ARC
(20,19),-1.69016 # DEPENDENCYPART_ARC
