# _root_ A kárpótlási jegyek árfolyama 9,12 százalékkal lett több múlt heti értékénél , így 622 forinton végzett .
#goldHeads=3,3,4,7,6,7,13,7,10,11,7,13,0,15,16,13,13,
#predictedHeads=3,3,4,7,6,7,13,11,10,11,7,13,0,15,16,13,13,
(3,14),-1.47496 # DEPENDENCYPART_ARC
(3,15),-2.89108 # DEPENDENCYPART_ARC
(3,16),-1.6367 # DEPENDENCYPART_ARC
(3,17),-0.237642 # DEPENDENCYPART_ARC
(4,1),1.10522 # DEPENDENCYPART_ARC
(4,2),1.80781 # DEPENDENCYPART_ARC
(4,3),4.07481 # DEPENDENCYPART_ARC
(4,5),-0.277053 # DEPENDENCYPART_ARC
(4,6),-0.304556 # DEPENDENCYPART_ARC
(4,7),-0.301339 # DEPENDENCYPART_ARC
(4,8),-0.512416 # DEPENDENCYPART_ARC
(4,9),-0.805265 # DEPENDENCYPART_ARC
(4,10),-0.861659 # DEPENDENCYPART_ARC
(4,11),-1.5084 # DEPENDENCYPART_ARC
(4,12),0.222974 # DEPENDENCYPART_ARC
(4,13),-0.286923 # DEPENDENCYPART_ARC
(4,14),-0.719883 # DEPENDENCYPART_ARC
(4,15),-2.18828 # DEPENDENCYPART_ARC
(4,16),-1.0087 # DEPENDENCYPART_ARC
(4,17),0.275311 # DEPENDENCYPART_ARC
(5,1),0.00768829 # DEPENDENCYPART_ARC
(5,2),-0.731424 # DEPENDENCYPART_ARC
(5,3),-0.400116 # DEPENDENCYPART_ARC
(5,4),-0.0035275 # DEPENDENCYPART_ARC
(5,6),-0.867468 # DEPENDENCYPART_ARC
(5,7),-0.515738 # DEPENDENCYPART_ARC
(5,8),-1.23616 # DEPENDENCYPART_ARC
(5,9),-1.21599 # DEPENDENCYPART_ARC
(5,10),-1.31855 # DEPENDENCYPART_ARC
(5,11),-1.72406 # DEPENDENCYPART_ARC
(5,12),-0.534619 # DEPENDENCYPART_ARC
(5,13),-1.21646 # DEPENDENCYPART_ARC
(5,14),-1.47346 # DEPENDENCYPART_ARC
(5,15),-2.32035 # DEPENDENCYPART_ARC
(5,16),-1.17595 # DEPENDENCYPART_ARC
(5,17),-0.142723 # DEPENDENCYPART_ARC
(6,1),0.540972 # DEPENDENCYPART_ARC
(6,2),1.01102 # DEPENDENCYPART_ARC
(6,3),-0.853116 # DEPENDENCYPART_ARC
(6,4),-0.102944 # DEPENDENCYPART_ARC
(6,5),2.8325 # DEPENDENCYPART_ARC
(6,7),-0.730483 # DEPENDENCYPART_ARC
(6,8),-1.34547 # DEPENDENCYPART_ARC
(6,9),-1.36572 # DEPENDENCYPART_ARC
(6,10),-1.35273 # DEPENDENCYPART_ARC
(6,11),-1.74863 # DEPENDENCYPART_ARC
(6,12),-0.506396 # DEPENDENCYPART_ARC
(6,13),-0.870655 # DEPENDENCYPART_ARC
(6,14),-1.68042 # DEPENDENCYPART_ARC
(6,15),-2.5803 # DEPENDENCYPART_ARC
(6,16),-1.49861 # DEPENDENCYPART_ARC
(6,17),-0.336928 # DEPENDENCYPART_ARC
(7,1),-0.663313 # DEPENDENCYPART_ARC
(7,2),-0.258351 # DEPENDENCYPART_ARC
(7,3),1.49089 # DEPENDENCYPART_ARC
(7,4),2.43987 # DEPENDENCYPART_ARC
(7,5),0.518765 # DEPENDENCYPART_ARC
(7,6),2.39988 # DEPENDENCYPART_ARC
(7,8),1.24606 # DEPENDENCYPART_ARC
(7,9),1.05198 # DEPENDENCYPART_ARC
(7,10),0.413941 # DEPENDENCYPART_ARC
(7,11),2.9198 # DEPENDENCYPART_ARC
(7,12),1.86535 # DEPENDENCYPART_ARC
(7,13),1.34419 # DEPENDENCYPART_ARC
(7,14),-0.0715597 # DEPENDENCYPART_ARC
(7,15),0.632191 # DEPENDENCYPART_ARC
(7,16),1.26651 # DEPENDENCYPART_ARC
(7,17),1.9635 # DEPENDENCYPART_ARC
(8,1),-1.33502 # DEPENDENCYPART_ARC
(8,2),-2.26696 # DEPENDENCYPART_ARC
(8,3),-1.94783 # DEPENDENCYPART_ARC
(8,4),-1.97759 # DEPENDENCYPART_ARC
(8,5),-1.40621 # DEPENDENCYPART_ARC
(8,6),-1.96777 # DEPENDENCYPART_ARC
(8,7),-0.138289 # DEPENDENCYPART_ARC
(8,9),-0.688246 # DEPENDENCYPART_ARC
(8,10),-0.918214 # DEPENDENCYPART_ARC
(8,11),-1.31256 # DEPENDENCYPART_ARC
(8,12),-0.721393 # DEPENDENCYPART_ARC
(8,13),-1.31766 # DEPENDENCYPART_ARC
(8,14),-1.52975 # DEPENDENCYPART_ARC
(8,15),-2.17984 # DEPENDENCYPART_ARC
(8,16),-0.94952 # DEPENDENCYPART_ARC
(8,17),-0.397527 # DEPENDENCYPART_ARC
(9,1),-1.51308 # DEPENDENCYPART_ARC
(9,2),-1.65602 # DEPENDENCYPART_ARC
(9,3),-2.16604 # DEPENDENCYPART_ARC
(9,4),-2.27209 # DEPENDENCYPART_ARC
(9,5),-0.662138 # DEPENDENCYPART_ARC
(9,6),-0.989596 # DEPENDENCYPART_ARC
(9,7),-1.01307 # DEPENDENCYPART_ARC
(9,8),1.00478 # DEPENDENCYPART_ARC
(9,10),-0.568067 # DEPENDENCYPART_ARC
(9,11),-0.458822 # DEPENDENCYPART_ARC
(9,12),-0.348655 # DEPENDENCYPART_ARC
(9,13),-0.922485 # DEPENDENCYPART_ARC
(9,14),-0.832085 # DEPENDENCYPART_ARC
(9,15),-1.13337 # DEPENDENCYPART_ARC
(9,16),-0.817098 # DEPENDENCYPART_ARC
(9,17),-0.208746 # DEPENDENCYPART_ARC
(10,1),-0.686123 # DEPENDENCYPART_ARC
(10,2),-0.523869 # DEPENDENCYPART_ARC
(10,3),-1.66505 # DEPENDENCYPART_ARC
(10,4),-1.58968 # DEPENDENCYPART_ARC
(10,5),-0.380888 # DEPENDENCYPART_ARC
(10,6),-0.401552 # DEPENDENCYPART_ARC
(10,7),-0.541784 # DEPENDENCYPART_ARC
(10,8),0.814089 # DEPENDENCYPART_ARC
(10,9),2.18422 # DEPENDENCYPART_ARC
(10,11),-0.698946 # DEPENDENCYPART_ARC
(10,12),-0.721683 # DEPENDENCYPART_ARC
(10,13),-1.18111 # DEPENDENCYPART_ARC
(10,14),-1.1383 # DEPENDENCYPART_ARC
(10,15),-1.36067 # DEPENDENCYPART_ARC
(10,16),-1.22023 # DEPENDENCYPART_ARC
(10,17),-0.795406 # DEPENDENCYPART_ARC
(11,1),0.0535425 # DEPENDENCYPART_ARC
(11,2),0.223965 # DEPENDENCYPART_ARC
(11,3),0.118515 # DEPENDENCYPART_ARC
(11,4),-1.78931 # DEPENDENCYPART_ARC
(11,5),-0.180593 # DEPENDENCYPART_ARC
(11,6),-2.49314 # DEPENDENCYPART_ARC
(11,7),-1.26526 # DEPENDENCYPART_ARC
(11,8),1.40092 # DEPENDENCYPART_ARC
(11,9),2.0868 # DEPENDENCYPART_ARC
(11,10),3.03364 # DEPENDENCYPART_ARC
(11,12),-0.259247 # DEPENDENCYPART_ARC
(11,13),-0.78463 # DEPENDENCYPART_ARC
(11,14),-1.0015 # DEPENDENCYPART_ARC
(11,15),-1.39083 # DEPENDENCYPART_ARC
(11,16),-0.604139 # DEPENDENCYPART_ARC
(11,17),-0.327993 # DEPENDENCYPART_ARC
(13,1),-0.933952 # DEPENDENCYPART_ARC
(13,2),-0.100042 # DEPENDENCYPART_ARC
(13,3),-0.0201423 # DEPENDENCYPART_ARC
(13,4),-0.105916 # DEPENDENCYPART_ARC
(13,5),0.649661 # DEPENDENCYPART_ARC
(13,6),-0.0909755 # DEPENDENCYPART_ARC
(13,7),2.31591 # DEPENDENCYPART_ARC
(13,8),0.704232 # DEPENDENCYPART_ARC
(13,9),0.744874 # DEPENDENCYPART_ARC
(13,10),0.71074 # DEPENDENCYPART_ARC
(13,11),0.196255 # DEPENDENCYPART_ARC
(13,12),2.24626 # DEPENDENCYPART_ARC
(13,14),0.576248 # DEPENDENCYPART_ARC
(13,15),0.223863 # DEPENDENCYPART_ARC
(13,16),2.31222 # DEPENDENCYPART_ARC
(13,17),3.10159 # DEPENDENCYPART_ARC
(14,1),-1.15425 # DEPENDENCYPART_ARC
(14,2),-2.15185 # DEPENDENCYPART_ARC
(14,3),-2.23117 # DEPENDENCYPART_ARC
(14,4),-2.32175 # DEPENDENCYPART_ARC
(14,5),-1.55265 # DEPENDENCYPART_ARC
(14,6),-2.63693 # DEPENDENCYPART_ARC
(14,7),-1.03443 # DEPENDENCYPART_ARC
(14,8),-0.908852 # DEPENDENCYPART_ARC
(14,9),-1.50312 # DEPENDENCYPART_ARC
(14,10),-1.33087 # DEPENDENCYPART_ARC
(14,11),-1.49375 # DEPENDENCYPART_ARC
(14,12),-0.757935 # DEPENDENCYPART_ARC
(14,13),-0.200459 # DEPENDENCYPART_ARC
(14,15),-0.842628 # DEPENDENCYPART_ARC
(14,16),-0.524859 # DEPENDENCYPART_ARC
(14,17),-0.448387 # DEPENDENCYPART_ARC
(15,1),-0.0273304 # DEPENDENCYPART_ARC
(15,2),-0.0810777 # DEPENDENCYPART_ARC
(15,3),-3.02173 # DEPENDENCYPART_ARC
(15,4),-2.59439 # DEPENDENCYPART_ARC
(15,5),0.510633 # DEPENDENCYPART_ARC
(15,6),-2.93945 # DEPENDENCYPART_ARC
(15,7),-1.28646 # DEPENDENCYPART_ARC
(15,8),1.37749 # DEPENDENCYPART_ARC
(15,9),0.502997 # DEPENDENCYPART_ARC
(15,10),0.974344 # DEPENDENCYPART_ARC
(15,11),-1.70716 # DEPENDENCYPART_ARC
(15,12),0.560196 # DEPENDENCYPART_ARC
(15,13),1.11939 # DEPENDENCYPART_ARC
(15,14),3.7902 # DEPENDENCYPART_ARC
(15,16),-0.433032 # DEPENDENCYPART_ARC
(15,17),-1.06951 # DEPENDENCYPART_ARC
(16,1),-0.82099 # DEPENDENCYPART_ARC
(16,2),-1.22539 # DEPENDENCYPART_ARC
(16,3),0.493745 # DEPENDENCYPART_ARC
(16,4),1.2588 # DEPENDENCYPART_ARC
(16,5),-0.71402 # DEPENDENCYPART_ARC
(16,6),0.440089 # DEPENDENCYPART_ARC
(16,7),-0.125669 # DEPENDENCYPART_ARC
(16,8),-0.46933 # DEPENDENCYPART_ARC
(16,9),-0.355313 # DEPENDENCYPART_ARC
(16,10),-0.311564 # DEPENDENCYPART_ARC
(16,11),1.30214 # DEPENDENCYPART_ARC
(16,12),1.25442 # DEPENDENCYPART_ARC
(16,13),1.45329 # DEPENDENCYPART_ARC
(16,14),0.987132 # DEPENDENCYPART_ARC
(16,15),4.11443 # DEPENDENCYPART_ARC
(16,17),1.57805 # DEPENDENCYPART_ARC
