# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,7,14,12,12,12,12,17,7,
(5,19),-0.135686 # DEPENDENCYPART_ARC
(6,1),0.695026 # DEPENDENCYPART_ARC
(6,2),1.14975 # DEPENDENCYPART_ARC
(6,3),-0.734364 # DEPENDENCYPART_ARC
(6,4),1.58946 # DEPENDENCYPART_ARC
(6,5),2.90918 # DEPENDENCYPART_ARC
(6,7),-0.818459 # DEPENDENCYPART_ARC
(6,8),-0.7503 # DEPENDENCYPART_ARC
(6,9),-0.86408 # DEPENDENCYPART_ARC
(6,10),-1.47584 # DEPENDENCYPART_ARC
(6,11),-2.49762 # DEPENDENCYPART_ARC
(6,12),-1.50233 # DEPENDENCYPART_ARC
(6,13),-1.54349 # DEPENDENCYPART_ARC
(6,14),-2.35121 # DEPENDENCYPART_ARC
(6,15),-0.739754 # DEPENDENCYPART_ARC
(6,16),-1.21486 # DEPENDENCYPART_ARC
(6,17),-1.93883 # DEPENDENCYPART_ARC
(6,18),-3.7706 # DEPENDENCYPART_ARC
(6,19),-0.381929 # DEPENDENCYPART_ARC
(7,1),-0.00673281 # DEPENDENCYPART_ARC
(7,2),0.25394 # DEPENDENCYPART_ARC
(7,3),2.4883 # DEPENDENCYPART_ARC
(7,4),2.04435 # DEPENDENCYPART_ARC
(7,5),1.0495 # DEPENDENCYPART_ARC
(7,6),3.85576 # DEPENDENCYPART_ARC
(7,8),1.48892 # DEPENDENCYPART_ARC
(7,9),0.90986 # DEPENDENCYPART_ARC
(7,10),-0.106263 # DEPENDENCYPART_ARC
(7,11),-0.49909 # DEPENDENCYPART_ARC
(7,12),1.58969 # DEPENDENCYPART_ARC
(7,13),-1.01616 # DEPENDENCYPART_ARC
(7,14),-0.0623958 # DEPENDENCYPART_ARC
(7,15),0.727367 # DEPENDENCYPART_ARC
(7,16),1.59974 # DEPENDENCYPART_ARC
(7,17),0.747939 # DEPENDENCYPART_ARC
(7,18),-0.993324 # DEPENDENCYPART_ARC
(7,19),2.2992 # DEPENDENCYPART_ARC
(9,1),-0.831927 # DEPENDENCYPART_ARC
(9,2),-1.00352 # DEPENDENCYPART_ARC
(9,3),-0.65465 # DEPENDENCYPART_ARC
(9,4),-0.175719 # DEPENDENCYPART_ARC
(9,5),-0.132545 # DEPENDENCYPART_ARC
(9,6),-0.811026 # DEPENDENCYPART_ARC
(9,7),2.04226 # DEPENDENCYPART_ARC
(9,8),1.6664 # DEPENDENCYPART_ARC
(9,10),-0.150344 # DEPENDENCYPART_ARC
(9,11),-0.305092 # DEPENDENCYPART_ARC
(9,12),1.36661 # DEPENDENCYPART_ARC
(9,13),-0.656236 # DEPENDENCYPART_ARC
(9,14),-0.603114 # DEPENDENCYPART_ARC
(9,15),0.243537 # DEPENDENCYPART_ARC
(9,16),0.485853 # DEPENDENCYPART_ARC
(9,17),-0.018664 # DEPENDENCYPART_ARC
(9,18),-1.13353 # DEPENDENCYPART_ARC
(9,19),2.15077 # DEPENDENCYPART_ARC
(10,1),-1.44438 # DEPENDENCYPART_ARC
(10,2),-1.58351 # DEPENDENCYPART_ARC
(10,3),-2.21728 # DEPENDENCYPART_ARC
(10,4),-0.623913 # DEPENDENCYPART_ARC
(10,5),-0.885213 # DEPENDENCYPART_ARC
(10,6),-0.634815 # DEPENDENCYPART_ARC
(10,7),-1.0099 # DEPENDENCYPART_ARC
(10,8),-0.0631307 # DEPENDENCYPART_ARC
(10,9),0.140988 # DEPENDENCYPART_ARC
(10,11),-0.519527 # DEPENDENCYPART_ARC
(10,12),-0.358675 # DEPENDENCYPART_ARC
(10,13),-1.20395 # DEPENDENCYPART_ARC
(10,14),-1.2088 # DEPENDENCYPART_ARC
(10,15),-0.514121 # DEPENDENCYPART_ARC
(10,16),-0.773613 # DEPENDENCYPART_ARC
(10,17),-0.831465 # DEPENDENCYPART_ARC
(10,18),-1.84378 # DEPENDENCYPART_ARC
(10,19),-0.148498 # DEPENDENCYPART_ARC
(11,1),-0.241941 # DEPENDENCYPART_ARC
(11,2),0.414523 # DEPENDENCYPART_ARC
(11,3),-2.1257 # DEPENDENCYPART_ARC
(11,4),0.144689 # DEPENDENCYPART_ARC
(11,5),0.104518 # DEPENDENCYPART_ARC
(11,6),-3.35698 # DEPENDENCYPART_ARC
(11,7),-1.85749 # DEPENDENCYPART_ARC
(11,8),0.566652 # DEPENDENCYPART_ARC
(11,9),0.843061 # DEPENDENCYPART_ARC
(11,10),3.25909 # DEPENDENCYPART_ARC
(11,12),-0.700966 # DEPENDENCYPART_ARC
(11,13),-1.54349 # DEPENDENCYPART_ARC
(11,14),-1.54862 # DEPENDENCYPART_ARC
(11,15),-0.653349 # DEPENDENCYPART_ARC
(11,16),-1.43038 # DEPENDENCYPART_ARC
(11,17),-1.5404 # DEPENDENCYPART_ARC
(11,18),-2.30275 # DEPENDENCYPART_ARC
(11,19),-0.280748 # DEPENDENCYPART_ARC
(12,1),-0.418407 # DEPENDENCYPART_ARC
(12,2),-0.622972 # DEPENDENCYPART_ARC
(12,3),1.34577 # DEPENDENCYPART_ARC
(12,4),0.247562 # DEPENDENCYPART_ARC
(12,5),-0.210417 # DEPENDENCYPART_ARC
(12,6),1.3865 # DEPENDENCYPART_ARC
(12,7),0.313095 # DEPENDENCYPART_ARC
(12,8),1.16486 # DEPENDENCYPART_ARC
(12,9),1.81394 # DEPENDENCYPART_ARC
(12,10),1.26771 # DEPENDENCYPART_ARC
(12,11),3.73392 # DEPENDENCYPART_ARC
(12,13),0.12648 # DEPENDENCYPART_ARC
(12,14),3.07198 # DEPENDENCYPART_ARC
(12,15),1.53933 # DEPENDENCYPART_ARC
(12,16),2.90853 # DEPENDENCYPART_ARC
(12,17),1.57585 # DEPENDENCYPART_ARC
(12,18),0.213584 # DEPENDENCYPART_ARC
(12,19),1.72051 # DEPENDENCYPART_ARC
(13,2),-2.24631 # DEPENDENCYPART_ARC
(13,3),-3.30015 # DEPENDENCYPART_ARC
(13,6),-3.05207 # DEPENDENCYPART_ARC
(13,8),-1.41468 # DEPENDENCYPART_ARC
(13,9),-1.50503 # DEPENDENCYPART_ARC
(13,10),-1.66402 # DEPENDENCYPART_ARC
(13,11),-2.85335 # DEPENDENCYPART_ARC
(13,14),-0.439516 # DEPENDENCYPART_ARC
(13,15),-0.283111 # DEPENDENCYPART_ARC
(13,18),-1.55687 # DEPENDENCYPART_ARC
(14,1),-1.59305 # DEPENDENCYPART_ARC
(14,2),-1.88908 # DEPENDENCYPART_ARC
(14,3),-3.27759 # DEPENDENCYPART_ARC
(14,4),-1.27938 # DEPENDENCYPART_ARC
(14,5),-1.83235 # DEPENDENCYPART_ARC
(14,6),-3.54143 # DEPENDENCYPART_ARC
(14,7),-3.4395 # DEPENDENCYPART_ARC
(14,8),-1.43211 # DEPENDENCYPART_ARC
(14,9),-0.927131 # DEPENDENCYPART_ARC
(14,10),-1.61032 # DEPENDENCYPART_ARC
(14,11),-1.72409 # DEPENDENCYPART_ARC
(14,12),-1.52116 # DEPENDENCYPART_ARC
(14,13),3.19544 # DEPENDENCYPART_ARC
(14,15),-0.471115 # DEPENDENCYPART_ARC
(14,16),-1.30563 # DEPENDENCYPART_ARC
(14,17),-1.45858 # DEPENDENCYPART_ARC
(14,18),-2.61167 # DEPENDENCYPART_ARC
(14,19),-0.882926 # DEPENDENCYPART_ARC
(16,1),-0.951643 # DEPENDENCYPART_ARC
(16,2),-0.563693 # DEPENDENCYPART_ARC
(16,3),-0.816148 # DEPENDENCYPART_ARC
(16,4),-0.288287 # DEPENDENCYPART_ARC
(16,5),-0.258833 # DEPENDENCYPART_ARC
(16,6),-0.654506 # DEPENDENCYPART_ARC
(16,7),-0.183271 # DEPENDENCYPART_ARC
(16,8),0.326637 # DEPENDENCYPART_ARC
(16,9),0.909241 # DEPENDENCYPART_ARC
(16,10),0.179222 # DEPENDENCYPART_ARC
(16,11),0.0215089 # DEPENDENCYPART_ARC
(16,12),0.305205 # DEPENDENCYPART_ARC
(16,13),0.247318 # DEPENDENCYPART_ARC
(16,14),0.90998 # DEPENDENCYPART_ARC
(16,15),1.00982 # DEPENDENCYPART_ARC
(16,17),0.872598 # DEPENDENCYPART_ARC
(16,18),-0.461268 # DEPENDENCYPART_ARC
(16,19),1.50916 # DEPENDENCYPART_ARC
(17,1),-2.06807 # DEPENDENCYPART_ARC
(17,2),-2.96901 # DEPENDENCYPART_ARC
(17,3),-1.43553 # DEPENDENCYPART_ARC
(17,4),-1.81105 # DEPENDENCYPART_ARC
(17,5),-2.71208 # DEPENDENCYPART_ARC
(17,6),-1.27391 # DEPENDENCYPART_ARC
(17,7),-1.44019 # DEPENDENCYPART_ARC
(17,8),-0.442569 # DEPENDENCYPART_ARC
(17,9),0.0140252 # DEPENDENCYPART_ARC
(17,10),-2.02081 # DEPENDENCYPART_ARC
(17,11),-0.0753038 # DEPENDENCYPART_ARC
(17,12),-0.810096 # DEPENDENCYPART_ARC
(17,13),-1.48135 # DEPENDENCYPART_ARC
(17,14),0.0424784 # DEPENDENCYPART_ARC
(17,15),0.230407 # DEPENDENCYPART_ARC
(17,16),-0.355992 # DEPENDENCYPART_ARC
(17,18),3.15174 # DEPENDENCYPART_ARC
(17,19),1.4862 # DEPENDENCYPART_ARC
(18,1),-2.57141 # DEPENDENCYPART_ARC
(18,2),-2.01464 # DEPENDENCYPART_ARC
(18,3),-4.19582 # DEPENDENCYPART_ARC
(18,4),-1.4756 # DEPENDENCYPART_ARC
(18,5),-1.80342 # DEPENDENCYPART_ARC
(18,6),-5.65348 # DEPENDENCYPART_ARC
(18,7),-3.75333 # DEPENDENCYPART_ARC
(18,8),-1.63686 # DEPENDENCYPART_ARC
(18,9),-1.36288 # DEPENDENCYPART_ARC
(18,10),-1.88986 # DEPENDENCYPART_ARC
(18,11),-3.69554 # DEPENDENCYPART_ARC
(18,12),-2.7383 # DEPENDENCYPART_ARC
(18,13),-0.434644 # DEPENDENCYPART_ARC
(18,14),-2.98429 # DEPENDENCYPART_ARC
(18,15),-0.632843 # DEPENDENCYPART_ARC
(18,16),-0.915183 # DEPENDENCYPART_ARC
(18,17),-0.936533 # DEPENDENCYPART_ARC
(18,19),-0.126199 # DEPENDENCYPART_ARC
