# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(12,14),-0.684605 # DEPENDENCYPART_ARC
(12,15),-0.909915 # DEPENDENCYPART_ARC
(12,16),-0.198491 # DEPENDENCYPART_ARC
(12,18),-0.659644 # DEPENDENCYPART_ARC
(12,19),-0.20897 # DEPENDENCYPART_ARC
(13,12),-0.709073 # DEPENDENCYPART_ARC
(13,14),-0.302847 # DEPENDENCYPART_ARC
(13,18),-1.13831 # DEPENDENCYPART_ARC
(14,9),-1.44196 # DEPENDENCYPART_ARC
(14,16),-0.921254 # DEPENDENCYPART_ARC
(14,18),-1.11581 # DEPENDENCYPART_ARC
(14,19),-0.944155 # DEPENDENCYPART_ARC
(15,6),-0.617841 # DEPENDENCYPART_ARC
(15,12),-0.553805 # DEPENDENCYPART_ARC
(15,13),-0.521456 # DEPENDENCYPART_ARC
(15,14),-0.257173 # DEPENDENCYPART_ARC
(15,16),-0.791595 # DEPENDENCYPART_ARC
(15,17),-1.13686 # DEPENDENCYPART_ARC
(15,20),-1.11347 # DEPENDENCYPART_ARC
(16,1),-0.400727 # DEPENDENCYPART_ARC
(16,2),-1.30268 # DEPENDENCYPART_ARC
(16,4),-0.676215 # DEPENDENCYPART_ARC
(16,5),-0.591177 # DEPENDENCYPART_ARC
(16,6),-0.796237 # DEPENDENCYPART_ARC
(16,7),-0.879431 # DEPENDENCYPART_ARC
(16,8),-0.296061 # DEPENDENCYPART_ARC
(16,9),-0.545294 # DEPENDENCYPART_ARC
(16,10),-0.854994 # DEPENDENCYPART_ARC
(16,11),-1.19149 # DEPENDENCYPART_ARC
(16,12),-0.32366 # DEPENDENCYPART_ARC
(16,13),0.00110177 # DEPENDENCYPART_ARC
(16,14),0.484221 # DEPENDENCYPART_ARC
(16,15),0.939136 # DEPENDENCYPART_ARC
(16,17),0.396304 # DEPENDENCYPART_ARC
(16,18),0.15638 # DEPENDENCYPART_ARC
(16,19),-0.0477635 # DEPENDENCYPART_ARC
(16,20),-0.192942 # DEPENDENCYPART_ARC
(17,9),-1.3313 # DEPENDENCYPART_ARC
(17,13),-0.660774 # DEPENDENCYPART_ARC
(17,16),0.117773 # DEPENDENCYPART_ARC
(17,18),-0.231517 # DEPENDENCYPART_ARC
(18,4),-0.823382 # DEPENDENCYPART_ARC
(18,5),-2.38114 # DEPENDENCYPART_ARC
(18,6),-0.796694 # DEPENDENCYPART_ARC
(18,9),-0.835175 # DEPENDENCYPART_ARC
(18,10),-2.31757 # DEPENDENCYPART_ARC
(18,11),-1.29243 # DEPENDENCYPART_ARC
(18,12),-0.847657 # DEPENDENCYPART_ARC
(18,13),-1.05174 # DEPENDENCYPART_ARC
(18,14),-0.778071 # DEPENDENCYPART_ARC
(18,16),0.107758 # DEPENDENCYPART_ARC
(18,17),1.29625 # DEPENDENCYPART_ARC
(18,19),-0.80737 # DEPENDENCYPART_ARC
(18,20),-1.2093 # DEPENDENCYPART_ARC
(18,21),-1.00548 # DEPENDENCYPART_ARC
(19,1),-0.707479 # DEPENDENCYPART_ARC
(19,4),-0.500085 # DEPENDENCYPART_ARC
(19,5),-0.563524 # DEPENDENCYPART_ARC
(19,6),-0.687061 # DEPENDENCYPART_ARC
(19,7),-0.877319 # DEPENDENCYPART_ARC
(19,8),-1.26967 # DEPENDENCYPART_ARC
(19,9),-0.427411 # DEPENDENCYPART_ARC
(19,10),-0.810833 # DEPENDENCYPART_ARC
(19,11),-1.34681 # DEPENDENCYPART_ARC
(19,12),-0.57244 # DEPENDENCYPART_ARC
(19,13),-0.416569 # DEPENDENCYPART_ARC
(19,14),0.0574647 # DEPENDENCYPART_ARC
(19,15),-0.197361 # DEPENDENCYPART_ARC
(19,16),0.0379173 # DEPENDENCYPART_ARC
(19,17),0.250238 # DEPENDENCYPART_ARC
(19,18),1.6907 # DEPENDENCYPART_ARC
(19,20),1.84974 # DEPENDENCYPART_ARC
(19,21),-0.539513 # DEPENDENCYPART_ARC
(20,14),-1.64375 # DEPENDENCYPART_ARC
(20,18),-0.81591 # DEPENDENCYPART_ARC
(20,21),1.79719 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.13484 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.00877667 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.0515538 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.0183891 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.0672795 # DEPENDENCYPART_SIBL
(0,1),(0,7),0.00862162 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.03194 # DEPENDENCYPART_SIBL
(0,1),(0,10),0.00878585 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0875943 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.025729 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.0553243 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.0728182 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.140027 # DEPENDENCYPART_SIBL
(0,1),(0,17),0.0183958 # DEPENDENCYPART_SIBL
(0,1),(0,18),0.0509438 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.11373 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.0602908 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.177381 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.197464 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.132974 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.192692 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.177934 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.183944 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.177376 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.413823 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.226163 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.292808 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.107489 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.221187 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.314672 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.132739 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.202026 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.294676 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.205532 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.340789 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0141734 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0415876 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.00695924 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.0285007 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.0472195 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.0285006 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.125889 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0691237 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.0255115 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.0132952 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.0678714 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.143278 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.0415849 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0123084 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.116991 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.0555133 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.132639 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.0174521 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.0661729 # DEPENDENCYPART_SIBL
(0,4),(0,7),0.00799148 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0325974 # DEPENDENCYPART_SIBL
(0,4),(0,10),0.00815571 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.135463 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.0887076 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.025091 # DEPENDENCYPART_SIBL
(0,4),(0,14),0.0546991 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.0734425 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.142674 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0174588 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.0498371 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.116377 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.060915 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.175605 # DEPENDENCYPART_SIBL
(0,5),(0,6),0.000801724 # DEPENDENCYPART_SIBL
(0,5),(0,7),0.0479873 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.040351 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0478047 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.072892 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.0649171 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0159538 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0191171 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.044802 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.125487 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.0109805 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.00442384 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.0991808 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.0325205 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0798058 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.000308988 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0408707 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.000144758 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.143771 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.0968196 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.0167894 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.0463937 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.0817489 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.148958 # DEPENDENCYPART_SIBL
(0,6),(0,17),0.00722413 # DEPENDENCYPART_SIBL
(0,6),(0,18),0.0300944 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.122661 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0692214 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.183913 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0472195 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.0383838 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.126584 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.0610995 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.0255115 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.0132952 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.0679769 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.147024 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.0422435 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.0117807 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.120737 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.0556189 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.133606 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0547725 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.0763754 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0815471 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.0632268 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.029183 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.082595 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.206454 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.0336004 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.0266346 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.177877 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.0700983 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.106242 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.12553 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.0694501 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.0258645 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.0129422 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.0681487 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.146646 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.0419631 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0113297 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.120359 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.0557906 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.132635 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.226163 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.292808 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.107489 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.221187 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.314672 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.132739 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.202026 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.294676 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.205532 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.340789 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.0836049 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.0189221 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.0387246 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.062495 # DEPENDENCYPART_SIBL
(0,12),(0,17),0.0259318 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.0223684 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.0336293 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.00608381 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.0473547 # DEPENDENCYPART_SIBL
(0,13),(0,14),0.138321 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.0688585 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.0873938 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.0561679 # DEPENDENCYPART_SIBL
(0,13),(0,18),0.0843022 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.0309177 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.0502937 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.0967082 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.0552314 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.120019 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.00298405 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.0106538 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.0934321 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.0431797 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.0912671 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.0288948 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.0147085 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.0118385 # DEPENDENCYPART_SIBL
(0,15),(0,19),0.000250867 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.0952097 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.0730602 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.00259231 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.00822125 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.120505 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.00383276 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.0720938 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.00449455 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.0991771 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.0325205 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.0798058 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.11373 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.0602908 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.000397777 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.0721363 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0806518 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0830413 # DEPENDENCYPART_SIBL
(1,2),(1,5),-0.0284061 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.105894 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.03659 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0945031 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.151417 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.028056 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0231816 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.00312044 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0174658 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0477217 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.000929869 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.00911365 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0120909 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.00582426 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0268668 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.027177 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0164302 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.00428873 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.00834643 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0269512 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0159069 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.028833 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0444157 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0424379 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0743901 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.04857 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0740593 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0515131 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.0556039 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0694919 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0640214 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0240669 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0616681 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0289545 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0173989 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0161927 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.10578 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0191154 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0878986 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0504846 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0212454 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0184607 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0125131 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0378014 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00324887 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0139009 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0767576 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0131057 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0424232 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0262297 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0445047 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0473164 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0187071 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0559445 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0103239 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0220682 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0264012 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.024577 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0199075 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0113728 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00699304 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.000274268 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.000933931 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0279656 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0469703 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.116937 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0426567 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0201424 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0056188 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.072545 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0476472 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0160567 # DEPENDENCYPART_SIBL
