# _root_ zergatik oroitu behar_zuen nitaz , bere bizitzan_zehar , gainean eta azpian izandako ehundaka haietariko beste bat gehiago ez banintz bezala ? .
#goldHeads=3,3,0,2,4,7,3,7,10,12,10,16,14,16,16,19,16,19,3,19,20,21,
#predictedHeads=2,3,0,2,4,7,10,7,10,12,10,0,12,15,16,19,16,19,12,19,20,21,
(5,13),-1.15233 # DEPENDENCYPART_ARC
(5,15),-1.15495 # DEPENDENCYPART_ARC
(5,17),-1.06911 # DEPENDENCYPART_ARC
(6,5),-0.394571 # DEPENDENCYPART_ARC
(7,2),-0.90467 # DEPENDENCYPART_ARC
(7,3),-1.44276 # DEPENDENCYPART_ARC
(7,4),-1.33043 # DEPENDENCYPART_ARC
(7,5),-0.940042 # DEPENDENCYPART_ARC
(7,6),0.934675 # DEPENDENCYPART_ARC
(7,8),1.09381 # DEPENDENCYPART_ARC
(7,9),-1.23907 # DEPENDENCYPART_ARC
(7,10),-1.37069 # DEPENDENCYPART_ARC
(7,11),-1.54981 # DEPENDENCYPART_ARC
(7,12),-1.71335 # DEPENDENCYPART_ARC
(7,13),-2.22888 # DEPENDENCYPART_ARC
(7,15),-1.12128 # DEPENDENCYPART_ARC
(7,16),-1.84634 # DEPENDENCYPART_ARC
(7,17),-3.81 # DEPENDENCYPART_ARC
(7,19),-1.26064 # DEPENDENCYPART_ARC
(8,3),-1.35209 # DEPENDENCYPART_ARC
(8,7),-0.586041 # DEPENDENCYPART_ARC
(8,9),-0.464646 # DEPENDENCYPART_ARC
(8,12),-0.883218 # DEPENDENCYPART_ARC
(8,13),-1.07341 # DEPENDENCYPART_ARC
(8,17),-1.11019 # DEPENDENCYPART_ARC
(9,2),-1.51393 # DEPENDENCYPART_ARC
(9,3),-2.29625 # DEPENDENCYPART_ARC
(9,5),-1.65318 # DEPENDENCYPART_ARC
(9,6),-0.666185 # DEPENDENCYPART_ARC
(9,7),-0.880143 # DEPENDENCYPART_ARC
(9,8),-0.143658 # DEPENDENCYPART_ARC
(9,10),-0.735096 # DEPENDENCYPART_ARC
(9,11),-1.81809 # DEPENDENCYPART_ARC
(9,13),-2.17618 # DEPENDENCYPART_ARC
(9,15),-1.42051 # DEPENDENCYPART_ARC
(9,16),-1.97834 # DEPENDENCYPART_ARC
(9,17),-3.31072 # DEPENDENCYPART_ARC
(9,19),-1.78945 # DEPENDENCYPART_ARC
(10,2),-0.712312 # DEPENDENCYPART_ARC
(10,3),-0.514414 # DEPENDENCYPART_ARC
(10,5),-1.45496 # DEPENDENCYPART_ARC
(10,7),0.262767 # DEPENDENCYPART_ARC
(10,8),-1.0626 # DEPENDENCYPART_ARC
(10,9),1.62509 # DEPENDENCYPART_ARC
(10,11),2.02047 # DEPENDENCYPART_ARC
(10,12),-0.345787 # DEPENDENCYPART_ARC
(10,13),-0.697194 # DEPENDENCYPART_ARC
(10,16),-0.655243 # DEPENDENCYPART_ARC
(10,19),-0.273772 # DEPENDENCYPART_ARC
(11,2),-2.03117 # DEPENDENCYPART_ARC
(11,5),-2.28608 # DEPENDENCYPART_ARC
(11,7),-1.97311 # DEPENDENCYPART_ARC
(11,8),-1.90703 # DEPENDENCYPART_ARC
(11,9),-2.74485 # DEPENDENCYPART_ARC
(11,10),-0.492735 # DEPENDENCYPART_ARC
(11,12),-0.654099 # DEPENDENCYPART_ARC
(11,13),-1.28437 # DEPENDENCYPART_ARC
(11,14),-2.38746 # DEPENDENCYPART_ARC
(11,15),-0.96616 # DEPENDENCYPART_ARC
(11,16),-1.54917 # DEPENDENCYPART_ARC
(11,17),-2.85641 # DEPENDENCYPART_ARC
(11,19),-1.53309 # DEPENDENCYPART_ARC
(11,22),-1.50715 # DEPENDENCYPART_ARC
(12,2),-1.0592 # DEPENDENCYPART_ARC
(12,3),-1.40201 # DEPENDENCYPART_ARC
(12,4),-0.471624 # DEPENDENCYPART_ARC
(12,5),-1.69973 # DEPENDENCYPART_ARC
(12,6),-1.55608 # DEPENDENCYPART_ARC
(12,7),0.0461182 # DEPENDENCYPART_ARC
(12,8),-1.58708 # DEPENDENCYPART_ARC
(12,9),0.291909 # DEPENDENCYPART_ARC
(12,10),-0.00582083 # DEPENDENCYPART_ARC
(12,11),1.70461 # DEPENDENCYPART_ARC
(12,13),0.118045 # DEPENDENCYPART_ARC
(12,14),-1.06987 # DEPENDENCYPART_ARC
(12,15),-0.980664 # DEPENDENCYPART_ARC
(12,16),-1.162 # DEPENDENCYPART_ARC
(12,17),-1.42498 # DEPENDENCYPART_ARC
(12,18),-0.920846 # DEPENDENCYPART_ARC
(12,19),-0.994362 # DEPENDENCYPART_ARC
(12,20),-1.06157 # DEPENDENCYPART_ARC
(13,10),-0.59015 # DEPENDENCYPART_ARC
(13,11),-0.878519 # DEPENDENCYPART_ARC
(13,16),-0.388314 # DEPENDENCYPART_ARC
(14,12),0.0541672 # DEPENDENCYPART_ARC
(14,15),0.0519937 # DEPENDENCYPART_ARC
(14,17),-1.54025 # DEPENDENCYPART_ARC
(15,13),-0.807776 # DEPENDENCYPART_ARC
(15,14),-0.0891791 # DEPENDENCYPART_ARC
(15,16),0.211602 # DEPENDENCYPART_ARC
(16,15),0.513366 # DEPENDENCYPART_ARC
(16,17),0.516115 # DEPENDENCYPART_ARC
(16,19),-0.520152 # DEPENDENCYPART_ARC
(17,15),-0.559301 # DEPENDENCYPART_ARC
(17,16),0.00502184 # DEPENDENCYPART_ARC
(17,18),0.702147 # DEPENDENCYPART_ARC
(18,11),-1.68038 # DEPENDENCYPART_ARC
(18,19),-0.644531 # DEPENDENCYPART_ARC
(19,2),-1.05574 # DEPENDENCYPART_ARC
(19,7),-0.27194 # DEPENDENCYPART_ARC
(19,9),-0.413676 # DEPENDENCYPART_ARC
(19,10),-0.846607 # DEPENDENCYPART_ARC
(19,11),-0.248764 # DEPENDENCYPART_ARC
(19,12),-1.18074 # DEPENDENCYPART_ARC
(19,14),-1.05181 # DEPENDENCYPART_ARC
(19,15),-0.460276 # DEPENDENCYPART_ARC
(19,16),-0.498729 # DEPENDENCYPART_ARC
(19,17),0.107199 # DEPENDENCYPART_ARC
(19,18),0.984436 # DEPENDENCYPART_ARC
(19,20),0.693432 # DEPENDENCYPART_ARC
(20,19),-0.374839 # DEPENDENCYPART_ARC
(20,21),0.950634 # DEPENDENCYPART_ARC
(20,22),-0.0661882 # DEPENDENCYPART_ARC
(21,22),1.50514 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0113548 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.0411377 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.107377 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0596248 # DEPENDENCYPART_SIBL
(0,1),(0,7),0.136554 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0596248 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.136554 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.00673239 # DEPENDENCYPART_SIBL
(0,1),(0,11),0.136554 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0113548 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.10666 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.10666 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.10509 # DEPENDENCYPART_SIBL
(0,1),(0,16),0.108026 # DEPENDENCYPART_SIBL
(0,1),(0,17),0.105353 # DEPENDENCYPART_SIBL
(0,1),(0,18),0.214957 # DEPENDENCYPART_SIBL
(0,1),(0,19),0.033713 # DEPENDENCYPART_SIBL
(0,1),(0,20),0.0154603 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.120473 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.0802695 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0370423 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.00892461 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0464622 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.00562242 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0464622 # DEPENDENCYPART_SIBL
(0,2),(0,9),-0.00562268 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.126699 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.00562242 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.117133 # DEPENDENCYPART_SIBL
(0,2),(0,13),0.00696244 # DEPENDENCYPART_SIBL
(0,2),(0,14),0.00696244 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.00611805 # DEPENDENCYPART_SIBL
(0,2),(0,16),0.00756054 # DEPENDENCYPART_SIBL
(0,2),(0,17),0.00488681 # DEPENDENCYPART_SIBL
(0,2),(0,18),0.00430564 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.0416546 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.00211115 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0747836 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.0693041 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0118813 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0343258 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.014591 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.0343258 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.0145908 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.105893 # DEPENDENCYPART_SIBL
(0,3),(0,11),0.014591 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0593245 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.0277683 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.0277683 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.0269239 # DEPENDENCYPART_SIBL
(0,3),(0,16),0.0283664 # DEPENDENCYPART_SIBL
(0,3),(0,17),0.0256927 # DEPENDENCYPART_SIBL
(0,3),(0,18),0.0251115 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.0208488 # DEPENDENCYPART_SIBL
(0,3),(0,20),0.0186947 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.0591794 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.0536999 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.063043 # DEPENDENCYPART_SIBL
(0,4),(0,7),0.0592135 # DEPENDENCYPART_SIBL
(0,4),(0,8),0.063043 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.0592133 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.00695059 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.0592135 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.00515646 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0528675 # DEPENDENCYPART_SIBL
(0,4),(0,14),0.0528675 # DEPENDENCYPART_SIBL
(0,4),(0,15),0.0520244 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0458474 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0526847 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.126081 # DEPENDENCYPART_SIBL
(0,4),(0,19),-4.83325e-05 # DEPENDENCYPART_SIBL
(0,4),(0,20),0.0756273 # DEPENDENCYPART_SIBL
(0,4),(0,21),0.00314673 # DEPENDENCYPART_SIBL
(0,4),(0,22),0.0231915 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.202026 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.413823 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.202027 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.226163 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.202026 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.293028 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.177376 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.177376 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.18141 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.173746 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.17979 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.107489 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.184059 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.24192 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.368692 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.340789 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.13484 # DEPENDENCYPART_SIBL
(0,7),(0,9),0.0509435 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.0875943 # DEPENDENCYPART_SIBL
(0,7),(0,11),0.0509439 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.112279 # DEPENDENCYPART_SIBL
(0,7),(0,13),0.00878585 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.00878585 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.000523468 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.00105084 # DEPENDENCYPART_SIBL
(0,7),(0,17),0.00999352 # DEPENDENCYPART_SIBL
(0,7),(0,18),0.0553243 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.0320054 # DEPENDENCYPART_SIBL
(0,7),(0,20),0.0457426 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.187715 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.174982 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.202027 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.226163 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.202026 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.293028 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.177376 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.177376 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.18141 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.173746 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.17979 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.107489 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.184059 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.24192 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.368692 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.340789 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.0875944 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.0509438 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.112279 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.00878576 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.00878576 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.000523563 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.00105094 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.00999343 # DEPENDENCYPART_SIBL
(0,9),(0,18),0.055324 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.0320055 # DEPENDENCYPART_SIBL
(0,9),(0,20),0.0457425 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.187716 # DEPENDENCYPART_SIBL
(0,9),(0,22),-0.174982 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.0223684 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.032339 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.0350372 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.0350372 # DEPENDENCYPART_SIBL
(0,10),(0,15),0.0327891 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.0364992 # DEPENDENCYPART_SIBL
(0,10),(0,17),0.0344902 # DEPENDENCYPART_SIBL
(0,10),(0,18),0.0189221 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.0618446 # DEPENDENCYPART_SIBL
(0,10),(0,20),0.100534 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0612717 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.0473547 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.112279 # DEPENDENCYPART_SIBL
(0,11),(0,13),0.00878585 # DEPENDENCYPART_SIBL
(0,11),(0,14),0.00878585 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.000523468 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.00105084 # DEPENDENCYPART_SIBL
(0,11),(0,17),0.00999352 # DEPENDENCYPART_SIBL
(0,11),(0,18),0.0553243 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.0320054 # DEPENDENCYPART_SIBL
(0,11),(0,20),0.0457426 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.187715 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.174982 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.0069624 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.0069624 # DEPENDENCYPART_SIBL
(0,12),(0,15),0.00611801 # DEPENDENCYPART_SIBL
(0,12),(0,16),0.0075605 # DEPENDENCYPART_SIBL
(0,12),(0,17),0.00488677 # DEPENDENCYPART_SIBL
(0,12),(0,18),0.00430559 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.0416547 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.00211119 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.0747836 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.0693041 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.0329796 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.0365286 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.0587797 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.0332431 # DEPENDENCYPART_SIBL
(0,13),(0,18),0.0132952 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.0472849 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.00102165 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.148205 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.132282 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.0365286 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0587797 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.0332431 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.0132952 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.0472849 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.00102007 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.148205 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.132282 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.0824591 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0504004 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.00462519 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.0561601 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.00969945 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.162322 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.146399 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0269857 # DEPENDENCYPART_SIBL
(0,16),(0,18),0.0111699 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.049521 # DEPENDENCYPART_SIBL
(0,16),(0,20),0.0100743 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.150318 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.134395 # DEPENDENCYPART_SIBL
(0,17),(0,18),0.0132952 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.0477838 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.00102008 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.148205 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.132283 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.0462184 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.00305735 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.106072 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.0912671 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.0392738 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.133217 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.106276 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0935948 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.0626453 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.134634 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0119909 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0104119 # DEPENDENCYPART_SIBL
(2,1),(2,5),-0.00201578 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0167271 # DEPENDENCYPART_SIBL
(2,1),(2,7),-0.00818463 # DEPENDENCYPART_SIBL
(2,1),(2,8),-0.00201578 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.00818463 # DEPENDENCYPART_SIBL
(2,1),(2,10),-0.0156122 # DEPENDENCYPART_SIBL
(2,1),(2,11),-0.00818463 # DEPENDENCYPART_SIBL
(2,1),(2,12),-0.011562 # DEPENDENCYPART_SIBL
(2,1),(2,13),-0.0126592 # DEPENDENCYPART_SIBL
(2,1),(2,19),-0.0141435 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00262241 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0519198 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0133951 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0455868 # DEPENDENCYPART_SIBL
(2,3),(2,8),-0.0519198 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0455868 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0409922 # DEPENDENCYPART_SIBL
(2,3),(2,11),-0.0455868 # DEPENDENCYPART_SIBL
(2,3),(2,12),-0.0097372 # DEPENDENCYPART_SIBL
(2,3),(2,13),-0.0111246 # DEPENDENCYPART_SIBL
(2,3),(2,19),-0.035509 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.00448222 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.00681013 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0141689 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.00448222 # DEPENDENCYPART_SIBL
(2,4),(2,9),-0.0141689 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.00451233 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0141689 # DEPENDENCYPART_SIBL
(2,4),(2,12),0.0120146 # DEPENDENCYPART_SIBL
(2,4),(2,13),-0.00468527 # DEPENDENCYPART_SIBL
(2,4),(2,19),-0.0262577 # DEPENDENCYPART_SIBL
(2,5),(2,6),-0.105532 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0970364 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.276255 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0970365 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0468171 # DEPENDENCYPART_SIBL
(2,5),(2,11),-0.0970364 # DEPENDENCYPART_SIBL
(2,5),(2,12),-0.038407 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.102229 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.0366121 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.032211 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0593086 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.032211 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.00616287 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.032211 # DEPENDENCYPART_SIBL
(2,6),(2,12),-0.0311763 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.0275446 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.029016 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0287287 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0147462 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0177629 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0147462 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.0153158 # DEPENDENCYPART_SIBL
(2,7),(2,13),0.00210423 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.057339 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0970365 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0468171 # DEPENDENCYPART_SIBL
(2,8),(2,11),-0.0970364 # DEPENDENCYPART_SIBL
(2,8),(2,12),-0.038407 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.102229 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.0366121 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0177629 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0147462 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.0153158 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.00210423 # DEPENDENCYPART_SIBL
