# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(10,9),0.104437 # DEPENDENCYPART_ARC
(10,11),-0.80775 # DEPENDENCYPART_ARC
(10,12),-1.65877 # DEPENDENCYPART_ARC
(10,13),-2.22752 # DEPENDENCYPART_ARC
(10,21),-1.57794 # DEPENDENCYPART_ARC
(11,8),-1.37946 # DEPENDENCYPART_ARC
(11,9),-0.691072 # DEPENDENCYPART_ARC
(11,10),-0.342868 # DEPENDENCYPART_ARC
(11,12),-0.118614 # DEPENDENCYPART_ARC
(12,3),-1.11836 # DEPENDENCYPART_ARC
(12,4),-0.360186 # DEPENDENCYPART_ARC
(12,6),-0.399793 # DEPENDENCYPART_ARC
(12,7),-0.583356 # DEPENDENCYPART_ARC
(12,8),-0.40099 # DEPENDENCYPART_ARC
(12,9),-0.680575 # DEPENDENCYPART_ARC
(12,10),0.213067 # DEPENDENCYPART_ARC
(12,11),0.978293 # DEPENDENCYPART_ARC
(12,13),1.66526 # DEPENDENCYPART_ARC
(12,14),-0.543909 # DEPENDENCYPART_ARC
(12,15),-0.638197 # DEPENDENCYPART_ARC
(12,16),-0.349778 # DEPENDENCYPART_ARC
(12,17),-0.707628 # DEPENDENCYPART_ARC
(12,18),-0.967538 # DEPENDENCYPART_ARC
(12,19),-0.611593 # DEPENDENCYPART_ARC
(12,20),-0.915439 # DEPENDENCYPART_ARC
(12,21),-1.0957 # DEPENDENCYPART_ARC
(13,10),-0.207396 # DEPENDENCYPART_ARC
(13,12),-0.192941 # DEPENDENCYPART_ARC
(13,14),0.090876 # DEPENDENCYPART_ARC
(13,15),-0.157712 # DEPENDENCYPART_ARC
(13,17),-0.833527 # DEPENDENCYPART_ARC
(13,18),-1.00872 # DEPENDENCYPART_ARC
(13,19),-0.698372 # DEPENDENCYPART_ARC
(13,20),-0.914286 # DEPENDENCYPART_ARC
(14,4),-0.47453 # DEPENDENCYPART_ARC
(14,5),-1.11267 # DEPENDENCYPART_ARC
(14,6),-0.432408 # DEPENDENCYPART_ARC
(14,7),-0.623571 # DEPENDENCYPART_ARC
(14,8),-0.895311 # DEPENDENCYPART_ARC
(14,9),-0.852947 # DEPENDENCYPART_ARC
(14,10),-0.397309 # DEPENDENCYPART_ARC
(14,11),-0.213798 # DEPENDENCYPART_ARC
(14,12),0.198484 # DEPENDENCYPART_ARC
(14,13),0.794124 # DEPENDENCYPART_ARC
(14,15),1.04822 # DEPENDENCYPART_ARC
(14,16),-0.772333 # DEPENDENCYPART_ARC
(14,17),-1.68466 # DEPENDENCYPART_ARC
(14,18),-1.15829 # DEPENDENCYPART_ARC
(14,19),-0.941505 # DEPENDENCYPART_ARC
(14,20),-1.09757 # DEPENDENCYPART_ARC
(14,21),-0.587122 # DEPENDENCYPART_ARC
(15,14),-0.691139 # DEPENDENCYPART_ARC
(15,16),-0.314075 # DEPENDENCYPART_ARC
(15,17),-1.07285 # DEPENDENCYPART_ARC
(16,3),-1.07451 # DEPENDENCYPART_ARC
(16,4),-0.536712 # DEPENDENCYPART_ARC
(16,5),-1.03098 # DEPENDENCYPART_ARC
(16,6),-0.46836 # DEPENDENCYPART_ARC
(16,7),-1.32818 # DEPENDENCYPART_ARC
(16,8),-0.959091 # DEPENDENCYPART_ARC
(16,9),-0.776748 # DEPENDENCYPART_ARC
(16,10),-0.925686 # DEPENDENCYPART_ARC
(16,11),-0.777926 # DEPENDENCYPART_ARC
(16,12),-0.544138 # DEPENDENCYPART_ARC
(16,13),-0.0603301 # DEPENDENCYPART_ARC
(16,14),0.366218 # DEPENDENCYPART_ARC
(16,15),-0.270717 # DEPENDENCYPART_ARC
(16,17),0.283418 # DEPENDENCYPART_ARC
(16,18),-0.632913 # DEPENDENCYPART_ARC
(16,19),-0.606325 # DEPENDENCYPART_ARC
(16,20),-0.544287 # DEPENDENCYPART_ARC
(17,14),-1.88942 # DEPENDENCYPART_ARC
(17,16),-0.657803 # DEPENDENCYPART_ARC
(17,18),-0.316871 # DEPENDENCYPART_ARC
(17,19),-0.753124 # DEPENDENCYPART_ARC
(17,20),-1.22852 # DEPENDENCYPART_ARC
(18,4),-0.510662 # DEPENDENCYPART_ARC
(18,6),-0.578201 # DEPENDENCYPART_ARC
(18,11),-0.996858 # DEPENDENCYPART_ARC
(18,12),-0.727893 # DEPENDENCYPART_ARC
(18,13),-1.01878 # DEPENDENCYPART_ARC
(18,14),-1.49674 # DEPENDENCYPART_ARC
(18,15),-1.06431 # DEPENDENCYPART_ARC
(18,16),-0.478663 # DEPENDENCYPART_ARC
(18,17),0.847449 # DEPENDENCYPART_ARC
(18,19),0.208549 # DEPENDENCYPART_ARC
(18,20),-0.516992 # DEPENDENCYPART_ARC
(18,21),-0.769197 # DEPENDENCYPART_ARC
(19,3),-0.4297 # DEPENDENCYPART_ARC
(19,5),-0.492069 # DEPENDENCYPART_ARC
(19,7),-1.28811 # DEPENDENCYPART_ARC
(19,8),-1.05135 # DEPENDENCYPART_ARC
(19,10),-0.995221 # DEPENDENCYPART_ARC
(19,11),-0.963908 # DEPENDENCYPART_ARC
(19,12),-0.672496 # DEPENDENCYPART_ARC
(19,14),-0.201179 # DEPENDENCYPART_ARC
(19,15),-1.32116 # DEPENDENCYPART_ARC
(19,16),-0.451093 # DEPENDENCYPART_ARC
(19,17),-0.267763 # DEPENDENCYPART_ARC
(19,18),1.71253 # DEPENDENCYPART_ARC
(19,20),1.59761 # DEPENDENCYPART_ARC
(20,13),-1.36569 # DEPENDENCYPART_ARC
(20,15),-2.07405 # DEPENDENCYPART_ARC
(20,17),-0.751666 # DEPENDENCYPART_ARC
(20,18),-0.638557 # DEPENDENCYPART_ARC
(20,19),-0.407249 # DEPENDENCYPART_ARC
(20,21),1.42604 # DEPENDENCYPART_ARC
(0,2),(0,3),-0.202026 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.167929 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.202026 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.1596 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.202026 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.132739 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.202026 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.413823 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.226163 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.132739 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.203415 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.167929 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.202026 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.340789 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0465869 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.0509433 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0422137 # DEPENDENCYPART_SIBL
(0,3),(0,12),0.0509433 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.0183955 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.0509433 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.13484 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0875945 # DEPENDENCYPART_SIBL
(0,3),(0,17),0.0183955 # DEPENDENCYPART_SIBL
(0,3),(0,18),0.0504464 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.0465869 # DEPENDENCYPART_SIBL
(0,3),(0,20),0.0509433 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.174983 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0474885 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.0679907 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.0474885 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.0571535 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0474885 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.0542756 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0232824 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0571535 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0474885 # DEPENDENCYPART_SIBL
(0,4),(0,19),0.100331 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.0474885 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0994425 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0422135 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0183958 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.13484 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0875943 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.0183958 # DEPENDENCYPART_SIBL
(0,5),(0,18),0.050447 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.0465866 # DEPENDENCYPART_SIBL
(0,5),(0,20),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.0606813 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.0206139 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.0606813 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.0530409 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.04759 # DEPENDENCYPART_SIBL
(0,6),(0,17),0.0206139 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0606814 # DEPENDENCYPART_SIBL
(0,6),(0,19),0.0371353 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0606813 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0987539 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.0183958 # DEPENDENCYPART_SIBL
(0,12),(0,14),0.0509437 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.13484 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.0875943 # DEPENDENCYPART_SIBL
(0,12),(0,17),0.0183958 # DEPENDENCYPART_SIBL
(0,12),(0,18),0.0504467 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.0465866 # DEPENDENCYPART_SIBL
(0,12),(0,20),0.0509437 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.00442196 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.072892 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.0649171 # DEPENDENCYPART_SIBL
(0,13),(0,17),0.0109805 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.00442199 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.0216574 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.00442196 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.0798058 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.13484 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0875943 # DEPENDENCYPART_SIBL
(0,14),(0,17),0.0183958 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.050447 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.0465866 # DEPENDENCYPART_SIBL
(0,14),(0,20),0.0509439 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.226163 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.132739 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.203415 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.167929 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.202026 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.340789 # DEPENDENCYPART_SIBL
(0,16),(0,17),0.0259329 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0223684 # DEPENDENCYPART_SIBL
(0,16),(0,19),0.019126 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.0223684 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.0473547 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.00442199 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.0216574 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.00442196 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.0798058 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.048337 # DEPENDENCYPART_SIBL
(0,18),(0,20),0.0499736 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.175656 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.0474885 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.0994425 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0347518 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0394227 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0713763 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0473502 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0562268 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0204639 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0891221 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0399908 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0125051 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0399908 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0399908 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00640342 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.040338 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.00852269 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0399908 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0399908 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0318813 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.0434245 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.00508365 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.0399908 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0377571 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0764919 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0377571 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0377571 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0322905 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0420046 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.000857677 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0339868 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0377571 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0209363 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0263455 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.10861 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0377571 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0181912 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.111523 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.111523 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00935298 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.111523 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0104061 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.111523 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.111523 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0230165 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.112714 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0311991 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.111523 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0646786 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0646786 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00869781 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0646786 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00123981 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0646786 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0646786 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.00595802 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0653733 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.017133 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0646786 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.111523 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00935298 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.111523 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0104061 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.111523 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.111523 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0230165 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.112714 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0311991 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.111523 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.00935298 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.111523 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0104061 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.111523 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.111523 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0230165 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.112714 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0311991 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.111523 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0692228 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.042096 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0699881 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0692228 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0151055 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0699174 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0185411 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0692228 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0104061 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.111525 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.111525 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0230165 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.112717 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0311991 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.111525 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0764136 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0756482 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0155056 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0763429 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0187751 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0756482 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.111523 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0230165 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.112714 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0311991 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.111523 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0230165 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.112714 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0311991 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.111523 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0557476 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.00974697 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.055053 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0322762 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.111818 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0675967 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0347518 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0306845 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0463478 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0488798 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0713763 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00210158 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.115615 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.03003 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0495339 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0562268 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0122209 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.010971 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0153724 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00900061 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0945377 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0173612 # DEPENDENCYPART_SIBL
(5,4),(5,7),-1.24604e-05 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0918411 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0182356 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.057573 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0115928 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.074088 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00839256 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.074088 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0273681 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0273681 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00625965 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0277153 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0080004 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0273681 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0273681 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0249635 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0308018 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.00813309 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0273681 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00771805 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0237115 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0324271 # DEPENDENCYPART_SIBL
