# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(8,5),0.298422 # DEPENDENCYPART_ARC
(8,6),-0.0403069 # DEPENDENCYPART_ARC
(8,7),1.65261 # DEPENDENCYPART_ARC
(8,9),0.330877 # DEPENDENCYPART_ARC
(8,10),-0.626611 # DEPENDENCYPART_ARC
(8,11),-0.729182 # DEPENDENCYPART_ARC
(8,15),-0.730825 # DEPENDENCYPART_ARC
(8,16),-1.25048 # DEPENDENCYPART_ARC
(8,17),-0.602993 # DEPENDENCYPART_ARC
(8,18),-0.997908 # DEPENDENCYPART_ARC
(9,1),-1.86359 # DEPENDENCYPART_ARC
(9,2),-1.38605 # DEPENDENCYPART_ARC
(9,3),-1.72476 # DEPENDENCYPART_ARC
(9,4),-1.45658 # DEPENDENCYPART_ARC
(9,5),-0.854973 # DEPENDENCYPART_ARC
(9,6),-1.01345 # DEPENDENCYPART_ARC
(9,7),-1.02806 # DEPENDENCYPART_ARC
(9,8),-0.112964 # DEPENDENCYPART_ARC
(9,10),0.667164 # DEPENDENCYPART_ARC
(9,11),-0.395684 # DEPENDENCYPART_ARC
(9,12),-0.776909 # DEPENDENCYPART_ARC
(9,14),-0.835359 # DEPENDENCYPART_ARC
(9,17),-0.62726 # DEPENDENCYPART_ARC
(10,1),-1.71543 # DEPENDENCYPART_ARC
(10,2),-1.0881 # DEPENDENCYPART_ARC
(10,3),-1.69829 # DEPENDENCYPART_ARC
(10,5),-0.461566 # DEPENDENCYPART_ARC
(10,6),0.0463169 # DEPENDENCYPART_ARC
(10,7),-1.66045 # DEPENDENCYPART_ARC
(10,8),-1.25443 # DEPENDENCYPART_ARC
(10,9),1.12097 # DEPENDENCYPART_ARC
(10,11),-0.110268 # DEPENDENCYPART_ARC
(10,12),-0.396448 # DEPENDENCYPART_ARC
(10,14),-1.41842 # DEPENDENCYPART_ARC
(11,1),-1.49467 # DEPENDENCYPART_ARC
(11,2),-1.25584 # DEPENDENCYPART_ARC
(11,4),-0.776695 # DEPENDENCYPART_ARC
(11,5),-0.408801 # DEPENDENCYPART_ARC
(11,6),0.0421458 # DEPENDENCYPART_ARC
(11,7),-1.64387 # DEPENDENCYPART_ARC
(11,8),-1.47576 # DEPENDENCYPART_ARC
(11,9),0.335051 # DEPENDENCYPART_ARC
(11,10),1.874 # DEPENDENCYPART_ARC
(11,12),1.07432 # DEPENDENCYPART_ARC
(11,14),-1.1865 # DEPENDENCYPART_ARC
(11,15),-1.31024 # DEPENDENCYPART_ARC
(11,16),-1.06333 # DEPENDENCYPART_ARC
(11,17),-1.31535 # DEPENDENCYPART_ARC
(11,18),-1.65201 # DEPENDENCYPART_ARC
(11,20),-1.18681 # DEPENDENCYPART_ARC
(12,8),-0.866448 # DEPENDENCYPART_ARC
(12,10),-1.13452 # DEPENDENCYPART_ARC
(12,13),0.995406 # DEPENDENCYPART_ARC
(12,15),-0.58727 # DEPENDENCYPART_ARC
(12,16),-0.65735 # DEPENDENCYPART_ARC
(12,17),-0.758484 # DEPENDENCYPART_ARC
(13,15),-0.962244 # DEPENDENCYPART_ARC
(13,17),-1.00046 # DEPENDENCYPART_ARC
(14,11),-2.40878 # DEPENDENCYPART_ARC
(14,13),-0.422613 # DEPENDENCYPART_ARC
(14,15),-0.736023 # DEPENDENCYPART_ARC
(14,16),-1.21642 # DEPENDENCYPART_ARC
(15,1),-1.89588 # DEPENDENCYPART_ARC
(15,2),-0.627575 # DEPENDENCYPART_ARC
(15,4),-0.738658 # DEPENDENCYPART_ARC
(15,5),-0.487221 # DEPENDENCYPART_ARC
(15,6),-1.55341 # DEPENDENCYPART_ARC
(15,7),-0.688988 # DEPENDENCYPART_ARC
(15,8),-1.14243 # DEPENDENCYPART_ARC
(15,9),-1.05426 # DEPENDENCYPART_ARC
(15,10),-1.80229 # DEPENDENCYPART_ARC
(15,11),-0.492394 # DEPENDENCYPART_ARC
(15,12),-1.38336 # DEPENDENCYPART_ARC
(15,14),2.08492 # DEPENDENCYPART_ARC
(15,16),-0.798085 # DEPENDENCYPART_ARC
(15,17),-0.868358 # DEPENDENCYPART_ARC
(15,18),-0.871582 # DEPENDENCYPART_ARC
(16,2),-0.955269 # DEPENDENCYPART_ARC
(16,5),-0.613311 # DEPENDENCYPART_ARC
(16,9),-0.896984 # DEPENDENCYPART_ARC
(16,11),-2.8272 # DEPENDENCYPART_ARC
(16,12),-1.34622 # DEPENDENCYPART_ARC
(16,14),-1.75327 # DEPENDENCYPART_ARC
(16,15),2.20936 # DEPENDENCYPART_ARC
(16,17),-0.564897 # DEPENDENCYPART_ARC
(16,18),-1.01832 # DEPENDENCYPART_ARC
(16,20),-1.07461 # DEPENDENCYPART_ARC
(17,1),-1.17624 # DEPENDENCYPART_ARC
(17,2),-0.25993 # DEPENDENCYPART_ARC
(17,3),-1.74419 # DEPENDENCYPART_ARC
(17,4),-0.685397 # DEPENDENCYPART_ARC
(17,5),-0.296544 # DEPENDENCYPART_ARC
(17,6),-1.36394 # DEPENDENCYPART_ARC
(17,7),-0.744294 # DEPENDENCYPART_ARC
(17,8),-0.914639 # DEPENDENCYPART_ARC
(17,9),-0.837591 # DEPENDENCYPART_ARC
(17,10),-1.57875 # DEPENDENCYPART_ARC
(17,11),-0.30886 # DEPENDENCYPART_ARC
(17,12),-1.39901 # DEPENDENCYPART_ARC
(17,14),0.81514 # DEPENDENCYPART_ARC
(17,15),-0.127679 # DEPENDENCYPART_ARC
(17,16),1.82036 # DEPENDENCYPART_ARC
(17,18),2.03194 # DEPENDENCYPART_ARC
(18,14),-0.83421 # DEPENDENCYPART_ARC
(18,15),-1.38998 # DEPENDENCYPART_ARC
(18,16),-0.68664 # DEPENDENCYPART_ARC
(18,19),1.26702 # DEPENDENCYPART_ARC
(19,14),-1.20377 # DEPENDENCYPART_ARC
(19,16),-1.05312 # DEPENDENCYPART_ARC
(19,20),1.40325 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0382169 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.137291 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.0184678 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.076388 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0186749 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0171812 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0424246 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0171792 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0171792 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.0171792 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.137291 # DEPENDENCYPART_SIBL
(0,1),(0,13),-0.158201 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.0171877 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.124962 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0171792 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.11259 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.05894 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.158201 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.141104 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0341661 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.16768 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0136393 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.168705 # DEPENDENCYPART_SIBL
(0,2),(0,7),0.168708 # DEPENDENCYPART_SIBL
(0,2),(0,8),0.074301 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.16871 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.16871 # DEPENDENCYPART_SIBL
(0,2),(0,11),0.170147 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0341661 # DEPENDENCYPART_SIBL
(0,2),(0,13),-0.0736651 # DEPENDENCYPART_SIBL
(0,2),(0,14),0.168905 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.0108323 # DEPENDENCYPART_SIBL
(0,2),(0,16),0.16871 # DEPENDENCYPART_SIBL
(0,2),(0,17),0.0208615 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.00571381 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.0736651 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.0536542 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.200646 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.226163 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.202031 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.202107 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.171166 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.202026 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.202026 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.202026 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.413823 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.370046 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.202035 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.293028 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.202026 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.281751 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.200902 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.370046 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.340789 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0948494 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.0435107 # DEPENDENCYPART_SIBL
(0,4),(0,7),0.046523 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.033434 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.0465478 # DEPENDENCYPART_SIBL
(0,4),(0,10),0.0465478 # DEPENDENCYPART_SIBL
(0,4),(0,11),0.0462899 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.138526 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.201959 # DEPENDENCYPART_SIBL
(0,4),(0,14),0.04653 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.117985 # DEPENDENCYPART_SIBL
(0,4),(0,16),0.0465478 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.102033 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0625801 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.201959 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.178668 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.022376 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0223742 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0639811 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.0223684 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0223684 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0223684 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0156699 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.0798852 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0223772 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.032339 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.0223684 # DEPENDENCYPART_SIBL
(0,5),(0,17),0.000531509 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.00395817 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.0798852 # DEPENDENCYPART_SIBL
(0,5),(0,20),-0.0473547 # DEPENDENCYPART_SIBL
(0,6),(0,7),0.0496153 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0258434 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0496401 # DEPENDENCYPART_SIBL
(0,6),(0,10),0.0496401 # DEPENDENCYPART_SIBL
(0,6),(0,11),0.0493822 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.134879 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.198311 # DEPENDENCYPART_SIBL
(0,6),(0,14),0.0496224 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.112607 # DEPENDENCYPART_SIBL
(0,6),(0,16),0.0496401 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.0966553 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.058933 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.198311 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.175021 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0261711 # DEPENDENCYPART_SIBL
(0,7),(0,9),0.0505754 # DEPENDENCYPART_SIBL
(0,7),(0,10),0.0505754 # DEPENDENCYPART_SIBL
(0,7),(0,11),0.0503174 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.135207 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.198639 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.0505577 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.113195 # DEPENDENCYPART_SIBL
(0,7),(0,16),0.0505754 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.0972427 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.0592607 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.198639 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.175349 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.00279546 # DEPENDENCYPART_SIBL
(0,8),(0,10),0.00279546 # DEPENDENCYPART_SIBL
(0,8),(0,11),0.00279546 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0379141 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.103694 # DEPENDENCYPART_SIBL
(0,8),(0,14),0.00278696 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.164004 # DEPENDENCYPART_SIBL
(0,8),(0,16),0.00279546 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.147353 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.0530487 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.103694 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.0796136 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.0509439 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.050686 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.13484 # DEPENDENCYPART_SIBL
(0,9),(0,13),-0.198273 # DEPENDENCYPART_SIBL
(0,9),(0,14),0.0509262 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.112279 # DEPENDENCYPART_SIBL
(0,9),(0,16),0.0509439 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.0963264 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.0588941 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.198273 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.174982 # DEPENDENCYPART_SIBL
(0,10),(0,11),0.050686 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.13484 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.198273 # DEPENDENCYPART_SIBL
(0,10),(0,14),0.0509262 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.112279 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.0509439 # DEPENDENCYPART_SIBL
(0,10),(0,17),-0.0963264 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0588941 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.198273 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.174982 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.13484 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.198273 # DEPENDENCYPART_SIBL
(0,11),(0,14),0.050926 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.111147 # DEPENDENCYPART_SIBL
(0,11),(0,16),0.0509437 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.0951946 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.0588941 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.198273 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.174982 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.370046 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.202035 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.293028 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.202026 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.281751 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.200902 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.370046 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.340789 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.133333 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.0442218 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.133324 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.0329442 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.000239346 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.181443 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.161528 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.123265 # DEPENDENCYPART_SIBL
(0,14),(0,16),0.0443059 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.107429 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.062244 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.201622 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.178332 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.00562242 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0974314 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.00821328 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.0808903 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.0693041 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0963264 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0588941 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.198273 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.174982 # DEPENDENCYPART_SIBL
(0,17),(0,18),0.0122069 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.0746066 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.0630204 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.105821 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.0802417 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.161528 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.215736 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0170056 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0303931 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.019935 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0170059 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0170059 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0895148 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0615283 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0921231 # DEPENDENCYPART_SIBL
(2,3),(2,9),-0.0920446 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0920446 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.015986 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.00340934 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.00343029 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.00343029 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.00964095 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.00963719 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.00963716 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.0040867 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0040867 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.00408866 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0574785 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.037149 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0662408 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0381476 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.00717642 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00277522 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00497455 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00615613 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00115684 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0011568 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0316012 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0104589 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.00115684 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0113586 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0508612 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0586426 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00652034 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00660482 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0177515 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00502291 # DEPENDENCYPART_SIBL
(5,2),(5,10),2.36239e-05 # DEPENDENCYPART_SIBL
(5,2),(5,11),2.35845e-05 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0424403 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0138555 # DEPENDENCYPART_SIBL
(5,2),(5,16),2.36239e-05 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0328658 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.105775 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0658868 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0790113 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0505024 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0673844 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0723837 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0723837 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0253459 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0827801 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0723837 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0668039 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0733166 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0475342 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0851401 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0765578 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0640438 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.063929 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0835602 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0775126 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0640438 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0374439 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.219214 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0657834 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.219042 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.219042 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.2193 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.107863 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.147033 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.219042 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.116477 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0656951 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.217703 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.217703 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.217961 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.107775 # DEPENDENCYPART_SIBL
