# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(13,17),-1.30755 # DEPENDENCYPART_ARC
(13,21),-1.62303 # DEPENDENCYPART_ARC
(14,7),-1.24616 # DEPENDENCYPART_ARC
(14,9),-2.3416 # DEPENDENCYPART_ARC
(14,10),-2.24635 # DEPENDENCYPART_ARC
(14,11),-1.13317 # DEPENDENCYPART_ARC
(14,13),1.70454 # DEPENDENCYPART_ARC
(14,15),-0.15467 # DEPENDENCYPART_ARC
(14,16),-1.38178 # DEPENDENCYPART_ARC
(14,17),-1.14313 # DEPENDENCYPART_ARC
(14,21),-1.35686 # DEPENDENCYPART_ARC
(15,1),-0.302102 # DEPENDENCYPART_ARC
(15,2),-0.900701 # DEPENDENCYPART_ARC
(15,3),-1.81475 # DEPENDENCYPART_ARC
(15,4),-1.17582 # DEPENDENCYPART_ARC
(15,5),-1.01043 # DEPENDENCYPART_ARC
(15,7),-0.652751 # DEPENDENCYPART_ARC
(15,8),-1.18918 # DEPENDENCYPART_ARC
(15,9),-0.741289 # DEPENDENCYPART_ARC
(15,10),-0.513042 # DEPENDENCYPART_ARC
(15,11),-1.41671 # DEPENDENCYPART_ARC
(15,13),-0.105536 # DEPENDENCYPART_ARC
(15,14),1.56712 # DEPENDENCYPART_ARC
(15,16),0.692438 # DEPENDENCYPART_ARC
(15,17),-0.20385 # DEPENDENCYPART_ARC
(15,18),-0.211079 # DEPENDENCYPART_ARC
(15,20),-0.332169 # DEPENDENCYPART_ARC
(16,2),-0.765727 # DEPENDENCYPART_ARC
(16,4),-3.05376 # DEPENDENCYPART_ARC
(16,5),-2.07784 # DEPENDENCYPART_ARC
(16,7),-1.41221 # DEPENDENCYPART_ARC
(16,8),-1.37375 # DEPENDENCYPART_ARC
(16,9),-2.20632 # DEPENDENCYPART_ARC
(16,10),-1.05364 # DEPENDENCYPART_ARC
(16,13),-3.78967 # DEPENDENCYPART_ARC
(16,14),-1.07212 # DEPENDENCYPART_ARC
(16,15),1.27669 # DEPENDENCYPART_ARC
(16,17),-0.0403578 # DEPENDENCYPART_ARC
(16,18),-1.94597 # DEPENDENCYPART_ARC
(16,20),-2.13333 # DEPENDENCYPART_ARC
(17,14),-1.00792 # DEPENDENCYPART_ARC
(17,15),-0.881902 # DEPENDENCYPART_ARC
(17,16),0.0159186 # DEPENDENCYPART_ARC
(17,18),-0.191967 # DEPENDENCYPART_ARC
(18,1),-0.656858 # DEPENDENCYPART_ARC
(18,2),-0.801809 # DEPENDENCYPART_ARC
(18,3),-1.49919 # DEPENDENCYPART_ARC
(18,4),-1.72585 # DEPENDENCYPART_ARC
(18,5),-0.699543 # DEPENDENCYPART_ARC
(18,7),-0.980574 # DEPENDENCYPART_ARC
(18,8),-1.7602 # DEPENDENCYPART_ARC
(18,9),-0.665084 # DEPENDENCYPART_ARC
(18,10),-0.312752 # DEPENDENCYPART_ARC
(18,11),-1.36587 # DEPENDENCYPART_ARC
(18,13),-1.38594 # DEPENDENCYPART_ARC
(18,14),0.592853 # DEPENDENCYPART_ARC
(18,15),0.0558347 # DEPENDENCYPART_ARC
(18,16),-0.296882 # DEPENDENCYPART_ARC
(18,17),1.14247 # DEPENDENCYPART_ARC
(18,19),0.935249 # DEPENDENCYPART_ARC
(18,20),-0.826306 # DEPENDENCYPART_ARC
(19,16),-0.896546 # DEPENDENCYPART_ARC
(19,20),-0.132773 # DEPENDENCYPART_ARC
(20,1),-0.516016 # DEPENDENCYPART_ARC
(20,2),-1.0925 # DEPENDENCYPART_ARC
(20,5),-1.57613 # DEPENDENCYPART_ARC
(20,7),-1.00415 # DEPENDENCYPART_ARC
(20,9),-1.57685 # DEPENDENCYPART_ARC
(20,10),-1.0939 # DEPENDENCYPART_ARC
(20,11),-1.33965 # DEPENDENCYPART_ARC
(20,13),-2.12418 # DEPENDENCYPART_ARC
(20,14),-0.951919 # DEPENDENCYPART_ARC
(20,15),-0.577671 # DEPENDENCYPART_ARC
(20,16),-1.3398 # DEPENDENCYPART_ARC
(20,17),-0.190322 # DEPENDENCYPART_ARC
(20,18),0.163795 # DEPENDENCYPART_ARC
(20,21),1.67 # DEPENDENCYPART_ARC
(0,1),(0,2),0.0668002 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.0388895 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.060714 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.0155257 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.0827587 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.0246897 # DEPENDENCYPART_SIBL
(0,1),(0,9),-0.0588496 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0588439 # DEPENDENCYPART_SIBL
(0,1),(0,11),0.0388895 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0630317 # DEPENDENCYPART_SIBL
(0,1),(0,15),-0.102048 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.0976101 # DEPENDENCYPART_SIBL
(0,1),(0,17),0.0663559 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.0976101 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.0630317 # DEPENDENCYPART_SIBL
(0,1),(0,20),-0.0976101 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.0365986 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0689454 # DEPENDENCYPART_SIBL
(0,2),(0,4),0.0900582 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.0611935 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0157804 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.0433196 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0919256 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.0919317 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.0689454 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.109601 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0279819 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.0213162 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.0136471 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0213162 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.109601 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.0213162 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0895901 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.203896 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.177376 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.300327 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.20118 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.202032 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.202026 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.413823 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.370046 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.310249 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.293028 # DEPENDENCYPART_SIBL
(0,3),(0,17),-0.291218 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.293028 # DEPENDENCYPART_SIBL
(0,3),(0,19),-0.370046 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.293028 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.340789 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.00497686 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.104532 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0628661 # DEPENDENCYPART_SIBL
(0,4),(0,9),0.04268 # DEPENDENCYPART_SIBL
(0,4),(0,10),0.0429973 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.138506 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.201939 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.1227 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.115945 # DEPENDENCYPART_SIBL
(0,4),(0,17),0.0213672 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.115945 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.201939 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.116561 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.178648 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.115874 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0550482 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.00626328 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.00625721 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.125177 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.14938 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.127119 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.120454 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.02552 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.120454 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.14938 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.120454 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.132282 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.018396 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.0350793 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.0350732 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.0863492 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.120661 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.166658 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.152838 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.0451273 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.152836 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.120661 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.152919 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.108717 # DEPENDENCYPART_SIBL
(0,8),(0,9),0.0111827 # DEPENDENCYPART_SIBL
(0,8),(0,10),0.0150709 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.0728406 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.10702 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.0206197 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.0138398 # DEPENDENCYPART_SIBL
(0,8),(0,17),0.0239619 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.0138398 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.10702 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.0140488 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.0816248 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.051246 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,9),(0,12),-0.198273 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.119034 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.112279 # DEPENDENCYPART_SIBL
(0,9),(0,17),0.0259479 # DEPENDENCYPART_SIBL
(0,9),(0,18),-0.112279 # DEPENDENCYPART_SIBL
(0,9),(0,19),-0.198273 # DEPENDENCYPART_SIBL
(0,9),(0,20),-0.112895 # DEPENDENCYPART_SIBL
(0,9),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.198273 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.11905 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.112295 # DEPENDENCYPART_SIBL
(0,10),(0,17),0.0259479 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.112295 # DEPENDENCYPART_SIBL
(0,10),(0,19),-0.198273 # DEPENDENCYPART_SIBL
(0,10),(0,20),-0.112911 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.174982 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.370046 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.310249 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.293028 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.291218 # DEPENDENCYPART_SIBL
(0,11),(0,18),-0.293028 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.370046 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.293028 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.340789 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.0619656 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.0442218 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.0873943 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.0442218 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.181443 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.0442218 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.161528 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.120544 # DEPENDENCYPART_SIBL
(0,15),(0,17),-0.0244535 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.12054 # DEPENDENCYPART_SIBL
(0,15),(0,19),-0.0760652 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.120623 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.064479 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0292864 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.117152 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.0808903 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.117235 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.0693041 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.0205859 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.109242 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.0205859 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.0892312 # DEPENDENCYPART_SIBL
(0,18),(0,19),-0.0808903 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.117216 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.0693041 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.0442218 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.161528 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0693041 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0809179 # DEPENDENCYPART_SIBL
(1,2),(1,7),-0.111498 # DEPENDENCYPART_SIBL
(1,2),(1,18),-0.106166 # DEPENDENCYPART_SIBL
(1,2),(1,20),-0.106166 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.121439 # DEPENDENCYPART_SIBL
(1,3),(1,18),-0.108485 # DEPENDENCYPART_SIBL
(1,3),(1,20),-0.108485 # DEPENDENCYPART_SIBL
(1,7),(1,18),-0.122784 # DEPENDENCYPART_SIBL
(1,7),(1,20),-0.122867 # DEPENDENCYPART_SIBL
(1,18),(1,20),-0.11749 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.000278671 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0102978 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0102978 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.0227632 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0674063 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0674049 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.15291 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.00812958 # DEPENDENCYPART_SIBL
(2,4),(2,17),0.016094 # DEPENDENCYPART_SIBL
(2,5),(2,17),0.0163457 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.100188 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00655752 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0373503 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.00522451 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0509475 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0264015 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0135478 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0309254 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00517834 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.012128 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0564016 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0348033 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0165081 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.000493955 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00250776 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0220785 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00655752 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0373503 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0504922 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0537837 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0264015 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00504981 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0135478 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0426836 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00801454 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.012128 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0307507 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.115699 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0319671 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0165081 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0562269 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.019435 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0570158 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00056217 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0220785 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0222728 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0404751 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0307855 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.084964 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0826247 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0831092 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0860031 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0250704 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00392845 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.017313 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.061503 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00392845 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00392845 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0267892 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0227648 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0351111 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0261727 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.026602 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0286386 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0195821 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0190976 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0167588 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0399108 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00824729 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00513728 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0287548 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00897898 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00825384 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0148991 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0185983 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.022249 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0154206 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0149913 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.165222 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.165706 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.122495 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00900123 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0125615 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.000823095 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0237218 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0125615 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0126327 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00862954 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00503186 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0113645 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.00843976 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.00886912 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0212978 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0354655 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0635438 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0198677 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.000937197 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00814292 # DEPENDENCYPART_SIBL
