# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
(0,3),(0,11),-0.110054 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0819233 # DEPENDENCYPART_SIBL
(0,3),(0,13),-0.135866 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.199298 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.0533854 # DEPENDENCYPART_SIBL
(0,3),(0,16),0.00773565 # DEPENDENCYPART_SIBL
(0,3),(0,17),0.0533854 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.0318082 # DEPENDENCYPART_SIBL
(0,3),(0,19),0.0171536 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.00209187 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.0885255 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.0609753 # DEPENDENCYPART_SIBL
(0,3),(0,24),0.0533854 # DEPENDENCYPART_SIBL
(0,3),(0,25),-0.199298 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.176008 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.0141519 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.181443 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0216017 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0811773 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.0195521 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0871734 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.051024 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.0355825 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.216774 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.181443 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.133324 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.019258 # DEPENDENCYPART_SIBL
(0,4),(0,17),-0.133324 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0195521 # DEPENDENCYPART_SIBL
(0,4),(0,19),-0.0147471 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.0117658 # DEPENDENCYPART_SIBL
(0,4),(0,21),-0.0404802 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.00350486 # DEPENDENCYPART_SIBL
(0,4),(0,24),-0.133324 # DEPENDENCYPART_SIBL
(0,4),(0,25),-0.181443 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.161528 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.0966864 # DEPENDENCYPART_SIBL
(0,5),(0,7),0.0483088 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.0496644 # DEPENDENCYPART_SIBL
(0,5),(0,9),-0.005952 # DEPENDENCYPART_SIBL
(0,5),(0,10),0.0163176 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.0909187 # DEPENDENCYPART_SIBL
(0,5),(0,12),-0.0483271 # DEPENDENCYPART_SIBL
(0,5),(0,13),-0.072892 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.0966864 # DEPENDENCYPART_SIBL
(0,5),(0,15),-0.00444682 # DEPENDENCYPART_SIBL
(0,5),(0,16),0.0441012 # DEPENDENCYPART_SIBL
(0,5),(0,17),-0.00444682 # DEPENDENCYPART_SIBL
(0,5),(0,18),-0.005952 # DEPENDENCYPART_SIBL
(0,5),(0,19),0.013863 # DEPENDENCYPART_SIBL
(0,5),(0,20),0.0900379 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0912029 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.0328233 # DEPENDENCYPART_SIBL
(0,5),(0,24),-0.00444682 # DEPENDENCYPART_SIBL
(0,5),(0,25),-0.0966864 # DEPENDENCYPART_SIBL
(0,5),(0,26),-0.0798058 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.0216017 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0811773 # DEPENDENCYPART_SIBL
(0,6),(0,9),-0.0195521 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.0871734 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.051024 # DEPENDENCYPART_SIBL
(0,6),(0,12),-0.0355825 # DEPENDENCYPART_SIBL
(0,6),(0,13),-0.216774 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.181443 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.133324 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.019258 # DEPENDENCYPART_SIBL
(0,6),(0,17),-0.133324 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0195521 # DEPENDENCYPART_SIBL
(0,6),(0,19),-0.0147471 # DEPENDENCYPART_SIBL
(0,6),(0,20),-0.0117658 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0404802 # DEPENDENCYPART_SIBL
(0,6),(0,22),-0.00350486 # DEPENDENCYPART_SIBL
(0,6),(0,24),-0.133324 # DEPENDENCYPART_SIBL
(0,6),(0,25),-0.181443 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.161528 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0676599 # DEPENDENCYPART_SIBL
(0,7),(0,9),-0.0253325 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.0365936 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.118833 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.081351 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.136605 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.160808 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.0232007 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.0446109 # DEPENDENCYPART_SIBL
(0,7),(0,17),-0.0232007 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.0253325 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.0526137 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.0706049 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.136056 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.0672495 # DEPENDENCYPART_SIBL
(0,7),(0,24),-0.0232007 # DEPENDENCYPART_SIBL
(0,7),(0,25),-0.160808 # DEPENDENCYPART_SIBL
(0,7),(0,26),-0.143711 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.0503501 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.0709157 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.181381 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.0877085 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.078178 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.132493 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.0467199 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.0592985 # DEPENDENCYPART_SIBL
(0,8),(0,17),-0.0467199 # DEPENDENCYPART_SIBL
(0,8),(0,18),-0.0503501 # DEPENDENCYPART_SIBL
(0,8),(0,19),-0.0367364 # DEPENDENCYPART_SIBL
(0,8),(0,20),-0.0669468 # DEPENDENCYPART_SIBL
(0,8),(0,21),-0.173232 # DEPENDENCYPART_SIBL
(0,8),(0,22),-0.0745694 # DEPENDENCYPART_SIBL
(0,8),(0,24),-0.0467199 # DEPENDENCYPART_SIBL
(0,8),(0,25),-0.132493 # DEPENDENCYPART_SIBL
(0,8),(0,26),-0.10801 # DEPENDENCYPART_SIBL
(0,9),(0,10),0.127436 # DEPENDENCYPART_SIBL
(0,9),(0,11),0.0453768 # DEPENDENCYPART_SIBL
(0,9),(0,12),0.00145255 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.0365151 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.0487562 # DEPENDENCYPART_SIBL
(0,9),(0,15),-0.0478457 # DEPENDENCYPART_SIBL
(0,9),(0,16),0.0723698 # DEPENDENCYPART_SIBL
(0,9),(0,17),-0.0478457 # DEPENDENCYPART_SIBL
(0,9),(0,18),0.10993 # DEPENDENCYPART_SIBL
(0,9),(0,19),0.0666347 # DEPENDENCYPART_SIBL
(0,9),(0,20),0.0691116 # DEPENDENCYPART_SIBL
(0,9),(0,21),0.0201137 # DEPENDENCYPART_SIBL
(0,9),(0,22),0.0131523 # DEPENDENCYPART_SIBL
(0,9),(0,24),-0.0478457 # DEPENDENCYPART_SIBL
(0,9),(0,25),-0.0487562 # DEPENDENCYPART_SIBL
(0,9),(0,26),-0.0225006 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.017932 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.0592303 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.0684749 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.109131 # DEPENDENCYPART_SIBL
(0,10),(0,15),0.0924022 # DEPENDENCYPART_SIBL
(0,10),(0,16),0.061792 # DEPENDENCYPART_SIBL
(0,10),(0,17),0.0924022 # DEPENDENCYPART_SIBL
(0,10),(0,18),-0.0369387 # DEPENDENCYPART_SIBL
(0,10),(0,19),0.062493 # DEPENDENCYPART_SIBL
(0,10),(0,20),0.063164 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0132642 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.04362 # DEPENDENCYPART_SIBL
(0,10),(0,24),0.0924022 # DEPENDENCYPART_SIBL
(0,10),(0,25),-0.109131 # DEPENDENCYPART_SIBL
(0,10),(0,26),-0.0891196 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.0122509 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.0553582 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.0895503 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.0142728 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.00140305 # DEPENDENCYPART_SIBL
(0,11),(0,17),-0.0142728 # DEPENDENCYPART_SIBL
(0,11),(0,18),0.0504733 # DEPENDENCYPART_SIBL
(0,11),(0,19),-0.00858542 # DEPENDENCYPART_SIBL
(0,11),(0,20),-0.000844172 # DEPENDENCYPART_SIBL
(0,11),(0,21),-0.134371 # DEPENDENCYPART_SIBL
(0,11),(0,22),-0.005838 # DEPENDENCYPART_SIBL
(0,11),(0,24),-0.0142728 # DEPENDENCYPART_SIBL
(0,11),(0,25),-0.0895503 # DEPENDENCYPART_SIBL
(0,11),(0,26),-0.0779641 # DEPENDENCYPART_SIBL
(0,12),(0,13),-0.107806 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.136776 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.00459371 # DEPENDENCYPART_SIBL
(0,12),(0,16),0.00454184 # DEPENDENCYPART_SIBL
(0,12),(0,17),-0.00459371 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.00873365 # DEPENDENCYPART_SIBL
(0,12),(0,19),-0.00154411 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.00520879 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.0342554 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.100245 # DEPENDENCYPART_SIBL
(0,12),(0,24),-0.00459371 # DEPENDENCYPART_SIBL
(0,12),(0,25),-0.136776 # DEPENDENCYPART_SIBL
(0,12),(0,26),-0.114021 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.370046 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.202026 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.177381 # DEPENDENCYPART_SIBL
(0,13),(0,17),-0.202026 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.070263 # DEPENDENCYPART_SIBL
(0,13),(0,19),-0.133817 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.173746 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.288052 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.203281 # DEPENDENCYPART_SIBL
(0,13),(0,24),-0.202026 # DEPENDENCYPART_SIBL
(0,13),(0,25),-0.370046 # DEPENDENCYPART_SIBL
(0,13),(0,26),-0.340789 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.133324 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.019258 # DEPENDENCYPART_SIBL
(0,14),(0,17),-0.133324 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.0195521 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.0147471 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.0117658 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.0404802 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.00350486 # DEPENDENCYPART_SIBL
(0,14),(0,24),-0.133324 # DEPENDENCYPART_SIBL
(0,14),(0,25),-0.181443 # DEPENDENCYPART_SIBL
(0,14),(0,26),-0.161528 # DEPENDENCYPART_SIBL
(0,15),(0,16),0.00877667 # DEPENDENCYPART_SIBL
(0,15),(0,17),0.0509439 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.0307797 # DEPENDENCYPART_SIBL
(0,15),(0,19),0.0181796 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.00105084 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.0849606 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.0599495 # DEPENDENCYPART_SIBL
(0,15),(0,24),0.0509439 # DEPENDENCYPART_SIBL
(0,15),(0,25),-0.198273 # DEPENDENCYPART_SIBL
(0,15),(0,26),-0.174982 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0123084 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.0087517 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.0416968 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.0543007 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.109014 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.0558959 # DEPENDENCYPART_SIBL
(0,16),(0,24),-0.0123084 # DEPENDENCYPART_SIBL
(0,16),(0,25),-0.149736 # DEPENDENCYPART_SIBL
