# _root_ orduan alexander potzu izoztuaren erdialdera joan zen , besoak zabalduta , otsoaren ihesa gordeaz adiunez .
#goldHeads=6,6,5,3,6,0,6,7,10,11,6,13,14,11,14,15,
#predictedHeads=6,3,4,5,6,0,6,7,10,6,10,13,14,6,14,15,
(5,1),-0.952956 # DEPENDENCYPART_ARC
(5,2),-2.63878 # DEPENDENCYPART_ARC
(5,3),-0.111989 # DEPENDENCYPART_ARC
(5,4),0.222354 # DEPENDENCYPART_ARC
(5,6),-1.42315 # DEPENDENCYPART_ARC
(5,7),-0.839216 # DEPENDENCYPART_ARC
(5,8),-0.79849 # DEPENDENCYPART_ARC
(5,9),-1.41637 # DEPENDENCYPART_ARC
(5,10),-1.57372 # DEPENDENCYPART_ARC
(5,13),-1.72495 # DEPENDENCYPART_ARC
(5,14),-1.23958 # DEPENDENCYPART_ARC
(5,15),-1.17691 # DEPENDENCYPART_ARC
(5,16),-1.33457 # DEPENDENCYPART_ARC
(6,1),0.501382 # DEPENDENCYPART_ARC
(6,2),0.163583 # DEPENDENCYPART_ARC
(6,3),-0.074893 # DEPENDENCYPART_ARC
(6,4),0.123524 # DEPENDENCYPART_ARC
(6,5),1.87184 # DEPENDENCYPART_ARC
(6,7),1.19754 # DEPENDENCYPART_ARC
(6,8),-0.567626 # DEPENDENCYPART_ARC
(6,9),-1.03235 # DEPENDENCYPART_ARC
(6,10),-0.028117 # DEPENDENCYPART_ARC
(6,11),-0.872717 # DEPENDENCYPART_ARC
(6,12),-1.50621 # DEPENDENCYPART_ARC
(6,13),-1.06262 # DEPENDENCYPART_ARC
(6,14),-0.225559 # DEPENDENCYPART_ARC
(6,15),-1.05501 # DEPENDENCYPART_ARC
(7,2),-1.22563 # DEPENDENCYPART_ARC
(7,3),-0.975348 # DEPENDENCYPART_ARC
(7,4),-1.93825 # DEPENDENCYPART_ARC
(7,5),-0.717417 # DEPENDENCYPART_ARC
(7,8),1.31003 # DEPENDENCYPART_ARC
(7,9),-1.0499 # DEPENDENCYPART_ARC
(7,12),-0.93092 # DEPENDENCYPART_ARC
(8,2),-0.957587 # DEPENDENCYPART_ARC
(8,4),-1.05693 # DEPENDENCYPART_ARC
(8,6),-0.861288 # DEPENDENCYPART_ARC
(8,7),-0.563043 # DEPENDENCYPART_ARC
(8,9),-0.513955 # DEPENDENCYPART_ARC
(8,10),-0.840976 # DEPENDENCYPART_ARC
(8,14),-0.95088 # DEPENDENCYPART_ARC
(8,15),-0.976657 # DEPENDENCYPART_ARC
(9,1),-1.08394 # DEPENDENCYPART_ARC
(9,3),-1.17931 # DEPENDENCYPART_ARC
(9,4),-0.954987 # DEPENDENCYPART_ARC
(9,5),-1.76284 # DEPENDENCYPART_ARC
(9,6),-0.733913 # DEPENDENCYPART_ARC
(9,7),-1.18413 # DEPENDENCYPART_ARC
(9,8),-0.11425 # DEPENDENCYPART_ARC
(9,10),-0.673827 # DEPENDENCYPART_ARC
(9,11),-0.542323 # DEPENDENCYPART_ARC
(9,12),-1.43824 # DEPENDENCYPART_ARC
(9,13),-1.64325 # DEPENDENCYPART_ARC
(9,14),-1.30425 # DEPENDENCYPART_ARC
(9,15),-1.36267 # DEPENDENCYPART_ARC
(9,16),-1.26661 # DEPENDENCYPART_ARC
(10,1),-0.479912 # DEPENDENCYPART_ARC
(10,2),-1.39207 # DEPENDENCYPART_ARC
(10,3),-0.928601 # DEPENDENCYPART_ARC
(10,4),-1.30913 # DEPENDENCYPART_ARC
(10,5),-0.586988 # DEPENDENCYPART_ARC
(10,6),-0.592785 # DEPENDENCYPART_ARC
(10,7),-0.827078 # DEPENDENCYPART_ARC
(10,8),-1.05177 # DEPENDENCYPART_ARC
(10,9),1.52122 # DEPENDENCYPART_ARC
(10,11),1.26264 # DEPENDENCYPART_ARC
(10,12),-0.98927 # DEPENDENCYPART_ARC
(10,13),-0.716384 # DEPENDENCYPART_ARC
(10,14),-0.416735 # DEPENDENCYPART_ARC
(10,15),-0.705324 # DEPENDENCYPART_ARC
(11,6),-1.25803 # DEPENDENCYPART_ARC
(11,7),-1.39744 # DEPENDENCYPART_ARC
(11,9),-1.01207 # DEPENDENCYPART_ARC
(11,10),-0.356136 # DEPENDENCYPART_ARC
(11,12),-0.570594 # DEPENDENCYPART_ARC
(11,13),-1.19847 # DEPENDENCYPART_ARC
(11,14),-0.825964 # DEPENDENCYPART_ARC
(11,15),-1.10131 # DEPENDENCYPART_ARC
(12,8),-1.62041 # DEPENDENCYPART_ARC
(12,10),-0.626226 # DEPENDENCYPART_ARC
(12,11),-0.405084 # DEPENDENCYPART_ARC
(12,13),-0.228557 # DEPENDENCYPART_ARC
(12,16),-1.07427 # DEPENDENCYPART_ARC
(13,1),-0.958989 # DEPENDENCYPART_ARC
(13,6),-1.13485 # DEPENDENCYPART_ARC
(13,8),-1.60313 # DEPENDENCYPART_ARC
(13,9),-1.699 # DEPENDENCYPART_ARC
(13,10),-0.784997 # DEPENDENCYPART_ARC
(13,11),-0.99554 # DEPENDENCYPART_ARC
(13,12),1.39779 # DEPENDENCYPART_ARC
(13,14),-0.616215 # DEPENDENCYPART_ARC
(13,15),-0.82147 # DEPENDENCYPART_ARC
(13,16),-0.887969 # DEPENDENCYPART_ARC
(14,1),-0.463171 # DEPENDENCYPART_ARC
(14,2),-1.50925 # DEPENDENCYPART_ARC
(14,3),-1.33737 # DEPENDENCYPART_ARC
(14,4),-2.2008 # DEPENDENCYPART_ARC
(14,5),-1.25281 # DEPENDENCYPART_ARC
(14,6),-1.5077 # DEPENDENCYPART_ARC
(14,7),-1.75393 # DEPENDENCYPART_ARC
(14,8),-1.57194 # DEPENDENCYPART_ARC
(14,9),-0.372971 # DEPENDENCYPART_ARC
(14,10),-0.289791 # DEPENDENCYPART_ARC
(14,11),-1.34262 # DEPENDENCYPART_ARC
(14,12),-0.881294 # DEPENDENCYPART_ARC
(14,13),1.71422 # DEPENDENCYPART_ARC
(14,15),0.37474 # DEPENDENCYPART_ARC
(14,16),-0.719532 # DEPENDENCYPART_ARC
(15,1),-1.24755 # DEPENDENCYPART_ARC
(15,6),-1.89298 # DEPENDENCYPART_ARC
(15,11),-1.77599 # DEPENDENCYPART_ARC
(15,12),-0.940798 # DEPENDENCYPART_ARC
(15,13),-1.07516 # DEPENDENCYPART_ARC
(15,14),-0.598323 # DEPENDENCYPART_ARC
(15,16),1.83504 # DEPENDENCYPART_ARC
(0,1),(0,2),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.169612 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.194916 # DEPENDENCYPART_SIBL
(0,1),(0,7),-0.148657 # DEPENDENCYPART_SIBL
(0,1),(0,8),-0.148803 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.169612 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.148803 # DEPENDENCYPART_SIBL
(0,1),(0,12),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,14),-0.169612 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.011257 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.170631 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0509439 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.112279 # DEPENDENCYPART_SIBL
(0,2),(0,5),0.0509439 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.113997 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.0830616 # DEPENDENCYPART_SIBL
(0,2),(0,8),-0.13484 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0509439 # DEPENDENCYPART_SIBL
(0,2),(0,10),-0.112279 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,2),(0,12),0.0509439 # DEPENDENCYPART_SIBL
(0,2),(0,13),0.0509439 # DEPENDENCYPART_SIBL
(0,2),(0,14),-0.112279 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.0509439 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.112279 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.0509439 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.113997 # DEPENDENCYPART_SIBL
(0,3),(0,7),-0.0830616 # DEPENDENCYPART_SIBL
(0,3),(0,8),-0.13484 # DEPENDENCYPART_SIBL
(0,3),(0,9),0.0509439 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.112279 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,3),(0,12),0.0509439 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.0509439 # DEPENDENCYPART_SIBL
(0,3),(0,14),-0.112279 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.0509439 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(0,4),(0,5),-0.00562242 # DEPENDENCYPART_SIBL
(0,4),(0,6),-0.120401 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.00411435 # DEPENDENCYPART_SIBL
(0,4),(0,8),-0.0464622 # DEPENDENCYPART_SIBL
(0,4),(0,9),-0.00562242 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.117133 # DEPENDENCYPART_SIBL
(0,4),(0,11),-0.0464622 # DEPENDENCYPART_SIBL
(0,4),(0,12),-0.00562242 # DEPENDENCYPART_SIBL
(0,4),(0,13),-0.00562242 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.117133 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.00562242 # DEPENDENCYPART_SIBL
(0,4),(0,16),-0.0693041 # DEPENDENCYPART_SIBL
(0,5),(0,6),-0.113997 # DEPENDENCYPART_SIBL
(0,5),(0,7),-0.0830616 # DEPENDENCYPART_SIBL
(0,5),(0,8),-0.13484 # DEPENDENCYPART_SIBL
(0,5),(0,9),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.112279 # DEPENDENCYPART_SIBL
(0,5),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,5),(0,12),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,13),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,14),-0.112279 # DEPENDENCYPART_SIBL
(0,5),(0,15),0.0509439 # DEPENDENCYPART_SIBL
(0,5),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.00880822 # DEPENDENCYPART_SIBL
(0,6),(0,8),-0.0449565 # DEPENDENCYPART_SIBL
(0,6),(0,9),0.0429441 # DEPENDENCYPART_SIBL
(0,6),(0,10),-0.113286 # DEPENDENCYPART_SIBL
(0,6),(0,11),-0.0449565 # DEPENDENCYPART_SIBL
(0,6),(0,12),0.0429441 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.0429441 # DEPENDENCYPART_SIBL
(0,6),(0,14),-0.113286 # DEPENDENCYPART_SIBL
(0,6),(0,15),0.0429441 # DEPENDENCYPART_SIBL
(0,6),(0,16),-0.067435 # DEPENDENCYPART_SIBL
(0,7),(0,8),-0.0397155 # DEPENDENCYPART_SIBL
(0,7),(0,9),0.0381781 # DEPENDENCYPART_SIBL
(0,7),(0,10),0.0292961 # DEPENDENCYPART_SIBL
(0,7),(0,11),-0.0397155 # DEPENDENCYPART_SIBL
(0,7),(0,12),0.0381781 # DEPENDENCYPART_SIBL
(0,7),(0,13),0.0381781 # DEPENDENCYPART_SIBL
(0,7),(0,14),0.029449 # DEPENDENCYPART_SIBL
(0,7),(0,15),0.0381781 # DEPENDENCYPART_SIBL
(0,7),(0,16),-0.045241 # DEPENDENCYPART_SIBL
(0,8),(0,9),-0.202026 # DEPENDENCYPART_SIBL
(0,8),(0,10),-0.293028 # DEPENDENCYPART_SIBL
(0,8),(0,11),-0.413823 # DEPENDENCYPART_SIBL
(0,8),(0,12),-0.202026 # DEPENDENCYPART_SIBL
(0,8),(0,13),-0.202026 # DEPENDENCYPART_SIBL
(0,8),(0,14),-0.293028 # DEPENDENCYPART_SIBL
(0,8),(0,15),-0.202026 # DEPENDENCYPART_SIBL
(0,8),(0,16),-0.340789 # DEPENDENCYPART_SIBL
(0,9),(0,10),-0.112279 # DEPENDENCYPART_SIBL
(0,9),(0,11),-0.13484 # DEPENDENCYPART_SIBL
(0,9),(0,12),0.0509439 # DEPENDENCYPART_SIBL
(0,9),(0,13),0.0509439 # DEPENDENCYPART_SIBL
(0,9),(0,14),-0.112279 # DEPENDENCYPART_SIBL
(0,9),(0,15),0.0509439 # DEPENDENCYPART_SIBL
(0,9),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(0,10),(0,11),-0.0465045 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.00566475 # DEPENDENCYPART_SIBL
(0,10),(0,13),-0.00566475 # DEPENDENCYPART_SIBL
(0,10),(0,14),-0.117239 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.00566475 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.0693464 # DEPENDENCYPART_SIBL
(0,11),(0,12),-0.202026 # DEPENDENCYPART_SIBL
(0,11),(0,13),-0.202026 # DEPENDENCYPART_SIBL
(0,11),(0,14),-0.293028 # DEPENDENCYPART_SIBL
(0,11),(0,15),-0.202026 # DEPENDENCYPART_SIBL
(0,11),(0,16),-0.340789 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.0509439 # DEPENDENCYPART_SIBL
(0,12),(0,14),-0.112279 # DEPENDENCYPART_SIBL
(0,12),(0,15),0.0509439 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.112279 # DEPENDENCYPART_SIBL
(0,13),(0,15),0.0509439 # DEPENDENCYPART_SIBL
(0,13),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(0,14),(0,15),-0.00562242 # DEPENDENCYPART_SIBL
(0,14),(0,16),-0.0693041 # DEPENDENCYPART_SIBL
(0,15),(0,16),-0.174982 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.00965755 # DEPENDENCYPART_SIBL
(1,2),(1,5),0.00965755 # DEPENDENCYPART_SIBL
(1,3),(1,5),0.00965755 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0358669 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0073091 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.00638306 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0729592 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00858215 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0213899 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.114977 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0206767 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00621019 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0311031 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00638306 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0332573 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.00744781 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0647756 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0647756 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0430747 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0209722 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.220457 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0137248 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0430747 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.021476 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0137248 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0430747 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0430747 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0225195 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.0430747 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0272028 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0201186 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00217958 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.005815 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00593605 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0201186 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.00881324 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.00593605 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0201186 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0201186 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.00577106 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0201186 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0201186 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00217958 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.005815 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00593605 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0201186 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.00881324 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.00593605 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0201186 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0201186 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.00577106 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0201186 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0138809 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.023916 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0287287 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0147462 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0154688 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0287287 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0147462 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0147462 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0153158 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0147462 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0441313 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0505609 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0317673 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0218578 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0505609 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0317673 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0317673 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0217048 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0317673 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0417814 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0635837 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0392364 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0417814 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0635837 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0635837 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0396952 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0635837 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0970364 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0385599 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.276255 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0970364 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0970364 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.038407 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0970364 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0154688 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0287287 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0147462 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0147462 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0153158 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0147462 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0484522 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0453894 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0453894 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0220927 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0453894 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0970364 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0970364 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.038407 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0970364 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0147462 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0153158 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0147462 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0153158 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0147462 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0453893 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0729592 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0729592 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0330993 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.00493649 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.114977 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0118831 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0213899 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.00858215 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0213899 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00858215 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0213899 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.00803122 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00783131 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0131457 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0191506 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0311031 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0483478 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00621019 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0196774 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00621019 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0206767 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00621019 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0274133 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0131457 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0191506 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0311031 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0483478 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00621019 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0196774 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00621019 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0206767 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.00621019 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0274133 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0301742 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.112952 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00298676 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.000666955 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.023339 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.000666955 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0209873 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.000666955 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0371781 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0300613 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0768397 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00897456 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00842329 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00897456 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00842329 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00897456 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0695889 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0757107 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0507478 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0420801 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0507478 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.042233 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0507478 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.052143 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.049334 # DEPENDENCYPART_SIBL
