# _root_ That move , along with the return to the Manpower name , could bolster the company 's prospects during possibly difficult times for temporary help .
#goldHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,21,22,19,22,25,23,13,
#predictedHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,22,22,19,22,25,23,13,
(3,26),-2.86629 # DEPENDENCYPART_ARC
(4,1),0.259892 # DEPENDENCYPART_ARC
(4,2),-0.534304 # DEPENDENCYPART_ARC
(4,3),0.628959 # DEPENDENCYPART_ARC
(4,5),3.4393 # DEPENDENCYPART_ARC
(4,6),0.13475 # DEPENDENCYPART_ARC
(4,7),1.5531 # DEPENDENCYPART_ARC
(4,8),0.668017 # DEPENDENCYPART_ARC
(4,9),-1.11 # DEPENDENCYPART_ARC
(4,10),-1.44969 # DEPENDENCYPART_ARC
(4,11),-0.453891 # DEPENDENCYPART_ARC
(4,12),0.509013 # DEPENDENCYPART_ARC
(4,13),0.512724 # DEPENDENCYPART_ARC
(4,14),-0.0779485 # DEPENDENCYPART_ARC
(4,15),-2.2 # DEPENDENCYPART_ARC
(4,16),-4.81333 # DEPENDENCYPART_ARC
(4,17),-1.08707 # DEPENDENCYPART_ARC
(4,18),-3.93376 # DEPENDENCYPART_ARC
(4,19),-0.348983 # DEPENDENCYPART_ARC
(4,20),-1.24334 # DEPENDENCYPART_ARC
(4,21),-2.20225 # DEPENDENCYPART_ARC
(4,22),-6.75654 # DEPENDENCYPART_ARC
(4,23),0.266127 # DEPENDENCYPART_ARC
(4,24),-2.83886 # DEPENDENCYPART_ARC
(4,25),-6.82588 # DEPENDENCYPART_ARC
(4,26),-0.470716 # DEPENDENCYPART_ARC
(5,1),-0.973368 # DEPENDENCYPART_ARC
(5,2),-0.942152 # DEPENDENCYPART_ARC
(5,3),-0.647223 # DEPENDENCYPART_ARC
(5,4),0.400642 # DEPENDENCYPART_ARC
(5,6),0.655316 # DEPENDENCYPART_ARC
(5,7),3.0944 # DEPENDENCYPART_ARC
(5,8),0.148017 # DEPENDENCYPART_ARC
(5,9),-1.11341 # DEPENDENCYPART_ARC
(5,10),0.599413 # DEPENDENCYPART_ARC
(5,11),0.906624 # DEPENDENCYPART_ARC
(5,12),0.0495458 # DEPENDENCYPART_ARC
(5,13),-0.426397 # DEPENDENCYPART_ARC
(5,14),-0.120296 # DEPENDENCYPART_ARC
(5,15),-2.13491 # DEPENDENCYPART_ARC
(5,16),-4.15656 # DEPENDENCYPART_ARC
(5,17),-1.37918 # DEPENDENCYPART_ARC
(5,18),-2.58977 # DEPENDENCYPART_ARC
(5,19),-0.845199 # DEPENDENCYPART_ARC
(5,20),-1.10592 # DEPENDENCYPART_ARC
(5,21),-0.674106 # DEPENDENCYPART_ARC
(5,22),-5.43199 # DEPENDENCYPART_ARC
(5,23),-0.502141 # DEPENDENCYPART_ARC
(5,24),-1.01483 # DEPENDENCYPART_ARC
(5,25),-5.23276 # DEPENDENCYPART_ARC
(5,26),-0.615832 # DEPENDENCYPART_ARC
(6,1),-2.0199 # DEPENDENCYPART_ARC
(6,2),-2.5028 # DEPENDENCYPART_ARC
(6,3),-1.71867 # DEPENDENCYPART_ARC
(6,4),-1.32305 # DEPENDENCYPART_ARC
(6,5),-0.331412 # DEPENDENCYPART_ARC
(6,7),0.194249 # DEPENDENCYPART_ARC
(6,8),-1.16936 # DEPENDENCYPART_ARC
(6,9),-2.22567 # DEPENDENCYPART_ARC
(6,10),-2.05888 # DEPENDENCYPART_ARC
(6,11),-1.57557 # DEPENDENCYPART_ARC
(6,12),-1.59323 # DEPENDENCYPART_ARC
(6,13),-2.36438 # DEPENDENCYPART_ARC
(6,14),-2.51522 # DEPENDENCYPART_ARC
(6,15),-2.96297 # DEPENDENCYPART_ARC
(6,16),-2.05611 # DEPENDENCYPART_ARC
(6,17),-3.22789 # DEPENDENCYPART_ARC
(6,18),-3.02343 # DEPENDENCYPART_ARC
(6,19),-3.47871 # DEPENDENCYPART_ARC
(6,20),-3.02116 # DEPENDENCYPART_ARC
(6,21),-3.23797 # DEPENDENCYPART_ARC
(6,22),-3.18275 # DEPENDENCYPART_ARC
(6,23),-3.36669 # DEPENDENCYPART_ARC
(6,24),-3.54683 # DEPENDENCYPART_ARC
(6,25),-3.35884 # DEPENDENCYPART_ARC
(6,26),-2.40302 # DEPENDENCYPART_ARC
(7,1),-2.0814 # DEPENDENCYPART_ARC
(7,2),-2.11842 # DEPENDENCYPART_ARC
(7,3),-0.359571 # DEPENDENCYPART_ARC
(7,4),0.454755 # DEPENDENCYPART_ARC
(7,5),0.803065 # DEPENDENCYPART_ARC
(7,6),5.4209 # DEPENDENCYPART_ARC
(7,8),3.26301 # DEPENDENCYPART_ARC
(7,9),0.378071 # DEPENDENCYPART_ARC
(7,10),0.837687 # DEPENDENCYPART_ARC
(7,11),0.729344 # DEPENDENCYPART_ARC
(7,12),1.60435 # DEPENDENCYPART_ARC
(7,13),0.365303 # DEPENDENCYPART_ARC
(7,14),0.554448 # DEPENDENCYPART_ARC
(7,15),-0.131301 # DEPENDENCYPART_ARC
(7,16),-0.00167254 # DEPENDENCYPART_ARC
(7,17),0.130323 # DEPENDENCYPART_ARC
(7,18),-0.421583 # DEPENDENCYPART_ARC
(7,19),0.0113757 # DEPENDENCYPART_ARC
(7,20),-0.286517 # DEPENDENCYPART_ARC
(7,21),-0.976512 # DEPENDENCYPART_ARC
(7,22),-0.524868 # DEPENDENCYPART_ARC
(7,23),-0.74215 # DEPENDENCYPART_ARC
(7,24),-1.44919 # DEPENDENCYPART_ARC
(7,25),-1.02402 # DEPENDENCYPART_ARC
(7,26),-0.628432 # DEPENDENCYPART_ARC
(8,1),-0.641861 # DEPENDENCYPART_ARC
(8,2),-0.816275 # DEPENDENCYPART_ARC
(8,3),0.0494178 # DEPENDENCYPART_ARC
(8,4),-0.126217 # DEPENDENCYPART_ARC
(8,5),0.234717 # DEPENDENCYPART_ARC
(8,6),0.361853 # DEPENDENCYPART_ARC
(8,7),0.575576 # DEPENDENCYPART_ARC
(8,9),1.24381 # DEPENDENCYPART_ARC
(8,10),2.52865 # DEPENDENCYPART_ARC
(8,11),3.7075 # DEPENDENCYPART_ARC
(8,12),1.05692 # DEPENDENCYPART_ARC
(8,13),0.456741 # DEPENDENCYPART_ARC
(8,14),1.02709 # DEPENDENCYPART_ARC
(8,15),-0.827823 # DEPENDENCYPART_ARC
(8,16),-1.2158 # DEPENDENCYPART_ARC
(8,17),-0.0200237 # DEPENDENCYPART_ARC
(8,18),-0.436945 # DEPENDENCYPART_ARC
(8,19),0.581002 # DEPENDENCYPART_ARC
(8,20),-0.0147989 # DEPENDENCYPART_ARC
(8,21),-0.98221 # DEPENDENCYPART_ARC
(8,22),-2.50619 # DEPENDENCYPART_ARC
(8,23),-0.643266 # DEPENDENCYPART_ARC
(8,24),-1.31228 # DEPENDENCYPART_ARC
(8,25),-2.25626 # DEPENDENCYPART_ARC
(8,26),0.083661 # DEPENDENCYPART_ARC
(9,1),-2.39921 # DEPENDENCYPART_ARC
(9,2),-3.03924 # DEPENDENCYPART_ARC
(9,3),-2.46318 # DEPENDENCYPART_ARC
(9,4),-2.07431 # DEPENDENCYPART_ARC
(9,5),-1.81525 # DEPENDENCYPART_ARC
(9,6),-0.971284 # DEPENDENCYPART_ARC
(9,7),-2.0138 # DEPENDENCYPART_ARC
(9,8),-0.871076 # DEPENDENCYPART_ARC
(9,10),-0.344866 # DEPENDENCYPART_ARC
(9,11),-0.292983 # DEPENDENCYPART_ARC
(9,12),-0.707515 # DEPENDENCYPART_ARC
(9,13),-1.02975 # DEPENDENCYPART_ARC
(9,14),-1.27233 # DEPENDENCYPART_ARC
(9,15),-1.97214 # DEPENDENCYPART_ARC
(9,16),-1.42769 # DEPENDENCYPART_ARC
(9,17),-2.12032 # DEPENDENCYPART_ARC
(9,18),-1.76593 # DEPENDENCYPART_ARC
(9,19),-2.09551 # DEPENDENCYPART_ARC
(9,20),-1.99906 # DEPENDENCYPART_ARC
(9,21),-2.36108 # DEPENDENCYPART_ARC
(9,22),-2.16621 # DEPENDENCYPART_ARC
(9,23),-2.35779 # DEPENDENCYPART_ARC
(9,24),-2.58587 # DEPENDENCYPART_ARC
(9,25),-2.5018 # DEPENDENCYPART_ARC
(9,26),-1.36887 # DEPENDENCYPART_ARC
(10,1),-4.47374 # DEPENDENCYPART_ARC
(10,2),-4.59842 # DEPENDENCYPART_ARC
(10,3),-2.76784 # DEPENDENCYPART_ARC
(10,4),-1.92079 # DEPENDENCYPART_ARC
(10,5),-1.25854 # DEPENDENCYPART_ARC
(10,6),0.383824 # DEPENDENCYPART_ARC
(10,7),-0.905248 # DEPENDENCYPART_ARC
(10,8),-0.763816 # DEPENDENCYPART_ARC
(10,9),2.59811 # DEPENDENCYPART_ARC
(10,11),0.755772 # DEPENDENCYPART_ARC
(10,12),0.144498 # DEPENDENCYPART_ARC
(10,13),-0.601394 # DEPENDENCYPART_ARC
(10,14),-1.35543 # DEPENDENCYPART_ARC
(10,15),-1.03461 # DEPENDENCYPART_ARC
(10,16),-1.18877 # DEPENDENCYPART_ARC
(10,17),-0.470853 # DEPENDENCYPART_ARC
(10,18),-1.66561 # DEPENDENCYPART_ARC
(10,19),-1.91498 # DEPENDENCYPART_ARC
(10,20),-1.86816 # DEPENDENCYPART_ARC
(10,21),-1.83029 # DEPENDENCYPART_ARC
(10,22),-2.23032 # DEPENDENCYPART_ARC
(10,23),-1.97419 # DEPENDENCYPART_ARC
(10,24),-2.02671 # DEPENDENCYPART_ARC
(10,25),-3.09927 # DEPENDENCYPART_ARC
(10,26),-0.40965 # DEPENDENCYPART_ARC
(11,1),-3.11009 # DEPENDENCYPART_ARC
(11,2),-3.2161 # DEPENDENCYPART_ARC
(11,3),-1.25439 # DEPENDENCYPART_ARC
(11,4),0.347527 # DEPENDENCYPART_ARC
(11,5),0.297219 # DEPENDENCYPART_ARC
(11,6),2.22868 # DEPENDENCYPART_ARC
(11,7),0.670734 # DEPENDENCYPART_ARC
(11,8),0.736936 # DEPENDENCYPART_ARC
(11,9),4.77778 # DEPENDENCYPART_ARC
(11,10),4.60479 # DEPENDENCYPART_ARC
(11,12),1.20602 # DEPENDENCYPART_ARC
(11,13),0.0993315 # DEPENDENCYPART_ARC
(11,14),-0.243694 # DEPENDENCYPART_ARC
(11,15),-0.793531 # DEPENDENCYPART_ARC
(11,16),-0.419652 # DEPENDENCYPART_ARC
(11,17),0.122946 # DEPENDENCYPART_ARC
(11,18),-0.676925 # DEPENDENCYPART_ARC
(11,19),-1.37901 # DEPENDENCYPART_ARC
(11,20),-0.931866 # DEPENDENCYPART_ARC
(11,21),-1.21086 # DEPENDENCYPART_ARC
(11,22),-0.832778 # DEPENDENCYPART_ARC
(11,23),-1.96998 # DEPENDENCYPART_ARC
(11,24),-1.72032 # DEPENDENCYPART_ARC
(11,25),-1.05772 # DEPENDENCYPART_ARC
(11,26),0.135665 # DEPENDENCYPART_ARC
(12,1),-2.08105 # DEPENDENCYPART_ARC
(12,2),-1.88221 # DEPENDENCYPART_ARC
(12,3),-0.448609 # DEPENDENCYPART_ARC
(12,4),-1.8589 # DEPENDENCYPART_ARC
(12,5),-1.71018 # DEPENDENCYPART_ARC
(12,6),-1.29026 # DEPENDENCYPART_ARC
(12,7),-1.83759 # DEPENDENCYPART_ARC
(12,8),-1.31632 # DEPENDENCYPART_ARC
(12,9),-0.7057 # DEPENDENCYPART_ARC
(12,10),-1.5776 # DEPENDENCYPART_ARC
(12,11),-1.02078 # DEPENDENCYPART_ARC
(12,13),-0.505238 # DEPENDENCYPART_ARC
(12,14),-0.851899 # DEPENDENCYPART_ARC
(12,15),-1.87555 # DEPENDENCYPART_ARC
(12,16),-2.14783 # DEPENDENCYPART_ARC
(12,17),-2.16237 # DEPENDENCYPART_ARC
(12,18),-2.55559 # DEPENDENCYPART_ARC
(12,19),-1.99955 # DEPENDENCYPART_ARC
(12,20),-2.46727 # DEPENDENCYPART_ARC
(12,21),-2.72444 # DEPENDENCYPART_ARC
(12,22),-3.01652 # DEPENDENCYPART_ARC
(12,23),-2.31314 # DEPENDENCYPART_ARC
(12,24),-3.14172 # DEPENDENCYPART_ARC
(12,25),-3.43979 # DEPENDENCYPART_ARC
(12,26),-2.40934 # DEPENDENCYPART_ARC
(13,1),0.122752 # DEPENDENCYPART_ARC
(13,2),1.57433 # DEPENDENCYPART_ARC
(13,3),2.49087 # DEPENDENCYPART_ARC
(13,4),1.81018 # DEPENDENCYPART_ARC
(13,5),1.8668 # DEPENDENCYPART_ARC
(13,6),-0.00954552 # DEPENDENCYPART_ARC
(13,7),1.83012 # DEPENDENCYPART_ARC
(13,8),-0.0979244 # DEPENDENCYPART_ARC
(13,9),0.409442 # DEPENDENCYPART_ARC
(13,10),1.61739 # DEPENDENCYPART_ARC
(13,11),1.64827 # DEPENDENCYPART_ARC
(13,12),2.02461 # DEPENDENCYPART_ARC
(13,14),3.83393 # DEPENDENCYPART_ARC
(13,15),0.226152 # DEPENDENCYPART_ARC
(13,16),0.693563 # DEPENDENCYPART_ARC
(13,17),0.0575994 # DEPENDENCYPART_ARC
(13,18),0.271576 # DEPENDENCYPART_ARC
(13,19),0.202461 # DEPENDENCYPART_ARC
(13,20),-0.393424 # DEPENDENCYPART_ARC
(13,21),-0.861546 # DEPENDENCYPART_ARC
(13,22),-0.548159 # DEPENDENCYPART_ARC
(13,23),-0.0890779 # DEPENDENCYPART_ARC
(13,24),-1.062 # DEPENDENCYPART_ARC
(13,25),-0.809281 # DEPENDENCYPART_ARC
(13,26),4.59809 # DEPENDENCYPART_ARC
(14,1),-1.44013 # DEPENDENCYPART_ARC
(14,2),-1.54809 # DEPENDENCYPART_ARC
(14,3),-0.877007 # DEPENDENCYPART_ARC
(14,4),-0.998143 # DEPENDENCYPART_ARC
(14,5),-1.26109 # DEPENDENCYPART_ARC
(14,6),-0.609597 # DEPENDENCYPART_ARC
(14,7),-0.910894 # DEPENDENCYPART_ARC
(14,8),-0.519535 # DEPENDENCYPART_ARC
(14,9),0.00724248 # DEPENDENCYPART_ARC
(14,10),-0.36763 # DEPENDENCYPART_ARC
(14,11),0.060655 # DEPENDENCYPART_ARC
(14,12),0.316865 # DEPENDENCYPART_ARC
(14,13),0.479685 # DEPENDENCYPART_ARC
(14,15),1.04206 # DEPENDENCYPART_ARC
(14,16),1.91532 # DEPENDENCYPART_ARC
(14,17),0.394861 # DEPENDENCYPART_ARC
(14,18),2.50749 # DEPENDENCYPART_ARC
(14,19),1.75081 # DEPENDENCYPART_ARC
(14,20),0.617249 # DEPENDENCYPART_ARC
(14,21),0.460108 # DEPENDENCYPART_ARC
(14,22),0.46499 # DEPENDENCYPART_ARC
(14,23),0.986461 # DEPENDENCYPART_ARC
(14,24),-0.853574 # DEPENDENCYPART_ARC
(14,25),0.306259 # DEPENDENCYPART_ARC
(14,26),0.522004 # DEPENDENCYPART_ARC
(15,1),-2.98341 # DEPENDENCYPART_ARC
(15,2),-3.40176 # DEPENDENCYPART_ARC
(15,3),-2.6912 # DEPENDENCYPART_ARC
(15,4),-2.37027 # DEPENDENCYPART_ARC
(15,5),-2.09173 # DEPENDENCYPART_ARC
(15,6),-1.82029 # DEPENDENCYPART_ARC
(15,7),-2.72914 # DEPENDENCYPART_ARC
(15,8),-2.22861 # DEPENDENCYPART_ARC
(15,9),-1.47039 # DEPENDENCYPART_ARC
(15,10),-1.98475 # DEPENDENCYPART_ARC
(15,11),-1.9441 # DEPENDENCYPART_ARC
(15,12),-1.19773 # DEPENDENCYPART_ARC
(15,13),-1.23381 # DEPENDENCYPART_ARC
(15,14),-0.0252667 # DEPENDENCYPART_ARC
(15,16),-0.369374 # DEPENDENCYPART_ARC
(15,17),-1.22339 # DEPENDENCYPART_ARC
(15,18),-1.42326 # DEPENDENCYPART_ARC
(15,19),-1.97385 # DEPENDENCYPART_ARC
(15,20),-1.93999 # DEPENDENCYPART_ARC
(15,21),-2.17132 # DEPENDENCYPART_ARC
(15,22),-2.02123 # DEPENDENCYPART_ARC
(15,23),-2.42247 # DEPENDENCYPART_ARC
(15,24),-2.46663 # DEPENDENCYPART_ARC
(15,25),-2.5442 # DEPENDENCYPART_ARC
(15,26),-1.94933 # DEPENDENCYPART_ARC
(16,1),-6.27625 # DEPENDENCYPART_ARC
(16,2),-6.61695 # DEPENDENCYPART_ARC
(16,3),-2.57632 # DEPENDENCYPART_ARC
(16,4),-1.37152 # DEPENDENCYPART_ARC
(16,5),-1.44192 # DEPENDENCYPART_ARC
(16,6),-0.624781 # DEPENDENCYPART_ARC
(16,7),-3.08055 # DEPENDENCYPART_ARC
(16,8),-1.4591 # DEPENDENCYPART_ARC
(16,9),0.905892 # DEPENDENCYPART_ARC
(16,10),-0.382974 # DEPENDENCYPART_ARC
(16,11),-1.21849 # DEPENDENCYPART_ARC
(16,12),-0.242896 # DEPENDENCYPART_ARC
(16,13),-0.14361 # DEPENDENCYPART_ARC
(16,14),0.460861 # DEPENDENCYPART_ARC
(16,15),5.69615 # DEPENDENCYPART_ARC
(16,17),4.14044 # DEPENDENCYPART_ARC
(16,18),0.29667 # DEPENDENCYPART_ARC
(16,19),0.210177 # DEPENDENCYPART_ARC
(16,20),-0.340049 # DEPENDENCYPART_ARC
(16,21),-0.0129218 # DEPENDENCYPART_ARC
(16,22),-0.645543 # DEPENDENCYPART_ARC
(16,23),-0.440037 # DEPENDENCYPART_ARC
(16,24),-0.659482 # DEPENDENCYPART_ARC
(16,25),-0.804022 # DEPENDENCYPART_ARC
(16,26),-0.0899602 # DEPENDENCYPART_ARC
(17,1),-2.76844 # DEPENDENCYPART_ARC
(17,2),-3.34358 # DEPENDENCYPART_ARC
(17,3),-1.5748 # DEPENDENCYPART_ARC
(17,4),-2.88531 # DEPENDENCYPART_ARC
(17,5),-2.83468 # DEPENDENCYPART_ARC
(17,6),-1.02853 # DEPENDENCYPART_ARC
(17,7),-2.25503 # DEPENDENCYPART_ARC
(17,8),-1.60725 # DEPENDENCYPART_ARC
(17,9),-0.471806 # DEPENDENCYPART_ARC
(17,10),-1.11605 # DEPENDENCYPART_ARC
(17,11),-1.59175 # DEPENDENCYPART_ARC
(17,12),-0.492519 # DEPENDENCYPART_ARC
(17,13),-0.995891 # DEPENDENCYPART_ARC
(17,14),-0.178696 # DEPENDENCYPART_ARC
(17,15),1.13254 # DEPENDENCYPART_ARC
(17,16),0.0652144 # DEPENDENCYPART_ARC
(17,18),-0.270934 # DEPENDENCYPART_ARC
(17,19),-1.06831 # DEPENDENCYPART_ARC
(17,20),-1.13912 # DEPENDENCYPART_ARC
(17,21),-1.37371 # DEPENDENCYPART_ARC
(17,22),-2.05129 # DEPENDENCYPART_ARC
(17,23),-1.59038 # DEPENDENCYPART_ARC
(17,24),-2.05817 # DEPENDENCYPART_ARC
(17,25),-2.39869 # DEPENDENCYPART_ARC
(17,26),-1.31878 # DEPENDENCYPART_ARC
(18,1),-6.71592 # DEPENDENCYPART_ARC
(18,2),-3.85238 # DEPENDENCYPART_ARC
(18,3),-1.01355 # DEPENDENCYPART_ARC
(18,4),-0.592912 # DEPENDENCYPART_ARC
(18,5),-0.649431 # DEPENDENCYPART_ARC
(18,6),-2.05976 # DEPENDENCYPART_ARC
(18,7),-1.90445 # DEPENDENCYPART_ARC
(18,8),-1.46816 # DEPENDENCYPART_ARC
(18,9),-0.663305 # DEPENDENCYPART_ARC
(18,10),0.60379 # DEPENDENCYPART_ARC
(18,11),-0.556218 # DEPENDENCYPART_ARC
(18,12),-0.206742 # DEPENDENCYPART_ARC
(18,13),-0.404552 # DEPENDENCYPART_ARC
(18,14),0.378921 # DEPENDENCYPART_ARC
(18,15),2.34751 # DEPENDENCYPART_ARC
(18,16),4.6689 # DEPENDENCYPART_ARC
(18,17),1.34378 # DEPENDENCYPART_ARC
(18,19),1.18277 # DEPENDENCYPART_ARC
(18,20),0.254056 # DEPENDENCYPART_ARC
(18,21),0.683803 # DEPENDENCYPART_ARC
(18,22),0.40363 # DEPENDENCYPART_ARC
(18,23),1.78778 # DEPENDENCYPART_ARC
(18,24),0.0582077 # DEPENDENCYPART_ARC
(18,25),-0.403145 # DEPENDENCYPART_ARC
(18,26),0.404727 # DEPENDENCYPART_ARC
(19,1),-2.75755 # DEPENDENCYPART_ARC
(19,2),-3.25462 # DEPENDENCYPART_ARC
(19,3),-2.40553 # DEPENDENCYPART_ARC
(19,4),-2.10201 # DEPENDENCYPART_ARC
(19,5),-2.33062 # DEPENDENCYPART_ARC
(19,6),-2.0016 # DEPENDENCYPART_ARC
(19,7),-2.32782 # DEPENDENCYPART_ARC
(19,8),-1.68163 # DEPENDENCYPART_ARC
(19,9),-1.22249 # DEPENDENCYPART_ARC
(19,10),-1.51902 # DEPENDENCYPART_ARC
(19,11),-2.09396 # DEPENDENCYPART_ARC
(19,12),-1.31073 # DEPENDENCYPART_ARC
(19,13),-1.54026 # DEPENDENCYPART_ARC
(19,14),-0.964729 # DEPENDENCYPART_ARC
(19,15),-0.391239 # DEPENDENCYPART_ARC
(19,16),-0.186542 # DEPENDENCYPART_ARC
(19,17),0.0380732 # DEPENDENCYPART_ARC
(19,18),0.0281986 # DEPENDENCYPART_ARC
(19,20),1.89738 # DEPENDENCYPART_ARC
(19,21),1.28634 # DEPENDENCYPART_ARC
(19,22),3.05422 # DEPENDENCYPART_ARC
(19,23),0.906007 # DEPENDENCYPART_ARC
(19,24),0.365602 # DEPENDENCYPART_ARC
(19,25),1.63139 # DEPENDENCYPART_ARC
(19,26),-0.155265 # DEPENDENCYPART_ARC
(20,1),-1.54956 # DEPENDENCYPART_ARC
(20,2),-2.83089 # DEPENDENCYPART_ARC
(20,3),-2.09904 # DEPENDENCYPART_ARC
(20,4),-1.8254 # DEPENDENCYPART_ARC
(20,5),-1.97621 # DEPENDENCYPART_ARC
(20,6),-1.16058 # DEPENDENCYPART_ARC
(20,7),-2.27558 # DEPENDENCYPART_ARC
(20,8),-1.81861 # DEPENDENCYPART_ARC
(20,9),-0.868401 # DEPENDENCYPART_ARC
