# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(9,22),-0.736751 # DEPENDENCYPART_ARC
(9,23),1.10187 # DEPENDENCYPART_ARC
(9,24),3.09186 # DEPENDENCYPART_ARC
(10,1),-0.839232 # DEPENDENCYPART_ARC
(10,2),-1.85157 # DEPENDENCYPART_ARC
(10,3),-1.39838 # DEPENDENCYPART_ARC
(10,4),-1.07236 # DEPENDENCYPART_ARC
(10,5),-1.29114 # DEPENDENCYPART_ARC
(10,6),-0.769269 # DEPENDENCYPART_ARC
(10,7),-0.515344 # DEPENDENCYPART_ARC
(10,8),-0.0620379 # DEPENDENCYPART_ARC
(10,9),0.0635694 # DEPENDENCYPART_ARC
(10,11),0.0195436 # DEPENDENCYPART_ARC
(10,12),-0.715232 # DEPENDENCYPART_ARC
(10,13),-0.721212 # DEPENDENCYPART_ARC
(10,14),-1.1324 # DEPENDENCYPART_ARC
(10,15),-1.26344 # DEPENDENCYPART_ARC
(10,16),-0.944096 # DEPENDENCYPART_ARC
(10,17),-1.68999 # DEPENDENCYPART_ARC
(10,18),-1.68677 # DEPENDENCYPART_ARC
(10,19),-2.1375 # DEPENDENCYPART_ARC
(10,20),-1.05762 # DEPENDENCYPART_ARC
(10,21),-1.06102 # DEPENDENCYPART_ARC
(10,22),-2.10354 # DEPENDENCYPART_ARC
(10,23),-2.30132 # DEPENDENCYPART_ARC
(10,24),-0.475839 # DEPENDENCYPART_ARC
(11,1),0.535612 # DEPENDENCYPART_ARC
(11,2),-0.711611 # DEPENDENCYPART_ARC
(11,3),-1.11826 # DEPENDENCYPART_ARC
(11,4),-0.822045 # DEPENDENCYPART_ARC
(11,5),-0.507474 # DEPENDENCYPART_ARC
(11,6),0.203033 # DEPENDENCYPART_ARC
(11,7),0.0269836 # DEPENDENCYPART_ARC
(11,8),0.583802 # DEPENDENCYPART_ARC
(11,9),-0.237985 # DEPENDENCYPART_ARC
(11,10),0.849158 # DEPENDENCYPART_ARC
(11,12),1.09471 # DEPENDENCYPART_ARC
(11,13),3.56418 # DEPENDENCYPART_ARC
(11,14),1.38181 # DEPENDENCYPART_ARC
(11,15),1.57742 # DEPENDENCYPART_ARC
(11,16),2.72868 # DEPENDENCYPART_ARC
(11,17),-0.116674 # DEPENDENCYPART_ARC
(11,18),0.647771 # DEPENDENCYPART_ARC
(11,19),1.67257 # DEPENDENCYPART_ARC
(11,20),0.512073 # DEPENDENCYPART_ARC
(11,21),1.24316 # DEPENDENCYPART_ARC
(11,22),-0.422605 # DEPENDENCYPART_ARC
(11,23),-0.196301 # DEPENDENCYPART_ARC
(11,24),2.42398 # DEPENDENCYPART_ARC
(12,1),-2.0125 # DEPENDENCYPART_ARC
(12,2),-2.23874 # DEPENDENCYPART_ARC
(12,3),-2.31824 # DEPENDENCYPART_ARC
(12,4),-2.25131 # DEPENDENCYPART_ARC
(12,5),-2.17264 # DEPENDENCYPART_ARC
(12,6),-1.91208 # DEPENDENCYPART_ARC
(12,7),-1.95176 # DEPENDENCYPART_ARC
(12,8),-1.2346 # DEPENDENCYPART_ARC
(12,9),-1.3776 # DEPENDENCYPART_ARC
(12,10),-0.563951 # DEPENDENCYPART_ARC
(12,11),0.0418129 # DEPENDENCYPART_ARC
(12,13),-0.0483808 # DEPENDENCYPART_ARC
(12,14),-0.894976 # DEPENDENCYPART_ARC
(12,15),-1.19272 # DEPENDENCYPART_ARC
(12,16),-1.38593 # DEPENDENCYPART_ARC
(12,17),-1.7772 # DEPENDENCYPART_ARC
(12,18),-1.38266 # DEPENDENCYPART_ARC
(12,19),-1.88452 # DEPENDENCYPART_ARC
(12,20),-1.72569 # DEPENDENCYPART_ARC
(12,21),-1.0403 # DEPENDENCYPART_ARC
(12,22),-2.10364 # DEPENDENCYPART_ARC
(12,23),-2.5135 # DEPENDENCYPART_ARC
(12,24),-1.67174 # DEPENDENCYPART_ARC
(13,1),-1.37882 # DEPENDENCYPART_ARC
(13,2),-2.05607 # DEPENDENCYPART_ARC
(13,3),-1.33973 # DEPENDENCYPART_ARC
(13,4),-1.84459 # DEPENDENCYPART_ARC
(13,5),-3.43228 # DEPENDENCYPART_ARC
(13,6),-1.21064 # DEPENDENCYPART_ARC
(13,7),-0.975606 # DEPENDENCYPART_ARC
(13,8),-0.591038 # DEPENDENCYPART_ARC
(13,9),-0.41375 # DEPENDENCYPART_ARC
(13,10),-0.151971 # DEPENDENCYPART_ARC
(13,11),0.0890971 # DEPENDENCYPART_ARC
(13,12),4.4073 # DEPENDENCYPART_ARC
(13,14),2.73243 # DEPENDENCYPART_ARC
(13,15),1.27642 # DEPENDENCYPART_ARC
(13,16),0.63736 # DEPENDENCYPART_ARC
(13,17),-0.0445392 # DEPENDENCYPART_ARC
(13,18),1.02458 # DEPENDENCYPART_ARC
(13,19),0.443971 # DEPENDENCYPART_ARC
(13,20),0.658172 # DEPENDENCYPART_ARC
(13,21),0.524622 # DEPENDENCYPART_ARC
(13,22),-0.369554 # DEPENDENCYPART_ARC
(13,23),0.236489 # DEPENDENCYPART_ARC
(13,24),1.35517 # DEPENDENCYPART_ARC
(14,1),-0.229843 # DEPENDENCYPART_ARC
(14,2),-1.3268 # DEPENDENCYPART_ARC
(14,3),-0.910915 # DEPENDENCYPART_ARC
(14,4),-0.319842 # DEPENDENCYPART_ARC
(14,5),-0.673802 # DEPENDENCYPART_ARC
(14,6),-0.59091 # DEPENDENCYPART_ARC
(14,7),-0.27931 # DEPENDENCYPART_ARC
(14,8),-0.459258 # DEPENDENCYPART_ARC
(14,9),-0.273617 # DEPENDENCYPART_ARC
(14,10),-0.21308 # DEPENDENCYPART_ARC
(14,11),0.326328 # DEPENDENCYPART_ARC
(14,12),0.777342 # DEPENDENCYPART_ARC
(14,13),1.33426 # DEPENDENCYPART_ARC
(14,15),3.88513 # DEPENDENCYPART_ARC
(14,16),0.711924 # DEPENDENCYPART_ARC
(14,17),0.270586 # DEPENDENCYPART_ARC
(14,18),0.328672 # DEPENDENCYPART_ARC
(14,19),-0.519421 # DEPENDENCYPART_ARC
(14,20),0.687306 # DEPENDENCYPART_ARC
(14,21),0.195778 # DEPENDENCYPART_ARC
(14,22),-0.805391 # DEPENDENCYPART_ARC
(14,23),-0.496601 # DEPENDENCYPART_ARC
(14,24),-0.371424 # DEPENDENCYPART_ARC
(15,1),-0.42107 # DEPENDENCYPART_ARC
(15,2),-1.40674 # DEPENDENCYPART_ARC
(15,3),-1.27698 # DEPENDENCYPART_ARC
(15,4),-0.847595 # DEPENDENCYPART_ARC
(15,5),-1.06141 # DEPENDENCYPART_ARC
(15,6),-0.766144 # DEPENDENCYPART_ARC
(15,7),-0.670113 # DEPENDENCYPART_ARC
(15,8),-0.627486 # DEPENDENCYPART_ARC
(15,9),-0.577426 # DEPENDENCYPART_ARC
(15,10),-0.269779 # DEPENDENCYPART_ARC
(15,11),0.167036 # DEPENDENCYPART_ARC
(15,12),0.640348 # DEPENDENCYPART_ARC
(15,13),0.256608 # DEPENDENCYPART_ARC
(15,14),1.21997 # DEPENDENCYPART_ARC
(15,16),3.15803 # DEPENDENCYPART_ARC
(15,17),0.498814 # DEPENDENCYPART_ARC
(15,18),1.33035 # DEPENDENCYPART_ARC
(15,19),1.51865 # DEPENDENCYPART_ARC
(15,20),0.212295 # DEPENDENCYPART_ARC
(15,21),0.656705 # DEPENDENCYPART_ARC
(15,22),-0.410143 # DEPENDENCYPART_ARC
(15,23),-0.318962 # DEPENDENCYPART_ARC
(15,24),0.482701 # DEPENDENCYPART_ARC
(16,1),-0.397574 # DEPENDENCYPART_ARC
(16,2),-2.42453 # DEPENDENCYPART_ARC
(16,3),-1.96595 # DEPENDENCYPART_ARC
(16,4),-1.48203 # DEPENDENCYPART_ARC
(16,5),-1.97225 # DEPENDENCYPART_ARC
(16,6),-0.876885 # DEPENDENCYPART_ARC
(16,7),-0.678239 # DEPENDENCYPART_ARC
(16,8),-1.5425 # DEPENDENCYPART_ARC
(16,9),-1.16913 # DEPENDENCYPART_ARC
(16,10),-1.27508 # DEPENDENCYPART_ARC
(16,11),-0.779547 # DEPENDENCYPART_ARC
(16,12),-0.405065 # DEPENDENCYPART_ARC
(16,13),-0.48463 # DEPENDENCYPART_ARC
(16,14),-0.209417 # DEPENDENCYPART_ARC
(16,15),0.572913 # DEPENDENCYPART_ARC
(16,17),1.27291 # DEPENDENCYPART_ARC
(16,18),3.59134 # DEPENDENCYPART_ARC
(16,19),-0.20498 # DEPENDENCYPART_ARC
(16,20),1.13133 # DEPENDENCYPART_ARC
(16,21),0.607812 # DEPENDENCYPART_ARC
(16,22),-1.8008 # DEPENDENCYPART_ARC
(16,23),0.21961 # DEPENDENCYPART_ARC
(16,24),0.251631 # DEPENDENCYPART_ARC
(17,1),-2.49285 # DEPENDENCYPART_ARC
(17,2),-3.10741 # DEPENDENCYPART_ARC
(17,3),-2.49252 # DEPENDENCYPART_ARC
(17,4),-2.67252 # DEPENDENCYPART_ARC
(17,5),-3.00723 # DEPENDENCYPART_ARC
(17,6),-1.76108 # DEPENDENCYPART_ARC
(17,7),-2.50229 # DEPENDENCYPART_ARC
(17,8),-2.43584 # DEPENDENCYPART_ARC
(17,9),-1.93866 # DEPENDENCYPART_ARC
(17,10),-2.38738 # DEPENDENCYPART_ARC
(17,11),-1.95545 # DEPENDENCYPART_ARC
(17,12),-1.01063 # DEPENDENCYPART_ARC
(17,13),-1.7773 # DEPENDENCYPART_ARC
(17,14),-1.33015 # DEPENDENCYPART_ARC
(17,15),-1.00915 # DEPENDENCYPART_ARC
(17,16),-0.00256602 # DEPENDENCYPART_ARC
(17,18),1.00505 # DEPENDENCYPART_ARC
(17,19),0.176663 # DEPENDENCYPART_ARC
(17,20),0.358585 # DEPENDENCYPART_ARC
(17,21),-0.178741 # DEPENDENCYPART_ARC
(17,22),-0.222426 # DEPENDENCYPART_ARC
(17,23),-0.199845 # DEPENDENCYPART_ARC
(17,24),-0.277872 # DEPENDENCYPART_ARC
(18,1),-0.101285 # DEPENDENCYPART_ARC
(18,2),-0.982106 # DEPENDENCYPART_ARC
(18,3),-0.773858 # DEPENDENCYPART_ARC
(18,4),-0.23946 # DEPENDENCYPART_ARC
(18,5),-1.24314 # DEPENDENCYPART_ARC
(18,6),0.216188 # DEPENDENCYPART_ARC
(18,7),1.24061 # DEPENDENCYPART_ARC
(18,8),0.0373659 # DEPENDENCYPART_ARC
(18,9),-0.223379 # DEPENDENCYPART_ARC
(18,10),0.0553184 # DEPENDENCYPART_ARC
(18,11),-0.509763 # DEPENDENCYPART_ARC
(18,12),0.545718 # DEPENDENCYPART_ARC
(18,13),0.404489 # DEPENDENCYPART_ARC
(18,14),0.611887 # DEPENDENCYPART_ARC
(18,15),0.381684 # DEPENDENCYPART_ARC
(18,16),1.73958 # DEPENDENCYPART_ARC
(18,17),3.99776 # DEPENDENCYPART_ARC
(18,19),3.14076 # DEPENDENCYPART_ARC
(18,20),1.66763 # DEPENDENCYPART_ARC
(18,21),0.974736 # DEPENDENCYPART_ARC
(18,22),0.302436 # DEPENDENCYPART_ARC
(18,23),0.633335 # DEPENDENCYPART_ARC
(18,24),0.23847 # DEPENDENCYPART_ARC
(19,1),-3.82596 # DEPENDENCYPART_ARC
(19,2),-4.41713 # DEPENDENCYPART_ARC
(19,3),-3.95854 # DEPENDENCYPART_ARC
(19,4),-4.77056 # DEPENDENCYPART_ARC
(19,5),-8.07363 # DEPENDENCYPART_ARC
(19,6),-4.33274 # DEPENDENCYPART_ARC
(19,7),-3.49869 # DEPENDENCYPART_ARC
(19,8),-3.82117 # DEPENDENCYPART_ARC
(19,9),-3.20676 # DEPENDENCYPART_ARC
(19,10),-4.51711 # DEPENDENCYPART_ARC
(19,11),-3.42148 # DEPENDENCYPART_ARC
(19,12),-2.69445 # DEPENDENCYPART_ARC
(19,13),-4.57375 # DEPENDENCYPART_ARC
(19,14),-2.71004 # DEPENDENCYPART_ARC
(19,15),-2.11895 # DEPENDENCYPART_ARC
(19,16),-1.08801 # DEPENDENCYPART_ARC
(19,17),-0.513997 # DEPENDENCYPART_ARC
(19,18),-0.90209 # DEPENDENCYPART_ARC
(19,20),0.298334 # DEPENDENCYPART_ARC
(19,21),0.277398 # DEPENDENCYPART_ARC
(19,22),-0.921775 # DEPENDENCYPART_ARC
(19,23),-0.652962 # DEPENDENCYPART_ARC
(19,24),-0.949597 # DEPENDENCYPART_ARC
(20,1),-2.15099 # DEPENDENCYPART_ARC
(20,2),-2.9252 # DEPENDENCYPART_ARC
(20,3),-2.31683 # DEPENDENCYPART_ARC
(20,4),-2.20102 # DEPENDENCYPART_ARC
(20,5),-2.91882 # DEPENDENCYPART_ARC
(20,6),-0.976233 # DEPENDENCYPART_ARC
(20,7),-1.90002 # DEPENDENCYPART_ARC
(20,8),-2.34787 # DEPENDENCYPART_ARC
(20,9),-1.74464 # DEPENDENCYPART_ARC
(20,10),-2.46711 # DEPENDENCYPART_ARC
(20,11),-1.84831 # DEPENDENCYPART_ARC
(20,12),-1.34495 # DEPENDENCYPART_ARC
(20,13),-1.75932 # DEPENDENCYPART_ARC
(20,14),-1.25707 # DEPENDENCYPART_ARC
(20,15),-1.60146 # DEPENDENCYPART_ARC
(20,16),-1.22199 # DEPENDENCYPART_ARC
(20,17),-1.05819 # DEPENDENCYPART_ARC
(20,18),-1.46784 # DEPENDENCYPART_ARC
(20,19),-0.832042 # DEPENDENCYPART_ARC
(20,21),0.862996 # DEPENDENCYPART_ARC
(20,22),-0.444988 # DEPENDENCYPART_ARC
(20,23),-0.236843 # DEPENDENCYPART_ARC
(20,24),-0.64826 # DEPENDENCYPART_ARC
(21,1),-2.40253 # DEPENDENCYPART_ARC
(21,2),-3.03582 # DEPENDENCYPART_ARC
(21,3),-2.69609 # DEPENDENCYPART_ARC
(21,4),-2.54039 # DEPENDENCYPART_ARC
(21,5),-2.79728 # DEPENDENCYPART_ARC
(21,6),-2.03388 # DEPENDENCYPART_ARC
(21,7),-0.290048 # DEPENDENCYPART_ARC
(21,8),-2.3868 # DEPENDENCYPART_ARC
(21,9),-2.11708 # DEPENDENCYPART_ARC
(21,10),-2.43854 # DEPENDENCYPART_ARC
(21,11),-1.91796 # DEPENDENCYPART_ARC
(21,12),-1.05807 # DEPENDENCYPART_ARC
(21,13),-2.12338 # DEPENDENCYPART_ARC
(21,14),-1.54294 # DEPENDENCYPART_ARC
(21,15),-1.45595 # DEPENDENCYPART_ARC
(21,16),-1.22399 # DEPENDENCYPART_ARC
(21,17),-1.17677 # DEPENDENCYPART_ARC
(21,18),-1.05617 # DEPENDENCYPART_ARC
(21,19),-1.21378 # DEPENDENCYPART_ARC
(21,20),0.488641 # DEPENDENCYPART_ARC
(21,22),0.0117224 # DEPENDENCYPART_ARC
(21,23),0.0150248 # DEPENDENCYPART_ARC
(21,24),-0.469595 # DEPENDENCYPART_ARC
(22,1),-2.24017 # DEPENDENCYPART_ARC
(22,2),-2.89126 # DEPENDENCYPART_ARC
(22,3),-2.10455 # DEPENDENCYPART_ARC
(22,4),-2.41108 # DEPENDENCYPART_ARC
