# _root_ Copper inventories in New York 's Commodity Exchange warehouses rose yesterday by 516 tons , to 10,004 tons .
#goldHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
#predictedHeads=2,10,2,5,9,5,9,9,10,0,10,10,14,12,10,10,18,16,10,
(2,1),4.49256 # DEPENDENCYPART_ARC
(2,3),2.88389 # DEPENDENCYPART_ARC
(2,4),0.846096 # DEPENDENCYPART_ARC
(2,5),1.25927 # DEPENDENCYPART_ARC
(2,6),1.18148 # DEPENDENCYPART_ARC
(2,7),0.559859 # DEPENDENCYPART_ARC
(2,8),0.572352 # DEPENDENCYPART_ARC
(2,9),0.352406 # DEPENDENCYPART_ARC
(2,10),1.20961 # DEPENDENCYPART_ARC
(2,11),0.971484 # DEPENDENCYPART_ARC
(2,12),0.892698 # DEPENDENCYPART_ARC
(2,13),0.332813 # DEPENDENCYPART_ARC
(2,14),-0.382819 # DEPENDENCYPART_ARC
(2,15),1.39685 # DEPENDENCYPART_ARC
(2,16),-0.643733 # DEPENDENCYPART_ARC
(2,17),0.240749 # DEPENDENCYPART_ARC
(2,18),-1.228 # DEPENDENCYPART_ARC
(2,19),0.988089 # DEPENDENCYPART_ARC
(3,1),-0.594296 # DEPENDENCYPART_ARC
(3,2),0.162467 # DEPENDENCYPART_ARC
(3,4),1.97263 # DEPENDENCYPART_ARC
(3,5),2.145 # DEPENDENCYPART_ARC
(3,6),-0.0698515 # DEPENDENCYPART_ARC
(3,7),1.90067 # DEPENDENCYPART_ARC
(3,8),2.32866 # DEPENDENCYPART_ARC
(3,9),3.04209 # DEPENDENCYPART_ARC
(3,10),0.165682 # DEPENDENCYPART_ARC
(3,11),-2.23349 # DEPENDENCYPART_ARC
(3,12),-0.41197 # DEPENDENCYPART_ARC
(3,13),-2.84559 # DEPENDENCYPART_ARC
(3,14),-2.71689 # DEPENDENCYPART_ARC
(3,15),0.676704 # DEPENDENCYPART_ARC
(3,16),-4.44732 # DEPENDENCYPART_ARC
(3,17),-3.46565 # DEPENDENCYPART_ARC
(3,18),-5.73181 # DEPENDENCYPART_ARC
(3,19),-1.24201 # DEPENDENCYPART_ARC
(4,1),-3.11073 # DEPENDENCYPART_ARC
(4,2),-3.4727 # DEPENDENCYPART_ARC
(4,3),-2.73253 # DEPENDENCYPART_ARC
(4,5),-0.353215 # DEPENDENCYPART_ARC
(4,6),0.218064 # DEPENDENCYPART_ARC
(4,7),-1.06037 # DEPENDENCYPART_ARC
(4,8),-1.11056 # DEPENDENCYPART_ARC
(4,9),-2.04618 # DEPENDENCYPART_ARC
(4,10),-2.00821 # DEPENDENCYPART_ARC
(4,11),-2.39737 # DEPENDENCYPART_ARC
(4,12),-3.19847 # DEPENDENCYPART_ARC
(4,13),-3.25662 # DEPENDENCYPART_ARC
(4,14),-2.91206 # DEPENDENCYPART_ARC
(4,15),-1.64352 # DEPENDENCYPART_ARC
(4,16),-3.07847 # DEPENDENCYPART_ARC
(4,17),-3.90664 # DEPENDENCYPART_ARC
(4,18),-3.74389 # DEPENDENCYPART_ARC
(4,19),-2.60932 # DEPENDENCYPART_ARC
(5,1),0.321026 # DEPENDENCYPART_ARC
(5,2),-0.241393 # DEPENDENCYPART_ARC
(5,3),-0.0670525 # DEPENDENCYPART_ARC
(5,4),7.52599 # DEPENDENCYPART_ARC
(5,6),3.71087 # DEPENDENCYPART_ARC
(5,7),0.458039 # DEPENDENCYPART_ARC
(5,8),0.26649 # DEPENDENCYPART_ARC
(5,9),-0.638453 # DEPENDENCYPART_ARC
(5,10),-0.430557 # DEPENDENCYPART_ARC
(5,11),-1.77957 # DEPENDENCYPART_ARC
(5,12),-1.40321 # DEPENDENCYPART_ARC
(5,13),-1.88018 # DEPENDENCYPART_ARC
(5,14),-1.42477 # DEPENDENCYPART_ARC
(5,15),-0.680607 # DEPENDENCYPART_ARC
(5,16),-1.78507 # DEPENDENCYPART_ARC
(5,17),-2.51158 # DEPENDENCYPART_ARC
(5,18),-2.27785 # DEPENDENCYPART_ARC
(5,19),-0.212275 # DEPENDENCYPART_ARC
(6,1),-1.53684 # DEPENDENCYPART_ARC
(6,2),-0.839038 # DEPENDENCYPART_ARC
(6,3),-0.610878 # DEPENDENCYPART_ARC
(6,4),0.396868 # DEPENDENCYPART_ARC
(6,5),0.868622 # DEPENDENCYPART_ARC
(6,7),-0.321716 # DEPENDENCYPART_ARC
(6,8),-0.884138 # DEPENDENCYPART_ARC
(6,9),-1.34277 # DEPENDENCYPART_ARC
(6,10),-1.07343 # DEPENDENCYPART_ARC
(6,11),-1.87093 # DEPENDENCYPART_ARC
(6,12),-2.30207 # DEPENDENCYPART_ARC
(6,13),-2.33789 # DEPENDENCYPART_ARC
(6,14),-2.56508 # DEPENDENCYPART_ARC
(6,15),-2.22549 # DEPENDENCYPART_ARC
(6,16),-2.60097 # DEPENDENCYPART_ARC
(6,17),-2.73508 # DEPENDENCYPART_ARC
(6,18),-3.0455 # DEPENDENCYPART_ARC
(6,19),-2.58208 # DEPENDENCYPART_ARC
(7,1),-1.12685 # DEPENDENCYPART_ARC
(7,2),-1.59451 # DEPENDENCYPART_ARC
(7,3),-2.18457 # DEPENDENCYPART_ARC
(7,4),1.74219 # DEPENDENCYPART_ARC
(7,5),1.50124 # DEPENDENCYPART_ARC
(7,6),-0.377528 # DEPENDENCYPART_ARC
(7,8),0.645836 # DEPENDENCYPART_ARC
(7,9),-0.691342 # DEPENDENCYPART_ARC
(7,10),-0.736549 # DEPENDENCYPART_ARC
(7,11),-1.64933 # DEPENDENCYPART_ARC
(7,12),-2.08995 # DEPENDENCYPART_ARC
(7,13),-2.15707 # DEPENDENCYPART_ARC
(7,14),-1.93209 # DEPENDENCYPART_ARC
(7,15),-0.941436 # DEPENDENCYPART_ARC
(7,16),-1.88886 # DEPENDENCYPART_ARC
(7,17),-2.78812 # DEPENDENCYPART_ARC
(7,18),-2.75013 # DEPENDENCYPART_ARC
(7,19),-0.28245 # DEPENDENCYPART_ARC
(8,1),-0.314026 # DEPENDENCYPART_ARC
(8,2),-1.08561 # DEPENDENCYPART_ARC
(8,3),-1.53524 # DEPENDENCYPART_ARC
(8,4),3.15778 # DEPENDENCYPART_ARC
(8,5),2.64974 # DEPENDENCYPART_ARC
(8,6),0.297004 # DEPENDENCYPART_ARC
(8,7),2.97898 # DEPENDENCYPART_ARC
(8,9),-0.145105 # DEPENDENCYPART_ARC
(8,10),-0.185611 # DEPENDENCYPART_ARC
(8,11),-1.24593 # DEPENDENCYPART_ARC
(8,12),-1.5197 # DEPENDENCYPART_ARC
(8,13),-1.5747 # DEPENDENCYPART_ARC
(8,14),-1.6944 # DEPENDENCYPART_ARC
(8,15),-1.16919 # DEPENDENCYPART_ARC
(8,16),-2.06145 # DEPENDENCYPART_ARC
(8,17),-2.56457 # DEPENDENCYPART_ARC
(8,18),-2.49147 # DEPENDENCYPART_ARC
(8,19),-0.295533 # DEPENDENCYPART_ARC
(9,1),0.972828 # DEPENDENCYPART_ARC
(9,2),0.310197 # DEPENDENCYPART_ARC
(9,3),0.0609467 # DEPENDENCYPART_ARC
(9,4),4.66758 # DEPENDENCYPART_ARC
(9,5),4.30774 # DEPENDENCYPART_ARC
(9,6),1.29502 # DEPENDENCYPART_ARC
(9,7),4.47843 # DEPENDENCYPART_ARC
(9,8),4.87755 # DEPENDENCYPART_ARC
(9,10),0.93666 # DEPENDENCYPART_ARC
(9,11),0.359887 # DEPENDENCYPART_ARC
(9,12),0.422525 # DEPENDENCYPART_ARC
(9,13),-0.293369 # DEPENDENCYPART_ARC
(9,14),-0.413998 # DEPENDENCYPART_ARC
(9,15),0.214844 # DEPENDENCYPART_ARC
(9,16),-0.829661 # DEPENDENCYPART_ARC
(9,17),-0.783465 # DEPENDENCYPART_ARC
(9,18),-1.38047 # DEPENDENCYPART_ARC
(9,19),0.709631 # DEPENDENCYPART_ARC
(10,1),2.58388 # DEPENDENCYPART_ARC
(10,2),2.52049 # DEPENDENCYPART_ARC
(10,3),2.44296 # DEPENDENCYPART_ARC
(10,4),1.4772 # DEPENDENCYPART_ARC
(10,5),1.28505 # DEPENDENCYPART_ARC
(10,6),0.758966 # DEPENDENCYPART_ARC
(10,7),1.89669 # DEPENDENCYPART_ARC
(10,8),1.72475 # DEPENDENCYPART_ARC
(10,9),3.18445 # DEPENDENCYPART_ARC
(10,11),4.56452 # DEPENDENCYPART_ARC
(10,12),3.16567 # DEPENDENCYPART_ARC
(10,13),0.947475 # DEPENDENCYPART_ARC
(10,14),1.23514 # DEPENDENCYPART_ARC
(10,15),3.03002 # DEPENDENCYPART_ARC
(10,16),3.03315 # DEPENDENCYPART_ARC
(10,17),-0.208748 # DEPENDENCYPART_ARC
(10,18),-0.380748 # DEPENDENCYPART_ARC
(10,19),4.36722 # DEPENDENCYPART_ARC
(11,1),-4.60229 # DEPENDENCYPART_ARC
(11,2),-3.87751 # DEPENDENCYPART_ARC
(11,3),-2.97367 # DEPENDENCYPART_ARC
(11,4),-2.08772 # DEPENDENCYPART_ARC
(11,5),-1.70647 # DEPENDENCYPART_ARC
(11,6),-2.17168 # DEPENDENCYPART_ARC
(11,7),-1.47737 # DEPENDENCYPART_ARC
(11,8),-1.94021 # DEPENDENCYPART_ARC
(11,9),-1.38734 # DEPENDENCYPART_ARC
(11,10),-0.967103 # DEPENDENCYPART_ARC
(11,12),0.923696 # DEPENDENCYPART_ARC
(11,13),0.757345 # DEPENDENCYPART_ARC
(11,14),0.568854 # DEPENDENCYPART_ARC
(11,15),0.131865 # DEPENDENCYPART_ARC
(11,16),0.36189 # DEPENDENCYPART_ARC
(11,17),-0.363084 # DEPENDENCYPART_ARC
(11,18),-0.364068 # DEPENDENCYPART_ARC
(11,19),0.454781 # DEPENDENCYPART_ARC
(12,1),-2.32781 # DEPENDENCYPART_ARC
(12,2),-1.94509 # DEPENDENCYPART_ARC
(12,3),-0.949741 # DEPENDENCYPART_ARC
(12,4),-1.3246 # DEPENDENCYPART_ARC
(12,5),-1.43014 # DEPENDENCYPART_ARC
(12,6),-0.834764 # DEPENDENCYPART_ARC
(12,7),-1.17418 # DEPENDENCYPART_ARC
(12,8),-1.12698 # DEPENDENCYPART_ARC
(12,9),-0.763018 # DEPENDENCYPART_ARC
(12,10),-0.771765 # DEPENDENCYPART_ARC
(12,11),0.234456 # DEPENDENCYPART_ARC
(12,13),1.49843 # DEPENDENCYPART_ARC
(12,14),3.62757 # DEPENDENCYPART_ARC
(12,15),0.783843 # DEPENDENCYPART_ARC
(12,16),-0.224233 # DEPENDENCYPART_ARC
(12,17),-0.445914 # DEPENDENCYPART_ARC
(12,18),-0.0833103 # DEPENDENCYPART_ARC
(12,19),-1.47714 # DEPENDENCYPART_ARC
(13,1),-3.09291 # DEPENDENCYPART_ARC
(13,2),-2.5829 # DEPENDENCYPART_ARC
(13,3),-2.3762 # DEPENDENCYPART_ARC
(13,4),-1.81859 # DEPENDENCYPART_ARC
(13,5),-1.90803 # DEPENDENCYPART_ARC
(13,6),-2.14832 # DEPENDENCYPART_ARC
(13,7),-1.62397 # DEPENDENCYPART_ARC
(13,8),-1.39574 # DEPENDENCYPART_ARC
(13,9),-1.28992 # DEPENDENCYPART_ARC
(13,10),-1.05733 # DEPENDENCYPART_ARC
(13,11),-0.794296 # DEPENDENCYPART_ARC
(13,12),0.27213 # DEPENDENCYPART_ARC
(13,14),0.619665 # DEPENDENCYPART_ARC
(13,15),0.249461 # DEPENDENCYPART_ARC
(13,16),-0.370644 # DEPENDENCYPART_ARC
(13,17),-0.625014 # DEPENDENCYPART_ARC
(13,18),-0.921041 # DEPENDENCYPART_ARC
(13,19),-0.528244 # DEPENDENCYPART_ARC
(14,1),-1.50347 # DEPENDENCYPART_ARC
(14,2),-1.68166 # DEPENDENCYPART_ARC
(14,3),-1.16712 # DEPENDENCYPART_ARC
(14,4),1.14037 # DEPENDENCYPART_ARC
(14,5),0.939515 # DEPENDENCYPART_ARC
(14,6),-0.424939 # DEPENDENCYPART_ARC
(14,7),-0.0423893 # DEPENDENCYPART_ARC
(14,8),-0.438591 # DEPENDENCYPART_ARC
(14,9),-0.15936 # DEPENDENCYPART_ARC
(14,10),-0.102624 # DEPENDENCYPART_ARC
(14,11),0.430082 # DEPENDENCYPART_ARC
(14,12),1.14813 # DEPENDENCYPART_ARC
(14,13),4.10756 # DEPENDENCYPART_ARC
(14,15),1.34123 # DEPENDENCYPART_ARC
(14,16),0.795452 # DEPENDENCYPART_ARC
(14,17),0.596446 # DEPENDENCYPART_ARC
(14,18),0.295514 # DEPENDENCYPART_ARC
(14,19),0.117908 # DEPENDENCYPART_ARC
(15,1),-2.41194 # DEPENDENCYPART_ARC
(15,2),-2.73118 # DEPENDENCYPART_ARC
(15,3),-2.3205 # DEPENDENCYPART_ARC
(15,4),-2.59479 # DEPENDENCYPART_ARC
(15,5),-2.40227 # DEPENDENCYPART_ARC
(15,6),-2.09687 # DEPENDENCYPART_ARC
(15,7),-2.20737 # DEPENDENCYPART_ARC
(15,8),-2.08153 # DEPENDENCYPART_ARC
(15,9),-1.91401 # DEPENDENCYPART_ARC
(15,10),-1.71443 # DEPENDENCYPART_ARC
(15,11),-0.872897 # DEPENDENCYPART_ARC
(15,12),-1.07594 # DEPENDENCYPART_ARC
(15,13),-1.23392 # DEPENDENCYPART_ARC
(15,14),-1.08917 # DEPENDENCYPART_ARC
(15,16),-0.436395 # DEPENDENCYPART_ARC
(15,17),-0.896088 # DEPENDENCYPART_ARC
(15,18),-1.29729 # DEPENDENCYPART_ARC
(15,19),-1.22053 # DEPENDENCYPART_ARC
(16,1),-1.88102 # DEPENDENCYPART_ARC
(16,2),-1.14776 # DEPENDENCYPART_ARC
(16,3),-1.50975 # DEPENDENCYPART_ARC
(16,4),-0.971948 # DEPENDENCYPART_ARC
(16,5),-1.07637 # DEPENDENCYPART_ARC
(16,6),-0.707332 # DEPENDENCYPART_ARC
(16,7),-0.732762 # DEPENDENCYPART_ARC
(16,8),-0.585194 # DEPENDENCYPART_ARC
(16,9),-0.887455 # DEPENDENCYPART_ARC
(16,10),-0.552217 # DEPENDENCYPART_ARC
(16,11),-0.431802 # DEPENDENCYPART_ARC
(16,12),-0.16838 # DEPENDENCYPART_ARC
(16,13),0.671568 # DEPENDENCYPART_ARC
(16,14),-0.106712 # DEPENDENCYPART_ARC
(16,15),0.790343 # DEPENDENCYPART_ARC
(16,17),1.72433 # DEPENDENCYPART_ARC
(16,18),3.39769 # DEPENDENCYPART_ARC
(16,19),0.154529 # DEPENDENCYPART_ARC
(17,1),-2.84198 # DEPENDENCYPART_ARC
(17,2),-2.35247 # DEPENDENCYPART_ARC
(17,3),-1.796 # DEPENDENCYPART_ARC
(17,4),-1.78694 # DEPENDENCYPART_ARC
(17,5),-1.89355 # DEPENDENCYPART_ARC
(17,6),-2.0055 # DEPENDENCYPART_ARC
(17,7),-1.49187 # DEPENDENCYPART_ARC
(17,8),-1.47181 # DEPENDENCYPART_ARC
(17,9),-1.45149 # DEPENDENCYPART_ARC
(17,10),-1.24035 # DEPENDENCYPART_ARC
(17,11),-1.42867 # DEPENDENCYPART_ARC
(17,12),0.0166809 # DEPENDENCYPART_ARC
(17,13),1.24412 # DEPENDENCYPART_ARC
(17,14),-0.225506 # DEPENDENCYPART_ARC
(17,15),0.166396 # DEPENDENCYPART_ARC
(17,16),1.70253 # DEPENDENCYPART_ARC
(17,18),0.459152 # DEPENDENCYPART_ARC
(17,19),-0.662763 # DEPENDENCYPART_ARC
(18,1),-2.64077 # DEPENDENCYPART_ARC
(18,2),-2.04848 # DEPENDENCYPART_ARC
(18,3),-1.11602 # DEPENDENCYPART_ARC
(18,4),-0.524571 # DEPENDENCYPART_ARC
(18,5),-0.743199 # DEPENDENCYPART_ARC
(18,6),-0.784276 # DEPENDENCYPART_ARC
(18,7),-1.69522 # DEPENDENCYPART_ARC
(18,8),-1.77184 # DEPENDENCYPART_ARC
(18,9),-1.10906 # DEPENDENCYPART_ARC
(18,10),-0.549813 # DEPENDENCYPART_ARC
(18,11),-1.50101 # DEPENDENCYPART_ARC
(18,12),0.281405 # DEPENDENCYPART_ARC
(18,13),1.6097 # DEPENDENCYPART_ARC
(18,14),0.587419 # DEPENDENCYPART_ARC
(18,15),0.794346 # DEPENDENCYPART_ARC
(18,16),1.63006 # DEPENDENCYPART_ARC
(18,17),3.55328 # DEPENDENCYPART_ARC
(18,19),0.320266 # DEPENDENCYPART_ARC
(19,1),-2.8643 # DEPENDENCYPART_ARC
(19,2),-2.25764 # DEPENDENCYPART_ARC
(19,3),-2.33066 # DEPENDENCYPART_ARC
(19,4),-2.32395 # DEPENDENCYPART_ARC
(19,5),-2.386 # DEPENDENCYPART_ARC
(19,6),-2.22306 # DEPENDENCYPART_ARC
(19,7),-2.13088 # DEPENDENCYPART_ARC
(19,8),-2.18618 # DEPENDENCYPART_ARC
(19,9),-1.6002 # DEPENDENCYPART_ARC
(19,10),-1.34013 # DEPENDENCYPART_ARC
(19,11),-2.03208 # DEPENDENCYPART_ARC
(19,12),-1.52333 # DEPENDENCYPART_ARC
(19,13),-1.78545 # DEPENDENCYPART_ARC
(19,14),-1.89422 # DEPENDENCYPART_ARC
(19,15),-0.695584 # DEPENDENCYPART_ARC
(19,16),-1.17148 # DEPENDENCYPART_ARC
(19,17),-1.76956 # DEPENDENCYPART_ARC
(19,18),-1.74996 # DEPENDENCYPART_ARC
