# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(2,20),-3.88976 # DEPENDENCYPART_ARC
(2,21),-1.21011 # DEPENDENCYPART_ARC
(2,22),-2.19959 # DEPENDENCYPART_ARC
(2,23),-0.288657 # DEPENDENCYPART_ARC
(3,1),-1.05482 # DEPENDENCYPART_ARC
(3,2),-0.896435 # DEPENDENCYPART_ARC
(3,4),-0.314114 # DEPENDENCYPART_ARC
(3,5),-0.952963 # DEPENDENCYPART_ARC
(3,6),-1.17179 # DEPENDENCYPART_ARC
(3,7),-1.49055 # DEPENDENCYPART_ARC
(3,8),-0.260391 # DEPENDENCYPART_ARC
(3,9),-2.25148 # DEPENDENCYPART_ARC
(3,10),-2.34068 # DEPENDENCYPART_ARC
(3,11),-2.48055 # DEPENDENCYPART_ARC
(3,12),-2.39141 # DEPENDENCYPART_ARC
(3,13),-2.50967 # DEPENDENCYPART_ARC
(3,14),-2.03595 # DEPENDENCYPART_ARC
(3,15),-1.51019 # DEPENDENCYPART_ARC
(3,16),-1.5859 # DEPENDENCYPART_ARC
(3,17),-2.68943 # DEPENDENCYPART_ARC
(3,18),-2.6104 # DEPENDENCYPART_ARC
(3,19),-3.10774 # DEPENDENCYPART_ARC
(3,20),-3.42563 # DEPENDENCYPART_ARC
(3,21),-2.785 # DEPENDENCYPART_ARC
(3,22),-3.53643 # DEPENDENCYPART_ARC
(3,23),-2.71491 # DEPENDENCYPART_ARC
(4,1),-0.378425 # DEPENDENCYPART_ARC
(4,2),1.66858 # DEPENDENCYPART_ARC
(4,3),1.26456 # DEPENDENCYPART_ARC
(4,5),4.80844 # DEPENDENCYPART_ARC
(4,6),0.88717 # DEPENDENCYPART_ARC
(4,7),2.59192 # DEPENDENCYPART_ARC
(4,8),1.93073 # DEPENDENCYPART_ARC
(4,9),0.749113 # DEPENDENCYPART_ARC
(4,10),0.524321 # DEPENDENCYPART_ARC
(4,11),0.377237 # DEPENDENCYPART_ARC
(4,12),-1.16691 # DEPENDENCYPART_ARC
(4,13),-0.551627 # DEPENDENCYPART_ARC
(4,14),-0.151535 # DEPENDENCYPART_ARC
(4,15),0.318026 # DEPENDENCYPART_ARC
(4,16),0.37424 # DEPENDENCYPART_ARC
(4,17),-0.753432 # DEPENDENCYPART_ARC
(4,18),0.143583 # DEPENDENCYPART_ARC
(4,19),-0.276436 # DEPENDENCYPART_ARC
(4,20),-3.13388 # DEPENDENCYPART_ARC
(4,21),-1.26329 # DEPENDENCYPART_ARC
(4,22),-1.34867 # DEPENDENCYPART_ARC
(4,23),0.47746 # DEPENDENCYPART_ARC
(5,1),-1.05198 # DEPENDENCYPART_ARC
(5,2),-0.140762 # DEPENDENCYPART_ARC
(5,3),-0.843982 # DEPENDENCYPART_ARC
(5,4),0.763387 # DEPENDENCYPART_ARC
(5,6),3.13004 # DEPENDENCYPART_ARC
(5,7),2.86936 # DEPENDENCYPART_ARC
(5,8),1.29888 # DEPENDENCYPART_ARC
(5,9),0.4498 # DEPENDENCYPART_ARC
(5,10),0.702471 # DEPENDENCYPART_ARC
(5,11),-0.505603 # DEPENDENCYPART_ARC
(5,12),-0.35314 # DEPENDENCYPART_ARC
(5,13),0.833119 # DEPENDENCYPART_ARC
(5,14),-0.206071 # DEPENDENCYPART_ARC
(5,15),-0.169409 # DEPENDENCYPART_ARC
(5,16),-0.543166 # DEPENDENCYPART_ARC
(5,17),-0.702536 # DEPENDENCYPART_ARC
(5,18),-1.05491 # DEPENDENCYPART_ARC
(5,19),-2.05735 # DEPENDENCYPART_ARC
(5,20),-2.09255 # DEPENDENCYPART_ARC
(5,21),-2.91503 # DEPENDENCYPART_ARC
(5,22),-2.05539 # DEPENDENCYPART_ARC
(5,23),-0.630864 # DEPENDENCYPART_ARC
(6,1),-1.87228 # DEPENDENCYPART_ARC
(6,2),-0.63099 # DEPENDENCYPART_ARC
(6,3),-0.0249974 # DEPENDENCYPART_ARC
(6,4),0.374087 # DEPENDENCYPART_ARC
(6,5),0.75167 # DEPENDENCYPART_ARC
(6,7),5.0178 # DEPENDENCYPART_ARC
(6,8),2.08985 # DEPENDENCYPART_ARC
(6,9),1.52331 # DEPENDENCYPART_ARC
(6,10),0.846508 # DEPENDENCYPART_ARC
(6,11),0.638037 # DEPENDENCYPART_ARC
(6,12),-0.107594 # DEPENDENCYPART_ARC
(6,13),1.27596 # DEPENDENCYPART_ARC
(6,14),-0.283902 # DEPENDENCYPART_ARC
(6,15),0.465997 # DEPENDENCYPART_ARC
(6,16),0.537086 # DEPENDENCYPART_ARC
(6,17),-0.325225 # DEPENDENCYPART_ARC
(6,18),0.0539371 # DEPENDENCYPART_ARC
(6,19),-0.344059 # DEPENDENCYPART_ARC
(6,20),-2.79034 # DEPENDENCYPART_ARC
(6,21),-1.31634 # DEPENDENCYPART_ARC
(6,22),-1.25526 # DEPENDENCYPART_ARC
(6,23),0.972559 # DEPENDENCYPART_ARC
(7,1),-2.39268 # DEPENDENCYPART_ARC
(7,2),0.0986262 # DEPENDENCYPART_ARC
(7,3),0.225626 # DEPENDENCYPART_ARC
(7,4),0.674916 # DEPENDENCYPART_ARC
(7,5),0.422858 # DEPENDENCYPART_ARC
(7,6),3.41266 # DEPENDENCYPART_ARC
(7,8),1.12858 # DEPENDENCYPART_ARC
(7,9),0.394019 # DEPENDENCYPART_ARC
(7,10),-0.243194 # DEPENDENCYPART_ARC
(7,11),-0.305025 # DEPENDENCYPART_ARC
(7,12),-2.01339 # DEPENDENCYPART_ARC
(7,13),-1.62833 # DEPENDENCYPART_ARC
(7,14),-0.729975 # DEPENDENCYPART_ARC
(7,15),-0.738851 # DEPENDENCYPART_ARC
(7,16),-0.963564 # DEPENDENCYPART_ARC
(7,17),-1.42772 # DEPENDENCYPART_ARC
(7,18),-1.08378 # DEPENDENCYPART_ARC
(7,19),-1.78099 # DEPENDENCYPART_ARC
(7,20),-4.30768 # DEPENDENCYPART_ARC
(7,21),-2.16696 # DEPENDENCYPART_ARC
(7,22),-2.70015 # DEPENDENCYPART_ARC
(7,23),-0.740465 # DEPENDENCYPART_ARC
(8,1),-1.65599 # DEPENDENCYPART_ARC
(8,2),-2.0885 # DEPENDENCYPART_ARC
(8,3),-0.755445 # DEPENDENCYPART_ARC
(8,4),-1.83684 # DEPENDENCYPART_ARC
(8,5),-1.49559 # DEPENDENCYPART_ARC
(8,6),-1.60445 # DEPENDENCYPART_ARC
(8,7),-1.04607 # DEPENDENCYPART_ARC
(8,9),-0.84429 # DEPENDENCYPART_ARC
(8,10),-1.41821 # DEPENDENCYPART_ARC
(8,11),-1.81861 # DEPENDENCYPART_ARC
(8,12),-1.71239 # DEPENDENCYPART_ARC
(8,13),-1.89984 # DEPENDENCYPART_ARC
(8,14),-1.80707 # DEPENDENCYPART_ARC
(8,15),-1.38924 # DEPENDENCYPART_ARC
(8,16),-1.71822 # DEPENDENCYPART_ARC
(8,17),-2.51034 # DEPENDENCYPART_ARC
(8,18),-2.41837 # DEPENDENCYPART_ARC
(8,19),-2.88556 # DEPENDENCYPART_ARC
(8,20),-3.24704 # DEPENDENCYPART_ARC
(8,21),-2.52074 # DEPENDENCYPART_ARC
(8,22),-3.30153 # DEPENDENCYPART_ARC
(8,23),-2.48659 # DEPENDENCYPART_ARC
(9,1),-1.77419 # DEPENDENCYPART_ARC
(9,2),-0.930901 # DEPENDENCYPART_ARC
(9,3),-1.12463 # DEPENDENCYPART_ARC
(9,4),0.44817 # DEPENDENCYPART_ARC
(9,5),-0.740661 # DEPENDENCYPART_ARC
(9,6),1.46958 # DEPENDENCYPART_ARC
(9,7),0.720158 # DEPENDENCYPART_ARC
(9,8),0.723118 # DEPENDENCYPART_ARC
(9,10),1.52588 # DEPENDENCYPART_ARC
(9,11),0.785983 # DEPENDENCYPART_ARC
(9,12),0.192861 # DEPENDENCYPART_ARC
(9,13),0.0527613 # DEPENDENCYPART_ARC
(9,14),-0.0373999 # DEPENDENCYPART_ARC
(9,15),0.367942 # DEPENDENCYPART_ARC
(9,16),0.0567688 # DEPENDENCYPART_ARC
(9,17),-1.06104 # DEPENDENCYPART_ARC
(9,18),-0.618993 # DEPENDENCYPART_ARC
(9,19),-1.32631 # DEPENDENCYPART_ARC
(9,20),-0.651585 # DEPENDENCYPART_ARC
(9,21),-1.58156 # DEPENDENCYPART_ARC
(9,22),-1.95805 # DEPENDENCYPART_ARC
(9,23),1.5656 # DEPENDENCYPART_ARC
(10,1),-2.70529 # DEPENDENCYPART_ARC
(10,2),-1.62435 # DEPENDENCYPART_ARC
(10,3),-1.89549 # DEPENDENCYPART_ARC
(10,4),-0.785544 # DEPENDENCYPART_ARC
(10,5),-1.5423 # DEPENDENCYPART_ARC
(10,6),0.840672 # DEPENDENCYPART_ARC
(10,7),0.0351241 # DEPENDENCYPART_ARC
(10,8),-0.21814 # DEPENDENCYPART_ARC
(10,9),1.63632 # DEPENDENCYPART_ARC
(10,11),1.05448 # DEPENDENCYPART_ARC
(10,12),0.157894 # DEPENDENCYPART_ARC
(10,13),0.126681 # DEPENDENCYPART_ARC
(10,14),0.388383 # DEPENDENCYPART_ARC
(10,15),0.216982 # DEPENDENCYPART_ARC
(10,16),0.296855 # DEPENDENCYPART_ARC
(10,17),-0.892225 # DEPENDENCYPART_ARC
(10,18),-0.611984 # DEPENDENCYPART_ARC
(10,19),-1.52844 # DEPENDENCYPART_ARC
(10,20),-0.769298 # DEPENDENCYPART_ARC
(10,21),-1.22027 # DEPENDENCYPART_ARC
(10,22),-2.08543 # DEPENDENCYPART_ARC
(10,23),1.60207 # DEPENDENCYPART_ARC
(11,1),-2.04563 # DEPENDENCYPART_ARC
(11,2),-0.744067 # DEPENDENCYPART_ARC
(11,3),-1.07039 # DEPENDENCYPART_ARC
(11,4),0.275511 # DEPENDENCYPART_ARC
(11,5),-0.976267 # DEPENDENCYPART_ARC
(11,6),1.75271 # DEPENDENCYPART_ARC
(11,7),0.831921 # DEPENDENCYPART_ARC
(11,8),0.459799 # DEPENDENCYPART_ARC
(11,9),2.22187 # DEPENDENCYPART_ARC
(11,10),2.57274 # DEPENDENCYPART_ARC
(11,12),1.49387 # DEPENDENCYPART_ARC
(11,13),1.20215 # DEPENDENCYPART_ARC
(11,14),1.82359 # DEPENDENCYPART_ARC
(11,15),1.13854 # DEPENDENCYPART_ARC
(11,16),1.01319 # DEPENDENCYPART_ARC
(11,17),0.0308019 # DEPENDENCYPART_ARC
(11,18),0.18179 # DEPENDENCYPART_ARC
(11,19),-0.829502 # DEPENDENCYPART_ARC
(11,20),0.1284 # DEPENDENCYPART_ARC
(11,21),-0.073071 # DEPENDENCYPART_ARC
(11,22),-1.34442 # DEPENDENCYPART_ARC
(11,23),2.568 # DEPENDENCYPART_ARC
(12,1),-3.62602 # DEPENDENCYPART_ARC
(12,2),-1.79381 # DEPENDENCYPART_ARC
(12,3),-2.04324 # DEPENDENCYPART_ARC
(12,4),-1.42519 # DEPENDENCYPART_ARC
(12,5),-2.06733 # DEPENDENCYPART_ARC
(12,6),0.982727 # DEPENDENCYPART_ARC
(12,7),0.823318 # DEPENDENCYPART_ARC
(12,8),-0.419128 # DEPENDENCYPART_ARC
(12,9),1.83632 # DEPENDENCYPART_ARC
(12,10),1.72709 # DEPENDENCYPART_ARC
(12,11),1.66055 # DEPENDENCYPART_ARC
(12,13),2.27759 # DEPENDENCYPART_ARC
(12,14),-0.732534 # DEPENDENCYPART_ARC
(12,15),-0.383298 # DEPENDENCYPART_ARC
(12,16),-0.607114 # DEPENDENCYPART_ARC
(12,17),-1.19713 # DEPENDENCYPART_ARC
(12,18),-1.21935 # DEPENDENCYPART_ARC
(12,19),-1.33416 # DEPENDENCYPART_ARC
(12,20),-2.3589 # DEPENDENCYPART_ARC
(12,21),-2.53982 # DEPENDENCYPART_ARC
(12,22),-2.19085 # DEPENDENCYPART_ARC
(12,23),-0.36951 # DEPENDENCYPART_ARC
(13,1),-2.73056 # DEPENDENCYPART_ARC
(13,2),-1.14267 # DEPENDENCYPART_ARC
(13,3),0.222887 # DEPENDENCYPART_ARC
(13,4),0.407803 # DEPENDENCYPART_ARC
(13,5),-0.91343 # DEPENDENCYPART_ARC
(13,6),2.82824 # DEPENDENCYPART_ARC
(13,7),1.47125 # DEPENDENCYPART_ARC
(13,8),1.14761 # DEPENDENCYPART_ARC
(13,9),3.43864 # DEPENDENCYPART_ARC
(13,10),3.39749 # DEPENDENCYPART_ARC
(13,11),3.23707 # DEPENDENCYPART_ARC
(13,12),4.14155 # DEPENDENCYPART_ARC
(13,14),0.588684 # DEPENDENCYPART_ARC
(13,15),-0.0705402 # DEPENDENCYPART_ARC
(13,16),-0.148329 # DEPENDENCYPART_ARC
(13,17),-0.316461 # DEPENDENCYPART_ARC
(13,18),-0.560507 # DEPENDENCYPART_ARC
(13,19),-0.854898 # DEPENDENCYPART_ARC
(13,20),-1.82032 # DEPENDENCYPART_ARC
(13,21),-1.78859 # DEPENDENCYPART_ARC
(13,22),-1.5772 # DEPENDENCYPART_ARC
(13,23),-0.0220941 # DEPENDENCYPART_ARC
(14,1),2.42617 # DEPENDENCYPART_ARC
(14,2),1.66438 # DEPENDENCYPART_ARC
(14,3),3.08721 # DEPENDENCYPART_ARC
(14,4),2.17731 # DEPENDENCYPART_ARC
(14,5),0.102813 # DEPENDENCYPART_ARC
(14,6),2.02136 # DEPENDENCYPART_ARC
(14,7),-0.0544214 # DEPENDENCYPART_ARC
(14,8),3.05832 # DEPENDENCYPART_ARC
(14,9),1.59707 # DEPENDENCYPART_ARC
(14,10),1.02535 # DEPENDENCYPART_ARC
(14,11),1.71367 # DEPENDENCYPART_ARC
(14,12),1.69108 # DEPENDENCYPART_ARC
(14,13),2.6862 # DEPENDENCYPART_ARC
(14,15),3.10778 # DEPENDENCYPART_ARC
(14,16),2.87059 # DEPENDENCYPART_ARC
(14,17),0.180894 # DEPENDENCYPART_ARC
(14,18),2.73225 # DEPENDENCYPART_ARC
(14,19),-1.36099 # DEPENDENCYPART_ARC
(14,20),-2.12293 # DEPENDENCYPART_ARC
(14,21),2.24327 # DEPENDENCYPART_ARC
(14,22),-0.756891 # DEPENDENCYPART_ARC
(14,23),6.89104 # DEPENDENCYPART_ARC
(15,1),-1.7021 # DEPENDENCYPART_ARC
(15,2),-1.24698 # DEPENDENCYPART_ARC
(15,3),-1.72342 # DEPENDENCYPART_ARC
(15,4),-1.21822 # DEPENDENCYPART_ARC
(15,5),-2.20819 # DEPENDENCYPART_ARC
(15,6),-1.11972 # DEPENDENCYPART_ARC
(15,7),-1.13989 # DEPENDENCYPART_ARC
(15,8),-0.997877 # DEPENDENCYPART_ARC
(15,9),-2.16771 # DEPENDENCYPART_ARC
(15,10),-2.03099 # DEPENDENCYPART_ARC
(15,11),-1.79413 # DEPENDENCYPART_ARC
(15,12),-0.871642 # DEPENDENCYPART_ARC
(15,13),-0.999909 # DEPENDENCYPART_ARC
(15,14),-0.500965 # DEPENDENCYPART_ARC
(15,16),0.000388668 # DEPENDENCYPART_ARC
(15,17),-0.426717 # DEPENDENCYPART_ARC
(15,18),-0.323669 # DEPENDENCYPART_ARC
(15,19),-1.26193 # DEPENDENCYPART_ARC
(15,20),-0.932221 # DEPENDENCYPART_ARC
(15,21),-0.456012 # DEPENDENCYPART_ARC
(15,22),-1.28201 # DEPENDENCYPART_ARC
(15,23),-0.543873 # DEPENDENCYPART_ARC
(16,1),-3.51003 # DEPENDENCYPART_ARC
(16,2),-3.65924 # DEPENDENCYPART_ARC
(16,3),-3.21161 # DEPENDENCYPART_ARC
(16,4),-3.42995 # DEPENDENCYPART_ARC
(16,5),-3.37424 # DEPENDENCYPART_ARC
(16,6),-3.06022 # DEPENDENCYPART_ARC
(16,7),-2.98959 # DEPENDENCYPART_ARC
(16,8),-2.75793 # DEPENDENCYPART_ARC
(16,9),-2.76655 # DEPENDENCYPART_ARC
(16,10),-2.63181 # DEPENDENCYPART_ARC
(16,11),-2.43754 # DEPENDENCYPART_ARC
(16,12),-2.29294 # DEPENDENCYPART_ARC
(16,13),-1.96789 # DEPENDENCYPART_ARC
(16,14),-2.00601 # DEPENDENCYPART_ARC
(16,15),-0.91461 # DEPENDENCYPART_ARC
(16,17),-0.402833 # DEPENDENCYPART_ARC
(16,18),-0.928386 # DEPENDENCYPART_ARC
(16,19),-1.66408 # DEPENDENCYPART_ARC
(16,20),-1.51346 # DEPENDENCYPART_ARC
(16,21),-1.41384 # DEPENDENCYPART_ARC
(16,22),-1.43571 # DEPENDENCYPART_ARC
(16,23),-1.09777 # DEPENDENCYPART_ARC
(17,1),-2.6788 # DEPENDENCYPART_ARC
(17,2),-3.51169 # DEPENDENCYPART_ARC
(17,3),-1.95065 # DEPENDENCYPART_ARC
(17,4),-3.16846 # DEPENDENCYPART_ARC
(17,5),-2.47491 # DEPENDENCYPART_ARC
(17,6),-2.9336 # DEPENDENCYPART_ARC
(17,7),-2.66609 # DEPENDENCYPART_ARC
(17,8),-1.42813 # DEPENDENCYPART_ARC
(17,9),-2.39857 # DEPENDENCYPART_ARC
(17,10),-2.25781 # DEPENDENCYPART_ARC
(17,11),-2.11653 # DEPENDENCYPART_ARC
(17,12),-1.93085 # DEPENDENCYPART_ARC
(17,13),-1.68328 # DEPENDENCYPART_ARC
(17,14),-0.991659 # DEPENDENCYPART_ARC
(17,15),-0.676898 # DEPENDENCYPART_ARC
(17,16),-0.242605 # DEPENDENCYPART_ARC
(17,18),0.934844 # DEPENDENCYPART_ARC
(17,19),0.232008 # DEPENDENCYPART_ARC
(17,20),0.265957 # DEPENDENCYPART_ARC
(17,21),-0.222725 # DEPENDENCYPART_ARC
(17,22),-0.875268 # DEPENDENCYPART_ARC
(17,23),-0.0564018 # DEPENDENCYPART_ARC
(18,1),0.776599 # DEPENDENCYPART_ARC
(18,2),-0.799651 # DEPENDENCYPART_ARC
(18,3),0.1127 # DEPENDENCYPART_ARC
(18,4),-0.24227 # DEPENDENCYPART_ARC
(18,5),-0.490822 # DEPENDENCYPART_ARC
(18,6),-0.716963 # DEPENDENCYPART_ARC
(18,7),-0.763819 # DEPENDENCYPART_ARC
(18,8),1.45453 # DEPENDENCYPART_ARC
(18,9),0.230764 # DEPENDENCYPART_ARC
(18,10),0.137852 # DEPENDENCYPART_ARC
(18,11),0.131258 # DEPENDENCYPART_ARC
(18,12),-0.0295079 # DEPENDENCYPART_ARC
(18,13),-0.127325 # DEPENDENCYPART_ARC
(18,14),0.180171 # DEPENDENCYPART_ARC
(18,15),1.76019 # DEPENDENCYPART_ARC
(18,16),2.00131 # DEPENDENCYPART_ARC
(18,17),4.04198 # DEPENDENCYPART_ARC
(18,19),1.08611 # DEPENDENCYPART_ARC
(18,20),1.62107 # DEPENDENCYPART_ARC
(18,21),2.55568 # DEPENDENCYPART_ARC
(18,22),1.1214 # DEPENDENCYPART_ARC
(18,23),4.05305 # DEPENDENCYPART_ARC
(19,1),-3.39402 # DEPENDENCYPART_ARC
(19,2),-3.55943 # DEPENDENCYPART_ARC
(19,3),-3.17519 # DEPENDENCYPART_ARC
(19,4),-3.38293 # DEPENDENCYPART_ARC
(19,5),-3.47724 # DEPENDENCYPART_ARC
(19,6),-3.13112 # DEPENDENCYPART_ARC
(19,7),-3.06704 # DEPENDENCYPART_ARC
(19,8),-2.66019 # DEPENDENCYPART_ARC
(19,9),-2.97114 # DEPENDENCYPART_ARC
(19,10),-2.90838 # DEPENDENCYPART_ARC
(19,11),-2.81899 # DEPENDENCYPART_ARC
(19,12),-2.36284 # DEPENDENCYPART_ARC
(19,13),-2.23464 # DEPENDENCYPART_ARC
(19,14),-2.14323 # DEPENDENCYPART_ARC
(19,15),-1.26126 # DEPENDENCYPART_ARC
(19,16),-1.56654 # DEPENDENCYPART_ARC
(19,17),-0.467815 # DEPENDENCYPART_ARC
(19,18),-0.926575 # DEPENDENCYPART_ARC
(19,20),-0.356061 # DEPENDENCYPART_ARC
(19,21),-0.381785 # DEPENDENCYPART_ARC
(19,22),-1.57618 # DEPENDENCYPART_ARC
(19,23),-1.91155 # DEPENDENCYPART_ARC
(20,1),-3.78878 # DEPENDENCYPART_ARC
(20,2),-4.8524 # DEPENDENCYPART_ARC
(20,3),-2.83207 # DEPENDENCYPART_ARC
(20,4),-4.21937 # DEPENDENCYPART_ARC
(20,5),-2.52038 # DEPENDENCYPART_ARC
(20,6),-3.00388 # DEPENDENCYPART_ARC
(20,7),-3.76557 # DEPENDENCYPART_ARC
(20,8),-2.28719 # DEPENDENCYPART_ARC
(20,9),-2.99433 # DEPENDENCYPART_ARC
(20,10),-2.82361 # DEPENDENCYPART_ARC
(20,11),-3.40016 # DEPENDENCYPART_ARC
(20,12),-2.46344 # DEPENDENCYPART_ARC
(20,13),-2.9349 # DEPENDENCYPART_ARC
(20,14),-1.2987 # DEPENDENCYPART_ARC
(20,15),-0.460642 # DEPENDENCYPART_ARC
(20,16),0.0912592 # DEPENDENCYPART_ARC
(20,17),-0.123329 # DEPENDENCYPART_ARC
(20,18),-0.420616 # DEPENDENCYPART_ARC
(20,19),3.96976 # DEPENDENCYPART_ARC
(20,21),0.771826 # DEPENDENCYPART_ARC
(20,22),0.122185 # DEPENDENCYPART_ARC
(20,23),0.0607542 # DEPENDENCYPART_ARC
(21,1),1.15264 # DEPENDENCYPART_ARC
(21,2),-0.256093 # DEPENDENCYPART_ARC
(21,3),1.35171 # DEPENDENCYPART_ARC
(21,4),0.169962 # DEPENDENCYPART_ARC
(21,5),-1.27169 # DEPENDENCYPART_ARC
(21,6),0.0964807 # DEPENDENCYPART_ARC
(21,7),-1.14983 # DEPENDENCYPART_ARC
(21,8),1.73148 # DEPENDENCYPART_ARC
(21,9),0.703311 # DEPENDENCYPART_ARC
(21,10),0.204621 # DEPENDENCYPART_ARC
(21,11),0.32671 # DEPENDENCYPART_ARC
(21,12),-0.0996838 # DEPENDENCYPART_ARC
(21,13),0.310079 # DEPENDENCYPART_ARC
(21,14),0.0361652 # DEPENDENCYPART_ARC
(21,15),0.852578 # DEPENDENCYPART_ARC
(21,16),1.28415 # DEPENDENCYPART_ARC
(21,17),1.12082 # DEPENDENCYPART_ARC
(21,18),0.437239 # DEPENDENCYPART_ARC
(21,19),0.882189 # DEPENDENCYPART_ARC
(21,20),3.26632 # DEPENDENCYPART_ARC
(21,22),2.96949 # DEPENDENCYPART_ARC
(21,23),3.47476 # DEPENDENCYPART_ARC
(22,1),-3.17827 # DEPENDENCYPART_ARC
(22,2),-2.4141 # DEPENDENCYPART_ARC
(22,3),-1.72461 # DEPENDENCYPART_ARC
(22,4),-2.39851 # DEPENDENCYPART_ARC
(22,5),-2.58984 # DEPENDENCYPART_ARC
(22,6),-1.92193 # DEPENDENCYPART_ARC
(22,7),-2.5196 # DEPENDENCYPART_ARC
(22,8),-1.70711 # DEPENDENCYPART_ARC
(22,9),-1.71171 # DEPENDENCYPART_ARC
(22,10),-1.7576 # DEPENDENCYPART_ARC
(22,11),-1.82666 # DEPENDENCYPART_ARC
(22,12),-1.07198 # DEPENDENCYPART_ARC
(22,13),-1.59568 # DEPENDENCYPART_ARC
(22,14),-1.70214 # DEPENDENCYPART_ARC
(22,15),-0.705532 # DEPENDENCYPART_ARC
(22,16),-0.584774 # DEPENDENCYPART_ARC
(22,17),-0.917116 # DEPENDENCYPART_ARC
(22,18),-0.973721 # DEPENDENCYPART_ARC
(22,19),1.05819 # DEPENDENCYPART_ARC
(22,20),0.402253 # DEPENDENCYPART_ARC
(22,21),0.18468 # DEPENDENCYPART_ARC
(22,23),0.221326 # DEPENDENCYPART_ARC
(23,1),-3.26644 # DEPENDENCYPART_ARC
(23,2),-2.85954 # DEPENDENCYPART_ARC
(23,3),-2.34739 # DEPENDENCYPART_ARC
(23,4),-2.58184 # DEPENDENCYPART_ARC
