# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,11,16,15,16,12,16,16,18,6,19,23,26,26,26,21,26,27,26,31,29,4,
(1,25),-3.16004 # DEPENDENCYPART_ARC
(1,26),-3.07372 # DEPENDENCYPART_ARC
(1,27),-3.25653 # DEPENDENCYPART_ARC
(1,28),-2.98232 # DEPENDENCYPART_ARC
(1,29),-4.07983 # DEPENDENCYPART_ARC
(1,30),-4.14341 # DEPENDENCYPART_ARC
(1,31),-3.50299 # DEPENDENCYPART_ARC
(1,32),-0.854315 # DEPENDENCYPART_ARC
(2,1),1.39836 # DEPENDENCYPART_ARC
(2,3),1.03034 # DEPENDENCYPART_ARC
(2,4),0.66872 # DEPENDENCYPART_ARC
(2,5),-0.0813426 # DEPENDENCYPART_ARC
(2,6),-1.01046 # DEPENDENCYPART_ARC
(2,7),0.0412246 # DEPENDENCYPART_ARC
(2,8),-2.02653 # DEPENDENCYPART_ARC
(2,9),-1.428 # DEPENDENCYPART_ARC
(2,10),0.0982316 # DEPENDENCYPART_ARC
(2,11),-0.96572 # DEPENDENCYPART_ARC
(2,12),-0.947294 # DEPENDENCYPART_ARC
(2,13),-2.50965 # DEPENDENCYPART_ARC
(2,14),-1.73619 # DEPENDENCYPART_ARC
(2,15),-2.15713 # DEPENDENCYPART_ARC
(2,16),-0.650148 # DEPENDENCYPART_ARC
(2,17),-2.26443 # DEPENDENCYPART_ARC
(2,18),-2.33571 # DEPENDENCYPART_ARC
(2,19),-2.37083 # DEPENDENCYPART_ARC
(2,20),-0.338954 # DEPENDENCYPART_ARC
(2,21),-1.97072 # DEPENDENCYPART_ARC
(2,22),-2.76749 # DEPENDENCYPART_ARC
(2,23),-2.76404 # DEPENDENCYPART_ARC
(2,24),-2.36165 # DEPENDENCYPART_ARC
(2,25),-2.33991 # DEPENDENCYPART_ARC
(2,26),-6.17162 # DEPENDENCYPART_ARC
(2,27),-4.84697 # DEPENDENCYPART_ARC
(2,28),-4.51806 # DEPENDENCYPART_ARC
(2,29),-3.86048 # DEPENDENCYPART_ARC
(2,30),-3.41121 # DEPENDENCYPART_ARC
(2,31),-8.01726 # DEPENDENCYPART_ARC
(2,32),-0.643572 # DEPENDENCYPART_ARC
(3,1),4.9473 # DEPENDENCYPART_ARC
(3,2),4.22912 # DEPENDENCYPART_ARC
(3,4),1.00406 # DEPENDENCYPART_ARC
(3,5),-0.342493 # DEPENDENCYPART_ARC
(3,6),0.122526 # DEPENDENCYPART_ARC
(3,7),0.769804 # DEPENDENCYPART_ARC
(3,8),-1.25433 # DEPENDENCYPART_ARC
(3,9),-0.666628 # DEPENDENCYPART_ARC
(3,10),0.602284 # DEPENDENCYPART_ARC
(3,11),-1.0182 # DEPENDENCYPART_ARC
(3,12),-0.733184 # DEPENDENCYPART_ARC
(3,13),-1.67561 # DEPENDENCYPART_ARC
(3,14),-1.82431 # DEPENDENCYPART_ARC
(3,15),-1.6003 # DEPENDENCYPART_ARC
(3,16),0.107113 # DEPENDENCYPART_ARC
(3,17),-1.63721 # DEPENDENCYPART_ARC
(3,18),-1.44866 # DEPENDENCYPART_ARC
(3,19),-3.0321 # DEPENDENCYPART_ARC
(3,20),0.432217 # DEPENDENCYPART_ARC
(3,21),-2.83065 # DEPENDENCYPART_ARC
(3,22),-2.1766 # DEPENDENCYPART_ARC
(3,23),-2.0192 # DEPENDENCYPART_ARC
(3,24),-2.62343 # DEPENDENCYPART_ARC
(3,25),-2.95146 # DEPENDENCYPART_ARC
(3,26),-3.18766 # DEPENDENCYPART_ARC
(3,27),-6.1722 # DEPENDENCYPART_ARC
(3,28),-3.05526 # DEPENDENCYPART_ARC
(3,29),-4.10715 # DEPENDENCYPART_ARC
(3,30),-3.18303 # DEPENDENCYPART_ARC
(3,31),-4.03402 # DEPENDENCYPART_ARC
(3,32),1.43693 # DEPENDENCYPART_ARC
(4,1),0.790617 # DEPENDENCYPART_ARC
(4,2),1.37713 # DEPENDENCYPART_ARC
(4,3),2.58631 # DEPENDENCYPART_ARC
(4,5),0.91368 # DEPENDENCYPART_ARC
(4,6),1.60134 # DEPENDENCYPART_ARC
(4,7),2.28774 # DEPENDENCYPART_ARC
(4,8),-0.429097 # DEPENDENCYPART_ARC
(4,9),0.673192 # DEPENDENCYPART_ARC
(4,10),2.43643 # DEPENDENCYPART_ARC
(4,11),0.748317 # DEPENDENCYPART_ARC
(4,12),0.899879 # DEPENDENCYPART_ARC
(4,13),-1.14362 # DEPENDENCYPART_ARC
(4,14),-0.747802 # DEPENDENCYPART_ARC
(4,15),-1.40532 # DEPENDENCYPART_ARC
(4,16),1.21762 # DEPENDENCYPART_ARC
(4,17),-0.616512 # DEPENDENCYPART_ARC
(4,18),-0.632031 # DEPENDENCYPART_ARC
(4,19),-2.48996 # DEPENDENCYPART_ARC
(4,20),0.180811 # DEPENDENCYPART_ARC
(4,21),-0.278073 # DEPENDENCYPART_ARC
(4,22),-3.25369 # DEPENDENCYPART_ARC
(4,23),-2.39431 # DEPENDENCYPART_ARC
(4,24),-2.73387 # DEPENDENCYPART_ARC
(4,25),-2.72147 # DEPENDENCYPART_ARC
(4,26),-3.93065 # DEPENDENCYPART_ARC
(4,27),-3.94042 # DEPENDENCYPART_ARC
(4,28),-5.41704 # DEPENDENCYPART_ARC
(4,29),-3.30723 # DEPENDENCYPART_ARC
(4,30),-3.46839 # DEPENDENCYPART_ARC
(4,31),-5.87446 # DEPENDENCYPART_ARC
(4,32),8.67291 # DEPENDENCYPART_ARC
(5,1),-1.37896 # DEPENDENCYPART_ARC
(5,2),-1.68772 # DEPENDENCYPART_ARC
(5,3),-1.8644 # DEPENDENCYPART_ARC
(5,4),-0.994437 # DEPENDENCYPART_ARC
(5,6),-0.598566 # DEPENDENCYPART_ARC
(5,7),-1.6267 # DEPENDENCYPART_ARC
(5,8),-2.51345 # DEPENDENCYPART_ARC
(5,9),-2.02476 # DEPENDENCYPART_ARC
(5,10),-1.93895 # DEPENDENCYPART_ARC
(5,11),-2.16501 # DEPENDENCYPART_ARC
(5,12),-1.62409 # DEPENDENCYPART_ARC
(5,13),-3.24782 # DEPENDENCYPART_ARC
(5,14),-2.7141 # DEPENDENCYPART_ARC
(5,15),-2.7308 # DEPENDENCYPART_ARC
(5,16),-2.95787 # DEPENDENCYPART_ARC
(5,17),-3.10295 # DEPENDENCYPART_ARC
(5,18),-3.30792 # DEPENDENCYPART_ARC
(5,19),-3.79441 # DEPENDENCYPART_ARC
(5,20),-2.40487 # DEPENDENCYPART_ARC
(5,21),-3.45602 # DEPENDENCYPART_ARC
(5,22),-3.62202 # DEPENDENCYPART_ARC
(5,23),-3.55307 # DEPENDENCYPART_ARC
(5,24),-4.51611 # DEPENDENCYPART_ARC
(5,25),-4.06886 # DEPENDENCYPART_ARC
(5,26),-4.12064 # DEPENDENCYPART_ARC
(5,27),-4.37403 # DEPENDENCYPART_ARC
(5,28),-3.77961 # DEPENDENCYPART_ARC
(5,29),-5.3923 # DEPENDENCYPART_ARC
(5,30),-5.11801 # DEPENDENCYPART_ARC
(5,31),-4.59244 # DEPENDENCYPART_ARC
(5,32),-2.43756 # DEPENDENCYPART_ARC
(6,1),0.907319 # DEPENDENCYPART_ARC
(6,2),0.589293 # DEPENDENCYPART_ARC
(6,3),0.137155 # DEPENDENCYPART_ARC
(6,4),0.26893 # DEPENDENCYPART_ARC
(6,5),4.51236 # DEPENDENCYPART_ARC
(6,7),3.08604 # DEPENDENCYPART_ARC
(6,8),0.488008 # DEPENDENCYPART_ARC
(6,9),0.584107 # DEPENDENCYPART_ARC
(6,10),2.55266 # DEPENDENCYPART_ARC
(6,11),0.487623 # DEPENDENCYPART_ARC
(6,12),0.466009 # DEPENDENCYPART_ARC
(6,13),-0.447584 # DEPENDENCYPART_ARC
(6,14),-0.314657 # DEPENDENCYPART_ARC
(6,15),-0.0445308 # DEPENDENCYPART_ARC
(6,16),1.61645 # DEPENDENCYPART_ARC
(6,17),-0.420437 # DEPENDENCYPART_ARC
(6,18),-0.181184 # DEPENDENCYPART_ARC
(6,19),-1.65694 # DEPENDENCYPART_ARC
(6,20),2.59112 # DEPENDENCYPART_ARC
(6,21),-0.922666 # DEPENDENCYPART_ARC
(6,22),-1.21478 # DEPENDENCYPART_ARC
(6,23),-0.395682 # DEPENDENCYPART_ARC
(6,24),-1.22333 # DEPENDENCYPART_ARC
(6,25),-1.31026 # DEPENDENCYPART_ARC
(6,26),-1.39909 # DEPENDENCYPART_ARC
(6,27),-3.86273 # DEPENDENCYPART_ARC
(6,28),-1.77047 # DEPENDENCYPART_ARC
(6,29),-2.49209 # DEPENDENCYPART_ARC
(6,30),-1.78967 # DEPENDENCYPART_ARC
(6,31),-2.46939 # DEPENDENCYPART_ARC
(6,32),2.20316 # DEPENDENCYPART_ARC
(7,1),-1.34736 # DEPENDENCYPART_ARC
(7,2),-2.11256 # DEPENDENCYPART_ARC
(7,3),-1.64809 # DEPENDENCYPART_ARC
(7,4),-1.36799 # DEPENDENCYPART_ARC
(7,5),-0.789463 # DEPENDENCYPART_ARC
(7,6),-1.16979 # DEPENDENCYPART_ARC
(7,8),-0.644867 # DEPENDENCYPART_ARC
(7,9),-0.967414 # DEPENDENCYPART_ARC
(7,10),-0.713624 # DEPENDENCYPART_ARC
(7,11),-1.28076 # DEPENDENCYPART_ARC
(7,12),-1.17139 # DEPENDENCYPART_ARC
(7,13),-2.30533 # DEPENDENCYPART_ARC
(7,14),-1.9425 # DEPENDENCYPART_ARC
(7,15),-2.21804 # DEPENDENCYPART_ARC
(7,16),-1.59115 # DEPENDENCYPART_ARC
(7,17),-2.07315 # DEPENDENCYPART_ARC
(7,18),-1.85842 # DEPENDENCYPART_ARC
(7,19),-1.90936 # DEPENDENCYPART_ARC
(7,20),-0.0919754 # DEPENDENCYPART_ARC
(7,21),-2.44142 # DEPENDENCYPART_ARC
(7,22),-2.59349 # DEPENDENCYPART_ARC
(7,23),-2.69644 # DEPENDENCYPART_ARC
(7,24),-2.93287 # DEPENDENCYPART_ARC
(7,25),-3.17822 # DEPENDENCYPART_ARC
(7,26),-3.60308 # DEPENDENCYPART_ARC
(7,27),-2.36396 # DEPENDENCYPART_ARC
(7,28),-3.52337 # DEPENDENCYPART_ARC
(7,29),-2.68487 # DEPENDENCYPART_ARC
(7,30),-3.52223 # DEPENDENCYPART_ARC
(7,31),-4.04529 # DEPENDENCYPART_ARC
(7,32),-2.79647 # DEPENDENCYPART_ARC
(8,1),-0.759784 # DEPENDENCYPART_ARC
(8,2),-1.46466 # DEPENDENCYPART_ARC
(8,3),-1.39366 # DEPENDENCYPART_ARC
(8,4),-1.21966 # DEPENDENCYPART_ARC
(8,5),0.0404407 # DEPENDENCYPART_ARC
(8,6),-0.844482 # DEPENDENCYPART_ARC
(8,7),0.171205 # DEPENDENCYPART_ARC
(8,9),0.520834 # DEPENDENCYPART_ARC
(8,10),0.777503 # DEPENDENCYPART_ARC
(8,11),0.0336754 # DEPENDENCYPART_ARC
(8,12),-0.0609893 # DEPENDENCYPART_ARC
(8,13),-1.23441 # DEPENDENCYPART_ARC
(8,14),-0.841849 # DEPENDENCYPART_ARC
(8,15),-0.999664 # DEPENDENCYPART_ARC
(8,16),-0.625822 # DEPENDENCYPART_ARC
(8,17),-1.14851 # DEPENDENCYPART_ARC
(8,18),-1.27536 # DEPENDENCYPART_ARC
(8,19),-1.10907 # DEPENDENCYPART_ARC
(8,20),-0.771462 # DEPENDENCYPART_ARC
(8,21),-1.40204 # DEPENDENCYPART_ARC
(8,22),-1.75683 # DEPENDENCYPART_ARC
(8,23),-1.82374 # DEPENDENCYPART_ARC
(8,24),-2.13304 # DEPENDENCYPART_ARC
(8,25),-2.12614 # DEPENDENCYPART_ARC
(8,26),-1.67127 # DEPENDENCYPART_ARC
(8,27),-1.74854 # DEPENDENCYPART_ARC
(8,28),-2.40663 # DEPENDENCYPART_ARC
(8,29),-2.23676 # DEPENDENCYPART_ARC
(8,30),-2.76864 # DEPENDENCYPART_ARC
(8,31),-2.21405 # DEPENDENCYPART_ARC
(8,32),-1.77673 # DEPENDENCYPART_ARC
(9,1),-1.30526 # DEPENDENCYPART_ARC
(9,2),-2.41803 # DEPENDENCYPART_ARC
(9,3),-2.52814 # DEPENDENCYPART_ARC
(9,4),-2.40756 # DEPENDENCYPART_ARC
(9,5),-0.908874 # DEPENDENCYPART_ARC
(9,6),-1.56071 # DEPENDENCYPART_ARC
(9,7),-0.904779 # DEPENDENCYPART_ARC
(9,8),0.0391921 # DEPENDENCYPART_ARC
(9,10),-0.0594853 # DEPENDENCYPART_ARC
(9,11),-0.877888 # DEPENDENCYPART_ARC
(9,12),-0.992354 # DEPENDENCYPART_ARC
(9,13),-2.13651 # DEPENDENCYPART_ARC
(9,14),-1.48849 # DEPENDENCYPART_ARC
(9,15),-2.33138 # DEPENDENCYPART_ARC
(9,16),-1.5999 # DEPENDENCYPART_ARC
(9,17),-2.68416 # DEPENDENCYPART_ARC
(9,18),-2.77366 # DEPENDENCYPART_ARC
(9,19),-1.78682 # DEPENDENCYPART_ARC
(9,20),-1.73076 # DEPENDENCYPART_ARC
(9,21),-2.77498 # DEPENDENCYPART_ARC
(9,22),-3.29874 # DEPENDENCYPART_ARC
(9,23),-3.27955 # DEPENDENCYPART_ARC
(9,24),-3.49369 # DEPENDENCYPART_ARC
(9,25),-2.48238 # DEPENDENCYPART_ARC
(9,26),-4.05945 # DEPENDENCYPART_ARC
(9,27),-3.63862 # DEPENDENCYPART_ARC
(9,28),-3.87722 # DEPENDENCYPART_ARC
(9,29),-2.61469 # DEPENDENCYPART_ARC
(9,30),-4.03948 # DEPENDENCYPART_ARC
(9,31),-4.99689 # DEPENDENCYPART_ARC
(9,32),-0.475881 # DEPENDENCYPART_ARC
(10,1),-0.570736 # DEPENDENCYPART_ARC
(10,2),1.15775 # DEPENDENCYPART_ARC
(10,3),1.01069 # DEPENDENCYPART_ARC
(10,4),-0.33534 # DEPENDENCYPART_ARC
(10,5),-0.210993 # DEPENDENCYPART_ARC
(10,6),1.36211 # DEPENDENCYPART_ARC
(10,7),1.61639 # DEPENDENCYPART_ARC
(10,8),2.85904 # DEPENDENCYPART_ARC
(10,9),2.6946 # DEPENDENCYPART_ARC
(10,11),2.4297 # DEPENDENCYPART_ARC
(10,12),1.51405 # DEPENDENCYPART_ARC
(10,13),-0.694409 # DEPENDENCYPART_ARC
(10,14),-0.413906 # DEPENDENCYPART_ARC
(10,15),-0.350282 # DEPENDENCYPART_ARC
(10,16),-0.381929 # DEPENDENCYPART_ARC
(10,17),0.582803 # DEPENDENCYPART_ARC
(10,18),-0.489702 # DEPENDENCYPART_ARC
(10,19),-1.26997 # DEPENDENCYPART_ARC
(10,20),0.870413 # DEPENDENCYPART_ARC
(10,21),-0.502666 # DEPENDENCYPART_ARC
(10,22),-2.16224 # DEPENDENCYPART_ARC
(10,23),-1.98031 # DEPENDENCYPART_ARC
(10,24),-2.73215 # DEPENDENCYPART_ARC
(10,25),-2.2761 # DEPENDENCYPART_ARC
(10,26),-2.80077 # DEPENDENCYPART_ARC
(10,27),-3.24335 # DEPENDENCYPART_ARC
(10,28),-4.2363 # DEPENDENCYPART_ARC
(10,29),-2.9225 # DEPENDENCYPART_ARC
(10,30),-3.43706 # DEPENDENCYPART_ARC
(10,31),-4.01181 # DEPENDENCYPART_ARC
(10,32),6.73199 # DEPENDENCYPART_ARC
(11,1),-0.521365 # DEPENDENCYPART_ARC
(11,2),-0.341094 # DEPENDENCYPART_ARC
(11,3),-0.821304 # DEPENDENCYPART_ARC
(11,4),-0.662367 # DEPENDENCYPART_ARC
(11,5),0.508898 # DEPENDENCYPART_ARC
(11,6),-0.190876 # DEPENDENCYPART_ARC
(11,7),0.0342807 # DEPENDENCYPART_ARC
(11,8),1.51011 # DEPENDENCYPART_ARC
(11,9),1.06699 # DEPENDENCYPART_ARC
(11,10),0.567686 # DEPENDENCYPART_ARC
(11,12),1.68053 # DEPENDENCYPART_ARC
(11,13),0.203405 # DEPENDENCYPART_ARC
(11,14),0.354186 # DEPENDENCYPART_ARC
(11,15),1.05651 # DEPENDENCYPART_ARC
(11,16),0.500221 # DEPENDENCYPART_ARC
(11,17),0.132345 # DEPENDENCYPART_ARC
(11,18),-0.449874 # DEPENDENCYPART_ARC
(11,19),-0.578965 # DEPENDENCYPART_ARC
(11,20),0.221559 # DEPENDENCYPART_ARC
(11,21),-0.233394 # DEPENDENCYPART_ARC
(11,22),-1.68282 # DEPENDENCYPART_ARC
(11,23),-1.27121 # DEPENDENCYPART_ARC
(11,24),-2.12902 # DEPENDENCYPART_ARC
(11,25),-2.06082 # DEPENDENCYPART_ARC
(11,26),-2.50927 # DEPENDENCYPART_ARC
(11,27),-1.82803 # DEPENDENCYPART_ARC
(11,28),-3.66383 # DEPENDENCYPART_ARC
(11,29),-1.57325 # DEPENDENCYPART_ARC
(11,30),-2.68003 # DEPENDENCYPART_ARC
(11,31),-4.04117 # DEPENDENCYPART_ARC
(11,32),0.317166 # DEPENDENCYPART_ARC
(12,1),-1.43087 # DEPENDENCYPART_ARC
(12,2),-1.13723 # DEPENDENCYPART_ARC
(12,3),-1.40418 # DEPENDENCYPART_ARC
(12,4),-1.01434 # DEPENDENCYPART_ARC
(12,5),-0.738195 # DEPENDENCYPART_ARC
(12,6),-0.946536 # DEPENDENCYPART_ARC
(12,7),-1.12176 # DEPENDENCYPART_ARC
(12,8),-0.0575754 # DEPENDENCYPART_ARC
(12,9),-0.495632 # DEPENDENCYPART_ARC
(12,10),-0.13947 # DEPENDENCYPART_ARC
(12,11),0.82497 # DEPENDENCYPART_ARC
(12,13),0.878631 # DEPENDENCYPART_ARC
(12,14),1.98594 # DEPENDENCYPART_ARC
(12,15),1.35734 # DEPENDENCYPART_ARC
(12,16),2.42263 # DEPENDENCYPART_ARC
(12,17),0.0102716 # DEPENDENCYPART_ARC
(12,18),0.50811 # DEPENDENCYPART_ARC
(12,19),0.280548 # DEPENDENCYPART_ARC
(12,20),0.646438 # DEPENDENCYPART_ARC
(12,21),0.615296 # DEPENDENCYPART_ARC
(12,22),-0.52864 # DEPENDENCYPART_ARC
(12,23),-0.917985 # DEPENDENCYPART_ARC
(12,24),-1.81559 # DEPENDENCYPART_ARC
(12,25),-0.870395 # DEPENDENCYPART_ARC
(12,26),-1.4048 # DEPENDENCYPART_ARC
(12,27),-0.325713 # DEPENDENCYPART_ARC
(12,28),-4.20026 # DEPENDENCYPART_ARC
(12,29),-0.180513 # DEPENDENCYPART_ARC
(12,30),-2.37993 # DEPENDENCYPART_ARC
(12,31),-3.24777 # DEPENDENCYPART_ARC
(12,32),0.210372 # DEPENDENCYPART_ARC
(13,1),-2.14606 # DEPENDENCYPART_ARC
(13,2),-2.78158 # DEPENDENCYPART_ARC
(13,3),-2.68883 # DEPENDENCYPART_ARC
(13,4),-2.4512 # DEPENDENCYPART_ARC
(13,5),-1.62345 # DEPENDENCYPART_ARC
(13,6),-2.3702 # DEPENDENCYPART_ARC
(13,7),-2.01128 # DEPENDENCYPART_ARC
(13,8),-1.34576 # DEPENDENCYPART_ARC
(13,9),-1.58668 # DEPENDENCYPART_ARC
(13,10),-1.50487 # DEPENDENCYPART_ARC
(13,11),-1.08142 # DEPENDENCYPART_ARC
(13,12),-0.452292 # DEPENDENCYPART_ARC
(13,14),0.661876 # DEPENDENCYPART_ARC
(13,15),0.0610877 # DEPENDENCYPART_ARC
(13,16),-0.0151691 # DEPENDENCYPART_ARC
(13,17),-0.85227 # DEPENDENCYPART_ARC
(13,18),-0.913171 # DEPENDENCYPART_ARC
(13,19),-0.79942 # DEPENDENCYPART_ARC
(13,20),-0.513589 # DEPENDENCYPART_ARC
(13,21),-1.23071 # DEPENDENCYPART_ARC
(13,22),-1.48197 # DEPENDENCYPART_ARC
(13,23),-1.57942 # DEPENDENCYPART_ARC
(13,24),-1.99065 # DEPENDENCYPART_ARC
(13,25),-2.01354 # DEPENDENCYPART_ARC
(13,26),-1.50281 # DEPENDENCYPART_ARC
(13,27),-1.54059 # DEPENDENCYPART_ARC
(13,28),-2.25761 # DEPENDENCYPART_ARC
(13,29),-1.90204 # DEPENDENCYPART_ARC
(13,30),-2.6068 # DEPENDENCYPART_ARC
(13,31),-2.07752 # DEPENDENCYPART_ARC
(13,32),-1.75143 # DEPENDENCYPART_ARC
(14,1),-2.06133 # DEPENDENCYPART_ARC
(14,2),-2.78321 # DEPENDENCYPART_ARC
(14,3),-2.87389 # DEPENDENCYPART_ARC
(14,4),-2.78822 # DEPENDENCYPART_ARC
(14,5),-1.6539 # DEPENDENCYPART_ARC
(14,6),-2.5306 # DEPENDENCYPART_ARC
(14,7),-2.30229 # DEPENDENCYPART_ARC
(14,8),-1.28026 # DEPENDENCYPART_ARC
(14,9),-1.23238 # DEPENDENCYPART_ARC
(14,10),-2.23097 # DEPENDENCYPART_ARC
(14,11),-1.39312 # DEPENDENCYPART_ARC
(14,12),-1.08251 # DEPENDENCYPART_ARC
(14,13),0.890503 # DEPENDENCYPART_ARC
(14,15),0.847094 # DEPENDENCYPART_ARC
(14,16),0.31604 # DEPENDENCYPART_ARC
(14,17),-0.624533 # DEPENDENCYPART_ARC
(14,18),-0.84092 # DEPENDENCYPART_ARC
(14,19),-0.310294 # DEPENDENCYPART_ARC
(14,20),-0.0659325 # DEPENDENCYPART_ARC
(14,21),-0.900142 # DEPENDENCYPART_ARC
(14,22),-1.03655 # DEPENDENCYPART_ARC
(14,23),-1.16387 # DEPENDENCYPART_ARC
(14,24),-2.08171 # DEPENDENCYPART_ARC
(14,25),-1.59486 # DEPENDENCYPART_ARC
(14,26),-1.66616 # DEPENDENCYPART_ARC
(14,27),-1.555 # DEPENDENCYPART_ARC
(14,28),-1.25104 # DEPENDENCYPART_ARC
(14,29),-2.4335 # DEPENDENCYPART_ARC
(14,30),-2.95829 # DEPENDENCYPART_ARC
(14,31),-2.56345 # DEPENDENCYPART_ARC
(14,32),-0.0542984 # DEPENDENCYPART_ARC
(15,1),-1.86729 # DEPENDENCYPART_ARC
(15,2),-2.4595 # DEPENDENCYPART_ARC
(15,3),-2.31382 # DEPENDENCYPART_ARC
(15,4),-1.2793 # DEPENDENCYPART_ARC
(15,5),0.572798 # DEPENDENCYPART_ARC
(15,6),-1.56337 # DEPENDENCYPART_ARC
(15,7),-1.72499 # DEPENDENCYPART_ARC
(15,8),-0.457491 # DEPENDENCYPART_ARC
(15,9),-0.915631 # DEPENDENCYPART_ARC
(15,10),-0.412568 # DEPENDENCYPART_ARC
(15,11),1.03764 # DEPENDENCYPART_ARC
(15,12),-0.278103 # DEPENDENCYPART_ARC
(15,13),1.98356 # DEPENDENCYPART_ARC
(15,14),4.34523 # DEPENDENCYPART_ARC
(15,16),1.03247 # DEPENDENCYPART_ARC
(15,17),-0.120661 # DEPENDENCYPART_ARC
(15,18),0.163367 # DEPENDENCYPART_ARC
(15,19),0.670663 # DEPENDENCYPART_ARC
(15,20),0.62756 # DEPENDENCYPART_ARC
(15,21),-0.22435 # DEPENDENCYPART_ARC
(15,22),-0.712639 # DEPENDENCYPART_ARC
(15,23),-0.425212 # DEPENDENCYPART_ARC
(15,24),-0.862397 # DEPENDENCYPART_ARC
(15,25),-0.495391 # DEPENDENCYPART_ARC
(15,26),-0.770719 # DEPENDENCYPART_ARC
(15,27),-2.54223 # DEPENDENCYPART_ARC
(15,28),-0.968781 # DEPENDENCYPART_ARC
(15,29),-0.552919 # DEPENDENCYPART_ARC
(15,30),-1.62086 # DEPENDENCYPART_ARC
(15,31),-1.65047 # DEPENDENCYPART_ARC
(15,32),0.29718 # DEPENDENCYPART_ARC
(16,1),-0.697989 # DEPENDENCYPART_ARC
(16,2),0.354506 # DEPENDENCYPART_ARC
(16,3),0.414051 # DEPENDENCYPART_ARC
(16,4),-0.293714 # DEPENDENCYPART_ARC
(16,5),-0.534103 # DEPENDENCYPART_ARC
(16,6),0.930598 # DEPENDENCYPART_ARC
(16,7),0.67205 # DEPENDENCYPART_ARC
(16,8),1.37978 # DEPENDENCYPART_ARC
(16,9),0.783583 # DEPENDENCYPART_ARC
(16,10),0.444376 # DEPENDENCYPART_ARC
