# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,13,4,5,8,11,8,11,6,2,0,13,14,18,18,15,18,21,19,13,
(3,14),-2.22171 # DEPENDENCYPART_ARC
(3,15),-2.38122 # DEPENDENCYPART_ARC
(3,16),-2.68298 # DEPENDENCYPART_ARC
(3,17),-2.91201 # DEPENDENCYPART_ARC
(3,18),-3.17132 # DEPENDENCYPART_ARC
(3,19),-2.53179 # DEPENDENCYPART_ARC
(3,20),-3.19717 # DEPENDENCYPART_ARC
(3,21),-3.52725 # DEPENDENCYPART_ARC
(3,22),-2.46631 # DEPENDENCYPART_ARC
(4,1),-0.285915 # DEPENDENCYPART_ARC
(4,2),-0.187977 # DEPENDENCYPART_ARC
(4,3),0.618104 # DEPENDENCYPART_ARC
(4,5),4.53479 # DEPENDENCYPART_ARC
(4,6),1.63395 # DEPENDENCYPART_ARC
(4,7),0.00147482 # DEPENDENCYPART_ARC
(4,8),0.0524896 # DEPENDENCYPART_ARC
(4,9),-0.121169 # DEPENDENCYPART_ARC
(4,10),-0.0799733 # DEPENDENCYPART_ARC
(4,11),0.519048 # DEPENDENCYPART_ARC
(4,12),1.09463 # DEPENDENCYPART_ARC
(4,13),0.0140055 # DEPENDENCYPART_ARC
(4,14),0.136596 # DEPENDENCYPART_ARC
(4,15),0.156431 # DEPENDENCYPART_ARC
(4,16),-1.05065 # DEPENDENCYPART_ARC
(4,17),-1.20154 # DEPENDENCYPART_ARC
(4,18),-2.28831 # DEPENDENCYPART_ARC
(4,19),-0.300538 # DEPENDENCYPART_ARC
(4,20),-1.47577 # DEPENDENCYPART_ARC
(4,21),-3.0221 # DEPENDENCYPART_ARC
(4,22),-0.242903 # DEPENDENCYPART_ARC
(5,1),-0.2005 # DEPENDENCYPART_ARC
(5,2),0.545715 # DEPENDENCYPART_ARC
(5,3),0.0986125 # DEPENDENCYPART_ARC
(5,4),0.545776 # DEPENDENCYPART_ARC
(5,6),4.15857 # DEPENDENCYPART_ARC
(5,7),-0.229459 # DEPENDENCYPART_ARC
(5,8),-0.0656163 # DEPENDENCYPART_ARC
(5,9),0.088511 # DEPENDENCYPART_ARC
(5,10),-0.359334 # DEPENDENCYPART_ARC
(5,11),-0.109092 # DEPENDENCYPART_ARC
(5,12),0.973658 # DEPENDENCYPART_ARC
(5,13),-0.572832 # DEPENDENCYPART_ARC
(5,14),-0.765511 # DEPENDENCYPART_ARC
(5,15),0.535807 # DEPENDENCYPART_ARC
(5,16),-1.30458 # DEPENDENCYPART_ARC
(5,17),-1.72112 # DEPENDENCYPART_ARC
(5,18),-2.33694 # DEPENDENCYPART_ARC
(5,19),-0.820373 # DEPENDENCYPART_ARC
(5,20),-2.04367 # DEPENDENCYPART_ARC
(5,21),-3.59172 # DEPENDENCYPART_ARC
(5,22),-0.543559 # DEPENDENCYPART_ARC
(6,1),-0.173359 # DEPENDENCYPART_ARC
(6,2),0.176584 # DEPENDENCYPART_ARC
(6,3),0.129257 # DEPENDENCYPART_ARC
(6,4),0.28899 # DEPENDENCYPART_ARC
(6,5),1.06776 # DEPENDENCYPART_ARC
(6,7),1.17761 # DEPENDENCYPART_ARC
(6,8),1.90888 # DEPENDENCYPART_ARC
(6,9),0.4685 # DEPENDENCYPART_ARC
(6,10),0.86567 # DEPENDENCYPART_ARC
(6,11),2.79915 # DEPENDENCYPART_ARC
(6,12),1.14847 # DEPENDENCYPART_ARC
(6,13),0.631789 # DEPENDENCYPART_ARC
(6,14),0.500382 # DEPENDENCYPART_ARC
(6,15),1.30975 # DEPENDENCYPART_ARC
(6,16),-0.671899 # DEPENDENCYPART_ARC
(6,17),-0.813825 # DEPENDENCYPART_ARC
(6,18),0.412579 # DEPENDENCYPART_ARC
(6,19),0.546977 # DEPENDENCYPART_ARC
(6,20),-1.27816 # DEPENDENCYPART_ARC
(6,21),-1.14263 # DEPENDENCYPART_ARC
(6,22),0.21382 # DEPENDENCYPART_ARC
(7,1),-2.31789 # DEPENDENCYPART_ARC
(7,2),-2.35949 # DEPENDENCYPART_ARC
(7,3),-1.7981 # DEPENDENCYPART_ARC
(7,4),-1.60787 # DEPENDENCYPART_ARC
(7,5),-1.41521 # DEPENDENCYPART_ARC
(7,6),-0.290895 # DEPENDENCYPART_ARC
(7,8),-0.089391 # DEPENDENCYPART_ARC
(7,9),-0.955173 # DEPENDENCYPART_ARC
(7,10),-1.31949 # DEPENDENCYPART_ARC
(7,11),-1.52472 # DEPENDENCYPART_ARC
(7,12),-1.13022 # DEPENDENCYPART_ARC
(7,13),-1.48609 # DEPENDENCYPART_ARC
(7,14),-1.78673 # DEPENDENCYPART_ARC
(7,15),-1.90387 # DEPENDENCYPART_ARC
(7,16),-2.76502 # DEPENDENCYPART_ARC
(7,17),-2.46028 # DEPENDENCYPART_ARC
(7,18),-2.46844 # DEPENDENCYPART_ARC
(7,19),-3.15773 # DEPENDENCYPART_ARC
(7,20),-2.98828 # DEPENDENCYPART_ARC
(7,21),-2.82055 # DEPENDENCYPART_ARC
(7,22),-1.52987 # DEPENDENCYPART_ARC
(8,1),-1.93188 # DEPENDENCYPART_ARC
(8,2),-1.67979 # DEPENDENCYPART_ARC
(8,3),-1.46826 # DEPENDENCYPART_ARC
(8,4),-0.225485 # DEPENDENCYPART_ARC
(8,5),-0.553978 # DEPENDENCYPART_ARC
(8,6),0.417727 # DEPENDENCYPART_ARC
(8,7),5.42839 # DEPENDENCYPART_ARC
(8,9),4.36942 # DEPENDENCYPART_ARC
(8,10),1.173 # DEPENDENCYPART_ARC
(8,11),0.148778 # DEPENDENCYPART_ARC
(8,12),0.450326 # DEPENDENCYPART_ARC
(8,13),0.63447 # DEPENDENCYPART_ARC
(8,14),-0.163052 # DEPENDENCYPART_ARC
(8,15),0.201683 # DEPENDENCYPART_ARC
(8,16),-0.894693 # DEPENDENCYPART_ARC
(8,17),-0.69549 # DEPENDENCYPART_ARC
(8,18),-1.43224 # DEPENDENCYPART_ARC
(8,19),-1.07993 # DEPENDENCYPART_ARC
(8,20),-1.69243 # DEPENDENCYPART_ARC
(8,21),-1.41949 # DEPENDENCYPART_ARC
(8,22),-0.529303 # DEPENDENCYPART_ARC
(9,1),-1.00875 # DEPENDENCYPART_ARC
(9,2),-0.921898 # DEPENDENCYPART_ARC
(9,3),-0.301055 # DEPENDENCYPART_ARC
(9,4),-0.388743 # DEPENDENCYPART_ARC
(9,5),-0.550277 # DEPENDENCYPART_ARC
(9,6),0.090201 # DEPENDENCYPART_ARC
(9,7),1.44431 # DEPENDENCYPART_ARC
(9,8),0.437059 # DEPENDENCYPART_ARC
(9,10),0.0834566 # DEPENDENCYPART_ARC
(9,11),-0.822886 # DEPENDENCYPART_ARC
(9,12),-0.389734 # DEPENDENCYPART_ARC
(9,13),-0.626173 # DEPENDENCYPART_ARC
(9,14),-1.19069 # DEPENDENCYPART_ARC
(9,15),-1.00381 # DEPENDENCYPART_ARC
(9,16),-1.82012 # DEPENDENCYPART_ARC
(9,17),-2.07039 # DEPENDENCYPART_ARC
(9,18),-2.57459 # DEPENDENCYPART_ARC
(9,19),-1.86013 # DEPENDENCYPART_ARC
(9,20),-2.53166 # DEPENDENCYPART_ARC
(9,21),-3.10136 # DEPENDENCYPART_ARC
(9,22),-1.46838 # DEPENDENCYPART_ARC
(10,1),-0.692811 # DEPENDENCYPART_ARC
(10,2),-1.60498 # DEPENDENCYPART_ARC
(10,3),-1.37759 # DEPENDENCYPART_ARC
(10,4),-1.28251 # DEPENDENCYPART_ARC
(10,5),-0.621658 # DEPENDENCYPART_ARC
(10,6),-0.686829 # DEPENDENCYPART_ARC
(10,7),0.785678 # DEPENDENCYPART_ARC
(10,8),0.397137 # DEPENDENCYPART_ARC
(10,9),0.630433 # DEPENDENCYPART_ARC
(10,11),0.817907 # DEPENDENCYPART_ARC
(10,12),0.00633738 # DEPENDENCYPART_ARC
(10,13),0.10903 # DEPENDENCYPART_ARC
(10,14),-0.565599 # DEPENDENCYPART_ARC
(10,15),-0.622079 # DEPENDENCYPART_ARC
(10,16),-1.63141 # DEPENDENCYPART_ARC
(10,17),-1.19788 # DEPENDENCYPART_ARC
(10,18),-1.38672 # DEPENDENCYPART_ARC
(10,19),-1.4932 # DEPENDENCYPART_ARC
(10,20),-1.67332 # DEPENDENCYPART_ARC
(10,21),-1.6439 # DEPENDENCYPART_ARC
(10,22),-0.32492 # DEPENDENCYPART_ARC
(11,1),-0.0846891 # DEPENDENCYPART_ARC
(11,2),-0.474286 # DEPENDENCYPART_ARC
(11,3),-0.748518 # DEPENDENCYPART_ARC
(11,4),-0.586695 # DEPENDENCYPART_ARC
(11,5),-0.253121 # DEPENDENCYPART_ARC
(11,6),0.740131 # DEPENDENCYPART_ARC
(11,7),2.65801 # DEPENDENCYPART_ARC
(11,8),4.20387 # DEPENDENCYPART_ARC
(11,9),1.7083 # DEPENDENCYPART_ARC
(11,10),4.41809 # DEPENDENCYPART_ARC
(11,12),1.53047 # DEPENDENCYPART_ARC
(11,13),0.40245 # DEPENDENCYPART_ARC
(11,14),0.287782 # DEPENDENCYPART_ARC
(11,15),0.139302 # DEPENDENCYPART_ARC
(11,16),-0.603198 # DEPENDENCYPART_ARC
(11,17),-0.663886 # DEPENDENCYPART_ARC
(11,18),-0.310456 # DEPENDENCYPART_ARC
(11,19),-0.395133 # DEPENDENCYPART_ARC
(11,20),-0.852542 # DEPENDENCYPART_ARC
(11,21),-0.626411 # DEPENDENCYPART_ARC
(11,22),-0.629262 # DEPENDENCYPART_ARC
(12,1),-2.08692 # DEPENDENCYPART_ARC
(12,2),-2.11893 # DEPENDENCYPART_ARC
(12,3),-0.198523 # DEPENDENCYPART_ARC
(12,4),-1.2816 # DEPENDENCYPART_ARC
(12,5),-1.13285 # DEPENDENCYPART_ARC
(12,6),-1.41823 # DEPENDENCYPART_ARC
(12,7),-0.98784 # DEPENDENCYPART_ARC
(12,8),-1.18584 # DEPENDENCYPART_ARC
(12,9),-0.926271 # DEPENDENCYPART_ARC
(12,10),-1.03272 # DEPENDENCYPART_ARC
(12,11),-0.91408 # DEPENDENCYPART_ARC
(12,13),-0.625953 # DEPENDENCYPART_ARC
(12,14),-1.51887 # DEPENDENCYPART_ARC
(12,15),-1.93506 # DEPENDENCYPART_ARC
(12,16),-2.45732 # DEPENDENCYPART_ARC
(12,17),-2.46879 # DEPENDENCYPART_ARC
(12,18),-2.9049 # DEPENDENCYPART_ARC
(12,19),-2.44591 # DEPENDENCYPART_ARC
(12,20),-2.95633 # DEPENDENCYPART_ARC
(12,21),-3.24424 # DEPENDENCYPART_ARC
(12,22),-2.38864 # DEPENDENCYPART_ARC
(13,1),0.480568 # DEPENDENCYPART_ARC
(13,2),1.54913 # DEPENDENCYPART_ARC
(13,3),1.4921 # DEPENDENCYPART_ARC
(13,4),1.22747 # DEPENDENCYPART_ARC
(13,5),0.280856 # DEPENDENCYPART_ARC
(13,6),-0.540338 # DEPENDENCYPART_ARC
(13,7),0.00828141 # DEPENDENCYPART_ARC
(13,8),0.86257 # DEPENDENCYPART_ARC
(13,9),0.377726 # DEPENDENCYPART_ARC
(13,10),0.841301 # DEPENDENCYPART_ARC
(13,11),2.01753 # DEPENDENCYPART_ARC
(13,12),1.21499 # DEPENDENCYPART_ARC
(13,14),4.6179 # DEPENDENCYPART_ARC
(13,15),1.2257 # DEPENDENCYPART_ARC
(13,16),0.0191597 # DEPENDENCYPART_ARC
(13,17),-0.539338 # DEPENDENCYPART_ARC
(13,18),0.716531 # DEPENDENCYPART_ARC
(13,19),0.715303 # DEPENDENCYPART_ARC
(13,20),-1.24824 # DEPENDENCYPART_ARC
(13,21),-0.957864 # DEPENDENCYPART_ARC
(13,22),4.27823 # DEPENDENCYPART_ARC
(14,1),-0.882082 # DEPENDENCYPART_ARC
(14,2),-0.979626 # DEPENDENCYPART_ARC
(14,3),-0.738427 # DEPENDENCYPART_ARC
(14,4),-0.540196 # DEPENDENCYPART_ARC
(14,5),-0.823361 # DEPENDENCYPART_ARC
(14,6),-1.11129 # DEPENDENCYPART_ARC
(14,7),-0.225297 # DEPENDENCYPART_ARC
(14,8),-0.144731 # DEPENDENCYPART_ARC
(14,9),-0.45525 # DEPENDENCYPART_ARC
(14,10),0.159238 # DEPENDENCYPART_ARC
(14,11),0.224868 # DEPENDENCYPART_ARC
(14,12),0.362029 # DEPENDENCYPART_ARC
(14,13),0.641993 # DEPENDENCYPART_ARC
(14,15),4.51082 # DEPENDENCYPART_ARC
(14,16),0.909829 # DEPENDENCYPART_ARC
(14,17),0.893697 # DEPENDENCYPART_ARC
(14,18),1.70655 # DEPENDENCYPART_ARC
(14,19),2.40876 # DEPENDENCYPART_ARC
(14,20),-0.0140775 # DEPENDENCYPART_ARC
(14,21),0.313263 # DEPENDENCYPART_ARC
(14,22),1.03963 # DEPENDENCYPART_ARC
(15,1),-1.78622 # DEPENDENCYPART_ARC
(15,2),-2.11834 # DEPENDENCYPART_ARC
(15,3),-1.61064 # DEPENDENCYPART_ARC
(15,4),-1.92283 # DEPENDENCYPART_ARC
(15,5),-1.17323 # DEPENDENCYPART_ARC
(15,6),-1.272 # DEPENDENCYPART_ARC
(15,7),-0.868929 # DEPENDENCYPART_ARC
(15,8),-1.03579 # DEPENDENCYPART_ARC
(15,9),-0.526691 # DEPENDENCYPART_ARC
(15,10),-0.467357 # DEPENDENCYPART_ARC
(15,11),-1.08826 # DEPENDENCYPART_ARC
(15,12),0.00311418 # DEPENDENCYPART_ARC
(15,13),-0.308014 # DEPENDENCYPART_ARC
(15,14),0.131114 # DEPENDENCYPART_ARC
(15,16),1.90311 # DEPENDENCYPART_ARC
(15,17),2.05456 # DEPENDENCYPART_ARC
(15,18),3.06219 # DEPENDENCYPART_ARC
(15,19),1.11737 # DEPENDENCYPART_ARC
(15,20),0.705957 # DEPENDENCYPART_ARC
(15,21),0.914834 # DEPENDENCYPART_ARC
(15,22),0.328117 # DEPENDENCYPART_ARC
(16,1),-3.32688 # DEPENDENCYPART_ARC
(16,2),-3.41077 # DEPENDENCYPART_ARC
(16,3),-2.90171 # DEPENDENCYPART_ARC
(16,4),-2.95303 # DEPENDENCYPART_ARC
(16,5),-2.78876 # DEPENDENCYPART_ARC
(16,6),-2.2883 # DEPENDENCYPART_ARC
(16,7),-1.9623 # DEPENDENCYPART_ARC
(16,8),-2.8956 # DEPENDENCYPART_ARC
(16,9),-2.40766 # DEPENDENCYPART_ARC
(16,10),-2.20538 # DEPENDENCYPART_ARC
(16,11),-2.2366 # DEPENDENCYPART_ARC
(16,12),-1.68132 # DEPENDENCYPART_ARC
(16,13),-1.82537 # DEPENDENCYPART_ARC
(16,14),-1.3528 # DEPENDENCYPART_ARC
(16,15),-0.580596 # DEPENDENCYPART_ARC
(16,17),0.689861 # DEPENDENCYPART_ARC
(16,18),0.128022 # DEPENDENCYPART_ARC
(16,19),-0.425887 # DEPENDENCYPART_ARC
(16,20),-0.522957 # DEPENDENCYPART_ARC
(16,21),-0.638223 # DEPENDENCYPART_ARC
(16,22),-0.074157 # DEPENDENCYPART_ARC
(17,1),-1.8446 # DEPENDENCYPART_ARC
(17,2),-2.64234 # DEPENDENCYPART_ARC
(17,3),-2.38613 # DEPENDENCYPART_ARC
(17,4),-2.31514 # DEPENDENCYPART_ARC
(17,5),-1.33905 # DEPENDENCYPART_ARC
(17,6),-1.96253 # DEPENDENCYPART_ARC
(17,7),-1.01644 # DEPENDENCYPART_ARC
(17,8),-1.37228 # DEPENDENCYPART_ARC
(17,9),-1.65279 # DEPENDENCYPART_ARC
(17,10),-0.78647 # DEPENDENCYPART_ARC
(17,11),-1.51369 # DEPENDENCYPART_ARC
(17,12),-0.978883 # DEPENDENCYPART_ARC
(17,13),-1.37457 # DEPENDENCYPART_ARC
(17,14),-0.709419 # DEPENDENCYPART_ARC
(17,15),0.538417 # DEPENDENCYPART_ARC
(17,16),1.17472 # DEPENDENCYPART_ARC
(17,18),-0.274374 # DEPENDENCYPART_ARC
(17,19),-0.947906 # DEPENDENCYPART_ARC
(17,20),-1.36553 # DEPENDENCYPART_ARC
(17,21),-1.49166 # DEPENDENCYPART_ARC
(17,22),-1.36751 # DEPENDENCYPART_ARC
(18,1),-2.69712 # DEPENDENCYPART_ARC
(18,2),-2.28498 # DEPENDENCYPART_ARC
(18,3),-1.37625 # DEPENDENCYPART_ARC
(18,4),-1.93668 # DEPENDENCYPART_ARC
(18,5),-1.37373 # DEPENDENCYPART_ARC
(18,6),-0.886466 # DEPENDENCYPART_ARC
(18,7),-1.02235 # DEPENDENCYPART_ARC
(18,8),0.819917 # DEPENDENCYPART_ARC
(18,9),-0.566033 # DEPENDENCYPART_ARC
(18,10),0.429364 # DEPENDENCYPART_ARC
(18,11),-0.959064 # DEPENDENCYPART_ARC
(18,12),-0.287722 # DEPENDENCYPART_ARC
(18,13),-0.395138 # DEPENDENCYPART_ARC
(18,14),0.938825 # DEPENDENCYPART_ARC
(18,15),0.651271 # DEPENDENCYPART_ARC
(18,16),4.39311 # DEPENDENCYPART_ARC
(18,17),4.7517 # DEPENDENCYPART_ARC
(18,19),2.5402 # DEPENDENCYPART_ARC
(18,20),1.503 # DEPENDENCYPART_ARC
(18,21),1.36885 # DEPENDENCYPART_ARC
(18,22),0.695634 # DEPENDENCYPART_ARC
(19,1),-2.07145 # DEPENDENCYPART_ARC
(19,2),-1.21617 # DEPENDENCYPART_ARC
(19,3),-2.6335 # DEPENDENCYPART_ARC
(19,4),-2.60426 # DEPENDENCYPART_ARC
(19,5),-2.02172 # DEPENDENCYPART_ARC
(19,6),-1.97162 # DEPENDENCYPART_ARC
(19,7),-2.00379 # DEPENDENCYPART_ARC
(19,8),-2.31468 # DEPENDENCYPART_ARC
(19,9),-1.16746 # DEPENDENCYPART_ARC
(19,10),-1.08452 # DEPENDENCYPART_ARC
(19,11),-0.805648 # DEPENDENCYPART_ARC
(19,12),-1.2261 # DEPENDENCYPART_ARC
(19,13),-1.21898 # DEPENDENCYPART_ARC
(19,14),-0.87918 # DEPENDENCYPART_ARC
(19,15),-0.700931 # DEPENDENCYPART_ARC
(19,16),-0.119496 # DEPENDENCYPART_ARC
(19,17),-0.393584 # DEPENDENCYPART_ARC
(19,18),0.356845 # DEPENDENCYPART_ARC
(19,20),1.24063 # DEPENDENCYPART_ARC
(19,21),4.15272 # DEPENDENCYPART_ARC
(19,22),-0.923401 # DEPENDENCYPART_ARC
(20,1),-2.94989 # DEPENDENCYPART_ARC
(20,2),-3.80478 # DEPENDENCYPART_ARC
(20,3),-3.49494 # DEPENDENCYPART_ARC
(20,4),-3.58205 # DEPENDENCYPART_ARC
(20,5),-2.38519 # DEPENDENCYPART_ARC
(20,6),-3.20524 # DEPENDENCYPART_ARC
(20,7),-2.59939 # DEPENDENCYPART_ARC
(20,8),-2.7993 # DEPENDENCYPART_ARC
(20,9),-2.96281 # DEPENDENCYPART_ARC
(20,10),-1.90444 # DEPENDENCYPART_ARC
(20,11),-2.78409 # DEPENDENCYPART_ARC
(20,12),-2.46499 # DEPENDENCYPART_ARC
(20,13),-2.77013 # DEPENDENCYPART_ARC
(20,14),-2.39897 # DEPENDENCYPART_ARC
(20,15),-1.22565 # DEPENDENCYPART_ARC
(20,16),-1.12074 # DEPENDENCYPART_ARC
(20,17),-0.11923 # DEPENDENCYPART_ARC
(20,18),-1.06522 # DEPENDENCYPART_ARC
(20,19),-0.436643 # DEPENDENCYPART_ARC
(20,21),0.581117 # DEPENDENCYPART_ARC
(20,22),-0.665655 # DEPENDENCYPART_ARC
(21,1),-4.03065 # DEPENDENCYPART_ARC
(21,2),-3.46973 # DEPENDENCYPART_ARC
(21,3),-2.10741 # DEPENDENCYPART_ARC
(21,4),-2.82889 # DEPENDENCYPART_ARC
(21,5),-2.16623 # DEPENDENCYPART_ARC
(21,6),-1.98814 # DEPENDENCYPART_ARC
(21,7),-3.21657 # DEPENDENCYPART_ARC
(21,8),-0.925363 # DEPENDENCYPART_ARC
(21,9),-1.68579 # DEPENDENCYPART_ARC
(21,10),-1.77236 # DEPENDENCYPART_ARC
(21,11),-2.18039 # DEPENDENCYPART_ARC
(21,12),-1.14642 # DEPENDENCYPART_ARC
(21,13),-1.51741 # DEPENDENCYPART_ARC
(21,14),-0.790007 # DEPENDENCYPART_ARC
(21,15),-0.758679 # DEPENDENCYPART_ARC
(21,16),1.28489 # DEPENDENCYPART_ARC
(21,17),1.58008 # DEPENDENCYPART_ARC
(21,18),-0.0722812 # DEPENDENCYPART_ARC
(21,19),0.628945 # DEPENDENCYPART_ARC
(21,20),4.10216 # DEPENDENCYPART_ARC
(21,22),-0.503258 # DEPENDENCYPART_ARC
(22,1),-3.13087 # DEPENDENCYPART_ARC
(22,2),-2.62525 # DEPENDENCYPART_ARC
(22,3),-1.25239 # DEPENDENCYPART_ARC
(22,4),-1.55719 # DEPENDENCYPART_ARC
(22,5),-2.31001 # DEPENDENCYPART_ARC
(22,6),-2.26594 # DEPENDENCYPART_ARC
(22,7),-1.92874 # DEPENDENCYPART_ARC
(22,8),-2.60724 # DEPENDENCYPART_ARC
(22,9),-1.94375 # DEPENDENCYPART_ARC
(22,10),-2.07657 # DEPENDENCYPART_ARC
(22,11),-1.87781 # DEPENDENCYPART_ARC
(22,12),-0.693137 # DEPENDENCYPART_ARC
(22,13),-1.68533 # DEPENDENCYPART_ARC
(22,14),-1.35413 # DEPENDENCYPART_ARC
(22,15),-1.31881 # DEPENDENCYPART_ARC
(22,16),-0.783909 # DEPENDENCYPART_ARC
(22,17),-1.58815 # DEPENDENCYPART_ARC
(22,18),-1.49174 # DEPENDENCYPART_ARC
(22,19),-0.786673 # DEPENDENCYPART_ARC
(22,20),-1.46064 # DEPENDENCYPART_ARC
(22,21),-1.48968 # DEPENDENCYPART_ARC
