# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,13,20,15,20,20,22,13,
(2,12),-2.331 # DEPENDENCYPART_ARC
(2,13),-2.93074 # DEPENDENCYPART_ARC
(2,14),-3.31305 # DEPENDENCYPART_ARC
(2,15),-2.93526 # DEPENDENCYPART_ARC
(2,16),-3.04873 # DEPENDENCYPART_ARC
(2,17),-3.14958 # DEPENDENCYPART_ARC
(2,18),-2.43366 # DEPENDENCYPART_ARC
(2,19),-4.17122 # DEPENDENCYPART_ARC
(2,20),-3.69482 # DEPENDENCYPART_ARC
(2,21),-4.39086 # DEPENDENCYPART_ARC
(2,22),-4.63091 # DEPENDENCYPART_ARC
(2,23),-3.84755 # DEPENDENCYPART_ARC
(2,24),-3.39465 # DEPENDENCYPART_ARC
(3,1),0.0639467 # DEPENDENCYPART_ARC
(3,2),5.44563 # DEPENDENCYPART_ARC
(3,4),4.02513 # DEPENDENCYPART_ARC
(3,5),0.291064 # DEPENDENCYPART_ARC
(3,6),-0.100142 # DEPENDENCYPART_ARC
(3,7),-0.285327 # DEPENDENCYPART_ARC
(3,8),0.0102507 # DEPENDENCYPART_ARC
(3,9),-1.12249 # DEPENDENCYPART_ARC
(3,10),-1.35373 # DEPENDENCYPART_ARC
(3,11),-1.30489 # DEPENDENCYPART_ARC
(3,12),-1.14417 # DEPENDENCYPART_ARC
(3,13),-0.35466 # DEPENDENCYPART_ARC
(3,14),-1.19601 # DEPENDENCYPART_ARC
(3,15),-1.23817 # DEPENDENCYPART_ARC
(3,16),-1.37734 # DEPENDENCYPART_ARC
(3,17),-1.49951 # DEPENDENCYPART_ARC
(3,18),-1.0142 # DEPENDENCYPART_ARC
(3,19),-2.1938 # DEPENDENCYPART_ARC
(3,20),-1.18038 # DEPENDENCYPART_ARC
(3,21),-1.60181 # DEPENDENCYPART_ARC
(3,22),-2.94404 # DEPENDENCYPART_ARC
(3,23),-2.87461 # DEPENDENCYPART_ARC
(3,24),-1.28857 # DEPENDENCYPART_ARC
(4,1),-0.328542 # DEPENDENCYPART_ARC
(4,2),1.5673 # DEPENDENCYPART_ARC
(4,3),0.420336 # DEPENDENCYPART_ARC
(4,5),-0.166815 # DEPENDENCYPART_ARC
(4,6),-0.579096 # DEPENDENCYPART_ARC
(4,7),-1.29259 # DEPENDENCYPART_ARC
(4,8),-1.47462 # DEPENDENCYPART_ARC
(4,9),-1.5532 # DEPENDENCYPART_ARC
(4,10),-2.11821 # DEPENDENCYPART_ARC
(4,11),-2.18942 # DEPENDENCYPART_ARC
(4,12),-2.09873 # DEPENDENCYPART_ARC
(4,13),-1.22024 # DEPENDENCYPART_ARC
(4,14),-1.97088 # DEPENDENCYPART_ARC
(4,15),-2.33837 # DEPENDENCYPART_ARC
(4,16),-2.7935 # DEPENDENCYPART_ARC
(4,17),-2.85911 # DEPENDENCYPART_ARC
(4,18),-2.64258 # DEPENDENCYPART_ARC
(4,19),-2.35791 # DEPENDENCYPART_ARC
(4,20),-3.41476 # DEPENDENCYPART_ARC
(4,21),-3.19959 # DEPENDENCYPART_ARC
(4,22),-3.27167 # DEPENDENCYPART_ARC
(4,23),-3.14801 # DEPENDENCYPART_ARC
(4,24),-3.26443 # DEPENDENCYPART_ARC
(5,1),0.203626 # DEPENDENCYPART_ARC
(5,2),2.13582 # DEPENDENCYPART_ARC
(5,3),4.35678 # DEPENDENCYPART_ARC
(5,4),1.02397 # DEPENDENCYPART_ARC
(5,6),2.46196 # DEPENDENCYPART_ARC
(5,7),1.79219 # DEPENDENCYPART_ARC
(5,8),2.18047 # DEPENDENCYPART_ARC
(5,9),0.161728 # DEPENDENCYPART_ARC
(5,10),1.44767 # DEPENDENCYPART_ARC
(5,11),1.15521 # DEPENDENCYPART_ARC
(5,12),0.238165 # DEPENDENCYPART_ARC
(5,13),0.125368 # DEPENDENCYPART_ARC
(5,14),0.293849 # DEPENDENCYPART_ARC
(5,15),0.451317 # DEPENDENCYPART_ARC
(5,16),-0.447428 # DEPENDENCYPART_ARC
(5,17),-0.390228 # DEPENDENCYPART_ARC
(5,18),1.0582 # DEPENDENCYPART_ARC
(5,19),-0.934857 # DEPENDENCYPART_ARC
(5,20),-0.3464 # DEPENDENCYPART_ARC
(5,21),-0.0512794 # DEPENDENCYPART_ARC
(5,22),-1.17352 # DEPENDENCYPART_ARC
(5,23),-1.26531 # DEPENDENCYPART_ARC
(5,24),0.658014 # DEPENDENCYPART_ARC
(6,1),-1.92111 # DEPENDENCYPART_ARC
(6,2),-1.23966 # DEPENDENCYPART_ARC
(6,3),-1.55813 # DEPENDENCYPART_ARC
(6,4),-1.40955 # DEPENDENCYPART_ARC
(6,5),-1.10859 # DEPENDENCYPART_ARC
(6,7),-1.1394 # DEPENDENCYPART_ARC
(6,8),-1.68238 # DEPENDENCYPART_ARC
(6,9),-2.10576 # DEPENDENCYPART_ARC
(6,10),-1.94031 # DEPENDENCYPART_ARC
(6,11),-2.12747 # DEPENDENCYPART_ARC
(6,12),-2.83292 # DEPENDENCYPART_ARC
(6,13),-2.18019 # DEPENDENCYPART_ARC
(6,14),-2.72576 # DEPENDENCYPART_ARC
(6,15),-2.35434 # DEPENDENCYPART_ARC
(6,16),-3.3472 # DEPENDENCYPART_ARC
(6,17),-3.43273 # DEPENDENCYPART_ARC
(6,18),-2.10035 # DEPENDENCYPART_ARC
(6,19),-3.28748 # DEPENDENCYPART_ARC
(6,20),-3.56181 # DEPENDENCYPART_ARC
(6,21),-3.62798 # DEPENDENCYPART_ARC
(6,22),-2.99915 # DEPENDENCYPART_ARC
(6,23),-4.0724 # DEPENDENCYPART_ARC
(6,24),-3.13381 # DEPENDENCYPART_ARC
(7,1),-0.093765 # DEPENDENCYPART_ARC
(7,2),1.84016 # DEPENDENCYPART_ARC
(7,3),3.49921 # DEPENDENCYPART_ARC
(7,4),0.737723 # DEPENDENCYPART_ARC
(7,5),1.84005 # DEPENDENCYPART_ARC
(7,6),1.35314 # DEPENDENCYPART_ARC
(7,8),3.29009 # DEPENDENCYPART_ARC
(7,9),0.103702 # DEPENDENCYPART_ARC
(7,10),0.412782 # DEPENDENCYPART_ARC
(7,11),0.499208 # DEPENDENCYPART_ARC
(7,12),0.744222 # DEPENDENCYPART_ARC
(7,13),0.520217 # DEPENDENCYPART_ARC
(7,14),0.191312 # DEPENDENCYPART_ARC
(7,15),0.810426 # DEPENDENCYPART_ARC
(7,16),-0.686149 # DEPENDENCYPART_ARC
(7,17),-0.779898 # DEPENDENCYPART_ARC
(7,18),0.154498 # DEPENDENCYPART_ARC
(7,19),-1.14788 # DEPENDENCYPART_ARC
(7,20),-0.624858 # DEPENDENCYPART_ARC
(7,21),-0.540506 # DEPENDENCYPART_ARC
(7,22),-0.51535 # DEPENDENCYPART_ARC
(7,23),-1.58279 # DEPENDENCYPART_ARC
(7,24),0.40617 # DEPENDENCYPART_ARC
(8,1),-1.3642 # DEPENDENCYPART_ARC
(8,2),-0.668619 # DEPENDENCYPART_ARC
(8,3),-0.87601 # DEPENDENCYPART_ARC
(8,4),-0.30269 # DEPENDENCYPART_ARC
(8,5),-1.15932 # DEPENDENCYPART_ARC
(8,6),-0.337591 # DEPENDENCYPART_ARC
(8,7),0.453741 # DEPENDENCYPART_ARC
(8,9),0.176861 # DEPENDENCYPART_ARC
(8,10),1.42219 # DEPENDENCYPART_ARC
(8,11),1.61554 # DEPENDENCYPART_ARC
(8,12),4.93135 # DEPENDENCYPART_ARC
(8,13),0.541576 # DEPENDENCYPART_ARC
(8,14),-0.273453 # DEPENDENCYPART_ARC
(8,15),-0.0319768 # DEPENDENCYPART_ARC
(8,16),-0.895725 # DEPENDENCYPART_ARC
(8,17),-0.409077 # DEPENDENCYPART_ARC
(8,18),0.0586325 # DEPENDENCYPART_ARC
(8,19),-2.96778 # DEPENDENCYPART_ARC
(8,20),-0.485368 # DEPENDENCYPART_ARC
(8,21),-1.21541 # DEPENDENCYPART_ARC
(8,22),-0.303389 # DEPENDENCYPART_ARC
(8,23),-2.67195 # DEPENDENCYPART_ARC
(8,24),-0.5306 # DEPENDENCYPART_ARC
(9,1),-3.22 # DEPENDENCYPART_ARC
(9,2),-2.37658 # DEPENDENCYPART_ARC
(9,3),-3.27419 # DEPENDENCYPART_ARC
(9,4),-2.71949 # DEPENDENCYPART_ARC
(9,5),-2.76082 # DEPENDENCYPART_ARC
(9,6),-2.01965 # DEPENDENCYPART_ARC
(9,7),-2.42933 # DEPENDENCYPART_ARC
(9,8),-1.21238 # DEPENDENCYPART_ARC
(9,10),-0.515445 # DEPENDENCYPART_ARC
(9,11),-0.872392 # DEPENDENCYPART_ARC
(9,12),-0.61589 # DEPENDENCYPART_ARC
(9,13),-0.572231 # DEPENDENCYPART_ARC
(9,14),-1.63948 # DEPENDENCYPART_ARC
(9,15),-0.859224 # DEPENDENCYPART_ARC
(9,16),-1.1884 # DEPENDENCYPART_ARC
(9,17),-1.36876 # DEPENDENCYPART_ARC
(9,18),-1.05745 # DEPENDENCYPART_ARC
(9,19),-2.51527 # DEPENDENCYPART_ARC
(9,20),-2.20114 # DEPENDENCYPART_ARC
(9,21),-2.95964 # DEPENDENCYPART_ARC
(9,22),-2.84259 # DEPENDENCYPART_ARC
(9,23),-2.50638 # DEPENDENCYPART_ARC
(9,24),-2.09153 # DEPENDENCYPART_ARC
(10,1),-4.36892 # DEPENDENCYPART_ARC
(10,2),-3.55743 # DEPENDENCYPART_ARC
(10,3),-3.39511 # DEPENDENCYPART_ARC
(10,4),-3.92476 # DEPENDENCYPART_ARC
(10,5),-4.08594 # DEPENDENCYPART_ARC
(10,6),-3.45421 # DEPENDENCYPART_ARC
(10,7),-3.03711 # DEPENDENCYPART_ARC
(10,8),-2.18561 # DEPENDENCYPART_ARC
(10,9),1.07438 # DEPENDENCYPART_ARC
(10,11),-0.117143 # DEPENDENCYPART_ARC
(10,12),-0.725807 # DEPENDENCYPART_ARC
(10,13),-1.25281 # DEPENDENCYPART_ARC
(10,14),-2.02993 # DEPENDENCYPART_ARC
(10,15),-2.31859 # DEPENDENCYPART_ARC
(10,16),-2.59293 # DEPENDENCYPART_ARC
(10,17),-2.62417 # DEPENDENCYPART_ARC
(10,18),-0.683467 # DEPENDENCYPART_ARC
(10,19),-1.9991 # DEPENDENCYPART_ARC
(10,20),-2.33209 # DEPENDENCYPART_ARC
(10,21),-2.74917 # DEPENDENCYPART_ARC
(10,22),-3.19805 # DEPENDENCYPART_ARC
(10,23),-4.39242 # DEPENDENCYPART_ARC
(10,24),-1.57974 # DEPENDENCYPART_ARC
(11,1),-3.21776 # DEPENDENCYPART_ARC
(11,2),-2.39314 # DEPENDENCYPART_ARC
(11,3),-1.71927 # DEPENDENCYPART_ARC
(11,4),-2.64955 # DEPENDENCYPART_ARC
(11,5),-3.93083 # DEPENDENCYPART_ARC
(11,6),-2.37378 # DEPENDENCYPART_ARC
(11,7),-1.98494 # DEPENDENCYPART_ARC
(11,8),-1.42765 # DEPENDENCYPART_ARC
(11,9),1.70714 # DEPENDENCYPART_ARC
(11,10),2.0142 # DEPENDENCYPART_ARC
(11,12),-0.146072 # DEPENDENCYPART_ARC
(11,13),-0.606208 # DEPENDENCYPART_ARC
(11,14),-1.41635 # DEPENDENCYPART_ARC
(11,15),-1.67655 # DEPENDENCYPART_ARC
(11,16),-1.72153 # DEPENDENCYPART_ARC
(11,17),-2.09409 # DEPENDENCYPART_ARC
(11,18),-1.11381 # DEPENDENCYPART_ARC
(11,19),-1.99134 # DEPENDENCYPART_ARC
(11,20),-1.93182 # DEPENDENCYPART_ARC
(11,21),-2.20511 # DEPENDENCYPART_ARC
(11,22),-2.67068 # DEPENDENCYPART_ARC
(11,23),-4.39432 # DEPENDENCYPART_ARC
(11,24),-0.7089 # DEPENDENCYPART_ARC
(12,1),-1.2224 # DEPENDENCYPART_ARC
(12,2),-0.927368 # DEPENDENCYPART_ARC
(12,3),0.225478 # DEPENDENCYPART_ARC
(12,4),-0.721395 # DEPENDENCYPART_ARC
(12,5),-1.93321 # DEPENDENCYPART_ARC
(12,6),-0.851538 # DEPENDENCYPART_ARC
(12,7),-1.18934 # DEPENDENCYPART_ARC
(12,8),0.128681 # DEPENDENCYPART_ARC
(12,9),3.99014 # DEPENDENCYPART_ARC
(12,10),4.16512 # DEPENDENCYPART_ARC
(12,11),3.76449 # DEPENDENCYPART_ARC
(12,13),0.930937 # DEPENDENCYPART_ARC
(12,14),0.103483 # DEPENDENCYPART_ARC
(12,15),0.249995 # DEPENDENCYPART_ARC
(12,16),-0.515064 # DEPENDENCYPART_ARC
(12,17),-0.713897 # DEPENDENCYPART_ARC
(12,18),-0.378867 # DEPENDENCYPART_ARC
(12,19),-1.15343 # DEPENDENCYPART_ARC
(12,20),-0.680502 # DEPENDENCYPART_ARC
(12,21),-0.817541 # DEPENDENCYPART_ARC
(12,22),-0.963372 # DEPENDENCYPART_ARC
(12,23),-1.55289 # DEPENDENCYPART_ARC
(12,24),0.167528 # DEPENDENCYPART_ARC
(13,1),1.8046 # DEPENDENCYPART_ARC
(13,2),-1.535 # DEPENDENCYPART_ARC
(13,3),1.08352 # DEPENDENCYPART_ARC
(13,4),-0.559726 # DEPENDENCYPART_ARC
(13,5),0.41218 # DEPENDENCYPART_ARC
(13,6),3.06721 # DEPENDENCYPART_ARC
(13,7),2.38901 # DEPENDENCYPART_ARC
(13,8),0.857611 # DEPENDENCYPART_ARC
(13,9),0.135098 # DEPENDENCYPART_ARC
(13,10),1.16548 # DEPENDENCYPART_ARC
(13,11),1.18191 # DEPENDENCYPART_ARC
(13,12),2.51767 # DEPENDENCYPART_ARC
(13,14),1.45439 # DEPENDENCYPART_ARC
(13,15),1.13447 # DEPENDENCYPART_ARC
(13,16),0.690045 # DEPENDENCYPART_ARC
(13,17),0.949256 # DEPENDENCYPART_ARC
(13,18),1.68255 # DEPENDENCYPART_ARC
(13,19),-0.543964 # DEPENDENCYPART_ARC
(13,20),-0.327589 # DEPENDENCYPART_ARC
(13,21),0.110618 # DEPENDENCYPART_ARC
(13,22),1.32235 # DEPENDENCYPART_ARC
(13,23),-0.830543 # DEPENDENCYPART_ARC
(13,24),4.30194 # DEPENDENCYPART_ARC
(14,1),-1.74402 # DEPENDENCYPART_ARC
(14,2),-1.01803 # DEPENDENCYPART_ARC
(14,3),-2.06728 # DEPENDENCYPART_ARC
(14,4),-1.4823 # DEPENDENCYPART_ARC
(14,5),-1.70448 # DEPENDENCYPART_ARC
(14,6),-1.26823 # DEPENDENCYPART_ARC
(14,7),-1.43001 # DEPENDENCYPART_ARC
(14,8),-0.859137 # DEPENDENCYPART_ARC
(14,9),0.364742 # DEPENDENCYPART_ARC
(14,10),-0.778826 # DEPENDENCYPART_ARC
(14,11),-0.460939 # DEPENDENCYPART_ARC
(14,12),-0.0470068 # DEPENDENCYPART_ARC
(14,13),0.307006 # DEPENDENCYPART_ARC
(14,15),1.71524 # DEPENDENCYPART_ARC
(14,16),0.765392 # DEPENDENCYPART_ARC
(14,17),0.248137 # DEPENDENCYPART_ARC
(14,18),0.523336 # DEPENDENCYPART_ARC
(14,19),-0.6843 # DEPENDENCYPART_ARC
(14,20),0.100559 # DEPENDENCYPART_ARC
(14,21),-0.780263 # DEPENDENCYPART_ARC
(14,22),-0.785716 # DEPENDENCYPART_ARC
(14,23),-0.696262 # DEPENDENCYPART_ARC
(14,24),-0.491191 # DEPENDENCYPART_ARC
(15,1),-1.87937 # DEPENDENCYPART_ARC
(15,2),-1.96125 # DEPENDENCYPART_ARC
(15,3),-1.94773 # DEPENDENCYPART_ARC
(15,4),-1.64192 # DEPENDENCYPART_ARC
(15,5),-1.98003 # DEPENDENCYPART_ARC
(15,6),-1.45325 # DEPENDENCYPART_ARC
(15,7),-1.32669 # DEPENDENCYPART_ARC
(15,8),-0.832009 # DEPENDENCYPART_ARC
(15,9),-0.637067 # DEPENDENCYPART_ARC
(15,10),-1.12139 # DEPENDENCYPART_ARC
(15,11),-1.13052 # DEPENDENCYPART_ARC
(15,12),-0.646003 # DEPENDENCYPART_ARC
(15,13),-0.73471 # DEPENDENCYPART_ARC
(15,14),0.866678 # DEPENDENCYPART_ARC
(15,16),0.71361 # DEPENDENCYPART_ARC
(15,17),1.77209 # DEPENDENCYPART_ARC
(15,18),0.819532 # DEPENDENCYPART_ARC
(15,19),-1.53822 # DEPENDENCYPART_ARC
(15,20),0.914759 # DEPENDENCYPART_ARC
(15,21),-0.534782 # DEPENDENCYPART_ARC
(15,22),-0.138904 # DEPENDENCYPART_ARC
(15,23),-1.09066 # DEPENDENCYPART_ARC
(15,24),-0.393965 # DEPENDENCYPART_ARC
(16,1),-3.9587 # DEPENDENCYPART_ARC
(16,2),-2.42479 # DEPENDENCYPART_ARC
(16,3),-3.25244 # DEPENDENCYPART_ARC
(16,4),-2.87279 # DEPENDENCYPART_ARC
(16,5),-3.14189 # DEPENDENCYPART_ARC
(16,6),-2.78966 # DEPENDENCYPART_ARC
(16,7),-2.61967 # DEPENDENCYPART_ARC
(16,8),-2.90126 # DEPENDENCYPART_ARC
(16,9),-1.20551 # DEPENDENCYPART_ARC
(16,10),-1.76052 # DEPENDENCYPART_ARC
(16,11),-1.50644 # DEPENDENCYPART_ARC
(16,12),-1.57382 # DEPENDENCYPART_ARC
(16,13),-1.20476 # DEPENDENCYPART_ARC
(16,14),1.65172 # DEPENDENCYPART_ARC
(16,15),1.29229 # DEPENDENCYPART_ARC
(16,17),1.26614 # DEPENDENCYPART_ARC
(16,18),0.358208 # DEPENDENCYPART_ARC
(16,19),-0.265691 # DEPENDENCYPART_ARC
(16,20),0.00566406 # DEPENDENCYPART_ARC
(16,21),-0.715027 # DEPENDENCYPART_ARC
(16,22),-0.182021 # DEPENDENCYPART_ARC
(16,23),-0.181422 # DEPENDENCYPART_ARC
(16,24),-0.139522 # DEPENDENCYPART_ARC
(17,1),-2.76259 # DEPENDENCYPART_ARC
(17,2),-0.93439 # DEPENDENCYPART_ARC
(17,3),-2.14276 # DEPENDENCYPART_ARC
(17,4),-1.66205 # DEPENDENCYPART_ARC
(17,5),-2.01294 # DEPENDENCYPART_ARC
(17,6),-1.44736 # DEPENDENCYPART_ARC
(17,7),-1.43907 # DEPENDENCYPART_ARC
(17,8),-1.45317 # DEPENDENCYPART_ARC
(17,9),0.191399 # DEPENDENCYPART_ARC
(17,10),-0.497947 # DEPENDENCYPART_ARC
(17,11),-0.39484 # DEPENDENCYPART_ARC
(17,12),-0.532396 # DEPENDENCYPART_ARC
(17,13),-0.195513 # DEPENDENCYPART_ARC
(17,14),2.88334 # DEPENDENCYPART_ARC
(17,15),2.80296 # DEPENDENCYPART_ARC
(17,16),3.55772 # DEPENDENCYPART_ARC
(17,18),1.28982 # DEPENDENCYPART_ARC
(17,19),0.406802 # DEPENDENCYPART_ARC
(17,20),0.578274 # DEPENDENCYPART_ARC
(17,21),-0.278461 # DEPENDENCYPART_ARC
(17,22),-0.128596 # DEPENDENCYPART_ARC
(17,23),0.357243 # DEPENDENCYPART_ARC
(17,24),0.220965 # DEPENDENCYPART_ARC
(18,1),-2.7849 # DEPENDENCYPART_ARC
(18,2),-2.54144 # DEPENDENCYPART_ARC
(18,3),-2.34623 # DEPENDENCYPART_ARC
(18,4),-2.60856 # DEPENDENCYPART_ARC
(18,5),-2.08795 # DEPENDENCYPART_ARC
(18,6),-0.730412 # DEPENDENCYPART_ARC
(18,7),-2.0835 # DEPENDENCYPART_ARC
(18,8),-1.99219 # DEPENDENCYPART_ARC
(18,9),-1.62123 # DEPENDENCYPART_ARC
(18,10),-2.19577 # DEPENDENCYPART_ARC
(18,11),-2.06467 # DEPENDENCYPART_ARC
(18,12),-1.58661 # DEPENDENCYPART_ARC
(18,13),-1.74717 # DEPENDENCYPART_ARC
(18,14),-1.45586 # DEPENDENCYPART_ARC
(18,15),-1.0499 # DEPENDENCYPART_ARC
(18,16),-1.24093 # DEPENDENCYPART_ARC
(18,17),-0.550222 # DEPENDENCYPART_ARC
(18,19),-0.145881 # DEPENDENCYPART_ARC
(18,20),-0.543237 # DEPENDENCYPART_ARC
(18,21),-1.20709 # DEPENDENCYPART_ARC
(18,22),-0.987064 # DEPENDENCYPART_ARC
(18,23),-1.69339 # DEPENDENCYPART_ARC
(18,24),-0.958938 # DEPENDENCYPART_ARC
(19,1),-3.82264 # DEPENDENCYPART_ARC
(19,2),-3.17055 # DEPENDENCYPART_ARC
(19,3),-3.9678 # DEPENDENCYPART_ARC
(19,4),-3.38114 # DEPENDENCYPART_ARC
(19,5),-3.77561 # DEPENDENCYPART_ARC
(19,6),-3.03135 # DEPENDENCYPART_ARC
(19,7),-3.54197 # DEPENDENCYPART_ARC
(19,8),-2.91625 # DEPENDENCYPART_ARC
(19,9),-2.14466 # DEPENDENCYPART_ARC
(19,10),-2.74576 # DEPENDENCYPART_ARC
(19,11),-2.66374 # DEPENDENCYPART_ARC
(19,12),-2.82565 # DEPENDENCYPART_ARC
(19,13),-2.29946 # DEPENDENCYPART_ARC
(19,14),-1.39646 # DEPENDENCYPART_ARC
(19,15),-1.29751 # DEPENDENCYPART_ARC
(19,16),-1.23732 # DEPENDENCYPART_ARC
(19,17),-1.17104 # DEPENDENCYPART_ARC
(19,18),-0.634089 # DEPENDENCYPART_ARC
(19,20),-0.121217 # DEPENDENCYPART_ARC
(19,21),-1.09169 # DEPENDENCYPART_ARC
(19,22),-1.1676 # DEPENDENCYPART_ARC
(19,23),-1.18071 # DEPENDENCYPART_ARC
(19,24),-1.71382 # DEPENDENCYPART_ARC
(20,1),-2.91272 # DEPENDENCYPART_ARC
(20,2),-1.41821 # DEPENDENCYPART_ARC
(20,3),-1.6641 # DEPENDENCYPART_ARC
(20,4),-2.21189 # DEPENDENCYPART_ARC
(20,5),-2.33304 # DEPENDENCYPART_ARC
(20,6),-1.81226 # DEPENDENCYPART_ARC
(20,7),-2.01291 # DEPENDENCYPART_ARC
(20,8),-1.02949 # DEPENDENCYPART_ARC
(20,9),-0.51179 # DEPENDENCYPART_ARC
(20,10),-0.35881 # DEPENDENCYPART_ARC
(20,11),-1.81248 # DEPENDENCYPART_ARC
(20,12),-1.51271 # DEPENDENCYPART_ARC
(20,13),-1.61399 # DEPENDENCYPART_ARC
(20,14),-0.751866 # DEPENDENCYPART_ARC
(20,15),-0.0402891 # DEPENDENCYPART_ARC
(20,16),0.201097 # DEPENDENCYPART_ARC
(20,17),0.225325 # DEPENDENCYPART_ARC
(20,18),0.121354 # DEPENDENCYPART_ARC
(20,19),2.69562 # DEPENDENCYPART_ARC
(20,21),2.97237 # DEPENDENCYPART_ARC
(20,22),1.89198 # DEPENDENCYPART_ARC
(20,23),1.05071 # DEPENDENCYPART_ARC
(20,24),0.805713 # DEPENDENCYPART_ARC
(21,1),-2.38331 # DEPENDENCYPART_ARC
(21,2),-1.6597 # DEPENDENCYPART_ARC
(21,3),-2.66012 # DEPENDENCYPART_ARC
(21,4),-2.17275 # DEPENDENCYPART_ARC
(21,5),-2.47389 # DEPENDENCYPART_ARC
(21,6),-1.82066 # DEPENDENCYPART_ARC
(21,7),-2.25737 # DEPENDENCYPART_ARC
(21,8),-1.50491 # DEPENDENCYPART_ARC
(21,9),-0.784455 # DEPENDENCYPART_ARC
(21,10),-1.43225 # DEPENDENCYPART_ARC
(21,11),-1.16877 # DEPENDENCYPART_ARC
(21,12),-1.51201 # DEPENDENCYPART_ARC
(21,13),-1.11305 # DEPENDENCYPART_ARC
(21,14),-1.13553 # DEPENDENCYPART_ARC
(21,15),-0.67626 # DEPENDENCYPART_ARC
(21,16),-0.708737 # DEPENDENCYPART_ARC
(21,17),-0.477223 # DEPENDENCYPART_ARC
(21,18),-0.0390359 # DEPENDENCYPART_ARC
(21,19),1.59911 # DEPENDENCYPART_ARC
(21,20),0.853772 # DEPENDENCYPART_ARC
(21,22),1.47569 # DEPENDENCYPART_ARC
(21,23),1.23408 # DEPENDENCYPART_ARC
(21,24),0.617216 # DEPENDENCYPART_ARC
(22,1),-2.90708 # DEPENDENCYPART_ARC
(22,2),-2.613 # DEPENDENCYPART_ARC
(22,3),-3.09858 # DEPENDENCYPART_ARC
(22,4),-1.96172 # DEPENDENCYPART_ARC
