# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(6,12),-0.666373 # DEPENDENCYPART_ARC
(6,13),-0.563032 # DEPENDENCYPART_ARC
(6,14),-1.85463 # DEPENDENCYPART_ARC
(6,15),-0.270375 # DEPENDENCYPART_ARC
(6,16),-1.25428 # DEPENDENCYPART_ARC
(6,17),-0.633436 # DEPENDENCYPART_ARC
(6,18),-1.66396 # DEPENDENCYPART_ARC
(6,19),-3.94116 # DEPENDENCYPART_ARC
(6,20),-3.92096 # DEPENDENCYPART_ARC
(6,21),-1.30944 # DEPENDENCYPART_ARC
(6,22),-2.02335 # DEPENDENCYPART_ARC
(6,23),-1.64823 # DEPENDENCYPART_ARC
(6,24),-1.89987 # DEPENDENCYPART_ARC
(6,25),-1.17791 # DEPENDENCYPART_ARC
(7,1),0.030837 # DEPENDENCYPART_ARC
(7,2),0.286844 # DEPENDENCYPART_ARC
(7,3),0.347255 # DEPENDENCYPART_ARC
(7,4),-0.198326 # DEPENDENCYPART_ARC
(7,5),0.675283 # DEPENDENCYPART_ARC
(7,6),1.38646 # DEPENDENCYPART_ARC
(7,8),-0.124838 # DEPENDENCYPART_ARC
(7,9),-1.00616 # DEPENDENCYPART_ARC
(7,10),-1.4818 # DEPENDENCYPART_ARC
(7,11),-0.843671 # DEPENDENCYPART_ARC
(7,12),-1.16753 # DEPENDENCYPART_ARC
(7,13),-1.72964 # DEPENDENCYPART_ARC
(7,14),-2.29731 # DEPENDENCYPART_ARC
(7,15),-2.11247 # DEPENDENCYPART_ARC
(7,16),-1.8326 # DEPENDENCYPART_ARC
(7,17),-2.20017 # DEPENDENCYPART_ARC
(7,18),-2.67261 # DEPENDENCYPART_ARC
(7,19),-2.63508 # DEPENDENCYPART_ARC
(7,20),-2.75107 # DEPENDENCYPART_ARC
(7,21),-3.35945 # DEPENDENCYPART_ARC
(7,22),-2.26314 # DEPENDENCYPART_ARC
(7,23),-3.42665 # DEPENDENCYPART_ARC
(7,24),-4.15784 # DEPENDENCYPART_ARC
(7,25),-2.94689 # DEPENDENCYPART_ARC
(8,1),-0.16159 # DEPENDENCYPART_ARC
(8,2),-0.327596 # DEPENDENCYPART_ARC
(8,3),-0.54545 # DEPENDENCYPART_ARC
(8,4),-0.300818 # DEPENDENCYPART_ARC
(8,5),0.430339 # DEPENDENCYPART_ARC
(8,6),0.150065 # DEPENDENCYPART_ARC
(8,7),0.547389 # DEPENDENCYPART_ARC
(8,9),1.68619 # DEPENDENCYPART_ARC
(8,10),0.383767 # DEPENDENCYPART_ARC
(8,11),0.947005 # DEPENDENCYPART_ARC
(8,12),-0.171971 # DEPENDENCYPART_ARC
(8,13),-1.13524 # DEPENDENCYPART_ARC
(8,14),-0.978963 # DEPENDENCYPART_ARC
(8,15),-0.431685 # DEPENDENCYPART_ARC
(8,16),-0.890871 # DEPENDENCYPART_ARC
(8,17),-0.818301 # DEPENDENCYPART_ARC
(8,18),-1.74423 # DEPENDENCYPART_ARC
(8,19),-1.32966 # DEPENDENCYPART_ARC
(8,20),-1.6869 # DEPENDENCYPART_ARC
(8,21),-1.44359 # DEPENDENCYPART_ARC
(8,22),-1.81627 # DEPENDENCYPART_ARC
(8,23),-1.21119 # DEPENDENCYPART_ARC
(8,24),-1.55931 # DEPENDENCYPART_ARC
(8,25),-0.439181 # DEPENDENCYPART_ARC
(9,1),-0.182623 # DEPENDENCYPART_ARC
(9,2),0.109731 # DEPENDENCYPART_ARC
(9,3),-0.96433 # DEPENDENCYPART_ARC
(9,4),-0.896333 # DEPENDENCYPART_ARC
(9,5),1.63961 # DEPENDENCYPART_ARC
(9,6),2.12059 # DEPENDENCYPART_ARC
(9,7),0.578965 # DEPENDENCYPART_ARC
(9,8),2.10787 # DEPENDENCYPART_ARC
(9,10),0.802753 # DEPENDENCYPART_ARC
(9,11),0.678955 # DEPENDENCYPART_ARC
(9,12),0.151619 # DEPENDENCYPART_ARC
(9,13),-0.879381 # DEPENDENCYPART_ARC
(9,14),-0.864469 # DEPENDENCYPART_ARC
(9,15),-0.828188 # DEPENDENCYPART_ARC
(9,16),-1.15963 # DEPENDENCYPART_ARC
(9,17),-1.18445 # DEPENDENCYPART_ARC
(9,18),-2.06879 # DEPENDENCYPART_ARC
(9,19),-1.7362 # DEPENDENCYPART_ARC
(9,20),-1.76384 # DEPENDENCYPART_ARC
(9,21),-2.42609 # DEPENDENCYPART_ARC
(9,22),-1.4676 # DEPENDENCYPART_ARC
(9,23),-2.28526 # DEPENDENCYPART_ARC
(9,24),-1.79513 # DEPENDENCYPART_ARC
(9,25),0.18092 # DEPENDENCYPART_ARC
(10,1),1.39187 # DEPENDENCYPART_ARC
(10,2),1.34663 # DEPENDENCYPART_ARC
(10,3),0.572589 # DEPENDENCYPART_ARC
(10,4),0.104047 # DEPENDENCYPART_ARC
(10,5),3.50365 # DEPENDENCYPART_ARC
(10,6),3.85521 # DEPENDENCYPART_ARC
(10,7),1.22617 # DEPENDENCYPART_ARC
(10,8),4.31894 # DEPENDENCYPART_ARC
(10,9),4.43486 # DEPENDENCYPART_ARC
(10,11),2.26137 # DEPENDENCYPART_ARC
(10,12),0.505082 # DEPENDENCYPART_ARC
(10,13),-0.321746 # DEPENDENCYPART_ARC
(10,14),0.0461366 # DEPENDENCYPART_ARC
(10,15),0.096942 # DEPENDENCYPART_ARC
(10,16),-0.501207 # DEPENDENCYPART_ARC
(10,17),-0.507085 # DEPENDENCYPART_ARC
(10,18),-1.29652 # DEPENDENCYPART_ARC
(10,19),-0.490543 # DEPENDENCYPART_ARC
(10,20),-0.760943 # DEPENDENCYPART_ARC
(10,21),-2.17096 # DEPENDENCYPART_ARC
(10,22),-0.808583 # DEPENDENCYPART_ARC
(10,23),-1.6512 # DEPENDENCYPART_ARC
(10,24),-0.512603 # DEPENDENCYPART_ARC
(10,25),0.544488 # DEPENDENCYPART_ARC
(11,1),-2.13736 # DEPENDENCYPART_ARC
(11,2),-2.06586 # DEPENDENCYPART_ARC
(11,3),-2.03276 # DEPENDENCYPART_ARC
(11,4),-0.481597 # DEPENDENCYPART_ARC
(11,5),-1.67163 # DEPENDENCYPART_ARC
(11,6),-1.78292 # DEPENDENCYPART_ARC
(11,7),-1.28618 # DEPENDENCYPART_ARC
(11,8),-0.896789 # DEPENDENCYPART_ARC
(11,9),-1.3568 # DEPENDENCYPART_ARC
(11,10),-0.707962 # DEPENDENCYPART_ARC
(11,12),0.0734305 # DEPENDENCYPART_ARC
(11,13),-1.17596 # DEPENDENCYPART_ARC
(11,14),-1.49973 # DEPENDENCYPART_ARC
(11,15),-1.1647 # DEPENDENCYPART_ARC
(11,16),-1.80382 # DEPENDENCYPART_ARC
(11,17),-1.63539 # DEPENDENCYPART_ARC
(11,18),-2.33737 # DEPENDENCYPART_ARC
(11,19),-2.48224 # DEPENDENCYPART_ARC
(11,20),-2.55749 # DEPENDENCYPART_ARC
(11,21),-2.1403 # DEPENDENCYPART_ARC
(11,22),-2.05937 # DEPENDENCYPART_ARC
(11,23),-2.78882 # DEPENDENCYPART_ARC
(11,24),-2.95405 # DEPENDENCYPART_ARC
(11,25),-2.06398 # DEPENDENCYPART_ARC
(12,1),2.35016 # DEPENDENCYPART_ARC
(12,2),2.11315 # DEPENDENCYPART_ARC
(12,3),2.47566 # DEPENDENCYPART_ARC
(12,4),2.58436 # DEPENDENCYPART_ARC
(12,5),1.703 # DEPENDENCYPART_ARC
(12,6),1.61732 # DEPENDENCYPART_ARC
(12,7),-0.0314107 # DEPENDENCYPART_ARC
(12,8),0.785175 # DEPENDENCYPART_ARC
(12,9),1.51284 # DEPENDENCYPART_ARC
(12,10),1.0528 # DEPENDENCYPART_ARC
(12,11),2.41325 # DEPENDENCYPART_ARC
(12,13),0.534772 # DEPENDENCYPART_ARC
(12,14),0.00924208 # DEPENDENCYPART_ARC
(12,15),3.20083 # DEPENDENCYPART_ARC
(12,16),0.847834 # DEPENDENCYPART_ARC
(12,17),0.800069 # DEPENDENCYPART_ARC
(12,18),-0.880584 # DEPENDENCYPART_ARC
(12,19),-1.76661 # DEPENDENCYPART_ARC
(12,20),-0.835775 # DEPENDENCYPART_ARC
(12,21),-2.0281 # DEPENDENCYPART_ARC
(12,22),0.0352267 # DEPENDENCYPART_ARC
(12,23),-1.76116 # DEPENDENCYPART_ARC
(12,24),-2.87418 # DEPENDENCYPART_ARC
(12,25),7.30299 # DEPENDENCYPART_ARC
(13,1),-3.34174 # DEPENDENCYPART_ARC
(13,2),-3.23156 # DEPENDENCYPART_ARC
(13,3),-2.96464 # DEPENDENCYPART_ARC
(13,4),-2.74036 # DEPENDENCYPART_ARC
(13,5),-2.79289 # DEPENDENCYPART_ARC
(13,6),-2.64391 # DEPENDENCYPART_ARC
(13,7),-2.44417 # DEPENDENCYPART_ARC
(13,8),-2.15269 # DEPENDENCYPART_ARC
(13,9),-2.28674 # DEPENDENCYPART_ARC
(13,10),-1.98602 # DEPENDENCYPART_ARC
(13,11),-1.41512 # DEPENDENCYPART_ARC
(13,12),-1.01324 # DEPENDENCYPART_ARC
(13,14),0.162996 # DEPENDENCYPART_ARC
(13,15),0.519494 # DEPENDENCYPART_ARC
(13,16),-1.1894 # DEPENDENCYPART_ARC
(13,17),-1.16009 # DEPENDENCYPART_ARC
(13,18),-1.95854 # DEPENDENCYPART_ARC
(13,19),-1.60786 # DEPENDENCYPART_ARC
(13,20),-1.61612 # DEPENDENCYPART_ARC
(13,21),-1.74166 # DEPENDENCYPART_ARC
(13,22),-1.99827 # DEPENDENCYPART_ARC
(13,23),-2.15174 # DEPENDENCYPART_ARC
(13,24),-2.33711 # DEPENDENCYPART_ARC
(13,25),-1.40623 # DEPENDENCYPART_ARC
(14,1),-2.82754 # DEPENDENCYPART_ARC
(14,2),-2.65736 # DEPENDENCYPART_ARC
(14,3),-3.42482 # DEPENDENCYPART_ARC
(14,4),-0.0858072 # DEPENDENCYPART_ARC
(14,5),-1.28362 # DEPENDENCYPART_ARC
(14,6),-0.873069 # DEPENDENCYPART_ARC
(14,7),-1.00171 # DEPENDENCYPART_ARC
(14,8),-0.066583 # DEPENDENCYPART_ARC
(14,9),-0.205322 # DEPENDENCYPART_ARC
(14,10),-1.68484 # DEPENDENCYPART_ARC
(14,11),0.547668 # DEPENDENCYPART_ARC
(14,12),-0.0974668 # DEPENDENCYPART_ARC
(14,13),4.42933 # DEPENDENCYPART_ARC
(14,15),0.884901 # DEPENDENCYPART_ARC
(14,16),-0.2011 # DEPENDENCYPART_ARC
(14,17),-0.0366334 # DEPENDENCYPART_ARC
(14,18),-1.26362 # DEPENDENCYPART_ARC
(14,19),-0.646917 # DEPENDENCYPART_ARC
(14,20),-0.622362 # DEPENDENCYPART_ARC
(14,21),-0.503703 # DEPENDENCYPART_ARC
(14,22),-0.594715 # DEPENDENCYPART_ARC
(14,23),-1.16639 # DEPENDENCYPART_ARC
(14,24),-0.923545 # DEPENDENCYPART_ARC
(14,25),0.215886 # DEPENDENCYPART_ARC
(15,1),1.08816 # DEPENDENCYPART_ARC
(15,2),0.673366 # DEPENDENCYPART_ARC
(15,3),0.00702395 # DEPENDENCYPART_ARC
(15,4),1.70425 # DEPENDENCYPART_ARC
(15,5),1.0865 # DEPENDENCYPART_ARC
(15,6),0.520307 # DEPENDENCYPART_ARC
(15,7),-0.490541 # DEPENDENCYPART_ARC
(15,8),-0.214032 # DEPENDENCYPART_ARC
(15,9),0.973356 # DEPENDENCYPART_ARC
(15,10),0.0393977 # DEPENDENCYPART_ARC
(15,11),1.12647 # DEPENDENCYPART_ARC
(15,12),0.360932 # DEPENDENCYPART_ARC
(15,13),0.605667 # DEPENDENCYPART_ARC
(15,14),3.12581 # DEPENDENCYPART_ARC
(15,16),4.34797 # DEPENDENCYPART_ARC
(15,17),3.13296 # DEPENDENCYPART_ARC
(15,18),0.119668 # DEPENDENCYPART_ARC
(15,19),0.852587 # DEPENDENCYPART_ARC
(15,20),1.24828 # DEPENDENCYPART_ARC
(15,21),1.40453 # DEPENDENCYPART_ARC
(15,22),0.173757 # DEPENDENCYPART_ARC
(15,23),-0.528709 # DEPENDENCYPART_ARC
(15,24),-0.486889 # DEPENDENCYPART_ARC
(15,25),3.96747 # DEPENDENCYPART_ARC
(16,1),-2.61545 # DEPENDENCYPART_ARC
(16,2),-2.54423 # DEPENDENCYPART_ARC
(16,3),-2.33929 # DEPENDENCYPART_ARC
(16,4),-1.64533 # DEPENDENCYPART_ARC
(16,5),-2.20596 # DEPENDENCYPART_ARC
(16,6),-1.95024 # DEPENDENCYPART_ARC
(16,7),-1.68541 # DEPENDENCYPART_ARC
(16,8),-0.867593 # DEPENDENCYPART_ARC
(16,9),-1.86148 # DEPENDENCYPART_ARC
(16,10),-1.78768 # DEPENDENCYPART_ARC
(16,11),-0.948136 # DEPENDENCYPART_ARC
(16,12),-1.20837 # DEPENDENCYPART_ARC
(16,13),0.43791 # DEPENDENCYPART_ARC
(16,14),-0.553559 # DEPENDENCYPART_ARC
(16,15),-0.171764 # DEPENDENCYPART_ARC
(16,17),0.801767 # DEPENDENCYPART_ARC
(16,18),-0.3638 # DEPENDENCYPART_ARC
(16,19),-0.14209 # DEPENDENCYPART_ARC
(16,20),-0.504991 # DEPENDENCYPART_ARC
(16,21),-1.07688 # DEPENDENCYPART_ARC
(16,22),-0.930374 # DEPENDENCYPART_ARC
(16,23),-0.688963 # DEPENDENCYPART_ARC
(16,24),-1.70534 # DEPENDENCYPART_ARC
(16,25),-0.863639 # DEPENDENCYPART_ARC
(17,1),-0.256961 # DEPENDENCYPART_ARC
(17,2),-0.312896 # DEPENDENCYPART_ARC
(17,3),-0.379858 # DEPENDENCYPART_ARC
(17,4),-0.630572 # DEPENDENCYPART_ARC
(17,5),-0.134281 # DEPENDENCYPART_ARC
(17,6),-0.0427469 # DEPENDENCYPART_ARC
(17,7),-0.241907 # DEPENDENCYPART_ARC
(17,8),-0.609296 # DEPENDENCYPART_ARC
(17,9),-0.392579 # DEPENDENCYPART_ARC
(17,10),-0.739072 # DEPENDENCYPART_ARC
(17,11),-0.201605 # DEPENDENCYPART_ARC
(17,12),-0.174939 # DEPENDENCYPART_ARC
(17,13),1.3399 # DEPENDENCYPART_ARC
(17,14),1.1509 # DEPENDENCYPART_ARC
(17,15),0.273461 # DEPENDENCYPART_ARC
(17,16),2.19887 # DEPENDENCYPART_ARC
(17,18),1.92662 # DEPENDENCYPART_ARC
(17,19),2.6784 # DEPENDENCYPART_ARC
(17,20),3.06772 # DEPENDENCYPART_ARC
(17,21),2.55845 # DEPENDENCYPART_ARC
(17,22),1.33074 # DEPENDENCYPART_ARC
(17,23),0.712846 # DEPENDENCYPART_ARC
(17,24),1.17877 # DEPENDENCYPART_ARC
(17,25),0.929226 # DEPENDENCYPART_ARC
(18,1),-3.03746 # DEPENDENCYPART_ARC
(18,2),-2.95304 # DEPENDENCYPART_ARC
(18,3),-2.86263 # DEPENDENCYPART_ARC
(18,4),-2.51571 # DEPENDENCYPART_ARC
(18,5),-2.59808 # DEPENDENCYPART_ARC
(18,6),-2.53676 # DEPENDENCYPART_ARC
(18,7),-2.55208 # DEPENDENCYPART_ARC
(18,8),-2.11652 # DEPENDENCYPART_ARC
(18,9),-2.27151 # DEPENDENCYPART_ARC
(18,10),-2.18212 # DEPENDENCYPART_ARC
(18,11),-1.76179 # DEPENDENCYPART_ARC
(18,12),-1.83521 # DEPENDENCYPART_ARC
(18,13),-1.14594 # DEPENDENCYPART_ARC
(18,14),-1.42733 # DEPENDENCYPART_ARC
(18,15),-1.26091 # DEPENDENCYPART_ARC
(18,16),-0.828332 # DEPENDENCYPART_ARC
(18,17),-0.255838 # DEPENDENCYPART_ARC
(18,19),0.636461 # DEPENDENCYPART_ARC
(18,20),-0.000872295 # DEPENDENCYPART_ARC
(18,21),-0.0966184 # DEPENDENCYPART_ARC
(18,22),-0.573829 # DEPENDENCYPART_ARC
(18,23),-0.7264 # DEPENDENCYPART_ARC
(18,24),-0.497732 # DEPENDENCYPART_ARC
(18,25),-0.804142 # DEPENDENCYPART_ARC
(19,1),-5.87661 # DEPENDENCYPART_ARC
(19,2),-5.89723 # DEPENDENCYPART_ARC
(19,3),-6.70233 # DEPENDENCYPART_ARC
(19,4),-3.10996 # DEPENDENCYPART_ARC
(19,5),-5.13466 # DEPENDENCYPART_ARC
(19,6),-4.93703 # DEPENDENCYPART_ARC
(19,7),-2.92936 # DEPENDENCYPART_ARC
(19,8),-3.31009 # DEPENDENCYPART_ARC
(19,9),-3.52669 # DEPENDENCYPART_ARC
(19,10),-5.17593 # DEPENDENCYPART_ARC
(19,11),-2.57807 # DEPENDENCYPART_ARC
(19,12),-3.03484 # DEPENDENCYPART_ARC
(19,13),-1.37153 # DEPENDENCYPART_ARC
(19,14),-1.58477 # DEPENDENCYPART_ARC
(19,15),-1.99902 # DEPENDENCYPART_ARC
(19,16),-1.04416 # DEPENDENCYPART_ARC
(19,17),-0.853684 # DEPENDENCYPART_ARC
(19,18),2.59614 # DEPENDENCYPART_ARC
(19,20),1.22341 # DEPENDENCYPART_ARC
(19,21),0.186104 # DEPENDENCYPART_ARC
(19,22),-0.347419 # DEPENDENCYPART_ARC
(19,23),-0.924415 # DEPENDENCYPART_ARC
(19,24),-0.691732 # DEPENDENCYPART_ARC
(19,25),-0.295459 # DEPENDENCYPART_ARC
(20,1),-3.4476 # DEPENDENCYPART_ARC
(20,2),-3.54703 # DEPENDENCYPART_ARC
(20,3),-4.47691 # DEPENDENCYPART_ARC
(20,4),-1.75569 # DEPENDENCYPART_ARC
(20,5),-2.64639 # DEPENDENCYPART_ARC
(20,6),-2.38236 # DEPENDENCYPART_ARC
(20,7),-1.07684 # DEPENDENCYPART_ARC
(20,8),-0.793518 # DEPENDENCYPART_ARC
(20,9),-0.880189 # DEPENDENCYPART_ARC
(20,10),-2.8521 # DEPENDENCYPART_ARC
(20,11),-1.09576 # DEPENDENCYPART_ARC
(20,12),-1.40504 # DEPENDENCYPART_ARC
(20,13),1.19172 # DEPENDENCYPART_ARC
(20,14),0.091006 # DEPENDENCYPART_ARC
(20,15),-0.145144 # DEPENDENCYPART_ARC
(20,16),0.526523 # DEPENDENCYPART_ARC
(20,17),0.648615 # DEPENDENCYPART_ARC
(20,18),4.20699 # DEPENDENCYPART_ARC
(20,19),4.61448 # DEPENDENCYPART_ARC
(20,21),1.49874 # DEPENDENCYPART_ARC
(20,22),0.849788 # DEPENDENCYPART_ARC
(20,23),-0.0473534 # DEPENDENCYPART_ARC
(20,24),0.340642 # DEPENDENCYPART_ARC
(20,25),0.279605 # DEPENDENCYPART_ARC
(21,1),-0.844916 # DEPENDENCYPART_ARC
(21,2),-0.754042 # DEPENDENCYPART_ARC
(21,3),-0.741285 # DEPENDENCYPART_ARC
(21,4),-1.53348 # DEPENDENCYPART_ARC
(21,5),-0.756973 # DEPENDENCYPART_ARC
