# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,4,4,22,4,5,9,9,6,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(21,2),-2.78785 # DEPENDENCYPART_ARC
(21,3),-2.32346 # DEPENDENCYPART_ARC
(21,4),-2.93286 # DEPENDENCYPART_ARC
(21,5),-2.95336 # DEPENDENCYPART_ARC
(21,6),-2.37235 # DEPENDENCYPART_ARC
(21,7),-2.39867 # DEPENDENCYPART_ARC
(21,8),-1.90337 # DEPENDENCYPART_ARC
(21,9),-2.40052 # DEPENDENCYPART_ARC
(21,10),-1.94068 # DEPENDENCYPART_ARC
(21,11),-1.24077 # DEPENDENCYPART_ARC
(21,12),-0.887919 # DEPENDENCYPART_ARC
(21,13),-1.07942 # DEPENDENCYPART_ARC
(21,14),-1.57429 # DEPENDENCYPART_ARC
(21,15),-0.666804 # DEPENDENCYPART_ARC
(21,16),1.12172 # DEPENDENCYPART_ARC
(21,17),-0.410441 # DEPENDENCYPART_ARC
(21,18),0.227603 # DEPENDENCYPART_ARC
(21,19),0.591991 # DEPENDENCYPART_ARC
(21,20),5.62847 # DEPENDENCYPART_ARC
(21,22),0.750466 # DEPENDENCYPART_ARC
(21,23),0.158724 # DEPENDENCYPART_ARC
(22,1),4.03965 # DEPENDENCYPART_ARC
(22,2),-2.08176 # DEPENDENCYPART_ARC
(22,3),-2.66908 # DEPENDENCYPART_ARC
(22,4),0.265864 # DEPENDENCYPART_ARC
(22,5),-1.83142 # DEPENDENCYPART_ARC
(22,6),-0.40225 # DEPENDENCYPART_ARC
(22,7),0.852986 # DEPENDENCYPART_ARC
(22,8),-1.01006 # DEPENDENCYPART_ARC
(22,9),0.425426 # DEPENDENCYPART_ARC
(22,10),-1.23198 # DEPENDENCYPART_ARC
(22,11),-0.947022 # DEPENDENCYPART_ARC
(22,12),0.48647 # DEPENDENCYPART_ARC
(22,13),0.105997 # DEPENDENCYPART_ARC
(22,14),0.583102 # DEPENDENCYPART_ARC
(22,15),0.343463 # DEPENDENCYPART_ARC
(22,16),0.186168 # DEPENDENCYPART_ARC
(22,17),-0.695347 # DEPENDENCYPART_ARC
(22,18),3.63544 # DEPENDENCYPART_ARC
(22,19),3.64905 # DEPENDENCYPART_ARC
(22,20),1.13613 # DEPENDENCYPART_ARC
(22,21),2.63753 # DEPENDENCYPART_ARC
(22,23),8.17786 # DEPENDENCYPART_ARC
(23,1),-2.72978 # DEPENDENCYPART_ARC
(23,2),-2.6366 # DEPENDENCYPART_ARC
(23,3),-2.50101 # DEPENDENCYPART_ARC
(23,4),-2.67052 # DEPENDENCYPART_ARC
(23,5),-2.72702 # DEPENDENCYPART_ARC
