# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,8,9,9,11,12,12,14,14,16,17,21,21,17,24,24,0,24,
(10,12),-0.900877 # DEPENDENCYPART_ARC
(10,13),-1.11913 # DEPENDENCYPART_ARC
(10,14),-1.19597 # DEPENDENCYPART_ARC
(10,15),-1.85524 # DEPENDENCYPART_ARC
(10,16),-1.58756 # DEPENDENCYPART_ARC
(10,17),-1.58651 # DEPENDENCYPART_ARC
(10,18),-2.09885 # DEPENDENCYPART_ARC
(10,19),-2.27831 # DEPENDENCYPART_ARC
(10,20),-2.7277 # DEPENDENCYPART_ARC
(10,21),-2.76206 # DEPENDENCYPART_ARC
(10,22),-0.737853 # DEPENDENCYPART_ARC
(10,23),-2.92538 # DEPENDENCYPART_ARC
(10,24),-2.29715 # DEPENDENCYPART_ARC
(10,25),-2.06925 # DEPENDENCYPART_ARC
(11,1),-1.94195 # DEPENDENCYPART_ARC
(11,2),-1.72706 # DEPENDENCYPART_ARC
(11,3),-1.22635 # DEPENDENCYPART_ARC
(11,4),-1.50645 # DEPENDENCYPART_ARC
(11,5),-1.18524 # DEPENDENCYPART_ARC
(11,6),-0.362601 # DEPENDENCYPART_ARC
(11,7),0.398277 # DEPENDENCYPART_ARC
(11,8),-0.135037 # DEPENDENCYPART_ARC
(11,9),1.49104 # DEPENDENCYPART_ARC
(11,10),1.16606 # DEPENDENCYPART_ARC
(11,12),4.60411 # DEPENDENCYPART_ARC
(11,13),3.30066 # DEPENDENCYPART_ARC
(11,14),0.899448 # DEPENDENCYPART_ARC
(11,15),0.59405 # DEPENDENCYPART_ARC
(11,16),-0.447248 # DEPENDENCYPART_ARC
(11,17),0.123667 # DEPENDENCYPART_ARC
(11,18),0.0905276 # DEPENDENCYPART_ARC
(11,19),0.182455 # DEPENDENCYPART_ARC
(11,20),-1.71771 # DEPENDENCYPART_ARC
(11,21),-1.42084 # DEPENDENCYPART_ARC
(11,22),0.12873 # DEPENDENCYPART_ARC
(11,23),-0.914954 # DEPENDENCYPART_ARC
(11,24),-1.27987 # DEPENDENCYPART_ARC
(11,25),0.0662989 # DEPENDENCYPART_ARC
(12,1),-1.25608 # DEPENDENCYPART_ARC
(12,2),-1.25402 # DEPENDENCYPART_ARC
(12,3),-1.05275 # DEPENDENCYPART_ARC
(12,4),-1.07798 # DEPENDENCYPART_ARC
(12,5),0.0380358 # DEPENDENCYPART_ARC
(12,6),-0.794025 # DEPENDENCYPART_ARC
(12,7),-0.397822 # DEPENDENCYPART_ARC
(12,8),-0.097453 # DEPENDENCYPART_ARC
(12,9),0.584762 # DEPENDENCYPART_ARC
(12,10),-0.0302961 # DEPENDENCYPART_ARC
(12,11),1.79724 # DEPENDENCYPART_ARC
(12,13),5.44085 # DEPENDENCYPART_ARC
(12,14),1.66119 # DEPENDENCYPART_ARC
(12,15),0.37813 # DEPENDENCYPART_ARC
(12,16),1.34625 # DEPENDENCYPART_ARC
(12,17),0.622432 # DEPENDENCYPART_ARC
(12,18),-0.338683 # DEPENDENCYPART_ARC
(12,19),-0.265063 # DEPENDENCYPART_ARC
(12,20),-1.30412 # DEPENDENCYPART_ARC
(12,21),-0.0602532 # DEPENDENCYPART_ARC
(12,22),0.350366 # DEPENDENCYPART_ARC
(12,23),-1.31588 # DEPENDENCYPART_ARC
(12,24),-0.957533 # DEPENDENCYPART_ARC
(12,25),-0.254608 # DEPENDENCYPART_ARC
(13,1),-5.2658 # DEPENDENCYPART_ARC
(13,2),-4.6924 # DEPENDENCYPART_ARC
(13,3),-3.89639 # DEPENDENCYPART_ARC
(13,4),-4.11053 # DEPENDENCYPART_ARC
(13,5),-3.88694 # DEPENDENCYPART_ARC
(13,6),-3.74297 # DEPENDENCYPART_ARC
(13,7),-3.44542 # DEPENDENCYPART_ARC
(13,8),-3.29417 # DEPENDENCYPART_ARC
(13,9),-3.3852 # DEPENDENCYPART_ARC
(13,10),-1.20993 # DEPENDENCYPART_ARC
(13,11),-2.20001 # DEPENDENCYPART_ARC
(13,12),-1.13794 # DEPENDENCYPART_ARC
(13,14),-0.986375 # DEPENDENCYPART_ARC
(13,15),-1.40421 # DEPENDENCYPART_ARC
(13,16),-1.95213 # DEPENDENCYPART_ARC
(13,17),-2.11664 # DEPENDENCYPART_ARC
(13,18),-1.84788 # DEPENDENCYPART_ARC
(13,19),-2.08706 # DEPENDENCYPART_ARC
(13,20),-3.9773 # DEPENDENCYPART_ARC
(13,21),-3.95606 # DEPENDENCYPART_ARC
(13,22),-2.2872 # DEPENDENCYPART_ARC
(13,23),-3.22096 # DEPENDENCYPART_ARC
(13,24),-3.71354 # DEPENDENCYPART_ARC
(13,25),-1.86743 # DEPENDENCYPART_ARC
(14,1),1.24705 # DEPENDENCYPART_ARC
(14,2),0.940287 # DEPENDENCYPART_ARC
(14,3),0.978864 # DEPENDENCYPART_ARC
(14,4),1.00481 # DEPENDENCYPART_ARC
(14,5),0.619604 # DEPENDENCYPART_ARC
(14,6),0.636958 # DEPENDENCYPART_ARC
(14,7),0.811445 # DEPENDENCYPART_ARC
(14,8),0.844097 # DEPENDENCYPART_ARC
(14,9),1.04894 # DEPENDENCYPART_ARC
(14,10),3.01797 # DEPENDENCYPART_ARC
(14,11),2.71987 # DEPENDENCYPART_ARC
(14,12),1.50131 # DEPENDENCYPART_ARC
(14,13),2.32987 # DEPENDENCYPART_ARC
(14,15),3.32956 # DEPENDENCYPART_ARC
(14,16),4.20026 # DEPENDENCYPART_ARC
(14,17),1.24757 # DEPENDENCYPART_ARC
(14,18),1.39413 # DEPENDENCYPART_ARC
(14,19),0.56358 # DEPENDENCYPART_ARC
(14,20),0.68317 # DEPENDENCYPART_ARC
(14,21),1.40143 # DEPENDENCYPART_ARC
(14,22),1.06384 # DEPENDENCYPART_ARC
(14,23),0.00351192 # DEPENDENCYPART_ARC
(14,24),-0.0894217 # DEPENDENCYPART_ARC
(14,25),5.62669 # DEPENDENCYPART_ARC
(15,1),-1.45106 # DEPENDENCYPART_ARC
(15,2),-1.18125 # DEPENDENCYPART_ARC
(15,3),-1.99665 # DEPENDENCYPART_ARC
(15,4),-1.18378 # DEPENDENCYPART_ARC
(15,5),-1.25044 # DEPENDENCYPART_ARC
(15,6),-0.733243 # DEPENDENCYPART_ARC
(15,7),-0.818173 # DEPENDENCYPART_ARC
(15,8),-0.518162 # DEPENDENCYPART_ARC
(15,9),-0.92312 # DEPENDENCYPART_ARC
(15,10),-0.286137 # DEPENDENCYPART_ARC
(15,11),-0.763278 # DEPENDENCYPART_ARC
(15,12),-0.331642 # DEPENDENCYPART_ARC
(15,13),0.0753302 # DEPENDENCYPART_ARC
(15,14),0.504906 # DEPENDENCYPART_ARC
(15,16),1.7351 # DEPENDENCYPART_ARC
(15,17),0.826231 # DEPENDENCYPART_ARC
(15,18),0.180709 # DEPENDENCYPART_ARC
(15,19),0.308494 # DEPENDENCYPART_ARC
(15,20),0.791763 # DEPENDENCYPART_ARC
(15,21),-0.000889522 # DEPENDENCYPART_ARC
(15,22),0.0522008 # DEPENDENCYPART_ARC
(15,23),-1.69887 # DEPENDENCYPART_ARC
(15,24),-0.368582 # DEPENDENCYPART_ARC
(15,25),1.85304 # DEPENDENCYPART_ARC
(16,1),-2.56943 # DEPENDENCYPART_ARC
(16,2),-2.81384 # DEPENDENCYPART_ARC
(16,3),-2.3825 # DEPENDENCYPART_ARC
(16,4),-2.58455 # DEPENDENCYPART_ARC
(16,5),-1.42234 # DEPENDENCYPART_ARC
(16,6),-2.30139 # DEPENDENCYPART_ARC
(16,7),-1.88293 # DEPENDENCYPART_ARC
(16,8),-1.3321 # DEPENDENCYPART_ARC
(16,9),-0.547414 # DEPENDENCYPART_ARC
(16,10),-1.58162 # DEPENDENCYPART_ARC
(16,11),0.351706 # DEPENDENCYPART_ARC
(16,12),-1.36782 # DEPENDENCYPART_ARC
(16,13),0.257399 # DEPENDENCYPART_ARC
(16,14),-0.515465 # DEPENDENCYPART_ARC
(16,15),-0.268242 # DEPENDENCYPART_ARC
(16,17),3.59936 # DEPENDENCYPART_ARC
(16,18),0.409994 # DEPENDENCYPART_ARC
(16,19),-0.0217367 # DEPENDENCYPART_ARC
(16,20),-1.03212 # DEPENDENCYPART_ARC
(16,21),0.00752932 # DEPENDENCYPART_ARC
(16,22),0.684013 # DEPENDENCYPART_ARC
(16,23),-1.70177 # DEPENDENCYPART_ARC
(16,24),0.586478 # DEPENDENCYPART_ARC
(16,25),-0.514135 # DEPENDENCYPART_ARC
(17,1),-1.89057 # DEPENDENCYPART_ARC
(17,2),-1.25915 # DEPENDENCYPART_ARC
(17,3),-0.908108 # DEPENDENCYPART_ARC
(17,4),-1.2054 # DEPENDENCYPART_ARC
(17,5),-1.78612 # DEPENDENCYPART_ARC
(17,6),-1.53284 # DEPENDENCYPART_ARC
(17,7),-1.12449 # DEPENDENCYPART_ARC
(17,8),-1.42013 # DEPENDENCYPART_ARC
(17,9),-1.16102 # DEPENDENCYPART_ARC
(17,10),-1.40456 # DEPENDENCYPART_ARC
(17,11),-0.249219 # DEPENDENCYPART_ARC
(17,12),-1.64497 # DEPENDENCYPART_ARC
(17,13),-1.24398 # DEPENDENCYPART_ARC
(17,14),-0.747036 # DEPENDENCYPART_ARC
(17,15),-0.00118062 # DEPENDENCYPART_ARC
(17,16),0.404674 # DEPENDENCYPART_ARC
(17,18),3.15418 # DEPENDENCYPART_ARC
(17,19),1.18288 # DEPENDENCYPART_ARC
(17,20),1.84854 # DEPENDENCYPART_ARC
(17,21),2.39937 # DEPENDENCYPART_ARC
(17,22),1.08238 # DEPENDENCYPART_ARC
(17,23),0.463458 # DEPENDENCYPART_ARC
(17,24),0.884068 # DEPENDENCYPART_ARC
(17,25),1.68153 # DEPENDENCYPART_ARC
(18,1),-1.89808 # DEPENDENCYPART_ARC
(18,2),-1.66154 # DEPENDENCYPART_ARC
(18,3),-2.73502 # DEPENDENCYPART_ARC
(18,4),-1.68721 # DEPENDENCYPART_ARC
(18,5),-2.10482 # DEPENDENCYPART_ARC
(18,6),-1.29389 # DEPENDENCYPART_ARC
(18,7),-1.76928 # DEPENDENCYPART_ARC
(18,8),-1.20541 # DEPENDENCYPART_ARC
(18,9),-1.71359 # DEPENDENCYPART_ARC
(18,10),-1.0139 # DEPENDENCYPART_ARC
(18,11),-1.5567 # DEPENDENCYPART_ARC
(18,12),-1.27745 # DEPENDENCYPART_ARC
(18,13),-1.21983 # DEPENDENCYPART_ARC
(18,14),-1.25308 # DEPENDENCYPART_ARC
(18,15),-0.151655 # DEPENDENCYPART_ARC
(18,16),-0.215847 # DEPENDENCYPART_ARC
(18,17),0.0715657 # DEPENDENCYPART_ARC
(18,19),2.19544 # DEPENDENCYPART_ARC
(18,20),1.18965 # DEPENDENCYPART_ARC
(18,21),0.734628 # DEPENDENCYPART_ARC
(18,22),0.503216 # DEPENDENCYPART_ARC
(18,23),-0.465863 # DEPENDENCYPART_ARC
(18,24),0.404182 # DEPENDENCYPART_ARC
(18,25),0.235926 # DEPENDENCYPART_ARC
(19,1),-2.82135 # DEPENDENCYPART_ARC
(19,2),-1.92338 # DEPENDENCYPART_ARC
(19,3),-1.82092 # DEPENDENCYPART_ARC
(19,4),-1.78535 # DEPENDENCYPART_ARC
(19,5),-1.79811 # DEPENDENCYPART_ARC
(19,6),-1.32947 # DEPENDENCYPART_ARC
(19,7),-1.29433 # DEPENDENCYPART_ARC
(19,8),-0.894141 # DEPENDENCYPART_ARC
(19,9),-1.41945 # DEPENDENCYPART_ARC
(19,10),-1.20314 # DEPENDENCYPART_ARC
(19,11),-1.26077 # DEPENDENCYPART_ARC
(19,12),-1.51393 # DEPENDENCYPART_ARC
(19,13),-0.963769 # DEPENDENCYPART_ARC
(19,14),-0.872785 # DEPENDENCYPART_ARC
(19,15),0.00179014 # DEPENDENCYPART_ARC
(19,16),-0.643458 # DEPENDENCYPART_ARC
(19,17),-0.187787 # DEPENDENCYPART_ARC
(19,18),1.86154 # DEPENDENCYPART_ARC
(19,20),0.613875 # DEPENDENCYPART_ARC
(19,21),0.0203901 # DEPENDENCYPART_ARC
(19,22),-0.378763 # DEPENDENCYPART_ARC
(19,23),-0.74266 # DEPENDENCYPART_ARC
(19,24),-0.302198 # DEPENDENCYPART_ARC
(19,25),-0.439097 # DEPENDENCYPART_ARC
(20,1),-3.33774 # DEPENDENCYPART_ARC
(20,2),-4.87887 # DEPENDENCYPART_ARC
(20,3),-3.56232 # DEPENDENCYPART_ARC
(20,4),-5.29067 # DEPENDENCYPART_ARC
(20,5),-2.93596 # DEPENDENCYPART_ARC
(20,6),-4.54656 # DEPENDENCYPART_ARC
(20,7),-3.63523 # DEPENDENCYPART_ARC
(20,8),-2.5178 # DEPENDENCYPART_ARC
(20,9),-5.72029 # DEPENDENCYPART_ARC
(20,10),-3.10589 # DEPENDENCYPART_ARC
(20,11),-4.67998 # DEPENDENCYPART_ARC
(20,12),-1.71477 # DEPENDENCYPART_ARC
(20,13),-3.77788 # DEPENDENCYPART_ARC
(20,14),-1.68807 # DEPENDENCYPART_ARC
(20,15),-1.45015 # DEPENDENCYPART_ARC
(20,16),-1.03529 # DEPENDENCYPART_ARC
(20,17),-0.796217 # DEPENDENCYPART_ARC
(20,18),1.11593 # DEPENDENCYPART_ARC
(20,19),2.32371 # DEPENDENCYPART_ARC
(20,21),0.578781 # DEPENDENCYPART_ARC
(20,22),-0.0146152 # DEPENDENCYPART_ARC
(20,23),-0.608126 # DEPENDENCYPART_ARC
(20,24),-0.251138 # DEPENDENCYPART_ARC
(20,25),-0.849025 # DEPENDENCYPART_ARC
(21,1),-1.91679 # DEPENDENCYPART_ARC
(21,2),-3.22242 # DEPENDENCYPART_ARC
(21,3),-1.66342 # DEPENDENCYPART_ARC
(21,4),-3.53727 # DEPENDENCYPART_ARC
(21,5),-1.68791 # DEPENDENCYPART_ARC
