# _root_ Ilford , for example , recently introduced a black-and-white film that can be processed quickly by color labs .
#goldHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
#predictedHeads=7,1,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
(2,14),-2.40194 # DEPENDENCYPART_ARC
(2,15),-2.59397 # DEPENDENCYPART_ARC
(2,16),-2.12934 # DEPENDENCYPART_ARC
(2,17),-3.1928 # DEPENDENCYPART_ARC
(2,18),-3.20736 # DEPENDENCYPART_ARC
(2,19),-2.30801 # DEPENDENCYPART_ARC
(3,1),-0.706923 # DEPENDENCYPART_ARC
(3,2),0.863388 # DEPENDENCYPART_ARC
(3,4),4.13189 # DEPENDENCYPART_ARC
(3,5),1.17888 # DEPENDENCYPART_ARC
(3,6),0.467535 # DEPENDENCYPART_ARC
(3,7),0.633715 # DEPENDENCYPART_ARC
(3,8),-1.75817 # DEPENDENCYPART_ARC
(3,9),-1.15656 # DEPENDENCYPART_ARC
(3,10),-2.11265 # DEPENDENCYPART_ARC
(3,11),-1.72721 # DEPENDENCYPART_ARC
(3,12),-1.69727 # DEPENDENCYPART_ARC
(3,13),-1.25169 # DEPENDENCYPART_ARC
(3,14),-1.00648 # DEPENDENCYPART_ARC
(3,15),-0.964667 # DEPENDENCYPART_ARC
(3,16),-0.903183 # DEPENDENCYPART_ARC
(3,17),-5.05322 # DEPENDENCYPART_ARC
(3,18),-4.49606 # DEPENDENCYPART_ARC
(3,19),0.537721 # DEPENDENCYPART_ARC
(4,1),-1.09882 # DEPENDENCYPART_ARC
(4,2),-0.504177 # DEPENDENCYPART_ARC
(4,3),0.301383 # DEPENDENCYPART_ARC
(4,5),-0.0974013 # DEPENDENCYPART_ARC
(4,6),-0.502769 # DEPENDENCYPART_ARC
(4,7),-0.0561202 # DEPENDENCYPART_ARC
(4,8),-1.12711 # DEPENDENCYPART_ARC
(4,9),-0.873507 # DEPENDENCYPART_ARC
(4,10),-0.751861 # DEPENDENCYPART_ARC
(4,11),-1.70183 # DEPENDENCYPART_ARC
(4,12),-0.495033 # DEPENDENCYPART_ARC
(4,13),-1.38251 # DEPENDENCYPART_ARC
(4,14),-1.86366 # DEPENDENCYPART_ARC
(4,15),-1.99843 # DEPENDENCYPART_ARC
(4,16),-2.48535 # DEPENDENCYPART_ARC
(4,17),-2.20185 # DEPENDENCYPART_ARC
(4,18),-1.51026 # DEPENDENCYPART_ARC
(4,19),-0.0447904 # DEPENDENCYPART_ARC
(5,1),-1.69553 # DEPENDENCYPART_ARC
(5,2),0.00444595 # DEPENDENCYPART_ARC
(5,3),-1.02049 # DEPENDENCYPART_ARC
(5,4),-0.78613 # DEPENDENCYPART_ARC
(5,6),-0.695852 # DEPENDENCYPART_ARC
(5,7),-0.594447 # DEPENDENCYPART_ARC
(5,8),-1.58137 # DEPENDENCYPART_ARC
(5,9),-1.7022 # DEPENDENCYPART_ARC
(5,10),-2.12003 # DEPENDENCYPART_ARC
(5,11),-2.50964 # DEPENDENCYPART_ARC
(5,12),-1.81042 # DEPENDENCYPART_ARC
(5,13),-1.92469 # DEPENDENCYPART_ARC
(5,14),-2.1871 # DEPENDENCYPART_ARC
(5,15),-2.38178 # DEPENDENCYPART_ARC
(5,16),-2.00516 # DEPENDENCYPART_ARC
(5,17),-2.99421 # DEPENDENCYPART_ARC
(5,18),-3.02062 # DEPENDENCYPART_ARC
(5,19),-2.10092 # DEPENDENCYPART_ARC
(6,1),-1.49896 # DEPENDENCYPART_ARC
(6,2),-1.23683 # DEPENDENCYPART_ARC
(6,3),-0.792533 # DEPENDENCYPART_ARC
(6,4),-1.09736 # DEPENDENCYPART_ARC
(6,5),0.0836704 # DEPENDENCYPART_ARC
(6,7),1.08782 # DEPENDENCYPART_ARC
(6,8),0.264875 # DEPENDENCYPART_ARC
(6,9),-0.0676799 # DEPENDENCYPART_ARC
(6,10),-0.510754 # DEPENDENCYPART_ARC
(6,11),-1.20372 # DEPENDENCYPART_ARC
(6,12),-0.143335 # DEPENDENCYPART_ARC
(6,13),-1.05398 # DEPENDENCYPART_ARC
(6,14),-1.21134 # DEPENDENCYPART_ARC
(6,15),-1.16685 # DEPENDENCYPART_ARC
(6,16),-0.928175 # DEPENDENCYPART_ARC
(6,17),-1.77563 # DEPENDENCYPART_ARC
(6,18),-1.79539 # DEPENDENCYPART_ARC
(6,19),-0.0743532 # DEPENDENCYPART_ARC
(7,1),2.00499 # DEPENDENCYPART_ARC
(7,2),1.45062 # DEPENDENCYPART_ARC
(7,3),1.45148 # DEPENDENCYPART_ARC
(7,4),1.7062 # DEPENDENCYPART_ARC
(7,5),2.20679 # DEPENDENCYPART_ARC
(7,6),3.22802 # DEPENDENCYPART_ARC
(7,8),1.53598 # DEPENDENCYPART_ARC
(7,9),0.877546 # DEPENDENCYPART_ARC
(7,10),2.76211 # DEPENDENCYPART_ARC
(7,11),-0.658543 # DEPENDENCYPART_ARC
(7,12),0.997963 # DEPENDENCYPART_ARC
(7,13),0.408989 # DEPENDENCYPART_ARC
(7,14),0.698746 # DEPENDENCYPART_ARC
(7,15),0.579144 # DEPENDENCYPART_ARC
(7,16),0.625069 # DEPENDENCYPART_ARC
(7,17),-0.238528 # DEPENDENCYPART_ARC
(7,18),-0.112364 # DEPENDENCYPART_ARC
(7,19),5.36553 # DEPENDENCYPART_ARC
(8,1),-1.99017 # DEPENDENCYPART_ARC
(8,2),-1.70277 # DEPENDENCYPART_ARC
(8,3),-1.06629 # DEPENDENCYPART_ARC
(8,4),-1.5624 # DEPENDENCYPART_ARC
(8,5),-0.88776 # DEPENDENCYPART_ARC
(8,6),-0.642472 # DEPENDENCYPART_ARC
(8,7),-0.323487 # DEPENDENCYPART_ARC
(8,9),0.584135 # DEPENDENCYPART_ARC
(8,10),0.247245 # DEPENDENCYPART_ARC
(8,11),-1.0632 # DEPENDENCYPART_ARC
(8,12),0.289798 # DEPENDENCYPART_ARC
(8,13),-0.162897 # DEPENDENCYPART_ARC
(8,14),-0.447376 # DEPENDENCYPART_ARC
(8,15),-0.883503 # DEPENDENCYPART_ARC
(8,16),-1.29499 # DEPENDENCYPART_ARC
(8,17),-1.07884 # DEPENDENCYPART_ARC
(8,18),-1.16004 # DEPENDENCYPART_ARC
(8,19),0.0796833 # DEPENDENCYPART_ARC
(9,1),-1.8448 # DEPENDENCYPART_ARC
(9,2),-0.936548 # DEPENDENCYPART_ARC
(9,3),-1.14545 # DEPENDENCYPART_ARC
(9,4),-1.15789 # DEPENDENCYPART_ARC
(9,5),-0.478939 # DEPENDENCYPART_ARC
(9,6),-0.190094 # DEPENDENCYPART_ARC
(9,7),-0.837226 # DEPENDENCYPART_ARC
(9,8),1.43291 # DEPENDENCYPART_ARC
(9,10),0.87759 # DEPENDENCYPART_ARC
(9,11),-0.43008 # DEPENDENCYPART_ARC
(9,12),0.0124822 # DEPENDENCYPART_ARC
(9,13),-0.910502 # DEPENDENCYPART_ARC
(9,14),-0.596575 # DEPENDENCYPART_ARC
(9,15),-1.0517 # DEPENDENCYPART_ARC
(9,16),-0.630466 # DEPENDENCYPART_ARC
(9,17),-1.38482 # DEPENDENCYPART_ARC
(9,18),-0.996078 # DEPENDENCYPART_ARC
(9,19),-0.552973 # DEPENDENCYPART_ARC
(10,1),-3.53729 # DEPENDENCYPART_ARC
(10,2),-0.25478 # DEPENDENCYPART_ARC
(10,3),-0.0192528 # DEPENDENCYPART_ARC
(10,4),-0.613564 # DEPENDENCYPART_ARC
(10,5),0.536635 # DEPENDENCYPART_ARC
(10,6),0.360484 # DEPENDENCYPART_ARC
(10,7),0.389347 # DEPENDENCYPART_ARC
(10,8),4.93482 # DEPENDENCYPART_ARC
(10,9),4.93581 # DEPENDENCYPART_ARC
(10,11),0.698055 # DEPENDENCYPART_ARC
(10,12),3.04498 # DEPENDENCYPART_ARC
(10,13),1.10587 # DEPENDENCYPART_ARC
(10,14),0.957939 # DEPENDENCYPART_ARC
(10,15),0.331548 # DEPENDENCYPART_ARC
(10,16),0.368956 # DEPENDENCYPART_ARC
(10,17),0.181997 # DEPENDENCYPART_ARC
(10,18),0.274128 # DEPENDENCYPART_ARC
(10,19),1.19005 # DEPENDENCYPART_ARC
(11,1),-2.00729 # DEPENDENCYPART_ARC
(11,2),-1.02796 # DEPENDENCYPART_ARC
(11,3),-1.18197 # DEPENDENCYPART_ARC
(11,4),-1.87475 # DEPENDENCYPART_ARC
(11,5),-0.881254 # DEPENDENCYPART_ARC
(11,6),-1.1571 # DEPENDENCYPART_ARC
(11,7),-1.16568 # DEPENDENCYPART_ARC
(11,8),0.0396584 # DEPENDENCYPART_ARC
(11,9),-0.285643 # DEPENDENCYPART_ARC
(11,10),-0.268924 # DEPENDENCYPART_ARC
(11,12),0.831649 # DEPENDENCYPART_ARC
(11,13),0.34018 # DEPENDENCYPART_ARC
(11,14),-0.588793 # DEPENDENCYPART_ARC
(11,15),-1.21517 # DEPENDENCYPART_ARC
(11,16),-1.12971 # DEPENDENCYPART_ARC
(11,17),-1.76225 # DEPENDENCYPART_ARC
(11,18),-2.5065 # DEPENDENCYPART_ARC
(11,19),0.0909465 # DEPENDENCYPART_ARC
(12,1),-0.0492095 # DEPENDENCYPART_ARC
(12,2),0.0713263 # DEPENDENCYPART_ARC
(12,3),0.562178 # DEPENDENCYPART_ARC
(12,4),-0.851453 # DEPENDENCYPART_ARC
(12,5),0.225878 # DEPENDENCYPART_ARC
(12,6),-0.58996 # DEPENDENCYPART_ARC
(12,7),-0.646855 # DEPENDENCYPART_ARC
(12,8),-0.0917403 # DEPENDENCYPART_ARC
(12,9),0.534737 # DEPENDENCYPART_ARC
(12,10),0.110728 # DEPENDENCYPART_ARC
(12,11),3.82689 # DEPENDENCYPART_ARC
(12,13),3.86123 # DEPENDENCYPART_ARC
(12,14),1.08798 # DEPENDENCYPART_ARC
(12,15),0.18165 # DEPENDENCYPART_ARC
(12,16),0.185447 # DEPENDENCYPART_ARC
(12,17),-0.157762 # DEPENDENCYPART_ARC
(12,18),-0.417245 # DEPENDENCYPART_ARC
(12,19),2.27026 # DEPENDENCYPART_ARC
(13,1),-1.69017 # DEPENDENCYPART_ARC
(13,2),-0.954165 # DEPENDENCYPART_ARC
(13,3),-0.783818 # DEPENDENCYPART_ARC
(13,4),-1.10012 # DEPENDENCYPART_ARC
(13,5),-0.740944 # DEPENDENCYPART_ARC
(13,6),-0.837704 # DEPENDENCYPART_ARC
(13,7),-0.94222 # DEPENDENCYPART_ARC
(13,8),-0.279754 # DEPENDENCYPART_ARC
(13,9),0.191813 # DEPENDENCYPART_ARC
(13,10),0.285471 # DEPENDENCYPART_ARC
(13,11),0.884606 # DEPENDENCYPART_ARC
(13,12),0.933383 # DEPENDENCYPART_ARC
(13,14),3.73524 # DEPENDENCYPART_ARC
(13,15),0.96451 # DEPENDENCYPART_ARC
(13,16),1.20253 # DEPENDENCYPART_ARC
(13,17),-0.62308 # DEPENDENCYPART_ARC
(13,18),0.137011 # DEPENDENCYPART_ARC
(13,19),0.316925 # DEPENDENCYPART_ARC
(14,1),-0.813725 # DEPENDENCYPART_ARC
(14,2),-0.657988 # DEPENDENCYPART_ARC
(14,3),0.303465 # DEPENDENCYPART_ARC
(14,4),-1.09115 # DEPENDENCYPART_ARC
(14,5),-0.36646 # DEPENDENCYPART_ARC
(14,6),-0.620721 # DEPENDENCYPART_ARC
(14,7),-0.419483 # DEPENDENCYPART_ARC
(14,8),0.0922562 # DEPENDENCYPART_ARC
(14,9),0.118693 # DEPENDENCYPART_ARC
(14,10),0.16191 # DEPENDENCYPART_ARC
(14,11),1.90311 # DEPENDENCYPART_ARC
(14,12),0.314187 # DEPENDENCYPART_ARC
(14,13),0.764938 # DEPENDENCYPART_ARC
(14,15),3.12891 # DEPENDENCYPART_ARC
(14,16),3.01151 # DEPENDENCYPART_ARC
(14,17),0.957185 # DEPENDENCYPART_ARC
(14,18),0.823297 # DEPENDENCYPART_ARC
(14,19),0.810952 # DEPENDENCYPART_ARC
(15,1),-1.90922 # DEPENDENCYPART_ARC
(15,2),-1.35027 # DEPENDENCYPART_ARC
(15,3),-1.3116 # DEPENDENCYPART_ARC
(15,4),-1.82589 # DEPENDENCYPART_ARC
(15,5),-1.02133 # DEPENDENCYPART_ARC
(15,6),-0.937829 # DEPENDENCYPART_ARC
(15,7),-1.01176 # DEPENDENCYPART_ARC
(15,8),0.272411 # DEPENDENCYPART_ARC
(15,9),-0.334915 # DEPENDENCYPART_ARC
(15,10),-0.837348 # DEPENDENCYPART_ARC
(15,11),-0.246241 # DEPENDENCYPART_ARC
(15,12),-0.331374 # DEPENDENCYPART_ARC
(15,13),0.194603 # DEPENDENCYPART_ARC
(15,14),1.02238 # DEPENDENCYPART_ARC
(15,16),1.60065 # DEPENDENCYPART_ARC
(15,17),1.08877 # DEPENDENCYPART_ARC
(15,18),0.499161 # DEPENDENCYPART_ARC
(15,19),-0.302451 # DEPENDENCYPART_ARC
(16,1),-2.24969 # DEPENDENCYPART_ARC
(16,2),-1.38312 # DEPENDENCYPART_ARC
(16,3),-1.00684 # DEPENDENCYPART_ARC
(16,4),-2.6642 # DEPENDENCYPART_ARC
(16,5),-1.1728 # DEPENDENCYPART_ARC
(16,6),-1.21433 # DEPENDENCYPART_ARC
(16,7),-1.00409 # DEPENDENCYPART_ARC
(16,8),-0.696553 # DEPENDENCYPART_ARC
(16,9),-1.00828 # DEPENDENCYPART_ARC
(16,10),-1.27438 # DEPENDENCYPART_ARC
(16,11),0.892283 # DEPENDENCYPART_ARC
(16,12),-0.956295 # DEPENDENCYPART_ARC
(16,13),-0.0426876 # DEPENDENCYPART_ARC
(16,14),0.0169663 # DEPENDENCYPART_ARC
(16,15),1.84397 # DEPENDENCYPART_ARC
(16,17),2.66647 # DEPENDENCYPART_ARC
(16,18),3.38724 # DEPENDENCYPART_ARC
(16,19),0.566673 # DEPENDENCYPART_ARC
(17,1),-9.27244 # DEPENDENCYPART_ARC
(17,2),-4.24115 # DEPENDENCYPART_ARC
(17,3),-3.10644 # DEPENDENCYPART_ARC
(17,4),-6.17998 # DEPENDENCYPART_ARC
(17,5),-3.91257 # DEPENDENCYPART_ARC
(17,6),-4.88975 # DEPENDENCYPART_ARC
(17,7),-3.7933 # DEPENDENCYPART_ARC
(17,8),-1.71241 # DEPENDENCYPART_ARC
(17,9),-2.4278 # DEPENDENCYPART_ARC
(17,10),-4.21301 # DEPENDENCYPART_ARC
(17,11),-2.58533 # DEPENDENCYPART_ARC
(17,12),-2.98311 # DEPENDENCYPART_ARC
(17,13),-2.54409 # DEPENDENCYPART_ARC
(17,14),-1.76982 # DEPENDENCYPART_ARC
(17,15),-0.941084 # DEPENDENCYPART_ARC
(17,16),-0.182249 # DEPENDENCYPART_ARC
(17,18),1.82641 # DEPENDENCYPART_ARC
(17,19),-1.0079 # DEPENDENCYPART_ARC
(18,1),-5.25277 # DEPENDENCYPART_ARC
(18,2),-1.60486 # DEPENDENCYPART_ARC
(18,3),-1.64382 # DEPENDENCYPART_ARC
(18,4),-2.12695 # DEPENDENCYPART_ARC
(18,5),-1.30323 # DEPENDENCYPART_ARC
(18,6),-2.56964 # DEPENDENCYPART_ARC
(18,7),-1.32042 # DEPENDENCYPART_ARC
(18,8),-0.357683 # DEPENDENCYPART_ARC
(18,9),0.0495383 # DEPENDENCYPART_ARC
(18,10),-1.10582 # DEPENDENCYPART_ARC
(18,11),-0.893432 # DEPENDENCYPART_ARC
(18,12),-0.8239 # DEPENDENCYPART_ARC
(18,13),-0.244962 # DEPENDENCYPART_ARC
(18,14),0.857598 # DEPENDENCYPART_ARC
(18,15),0.309836 # DEPENDENCYPART_ARC
(18,16),0.550137 # DEPENDENCYPART_ARC
(18,17),4.9073 # DEPENDENCYPART_ARC
(18,19),0.617303 # DEPENDENCYPART_ARC
(19,1),-2.63932 # DEPENDENCYPART_ARC
(19,2),-1.44191 # DEPENDENCYPART_ARC
(19,3),-2.93512 # DEPENDENCYPART_ARC
(19,4),-1.8577 # DEPENDENCYPART_ARC
(19,5),-1.19764 # DEPENDENCYPART_ARC
(19,6),-2.05036 # DEPENDENCYPART_ARC
(19,7),-1.22505 # DEPENDENCYPART_ARC
(19,8),-1.85224 # DEPENDENCYPART_ARC
(19,9),-2.01612 # DEPENDENCYPART_ARC
(19,10),-1.42937 # DEPENDENCYPART_ARC
(19,11),-1.06489 # DEPENDENCYPART_ARC
(19,12),-0.964235 # DEPENDENCYPART_ARC
(19,13),-1.38218 # DEPENDENCYPART_ARC
(19,14),-1.51452 # DEPENDENCYPART_ARC
(19,15),-1.23184 # DEPENDENCYPART_ARC
(19,16),-1.15181 # DEPENDENCYPART_ARC
(19,17),-1.78312 # DEPENDENCYPART_ARC
(19,18),-1.59734 # DEPENDENCYPART_ARC
