# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(5,3),-0.315298 # DEPENDENCYPART_ARC
(5,4),0.744602 # DEPENDENCYPART_ARC
(5,6),0.324402 # DEPENDENCYPART_ARC
(5,7),-0.289567 # DEPENDENCYPART_ARC
(5,8),-0.625674 # DEPENDENCYPART_ARC
(5,9),-0.717892 # DEPENDENCYPART_ARC
(5,10),-1.11301 # DEPENDENCYPART_ARC
(5,11),-0.864759 # DEPENDENCYPART_ARC
(5,12),-1.28036 # DEPENDENCYPART_ARC
(5,13),-0.267594 # DEPENDENCYPART_ARC
(5,14),-1.04595 # DEPENDENCYPART_ARC
(5,15),-1.59078 # DEPENDENCYPART_ARC
(5,16),-1.79595 # DEPENDENCYPART_ARC
(5,17),-1.83928 # DEPENDENCYPART_ARC
(5,18),-1.08451 # DEPENDENCYPART_ARC
(5,19),-1.68576 # DEPENDENCYPART_ARC
(5,20),-1.96309 # DEPENDENCYPART_ARC
(5,21),-3.08591 # DEPENDENCYPART_ARC
(5,22),-1.84399 # DEPENDENCYPART_ARC
(5,23),-2.22883 # DEPENDENCYPART_ARC
(5,24),-2.36913 # DEPENDENCYPART_ARC
(5,25),-1.54184 # DEPENDENCYPART_ARC
(5,26),-1.74542 # DEPENDENCYPART_ARC
(5,27),-2.85074 # DEPENDENCYPART_ARC
(5,28),-2.71864 # DEPENDENCYPART_ARC
(5,29),-1.12317 # DEPENDENCYPART_ARC
(6,1),0.83646 # DEPENDENCYPART_ARC
(6,2),0.589934 # DEPENDENCYPART_ARC
(6,3),0.552059 # DEPENDENCYPART_ARC
(6,4),2.01408 # DEPENDENCYPART_ARC
(6,5),3.39982 # DEPENDENCYPART_ARC
(6,7),2.50375 # DEPENDENCYPART_ARC
(6,8),1.29203 # DEPENDENCYPART_ARC
(6,9),0.956307 # DEPENDENCYPART_ARC
(6,10),0.772707 # DEPENDENCYPART_ARC
(6,11),0.550912 # DEPENDENCYPART_ARC
(6,12),0.304706 # DEPENDENCYPART_ARC
(6,13),1.22295 # DEPENDENCYPART_ARC
(6,14),0.556817 # DEPENDENCYPART_ARC
(6,15),0.140584 # DEPENDENCYPART_ARC
(6,16),-0.45161 # DEPENDENCYPART_ARC
(6,17),-0.45027 # DEPENDENCYPART_ARC
(6,18),0.349703 # DEPENDENCYPART_ARC
(6,19),-0.439806 # DEPENDENCYPART_ARC
(6,20),-0.72776 # DEPENDENCYPART_ARC
(6,21),-0.883759 # DEPENDENCYPART_ARC
(6,22),-1.28434 # DEPENDENCYPART_ARC
(6,23),-1.21066 # DEPENDENCYPART_ARC
(6,24),-1.04923 # DEPENDENCYPART_ARC
(6,25),-0.0627097 # DEPENDENCYPART_ARC
(6,26),1.03597 # DEPENDENCYPART_ARC
(6,27),-1.59604 # DEPENDENCYPART_ARC
(6,28),-0.391585 # DEPENDENCYPART_ARC
(6,29),2.80173 # DEPENDENCYPART_ARC
(7,1),-0.409302 # DEPENDENCYPART_ARC
(7,2),-0.984055 # DEPENDENCYPART_ARC
(7,3),-0.660035 # DEPENDENCYPART_ARC
(7,4),0.119875 # DEPENDENCYPART_ARC
(7,5),0.0406421 # DEPENDENCYPART_ARC
(7,6),0.426083 # DEPENDENCYPART_ARC
(7,8),1.64179 # DEPENDENCYPART_ARC
(7,9),3.42754 # DEPENDENCYPART_ARC
(7,10),0.782085 # DEPENDENCYPART_ARC
(7,11),0.476979 # DEPENDENCYPART_ARC
(7,12),0.768199 # DEPENDENCYPART_ARC
(7,13),0.28106 # DEPENDENCYPART_ARC
(7,14),0.441166 # DEPENDENCYPART_ARC
(7,15),0.207304 # DEPENDENCYPART_ARC
(7,16),-2.45765 # DEPENDENCYPART_ARC
(7,17),-1.45417 # DEPENDENCYPART_ARC
(7,18),-1.62094 # DEPENDENCYPART_ARC
(7,19),-1.12861 # DEPENDENCYPART_ARC
(7,20),-2.75402 # DEPENDENCYPART_ARC
(7,21),-4.54048 # DEPENDENCYPART_ARC
(7,22),-1.57487 # DEPENDENCYPART_ARC
(7,23),-3.22111 # DEPENDENCYPART_ARC
(7,24),-6.79378 # DEPENDENCYPART_ARC
(7,25),-1.50728 # DEPENDENCYPART_ARC
(7,26),-0.396973 # DEPENDENCYPART_ARC
(7,27),-2.91943 # DEPENDENCYPART_ARC
(7,28),-4.25476 # DEPENDENCYPART_ARC
(7,29),-0.409555 # DEPENDENCYPART_ARC
(8,1),-2.14552 # DEPENDENCYPART_ARC
(8,2),-2.44944 # DEPENDENCYPART_ARC
(8,3),-1.97642 # DEPENDENCYPART_ARC
(8,4),-1.39479 # DEPENDENCYPART_ARC
(8,5),-0.480177 # DEPENDENCYPART_ARC
(8,6),-1.15462 # DEPENDENCYPART_ARC
(8,7),0.0196025 # DEPENDENCYPART_ARC
(8,9),0.753777 # DEPENDENCYPART_ARC
(8,10),-0.146238 # DEPENDENCYPART_ARC
(8,11),-0.354837 # DEPENDENCYPART_ARC
(8,12),-0.369338 # DEPENDENCYPART_ARC
(8,13),-0.312904 # DEPENDENCYPART_ARC
(8,14),-0.463211 # DEPENDENCYPART_ARC
(8,15),-1.12425 # DEPENDENCYPART_ARC
(8,16),-0.995519 # DEPENDENCYPART_ARC
(8,17),-1.33681 # DEPENDENCYPART_ARC
(8,18),-0.413286 # DEPENDENCYPART_ARC
(8,19),-0.945565 # DEPENDENCYPART_ARC
(8,20),-1.69195 # DEPENDENCYPART_ARC
(8,21),-2.08307 # DEPENDENCYPART_ARC
(8,22),-1.53534 # DEPENDENCYPART_ARC
(8,23),-1.90846 # DEPENDENCYPART_ARC
(8,24),-1.93697 # DEPENDENCYPART_ARC
(8,25),-1.4716 # DEPENDENCYPART_ARC
(8,26),-1.38338 # DEPENDENCYPART_ARC
(8,27),-2.37545 # DEPENDENCYPART_ARC
(8,28),-1.98613 # DEPENDENCYPART_ARC
(8,29),-0.81251 # DEPENDENCYPART_ARC
(9,1),-0.200321 # DEPENDENCYPART_ARC
(9,2),0.0301324 # DEPENDENCYPART_ARC
(9,3),-0.235164 # DEPENDENCYPART_ARC
(9,4),1.52936 # DEPENDENCYPART_ARC
(9,5),1.69154 # DEPENDENCYPART_ARC
(9,6),0.369173 # DEPENDENCYPART_ARC
(9,7),1.38835 # DEPENDENCYPART_ARC
(9,8),4.42893 # DEPENDENCYPART_ARC
(9,10),0.459774 # DEPENDENCYPART_ARC
(9,11),0.874627 # DEPENDENCYPART_ARC
(9,12),0.266986 # DEPENDENCYPART_ARC
(9,13),0.417345 # DEPENDENCYPART_ARC
(9,14),-0.193535 # DEPENDENCYPART_ARC
(9,15),-0.243929 # DEPENDENCYPART_ARC
(9,16),-0.693205 # DEPENDENCYPART_ARC
(9,17),-1.07962 # DEPENDENCYPART_ARC
(9,18),-0.534189 # DEPENDENCYPART_ARC
(9,19),-0.546594 # DEPENDENCYPART_ARC
(9,20),-1.29311 # DEPENDENCYPART_ARC
(9,21),-1.43088 # DEPENDENCYPART_ARC
(9,22),-1.7756 # DEPENDENCYPART_ARC
(9,23),-1.22933 # DEPENDENCYPART_ARC
(9,24),-1.32592 # DEPENDENCYPART_ARC
(9,25),-0.852032 # DEPENDENCYPART_ARC
(9,26),-0.709747 # DEPENDENCYPART_ARC
(9,27),-2.23409 # DEPENDENCYPART_ARC
(9,28),-2.21492 # DEPENDENCYPART_ARC
(9,29),0.697672 # DEPENDENCYPART_ARC
(10,1),-1.50569 # DEPENDENCYPART_ARC
(10,2),-1.75668 # DEPENDENCYPART_ARC
(10,3),-1.26044 # DEPENDENCYPART_ARC
(10,4),-0.257888 # DEPENDENCYPART_ARC
(10,5),-0.797927 # DEPENDENCYPART_ARC
(10,6),-0.752732 # DEPENDENCYPART_ARC
(10,7),-0.335129 # DEPENDENCYPART_ARC
(10,8),-0.12831 # DEPENDENCYPART_ARC
(10,9),1.50899 # DEPENDENCYPART_ARC
(10,11),0.99679 # DEPENDENCYPART_ARC
(10,12),0.970388 # DEPENDENCYPART_ARC
(10,13),0.371981 # DEPENDENCYPART_ARC
(10,14),0.760929 # DEPENDENCYPART_ARC
(10,15),-0.85915 # DEPENDENCYPART_ARC
(10,16),-0.92946 # DEPENDENCYPART_ARC
(10,17),-0.581553 # DEPENDENCYPART_ARC
(10,18),-0.370191 # DEPENDENCYPART_ARC
(10,19),-0.139218 # DEPENDENCYPART_ARC
(10,20),-1.12049 # DEPENDENCYPART_ARC
(10,21),-1.16933 # DEPENDENCYPART_ARC
(10,22),-1.36002 # DEPENDENCYPART_ARC
(10,23),-0.930341 # DEPENDENCYPART_ARC
(10,24),-1.71163 # DEPENDENCYPART_ARC
(10,25),-0.345627 # DEPENDENCYPART_ARC
(10,26),-0.374827 # DEPENDENCYPART_ARC
(10,27),-1.42622 # DEPENDENCYPART_ARC
(10,28),-1.8946 # DEPENDENCYPART_ARC
(10,29),0.521281 # DEPENDENCYPART_ARC
(11,1),0.517351 # DEPENDENCYPART_ARC
(11,2),-0.292447 # DEPENDENCYPART_ARC
(11,3),0.194573 # DEPENDENCYPART_ARC
(11,4),0.607775 # DEPENDENCYPART_ARC
(11,5),0.598619 # DEPENDENCYPART_ARC
(11,6),0.589917 # DEPENDENCYPART_ARC
(11,7),1.00413 # DEPENDENCYPART_ARC
(11,8),1.4596 # DEPENDENCYPART_ARC
(11,9),1.55024 # DEPENDENCYPART_ARC
(11,10),3.43005 # DEPENDENCYPART_ARC
(11,12),2.92867 # DEPENDENCYPART_ARC
(11,13),0.716708 # DEPENDENCYPART_ARC
(11,14),1.10485 # DEPENDENCYPART_ARC
(11,15),-0.388169 # DEPENDENCYPART_ARC
(11,16),-0.830564 # DEPENDENCYPART_ARC
(11,17),-1.88453 # DEPENDENCYPART_ARC
(11,18),0.239144 # DEPENDENCYPART_ARC
(11,19),-0.787134 # DEPENDENCYPART_ARC
(11,20),-2.47482 # DEPENDENCYPART_ARC
(11,21),-3.45616 # DEPENDENCYPART_ARC
(11,22),-2.12463 # DEPENDENCYPART_ARC
(11,23),-3.21796 # DEPENDENCYPART_ARC
(11,24),-4.90019 # DEPENDENCYPART_ARC
(11,25),-0.789437 # DEPENDENCYPART_ARC
(11,26),-0.250753 # DEPENDENCYPART_ARC
(11,27),-3.32734 # DEPENDENCYPART_ARC
(11,28),-2.40646 # DEPENDENCYPART_ARC
(11,29),0.34415 # DEPENDENCYPART_ARC
(12,1),-1.93678 # DEPENDENCYPART_ARC
(12,2),-1.67226 # DEPENDENCYPART_ARC
(12,3),-1.59574 # DEPENDENCYPART_ARC
(12,4),-2.3412 # DEPENDENCYPART_ARC
(12,5),-0.95041 # DEPENDENCYPART_ARC
(12,6),-2.6231 # DEPENDENCYPART_ARC
(12,7),-0.847046 # DEPENDENCYPART_ARC
(12,8),0.0415486 # DEPENDENCYPART_ARC
(12,9),0.247633 # DEPENDENCYPART_ARC
(12,10),1.05892 # DEPENDENCYPART_ARC
(12,11),1.04798 # DEPENDENCYPART_ARC
(12,13),1.45862 # DEPENDENCYPART_ARC
(12,14),0.300309 # DEPENDENCYPART_ARC
(12,15),0.471832 # DEPENDENCYPART_ARC
(12,16),0.431531 # DEPENDENCYPART_ARC
(12,17),-0.245568 # DEPENDENCYPART_ARC
(12,18),-0.10804 # DEPENDENCYPART_ARC
(12,19),-0.214258 # DEPENDENCYPART_ARC
(12,20),0.00040501 # DEPENDENCYPART_ARC
(12,21),-0.65318 # DEPENDENCYPART_ARC
(12,22),-0.53002 # DEPENDENCYPART_ARC
(12,23),-0.449816 # DEPENDENCYPART_ARC
(12,24),-0.289596 # DEPENDENCYPART_ARC
(12,25),0.612484 # DEPENDENCYPART_ARC
(12,26),0.828408 # DEPENDENCYPART_ARC
(12,27),-1.12551 # DEPENDENCYPART_ARC
(12,28),-1.51409 # DEPENDENCYPART_ARC
(12,29),1.05015 # DEPENDENCYPART_ARC
(13,1),-2.02456 # DEPENDENCYPART_ARC
(13,2),-2.43976 # DEPENDENCYPART_ARC
(13,3),-2.06391 # DEPENDENCYPART_ARC
(13,4),-2.55862 # DEPENDENCYPART_ARC
(13,5),-2.01273 # DEPENDENCYPART_ARC
(13,6),-1.7278 # DEPENDENCYPART_ARC
(13,7),-1.56562 # DEPENDENCYPART_ARC
(13,8),-1.69342 # DEPENDENCYPART_ARC
(13,9),-1.56975 # DEPENDENCYPART_ARC
(13,10),-1.53416 # DEPENDENCYPART_ARC
(13,11),-1.15635 # DEPENDENCYPART_ARC
(13,12),-0.919715 # DEPENDENCYPART_ARC
(13,14),-0.0462922 # DEPENDENCYPART_ARC
(13,15),-0.408451 # DEPENDENCYPART_ARC
(13,16),-0.931659 # DEPENDENCYPART_ARC
(13,17),-1.10435 # DEPENDENCYPART_ARC
(13,18),-0.778541 # DEPENDENCYPART_ARC
(13,19),-1.34935 # DEPENDENCYPART_ARC
(13,20),-1.84745 # DEPENDENCYPART_ARC
(13,21),-1.89557 # DEPENDENCYPART_ARC
(13,22),-1.07174 # DEPENDENCYPART_ARC
(13,23),-2.16001 # DEPENDENCYPART_ARC
(13,24),-2.08703 # DEPENDENCYPART_ARC
(13,25),-0.626748 # DEPENDENCYPART_ARC
(13,26),-1.03695 # DEPENDENCYPART_ARC
(13,27),-2.08932 # DEPENDENCYPART_ARC
(13,28),-1.78738 # DEPENDENCYPART_ARC
(13,29),-1.56472 # DEPENDENCYPART_ARC
(14,1),-2.10416 # DEPENDENCYPART_ARC
(14,2),-2.48903 # DEPENDENCYPART_ARC
(14,3),-1.97031 # DEPENDENCYPART_ARC
(14,4),-1.10338 # DEPENDENCYPART_ARC
(14,5),-1.58478 # DEPENDENCYPART_ARC
(14,6),-1.64022 # DEPENDENCYPART_ARC
(14,7),-1.17757 # DEPENDENCYPART_ARC
(14,8),-1.33451 # DEPENDENCYPART_ARC
(14,9),-0.996023 # DEPENDENCYPART_ARC
(14,10),-0.766502 # DEPENDENCYPART_ARC
(14,11),-0.498686 # DEPENDENCYPART_ARC
(14,12),-0.78001 # DEPENDENCYPART_ARC
(14,13),0.340135 # DEPENDENCYPART_ARC
(14,15),0.565425 # DEPENDENCYPART_ARC
(14,16),0.776233 # DEPENDENCYPART_ARC
(14,17),-0.0319955 # DEPENDENCYPART_ARC
(14,18),0.836371 # DEPENDENCYPART_ARC
(14,19),-0.953823 # DEPENDENCYPART_ARC
(14,20),-0.803031 # DEPENDENCYPART_ARC
(14,21),-0.645358 # DEPENDENCYPART_ARC
(14,22),-0.81643 # DEPENDENCYPART_ARC
(14,23),-0.797902 # DEPENDENCYPART_ARC
(14,24),-0.947735 # DEPENDENCYPART_ARC
(14,25),0.00430423 # DEPENDENCYPART_ARC
(14,26),-0.0764889 # DEPENDENCYPART_ARC
(14,27),-1.14835 # DEPENDENCYPART_ARC
(14,28),-0.790009 # DEPENDENCYPART_ARC
(14,29),0.293396 # DEPENDENCYPART_ARC
(15,1),-1.24805 # DEPENDENCYPART_ARC
(15,2),-2.06988 # DEPENDENCYPART_ARC
(15,3),-1.56953 # DEPENDENCYPART_ARC
(15,4),-1.24166 # DEPENDENCYPART_ARC
(15,5),-1.12911 # DEPENDENCYPART_ARC
(15,6),-1.51857 # DEPENDENCYPART_ARC
(15,7),-1.04735 # DEPENDENCYPART_ARC
(15,8),-0.700229 # DEPENDENCYPART_ARC
(15,9),-0.317143 # DEPENDENCYPART_ARC
(15,10),0.488133 # DEPENDENCYPART_ARC
(15,11),-0.361273 # DEPENDENCYPART_ARC
(15,12),-0.724799 # DEPENDENCYPART_ARC
(15,13),-0.0134277 # DEPENDENCYPART_ARC
(15,14),2.07098 # DEPENDENCYPART_ARC
(15,16),2.80244 # DEPENDENCYPART_ARC
(15,17),-0.0664326 # DEPENDENCYPART_ARC
(15,18),2.20505 # DEPENDENCYPART_ARC
(15,19),0.102622 # DEPENDENCYPART_ARC
(15,20),-0.803906 # DEPENDENCYPART_ARC
(15,21),-0.941786 # DEPENDENCYPART_ARC
(15,22),-0.146808 # DEPENDENCYPART_ARC
(15,23),-2.01478 # DEPENDENCYPART_ARC
(15,24),-1.68143 # DEPENDENCYPART_ARC
(15,25),0.962322 # DEPENDENCYPART_ARC
(15,26),0.344749 # DEPENDENCYPART_ARC
(15,27),-2.42251 # DEPENDENCYPART_ARC
(15,28),-1.07023 # DEPENDENCYPART_ARC
(15,29),1.26059 # DEPENDENCYPART_ARC
(16,1),-2.5795 # DEPENDENCYPART_ARC
(16,2),-2.61035 # DEPENDENCYPART_ARC
(16,3),-2.31719 # DEPENDENCYPART_ARC
(16,4),-3.85852 # DEPENDENCYPART_ARC
(16,5),-2.25549 # DEPENDENCYPART_ARC
(16,6),-3.58474 # DEPENDENCYPART_ARC
(16,7),-2.05978 # DEPENDENCYPART_ARC
(16,8),-1.76859 # DEPENDENCYPART_ARC
(16,9),-1.11584 # DEPENDENCYPART_ARC
(16,10),-1.82938 # DEPENDENCYPART_ARC
(16,11),-0.660591 # DEPENDENCYPART_ARC
(16,12),-0.459665 # DEPENDENCYPART_ARC
(16,13),0.388918 # DEPENDENCYPART_ARC
(16,14),0.659924 # DEPENDENCYPART_ARC
(16,15),0.951213 # DEPENDENCYPART_ARC
(16,17),1.51905 # DEPENDENCYPART_ARC
(16,18),2.15714 # DEPENDENCYPART_ARC
(16,19),0.889813 # DEPENDENCYPART_ARC
(16,20),1.19819 # DEPENDENCYPART_ARC
(16,21),0.397348 # DEPENDENCYPART_ARC
(16,22),0.671421 # DEPENDENCYPART_ARC
(16,23),0.486335 # DEPENDENCYPART_ARC
(16,24),0.216019 # DEPENDENCYPART_ARC
(16,25),1.02095 # DEPENDENCYPART_ARC
(16,26),1.18886 # DEPENDENCYPART_ARC
(16,27),-0.231651 # DEPENDENCYPART_ARC
(16,28),-0.178589 # DEPENDENCYPART_ARC
(16,29),1.47752 # DEPENDENCYPART_ARC
(17,1),-2.76564 # DEPENDENCYPART_ARC
(17,2),-2.73686 # DEPENDENCYPART_ARC
(17,3),-2.1889 # DEPENDENCYPART_ARC
(17,4),-2.75299 # DEPENDENCYPART_ARC
(17,5),-2.25153 # DEPENDENCYPART_ARC
(17,6),-2.70168 # DEPENDENCYPART_ARC
(17,7),-1.76726 # DEPENDENCYPART_ARC
(17,8),-1.86161 # DEPENDENCYPART_ARC
(17,9),-2.07347 # DEPENDENCYPART_ARC
(17,10),-2.07016 # DEPENDENCYPART_ARC
(17,11),-1.29649 # DEPENDENCYPART_ARC
(17,12),-1.73436 # DEPENDENCYPART_ARC
(17,13),-0.302998 # DEPENDENCYPART_ARC
(17,14),-1.03494 # DEPENDENCYPART_ARC
(17,15),-0.420787 # DEPENDENCYPART_ARC
(17,16),-0.444514 # DEPENDENCYPART_ARC
(17,18),1.22631 # DEPENDENCYPART_ARC
(17,19),0.042042 # DEPENDENCYPART_ARC
(17,20),-0.248545 # DEPENDENCYPART_ARC
(17,21),-0.333814 # DEPENDENCYPART_ARC
(17,22),-0.276889 # DEPENDENCYPART_ARC
(17,23),-1.03292 # DEPENDENCYPART_ARC
(17,24),-0.516706 # DEPENDENCYPART_ARC
(17,25),0.119072 # DEPENDENCYPART_ARC
(17,26),-0.343175 # DEPENDENCYPART_ARC
(17,27),-0.625918 # DEPENDENCYPART_ARC
(17,28),-0.751762 # DEPENDENCYPART_ARC
(17,29),-0.448517 # DEPENDENCYPART_ARC
(18,1),0.553541 # DEPENDENCYPART_ARC
(18,2),0.667301 # DEPENDENCYPART_ARC
(18,3),0.411019 # DEPENDENCYPART_ARC
