# _root_ Church 's Fried Chicken Inc. and Popeye 's Famous Fried Chicken Inc. , which have merged , are still troubled by overlapping restaurant locations .
#goldHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
#predictedHeads=4,1,4,18,4,4,6,7,11,11,6,11,11,15,11,15,11,0,18,18,20,24,24,21,18,
(2,7),-1.5168 # DEPENDENCYPART_ARC
(2,8),-1.81784 # DEPENDENCYPART_ARC
(2,9),-2.10833 # DEPENDENCYPART_ARC
(2,10),-2.20045 # DEPENDENCYPART_ARC
(2,11),-2.26427 # DEPENDENCYPART_ARC
(2,12),-2.40203 # DEPENDENCYPART_ARC
(2,13),-4.59041 # DEPENDENCYPART_ARC
(2,14),-2.86903 # DEPENDENCYPART_ARC
(2,15),-1.5956 # DEPENDENCYPART_ARC
(2,16),-2.28913 # DEPENDENCYPART_ARC
(2,17),-4.75791 # DEPENDENCYPART_ARC
(2,18),-2.42631 # DEPENDENCYPART_ARC
(2,19),-3.2891 # DEPENDENCYPART_ARC
(2,20),-2.65749 # DEPENDENCYPART_ARC
(2,21),-3.95964 # DEPENDENCYPART_ARC
(2,22),-3.48703 # DEPENDENCYPART_ARC
(2,23),-4.17288 # DEPENDENCYPART_ARC
(2,24),-4.03217 # DEPENDENCYPART_ARC
(2,25),-3.47085 # DEPENDENCYPART_ARC
(3,1),1.84012 # DEPENDENCYPART_ARC
(3,2),-0.0212402 # DEPENDENCYPART_ARC
(3,4),0.996729 # DEPENDENCYPART_ARC
(3,5),2.00533 # DEPENDENCYPART_ARC
(3,6),1.34809 # DEPENDENCYPART_ARC
(3,7),-1.76482 # DEPENDENCYPART_ARC
(3,8),-0.395872 # DEPENDENCYPART_ARC
(3,9),-1.21523 # DEPENDENCYPART_ARC
(3,10),-0.9612 # DEPENDENCYPART_ARC
(3,11),-1.07231 # DEPENDENCYPART_ARC
(3,12),-1.68291 # DEPENDENCYPART_ARC
(3,13),0.786276 # DEPENDENCYPART_ARC
(3,14),-3.08023 # DEPENDENCYPART_ARC
(3,15),-0.940977 # DEPENDENCYPART_ARC
(3,16),-1.64235 # DEPENDENCYPART_ARC
(3,17),0.444302 # DEPENDENCYPART_ARC
(3,18),-0.996527 # DEPENDENCYPART_ARC
(3,19),-2.43021 # DEPENDENCYPART_ARC
(3,20),-2.10119 # DEPENDENCYPART_ARC
(3,21),-3.19396 # DEPENDENCYPART_ARC
(3,22),-2.6456 # DEPENDENCYPART_ARC
(3,23),-2.44501 # DEPENDENCYPART_ARC
(3,24),-2.2863 # DEPENDENCYPART_ARC
(3,25),-0.963868 # DEPENDENCYPART_ARC
(4,1),3.75237 # DEPENDENCYPART_ARC
(4,2),1.59219 # DEPENDENCYPART_ARC
(4,3),3.94149 # DEPENDENCYPART_ARC
(4,5),4.56479 # DEPENDENCYPART_ARC
(4,6),3.78337 # DEPENDENCYPART_ARC
(4,7),-0.337889 # DEPENDENCYPART_ARC
(4,8),1.25367 # DEPENDENCYPART_ARC
(4,9),0.648152 # DEPENDENCYPART_ARC
(4,10),0.806958 # DEPENDENCYPART_ARC
(4,11),0.721484 # DEPENDENCYPART_ARC
(4,12),0.64593 # DEPENDENCYPART_ARC
(4,13),2.73589 # DEPENDENCYPART_ARC
(4,14),-1.68984 # DEPENDENCYPART_ARC
(4,15),0.452186 # DEPENDENCYPART_ARC
(4,16),-0.176381 # DEPENDENCYPART_ARC
(4,17),2.17401 # DEPENDENCYPART_ARC
(4,18),0.31359 # DEPENDENCYPART_ARC
(4,19),-0.980129 # DEPENDENCYPART_ARC
(4,20),-0.483135 # DEPENDENCYPART_ARC
(4,21),-1.7618 # DEPENDENCYPART_ARC
(4,22),-1.40266 # DEPENDENCYPART_ARC
(4,23),-0.996932 # DEPENDENCYPART_ARC
(4,24),-0.840438 # DEPENDENCYPART_ARC
(4,25),0.555198 # DEPENDENCYPART_ARC
(5,1),2.66647 # DEPENDENCYPART_ARC
(5,2),-0.0644661 # DEPENDENCYPART_ARC
(5,3),2.44959 # DEPENDENCYPART_ARC
(5,4),2.42227 # DEPENDENCYPART_ARC
(5,6),2.43333 # DEPENDENCYPART_ARC
(5,7),-0.983026 # DEPENDENCYPART_ARC
(5,8),1.47614 # DEPENDENCYPART_ARC
(5,9),-0.677059 # DEPENDENCYPART_ARC
(5,10),-0.774761 # DEPENDENCYPART_ARC
(5,11),-1.22124 # DEPENDENCYPART_ARC
(5,12),-0.734258 # DEPENDENCYPART_ARC
(5,13),0.16232 # DEPENDENCYPART_ARC
(5,14),-2.50232 # DEPENDENCYPART_ARC
(5,15),-0.0984583 # DEPENDENCYPART_ARC
(5,16),-0.812621 # DEPENDENCYPART_ARC
(5,17),-0.177546 # DEPENDENCYPART_ARC
(5,18),-0.432586 # DEPENDENCYPART_ARC
(5,19),-1.84242 # DEPENDENCYPART_ARC
(5,20),-1.08579 # DEPENDENCYPART_ARC
(5,21),-2.0805 # DEPENDENCYPART_ARC
(5,22),-2.06559 # DEPENDENCYPART_ARC
(5,23),-2.08406 # DEPENDENCYPART_ARC
(5,24),-1.5289 # DEPENDENCYPART_ARC
(5,25),-0.909906 # DEPENDENCYPART_ARC
(6,1),0.118734 # DEPENDENCYPART_ARC
(6,2),-0.587806 # DEPENDENCYPART_ARC
(6,3),0.809433 # DEPENDENCYPART_ARC
(6,4),0.384814 # DEPENDENCYPART_ARC
(6,5),0.994843 # DEPENDENCYPART_ARC
(6,7),4.52158 # DEPENDENCYPART_ARC
(6,8),0.932632 # DEPENDENCYPART_ARC
(6,9),1.92142 # DEPENDENCYPART_ARC
(6,10),2.37796 # DEPENDENCYPART_ARC
(6,11),2.34914 # DEPENDENCYPART_ARC
(6,12),1.03513 # DEPENDENCYPART_ARC
(6,13),0.567644 # DEPENDENCYPART_ARC
(6,14),-1.94911 # DEPENDENCYPART_ARC
(6,15),-0.358705 # DEPENDENCYPART_ARC
(6,16),-0.076951 # DEPENDENCYPART_ARC
(6,17),-0.0715778 # DEPENDENCYPART_ARC
(6,18),-1.15817 # DEPENDENCYPART_ARC
(6,19),-1.84439 # DEPENDENCYPART_ARC
(6,20),-0.92767 # DEPENDENCYPART_ARC
(6,21),-2.73161 # DEPENDENCYPART_ARC
(6,22),-2.39024 # DEPENDENCYPART_ARC
(6,23),-1.86035 # DEPENDENCYPART_ARC
(6,24),-3.07489 # DEPENDENCYPART_ARC
(6,25),-0.848339 # DEPENDENCYPART_ARC
(7,1),-0.40032 # DEPENDENCYPART_ARC
(7,2),-1.82131 # DEPENDENCYPART_ARC
(7,3),1.1563 # DEPENDENCYPART_ARC
(7,4),1.46506 # DEPENDENCYPART_ARC
(7,5),0.275154 # DEPENDENCYPART_ARC
(7,6),-0.372075 # DEPENDENCYPART_ARC
(7,8),3.80971 # DEPENDENCYPART_ARC
(7,9),0.883082 # DEPENDENCYPART_ARC
(7,10),0.774233 # DEPENDENCYPART_ARC
(7,11),0.536387 # DEPENDENCYPART_ARC
(7,12),1.12371 # DEPENDENCYPART_ARC
(7,13),0.869903 # DEPENDENCYPART_ARC
(7,14),-2.17566 # DEPENDENCYPART_ARC
(7,15),-0.189962 # DEPENDENCYPART_ARC
(7,16),-0.825011 # DEPENDENCYPART_ARC
(7,17),0.913466 # DEPENDENCYPART_ARC
(7,18),-0.38205 # DEPENDENCYPART_ARC
(7,19),-1.58057 # DEPENDENCYPART_ARC
(7,20),-1.23931 # DEPENDENCYPART_ARC
(7,21),-2.15311 # DEPENDENCYPART_ARC
(7,22),-1.51901 # DEPENDENCYPART_ARC
(7,23),-2.12113 # DEPENDENCYPART_ARC
(7,24),-1.93533 # DEPENDENCYPART_ARC
(7,25),-0.547312 # DEPENDENCYPART_ARC
(8,1),-0.540815 # DEPENDENCYPART_ARC
(8,2),-1.13686 # DEPENDENCYPART_ARC
(8,3),-0.210446 # DEPENDENCYPART_ARC
(8,4),-0.0123149 # DEPENDENCYPART_ARC
(8,5),0.160675 # DEPENDENCYPART_ARC
(8,6),-0.396394 # DEPENDENCYPART_ARC
(8,7),0.847962 # DEPENDENCYPART_ARC
(8,9),-0.11784 # DEPENDENCYPART_ARC
(8,10),-0.684058 # DEPENDENCYPART_ARC
(8,11),-1.00249 # DEPENDENCYPART_ARC
(8,12),-1.27351 # DEPENDENCYPART_ARC
(8,13),-2.38364 # DEPENDENCYPART_ARC
(8,14),-2.15297 # DEPENDENCYPART_ARC
(8,15),-1.05249 # DEPENDENCYPART_ARC
(8,16),-1.6035 # DEPENDENCYPART_ARC
(8,17),-2.37746 # DEPENDENCYPART_ARC
(8,18),-1.61789 # DEPENDENCYPART_ARC
(8,19),-2.26 # DEPENDENCYPART_ARC
(8,20),-1.94652 # DEPENDENCYPART_ARC
(8,21),-2.72947 # DEPENDENCYPART_ARC
(8,22),-2.65297 # DEPENDENCYPART_ARC
(8,23),-3.30601 # DEPENDENCYPART_ARC
(8,24),-3.32214 # DEPENDENCYPART_ARC
(8,25),-2.27749 # DEPENDENCYPART_ARC
(9,1),-0.684128 # DEPENDENCYPART_ARC
(9,2),-2.70965 # DEPENDENCYPART_ARC
(9,3),-0.939972 # DEPENDENCYPART_ARC
(9,4),-0.243946 # DEPENDENCYPART_ARC
(9,5),-0.120236 # DEPENDENCYPART_ARC
(9,6),-1.7002 # DEPENDENCYPART_ARC
(9,7),2.56886 # DEPENDENCYPART_ARC
(9,8),0.006539 # DEPENDENCYPART_ARC
(9,10),1.0487 # DEPENDENCYPART_ARC
(9,11),0.811353 # DEPENDENCYPART_ARC
(9,12),1.25304 # DEPENDENCYPART_ARC
(9,13),0.913854 # DEPENDENCYPART_ARC
(9,14),-2.38701 # DEPENDENCYPART_ARC
(9,15),-0.472401 # DEPENDENCYPART_ARC
(9,16),-1.19204 # DEPENDENCYPART_ARC
(9,17),0.489184 # DEPENDENCYPART_ARC
(9,18),-0.779033 # DEPENDENCYPART_ARC
(9,19),-1.79088 # DEPENDENCYPART_ARC
(9,20),-1.62358 # DEPENDENCYPART_ARC
(9,21),-2.95777 # DEPENDENCYPART_ARC
(9,22),-2.18339 # DEPENDENCYPART_ARC
(9,23),-2.1784 # DEPENDENCYPART_ARC
(9,24),-2.22611 # DEPENDENCYPART_ARC
(9,25),-0.45909 # DEPENDENCYPART_ARC
(10,1),-0.268988 # DEPENDENCYPART_ARC
(10,2),-2.50039 # DEPENDENCYPART_ARC
(10,3),-0.769785 # DEPENDENCYPART_ARC
(10,4),-0.545859 # DEPENDENCYPART_ARC
(10,5),-0.0948446 # DEPENDENCYPART_ARC
(10,6),-2.13753 # DEPENDENCYPART_ARC
(10,7),2.79098 # DEPENDENCYPART_ARC
(10,8),-0.27239 # DEPENDENCYPART_ARC
(10,9),2.12996 # DEPENDENCYPART_ARC
(10,11),0.621088 # DEPENDENCYPART_ARC
(10,12),2.29447 # DEPENDENCYPART_ARC
(10,13),1.24349 # DEPENDENCYPART_ARC
(10,14),-2.69459 # DEPENDENCYPART_ARC
(10,15),-0.938468 # DEPENDENCYPART_ARC
(10,16),-1.44383 # DEPENDENCYPART_ARC
(10,17),0.369958 # DEPENDENCYPART_ARC
(10,18),-1.22142 # DEPENDENCYPART_ARC
(10,19),-2.11173 # DEPENDENCYPART_ARC
(10,20),-1.76765 # DEPENDENCYPART_ARC
(10,21),-3.28027 # DEPENDENCYPART_ARC
(10,22),-2.73546 # DEPENDENCYPART_ARC
(10,23),-2.52347 # DEPENDENCYPART_ARC
(10,24),-2.60646 # DEPENDENCYPART_ARC
(10,25),-0.750952 # DEPENDENCYPART_ARC
(11,1),1.61088 # DEPENDENCYPART_ARC
(11,2),-0.65431 # DEPENDENCYPART_ARC
(11,3),1.06366 # DEPENDENCYPART_ARC
(11,4),1.30262 # DEPENDENCYPART_ARC
(11,5),1.30459 # DEPENDENCYPART_ARC
(11,6),-0.489634 # DEPENDENCYPART_ARC
(11,7),4.46007 # DEPENDENCYPART_ARC
(11,8),1.07767 # DEPENDENCYPART_ARC
(11,9),3.71449 # DEPENDENCYPART_ARC
(11,10),4.16105 # DEPENDENCYPART_ARC
(11,12),5.05784 # DEPENDENCYPART_ARC
(11,13),3.47994 # DEPENDENCYPART_ARC
(11,14),-0.00193772 # DEPENDENCYPART_ARC
(11,15),1.5942 # DEPENDENCYPART_ARC
(11,16),1.03493 # DEPENDENCYPART_ARC
(11,17),2.8432 # DEPENDENCYPART_ARC
(11,18),1.23931 # DEPENDENCYPART_ARC
(11,19),0.346278 # DEPENDENCYPART_ARC
(11,20),0.759188 # DEPENDENCYPART_ARC
(11,21),-0.696513 # DEPENDENCYPART_ARC
(11,22),-0.197471 # DEPENDENCYPART_ARC
(11,23),-0.0684094 # DEPENDENCYPART_ARC
(11,24),-0.243784 # DEPENDENCYPART_ARC
(11,25),1.66396 # DEPENDENCYPART_ARC
(12,1),1.59223 # DEPENDENCYPART_ARC
(12,2),-2.3433 # DEPENDENCYPART_ARC
(12,3),1.64892 # DEPENDENCYPART_ARC
(12,4),1.1781 # DEPENDENCYPART_ARC
(12,5),0.619078 # DEPENDENCYPART_ARC
(12,6),-2.74207 # DEPENDENCYPART_ARC
(12,7),3.14931 # DEPENDENCYPART_ARC
(12,8),-0.868579 # DEPENDENCYPART_ARC
(12,9),2.32185 # DEPENDENCYPART_ARC
(12,10),2.1518 # DEPENDENCYPART_ARC
(12,11),2.10355 # DEPENDENCYPART_ARC
(12,13),1.36939 # DEPENDENCYPART_ARC
(12,14),-0.987338 # DEPENDENCYPART_ARC
(12,15),0.218191 # DEPENDENCYPART_ARC
(12,16),-0.265063 # DEPENDENCYPART_ARC
(12,17),0.668602 # DEPENDENCYPART_ARC
(12,18),-0.212656 # DEPENDENCYPART_ARC
(12,19),-1.0069 # DEPENDENCYPART_ARC
(12,20),-0.487641 # DEPENDENCYPART_ARC
(12,21),-1.78565 # DEPENDENCYPART_ARC
(12,22),-1.48475 # DEPENDENCYPART_ARC
(12,23),-1.77159 # DEPENDENCYPART_ARC
(12,24),-1.81513 # DEPENDENCYPART_ARC
(12,25),-0.261276 # DEPENDENCYPART_ARC
(13,1),-2.56139 # DEPENDENCYPART_ARC
(13,2),-2.09209 # DEPENDENCYPART_ARC
(13,3),-2.23911 # DEPENDENCYPART_ARC
(13,4),-2.19019 # DEPENDENCYPART_ARC
(13,5),-2.10081 # DEPENDENCYPART_ARC
(13,6),-1.95811 # DEPENDENCYPART_ARC
(13,7),-1.78218 # DEPENDENCYPART_ARC
(13,8),-1.56688 # DEPENDENCYPART_ARC
(13,9),-1.638 # DEPENDENCYPART_ARC
(13,10),-1.33183 # DEPENDENCYPART_ARC
(13,11),-1.43826 # DEPENDENCYPART_ARC
(13,12),-0.847231 # DEPENDENCYPART_ARC
(13,14),-1.00966 # DEPENDENCYPART_ARC
(13,15),-0.758012 # DEPENDENCYPART_ARC
(13,16),-1.44682 # DEPENDENCYPART_ARC
(13,17),0.380646 # DEPENDENCYPART_ARC
(13,18),-1.72069 # DEPENDENCYPART_ARC
(13,19),-2.03341 # DEPENDENCYPART_ARC
(13,20),-2.09666 # DEPENDENCYPART_ARC
(13,21),-1.86058 # DEPENDENCYPART_ARC
(13,22),-2.54238 # DEPENDENCYPART_ARC
(13,23),-2.8798 # DEPENDENCYPART_ARC
(13,24),-2.87298 # DEPENDENCYPART_ARC
(13,25),-1.91381 # DEPENDENCYPART_ARC
(14,1),-2.16149 # DEPENDENCYPART_ARC
(14,2),-2.07702 # DEPENDENCYPART_ARC
(14,3),-1.9872 # DEPENDENCYPART_ARC
(14,4),-1.7282 # DEPENDENCYPART_ARC
(14,5),-1.64154 # DEPENDENCYPART_ARC
(14,6),-1.86268 # DEPENDENCYPART_ARC
(14,7),-1.4003 # DEPENDENCYPART_ARC
(14,8),-1.34762 # DEPENDENCYPART_ARC
(14,9),-1.13795 # DEPENDENCYPART_ARC
(14,10),-0.9136 # DEPENDENCYPART_ARC
(14,11),-0.569695 # DEPENDENCYPART_ARC
(14,12),-0.443864 # DEPENDENCYPART_ARC
(14,13),0.378597 # DEPENDENCYPART_ARC
(14,15),0.624459 # DEPENDENCYPART_ARC
(14,16),-0.383292 # DEPENDENCYPART_ARC
(14,17),-0.497922 # DEPENDENCYPART_ARC
(14,18),-0.779108 # DEPENDENCYPART_ARC
(14,19),-1.54211 # DEPENDENCYPART_ARC
(14,20),-1.48012 # DEPENDENCYPART_ARC
(14,21),-1.46933 # DEPENDENCYPART_ARC
(14,22),-1.96249 # DEPENDENCYPART_ARC
(14,23),-1.59559 # DEPENDENCYPART_ARC
(14,24),-2.17877 # DEPENDENCYPART_ARC
(14,25),-1.4058 # DEPENDENCYPART_ARC
(15,1),0.297857 # DEPENDENCYPART_ARC
(15,2),-1.7346 # DEPENDENCYPART_ARC
(15,3),-0.224566 # DEPENDENCYPART_ARC
(15,4),-0.377744 # DEPENDENCYPART_ARC
(15,5),-0.132296 # DEPENDENCYPART_ARC
(15,6),-1.27738 # DEPENDENCYPART_ARC
(15,7),-0.450673 # DEPENDENCYPART_ARC
(15,8),-1.15825 # DEPENDENCYPART_ARC
(15,9),-0.455282 # DEPENDENCYPART_ARC
(15,10),-0.733009 # DEPENDENCYPART_ARC
(15,11),-0.668987 # DEPENDENCYPART_ARC
(15,12),-0.5741 # DEPENDENCYPART_ARC
(15,13),-0.235348 # DEPENDENCYPART_ARC
(15,14),3.19172 # DEPENDENCYPART_ARC
(15,16),3.98722 # DEPENDENCYPART_ARC
(15,17),1.01233 # DEPENDENCYPART_ARC
(15,18),0.53577 # DEPENDENCYPART_ARC
(15,19),0.547771 # DEPENDENCYPART_ARC
(15,20),0.626517 # DEPENDENCYPART_ARC
(15,21),-0.6643 # DEPENDENCYPART_ARC
(15,22),-1.75021 # DEPENDENCYPART_ARC
(15,23),-1.58269 # DEPENDENCYPART_ARC
(15,24),-1.96341 # DEPENDENCYPART_ARC
(15,25),1.66643 # DEPENDENCYPART_ARC
(16,1),0.155504 # DEPENDENCYPART_ARC
(16,2),-1.28921 # DEPENDENCYPART_ARC
(16,3),-0.0165854 # DEPENDENCYPART_ARC
(16,4),-0.211254 # DEPENDENCYPART_ARC
(16,5),-0.133583 # DEPENDENCYPART_ARC
(16,6),-1.17538 # DEPENDENCYPART_ARC
(16,7),0.139687 # DEPENDENCYPART_ARC
(16,8),-0.579558 # DEPENDENCYPART_ARC
(16,9),0.0248419 # DEPENDENCYPART_ARC
(16,10),-0.0993734 # DEPENDENCYPART_ARC
(16,11),-0.243831 # DEPENDENCYPART_ARC
(16,12),-0.19008 # DEPENDENCYPART_ARC
(16,13),0.620058 # DEPENDENCYPART_ARC
(16,14),1.88398 # DEPENDENCYPART_ARC
(16,15),0.892384 # DEPENDENCYPART_ARC
(16,17),1.77796 # DEPENDENCYPART_ARC
(16,18),1.10973 # DEPENDENCYPART_ARC
(16,19),0.978336 # DEPENDENCYPART_ARC
(16,20),0.925819 # DEPENDENCYPART_ARC
(16,21),1.61812 # DEPENDENCYPART_ARC
(16,22),-0.509788 # DEPENDENCYPART_ARC
(16,23),-0.46773 # DEPENDENCYPART_ARC
(16,24),-0.165612 # DEPENDENCYPART_ARC
(16,25),0.330192 # DEPENDENCYPART_ARC
(17,1),-2.8126 # DEPENDENCYPART_ARC
(17,2),-2.40684 # DEPENDENCYPART_ARC
(17,3),-2.62665 # DEPENDENCYPART_ARC
(17,4),-2.48705 # DEPENDENCYPART_ARC
(17,5),-2.41623 # DEPENDENCYPART_ARC
(17,6),-2.19191 # DEPENDENCYPART_ARC
(17,7),-2.08504 # DEPENDENCYPART_ARC
(17,8),-1.79597 # DEPENDENCYPART_ARC
(17,9),-1.90647 # DEPENDENCYPART_ARC
(17,10),-1.78063 # DEPENDENCYPART_ARC
(17,11),-1.63936 # DEPENDENCYPART_ARC
(17,12),-1.78805 # DEPENDENCYPART_ARC
(17,13),-0.105824 # DEPENDENCYPART_ARC
(17,14),-0.279447 # DEPENDENCYPART_ARC
(17,15),-1.29064 # DEPENDENCYPART_ARC
(17,16),-0.0805722 # DEPENDENCYPART_ARC
(17,18),-0.305599 # DEPENDENCYPART_ARC
(17,19),-1.45994 # DEPENDENCYPART_ARC
(17,20),-1.56866 # DEPENDENCYPART_ARC
(17,21),-1.56902 # DEPENDENCYPART_ARC
(17,22),-2.09488 # DEPENDENCYPART_ARC
(17,23),-2.55079 # DEPENDENCYPART_ARC
(17,24),-2.5628 # DEPENDENCYPART_ARC
(17,25),-1.84203 # DEPENDENCYPART_ARC
(18,1),1.38033 # DEPENDENCYPART_ARC
(18,2),-0.417598 # DEPENDENCYPART_ARC
(18,3),0.706223 # DEPENDENCYPART_ARC
(18,4),0.602199 # DEPENDENCYPART_ARC
(18,5),0.921365 # DEPENDENCYPART_ARC
(18,6),-0.366202 # DEPENDENCYPART_ARC
(18,7),0.563741 # DEPENDENCYPART_ARC
(18,8),0.0627364 # DEPENDENCYPART_ARC
(18,9),0.32482 # DEPENDENCYPART_ARC
(18,10),0.227864 # DEPENDENCYPART_ARC
(18,11),0.238863 # DEPENDENCYPART_ARC
(18,12),0.258656 # DEPENDENCYPART_ARC
(18,13),0.88145 # DEPENDENCYPART_ARC
(18,14),2.18768 # DEPENDENCYPART_ARC
(18,15),0.486936 # DEPENDENCYPART_ARC
(18,16),0.818706 # DEPENDENCYPART_ARC
(18,17),1.96961 # DEPENDENCYPART_ARC
(18,19),4.31665 # DEPENDENCYPART_ARC
(18,20),2.95777 # DEPENDENCYPART_ARC
(18,21),1.48109 # DEPENDENCYPART_ARC
(18,22),1.00539 # DEPENDENCYPART_ARC
(18,23),0.606353 # DEPENDENCYPART_ARC
(18,24),1.00523 # DEPENDENCYPART_ARC
(18,25),4.58802 # DEPENDENCYPART_ARC
(19,1),-2.80913 # DEPENDENCYPART_ARC
(19,2),-2.50532 # DEPENDENCYPART_ARC
(19,3),-2.5985 # DEPENDENCYPART_ARC
(19,4),-2.55451 # DEPENDENCYPART_ARC
(19,5),-2.46736 # DEPENDENCYPART_ARC
(19,6),-2.05659 # DEPENDENCYPART_ARC
(19,7),-2.11142 # DEPENDENCYPART_ARC
(19,8),-1.89639 # DEPENDENCYPART_ARC
(19,9),-1.78083 # DEPENDENCYPART_ARC
(19,10),-1.7501 # DEPENDENCYPART_ARC
(19,11),-1.6583 # DEPENDENCYPART_ARC
(19,12),-1.46713 # DEPENDENCYPART_ARC
(19,13),-1.08576 # DEPENDENCYPART_ARC
(19,14),-0.856962 # DEPENDENCYPART_ARC
(19,15),-1.42368 # DEPENDENCYPART_ARC
(19,16),-0.620029 # DEPENDENCYPART_ARC
(19,17),0.0116102 # DEPENDENCYPART_ARC
(19,18),-0.102273 # DEPENDENCYPART_ARC
(19,20),0.12811 # DEPENDENCYPART_ARC
(19,21),0.275819 # DEPENDENCYPART_ARC
(19,22),-0.123709 # DEPENDENCYPART_ARC
(19,23),-0.994611 # DEPENDENCYPART_ARC
(19,24),-1.11457 # DEPENDENCYPART_ARC
(19,25),-1.43809 # DEPENDENCYPART_ARC
(20,1),-0.600005 # DEPENDENCYPART_ARC
(20,2),-1.77166 # DEPENDENCYPART_ARC
(20,3),-0.83468 # DEPENDENCYPART_ARC
(20,4),-1.009 # DEPENDENCYPART_ARC
(20,5),-0.826152 # DEPENDENCYPART_ARC
(20,6),-1.73842 # DEPENDENCYPART_ARC
(20,7),-0.637989 # DEPENDENCYPART_ARC
(20,8),-1.13685 # DEPENDENCYPART_ARC
(20,9),-0.822178 # DEPENDENCYPART_ARC
(20,10),-0.862259 # DEPENDENCYPART_ARC
(20,11),-0.888263 # DEPENDENCYPART_ARC
(20,12),-0.952666 # DEPENDENCYPART_ARC
(20,13),-0.572611 # DEPENDENCYPART_ARC
(20,14),0.828522 # DEPENDENCYPART_ARC
(20,15),-0.465687 # DEPENDENCYPART_ARC
(20,16),-0.250127 # DEPENDENCYPART_ARC
(20,17),0.548004 # DEPENDENCYPART_ARC
(20,18),0.391926 # DEPENDENCYPART_ARC
(20,19),2.11721 # DEPENDENCYPART_ARC
(20,21),3.98453 # DEPENDENCYPART_ARC
(20,22),0.756305 # DEPENDENCYPART_ARC
(20,23),1.29694 # DEPENDENCYPART_ARC
(20,24),0.63712 # DEPENDENCYPART_ARC
(20,25),1.31014 # DEPENDENCYPART_ARC
(21,1),-2.62004 # DEPENDENCYPART_ARC
(21,2),-2.27655 # DEPENDENCYPART_ARC
(21,3),-2.33343 # DEPENDENCYPART_ARC
(21,4),-2.4017 # DEPENDENCYPART_ARC
(21,5),-2.34489 # DEPENDENCYPART_ARC
