# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,3,11,12,13,16,14,16,17,14,19,20,9,
(10,5),-1.66915 # DEPENDENCYPART_ARC
(10,6),-0.477978 # DEPENDENCYPART_ARC
(10,7),-1.13733 # DEPENDENCYPART_ARC
(10,8),-0.893742 # DEPENDENCYPART_ARC
(10,9),-0.642556 # DEPENDENCYPART_ARC
(10,11),0.171711 # DEPENDENCYPART_ARC
(10,12),0.000370369 # DEPENDENCYPART_ARC
(10,13),-0.381281 # DEPENDENCYPART_ARC
(10,14),-0.915551 # DEPENDENCYPART_ARC
(10,15),-1.64931 # DEPENDENCYPART_ARC
(10,16),-1.00056 # DEPENDENCYPART_ARC
(10,17),-1.56434 # DEPENDENCYPART_ARC
(10,18),-1.31914 # DEPENDENCYPART_ARC
(10,19),-1.07468 # DEPENDENCYPART_ARC
(10,20),-1.30668 # DEPENDENCYPART_ARC
(10,21),-1.95745 # DEPENDENCYPART_ARC
(10,22),-1.02102 # DEPENDENCYPART_ARC
(11,1),-1.5904 # DEPENDENCYPART_ARC
(11,2),-1.56427 # DEPENDENCYPART_ARC
(11,3),-0.393554 # DEPENDENCYPART_ARC
(11,4),-1.5413 # DEPENDENCYPART_ARC
(11,5),-1.02618 # DEPENDENCYPART_ARC
(11,6),-1.12675 # DEPENDENCYPART_ARC
(11,7),-0.942329 # DEPENDENCYPART_ARC
(11,8),-0.451336 # DEPENDENCYPART_ARC
(11,9),0.10431 # DEPENDENCYPART_ARC
(11,10),-0.0226702 # DEPENDENCYPART_ARC
(11,12),2.34 # DEPENDENCYPART_ARC
(11,13),0.350374 # DEPENDENCYPART_ARC
(11,14),-0.477559 # DEPENDENCYPART_ARC
(11,15),-1.10648 # DEPENDENCYPART_ARC
(11,16),1.45567 # DEPENDENCYPART_ARC
(11,17),-1.72579 # DEPENDENCYPART_ARC
(11,18),0.482604 # DEPENDENCYPART_ARC
(11,19),1.54908 # DEPENDENCYPART_ARC
(11,20),-0.361083 # DEPENDENCYPART_ARC
(11,21),-3.22508 # DEPENDENCYPART_ARC
(11,22),-0.391972 # DEPENDENCYPART_ARC
(12,1),-1.76758 # DEPENDENCYPART_ARC
(12,2),-1.39145 # DEPENDENCYPART_ARC
(12,3),-1.33583 # DEPENDENCYPART_ARC
(12,4),-1.68303 # DEPENDENCYPART_ARC
(12,5),-0.965393 # DEPENDENCYPART_ARC
(12,6),-1.00372 # DEPENDENCYPART_ARC
(12,7),-1.2792 # DEPENDENCYPART_ARC
(12,8),-0.564426 # DEPENDENCYPART_ARC
(12,9),-0.572339 # DEPENDENCYPART_ARC
(12,10),-0.362167 # DEPENDENCYPART_ARC
(12,11),0.540383 # DEPENDENCYPART_ARC
(12,13),3.02019 # DEPENDENCYPART_ARC
(12,14),1.87522 # DEPENDENCYPART_ARC
(12,15),-0.479513 # DEPENDENCYPART_ARC
(12,16),1.02785 # DEPENDENCYPART_ARC
(12,17),0.252039 # DEPENDENCYPART_ARC
(12,18),0.458806 # DEPENDENCYPART_ARC
(12,19),0.621076 # DEPENDENCYPART_ARC
(12,20),-0.219966 # DEPENDENCYPART_ARC
(12,21),-1.34285 # DEPENDENCYPART_ARC
(12,22),0.714253 # DEPENDENCYPART_ARC
(13,1),-1.20944 # DEPENDENCYPART_ARC
(13,2),-2.229 # DEPENDENCYPART_ARC
(13,3),-1.56094 # DEPENDENCYPART_ARC
(13,4),-1.82728 # DEPENDENCYPART_ARC
(13,5),-1.45304 # DEPENDENCYPART_ARC
(13,6),-0.752071 # DEPENDENCYPART_ARC
(13,7),-1.4637 # DEPENDENCYPART_ARC
(13,8),-1.44943 # DEPENDENCYPART_ARC
(13,9),-1.05825 # DEPENDENCYPART_ARC
(13,10),0.121116 # DEPENDENCYPART_ARC
(13,11),-0.205459 # DEPENDENCYPART_ARC
(13,12),-0.32091 # DEPENDENCYPART_ARC
(13,14),3.82535 # DEPENDENCYPART_ARC
(13,15),0.287645 # DEPENDENCYPART_ARC
(13,16),1.04891 # DEPENDENCYPART_ARC
(13,17),0.30662 # DEPENDENCYPART_ARC
(13,18),0.180463 # DEPENDENCYPART_ARC
(13,19),-0.533437 # DEPENDENCYPART_ARC
(13,20),-0.174606 # DEPENDENCYPART_ARC
(13,21),-1.73728 # DEPENDENCYPART_ARC
(13,22),0.0192999 # DEPENDENCYPART_ARC
(14,1),-1.19615 # DEPENDENCYPART_ARC
(14,2),-2.7834 # DEPENDENCYPART_ARC
(14,3),-2.25956 # DEPENDENCYPART_ARC
(14,4),-2.53565 # DEPENDENCYPART_ARC
(14,5),-1.384 # DEPENDENCYPART_ARC
(14,6),-2.22646 # DEPENDENCYPART_ARC
(14,7),-1.5102 # DEPENDENCYPART_ARC
(14,8),-1.6007 # DEPENDENCYPART_ARC
(14,9),-1.60005 # DEPENDENCYPART_ARC
(14,10),-1.76554 # DEPENDENCYPART_ARC
(14,11),-1.19775 # DEPENDENCYPART_ARC
(14,12),-0.16259 # DEPENDENCYPART_ARC
(14,13),0.56096 # DEPENDENCYPART_ARC
(14,15),0.0536817 # DEPENDENCYPART_ARC
(14,16),4.13132 # DEPENDENCYPART_ARC
(14,17),0.842702 # DEPENDENCYPART_ARC
(14,18),1.40168 # DEPENDENCYPART_ARC
(14,19),1.58287 # DEPENDENCYPART_ARC
(14,20),0.518706 # DEPENDENCYPART_ARC
(14,21),0.0401482 # DEPENDENCYPART_ARC
(14,22),0.878354 # DEPENDENCYPART_ARC
(15,1),-1.6554 # DEPENDENCYPART_ARC
(15,2),-2.06419 # DEPENDENCYPART_ARC
(15,3),-1.65552 # DEPENDENCYPART_ARC
(15,4),-1.93449 # DEPENDENCYPART_ARC
(15,5),-1.59158 # DEPENDENCYPART_ARC
(15,6),-1.0366 # DEPENDENCYPART_ARC
(15,7),-1.81908 # DEPENDENCYPART_ARC
(15,8),-1.43271 # DEPENDENCYPART_ARC
(15,9),-1.09241 # DEPENDENCYPART_ARC
(15,10),-0.510526 # DEPENDENCYPART_ARC
(15,11),-1.0843 # DEPENDENCYPART_ARC
(15,12),-0.430534 # DEPENDENCYPART_ARC
(15,13),0.0300157 # DEPENDENCYPART_ARC
(15,14),0.0434552 # DEPENDENCYPART_ARC
(15,16),1.23781 # DEPENDENCYPART_ARC
(15,17),-0.982261 # DEPENDENCYPART_ARC
(15,18),-0.699936 # DEPENDENCYPART_ARC
(15,19),-0.339252 # DEPENDENCYPART_ARC
(15,20),-0.932901 # DEPENDENCYPART_ARC
(15,21),-2.79753 # DEPENDENCYPART_ARC
(15,22),-0.34605 # DEPENDENCYPART_ARC
(16,1),1.19179 # DEPENDENCYPART_ARC
(16,2),-2.39409 # DEPENDENCYPART_ARC
(16,3),-1.10303 # DEPENDENCYPART_ARC
(16,4),-1.03503 # DEPENDENCYPART_ARC
(16,5),-0.986633 # DEPENDENCYPART_ARC
(16,6),-1.30849 # DEPENDENCYPART_ARC
(16,7),-0.785733 # DEPENDENCYPART_ARC
(16,8),-0.395434 # DEPENDENCYPART_ARC
(16,9),-1.45639 # DEPENDENCYPART_ARC
(16,10),-1.73841 # DEPENDENCYPART_ARC
(16,11),-1.23162 # DEPENDENCYPART_ARC
(16,12),-0.604574 # DEPENDENCYPART_ARC
(16,13),0.175543 # DEPENDENCYPART_ARC
(16,14),0.564191 # DEPENDENCYPART_ARC
(16,15),4.04401 # DEPENDENCYPART_ARC
(16,17),2.8474 # DEPENDENCYPART_ARC
(16,18),2.25378 # DEPENDENCYPART_ARC
(16,19),1.44658 # DEPENDENCYPART_ARC
(16,20),0.718901 # DEPENDENCYPART_ARC
(16,21),1.12987 # DEPENDENCYPART_ARC
(16,22),1.4977 # DEPENDENCYPART_ARC
(17,1),-2.26488 # DEPENDENCYPART_ARC
(17,2),-2.71154 # DEPENDENCYPART_ARC
(17,3),-2.05921 # DEPENDENCYPART_ARC
(17,4),-4.42447 # DEPENDENCYPART_ARC
(17,5),-2.04012 # DEPENDENCYPART_ARC
(17,6),-2.19965 # DEPENDENCYPART_ARC
(17,7),-1.47676 # DEPENDENCYPART_ARC
(17,8),-1.71593 # DEPENDENCYPART_ARC
(17,9),-1.53114 # DEPENDENCYPART_ARC
(17,10),-1.88423 # DEPENDENCYPART_ARC
(17,11),-1.78989 # DEPENDENCYPART_ARC
(17,12),-0.948956 # DEPENDENCYPART_ARC
(17,13),-0.0361967 # DEPENDENCYPART_ARC
(17,14),0.401713 # DEPENDENCYPART_ARC
(17,15),1.17926 # DEPENDENCYPART_ARC
(17,16),0.557551 # DEPENDENCYPART_ARC
(17,18),2.34637 # DEPENDENCYPART_ARC
(17,19),1.37241 # DEPENDENCYPART_ARC
(17,20),0.546688 # DEPENDENCYPART_ARC
(17,21),-0.0521552 # DEPENDENCYPART_ARC
(17,22),0.451197 # DEPENDENCYPART_ARC
(18,1),-0.613909 # DEPENDENCYPART_ARC
(18,2),-0.270495 # DEPENDENCYPART_ARC
(18,3),-0.319853 # DEPENDENCYPART_ARC
(18,4),-0.540464 # DEPENDENCYPART_ARC
(18,5),-0.598991 # DEPENDENCYPART_ARC
(18,6),-0.119739 # DEPENDENCYPART_ARC
(18,7),-0.771765 # DEPENDENCYPART_ARC
(18,8),0.561907 # DEPENDENCYPART_ARC
(18,9),0.0922116 # DEPENDENCYPART_ARC
(18,10),0.342632 # DEPENDENCYPART_ARC
(18,11),-0.552808 # DEPENDENCYPART_ARC
(18,12),0.791072 # DEPENDENCYPART_ARC
(18,13),1.1149 # DEPENDENCYPART_ARC
(18,14),0.805043 # DEPENDENCYPART_ARC
(18,15),2.25454 # DEPENDENCYPART_ARC
(18,16),0.76982 # DEPENDENCYPART_ARC
(18,17),1.69354 # DEPENDENCYPART_ARC
(18,19),1.56814 # DEPENDENCYPART_ARC
(18,20),1.02124 # DEPENDENCYPART_ARC
(18,21),0.874755 # DEPENDENCYPART_ARC
(18,22),1.24308 # DEPENDENCYPART_ARC
(19,1),1.67443 # DEPENDENCYPART_ARC
(19,2),-0.851348 # DEPENDENCYPART_ARC
(19,3),0.457113 # DEPENDENCYPART_ARC
(19,4),-0.362622 # DEPENDENCYPART_ARC
(19,5),-0.0581566 # DEPENDENCYPART_ARC
(19,6),-0.19118 # DEPENDENCYPART_ARC
(19,7),-0.0544414 # DEPENDENCYPART_ARC
(19,8),0.849025 # DEPENDENCYPART_ARC
(19,9),-0.133968 # DEPENDENCYPART_ARC
(19,10),-0.824457 # DEPENDENCYPART_ARC
(19,11),-0.202103 # DEPENDENCYPART_ARC
(19,12),1.23013 # DEPENDENCYPART_ARC
(19,13),0.822576 # DEPENDENCYPART_ARC
(19,14),1.6819 # DEPENDENCYPART_ARC
(19,15),1.98789 # DEPENDENCYPART_ARC
(19,16),0.7021 # DEPENDENCYPART_ARC
(19,17),1.71042 # DEPENDENCYPART_ARC
(19,18),1.27864 # DEPENDENCYPART_ARC
(19,20),3.22913 # DEPENDENCYPART_ARC
(19,21),2.35539 # DEPENDENCYPART_ARC
(19,22),3.60524 # DEPENDENCYPART_ARC
(20,1),-1.32785 # DEPENDENCYPART_ARC
(20,2),-1.68295 # DEPENDENCYPART_ARC
(20,3),-1.43828 # DEPENDENCYPART_ARC
(20,4),-1.13951 # DEPENDENCYPART_ARC
(20,5),-1.23402 # DEPENDENCYPART_ARC
(20,6),-0.185567 # DEPENDENCYPART_ARC
(20,7),-0.798018 # DEPENDENCYPART_ARC
(20,8),-0.976181 # DEPENDENCYPART_ARC
(20,9),-0.996147 # DEPENDENCYPART_ARC
(20,10),-0.2102 # DEPENDENCYPART_ARC
(20,11),-0.853878 # DEPENDENCYPART_ARC
(20,12),-0.274594 # DEPENDENCYPART_ARC
(20,13),0.64975 # DEPENDENCYPART_ARC
(20,14),0.533848 # DEPENDENCYPART_ARC
(20,15),1.29145 # DEPENDENCYPART_ARC
(20,16),-0.0316406 # DEPENDENCYPART_ARC
(20,17),0.841411 # DEPENDENCYPART_ARC
(20,18),0.655809 # DEPENDENCYPART_ARC
(20,19),0.88579 # DEPENDENCYPART_ARC
(20,21),3.91723 # DEPENDENCYPART_ARC
(20,22),2.03457 # DEPENDENCYPART_ARC
(21,1),-2.24964 # DEPENDENCYPART_ARC
(21,2),-2.81296 # DEPENDENCYPART_ARC
(21,3),-1.98284 # DEPENDENCYPART_ARC
(21,4),-3.82265 # DEPENDENCYPART_ARC
(21,5),-1.67853 # DEPENDENCYPART_ARC
(21,6),-2.65699 # DEPENDENCYPART_ARC
(21,7),-2.01042 # DEPENDENCYPART_ARC
(21,8),-1.95533 # DEPENDENCYPART_ARC
(21,9),-1.87296 # DEPENDENCYPART_ARC
(21,10),-2.84449 # DEPENDENCYPART_ARC
(21,11),-2.0655 # DEPENDENCYPART_ARC
(21,12),-1.01499 # DEPENDENCYPART_ARC
(21,13),-0.796371 # DEPENDENCYPART_ARC
(21,14),-0.808487 # DEPENDENCYPART_ARC
(21,15),-0.906386 # DEPENDENCYPART_ARC
(21,16),-0.830527 # DEPENDENCYPART_ARC
(21,17),0.611122 # DEPENDENCYPART_ARC
(21,18),0.726375 # DEPENDENCYPART_ARC
(21,19),0.513875 # DEPENDENCYPART_ARC
(21,20),1.7682 # DEPENDENCYPART_ARC
(21,22),0.122038 # DEPENDENCYPART_ARC
(22,1),-2.49602 # DEPENDENCYPART_ARC
(22,2),-2.03806 # DEPENDENCYPART_ARC
(22,3),-2.33849 # DEPENDENCYPART_ARC
(22,4),-2.31 # DEPENDENCYPART_ARC
(22,5),-2.25001 # DEPENDENCYPART_ARC
(22,6),-1.34596 # DEPENDENCYPART_ARC
(22,7),-2.23779 # DEPENDENCYPART_ARC
(22,8),-1.83526 # DEPENDENCYPART_ARC
(22,9),-1.59736 # DEPENDENCYPART_ARC
(22,10),-1.05259 # DEPENDENCYPART_ARC
(22,11),-1.86542 # DEPENDENCYPART_ARC
(22,12),-1.14027 # DEPENDENCYPART_ARC
(22,13),-1.66651 # DEPENDENCYPART_ARC
(22,14),-2.05493 # DEPENDENCYPART_ARC
(22,15),-0.915726 # DEPENDENCYPART_ARC
(22,16),-1.3904 # DEPENDENCYPART_ARC
(22,17),-1.60798 # DEPENDENCYPART_ARC
(22,18),-1.31603 # DEPENDENCYPART_ARC
(22,19),-0.874465 # DEPENDENCYPART_ARC
(22,20),-1.40259 # DEPENDENCYPART_ARC
(22,21),-1.61421 # DEPENDENCYPART_ARC
