# _root_ `` They 've been laggard , '' he says , `` but they 'll have to become more aggressive . ''
#goldHeads=3,3,9,3,4,3,3,9,0,3,3,3,14,12,14,15,16,19,17,3,3,
#predictedHeads=3,3,9,3,4,9,9,9,0,9,4,3,14,12,14,15,16,19,17,14,14,
(5,20),0.347532 # DEPENDENCYPART_ARC
(5,21),0.417388 # DEPENDENCYPART_ARC
(6,1),-1.31371 # DEPENDENCYPART_ARC
(6,2),-1.53065 # DEPENDENCYPART_ARC
(6,3),-1.48502 # DEPENDENCYPART_ARC
(6,4),-0.991251 # DEPENDENCYPART_ARC
(6,5),-0.623666 # DEPENDENCYPART_ARC
(6,7),0.493452 # DEPENDENCYPART_ARC
(6,8),-0.627759 # DEPENDENCYPART_ARC
(6,9),-0.420495 # DEPENDENCYPART_ARC
(6,10),1.20052 # DEPENDENCYPART_ARC
(6,11),0.258472 # DEPENDENCYPART_ARC
(6,12),-0.777404 # DEPENDENCYPART_ARC
(6,13),-1.47855 # DEPENDENCYPART_ARC
(6,14),-1.41064 # DEPENDENCYPART_ARC
(6,15),-1.43136 # DEPENDENCYPART_ARC
(6,16),-1.65025 # DEPENDENCYPART_ARC
(6,17),-1.56625 # DEPENDENCYPART_ARC
(6,18),-1.98881 # DEPENDENCYPART_ARC
(6,19),-2.37221 # DEPENDENCYPART_ARC
(6,20),-1.38778 # DEPENDENCYPART_ARC
(6,21),-1.4511 # DEPENDENCYPART_ARC
(7,1),-0.154046 # DEPENDENCYPART_ARC
(7,2),-1.51669 # DEPENDENCYPART_ARC
(7,3),-1.50848 # DEPENDENCYPART_ARC
(7,4),-1.04233 # DEPENDENCYPART_ARC
(7,5),-1.0888 # DEPENDENCYPART_ARC
(7,6),0.275134 # DEPENDENCYPART_ARC
(7,8),-0.0256346 # DEPENDENCYPART_ARC
(7,9),-0.0223321 # DEPENDENCYPART_ARC
(7,10),-0.37322 # DEPENDENCYPART_ARC
(7,11),-1.03979 # DEPENDENCYPART_ARC
(7,12),-1.10891 # DEPENDENCYPART_ARC
(7,13),-1.4636 # DEPENDENCYPART_ARC
(7,14),-1.32522 # DEPENDENCYPART_ARC
(7,15),-1.61885 # DEPENDENCYPART_ARC
(7,16),-1.42091 # DEPENDENCYPART_ARC
(7,17),-1.79155 # DEPENDENCYPART_ARC
(7,18),-1.92901 # DEPENDENCYPART_ARC
(7,19),-2.49804 # DEPENDENCYPART_ARC
(7,20),-1.23913 # DEPENDENCYPART_ARC
(7,21),-1.64232 # DEPENDENCYPART_ARC
(8,1),-1.31331 # DEPENDENCYPART_ARC
(8,2),-1.20661 # DEPENDENCYPART_ARC
(8,3),-1.1698 # DEPENDENCYPART_ARC
(8,4),-0.717041 # DEPENDENCYPART_ARC
(8,5),-0.146744 # DEPENDENCYPART_ARC
(8,6),0.879714 # DEPENDENCYPART_ARC
(8,7),0.299315 # DEPENDENCYPART_ARC
(8,9),1.71523 # DEPENDENCYPART_ARC
(8,10),0.523822 # DEPENDENCYPART_ARC
(8,11),-0.544375 # DEPENDENCYPART_ARC
(8,12),-0.0032371 # DEPENDENCYPART_ARC
(8,13),-0.513172 # DEPENDENCYPART_ARC
(8,14),-0.627903 # DEPENDENCYPART_ARC
(8,15),-1.67063 # DEPENDENCYPART_ARC
(8,16),-0.579798 # DEPENDENCYPART_ARC
(8,17),-1.83343 # DEPENDENCYPART_ARC
(8,18),-1.56317 # DEPENDENCYPART_ARC
(8,19),-2.074 # DEPENDENCYPART_ARC
(8,20),-0.845796 # DEPENDENCYPART_ARC
(8,21),-1.02577 # DEPENDENCYPART_ARC
(9,1),1.96529 # DEPENDENCYPART_ARC
(9,2),-0.976988 # DEPENDENCYPART_ARC
(9,3),0.482316 # DEPENDENCYPART_ARC
(9,4),-0.43509 # DEPENDENCYPART_ARC
(9,5),-0.387606 # DEPENDENCYPART_ARC
(9,6),2.66504 # DEPENDENCYPART_ARC
(9,7),2.45333 # DEPENDENCYPART_ARC
(9,8),3.08491 # DEPENDENCYPART_ARC
(9,10),2.87289 # DEPENDENCYPART_ARC
(9,11),1.22949 # DEPENDENCYPART_ARC
(9,12),0.734404 # DEPENDENCYPART_ARC
(9,13),-0.84323 # DEPENDENCYPART_ARC
(9,14),1.44824 # DEPENDENCYPART_ARC
(9,15),0.57627 # DEPENDENCYPART_ARC
(9,16),-1.15463 # DEPENDENCYPART_ARC
(9,17),-0.142373 # DEPENDENCYPART_ARC
(9,18),-1.20632 # DEPENDENCYPART_ARC
(9,19),-0.917534 # DEPENDENCYPART_ARC
(9,20),2.35733 # DEPENDENCYPART_ARC
(9,21),2.16946 # DEPENDENCYPART_ARC
(10,1),-2.30349 # DEPENDENCYPART_ARC
(10,2),-2.70655 # DEPENDENCYPART_ARC
(10,3),-2.56125 # DEPENDENCYPART_ARC
(10,4),-2.00974 # DEPENDENCYPART_ARC
(10,5),-2.26707 # DEPENDENCYPART_ARC
(10,6),-1.00427 # DEPENDENCYPART_ARC
(10,7),-1.65972 # DEPENDENCYPART_ARC
(10,8),-1.40943 # DEPENDENCYPART_ARC
(10,9),-1.18732 # DEPENDENCYPART_ARC
(10,11),0.204466 # DEPENDENCYPART_ARC
(10,12),-0.488153 # DEPENDENCYPART_ARC
(10,13),-1.19542 # DEPENDENCYPART_ARC
(10,14),-1.15671 # DEPENDENCYPART_ARC
(10,15),-1.17537 # DEPENDENCYPART_ARC
(10,16),-1.49223 # DEPENDENCYPART_ARC
(10,17),-1.48533 # DEPENDENCYPART_ARC
(10,18),-1.80002 # DEPENDENCYPART_ARC
(10,19),-2.14591 # DEPENDENCYPART_ARC
(10,20),-1.45172 # DEPENDENCYPART_ARC
(10,21),-1.32158 # DEPENDENCYPART_ARC
(11,1),-1.91685 # DEPENDENCYPART_ARC
(11,2),-2.42274 # DEPENDENCYPART_ARC
(11,3),-2.13148 # DEPENDENCYPART_ARC
(11,4),-1.80207 # DEPENDENCYPART_ARC
(11,5),-1.59245 # DEPENDENCYPART_ARC
(11,6),-1.44506 # DEPENDENCYPART_ARC
(11,7),-1.47904 # DEPENDENCYPART_ARC
(11,8),-1.28859 # DEPENDENCYPART_ARC
(11,9),-1.10768 # DEPENDENCYPART_ARC
(11,10),-0.0863775 # DEPENDENCYPART_ARC
(11,12),-0.97506 # DEPENDENCYPART_ARC
(11,13),-1.1224 # DEPENDENCYPART_ARC
(11,14),-1.39686 # DEPENDENCYPART_ARC
(11,15),-1.56198 # DEPENDENCYPART_ARC
(11,16),-1.7829 # DEPENDENCYPART_ARC
(11,17),-1.8867 # DEPENDENCYPART_ARC
(11,18),-1.84711 # DEPENDENCYPART_ARC
(11,19),-1.78643 # DEPENDENCYPART_ARC
(11,20),-1.42933 # DEPENDENCYPART_ARC
(11,21),-0.693264 # DEPENDENCYPART_ARC
(12,1),-2.53602 # DEPENDENCYPART_ARC
(12,2),-2.32137 # DEPENDENCYPART_ARC
(12,3),-1.93486 # DEPENDENCYPART_ARC
(12,4),-1.94881 # DEPENDENCYPART_ARC
(12,5),-1.74291 # DEPENDENCYPART_ARC
(12,6),-1.90812 # DEPENDENCYPART_ARC
(12,7),-1.91531 # DEPENDENCYPART_ARC
(12,8),-1.47806 # DEPENDENCYPART_ARC
(12,9),-0.88013 # DEPENDENCYPART_ARC
(12,10),-1.30168 # DEPENDENCYPART_ARC
(12,11),-0.562752 # DEPENDENCYPART_ARC
(12,13),1.24011 # DEPENDENCYPART_ARC
(12,14),2.57904 # DEPENDENCYPART_ARC
(12,15),0.836078 # DEPENDENCYPART_ARC
(12,16),-0.231579 # DEPENDENCYPART_ARC
(12,17),0.0550251 # DEPENDENCYPART_ARC
(12,18),-0.504422 # DEPENDENCYPART_ARC
(12,19),0.00666375 # DEPENDENCYPART_ARC
(12,20),0.507793 # DEPENDENCYPART_ARC
(12,21),-0.134786 # DEPENDENCYPART_ARC
(13,1),-3.08701 # DEPENDENCYPART_ARC
(13,2),-3.06357 # DEPENDENCYPART_ARC
(13,3),-2.82481 # DEPENDENCYPART_ARC
(13,4),-2.60776 # DEPENDENCYPART_ARC
(13,5),-2.43546 # DEPENDENCYPART_ARC
(13,6),-1.74251 # DEPENDENCYPART_ARC
(13,7),-2.62793 # DEPENDENCYPART_ARC
(13,8),-2.16952 # DEPENDENCYPART_ARC
(13,9),-2.00612 # DEPENDENCYPART_ARC
(13,10),-0.804304 # DEPENDENCYPART_ARC
(13,11),-1.293 # DEPENDENCYPART_ARC
(13,12),-0.454212 # DEPENDENCYPART_ARC
(13,14),0.853725 # DEPENDENCYPART_ARC
(13,15),-0.240933 # DEPENDENCYPART_ARC
(13,16),0.373347 # DEPENDENCYPART_ARC
(13,17),-0.906318 # DEPENDENCYPART_ARC
(13,18),-0.676994 # DEPENDENCYPART_ARC
(13,19),-1.09058 # DEPENDENCYPART_ARC
(13,20),-0.189107 # DEPENDENCYPART_ARC
(13,21),-0.391035 # DEPENDENCYPART_ARC
(14,1),0.571005 # DEPENDENCYPART_ARC
(14,2),-0.241292 # DEPENDENCYPART_ARC
(14,3),-0.850652 # DEPENDENCYPART_ARC
(14,4),-0.251566 # DEPENDENCYPART_ARC
(14,5),-0.898768 # DEPENDENCYPART_ARC
(14,6),-0.00383279 # DEPENDENCYPART_ARC
(14,7),1.2399 # DEPENDENCYPART_ARC
(14,8),0.666979 # DEPENDENCYPART_ARC
(14,9),-0.100256 # DEPENDENCYPART_ARC
(14,10),0.743004 # DEPENDENCYPART_ARC
(14,11),1.35821 # DEPENDENCYPART_ARC
(14,12),1.29238 # DEPENDENCYPART_ARC
(14,13),3.85888 # DEPENDENCYPART_ARC
(14,15),4.26244 # DEPENDENCYPART_ARC
(14,16),0.940424 # DEPENDENCYPART_ARC
(14,17),1.10127 # DEPENDENCYPART_ARC
(14,18),-0.00798638 # DEPENDENCYPART_ARC
(14,19),-0.384729 # DEPENDENCYPART_ARC
(14,20),3.36903 # DEPENDENCYPART_ARC
(14,21),2.63825 # DEPENDENCYPART_ARC
(15,1),-1.53789 # DEPENDENCYPART_ARC
(15,2),-0.926403 # DEPENDENCYPART_ARC
(15,3),-1.36741 # DEPENDENCYPART_ARC
(15,4),-1.11418 # DEPENDENCYPART_ARC
(15,5),-0.743809 # DEPENDENCYPART_ARC
(15,6),-0.321387 # DEPENDENCYPART_ARC
(15,7),0.0906546 # DEPENDENCYPART_ARC
(15,8),-0.426905 # DEPENDENCYPART_ARC
(15,9),-0.562546 # DEPENDENCYPART_ARC
(15,10),-0.261483 # DEPENDENCYPART_ARC
(15,11),-0.168665 # DEPENDENCYPART_ARC
(15,12),-0.248327 # DEPENDENCYPART_ARC
(15,13),1.52882 # DEPENDENCYPART_ARC
(15,14),0.766126 # DEPENDENCYPART_ARC
(15,16),4.00524 # DEPENDENCYPART_ARC
(15,17),1.91898 # DEPENDENCYPART_ARC
(15,18),0.782181 # DEPENDENCYPART_ARC
(15,19),0.289556 # DEPENDENCYPART_ARC
(15,20),0.818268 # DEPENDENCYPART_ARC
(15,21),0.289949 # DEPENDENCYPART_ARC
(16,1),-1.62605 # DEPENDENCYPART_ARC
(16,2),-1.62854 # DEPENDENCYPART_ARC
(16,3),-1.33327 # DEPENDENCYPART_ARC
(16,4),-1.61156 # DEPENDENCYPART_ARC
(16,5),-1.14128 # DEPENDENCYPART_ARC
(16,6),-0.570989 # DEPENDENCYPART_ARC
(16,7),-1.07098 # DEPENDENCYPART_ARC
(16,8),-0.764968 # DEPENDENCYPART_ARC
(16,9),-0.450444 # DEPENDENCYPART_ARC
(16,10),-0.324254 # DEPENDENCYPART_ARC
(16,11),-0.0969166 # DEPENDENCYPART_ARC
(16,12),-0.049674 # DEPENDENCYPART_ARC
(16,13),0.317749 # DEPENDENCYPART_ARC
(16,14),0.081164 # DEPENDENCYPART_ARC
(16,15),1.16974 # DEPENDENCYPART_ARC
(16,17),3.93602 # DEPENDENCYPART_ARC
(16,18),0.156409 # DEPENDENCYPART_ARC
(16,19),0.134791 # DEPENDENCYPART_ARC
(16,20),0.209507 # DEPENDENCYPART_ARC
(16,21),-0.0131957 # DEPENDENCYPART_ARC
(17,1),-1.74315 # DEPENDENCYPART_ARC
(17,2),-1.28745 # DEPENDENCYPART_ARC
(17,3),-1.19647 # DEPENDENCYPART_ARC
(17,4),-1.173 # DEPENDENCYPART_ARC
(17,5),-1.19687 # DEPENDENCYPART_ARC
(17,6),-0.818221 # DEPENDENCYPART_ARC
(17,7),-0.614039 # DEPENDENCYPART_ARC
(17,8),-0.801358 # DEPENDENCYPART_ARC
(17,9),-0.576454 # DEPENDENCYPART_ARC
(17,10),-0.861644 # DEPENDENCYPART_ARC
(17,11),-0.64226 # DEPENDENCYPART_ARC
(17,12),-0.76879 # DEPENDENCYPART_ARC
(17,13),0.422182 # DEPENDENCYPART_ARC
(17,14),0.00780593 # DEPENDENCYPART_ARC
(17,15),0.640129 # DEPENDENCYPART_ARC
(17,16),1.29833 # DEPENDENCYPART_ARC
(17,18),1.51122 # DEPENDENCYPART_ARC
(17,19),2.57092 # DEPENDENCYPART_ARC
(17,20),0.715733 # DEPENDENCYPART_ARC
(17,21),0.926036 # DEPENDENCYPART_ARC
(18,1),-2.22377 # DEPENDENCYPART_ARC
(18,2),-2.75992 # DEPENDENCYPART_ARC
(18,3),-2.28584 # DEPENDENCYPART_ARC
(18,4),-2.32707 # DEPENDENCYPART_ARC
(18,5),-1.62441 # DEPENDENCYPART_ARC
(18,6),-1.98917 # DEPENDENCYPART_ARC
(18,7),-1.9496 # DEPENDENCYPART_ARC
(18,8),-2.08711 # DEPENDENCYPART_ARC
(18,9),-1.54118 # DEPENDENCYPART_ARC
(18,10),-1.59604 # DEPENDENCYPART_ARC
(18,11),-1.17792 # DEPENDENCYPART_ARC
(18,12),-0.795768 # DEPENDENCYPART_ARC
(18,13),-1.29482 # DEPENDENCYPART_ARC
(18,14),-1.09973 # DEPENDENCYPART_ARC
(18,15),-0.631493 # DEPENDENCYPART_ARC
(18,16),-0.0834947 # DEPENDENCYPART_ARC
(18,17),0.395725 # DEPENDENCYPART_ARC
(18,19),1.47578 # DEPENDENCYPART_ARC
(18,20),0.274162 # DEPENDENCYPART_ARC
(18,21),0.446702 # DEPENDENCYPART_ARC
(19,1),-1.27118 # DEPENDENCYPART_ARC
(19,2),-1.65063 # DEPENDENCYPART_ARC
(19,3),-1.41585 # DEPENDENCYPART_ARC
(19,4),-1.23005 # DEPENDENCYPART_ARC
(19,5),-0.559377 # DEPENDENCYPART_ARC
(19,6),-0.1963 # DEPENDENCYPART_ARC
(19,7),-0.738926 # DEPENDENCYPART_ARC
(19,8),-1.03793 # DEPENDENCYPART_ARC
(19,9),-0.500179 # DEPENDENCYPART_ARC
(19,10),-0.120372 # DEPENDENCYPART_ARC
(19,11),0.0869223 # DEPENDENCYPART_ARC
(19,12),-0.380733 # DEPENDENCYPART_ARC
(19,13),-0.350997 # DEPENDENCYPART_ARC
(19,14),-0.239616 # DEPENDENCYPART_ARC
(19,15),0.467237 # DEPENDENCYPART_ARC
(19,16),1.00671 # DEPENDENCYPART_ARC
(19,17),1.29676 # DEPENDENCYPART_ARC
(19,18),4.01068 # DEPENDENCYPART_ARC
(19,20),0.725856 # DEPENDENCYPART_ARC
(19,21),0.317754 # DEPENDENCYPART_ARC
(20,1),-2.50124 # DEPENDENCYPART_ARC
(20,2),-2.37054 # DEPENDENCYPART_ARC
(20,3),-2.22159 # DEPENDENCYPART_ARC
(20,4),-2.34052 # DEPENDENCYPART_ARC
(20,5),-2.70519 # DEPENDENCYPART_ARC
(20,6),-1.25003 # DEPENDENCYPART_ARC
(20,7),-2.15796 # DEPENDENCYPART_ARC
(20,8),-1.79995 # DEPENDENCYPART_ARC
(20,9),-1.78921 # DEPENDENCYPART_ARC
(20,10),-1.23168 # DEPENDENCYPART_ARC
(20,11),-1.58599 # DEPENDENCYPART_ARC
(20,12),-1.06821 # DEPENDENCYPART_ARC
(20,13),-1.27677 # DEPENDENCYPART_ARC
(20,14),-1.20875 # DEPENDENCYPART_ARC
(20,15),-1.8684 # DEPENDENCYPART_ARC
(20,16),-1.57946 # DEPENDENCYPART_ARC
(20,17),-1.25665 # DEPENDENCYPART_ARC
(20,18),-1.37282 # DEPENDENCYPART_ARC
(20,19),-1.17904 # DEPENDENCYPART_ARC
(20,21),-0.510648 # DEPENDENCYPART_ARC
(21,1),-1.02643 # DEPENDENCYPART_ARC
(21,2),-2.99573 # DEPENDENCYPART_ARC
(21,3),-2.67211 # DEPENDENCYPART_ARC
(21,4),-2.60753 # DEPENDENCYPART_ARC
(21,5),-2.84775 # DEPENDENCYPART_ARC
(21,6),-2.00156 # DEPENDENCYPART_ARC
(21,7),-2.51207 # DEPENDENCYPART_ARC
(21,8),-2.34672 # DEPENDENCYPART_ARC
(21,9),-1.95982 # DEPENDENCYPART_ARC
(21,10),-1.58699 # DEPENDENCYPART_ARC
(21,11),-0.779388 # DEPENDENCYPART_ARC
(21,12),-2.04451 # DEPENDENCYPART_ARC
(21,13),-1.85254 # DEPENDENCYPART_ARC
(21,14),-1.19215 # DEPENDENCYPART_ARC
(21,15),-1.41586 # DEPENDENCYPART_ARC
(21,16),-1.38257 # DEPENDENCYPART_ARC
(21,17),-1.15089 # DEPENDENCYPART_ARC
(21,18),-0.625392 # DEPENDENCYPART_ARC
(21,19),-0.996017 # DEPENDENCYPART_ARC
(21,20),-0.228886 # DEPENDENCYPART_ARC
