# _root_ Boeing has declined to say how many employees are working at its giant Renton , Wash. , plant .
#goldHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
#predictedHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
(6,18),-0.195908 # DEPENDENCYPART_ARC
(6,19),0.53227 # DEPENDENCYPART_ARC
(7,1),-1.21109 # DEPENDENCYPART_ARC
(7,2),-1.53119 # DEPENDENCYPART_ARC
(7,3),-1.25379 # DEPENDENCYPART_ARC
(7,4),-0.600658 # DEPENDENCYPART_ARC
(7,5),-0.241816 # DEPENDENCYPART_ARC
(7,6),1.7174 # DEPENDENCYPART_ARC
(7,8),0.844676 # DEPENDENCYPART_ARC
(7,9),0.540948 # DEPENDENCYPART_ARC
(7,10),-0.148614 # DEPENDENCYPART_ARC
(7,11),-0.387467 # DEPENDENCYPART_ARC
(7,12),-1.3843 # DEPENDENCYPART_ARC
(7,13),-1.12598 # DEPENDENCYPART_ARC
(7,14),-1.38429 # DEPENDENCYPART_ARC
(7,15),-0.531955 # DEPENDENCYPART_ARC
(7,16),-1.4201 # DEPENDENCYPART_ARC
(7,17),-0.3684 # DEPENDENCYPART_ARC
(7,18),-1.42705 # DEPENDENCYPART_ARC
(7,19),-0.346698 # DEPENDENCYPART_ARC
(8,1),-0.525842 # DEPENDENCYPART_ARC
(8,2),-0.58192 # DEPENDENCYPART_ARC
(8,3),0.399277 # DEPENDENCYPART_ARC
(8,4),-0.064586 # DEPENDENCYPART_ARC
(8,5),0.609045 # DEPENDENCYPART_ARC
(8,6),2.66657 # DEPENDENCYPART_ARC
(8,7),3.76298 # DEPENDENCYPART_ARC
(8,9),0.350682 # DEPENDENCYPART_ARC
(8,10),0.20621 # DEPENDENCYPART_ARC
(8,11),0.172512 # DEPENDENCYPART_ARC
(8,12),-1.02754 # DEPENDENCYPART_ARC
(8,13),-0.681702 # DEPENDENCYPART_ARC
(8,14),-0.895065 # DEPENDENCYPART_ARC
(8,15),-0.275991 # DEPENDENCYPART_ARC
(8,16),-1.14954 # DEPENDENCYPART_ARC
(8,17),-0.399788 # DEPENDENCYPART_ARC
(8,18),-1.64917 # DEPENDENCYPART_ARC
(8,19),-0.911351 # DEPENDENCYPART_ARC
(9,1),0.34222 # DEPENDENCYPART_ARC
(9,2),0.390039 # DEPENDENCYPART_ARC
(9,3),0.645502 # DEPENDENCYPART_ARC
(9,4),0.668321 # DEPENDENCYPART_ARC
(9,5),0.206167 # DEPENDENCYPART_ARC
(9,6),2.57703 # DEPENDENCYPART_ARC
(9,7),2.59596 # DEPENDENCYPART_ARC
(9,8),3.26062 # DEPENDENCYPART_ARC
(9,10),3.90902 # DEPENDENCYPART_ARC
(9,11),1.6187 # DEPENDENCYPART_ARC
(9,12),0.046098 # DEPENDENCYPART_ARC
(9,13),0.524011 # DEPENDENCYPART_ARC
(9,14),0.389553 # DEPENDENCYPART_ARC
(9,15),1.13366 # DEPENDENCYPART_ARC
(9,16),-0.411803 # DEPENDENCYPART_ARC
(9,17),0.351012 # DEPENDENCYPART_ARC
(9,18),-1.19116 # DEPENDENCYPART_ARC
(9,19),3.59775 # DEPENDENCYPART_ARC
(10,1),-0.607566 # DEPENDENCYPART_ARC
(10,2),-0.719183 # DEPENDENCYPART_ARC
(10,3),-0.0954225 # DEPENDENCYPART_ARC
(10,4),-0.256822 # DEPENDENCYPART_ARC
(10,5),-0.0260299 # DEPENDENCYPART_ARC
(10,6),2.65626 # DEPENDENCYPART_ARC
(10,7),0.515063 # DEPENDENCYPART_ARC
(10,8),0.82468 # DEPENDENCYPART_ARC
(10,9),1.01463 # DEPENDENCYPART_ARC
(10,11),3.55662 # DEPENDENCYPART_ARC
(10,12),0.571221 # DEPENDENCYPART_ARC
(10,13),0.60069 # DEPENDENCYPART_ARC
(10,14),1.02291 # DEPENDENCYPART_ARC
(10,15),1.0142 # DEPENDENCYPART_ARC
(10,16),-0.211453 # DEPENDENCYPART_ARC
(10,17),1.10456 # DEPENDENCYPART_ARC
(10,18),-0.70475 # DEPENDENCYPART_ARC
(10,19),-0.0265316 # DEPENDENCYPART_ARC
(11,1),-1.25815 # DEPENDENCYPART_ARC
(11,2),-0.945243 # DEPENDENCYPART_ARC
(11,3),-0.836798 # DEPENDENCYPART_ARC
(11,4),-0.689142 # DEPENDENCYPART_ARC
(11,5),-0.592275 # DEPENDENCYPART_ARC
(11,6),0.72201 # DEPENDENCYPART_ARC
(11,7),-0.134794 # DEPENDENCYPART_ARC
(11,8),-0.224249 # DEPENDENCYPART_ARC
(11,9),-0.386228 # DEPENDENCYPART_ARC
(11,10),0.264585 # DEPENDENCYPART_ARC
(11,12),0.847646 # DEPENDENCYPART_ARC
(11,13),1.53914 # DEPENDENCYPART_ARC
(11,14),1.85386 # DEPENDENCYPART_ARC
(11,15),0.727738 # DEPENDENCYPART_ARC
(11,16),0.309309 # DEPENDENCYPART_ARC
(11,17),0.943317 # DEPENDENCYPART_ARC
(11,18),2.01742 # DEPENDENCYPART_ARC
(11,19),-1.08973 # DEPENDENCYPART_ARC
(12,1),-2.9557 # DEPENDENCYPART_ARC
(12,2),-2.88996 # DEPENDENCYPART_ARC
(12,3),-2.77561 # DEPENDENCYPART_ARC
(12,4),-2.72454 # DEPENDENCYPART_ARC
(12,5),-2.61499 # DEPENDENCYPART_ARC
(12,6),-1.70097 # DEPENDENCYPART_ARC
(12,7),-1.99651 # DEPENDENCYPART_ARC
(12,8),-1.96427 # DEPENDENCYPART_ARC
(12,9),-1.96227 # DEPENDENCYPART_ARC
(12,10),-1.50223 # DEPENDENCYPART_ARC
(12,11),-0.733288 # DEPENDENCYPART_ARC
(12,13),0.605325 # DEPENDENCYPART_ARC
(12,14),-0.0772237 # DEPENDENCYPART_ARC
(12,15),-0.0204824 # DEPENDENCYPART_ARC
(12,16),-0.706958 # DEPENDENCYPART_ARC
(12,17),-0.458633 # DEPENDENCYPART_ARC
(12,18),-1.26458 # DEPENDENCYPART_ARC
(12,19),-0.764629 # DEPENDENCYPART_ARC
(13,1),-1.88709 # DEPENDENCYPART_ARC
(13,2),-2.41454 # DEPENDENCYPART_ARC
(13,3),-2.22398 # DEPENDENCYPART_ARC
(13,4),-1.36857 # DEPENDENCYPART_ARC
(13,5),-1.84509 # DEPENDENCYPART_ARC
(13,6),-0.877934 # DEPENDENCYPART_ARC
(13,7),-0.859315 # DEPENDENCYPART_ARC
(13,8),-1.37235 # DEPENDENCYPART_ARC
(13,9),-1.77009 # DEPENDENCYPART_ARC
(13,10),-0.900508 # DEPENDENCYPART_ARC
(13,11),0.198032 # DEPENDENCYPART_ARC
(13,12),1.45888 # DEPENDENCYPART_ARC
(13,14),0.866659 # DEPENDENCYPART_ARC
(13,15),0.628437 # DEPENDENCYPART_ARC
(13,16),0.216932 # DEPENDENCYPART_ARC
(13,17),0.944636 # DEPENDENCYPART_ARC
(13,18),-0.229218 # DEPENDENCYPART_ARC
(13,19),-0.404674 # DEPENDENCYPART_ARC
(14,1),-3.5797 # DEPENDENCYPART_ARC
(14,2),-2.38375 # DEPENDENCYPART_ARC
(14,3),-1.84625 # DEPENDENCYPART_ARC
(14,4),-1.94272 # DEPENDENCYPART_ARC
(14,5),-1.28235 # DEPENDENCYPART_ARC
(14,6),-1.00387 # DEPENDENCYPART_ARC
(14,7),-0.116465 # DEPENDENCYPART_ARC
(14,8),-1.25325 # DEPENDENCYPART_ARC
(14,9),-0.942589 # DEPENDENCYPART_ARC
(14,10),-0.189125 # DEPENDENCYPART_ARC
(14,11),0.0201848 # DEPENDENCYPART_ARC
(14,12),2.65148 # DEPENDENCYPART_ARC
(14,13),3.4856 # DEPENDENCYPART_ARC
(14,15),2.6803 # DEPENDENCYPART_ARC
(14,16),2.27393 # DEPENDENCYPART_ARC
(14,17),2.04976 # DEPENDENCYPART_ARC
(14,18),0.665723 # DEPENDENCYPART_ARC
(14,19),0.537228 # DEPENDENCYPART_ARC
(15,1),-3.0857 # DEPENDENCYPART_ARC
(15,2),-2.50184 # DEPENDENCYPART_ARC
(15,3),-2.01205 # DEPENDENCYPART_ARC
(15,4),-1.79444 # DEPENDENCYPART_ARC
(15,5),-2.23731 # DEPENDENCYPART_ARC
(15,6),-1.35812 # DEPENDENCYPART_ARC
(15,7),-2.08871 # DEPENDENCYPART_ARC
(15,8),-1.9423 # DEPENDENCYPART_ARC
(15,9),-2.06358 # DEPENDENCYPART_ARC
(15,10),-1.63821 # DEPENDENCYPART_ARC
(15,11),-1.5211 # DEPENDENCYPART_ARC
(15,12),-0.64524 # DEPENDENCYPART_ARC
(15,13),-1.38854 # DEPENDENCYPART_ARC
(15,14),-1.09441 # DEPENDENCYPART_ARC
(15,16),-0.319771 # DEPENDENCYPART_ARC
(15,17),0.191326 # DEPENDENCYPART_ARC
(15,18),-1.54353 # DEPENDENCYPART_ARC
(15,19),-1.38249 # DEPENDENCYPART_ARC
(16,1),-4.09936 # DEPENDENCYPART_ARC
(16,2),-1.95573 # DEPENDENCYPART_ARC
(16,3),-1.13059 # DEPENDENCYPART_ARC
(16,4),-1.7399 # DEPENDENCYPART_ARC
(16,5),-1.11549 # DEPENDENCYPART_ARC
(16,6),-0.441081 # DEPENDENCYPART_ARC
(16,7),0.000558837 # DEPENDENCYPART_ARC
(16,8),-1.00552 # DEPENDENCYPART_ARC
(16,9),-0.844898 # DEPENDENCYPART_ARC
(16,10),-0.105971 # DEPENDENCYPART_ARC
(16,11),0.134726 # DEPENDENCYPART_ARC
(16,12),2.03686 # DEPENDENCYPART_ARC
(16,13),2.76515 # DEPENDENCYPART_ARC
(16,14),3.25763 # DEPENDENCYPART_ARC
(16,15),3.56264 # DEPENDENCYPART_ARC
(16,17),3.76724 # DEPENDENCYPART_ARC
(16,18),0.516861 # DEPENDENCYPART_ARC
(16,19),0.467687 # DEPENDENCYPART_ARC
(17,1),-3.53032 # DEPENDENCYPART_ARC
(17,2),-3.00939 # DEPENDENCYPART_ARC
(17,3),-2.45382 # DEPENDENCYPART_ARC
(17,4),-2.1816 # DEPENDENCYPART_ARC
(17,5),-2.73551 # DEPENDENCYPART_ARC
(17,6),-1.89304 # DEPENDENCYPART_ARC
(17,7),-2.53151 # DEPENDENCYPART_ARC
(17,8),-2.51114 # DEPENDENCYPART_ARC
(17,9),-2.64406 # DEPENDENCYPART_ARC
(17,10),-1.84824 # DEPENDENCYPART_ARC
(17,11),-1.85658 # DEPENDENCYPART_ARC
(17,12),-1.48743 # DEPENDENCYPART_ARC
(17,13),-1.84728 # DEPENDENCYPART_ARC
(17,14),-1.96405 # DEPENDENCYPART_ARC
(17,15),-0.628037 # DEPENDENCYPART_ARC
(17,16),-1.34802 # DEPENDENCYPART_ARC
(17,18),-0.842196 # DEPENDENCYPART_ARC
(17,19),-1.50666 # DEPENDENCYPART_ARC
(18,1),-2.94696 # DEPENDENCYPART_ARC
(18,2),-1.07784 # DEPENDENCYPART_ARC
(18,3),-1.0514 # DEPENDENCYPART_ARC
(18,4),-1.75182 # DEPENDENCYPART_ARC
(18,5),-0.786907 # DEPENDENCYPART_ARC
(18,6),0.859495 # DEPENDENCYPART_ARC
(18,7),-0.226145 # DEPENDENCYPART_ARC
(18,8),-0.13099 # DEPENDENCYPART_ARC
(18,9),-0.542186 # DEPENDENCYPART_ARC
(18,10),0.80761 # DEPENDENCYPART_ARC
(18,11),0.309175 # DEPENDENCYPART_ARC
(18,12),3.96002 # DEPENDENCYPART_ARC
(18,13),3.6472 # DEPENDENCYPART_ARC
(18,14),2.37279 # DEPENDENCYPART_ARC
(18,15),2.12578 # DEPENDENCYPART_ARC
(18,16),3.81161 # DEPENDENCYPART_ARC
(18,17),2.28635 # DEPENDENCYPART_ARC
(18,19),0.513985 # DEPENDENCYPART_ARC
(19,1),-2.2341 # DEPENDENCYPART_ARC
(19,2),-2.04191 # DEPENDENCYPART_ARC
(19,3),-1.80585 # DEPENDENCYPART_ARC
(19,4),-2.00036 # DEPENDENCYPART_ARC
(19,5),-1.99545 # DEPENDENCYPART_ARC
(19,6),-1.28058 # DEPENDENCYPART_ARC
(19,7),-1.96895 # DEPENDENCYPART_ARC
(19,8),-1.9221 # DEPENDENCYPART_ARC
(19,9),-1.41326 # DEPENDENCYPART_ARC
(19,10),-0.982239 # DEPENDENCYPART_ARC
(19,11),-1.35075 # DEPENDENCYPART_ARC
(19,12),-0.671173 # DEPENDENCYPART_ARC
(19,13),-1.27365 # DEPENDENCYPART_ARC
(19,14),-1.40741 # DEPENDENCYPART_ARC
(19,15),-0.263826 # DEPENDENCYPART_ARC
(19,16),-0.989693 # DEPENDENCYPART_ARC
(19,17),-0.267545 # DEPENDENCYPART_ARC
(19,18),-1.38124 # DEPENDENCYPART_ARC
