# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,23,23,17,23,17,23,23,15,14,
(3,8),-1.94125 # DEPENDENCYPART_ARC
(3,9),-1.93094 # DEPENDENCYPART_ARC
(3,10),-1.66983 # DEPENDENCYPART_ARC
(3,11),-2.18913 # DEPENDENCYPART_ARC
(3,12),-2.29781 # DEPENDENCYPART_ARC
(3,13),-0.682318 # DEPENDENCYPART_ARC
(3,14),-1.96017 # DEPENDENCYPART_ARC
(3,15),-2.09112 # DEPENDENCYPART_ARC
(3,16),-2.72268 # DEPENDENCYPART_ARC
(3,17),-2.8622 # DEPENDENCYPART_ARC
(3,18),-2.29663 # DEPENDENCYPART_ARC
(3,19),-3.04341 # DEPENDENCYPART_ARC
(3,20),-3.01609 # DEPENDENCYPART_ARC
(3,21),-3.29394 # DEPENDENCYPART_ARC
(3,22),-3.41514 # DEPENDENCYPART_ARC
(3,23),-3.50366 # DEPENDENCYPART_ARC
(3,24),-2.44958 # DEPENDENCYPART_ARC
(4,1),1.1547 # DEPENDENCYPART_ARC
(4,2),0.676915 # DEPENDENCYPART_ARC
(4,3),0.824486 # DEPENDENCYPART_ARC
(4,5),0.958612 # DEPENDENCYPART_ARC
(4,6),0.702718 # DEPENDENCYPART_ARC
(4,7),-0.0584008 # DEPENDENCYPART_ARC
(4,8),-1.22735 # DEPENDENCYPART_ARC
(4,9),-0.613456 # DEPENDENCYPART_ARC
(4,10),0.145042 # DEPENDENCYPART_ARC
(4,11),-0.951271 # DEPENDENCYPART_ARC
(4,12),-1.12165 # DEPENDENCYPART_ARC
(4,13),-0.220802 # DEPENDENCYPART_ARC
(4,14),-0.605403 # DEPENDENCYPART_ARC
(4,15),-0.639937 # DEPENDENCYPART_ARC
(4,16),-2.32742 # DEPENDENCYPART_ARC
(4,17),-1.65912 # DEPENDENCYPART_ARC
(4,18),-1.90881 # DEPENDENCYPART_ARC
(4,19),-1.91266 # DEPENDENCYPART_ARC
(4,20),-1.56533 # DEPENDENCYPART_ARC
(4,21),-1.96991 # DEPENDENCYPART_ARC
(4,22),-2.07567 # DEPENDENCYPART_ARC
(4,23),-2.17417 # DEPENDENCYPART_ARC
(4,24),-0.639599 # DEPENDENCYPART_ARC
(5,1),-0.0236352 # DEPENDENCYPART_ARC
(5,2),-0.35143 # DEPENDENCYPART_ARC
(5,3),0.107978 # DEPENDENCYPART_ARC
(5,4),1.41213 # DEPENDENCYPART_ARC
(5,6),1.57152 # DEPENDENCYPART_ARC
(5,7),0.0277478 # DEPENDENCYPART_ARC
(5,8),-0.776411 # DEPENDENCYPART_ARC
(5,9),-0.412145 # DEPENDENCYPART_ARC
(5,10),0.156933 # DEPENDENCYPART_ARC
(5,11),-0.828592 # DEPENDENCYPART_ARC
(5,12),-0.943992 # DEPENDENCYPART_ARC
(5,13),0.362247 # DEPENDENCYPART_ARC
(5,14),-0.141292 # DEPENDENCYPART_ARC
(5,15),-0.807601 # DEPENDENCYPART_ARC
(5,16),-2.00256 # DEPENDENCYPART_ARC
(5,17),-1.62269 # DEPENDENCYPART_ARC
(5,18),-1.87034 # DEPENDENCYPART_ARC
(5,19),-1.87089 # DEPENDENCYPART_ARC
(5,20),-1.28795 # DEPENDENCYPART_ARC
(5,21),-1.86426 # DEPENDENCYPART_ARC
(5,22),-1.9081 # DEPENDENCYPART_ARC
(5,23),-2.09947 # DEPENDENCYPART_ARC
(5,24),-0.199167 # DEPENDENCYPART_ARC
(6,1),1.38136 # DEPENDENCYPART_ARC
(6,2),0.505623 # DEPENDENCYPART_ARC
(6,3),0.677055 # DEPENDENCYPART_ARC
(6,4),3.55928 # DEPENDENCYPART_ARC
(6,5),4.25738 # DEPENDENCYPART_ARC
(6,7),2.41709 # DEPENDENCYPART_ARC
(6,8),0.319194 # DEPENDENCYPART_ARC
(6,9),0.316184 # DEPENDENCYPART_ARC
(6,10),1.4366 # DEPENDENCYPART_ARC
(6,11),-0.0999474 # DEPENDENCYPART_ARC
(6,12),0.742392 # DEPENDENCYPART_ARC
(6,13),1.66572 # DEPENDENCYPART_ARC
(6,14),0.375597 # DEPENDENCYPART_ARC
(6,15),-0.168259 # DEPENDENCYPART_ARC
(6,16),-0.816975 # DEPENDENCYPART_ARC
(6,17),-0.993046 # DEPENDENCYPART_ARC
(6,18),-2.2932 # DEPENDENCYPART_ARC
(6,19),-1.22829 # DEPENDENCYPART_ARC
(6,20),-1.564 # DEPENDENCYPART_ARC
(6,21),-1.22802 # DEPENDENCYPART_ARC
(6,22),-1.27041 # DEPENDENCYPART_ARC
(6,23),-0.951215 # DEPENDENCYPART_ARC
(6,24),0.991558 # DEPENDENCYPART_ARC
(7,1),-0.974043 # DEPENDENCYPART_ARC
(7,2),-1.15939 # DEPENDENCYPART_ARC
(7,3),-0.373553 # DEPENDENCYPART_ARC
(7,4),-0.114199 # DEPENDENCYPART_ARC
(7,5),-0.226279 # DEPENDENCYPART_ARC
(7,6),-0.0659487 # DEPENDENCYPART_ARC
(7,8),0.63964 # DEPENDENCYPART_ARC
(7,9),3.03587 # DEPENDENCYPART_ARC
(7,10),1.08833 # DEPENDENCYPART_ARC
(7,11),0.767733 # DEPENDENCYPART_ARC
(7,12),2.07416 # DEPENDENCYPART_ARC
(7,13),0.977292 # DEPENDENCYPART_ARC
(7,14),-0.328831 # DEPENDENCYPART_ARC
(7,15),-1.24563 # DEPENDENCYPART_ARC
(7,16),-1.96755 # DEPENDENCYPART_ARC
(7,17),-1.27609 # DEPENDENCYPART_ARC
(7,18),-1.93881 # DEPENDENCYPART_ARC
(7,19),-3.79171 # DEPENDENCYPART_ARC
(7,20),-1.61539 # DEPENDENCYPART_ARC
(7,21),-2.77912 # DEPENDENCYPART_ARC
(7,22),-2.29617 # DEPENDENCYPART_ARC
(7,23),2.36454 # DEPENDENCYPART_ARC
(7,24),-0.672727 # DEPENDENCYPART_ARC
(8,1),-3.17016 # DEPENDENCYPART_ARC
(8,2),-3.01646 # DEPENDENCYPART_ARC
(8,3),-2.64284 # DEPENDENCYPART_ARC
(8,4),-2.4551 # DEPENDENCYPART_ARC
(8,5),-2.11119 # DEPENDENCYPART_ARC
(8,6),-2.4961 # DEPENDENCYPART_ARC
(8,7),-1.17501 # DEPENDENCYPART_ARC
(8,9),-0.824934 # DEPENDENCYPART_ARC
(8,10),-0.702595 # DEPENDENCYPART_ARC
(8,11),-1.39637 # DEPENDENCYPART_ARC
(8,12),-1.50994 # DEPENDENCYPART_ARC
(8,13),-1.31103 # DEPENDENCYPART_ARC
(8,14),-1.08692 # DEPENDENCYPART_ARC
(8,15),-1.86271 # DEPENDENCYPART_ARC
(8,16),-2.63277 # DEPENDENCYPART_ARC
(8,17),-2.64 # DEPENDENCYPART_ARC
(8,18),-1.65727 # DEPENDENCYPART_ARC
(8,19),-2.81122 # DEPENDENCYPART_ARC
(8,20),-3.10611 # DEPENDENCYPART_ARC
(8,21),-2.96538 # DEPENDENCYPART_ARC
(8,22),-3.01271 # DEPENDENCYPART_ARC
(8,23),-3.05693 # DEPENDENCYPART_ARC
(8,24),-3.07887 # DEPENDENCYPART_ARC
(9,1),-0.158654 # DEPENDENCYPART_ARC
(9,2),-2.02048 # DEPENDENCYPART_ARC
(9,3),-0.211184 # DEPENDENCYPART_ARC
(9,4),1.13645 # DEPENDENCYPART_ARC
(9,5),1.1121 # DEPENDENCYPART_ARC
(9,6),-0.162593 # DEPENDENCYPART_ARC
(9,7),0.542113 # DEPENDENCYPART_ARC
(9,8),4.80666 # DEPENDENCYPART_ARC
(9,10),4.06192 # DEPENDENCYPART_ARC
(9,11),0.246715 # DEPENDENCYPART_ARC
(9,12),0.541637 # DEPENDENCYPART_ARC
(9,13),1.57701 # DEPENDENCYPART_ARC
(9,14),0.530672 # DEPENDENCYPART_ARC
(9,15),0.110648 # DEPENDENCYPART_ARC
(9,16),0.356385 # DEPENDENCYPART_ARC
(9,17),-1.44043 # DEPENDENCYPART_ARC
(9,18),0.804524 # DEPENDENCYPART_ARC
(9,19),-2.42467 # DEPENDENCYPART_ARC
(9,20),0.414976 # DEPENDENCYPART_ARC
(9,21),-1.92859 # DEPENDENCYPART_ARC
(9,22),-2.24281 # DEPENDENCYPART_ARC
(9,23),-1.97901 # DEPENDENCYPART_ARC
(9,24),-0.169007 # DEPENDENCYPART_ARC
(10,1),-0.314298 # DEPENDENCYPART_ARC
(10,2),-0.314465 # DEPENDENCYPART_ARC
(10,3),-1.22253 # DEPENDENCYPART_ARC
(10,4),-0.872684 # DEPENDENCYPART_ARC
(10,5),-0.765774 # DEPENDENCYPART_ARC
(10,6),-0.421053 # DEPENDENCYPART_ARC
(10,7),-0.144952 # DEPENDENCYPART_ARC
(10,8),0.161532 # DEPENDENCYPART_ARC
(10,9),0.987743 # DEPENDENCYPART_ARC
(10,11),2.86409 # DEPENDENCYPART_ARC
(10,12),3.82463 # DEPENDENCYPART_ARC
(10,13),1.17346 # DEPENDENCYPART_ARC
(10,14),1.42452 # DEPENDENCYPART_ARC
(10,15),-0.185842 # DEPENDENCYPART_ARC
(10,16),-1.01655 # DEPENDENCYPART_ARC
(10,17),-1.01936 # DEPENDENCYPART_ARC
(10,18),-0.797986 # DEPENDENCYPART_ARC
(10,19),-0.83373 # DEPENDENCYPART_ARC
(10,20),-1.31426 # DEPENDENCYPART_ARC
(10,21),-1.457 # DEPENDENCYPART_ARC
(10,22),-0.949407 # DEPENDENCYPART_ARC
(10,23),-0.465973 # DEPENDENCYPART_ARC
(10,24),0.903822 # DEPENDENCYPART_ARC
(11,1),-4.59373 # DEPENDENCYPART_ARC
(11,2),-5.2034 # DEPENDENCYPART_ARC
(11,3),-3.12699 # DEPENDENCYPART_ARC
(11,4),-2.40793 # DEPENDENCYPART_ARC
(11,5),-2.68594 # DEPENDENCYPART_ARC
(11,6),-3.55523 # DEPENDENCYPART_ARC
(11,7),-3.00744 # DEPENDENCYPART_ARC
(11,8),0.0268172 # DEPENDENCYPART_ARC
(11,9),-1.07971 # DEPENDENCYPART_ARC
(11,10),-1.41934 # DEPENDENCYPART_ARC
(11,12),1.55883 # DEPENDENCYPART_ARC
(11,13),-0.180681 # DEPENDENCYPART_ARC
(11,14),-0.614768 # DEPENDENCYPART_ARC
(11,15),-1.86264 # DEPENDENCYPART_ARC
(11,16),-1.50865 # DEPENDENCYPART_ARC
(11,17),-1.75059 # DEPENDENCYPART_ARC
(11,18),-1.45606 # DEPENDENCYPART_ARC
(11,19),-2.98341 # DEPENDENCYPART_ARC
(11,20),-1.30533 # DEPENDENCYPART_ARC
(11,21),-1.92763 # DEPENDENCYPART_ARC
(11,22),-1.47261 # DEPENDENCYPART_ARC
(11,23),-1.5694 # DEPENDENCYPART_ARC
(11,24),-0.367644 # DEPENDENCYPART_ARC
(12,1),-2.36383 # DEPENDENCYPART_ARC
(12,2),-2.73156 # DEPENDENCYPART_ARC
(12,3),-0.278786 # DEPENDENCYPART_ARC
(12,4),0.561719 # DEPENDENCYPART_ARC
(12,5),0.0539175 # DEPENDENCYPART_ARC
(12,6),-2.05519 # DEPENDENCYPART_ARC
(12,7),-0.884223 # DEPENDENCYPART_ARC
(12,8),2.73045 # DEPENDENCYPART_ARC
(12,9),1.4367 # DEPENDENCYPART_ARC
(12,10),0.334869 # DEPENDENCYPART_ARC
(12,11),4.5815 # DEPENDENCYPART_ARC
(12,13),0.661857 # DEPENDENCYPART_ARC
(12,14),-0.67196 # DEPENDENCYPART_ARC
(12,15),-1.44484 # DEPENDENCYPART_ARC
(12,16),-1.64737 # DEPENDENCYPART_ARC
(12,17),-1.77336 # DEPENDENCYPART_ARC
(12,18),-1.57566 # DEPENDENCYPART_ARC
(12,19),-2.98969 # DEPENDENCYPART_ARC
(12,20),-0.841748 # DEPENDENCYPART_ARC
(12,21),-2.52389 # DEPENDENCYPART_ARC
(12,22),-2.33712 # DEPENDENCYPART_ARC
(12,23),-1.9491 # DEPENDENCYPART_ARC
(12,24),-1.07716 # DEPENDENCYPART_ARC
(13,1),-2.438 # DEPENDENCYPART_ARC
(13,2),-2.4774 # DEPENDENCYPART_ARC
(13,3),-0.493468 # DEPENDENCYPART_ARC
(13,4),-1.76407 # DEPENDENCYPART_ARC
(13,5),-1.67468 # DEPENDENCYPART_ARC
(13,6),-1.45553 # DEPENDENCYPART_ARC
(13,7),-1.17929 # DEPENDENCYPART_ARC
(13,8),-0.938498 # DEPENDENCYPART_ARC
(13,9),-1.52514 # DEPENDENCYPART_ARC
(13,10),-1.1937 # DEPENDENCYPART_ARC
(13,11),-1.28222 # DEPENDENCYPART_ARC
(13,12),-0.723837 # DEPENDENCYPART_ARC
(13,14),-0.535956 # DEPENDENCYPART_ARC
(13,15),-1.73042 # DEPENDENCYPART_ARC
(13,16),-2.14064 # DEPENDENCYPART_ARC
(13,17),-1.97503 # DEPENDENCYPART_ARC
(13,18),-2.13937 # DEPENDENCYPART_ARC
(13,19),-2.57229 # DEPENDENCYPART_ARC
(13,20),-2.66314 # DEPENDENCYPART_ARC
(13,21),-2.83852 # DEPENDENCYPART_ARC
(13,22),-2.92967 # DEPENDENCYPART_ARC
(13,23),-3.05531 # DEPENDENCYPART_ARC
(13,24),-2.1834 # DEPENDENCYPART_ARC
(14,1),0.715921 # DEPENDENCYPART_ARC
(14,2),1.14786 # DEPENDENCYPART_ARC
(14,3),0.436354 # DEPENDENCYPART_ARC
(14,4),0.0638766 # DEPENDENCYPART_ARC
(14,5),-0.0918365 # DEPENDENCYPART_ARC
(14,6),0.706501 # DEPENDENCYPART_ARC
(14,7),-0.366465 # DEPENDENCYPART_ARC
(14,8),-0.539917 # DEPENDENCYPART_ARC
(14,9),0.467395 # DEPENDENCYPART_ARC
(14,10),0.638755 # DEPENDENCYPART_ARC
(14,11),1.15625 # DEPENDENCYPART_ARC
(14,12),1.53016 # DEPENDENCYPART_ARC
(14,13),1.34672 # DEPENDENCYPART_ARC
(14,15),3.90642 # DEPENDENCYPART_ARC
(14,16),0.675402 # DEPENDENCYPART_ARC
(14,17),0.830699 # DEPENDENCYPART_ARC
(14,18),1.02384 # DEPENDENCYPART_ARC
(14,19),-0.164361 # DEPENDENCYPART_ARC
(14,20),0.119115 # DEPENDENCYPART_ARC
(14,21),-0.622062 # DEPENDENCYPART_ARC
(14,22),-0.347348 # DEPENDENCYPART_ARC
(14,23),-0.299743 # DEPENDENCYPART_ARC
(14,24),4.57339 # DEPENDENCYPART_ARC
(15,1),-2.41174 # DEPENDENCYPART_ARC
(15,2),-2.45016 # DEPENDENCYPART_ARC
(15,3),-1.56264 # DEPENDENCYPART_ARC
(15,4),-1.92642 # DEPENDENCYPART_ARC
(15,5),-1.57362 # DEPENDENCYPART_ARC
(15,6),-2.03651 # DEPENDENCYPART_ARC
(15,7),-1.04494 # DEPENDENCYPART_ARC
(15,8),-1.15028 # DEPENDENCYPART_ARC
(15,9),-1.12238 # DEPENDENCYPART_ARC
(15,10),-1.32797 # DEPENDENCYPART_ARC
(15,11),-1.02861 # DEPENDENCYPART_ARC
(15,12),-0.891904 # DEPENDENCYPART_ARC
(15,13),-0.0262973 # DEPENDENCYPART_ARC
(15,14),0.0693582 # DEPENDENCYPART_ARC
(15,16),0.714676 # DEPENDENCYPART_ARC
(15,17),2.45195 # DEPENDENCYPART_ARC
(15,18),0.327213 # DEPENDENCYPART_ARC
(15,19),0.366533 # DEPENDENCYPART_ARC
(15,20),-0.130427 # DEPENDENCYPART_ARC
(15,21),0.555812 # DEPENDENCYPART_ARC
(15,22),0.745213 # DEPENDENCYPART_ARC
(15,23),3.72712 # DEPENDENCYPART_ARC
(15,24),-0.278083 # DEPENDENCYPART_ARC
(16,1),-4.18821 # DEPENDENCYPART_ARC
(16,2),-4.09348 # DEPENDENCYPART_ARC
(16,3),-3.64704 # DEPENDENCYPART_ARC
(16,4),-3.73925 # DEPENDENCYPART_ARC
(16,5),-3.63578 # DEPENDENCYPART_ARC
(16,6),-3.83899 # DEPENDENCYPART_ARC
(16,7),-3.12922 # DEPENDENCYPART_ARC
(16,8),-2.60967 # DEPENDENCYPART_ARC
(16,9),-3.1657 # DEPENDENCYPART_ARC
(16,10),-3.42314 # DEPENDENCYPART_ARC
(16,11),-2.87556 # DEPENDENCYPART_ARC
(16,12),-2.64509 # DEPENDENCYPART_ARC
(16,13),-2.08275 # DEPENDENCYPART_ARC
(16,14),-2.28782 # DEPENDENCYPART_ARC
(16,15),-0.982293 # DEPENDENCYPART_ARC
(16,17),-0.844823 # DEPENDENCYPART_ARC
(16,18),-0.412212 # DEPENDENCYPART_ARC
(16,19),-1.39895 # DEPENDENCYPART_ARC
(16,20),-1.89062 # DEPENDENCYPART_ARC
(16,21),-1.77959 # DEPENDENCYPART_ARC
(16,22),-2.08792 # DEPENDENCYPART_ARC
(16,23),-2.17947 # DEPENDENCYPART_ARC
(16,24),-2.444 # DEPENDENCYPART_ARC
(17,1),-7.66629 # DEPENDENCYPART_ARC
(17,2),-7.55817 # DEPENDENCYPART_ARC
(17,3),-2.59681 # DEPENDENCYPART_ARC
(17,4),-2.30832 # DEPENDENCYPART_ARC
(17,5),-3.16171 # DEPENDENCYPART_ARC
(17,6),-4.98972 # DEPENDENCYPART_ARC
(17,7),-2.90989 # DEPENDENCYPART_ARC
(17,8),-1.35862 # DEPENDENCYPART_ARC
(17,9),-3.98962 # DEPENDENCYPART_ARC
(17,10),-2.7106 # DEPENDENCYPART_ARC
(17,11),-1.90709 # DEPENDENCYPART_ARC
(17,12),-1.75949 # DEPENDENCYPART_ARC
(17,13),-0.654579 # DEPENDENCYPART_ARC
(17,14),-0.664004 # DEPENDENCYPART_ARC
(17,15),0.0193427 # DEPENDENCYPART_ARC
(17,16),3.13175 # DEPENDENCYPART_ARC
(17,18),4.06674 # DEPENDENCYPART_ARC
(17,19),1.46127 # DEPENDENCYPART_ARC
(17,20),4.89763 # DEPENDENCYPART_ARC
(17,21),1.32379 # DEPENDENCYPART_ARC
(17,22),1.3412 # DEPENDENCYPART_ARC
(17,23),0.81038 # DEPENDENCYPART_ARC
(17,24),0.850888 # DEPENDENCYPART_ARC
(18,1),-2.52377 # DEPENDENCYPART_ARC
(18,2),-2.75724 # DEPENDENCYPART_ARC
(18,3),-2.51574 # DEPENDENCYPART_ARC
(18,4),-2.55231 # DEPENDENCYPART_ARC
(18,5),-2.44461 # DEPENDENCYPART_ARC
(18,6),-2.82145 # DEPENDENCYPART_ARC
(18,7),-2.45573 # DEPENDENCYPART_ARC
(18,8),-1.94331 # DEPENDENCYPART_ARC
(18,9),-1.25754 # DEPENDENCYPART_ARC
(18,10),-2.18654 # DEPENDENCYPART_ARC
(18,11),-1.27333 # DEPENDENCYPART_ARC
(18,12),-1.45377 # DEPENDENCYPART_ARC
(18,13),-1.18612 # DEPENDENCYPART_ARC
(18,14),-1.15149 # DEPENDENCYPART_ARC
(18,15),-0.388683 # DEPENDENCYPART_ARC
(18,16),-0.526535 # DEPENDENCYPART_ARC
(18,17),0.301113 # DEPENDENCYPART_ARC
(18,19),4.03376 # DEPENDENCYPART_ARC
(18,20),1.27415 # DEPENDENCYPART_ARC
(18,21),2.58959 # DEPENDENCYPART_ARC
(18,22),2.93426 # DEPENDENCYPART_ARC
(18,23),2.84539 # DEPENDENCYPART_ARC
(18,24),-0.892982 # DEPENDENCYPART_ARC
(19,1),-6.89389 # DEPENDENCYPART_ARC
(19,2),-8.05665 # DEPENDENCYPART_ARC
(19,3),-3.41295 # DEPENDENCYPART_ARC
(19,4),-2.41369 # DEPENDENCYPART_ARC
(19,5),-3.66281 # DEPENDENCYPART_ARC
(19,6),-5.79638 # DEPENDENCYPART_ARC
(19,7),-3.60524 # DEPENDENCYPART_ARC
(19,8),-2.29161 # DEPENDENCYPART_ARC
(19,9),-4.66772 # DEPENDENCYPART_ARC
(19,10),-3.2063 # DEPENDENCYPART_ARC
(19,11),-1.44463 # DEPENDENCYPART_ARC
(19,12),-3.51236 # DEPENDENCYPART_ARC
(19,13),-2.16887 # DEPENDENCYPART_ARC
(19,14),-1.49497 # DEPENDENCYPART_ARC
(19,15),-1.07231 # DEPENDENCYPART_ARC
(19,16),1.9953 # DEPENDENCYPART_ARC
(19,17),1.50643 # DEPENDENCYPART_ARC
(19,18),1.13513 # DEPENDENCYPART_ARC
(19,20),3.73552 # DEPENDENCYPART_ARC
(19,21),0.704246 # DEPENDENCYPART_ARC
(19,22),0.316922 # DEPENDENCYPART_ARC
(19,23),0.148638 # DEPENDENCYPART_ARC
(19,24),-1.13325 # DEPENDENCYPART_ARC
(20,1),-1.65195 # DEPENDENCYPART_ARC
(20,2),-1.53404 # DEPENDENCYPART_ARC
(20,3),-2.97588 # DEPENDENCYPART_ARC
(20,4),-2.14349 # DEPENDENCYPART_ARC
(20,5),-2.04357 # DEPENDENCYPART_ARC
(20,6),-3.24488 # DEPENDENCYPART_ARC
(20,7),-2.69373 # DEPENDENCYPART_ARC
(20,8),-1.46933 # DEPENDENCYPART_ARC
(20,9),-0.938549 # DEPENDENCYPART_ARC
(20,10),-2.25875 # DEPENDENCYPART_ARC
(20,11),-0.555388 # DEPENDENCYPART_ARC
(20,12),-0.517392 # DEPENDENCYPART_ARC
(20,13),-1.29082 # DEPENDENCYPART_ARC
(20,14),-1.05555 # DEPENDENCYPART_ARC
(20,15),-1.21733 # DEPENDENCYPART_ARC
(20,16),0.38052 # DEPENDENCYPART_ARC
(20,17),0.618812 # DEPENDENCYPART_ARC
(20,18),-0.0582153 # DEPENDENCYPART_ARC
(20,19),1.10563 # DEPENDENCYPART_ARC
(20,21),-0.14085 # DEPENDENCYPART_ARC
(20,22),-0.706764 # DEPENDENCYPART_ARC
(20,23),-1.02928 # DEPENDENCYPART_ARC
(20,24),-1.49524 # DEPENDENCYPART_ARC
(21,1),-9.14045 # DEPENDENCYPART_ARC
(21,2),-8.20476 # DEPENDENCYPART_ARC
(21,3),-3.83353 # DEPENDENCYPART_ARC
(21,4),-2.25858 # DEPENDENCYPART_ARC
(21,5),-3.72625 # DEPENDENCYPART_ARC
(21,6),-5.64175 # DEPENDENCYPART_ARC
(21,7),-4.59065 # DEPENDENCYPART_ARC
(21,8),-3.38024 # DEPENDENCYPART_ARC
(21,9),-5.39352 # DEPENDENCYPART_ARC
(21,10),-3.95304 # DEPENDENCYPART_ARC
(21,11),-3.04903 # DEPENDENCYPART_ARC
(21,12),-3.80455 # DEPENDENCYPART_ARC
(21,13),-2.70895 # DEPENDENCYPART_ARC
(21,14),-2.47755 # DEPENDENCYPART_ARC
(21,15),-2.52801 # DEPENDENCYPART_ARC
(21,16),0.505549 # DEPENDENCYPART_ARC
(21,17),1.01631 # DEPENDENCYPART_ARC
(21,18),-1.01792 # DEPENDENCYPART_ARC
(21,19),2.5161 # DEPENDENCYPART_ARC
(21,20),0.0599421 # DEPENDENCYPART_ARC
(21,22),0.947095 # DEPENDENCYPART_ARC
(21,23),0.660012 # DEPENDENCYPART_ARC
(21,24),-0.126525 # DEPENDENCYPART_ARC
(22,1),-8.62613 # DEPENDENCYPART_ARC
(22,2),-7.6137 # DEPENDENCYPART_ARC
(22,3),-3.5514 # DEPENDENCYPART_ARC
