# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(2,10),0.35349 # DEPENDENCYPART_ARC
(2,11),-0.117349 # DEPENDENCYPART_ARC
(2,12),1.11458 # DEPENDENCYPART_ARC
(2,13),1.59763 # DEPENDENCYPART_ARC
(2,14),0.661009 # DEPENDENCYPART_ARC
(2,15),-0.903862 # DEPENDENCYPART_ARC
(2,16),0.175732 # DEPENDENCYPART_ARC
(2,17),0.286898 # DEPENDENCYPART_ARC
(2,18),-1.45128 # DEPENDENCYPART_ARC
(2,19),-1.05629 # DEPENDENCYPART_ARC
(2,20),-0.283907 # DEPENDENCYPART_ARC
(2,21),-0.459113 # DEPENDENCYPART_ARC
(2,22),0.619848 # DEPENDENCYPART_ARC
(2,23),-1.16747 # DEPENDENCYPART_ARC
(2,24),-1.14239 # DEPENDENCYPART_ARC
(2,25),-1.94133 # DEPENDENCYPART_ARC
(2,26),-1.5042 # DEPENDENCYPART_ARC
(2,27),-2.01937 # DEPENDENCYPART_ARC
(2,28),-0.921205 # DEPENDENCYPART_ARC
(2,29),-1.43713 # DEPENDENCYPART_ARC
(2,30),-1.79756 # DEPENDENCYPART_ARC
(2,31),-1.6863 # DEPENDENCYPART_ARC
(2,32),-1.27383 # DEPENDENCYPART_ARC
(2,33),-1.4943 # DEPENDENCYPART_ARC
(2,34),-2.93959 # DEPENDENCYPART_ARC
(2,35),-2.55189 # DEPENDENCYPART_ARC
(2,36),-0.33785 # DEPENDENCYPART_ARC
(2,37),-1.17028 # DEPENDENCYPART_ARC
(3,1),0.108659 # DEPENDENCYPART_ARC
(3,2),0.697954 # DEPENDENCYPART_ARC
(3,4),1.68692 # DEPENDENCYPART_ARC
(3,5),3.7811 # DEPENDENCYPART_ARC
(3,6),0.527567 # DEPENDENCYPART_ARC
(3,7),-0.348396 # DEPENDENCYPART_ARC
(3,8),-0.413532 # DEPENDENCYPART_ARC
(3,9),-0.352096 # DEPENDENCYPART_ARC
(3,10),-1.50269 # DEPENDENCYPART_ARC
(3,11),-0.491015 # DEPENDENCYPART_ARC
(3,12),-0.115084 # DEPENDENCYPART_ARC
(3,13),0.437261 # DEPENDENCYPART_ARC
(3,14),-0.26568 # DEPENDENCYPART_ARC
(3,15),-1.50353 # DEPENDENCYPART_ARC
(3,16),-3.51267 # DEPENDENCYPART_ARC
(3,17),-1.463 # DEPENDENCYPART_ARC
(3,18),-2.96309 # DEPENDENCYPART_ARC
(3,19),-0.934854 # DEPENDENCYPART_ARC
(3,20),-2.48462 # DEPENDENCYPART_ARC
(3,21),-3.39491 # DEPENDENCYPART_ARC
(3,22),-0.559584 # DEPENDENCYPART_ARC
(3,23),-0.573396 # DEPENDENCYPART_ARC
(3,24),-2.26047 # DEPENDENCYPART_ARC
(3,25),-4.62195 # DEPENDENCYPART_ARC
(3,26),-3.40399 # DEPENDENCYPART_ARC
(3,27),-7.97713 # DEPENDENCYPART_ARC
(3,28),-5.32094 # DEPENDENCYPART_ARC
(3,29),-8.68992 # DEPENDENCYPART_ARC
(3,30),-8.01782 # DEPENDENCYPART_ARC
(3,31),-3.32832 # DEPENDENCYPART_ARC
(3,32),-6.16681 # DEPENDENCYPART_ARC
(3,33),-11.2713 # DEPENDENCYPART_ARC
(3,34),-3.80046 # DEPENDENCYPART_ARC
(3,35),-11.1023 # DEPENDENCYPART_ARC
(3,36),1.24302 # DEPENDENCYPART_ARC
(3,37),-1.46209 # DEPENDENCYPART_ARC
(4,1),-1.69123 # DEPENDENCYPART_ARC
(4,2),-1.48838 # DEPENDENCYPART_ARC
(4,3),0.0206419 # DEPENDENCYPART_ARC
(4,5),1.0728 # DEPENDENCYPART_ARC
(4,6),0.275486 # DEPENDENCYPART_ARC
(4,7),-0.867458 # DEPENDENCYPART_ARC
(4,8),-1.11634 # DEPENDENCYPART_ARC
(4,9),-0.736398 # DEPENDENCYPART_ARC
(4,10),-0.980392 # DEPENDENCYPART_ARC
(4,11),-1.01126 # DEPENDENCYPART_ARC
(4,12),-1.0511 # DEPENDENCYPART_ARC
(4,13),-0.893557 # DEPENDENCYPART_ARC
(4,14),-0.937034 # DEPENDENCYPART_ARC
(4,15),-2.3747 # DEPENDENCYPART_ARC
(4,16),-1.60739 # DEPENDENCYPART_ARC
(4,17),-2.15115 # DEPENDENCYPART_ARC
(4,18),-2.10945 # DEPENDENCYPART_ARC
(4,19),-2.25057 # DEPENDENCYPART_ARC
(4,20),-2.47981 # DEPENDENCYPART_ARC
(4,21),-2.53144 # DEPENDENCYPART_ARC
(4,22),-1.90918 # DEPENDENCYPART_ARC
(4,23),-2.36842 # DEPENDENCYPART_ARC
(4,24),-2.94293 # DEPENDENCYPART_ARC
(4,25),-3.57418 # DEPENDENCYPART_ARC
(4,26),-3.78905 # DEPENDENCYPART_ARC
(4,27),-2.94233 # DEPENDENCYPART_ARC
(4,28),-4.46453 # DEPENDENCYPART_ARC
(4,29),-3.75603 # DEPENDENCYPART_ARC
(4,30),-5.69118 # DEPENDENCYPART_ARC
(4,31),-3.79549 # DEPENDENCYPART_ARC
(4,32),-3.49689 # DEPENDENCYPART_ARC
(4,33),-4.04121 # DEPENDENCYPART_ARC
(4,34),-4.44163 # DEPENDENCYPART_ARC
(4,35),-3.93689 # DEPENDENCYPART_ARC
(4,36),-1.48796 # DEPENDENCYPART_ARC
(4,37),-1.50913 # DEPENDENCYPART_ARC
(5,1),-0.295203 # DEPENDENCYPART_ARC
(5,2),-0.0196207 # DEPENDENCYPART_ARC
(5,3),0.830882 # DEPENDENCYPART_ARC
(5,4),4.3347 # DEPENDENCYPART_ARC
(5,6),0.268367 # DEPENDENCYPART_ARC
(5,7),-0.877742 # DEPENDENCYPART_ARC
(5,8),-0.723695 # DEPENDENCYPART_ARC
(5,9),-0.50805 # DEPENDENCYPART_ARC
(5,10),-0.507861 # DEPENDENCYPART_ARC
(5,11),-1.21895 # DEPENDENCYPART_ARC
(5,12),-1.07063 # DEPENDENCYPART_ARC
(5,13),-0.694725 # DEPENDENCYPART_ARC
(5,14),-1.23416 # DEPENDENCYPART_ARC
(5,15),-2.54615 # DEPENDENCYPART_ARC
(5,16),-1.90211 # DEPENDENCYPART_ARC
(5,17),-2.12167 # DEPENDENCYPART_ARC
(5,18),-1.68875 # DEPENDENCYPART_ARC
(5,19),-2.62413 # DEPENDENCYPART_ARC
(5,20),-2.95866 # DEPENDENCYPART_ARC
(5,21),-2.12542 # DEPENDENCYPART_ARC
(5,22),-1.55402 # DEPENDENCYPART_ARC
(5,23),-2.72393 # DEPENDENCYPART_ARC
(5,24),-3.10814 # DEPENDENCYPART_ARC
(5,25),-3.89795 # DEPENDENCYPART_ARC
(5,26),-3.093 # DEPENDENCYPART_ARC
(5,27),-3.90787 # DEPENDENCYPART_ARC
(5,28),-2.43093 # DEPENDENCYPART_ARC
(5,29),-4.40856 # DEPENDENCYPART_ARC
(5,30),-4.15884 # DEPENDENCYPART_ARC
(5,31),-3.9374 # DEPENDENCYPART_ARC
(5,32),-3.3694 # DEPENDENCYPART_ARC
(5,33),-4.75168 # DEPENDENCYPART_ARC
(5,34),-4.66834 # DEPENDENCYPART_ARC
(5,35),-4.87596 # DEPENDENCYPART_ARC
(5,36),0.0545598 # DEPENDENCYPART_ARC
(5,37),-2.8286 # DEPENDENCYPART_ARC
(6,1),1.72292 # DEPENDENCYPART_ARC
(6,2),2.41339 # DEPENDENCYPART_ARC
(6,3),1.36792 # DEPENDENCYPART_ARC
(6,4),1.32151 # DEPENDENCYPART_ARC
(6,5),1.52196 # DEPENDENCYPART_ARC
(6,7),3.86487 # DEPENDENCYPART_ARC
(6,8),2.57806 # DEPENDENCYPART_ARC
(6,9),2.45437 # DEPENDENCYPART_ARC
(6,10),0.433272 # DEPENDENCYPART_ARC
(6,11),1.11434 # DEPENDENCYPART_ARC
(6,12),1.46855 # DEPENDENCYPART_ARC
(6,13),3.13209 # DEPENDENCYPART_ARC
(6,14),2.74946 # DEPENDENCYPART_ARC
(6,15),-0.0716113 # DEPENDENCYPART_ARC
(6,16),0.409447 # DEPENDENCYPART_ARC
(6,17),0.401769 # DEPENDENCYPART_ARC
(6,18),0.561026 # DEPENDENCYPART_ARC
(6,19),0.563568 # DEPENDENCYPART_ARC
(6,20),0.0752682 # DEPENDENCYPART_ARC
(6,21),-0.720109 # DEPENDENCYPART_ARC
(6,22),2.28002 # DEPENDENCYPART_ARC
(6,23),1.27044 # DEPENDENCYPART_ARC
(6,24),-0.207042 # DEPENDENCYPART_ARC
(6,25),-0.686152 # DEPENDENCYPART_ARC
(6,26),-1.11971 # DEPENDENCYPART_ARC
(6,27),-2.13093 # DEPENDENCYPART_ARC
(6,28),-3.18356 # DEPENDENCYPART_ARC
(6,29),-1.81617 # DEPENDENCYPART_ARC
(6,30),-2.30886 # DEPENDENCYPART_ARC
(6,31),-1.32969 # DEPENDENCYPART_ARC
(6,32),-1.1987 # DEPENDENCYPART_ARC
(6,33),-2.33926 # DEPENDENCYPART_ARC
(6,34),-1.79665 # DEPENDENCYPART_ARC
(6,35),-2.74488 # DEPENDENCYPART_ARC
(6,36),6.16569 # DEPENDENCYPART_ARC
(6,37),3.95923 # DEPENDENCYPART_ARC
(7,1),-0.830048 # DEPENDENCYPART_ARC
(7,2),-0.967093 # DEPENDENCYPART_ARC
(7,3),-0.42509 # DEPENDENCYPART_ARC
(7,4),0.18412 # DEPENDENCYPART_ARC
(7,5),-0.155154 # DEPENDENCYPART_ARC
(7,6),0.233998 # DEPENDENCYPART_ARC
(7,8),1.08928 # DEPENDENCYPART_ARC
(7,9),0.246657 # DEPENDENCYPART_ARC
(7,10),0.95917 # DEPENDENCYPART_ARC
(7,11),-0.592287 # DEPENDENCYPART_ARC
(7,12),-0.184356 # DEPENDENCYPART_ARC
(7,13),-0.165843 # DEPENDENCYPART_ARC
(7,14),-0.539196 # DEPENDENCYPART_ARC
(7,15),-1.65636 # DEPENDENCYPART_ARC
(7,16),-1.51675 # DEPENDENCYPART_ARC
(7,17),-1.92625 # DEPENDENCYPART_ARC
(7,18),-1.38178 # DEPENDENCYPART_ARC
(7,19),-0.900568 # DEPENDENCYPART_ARC
(7,20),-1.02587 # DEPENDENCYPART_ARC
(7,21),-2.60519 # DEPENDENCYPART_ARC
(7,22),-0.602828 # DEPENDENCYPART_ARC
(7,23),-1.15839 # DEPENDENCYPART_ARC
(7,24),-2.2218 # DEPENDENCYPART_ARC
(7,25),-1.41273 # DEPENDENCYPART_ARC
(7,26),-2.63534 # DEPENDENCYPART_ARC
(7,27),-3.69907 # DEPENDENCYPART_ARC
(7,28),-2.19709 # DEPENDENCYPART_ARC
(7,29),-3.20754 # DEPENDENCYPART_ARC
(7,30),-2.52716 # DEPENDENCYPART_ARC
(7,31),-3.74319 # DEPENDENCYPART_ARC
(7,32),-2.60852 # DEPENDENCYPART_ARC
(7,33),-3.71374 # DEPENDENCYPART_ARC
(7,34),-3.20325 # DEPENDENCYPART_ARC
(7,35),-4.57089 # DEPENDENCYPART_ARC
(7,36),0.43725 # DEPENDENCYPART_ARC
(7,37),-1.57195 # DEPENDENCYPART_ARC
(8,1),-2.01788 # DEPENDENCYPART_ARC
(8,2),-1.83928 # DEPENDENCYPART_ARC
(8,3),-1.81064 # DEPENDENCYPART_ARC
(8,4),-1.01525 # DEPENDENCYPART_ARC
(8,5),-1.54021 # DEPENDENCYPART_ARC
(8,6),-1.34808 # DEPENDENCYPART_ARC
(8,7),0.196564 # DEPENDENCYPART_ARC
(8,9),0.875875 # DEPENDENCYPART_ARC
(8,10),1.29993 # DEPENDENCYPART_ARC
(8,11),-0.110879 # DEPENDENCYPART_ARC
(8,12),-0.607224 # DEPENDENCYPART_ARC
(8,13),0.26232 # DEPENDENCYPART_ARC
(8,14),0.0818051 # DEPENDENCYPART_ARC
(8,15),-1.31473 # DEPENDENCYPART_ARC
(8,16),-1.92802 # DEPENDENCYPART_ARC
(8,17),-0.987485 # DEPENDENCYPART_ARC
(8,18),-0.77501 # DEPENDENCYPART_ARC
(8,19),-0.161223 # DEPENDENCYPART_ARC
(8,20),-1.09786 # DEPENDENCYPART_ARC
(8,21),-2.35659 # DEPENDENCYPART_ARC
(8,22),-0.028888 # DEPENDENCYPART_ARC
(8,23),-0.528963 # DEPENDENCYPART_ARC
(8,24),-1.92988 # DEPENDENCYPART_ARC
(8,25),-0.413767 # DEPENDENCYPART_ARC
(8,26),-2.28772 # DEPENDENCYPART_ARC
(8,27),-3.79502 # DEPENDENCYPART_ARC
(8,28),-1.28607 # DEPENDENCYPART_ARC
(8,29),-3.01149 # DEPENDENCYPART_ARC
(8,30),-1.5563 # DEPENDENCYPART_ARC
(8,31),-3.07887 # DEPENDENCYPART_ARC
(8,32),-2.44418 # DEPENDENCYPART_ARC
(8,33),-3.49292 # DEPENDENCYPART_ARC
(8,34),-2.71728 # DEPENDENCYPART_ARC
(8,35),-4.74337 # DEPENDENCYPART_ARC
(8,36),1.46398 # DEPENDENCYPART_ARC
(8,37),-1.42804 # DEPENDENCYPART_ARC
(9,1),0.588383 # DEPENDENCYPART_ARC
(9,2),0.38533 # DEPENDENCYPART_ARC
(9,3),0.0791336 # DEPENDENCYPART_ARC
(9,4),0.279369 # DEPENDENCYPART_ARC
(9,5),0.537556 # DEPENDENCYPART_ARC
(9,6),1.01012 # DEPENDENCYPART_ARC
(9,7),1.58109 # DEPENDENCYPART_ARC
(9,8),3.12533 # DEPENDENCYPART_ARC
(9,10),3.36602 # DEPENDENCYPART_ARC
(9,11),1.89104 # DEPENDENCYPART_ARC
(9,12),1.2122 # DEPENDENCYPART_ARC
(9,13),0.977837 # DEPENDENCYPART_ARC
(9,14),0.460318 # DEPENDENCYPART_ARC
(9,15),-0.643042 # DEPENDENCYPART_ARC
(9,16),-0.19221 # DEPENDENCYPART_ARC
(9,17),0.466727 # DEPENDENCYPART_ARC
(9,18),0.379998 # DEPENDENCYPART_ARC
(9,19),0.227263 # DEPENDENCYPART_ARC
(9,20),-1.11751 # DEPENDENCYPART_ARC
(9,21),-0.654733 # DEPENDENCYPART_ARC
(9,22),0.413322 # DEPENDENCYPART_ARC
(9,23),-0.138038 # DEPENDENCYPART_ARC
(9,24),-0.873111 # DEPENDENCYPART_ARC
(9,25),-1.14051 # DEPENDENCYPART_ARC
(9,26),-1.57512 # DEPENDENCYPART_ARC
(9,27),-2.21913 # DEPENDENCYPART_ARC
(9,28),-2.46542 # DEPENDENCYPART_ARC
(9,29),-2.05671 # DEPENDENCYPART_ARC
(9,30),-1.78989 # DEPENDENCYPART_ARC
(9,31),-2.15197 # DEPENDENCYPART_ARC
(9,32),-1.05824 # DEPENDENCYPART_ARC
(9,33),-2.94383 # DEPENDENCYPART_ARC
(9,34),-2.2841 # DEPENDENCYPART_ARC
(9,35),-3.49545 # DEPENDENCYPART_ARC
(9,36),1.11198 # DEPENDENCYPART_ARC
(9,37),-1.35005 # DEPENDENCYPART_ARC
(10,1),-0.816824 # DEPENDENCYPART_ARC
(10,2),-0.915819 # DEPENDENCYPART_ARC
(10,3),-0.25324 # DEPENDENCYPART_ARC
(10,4),-0.352272 # DEPENDENCYPART_ARC
(10,5),-0.493421 # DEPENDENCYPART_ARC
(10,6),-0.526745 # DEPENDENCYPART_ARC
(10,7),-0.113637 # DEPENDENCYPART_ARC
(10,8),0.091004 # DEPENDENCYPART_ARC
(10,9),0.324397 # DEPENDENCYPART_ARC
(10,11),1.55648 # DEPENDENCYPART_ARC
(10,12),3.60159 # DEPENDENCYPART_ARC
(10,13),0.970405 # DEPENDENCYPART_ARC
(10,14),0.643046 # DEPENDENCYPART_ARC
(10,15),-0.559002 # DEPENDENCYPART_ARC
(10,16),0.331791 # DEPENDENCYPART_ARC
(10,17),-0.0869858 # DEPENDENCYPART_ARC
(10,18),-0.00131978 # DEPENDENCYPART_ARC
(10,19),-0.107627 # DEPENDENCYPART_ARC
(10,20),-1.1396 # DEPENDENCYPART_ARC
(10,21),-0.919648 # DEPENDENCYPART_ARC
(10,22),0.178064 # DEPENDENCYPART_ARC
(10,23),-0.740184 # DEPENDENCYPART_ARC
(10,24),-0.9509 # DEPENDENCYPART_ARC
(10,25),-0.235059 # DEPENDENCYPART_ARC
(10,26),-1.85346 # DEPENDENCYPART_ARC
(10,27),-3.78539 # DEPENDENCYPART_ARC
(10,28),-2.41115 # DEPENDENCYPART_ARC
(10,29),-4.02952 # DEPENDENCYPART_ARC
(10,30),-1.72695 # DEPENDENCYPART_ARC
(10,31),-1.16604 # DEPENDENCYPART_ARC
(10,32),-1.99334 # DEPENDENCYPART_ARC
(10,33),-4.99941 # DEPENDENCYPART_ARC
(10,34),-1.92087 # DEPENDENCYPART_ARC
(10,35),-4.97793 # DEPENDENCYPART_ARC
(10,36),-0.405859 # DEPENDENCYPART_ARC
(10,37),0.085762 # DEPENDENCYPART_ARC
(11,1),-0.0922688 # DEPENDENCYPART_ARC
(11,2),-0.444945 # DEPENDENCYPART_ARC
(11,3),-0.6952 # DEPENDENCYPART_ARC
(11,4),-0.299681 # DEPENDENCYPART_ARC
(11,5),-0.128791 # DEPENDENCYPART_ARC
(11,6),-0.187101 # DEPENDENCYPART_ARC
(11,7),-0.0698714 # DEPENDENCYPART_ARC
(11,8),0.988998 # DEPENDENCYPART_ARC
(11,9),0.064341 # DEPENDENCYPART_ARC
(11,10),1.21228 # DEPENDENCYPART_ARC
(11,12),2.05222 # DEPENDENCYPART_ARC
(11,13),0.733923 # DEPENDENCYPART_ARC
(11,14),0.546043 # DEPENDENCYPART_ARC
(11,15),-0.8234 # DEPENDENCYPART_ARC
(11,16),0.227129 # DEPENDENCYPART_ARC
(11,17),0.0761516 # DEPENDENCYPART_ARC
(11,18),0.0403417 # DEPENDENCYPART_ARC
(11,19),-0.361428 # DEPENDENCYPART_ARC
(11,20),-1.13784 # DEPENDENCYPART_ARC
(11,21),-0.729251 # DEPENDENCYPART_ARC
(11,22),-0.103939 # DEPENDENCYPART_ARC
(11,23),-0.416487 # DEPENDENCYPART_ARC
(11,24),-1.189 # DEPENDENCYPART_ARC
(11,25),-1.54894 # DEPENDENCYPART_ARC
(11,26),-1.81422 # DEPENDENCYPART_ARC
(11,27),-2.46291 # DEPENDENCYPART_ARC
(11,28),-2.63476 # DEPENDENCYPART_ARC
(11,29),-2.10284 # DEPENDENCYPART_ARC
(11,30),-2.07527 # DEPENDENCYPART_ARC
(11,31),-2.27422 # DEPENDENCYPART_ARC
(11,32),-0.968878 # DEPENDENCYPART_ARC
(11,33),-2.99446 # DEPENDENCYPART_ARC
(11,34),-2.6598 # DEPENDENCYPART_ARC
(11,35),-3.5054 # DEPENDENCYPART_ARC
(11,36),1.02753 # DEPENDENCYPART_ARC
(11,37),-1.66161 # DEPENDENCYPART_ARC
(12,1),-0.712706 # DEPENDENCYPART_ARC
(12,2),-1.49696 # DEPENDENCYPART_ARC
(12,3),-0.595889 # DEPENDENCYPART_ARC
(12,4),0.0189919 # DEPENDENCYPART_ARC
(12,5),-0.251705 # DEPENDENCYPART_ARC
(12,6),-0.193848 # DEPENDENCYPART_ARC
(12,7),1.13697 # DEPENDENCYPART_ARC
(12,8),1.62469 # DEPENDENCYPART_ARC
(12,9),1.72172 # DEPENDENCYPART_ARC
(12,10),1.47069 # DEPENDENCYPART_ARC
(12,11),3.85853 # DEPENDENCYPART_ARC
(12,13),1.54308 # DEPENDENCYPART_ARC
(12,14),1.05262 # DEPENDENCYPART_ARC
(12,15),-0.0523121 # DEPENDENCYPART_ARC
(12,16),0.249476 # DEPENDENCYPART_ARC
(12,17),0.157447 # DEPENDENCYPART_ARC
(12,18),0.62322 # DEPENDENCYPART_ARC
(12,19),-0.382511 # DEPENDENCYPART_ARC
(12,20),-0.150895 # DEPENDENCYPART_ARC
(12,21),0.313306 # DEPENDENCYPART_ARC
(12,22),0.291442 # DEPENDENCYPART_ARC
(12,23),-0.87467 # DEPENDENCYPART_ARC
(12,24),-0.552907 # DEPENDENCYPART_ARC
(12,25),-1.48502 # DEPENDENCYPART_ARC
(12,26),-1.01416 # DEPENDENCYPART_ARC
(12,27),-1.4942 # DEPENDENCYPART_ARC
(12,28),-0.731047 # DEPENDENCYPART_ARC
(12,29),-1.11093 # DEPENDENCYPART_ARC
(12,30),-1.88231 # DEPENDENCYPART_ARC
(12,31),-1.58005 # DEPENDENCYPART_ARC
(12,32),-1.27005 # DEPENDENCYPART_ARC
(12,33),-1.41359 # DEPENDENCYPART_ARC
(12,34),-1.91468 # DEPENDENCYPART_ARC
(12,35),-2.18468 # DEPENDENCYPART_ARC
(12,36),0.65527 # DEPENDENCYPART_ARC
(12,37),-0.491732 # DEPENDENCYPART_ARC
(13,1),-1.62379 # DEPENDENCYPART_ARC
(13,2),-2.10825 # DEPENDENCYPART_ARC
(13,3),-1.63298 # DEPENDENCYPART_ARC
(13,4),-1.22416 # DEPENDENCYPART_ARC
(13,5),-1.59849 # DEPENDENCYPART_ARC
(13,6),-1.63269 # DEPENDENCYPART_ARC
(13,7),-1.78663 # DEPENDENCYPART_ARC
(13,8),-1.73653 # DEPENDENCYPART_ARC
(13,9),-0.977792 # DEPENDENCYPART_ARC
(13,10),-0.493535 # DEPENDENCYPART_ARC
(13,11),-0.614452 # DEPENDENCYPART_ARC
(13,12),-0.71734 # DEPENDENCYPART_ARC
(13,14),-0.141247 # DEPENDENCYPART_ARC
(13,15),-1.01397 # DEPENDENCYPART_ARC
(13,16),-1.00536 # DEPENDENCYPART_ARC
(13,17),-1.25708 # DEPENDENCYPART_ARC
(13,18),-1.19719 # DEPENDENCYPART_ARC
(13,19),-1.19533 # DEPENDENCYPART_ARC
(13,20),-1.7742 # DEPENDENCYPART_ARC
(13,21),-2.137 # DEPENDENCYPART_ARC
(13,22),0.0695068 # DEPENDENCYPART_ARC
(13,23),-1.40068 # DEPENDENCYPART_ARC
(13,24),-2.03444 # DEPENDENCYPART_ARC
(13,25),-1.80836 # DEPENDENCYPART_ARC
(13,26),-2.40752 # DEPENDENCYPART_ARC
(13,27),-2.75855 # DEPENDENCYPART_ARC
(13,28),-2.46229 # DEPENDENCYPART_ARC
(13,29),-2.67169 # DEPENDENCYPART_ARC
(13,30),-2.26049 # DEPENDENCYPART_ARC
(13,31),-2.76061 # DEPENDENCYPART_ARC
(13,32),-2.60482 # DEPENDENCYPART_ARC
(13,33),-3.08671 # DEPENDENCYPART_ARC
(13,34),-3.00353 # DEPENDENCYPART_ARC
(13,35),-3.62267 # DEPENDENCYPART_ARC
(13,36),-2.46681 # DEPENDENCYPART_ARC
(13,37),-2.29192 # DEPENDENCYPART_ARC
