# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,6,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,25,22,29,27,9,
(2,28),-3.36023 # DEPENDENCYPART_ARC
(2,29),-14.426 # DEPENDENCYPART_ARC
(2,30),-1.04903 # DEPENDENCYPART_ARC
(3,1),1.34512 # DEPENDENCYPART_ARC
(3,2),1.42655 # DEPENDENCYPART_ARC
(3,4),0.337268 # DEPENDENCYPART_ARC
(3,5),-0.294364 # DEPENDENCYPART_ARC
(3,6),-0.862226 # DEPENDENCYPART_ARC
(3,7),-0.704622 # DEPENDENCYPART_ARC
(3,8),-1.23325 # DEPENDENCYPART_ARC
(3,9),-1.0109 # DEPENDENCYPART_ARC
(3,10),-3.16405 # DEPENDENCYPART_ARC
(3,11),-2.09313 # DEPENDENCYPART_ARC
(3,12),-2.22503 # DEPENDENCYPART_ARC
(3,13),-3.22112 # DEPENDENCYPART_ARC
(3,14),-2.36855 # DEPENDENCYPART_ARC
(3,15),-2.41849 # DEPENDENCYPART_ARC
(3,16),-1.88786 # DEPENDENCYPART_ARC
(3,17),-3.59555 # DEPENDENCYPART_ARC
(3,18),-2.68583 # DEPENDENCYPART_ARC
(3,19),-2.40645 # DEPENDENCYPART_ARC
(3,22),-1.90602 # DEPENDENCYPART_ARC
(3,23),-3.61161 # DEPENDENCYPART_ARC
(3,24),-2.70648 # DEPENDENCYPART_ARC
(3,25),-3.88503 # DEPENDENCYPART_ARC
(3,26),-2.88731 # DEPENDENCYPART_ARC
(3,27),-4.07745 # DEPENDENCYPART_ARC
(3,28),-4.38254 # DEPENDENCYPART_ARC
(3,29),-3.41119 # DEPENDENCYPART_ARC
(3,30),-1.94531 # DEPENDENCYPART_ARC
(4,1),0.759337 # DEPENDENCYPART_ARC
(4,2),2.5899 # DEPENDENCYPART_ARC
(4,3),2.53365 # DEPENDENCYPART_ARC
(4,5),3.78599 # DEPENDENCYPART_ARC
(4,6),2.09072 # DEPENDENCYPART_ARC
(4,7),2.6134 # DEPENDENCYPART_ARC
(4,8),0.72237 # DEPENDENCYPART_ARC
(4,9),2.24717 # DEPENDENCYPART_ARC
(4,10),-2.65572 # DEPENDENCYPART_ARC
(4,11),-0.202587 # DEPENDENCYPART_ARC
(4,12),0.0312633 # DEPENDENCYPART_ARC
(4,13),-2.39458 # DEPENDENCYPART_ARC
(4,14),-0.620404 # DEPENDENCYPART_ARC
(4,15),-1.11292 # DEPENDENCYPART_ARC
(4,16),0.0200394 # DEPENDENCYPART_ARC
(4,17),-2.37267 # DEPENDENCYPART_ARC
(4,18),-0.735344 # DEPENDENCYPART_ARC
(4,19),-0.242817 # DEPENDENCYPART_ARC
(4,20),-2.76614 # DEPENDENCYPART_ARC
(4,22),0.949553 # DEPENDENCYPART_ARC
(4,23),-2.13788 # DEPENDENCYPART_ARC
(4,24),-1.01797 # DEPENDENCYPART_ARC
(4,25),-1.60775 # DEPENDENCYPART_ARC
(4,26),-1.20611 # DEPENDENCYPART_ARC
(4,27),-0.854517 # DEPENDENCYPART_ARC
(4,28),-4.54483 # DEPENDENCYPART_ARC
(4,29),-2.42558 # DEPENDENCYPART_ARC
(4,30),0.152372 # DEPENDENCYPART_ARC
(5,1),-0.415783 # DEPENDENCYPART_ARC
(5,2),-0.254742 # DEPENDENCYPART_ARC
(5,3),-0.293055 # DEPENDENCYPART_ARC
(5,4),0.317489 # DEPENDENCYPART_ARC
(5,6),4.258 # DEPENDENCYPART_ARC
(5,7),0.637618 # DEPENDENCYPART_ARC
(5,8),1.6242 # DEPENDENCYPART_ARC
(5,9),-0.733819 # DEPENDENCYPART_ARC
(5,10),-3.20893 # DEPENDENCYPART_ARC
(5,11),-2.85186 # DEPENDENCYPART_ARC
(5,12),-1.40082 # DEPENDENCYPART_ARC
(5,13),-3.75327 # DEPENDENCYPART_ARC
(5,14),-4.84471 # DEPENDENCYPART_ARC
(5,15),-3.67729 # DEPENDENCYPART_ARC
(5,16),-1.55604 # DEPENDENCYPART_ARC
(5,17),-2.98375 # DEPENDENCYPART_ARC
(5,18),-7.56266 # DEPENDENCYPART_ARC
(5,19),-1.97174 # DEPENDENCYPART_ARC
(5,20),-7.377 # DEPENDENCYPART_ARC
(5,21),-6.7814 # DEPENDENCYPART_ARC
(5,22),-2.55821 # DEPENDENCYPART_ARC
(5,23),-2.19425 # DEPENDENCYPART_ARC
(5,24),-5.16211 # DEPENDENCYPART_ARC
(5,25),-5.16456 # DEPENDENCYPART_ARC
(5,26),-5.26623 # DEPENDENCYPART_ARC
(5,27),-4.27071 # DEPENDENCYPART_ARC
(5,28),-4.00552 # DEPENDENCYPART_ARC
(5,29),-12.4303 # DEPENDENCYPART_ARC
(5,30),-1.90652 # DEPENDENCYPART_ARC
(6,1),-0.571648 # DEPENDENCYPART_ARC
(6,2),0.330317 # DEPENDENCYPART_ARC
(6,3),-0.00288589 # DEPENDENCYPART_ARC
(6,4),0.164183 # DEPENDENCYPART_ARC
(6,5),1.30403 # DEPENDENCYPART_ARC
(6,7),3.21579 # DEPENDENCYPART_ARC
(6,8),0.703083 # DEPENDENCYPART_ARC
(6,9),2.10475 # DEPENDENCYPART_ARC
(6,10),-2.93107 # DEPENDENCYPART_ARC
(6,11),-0.6759 # DEPENDENCYPART_ARC
(6,12),0.0814592 # DEPENDENCYPART_ARC
(6,13),-2.79054 # DEPENDENCYPART_ARC
(6,14),-0.920722 # DEPENDENCYPART_ARC
(6,15),-1.04291 # DEPENDENCYPART_ARC
(6,16),-0.343023 # DEPENDENCYPART_ARC
(6,17),-2.81606 # DEPENDENCYPART_ARC
(6,18),-0.895716 # DEPENDENCYPART_ARC
(6,19),-1.16006 # DEPENDENCYPART_ARC
(6,20),-3.7227 # DEPENDENCYPART_ARC
(6,22),0.630851 # DEPENDENCYPART_ARC
(6,23),-3.06324 # DEPENDENCYPART_ARC
(6,24),-1.88744 # DEPENDENCYPART_ARC
(6,25),-2.08601 # DEPENDENCYPART_ARC
(6,26),-1.85477 # DEPENDENCYPART_ARC
(6,27),-1.51948 # DEPENDENCYPART_ARC
(6,28),-4.9286 # DEPENDENCYPART_ARC
(6,29),-2.40622 # DEPENDENCYPART_ARC
(6,30),-0.0036612 # DEPENDENCYPART_ARC
(7,1),-0.65983 # DEPENDENCYPART_ARC
(7,2),-0.831303 # DEPENDENCYPART_ARC
(7,3),-0.869349 # DEPENDENCYPART_ARC
(7,4),-1.14862 # DEPENDENCYPART_ARC
(7,5),0.0507618 # DEPENDENCYPART_ARC
(7,6),0.644164 # DEPENDENCYPART_ARC
(7,8),4.70088 # DEPENDENCYPART_ARC
(7,9),0.215315 # DEPENDENCYPART_ARC
(7,10),-3.00529 # DEPENDENCYPART_ARC
(7,11),-1.4237 # DEPENDENCYPART_ARC
(7,12),-1.43581 # DEPENDENCYPART_ARC
(7,13),-3.71362 # DEPENDENCYPART_ARC
(7,14),-3.8766 # DEPENDENCYPART_ARC
(7,15),-3.31116 # DEPENDENCYPART_ARC
(7,16),-1.53547 # DEPENDENCYPART_ARC
(7,17),-2.97846 # DEPENDENCYPART_ARC
(7,18),-6.59663 # DEPENDENCYPART_ARC
(7,19),-2.04182 # DEPENDENCYPART_ARC
(7,20),-6.63608 # DEPENDENCYPART_ARC
(7,21),-6.22571 # DEPENDENCYPART_ARC
(7,22),-2.6491 # DEPENDENCYPART_ARC
(7,23),-2.13115 # DEPENDENCYPART_ARC
(7,24),-4.67846 # DEPENDENCYPART_ARC
(7,25),-4.90015 # DEPENDENCYPART_ARC
(7,26),-4.90621 # DEPENDENCYPART_ARC
(7,27),-4.09643 # DEPENDENCYPART_ARC
(7,28),-4.04161 # DEPENDENCYPART_ARC
(7,29),-11.4005 # DEPENDENCYPART_ARC
(7,30),-2.02632 # DEPENDENCYPART_ARC
(8,1),-1.05135 # DEPENDENCYPART_ARC
(8,2),-0.416162 # DEPENDENCYPART_ARC
(8,3),-0.552456 # DEPENDENCYPART_ARC
(8,4),-0.607153 # DEPENDENCYPART_ARC
(8,5),-0.154335 # DEPENDENCYPART_ARC
(8,6),0.703857 # DEPENDENCYPART_ARC
(8,7),1.56815 # DEPENDENCYPART_ARC
(8,9),0.331001 # DEPENDENCYPART_ARC
(8,10),-1.68886 # DEPENDENCYPART_ARC
(8,11),-1.48243 # DEPENDENCYPART_ARC
(8,12),-0.839696 # DEPENDENCYPART_ARC
(8,13),-3.27444 # DEPENDENCYPART_ARC
(8,14),-2.04978 # DEPENDENCYPART_ARC
(8,15),-2.23511 # DEPENDENCYPART_ARC
(8,16),-1.47062 # DEPENDENCYPART_ARC
(8,17),-3.11701 # DEPENDENCYPART_ARC
(8,18),-1.95236 # DEPENDENCYPART_ARC
(8,19),-2.23438 # DEPENDENCYPART_ARC
(8,20),-5.12436 # DEPENDENCYPART_ARC
(8,22),-0.570097 # DEPENDENCYPART_ARC
(8,23),-4.02687 # DEPENDENCYPART_ARC
(8,24),-2.93241 # DEPENDENCYPART_ARC
(8,25),-3.13402 # DEPENDENCYPART_ARC
(8,26),-2.93723 # DEPENDENCYPART_ARC
(8,27),-2.40518 # DEPENDENCYPART_ARC
(8,28),-4.06828 # DEPENDENCYPART_ARC
(8,29),-3.76005 # DEPENDENCYPART_ARC
(8,30),-0.739165 # DEPENDENCYPART_ARC
(9,1),-0.0591931 # DEPENDENCYPART_ARC
(9,2),-1.11844 # DEPENDENCYPART_ARC
(9,3),-0.232395 # DEPENDENCYPART_ARC
(9,4),1.78603 # DEPENDENCYPART_ARC
(9,5),-0.536651 # DEPENDENCYPART_ARC
(9,6),1.83438 # DEPENDENCYPART_ARC
(9,7),0.346204 # DEPENDENCYPART_ARC
(9,8),1.39231 # DEPENDENCYPART_ARC
(9,10),-1.71855 # DEPENDENCYPART_ARC
(9,11),3.36639 # DEPENDENCYPART_ARC
(9,12),0.951011 # DEPENDENCYPART_ARC
(9,14),1.0775 # DEPENDENCYPART_ARC
(9,15),-0.426359 # DEPENDENCYPART_ARC
(9,16),0.368949 # DEPENDENCYPART_ARC
(9,17),-2.23679 # DEPENDENCYPART_ARC
(9,18),0.306477 # DEPENDENCYPART_ARC
(9,19),-0.0335492 # DEPENDENCYPART_ARC
(9,20),-1.33769 # DEPENDENCYPART_ARC
(9,21),-0.784475 # DEPENDENCYPART_ARC
(9,22),0.433582 # DEPENDENCYPART_ARC
(9,23),-2.92421 # DEPENDENCYPART_ARC
(9,24),-0.344616 # DEPENDENCYPART_ARC
(9,25),-0.512358 # DEPENDENCYPART_ARC
(9,26),-0.353496 # DEPENDENCYPART_ARC
(9,27),-0.207563 # DEPENDENCYPART_ARC
(9,28),-4.37344 # DEPENDENCYPART_ARC
(9,29),-0.518284 # DEPENDENCYPART_ARC
(9,30),5.08892 # DEPENDENCYPART_ARC
(10,1),-1.55055 # DEPENDENCYPART_ARC
(10,2),-2.8648 # DEPENDENCYPART_ARC
(10,3),-2.5761 # DEPENDENCYPART_ARC
(10,4),-3.44478 # DEPENDENCYPART_ARC
(10,5),-2.90474 # DEPENDENCYPART_ARC
(10,6),-3.05668 # DEPENDENCYPART_ARC
(10,7),-2.27075 # DEPENDENCYPART_ARC
(10,8),-1.81818 # DEPENDENCYPART_ARC
(10,11),2.4855 # DEPENDENCYPART_ARC
(10,12),-0.216821 # DEPENDENCYPART_ARC
(10,13),-0.526216 # DEPENDENCYPART_ARC
(10,14),-1.81479 # DEPENDENCYPART_ARC
(10,15),-3.171 # DEPENDENCYPART_ARC
(10,17),-1.29245 # DEPENDENCYPART_ARC
(10,18),-3.36538 # DEPENDENCYPART_ARC
(10,20),-3.48307 # DEPENDENCYPART_ARC
(10,23),-3.65807 # DEPENDENCYPART_ARC
(10,24),-2.71067 # DEPENDENCYPART_ARC
(10,25),-4.37703 # DEPENDENCYPART_ARC
(10,26),-2.70029 # DEPENDENCYPART_ARC
(10,27),-5.24343 # DEPENDENCYPART_ARC
(10,28),-4.17116 # DEPENDENCYPART_ARC
(10,29),-4.78854 # DEPENDENCYPART_ARC
(11,1),-1.31343 # DEPENDENCYPART_ARC
(11,2),-0.831301 # DEPENDENCYPART_ARC
(11,3),-1.64425 # DEPENDENCYPART_ARC
(11,4),-1.2837 # DEPENDENCYPART_ARC
(11,5),-1.18782 # DEPENDENCYPART_ARC
(11,6),-0.702102 # DEPENDENCYPART_ARC
(11,7),-0.73852 # DEPENDENCYPART_ARC
(11,8),0.186406 # DEPENDENCYPART_ARC
(11,9),0.219366 # DEPENDENCYPART_ARC
(11,10),4.78498 # DEPENDENCYPART_ARC
(11,12),2.59731 # DEPENDENCYPART_ARC
(11,13),-1.05492 # DEPENDENCYPART_ARC
(11,14),1.14678 # DEPENDENCYPART_ARC
(11,15),0.228694 # DEPENDENCYPART_ARC
(11,16),0.701333 # DEPENDENCYPART_ARC
(11,17),-1.4523 # DEPENDENCYPART_ARC
(11,18),0.882504 # DEPENDENCYPART_ARC
(11,19),0.0442915 # DEPENDENCYPART_ARC
(11,20),-2.52053 # DEPENDENCYPART_ARC
(11,22),2.78334 # DEPENDENCYPART_ARC
(11,23),-1.86898 # DEPENDENCYPART_ARC
(11,24),-0.959428 # DEPENDENCYPART_ARC
(11,25),-0.951458 # DEPENDENCYPART_ARC
(11,26),-1.00637 # DEPENDENCYPART_ARC
(11,27),-0.15656 # DEPENDENCYPART_ARC
(11,28),-2.83198 # DEPENDENCYPART_ARC
(11,29),-1.39937 # DEPENDENCYPART_ARC
(11,30),1.22309 # DEPENDENCYPART_ARC
(12,1),-2.11572 # DEPENDENCYPART_ARC
(12,2),-2.81801 # DEPENDENCYPART_ARC
(12,3),-1.565 # DEPENDENCYPART_ARC
(12,4),-2.60486 # DEPENDENCYPART_ARC
(12,5),-2.52176 # DEPENDENCYPART_ARC
(12,6),-2.21378 # DEPENDENCYPART_ARC
(12,7),-2.01896 # DEPENDENCYPART_ARC
(12,8),-1.44007 # DEPENDENCYPART_ARC
(12,9),-0.00699415 # DEPENDENCYPART_ARC
(12,10),0.607194 # DEPENDENCYPART_ARC
(12,11),-0.0292927 # DEPENDENCYPART_ARC
(12,13),-0.196826 # DEPENDENCYPART_ARC
(12,14),4.38891 # DEPENDENCYPART_ARC
(12,15),-0.031249 # DEPENDENCYPART_ARC
(12,16),0.156138 # DEPENDENCYPART_ARC
(12,17),-1.39572 # DEPENDENCYPART_ARC
(12,18),-0.482909 # DEPENDENCYPART_ARC
(12,19),-1.01043 # DEPENDENCYPART_ARC
(12,20),-2.70017 # DEPENDENCYPART_ARC
(12,21),-2.87159 # DEPENDENCYPART_ARC
(12,22),-1.45139 # DEPENDENCYPART_ARC
(12,23),-2.04198 # DEPENDENCYPART_ARC
(12,24),-2.17068 # DEPENDENCYPART_ARC
(12,25),-3.00978 # DEPENDENCYPART_ARC
(12,26),-2.2158 # DEPENDENCYPART_ARC
(12,27),-2.11795 # DEPENDENCYPART_ARC
(12,28),-3.33933 # DEPENDENCYPART_ARC
(12,29),-5.39885 # DEPENDENCYPART_ARC
(12,30),-1.96371 # DEPENDENCYPART_ARC
(13,1),0.279702 # DEPENDENCYPART_ARC
(13,2),-1.6174 # DEPENDENCYPART_ARC
(13,3),-1.46198 # DEPENDENCYPART_ARC
(13,4),-2.62035 # DEPENDENCYPART_ARC
(13,5),-1.96177 # DEPENDENCYPART_ARC
(13,6),-2.35601 # DEPENDENCYPART_ARC
(13,7),-1.61879 # DEPENDENCYPART_ARC
(13,8),-1.84868 # DEPENDENCYPART_ARC
(13,11),-0.543909 # DEPENDENCYPART_ARC
(13,12),1.21463 # DEPENDENCYPART_ARC
(13,14),1.44493 # DEPENDENCYPART_ARC
(13,15),-0.306752 # DEPENDENCYPART_ARC
(13,23),-4.22225 # DEPENDENCYPART_ARC
(13,25),-4.59691 # DEPENDENCYPART_ARC
(13,27),-4.7051 # DEPENDENCYPART_ARC
(14,1),-2.28957 # DEPENDENCYPART_ARC
(14,2),-1.2921 # DEPENDENCYPART_ARC
(14,3),-2.74035 # DEPENDENCYPART_ARC
(14,4),-2.45604 # DEPENDENCYPART_ARC
(14,5),-1.27443 # DEPENDENCYPART_ARC
(14,6),-2.04014 # DEPENDENCYPART_ARC
(14,7),-0.930494 # DEPENDENCYPART_ARC
(14,8),-1.48598 # DEPENDENCYPART_ARC
(14,9),-2.17541 # DEPENDENCYPART_ARC
(14,10),1.36784 # DEPENDENCYPART_ARC
(14,11),-0.98293 # DEPENDENCYPART_ARC
(14,12),1.2691 # DEPENDENCYPART_ARC
(14,13),4.12581 # DEPENDENCYPART_ARC
(14,15),3.7802 # DEPENDENCYPART_ARC
(14,16),0.776871 # DEPENDENCYPART_ARC
(14,17),-0.740479 # DEPENDENCYPART_ARC
(14,18),1.23612 # DEPENDENCYPART_ARC
(14,19),0.000713629 # DEPENDENCYPART_ARC
(14,20),-1.96201 # DEPENDENCYPART_ARC
(14,22),2.63162 # DEPENDENCYPART_ARC
(14,23),-1.55493 # DEPENDENCYPART_ARC
(14,24),-0.728856 # DEPENDENCYPART_ARC
(14,25),-1.5629 # DEPENDENCYPART_ARC
(14,26),-0.939128 # DEPENDENCYPART_ARC
(14,27),-0.929431 # DEPENDENCYPART_ARC
(14,28),-3.08833 # DEPENDENCYPART_ARC
(14,29),-1.37407 # DEPENDENCYPART_ARC
(14,30),1.06467 # DEPENDENCYPART_ARC
(15,1),-3.60048 # DEPENDENCYPART_ARC
(15,2),-2.5238 # DEPENDENCYPART_ARC
(15,3),-1.9226 # DEPENDENCYPART_ARC
(15,4),-3.77768 # DEPENDENCYPART_ARC
(15,5),-1.99407 # DEPENDENCYPART_ARC
(15,6),-3.47189 # DEPENDENCYPART_ARC
(15,7),-1.73357 # DEPENDENCYPART_ARC
(15,8),-2.20791 # DEPENDENCYPART_ARC
(15,9),-2.7298 # DEPENDENCYPART_ARC
(15,10),-0.559935 # DEPENDENCYPART_ARC
(15,11),-1.28869 # DEPENDENCYPART_ARC
(15,12),0.432063 # DEPENDENCYPART_ARC
(15,13),0.397999 # DEPENDENCYPART_ARC
(15,14),0.281658 # DEPENDENCYPART_ARC
(15,16),-0.220859 # DEPENDENCYPART_ARC
(15,17),-1.39739 # DEPENDENCYPART_ARC
(15,18),-0.185154 # DEPENDENCYPART_ARC
(15,19),-0.87171 # DEPENDENCYPART_ARC
(15,20),-3.03523 # DEPENDENCYPART_ARC
(15,22),0.224269 # DEPENDENCYPART_ARC
(15,23),-3.109 # DEPENDENCYPART_ARC
(15,24),-1.21782 # DEPENDENCYPART_ARC
(15,25),-2.24796 # DEPENDENCYPART_ARC
(15,26),-1.51603 # DEPENDENCYPART_ARC
(15,27),-2.39577 # DEPENDENCYPART_ARC
(15,28),-3.45572 # DEPENDENCYPART_ARC
(15,29),-1.81969 # DEPENDENCYPART_ARC
(15,30),-1.69689 # DEPENDENCYPART_ARC
(16,4),-3.0011 # DEPENDENCYPART_ARC
(16,6),-2.78403 # DEPENDENCYPART_ARC
(16,8),-2.6507 # DEPENDENCYPART_ARC
(16,11),-2.32625 # DEPENDENCYPART_ARC
(16,14),-1.35426 # DEPENDENCYPART_ARC
(16,15),0.111952 # DEPENDENCYPART_ARC
(16,19),-0.522374 # DEPENDENCYPART_ARC
(17,1),-2.5439 # DEPENDENCYPART_ARC
(17,2),-3.46265 # DEPENDENCYPART_ARC
(17,3),-2.85831 # DEPENDENCYPART_ARC
(17,4),-4.00609 # DEPENDENCYPART_ARC
(17,5),-3.74985 # DEPENDENCYPART_ARC
(17,6),-3.85409 # DEPENDENCYPART_ARC
(17,7),-3.35589 # DEPENDENCYPART_ARC
(17,8),-3.22359 # DEPENDENCYPART_ARC
(17,10),-2.25682 # DEPENDENCYPART_ARC
(17,11),-2.66035 # DEPENDENCYPART_ARC
(17,12),-1.81299 # DEPENDENCYPART_ARC
(17,13),-0.85275 # DEPENDENCYPART_ARC
(17,14),-1.94673 # DEPENDENCYPART_ARC
(17,15),-0.714812 # DEPENDENCYPART_ARC
(17,18),-0.984812 # DEPENDENCYPART_ARC
(17,20),-2.62486 # DEPENDENCYPART_ARC
(17,23),-4.15072 # DEPENDENCYPART_ARC
(17,24),-2.9468 # DEPENDENCYPART_ARC
(17,25),-4.57935 # DEPENDENCYPART_ARC
(17,26),-2.99322 # DEPENDENCYPART_ARC
(17,27),-4.59629 # DEPENDENCYPART_ARC
(17,28),-4.19497 # DEPENDENCYPART_ARC
(17,29),-4.79055 # DEPENDENCYPART_ARC
(18,1),-2.56119 # DEPENDENCYPART_ARC
(18,2),-1.69214 # DEPENDENCYPART_ARC
(18,3),-3.04893 # DEPENDENCYPART_ARC
(18,4),-2.08338 # DEPENDENCYPART_ARC
(18,5),-1.75266 # DEPENDENCYPART_ARC
(18,6),-1.39938 # DEPENDENCYPART_ARC
(18,7),-1.49648 # DEPENDENCYPART_ARC
(18,8),-1.13589 # DEPENDENCYPART_ARC
(18,9),-1.28727 # DEPENDENCYPART_ARC
(18,10),-0.919695 # DEPENDENCYPART_ARC
(18,11),-1.50432 # DEPENDENCYPART_ARC
(18,12),-0.0676076 # DEPENDENCYPART_ARC
(18,13),1.13942 # DEPENDENCYPART_ARC
(18,14),-0.957244 # DEPENDENCYPART_ARC
(18,15),-1.0062 # DEPENDENCYPART_ARC
(18,16),1.32737 # DEPENDENCYPART_ARC
(18,17),3.991 # DEPENDENCYPART_ARC
(18,19),0.382915 # DEPENDENCYPART_ARC
(18,20),0.541738 # DEPENDENCYPART_ARC
(18,22),3.18553 # DEPENDENCYPART_ARC
(18,23),-1.02887 # DEPENDENCYPART_ARC
(18,24),-0.0340248 # DEPENDENCYPART_ARC
(18,25),-1.35999 # DEPENDENCYPART_ARC
(18,26),-0.232687 # DEPENDENCYPART_ARC
(18,27),-0.291101 # DEPENDENCYPART_ARC
(18,28),-2.11485 # DEPENDENCYPART_ARC
(18,29),-0.64493 # DEPENDENCYPART_ARC
(18,30),2.05986 # DEPENDENCYPART_ARC
(19,4),-3.31935 # DEPENDENCYPART_ARC
(19,6),-3.28931 # DEPENDENCYPART_ARC
(19,8),-3.15471 # DEPENDENCYPART_ARC
(19,11),-2.8697 # DEPENDENCYPART_ARC
(19,14),-2.5717 # DEPENDENCYPART_ARC
(19,15),-1.65312 # DEPENDENCYPART_ARC
(19,16),-0.659304 # DEPENDENCYPART_ARC
(20,2),-2.43318 # DEPENDENCYPART_ARC
(20,4),-3.97712 # DEPENDENCYPART_ARC
(20,5),-2.38184 # DEPENDENCYPART_ARC
(20,6),-3.91868 # DEPENDENCYPART_ARC
(20,7),-2.2989 # DEPENDENCYPART_ARC
(20,8),-3.84012 # DEPENDENCYPART_ARC
(20,9),-2.07937 # DEPENDENCYPART_ARC
(20,10),-4.51884 # DEPENDENCYPART_ARC
(20,11),-3.52587 # DEPENDENCYPART_ARC
(20,12),-1.59959 # DEPENDENCYPART_ARC
(20,13),-4.0634 # DEPENDENCYPART_ARC
(20,14),-3.38781 # DEPENDENCYPART_ARC
(20,15),-3.05702 # DEPENDENCYPART_ARC
