# _root_ De_fet , la noia presentava fractura de pelvis , turmell i cama i va ser atesa a un centre hospitalari .
#goldHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
#predictedHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
(1,18),-1.57876 # DEPENDENCYPART_ARC
(1,19),-1.77522 # DEPENDENCYPART_ARC
(1,20),-1.32964 # DEPENDENCYPART_ARC
(1,21),0.78938 # DEPENDENCYPART_ARC
(2,1),-0.915494 # DEPENDENCYPART_ARC
(2,3),-1.09144 # DEPENDENCYPART_ARC
(2,4),-1.08534 # DEPENDENCYPART_ARC
(2,5),-1.11427 # DEPENDENCYPART_ARC
(2,6),-1.96628 # DEPENDENCYPART_ARC
(2,7),-2.20603 # DEPENDENCYPART_ARC
(2,8),-2.22608 # DEPENDENCYPART_ARC
(2,9),-1.87443 # DEPENDENCYPART_ARC
(2,10),-2.45223 # DEPENDENCYPART_ARC
(2,11),-1.22637 # DEPENDENCYPART_ARC
(2,12),-2.27278 # DEPENDENCYPART_ARC
(2,13),-1.26646 # DEPENDENCYPART_ARC
(2,14),-1.74689 # DEPENDENCYPART_ARC
(2,15),-1.83023 # DEPENDENCYPART_ARC
(2,16),-1.93036 # DEPENDENCYPART_ARC
(2,17),-2.22993 # DEPENDENCYPART_ARC
(2,18),-2.7317 # DEPENDENCYPART_ARC
(2,19),-2.35122 # DEPENDENCYPART_ARC
(2,20),-2.28209 # DEPENDENCYPART_ARC
(2,21),-2.24147 # DEPENDENCYPART_ARC
(3,1),-0.819346 # DEPENDENCYPART_ARC
(3,2),-0.0233232 # DEPENDENCYPART_ARC
(3,4),0.761821 # DEPENDENCYPART_ARC
(3,5),-1.33691 # DEPENDENCYPART_ARC
(3,6),-1.39978 # DEPENDENCYPART_ARC
(3,7),-1.00551 # DEPENDENCYPART_ARC
(3,8),-3.22117 # DEPENDENCYPART_ARC
(3,9),-3.16734 # DEPENDENCYPART_ARC
(3,10),-3.91229 # DEPENDENCYPART_ARC
(3,11),-3.32024 # DEPENDENCYPART_ARC
(3,12),-3.35241 # DEPENDENCYPART_ARC
(3,13),-3.46822 # DEPENDENCYPART_ARC
(3,14),-3.66455 # DEPENDENCYPART_ARC
(3,15),-3.30528 # DEPENDENCYPART_ARC
(3,16),-3.33618 # DEPENDENCYPART_ARC
(3,17),-5.17125 # DEPENDENCYPART_ARC
(3,18),-4.36046 # DEPENDENCYPART_ARC
(3,19),-4.83127 # DEPENDENCYPART_ARC
(3,20),-4.71485 # DEPENDENCYPART_ARC
(3,21),-3.84336 # DEPENDENCYPART_ARC
(4,1),-0.269315 # DEPENDENCYPART_ARC
(4,2),0.716835 # DEPENDENCYPART_ARC
(4,3),5.00133 # DEPENDENCYPART_ARC
(4,5),1.04395 # DEPENDENCYPART_ARC
(4,6),-0.321896 # DEPENDENCYPART_ARC
(4,7),0.476697 # DEPENDENCYPART_ARC
(4,8),-1.11572 # DEPENDENCYPART_ARC
(4,9),-0.494268 # DEPENDENCYPART_ARC
(4,10),-0.749933 # DEPENDENCYPART_ARC
(4,11),0.253264 # DEPENDENCYPART_ARC
(4,12),-0.0787905 # DEPENDENCYPART_ARC
(4,13),-1.05749 # DEPENDENCYPART_ARC
(4,14),-3.23014 # DEPENDENCYPART_ARC
(4,15),-2.62985 # DEPENDENCYPART_ARC
(4,16),-3.14779 # DEPENDENCYPART_ARC
(4,17),-3.25928 # DEPENDENCYPART_ARC
(4,18),-3.31662 # DEPENDENCYPART_ARC
(4,19),-2.06536 # DEPENDENCYPART_ARC
(4,20),-2.5377 # DEPENDENCYPART_ARC
(4,21),0.659582 # DEPENDENCYPART_ARC
(5,1),2.88926 # DEPENDENCYPART_ARC
(5,2),1.65678 # DEPENDENCYPART_ARC
(5,3),1.70106 # DEPENDENCYPART_ARC
(5,4),3.245 # DEPENDENCYPART_ARC
(5,6),4.85843 # DEPENDENCYPART_ARC
(5,7),2.20413 # DEPENDENCYPART_ARC
(5,8),1.41224 # DEPENDENCYPART_ARC
(5,9),1.54709 # DEPENDENCYPART_ARC
(5,10),1.33683 # DEPENDENCYPART_ARC
(5,11),2.21228 # DEPENDENCYPART_ARC
(5,12),0.406916 # DEPENDENCYPART_ARC
(5,13),3.09111 # DEPENDENCYPART_ARC
(5,14),1.34924 # DEPENDENCYPART_ARC
(5,15),1.55408 # DEPENDENCYPART_ARC
(5,16),1.70063 # DEPENDENCYPART_ARC
(5,17),0.548734 # DEPENDENCYPART_ARC
(5,18),-2.07429 # DEPENDENCYPART_ARC
(5,19),-1.22789 # DEPENDENCYPART_ARC
(5,20),-0.287084 # DEPENDENCYPART_ARC
(5,21),6.32457 # DEPENDENCYPART_ARC
(6,1),-1.18353 # DEPENDENCYPART_ARC
(6,2),-1.04794 # DEPENDENCYPART_ARC
(6,3),0.580649 # DEPENDENCYPART_ARC
(6,4),-0.366296 # DEPENDENCYPART_ARC
(6,5),0.197618 # DEPENDENCYPART_ARC
(6,7),3.16125 # DEPENDENCYPART_ARC
(6,8),0.54583 # DEPENDENCYPART_ARC
(6,9),1.20755 # DEPENDENCYPART_ARC
(6,10),1.10322 # DEPENDENCYPART_ARC
(6,11),2.05416 # DEPENDENCYPART_ARC
(6,12),1.71617 # DEPENDENCYPART_ARC
(6,13),0.344176 # DEPENDENCYPART_ARC
(6,14),-0.837552 # DEPENDENCYPART_ARC
(6,15),-0.677252 # DEPENDENCYPART_ARC
(6,16),-0.830643 # DEPENDENCYPART_ARC
(6,17),-2.02902 # DEPENDENCYPART_ARC
(6,18),-2.58054 # DEPENDENCYPART_ARC
(6,19),-1.66786 # DEPENDENCYPART_ARC
(6,20),-2.11285 # DEPENDENCYPART_ARC
(6,21),0.460941 # DEPENDENCYPART_ARC
(7,1),-1.2019 # DEPENDENCYPART_ARC
(7,2),-1.00098 # DEPENDENCYPART_ARC
(7,3),0.00351437 # DEPENDENCYPART_ARC
(7,4),-0.750547 # DEPENDENCYPART_ARC
(7,5),1.01285 # DEPENDENCYPART_ARC
(7,6),0.904013 # DEPENDENCYPART_ARC
(7,8),5.01231 # DEPENDENCYPART_ARC
(7,9),0.575417 # DEPENDENCYPART_ARC
(7,10),0.479412 # DEPENDENCYPART_ARC
(7,11),0.427025 # DEPENDENCYPART_ARC
(7,12),-2.05089 # DEPENDENCYPART_ARC
(7,13),-0.130918 # DEPENDENCYPART_ARC
(7,14),-2.13025 # DEPENDENCYPART_ARC
(7,15),-1.86752 # DEPENDENCYPART_ARC
(7,16),-2.90832 # DEPENDENCYPART_ARC
(7,17),-3.0544 # DEPENDENCYPART_ARC
(7,18),-3.0583 # DEPENDENCYPART_ARC
(7,19),-6.35 # DEPENDENCYPART_ARC
(7,20),-3.51302 # DEPENDENCYPART_ARC
(7,21),-0.0545582 # DEPENDENCYPART_ARC
(8,1),-2.09736 # DEPENDENCYPART_ARC
(8,2),-1.80684 # DEPENDENCYPART_ARC
(8,3),-0.444502 # DEPENDENCYPART_ARC
(8,4),-2.1991 # DEPENDENCYPART_ARC
(8,5),-0.24946 # DEPENDENCYPART_ARC
(8,6),-0.679085 # DEPENDENCYPART_ARC
(8,7),0.231155 # DEPENDENCYPART_ARC
(8,9),1.75357 # DEPENDENCYPART_ARC
(8,10),1.83522 # DEPENDENCYPART_ARC
(8,11),3.18704 # DEPENDENCYPART_ARC
(8,12),2.81161 # DEPENDENCYPART_ARC
(8,13),0.399081 # DEPENDENCYPART_ARC
(8,14),-0.821789 # DEPENDENCYPART_ARC
(8,15),-1.05399 # DEPENDENCYPART_ARC
(8,16),-1.36454 # DEPENDENCYPART_ARC
(8,17),-2.25837 # DEPENDENCYPART_ARC
(8,18),-2.51084 # DEPENDENCYPART_ARC
(8,19),-1.97712 # DEPENDENCYPART_ARC
(8,20),-1.56035 # DEPENDENCYPART_ARC
(8,21),0.445642 # DEPENDENCYPART_ARC
(9,1),-3.14094 # DEPENDENCYPART_ARC
(9,2),-2.2791 # DEPENDENCYPART_ARC
(9,3),-3.0911 # DEPENDENCYPART_ARC
(9,4),-3.23982 # DEPENDENCYPART_ARC
(9,5),-2.62642 # DEPENDENCYPART_ARC
(9,6),-2.51146 # DEPENDENCYPART_ARC
(9,7),-1.39781 # DEPENDENCYPART_ARC
(9,8),-1.34722 # DEPENDENCYPART_ARC
(9,10),-1.16325 # DEPENDENCYPART_ARC
(9,11),-1.50666 # DEPENDENCYPART_ARC
(9,12),-1.98501 # DEPENDENCYPART_ARC
(9,13),-1.32624 # DEPENDENCYPART_ARC
(9,14),-1.70416 # DEPENDENCYPART_ARC
(9,15),-2.03647 # DEPENDENCYPART_ARC
(9,16),-2.1845 # DEPENDENCYPART_ARC
(9,17),-2.57352 # DEPENDENCYPART_ARC
(9,18),-3.14167 # DEPENDENCYPART_ARC
(9,19),-2.79252 # DEPENDENCYPART_ARC
(9,20),-2.68456 # DEPENDENCYPART_ARC
(9,21),-2.27327 # DEPENDENCYPART_ARC
(10,1),-1.72964 # DEPENDENCYPART_ARC
(10,2),-1.56781 # DEPENDENCYPART_ARC
(10,3),-2.25141 # DEPENDENCYPART_ARC
(10,4),-1.60932 # DEPENDENCYPART_ARC
(10,5),-1.08919 # DEPENDENCYPART_ARC
(10,6),-0.612069 # DEPENDENCYPART_ARC
(10,7),0.305841 # DEPENDENCYPART_ARC
(10,8),0.887728 # DEPENDENCYPART_ARC
(10,9),1.27697 # DEPENDENCYPART_ARC
(10,11),2.4825 # DEPENDENCYPART_ARC
(10,12),2.12461 # DEPENDENCYPART_ARC
(10,13),0.340338 # DEPENDENCYPART_ARC
(10,14),0.247031 # DEPENDENCYPART_ARC
(10,15),-0.306868 # DEPENDENCYPART_ARC
(10,16),-0.831819 # DEPENDENCYPART_ARC
(10,17),-1.60509 # DEPENDENCYPART_ARC
(10,18),-1.54946 # DEPENDENCYPART_ARC
(10,19),-1.5823 # DEPENDENCYPART_ARC
(10,20),0.280885 # DEPENDENCYPART_ARC
(10,21),1.29393 # DEPENDENCYPART_ARC
(11,1),-3.15425 # DEPENDENCYPART_ARC
(11,2),-3.1523 # DEPENDENCYPART_ARC
(11,3),-3.49604 # DEPENDENCYPART_ARC
(11,4),-3.57728 # DEPENDENCYPART_ARC
(11,5),-3.18048 # DEPENDENCYPART_ARC
(11,6),-3.17498 # DEPENDENCYPART_ARC
(11,7),-1.96219 # DEPENDENCYPART_ARC
(11,8),-2.6959 # DEPENDENCYPART_ARC
(11,9),-1.40068 # DEPENDENCYPART_ARC
(11,10),-1.37085 # DEPENDENCYPART_ARC
(11,12),-0.0636475 # DEPENDENCYPART_ARC
(11,13),-0.962255 # DEPENDENCYPART_ARC
(11,14),-1.32084 # DEPENDENCYPART_ARC
(11,15),-2.23522 # DEPENDENCYPART_ARC
(11,16),-2.37124 # DEPENDENCYPART_ARC
(11,17),-2.89631 # DEPENDENCYPART_ARC
(11,18),-4.03712 # DEPENDENCYPART_ARC
(11,19),-3.85527 # DEPENDENCYPART_ARC
(11,20),-3.26403 # DEPENDENCYPART_ARC
(11,21),-2.12603 # DEPENDENCYPART_ARC
(12,1),-2.02549 # DEPENDENCYPART_ARC
(12,2),-1.86885 # DEPENDENCYPART_ARC
(12,3),-2.45363 # DEPENDENCYPART_ARC
(12,4),-1.31897 # DEPENDENCYPART_ARC
(12,5),-0.762959 # DEPENDENCYPART_ARC
(12,6),-0.68209 # DEPENDENCYPART_ARC
(12,7),-0.655089 # DEPENDENCYPART_ARC
(12,8),0.308091 # DEPENDENCYPART_ARC
(12,9),-0.544401 # DEPENDENCYPART_ARC
(12,10),0.197599 # DEPENDENCYPART_ARC
(12,11),1.53154 # DEPENDENCYPART_ARC
(12,13),0.377887 # DEPENDENCYPART_ARC
(12,14),-0.141689 # DEPENDENCYPART_ARC
(12,15),-0.970833 # DEPENDENCYPART_ARC
(12,16),-1.15671 # DEPENDENCYPART_ARC
(12,17),-1.60599 # DEPENDENCYPART_ARC
(12,18),-2.60401 # DEPENDENCYPART_ARC
(12,19),-1.54524 # DEPENDENCYPART_ARC
(12,20),-1.9439 # DEPENDENCYPART_ARC
(12,21),0.0860573 # DEPENDENCYPART_ARC
(13,1),-3.66632 # DEPENDENCYPART_ARC
(13,2),-3.97986 # DEPENDENCYPART_ARC
(13,3),-3.91757 # DEPENDENCYPART_ARC
(13,4),-4.10478 # DEPENDENCYPART_ARC
(13,5),-3.68237 # DEPENDENCYPART_ARC
(13,6),-3.69445 # DEPENDENCYPART_ARC
(13,7),-2.76677 # DEPENDENCYPART_ARC
(13,8),-3.50968 # DEPENDENCYPART_ARC
(13,9),-2.94942 # DEPENDENCYPART_ARC
(13,10),-3.02467 # DEPENDENCYPART_ARC
(13,11),-1.89957 # DEPENDENCYPART_ARC
(13,12),-1.83955 # DEPENDENCYPART_ARC
(13,14),-0.530363 # DEPENDENCYPART_ARC
(13,15),-1.91959 # DEPENDENCYPART_ARC
(13,16),-2.10188 # DEPENDENCYPART_ARC
(13,17),-2.69878 # DEPENDENCYPART_ARC
(13,18),-4.04576 # DEPENDENCYPART_ARC
(13,19),-3.56161 # DEPENDENCYPART_ARC
(13,20),-3.43071 # DEPENDENCYPART_ARC
(13,21),-2.48446 # DEPENDENCYPART_ARC
(14,1),-2.42481 # DEPENDENCYPART_ARC
(14,2),-5.22267 # DEPENDENCYPART_ARC
(14,3),-4.18987 # DEPENDENCYPART_ARC
(14,4),-2.67225 # DEPENDENCYPART_ARC
(14,5),-4.61233 # DEPENDENCYPART_ARC
(14,6),-2.74072 # DEPENDENCYPART_ARC
(14,7),-4.93497 # DEPENDENCYPART_ARC
(14,8),-2.93636 # DEPENDENCYPART_ARC
(14,9),-3.20512 # DEPENDENCYPART_ARC
(14,10),-2.50044 # DEPENDENCYPART_ARC
(14,11),-3.34441 # DEPENDENCYPART_ARC
(14,12),-1.59669 # DEPENDENCYPART_ARC
(14,13),-1.66839 # DEPENDENCYPART_ARC
(14,15),-0.166125 # DEPENDENCYPART_ARC
(14,16),-0.376445 # DEPENDENCYPART_ARC
(14,17),0.328709 # DEPENDENCYPART_ARC
(14,18),-4.52795 # DEPENDENCYPART_ARC
(14,19),-1.24039 # DEPENDENCYPART_ARC
(14,20),-1.71514 # DEPENDENCYPART_ARC
(14,21),0.0612384 # DEPENDENCYPART_ARC
(15,1),-0.295589 # DEPENDENCYPART_ARC
(15,2),-4.10837 # DEPENDENCYPART_ARC
(15,3),-0.792549 # DEPENDENCYPART_ARC
(15,4),-1.30902 # DEPENDENCYPART_ARC
(15,5),-2.77362 # DEPENDENCYPART_ARC
(15,6),-1.62697 # DEPENDENCYPART_ARC
(15,7),-3.51509 # DEPENDENCYPART_ARC
(15,8),-1.57296 # DEPENDENCYPART_ARC
(15,9),-2.6642 # DEPENDENCYPART_ARC
(15,10),-1.08841 # DEPENDENCYPART_ARC
(15,11),-1.69461 # DEPENDENCYPART_ARC
(15,12),-0.100527 # DEPENDENCYPART_ARC
(15,13),-0.202734 # DEPENDENCYPART_ARC
(15,14),4.262 # DEPENDENCYPART_ARC
(15,16),1.72913 # DEPENDENCYPART_ARC
(15,17),0.988936 # DEPENDENCYPART_ARC
(15,18),-2.86814 # DEPENDENCYPART_ARC
(15,19),0.194265 # DEPENDENCYPART_ARC
(15,20),-0.830828 # DEPENDENCYPART_ARC
(15,21),2.33212 # DEPENDENCYPART_ARC
(16,1),1.80616 # DEPENDENCYPART_ARC
(16,2),-2.91816 # DEPENDENCYPART_ARC
(16,3),-0.0629646 # DEPENDENCYPART_ARC
(16,4),1.73365 # DEPENDENCYPART_ARC
(16,5),1.37456 # DEPENDENCYPART_ARC
(16,6),1.31337 # DEPENDENCYPART_ARC
(16,7),-1.83974 # DEPENDENCYPART_ARC
(16,8),0.642278 # DEPENDENCYPART_ARC
(16,9),-0.582827 # DEPENDENCYPART_ARC
(16,10),1.11501 # DEPENDENCYPART_ARC
(16,11),0.631941 # DEPENDENCYPART_ARC
(16,12),2.34336 # DEPENDENCYPART_ARC
(16,13),1.4932 # DEPENDENCYPART_ARC
(16,14),7.33893 # DEPENDENCYPART_ARC
(16,15),5.74988 # DEPENDENCYPART_ARC
(16,17),4.36412 # DEPENDENCYPART_ARC
(16,18),-0.846296 # DEPENDENCYPART_ARC
(16,19),2.19973 # DEPENDENCYPART_ARC
(16,20),1.20896 # DEPENDENCYPART_ARC
(16,21),3.55398 # DEPENDENCYPART_ARC
(17,1),-2.57954 # DEPENDENCYPART_ARC
(17,2),-3.74214 # DEPENDENCYPART_ARC
(17,3),-2.50846 # DEPENDENCYPART_ARC
(17,4),-3.0096 # DEPENDENCYPART_ARC
(17,5),-1.2754 # DEPENDENCYPART_ARC
(17,6),-2.91248 # DEPENDENCYPART_ARC
(17,7),-2.82831 # DEPENDENCYPART_ARC
(17,8),-2.63358 # DEPENDENCYPART_ARC
(17,9),-2.9089 # DEPENDENCYPART_ARC
(17,10),-2.45811 # DEPENDENCYPART_ARC
(17,11),-1.49456 # DEPENDENCYPART_ARC
(17,12),-2.15796 # DEPENDENCYPART_ARC
(17,13),-1.26303 # DEPENDENCYPART_ARC
(17,14),-1.159 # DEPENDENCYPART_ARC
(17,15),-0.853683 # DEPENDENCYPART_ARC
(17,16),-0.39801 # DEPENDENCYPART_ARC
(17,18),0.276022 # DEPENDENCYPART_ARC
(17,19),4.7025 # DEPENDENCYPART_ARC
(17,20),0.348614 # DEPENDENCYPART_ARC
(17,21),0.183897 # DEPENDENCYPART_ARC
(18,1),-2.37747 # DEPENDENCYPART_ARC
(18,2),-1.83972 # DEPENDENCYPART_ARC
(18,3),-3.54406 # DEPENDENCYPART_ARC
(18,4),-3.22937 # DEPENDENCYPART_ARC
(18,5),-3.52243 # DEPENDENCYPART_ARC
(18,6),-2.95402 # DEPENDENCYPART_ARC
(18,7),-1.94063 # DEPENDENCYPART_ARC
(18,8),-2.61366 # DEPENDENCYPART_ARC
(18,9),-1.72494 # DEPENDENCYPART_ARC
(18,10),-2.46759 # DEPENDENCYPART_ARC
(18,11),-1.7868 # DEPENDENCYPART_ARC
(18,12),-2.57184 # DEPENDENCYPART_ARC
(18,13),-1.71023 # DEPENDENCYPART_ARC
(18,14),-2.35798 # DEPENDENCYPART_ARC
(18,15),-1.92844 # DEPENDENCYPART_ARC
(18,16),-1.8538 # DEPENDENCYPART_ARC
(18,17),0.61446 # DEPENDENCYPART_ARC
(18,19),1.86057 # DEPENDENCYPART_ARC
(18,20),0.0450227 # DEPENDENCYPART_ARC
(18,21),-1.11202 # DEPENDENCYPART_ARC
(19,1),-2.85087 # DEPENDENCYPART_ARC
(19,2),-2.02445 # DEPENDENCYPART_ARC
(19,3),-4.15459 # DEPENDENCYPART_ARC
(19,4),-2.50701 # DEPENDENCYPART_ARC
(19,5),-1.8497 # DEPENDENCYPART_ARC
(19,6),-2.18587 # DEPENDENCYPART_ARC
(19,7),-1.40851 # DEPENDENCYPART_ARC
(19,8),-1.88236 # DEPENDENCYPART_ARC
(19,9),-1.16381 # DEPENDENCYPART_ARC
(19,10),-2.0012 # DEPENDENCYPART_ARC
(19,11),-0.863188 # DEPENDENCYPART_ARC
(19,12),-1.88659 # DEPENDENCYPART_ARC
(19,13),-0.596854 # DEPENDENCYPART_ARC
(19,14),-1.50049 # DEPENDENCYPART_ARC
(19,15),-1.70295 # DEPENDENCYPART_ARC
(19,16),-1.83204 # DEPENDENCYPART_ARC
(19,17),1.42352 # DEPENDENCYPART_ARC
(19,18),4.37112 # DEPENDENCYPART_ARC
(19,20),4.30866 # DEPENDENCYPART_ARC
(19,21),0.975888 # DEPENDENCYPART_ARC
(20,1),-3.25878 # DEPENDENCYPART_ARC
(20,2),-4.3546 # DEPENDENCYPART_ARC
(20,3),-2.24044 # DEPENDENCYPART_ARC
(20,4),-3.10169 # DEPENDENCYPART_ARC
(20,5),-1.93839 # DEPENDENCYPART_ARC
(20,6),-3.02113 # DEPENDENCYPART_ARC
(20,7),-1.80569 # DEPENDENCYPART_ARC
(20,8),-2.94638 # DEPENDENCYPART_ARC
(20,9),-2.90331 # DEPENDENCYPART_ARC
(20,10),-2.53646 # DEPENDENCYPART_ARC
(20,11),-1.72679 # DEPENDENCYPART_ARC
(20,12),-2.43381 # DEPENDENCYPART_ARC
(20,13),-1.67305 # DEPENDENCYPART_ARC
(20,14),-2.4307 # DEPENDENCYPART_ARC
(20,15),-2.34724 # DEPENDENCYPART_ARC
(20,16),-2.24531 # DEPENDENCYPART_ARC
(20,17),0.327619 # DEPENDENCYPART_ARC
(20,18),0.528953 # DEPENDENCYPART_ARC
(20,19),0.192061 # DEPENDENCYPART_ARC
(20,21),-0.803787 # DEPENDENCYPART_ARC
(21,1),-3.6492 # DEPENDENCYPART_ARC
(21,2),-2.99927 # DEPENDENCYPART_ARC
(21,3),-3.90108 # DEPENDENCYPART_ARC
(21,4),-3.83116 # DEPENDENCYPART_ARC
(21,5),-3.81723 # DEPENDENCYPART_ARC
(21,6),-3.69277 # DEPENDENCYPART_ARC
(21,7),-3.10261 # DEPENDENCYPART_ARC
(21,8),-3.74707 # DEPENDENCYPART_ARC
(21,9),-2.81529 # DEPENDENCYPART_ARC
(21,10),-3.59584 # DEPENDENCYPART_ARC
(21,11),-2.96572 # DEPENDENCYPART_ARC
(21,12),-3.64294 # DEPENDENCYPART_ARC
(21,13),-3.02726 # DEPENDENCYPART_ARC
(21,14),-3.61907 # DEPENDENCYPART_ARC
(21,15),-3.51061 # DEPENDENCYPART_ARC
(21,16),-3.20017 # DEPENDENCYPART_ARC
(21,17),-2.08338 # DEPENDENCYPART_ARC
(21,18),-2.28221 # DEPENDENCYPART_ARC
(21,19),-2.22889 # DEPENDENCYPART_ARC
(21,20),-1.00402 # DEPENDENCYPART_ARC
