# _root_ La iniciativa , que dependrà de les condicions meteorològiques , forma_part dels actes de celebració del cinquantè aniversari de l' entitat .
#goldHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
#predictedHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
(8,10),0.673795 # DEPENDENCYPART_ARC
(8,11),1.18296 # DEPENDENCYPART_ARC
(8,12),0.39091 # DEPENDENCYPART_ARC
(8,13),-0.215879 # DEPENDENCYPART_ARC
(8,14),1.24706 # DEPENDENCYPART_ARC
(8,15),-1.02904 # DEPENDENCYPART_ARC
(8,16),0.0708316 # DEPENDENCYPART_ARC
(8,17),-3.11761 # DEPENDENCYPART_ARC
(8,18),-1.06511 # DEPENDENCYPART_ARC
(8,19),0.308445 # DEPENDENCYPART_ARC
(8,20),-2.33623 # DEPENDENCYPART_ARC
(8,21),-1.35955 # DEPENDENCYPART_ARC
(8,22),0.223662 # DEPENDENCYPART_ARC
(9,1),-0.535776 # DEPENDENCYPART_ARC
(9,2),-1.48789 # DEPENDENCYPART_ARC
(9,3),-1.13887 # DEPENDENCYPART_ARC
(9,4),-0.0911646 # DEPENDENCYPART_ARC
(9,5),-0.971302 # DEPENDENCYPART_ARC
(9,6),0.912688 # DEPENDENCYPART_ARC
(9,7),1.85139 # DEPENDENCYPART_ARC
(9,8),1.14546 # DEPENDENCYPART_ARC
(9,10),0.430128 # DEPENDENCYPART_ARC
(9,11),-0.245871 # DEPENDENCYPART_ARC
(9,12),-1.16138 # DEPENDENCYPART_ARC
(9,13),-0.486304 # DEPENDENCYPART_ARC
(9,14),-1.42569 # DEPENDENCYPART_ARC
(9,15),-1.1921 # DEPENDENCYPART_ARC
(9,16),-2.44178 # DEPENDENCYPART_ARC
(9,17),-3.15611 # DEPENDENCYPART_ARC
(9,18),-1.1048 # DEPENDENCYPART_ARC
(9,19),-3.49937 # DEPENDENCYPART_ARC
(9,20),-2.94151 # DEPENDENCYPART_ARC
(9,21),-1.54198 # DEPENDENCYPART_ARC
(9,22),-1.81702 # DEPENDENCYPART_ARC
(10,1),-3.10842 # DEPENDENCYPART_ARC
(10,2),-3.05975 # DEPENDENCYPART_ARC
(10,3),-1.88661 # DEPENDENCYPART_ARC
(10,4),-2.52351 # DEPENDENCYPART_ARC
(10,5),-2.57209 # DEPENDENCYPART_ARC
(10,6),-1.62014 # DEPENDENCYPART_ARC
(10,7),-1.67889 # DEPENDENCYPART_ARC
(10,8),-1.65548 # DEPENDENCYPART_ARC
(10,9),-0.286431 # DEPENDENCYPART_ARC
(10,11),-0.782407 # DEPENDENCYPART_ARC
(10,12),-2.18892 # DEPENDENCYPART_ARC
(10,13),-2.04064 # DEPENDENCYPART_ARC
(10,14),-2.35583 # DEPENDENCYPART_ARC
(10,15),-2.39182 # DEPENDENCYPART_ARC
(10,16),-2.30077 # DEPENDENCYPART_ARC
(10,17),-2.48887 # DEPENDENCYPART_ARC
(10,18),-2.62792 # DEPENDENCYPART_ARC
(10,19),-2.43943 # DEPENDENCYPART_ARC
(10,20),-3.07036 # DEPENDENCYPART_ARC
(10,21),-2.66734 # DEPENDENCYPART_ARC
(10,22),-1.98332 # DEPENDENCYPART_ARC
(11,1),-1.20363 # DEPENDENCYPART_ARC
(11,2),1.32183 # DEPENDENCYPART_ARC
(11,3),0.766087 # DEPENDENCYPART_ARC
(11,4),2.73478 # DEPENDENCYPART_ARC
(11,5),0.233889 # DEPENDENCYPART_ARC
(11,6),0.24766 # DEPENDENCYPART_ARC
(11,7),0.171046 # DEPENDENCYPART_ARC
(11,8),1.4767 # DEPENDENCYPART_ARC
(11,9),0.393594 # DEPENDENCYPART_ARC
(11,10),1.53712 # DEPENDENCYPART_ARC
(11,12),2.107 # DEPENDENCYPART_ARC
(11,13),2.35219 # DEPENDENCYPART_ARC
(11,14),0.684673 # DEPENDENCYPART_ARC
(11,15),0.977805 # DEPENDENCYPART_ARC
(11,16),0.0611164 # DEPENDENCYPART_ARC
(11,17),-1.11544 # DEPENDENCYPART_ARC
(11,18),0.906048 # DEPENDENCYPART_ARC
(11,19),-0.385901 # DEPENDENCYPART_ARC
(11,20),-2.13165 # DEPENDENCYPART_ARC
(11,21),1.25725 # DEPENDENCYPART_ARC
(11,22),4.16298 # DEPENDENCYPART_ARC
(12,1),-2.11635 # DEPENDENCYPART_ARC
(12,2),-3.59687 # DEPENDENCYPART_ARC
(12,3),-2.99621 # DEPENDENCYPART_ARC
(12,4),-2.79225 # DEPENDENCYPART_ARC
(12,5),-3.76338 # DEPENDENCYPART_ARC
(12,6),-2.49955 # DEPENDENCYPART_ARC
(12,7),-0.762876 # DEPENDENCYPART_ARC
(12,8),-2.65835 # DEPENDENCYPART_ARC
(12,9),-1.94359 # DEPENDENCYPART_ARC
(12,10),-1.30793 # DEPENDENCYPART_ARC
(12,11),-0.862445 # DEPENDENCYPART_ARC
(12,13),5.35006 # DEPENDENCYPART_ARC
(12,14),0.832512 # DEPENDENCYPART_ARC
(12,15),0.554558 # DEPENDENCYPART_ARC
(12,16),-0.540957 # DEPENDENCYPART_ARC
(12,17),-2.83644 # DEPENDENCYPART_ARC
(12,18),-0.563503 # DEPENDENCYPART_ARC
(12,19),-0.110386 # DEPENDENCYPART_ARC
(12,20),-2.43502 # DEPENDENCYPART_ARC
(12,21),-3.13303 # DEPENDENCYPART_ARC
(12,22),-0.240754 # DEPENDENCYPART_ARC
(13,1),-3.82098 # DEPENDENCYPART_ARC
(13,2),-4.12845 # DEPENDENCYPART_ARC
(13,3),-2.34452 # DEPENDENCYPART_ARC
(13,4),-2.05578 # DEPENDENCYPART_ARC
(13,5),-1.91985 # DEPENDENCYPART_ARC
(13,6),-1.85117 # DEPENDENCYPART_ARC
(13,7),-1.66645 # DEPENDENCYPART_ARC
(13,8),-2.57831 # DEPENDENCYPART_ARC
(13,9),-2.20386 # DEPENDENCYPART_ARC
(13,10),-1.641 # DEPENDENCYPART_ARC
(13,11),0.581161 # DEPENDENCYPART_ARC
(13,12),0.138539 # DEPENDENCYPART_ARC
(13,14),3.23966 # DEPENDENCYPART_ARC
(13,15),1.18742 # DEPENDENCYPART_ARC
(13,16),2.14046 # DEPENDENCYPART_ARC
(13,17),-0.357204 # DEPENDENCYPART_ARC
(13,18),0.386395 # DEPENDENCYPART_ARC
(13,19),0.949929 # DEPENDENCYPART_ARC
(13,20),-1.85971 # DEPENDENCYPART_ARC
(13,21),0.0494361 # DEPENDENCYPART_ARC
(13,22),-0.0609511 # DEPENDENCYPART_ARC
(14,1),-1.53111 # DEPENDENCYPART_ARC
(14,2),-2.44485 # DEPENDENCYPART_ARC
(14,3),-1.89921 # DEPENDENCYPART_ARC
(14,4),-1.41251 # DEPENDENCYPART_ARC
(14,5),-1.78093 # DEPENDENCYPART_ARC
(14,6),-1.55458 # DEPENDENCYPART_ARC
(14,7),-0.699463 # DEPENDENCYPART_ARC
(14,8),-1.69893 # DEPENDENCYPART_ARC
(14,9),-1.30075 # DEPENDENCYPART_ARC
(14,10),-0.836236 # DEPENDENCYPART_ARC
(14,11),0.171662 # DEPENDENCYPART_ARC
(14,12),-0.0226611 # DEPENDENCYPART_ARC
(14,13),0.764406 # DEPENDENCYPART_ARC
(14,15),4.32722 # DEPENDENCYPART_ARC
(14,16),-0.0701095 # DEPENDENCYPART_ARC
(14,17),-1.10562 # DEPENDENCYPART_ARC
(14,18),0.765647 # DEPENDENCYPART_ARC
(14,19),-0.201908 # DEPENDENCYPART_ARC
(14,20),-1.99849 # DEPENDENCYPART_ARC
(14,21),-1.04979 # DEPENDENCYPART_ARC
(14,22),-0.478552 # DEPENDENCYPART_ARC
(15,1),-2.47773 # DEPENDENCYPART_ARC
(15,2),-1.63242 # DEPENDENCYPART_ARC
(15,3),-0.157841 # DEPENDENCYPART_ARC
(15,4),-0.667645 # DEPENDENCYPART_ARC
(15,5),-1.21508 # DEPENDENCYPART_ARC
(15,6),-1.043 # DEPENDENCYPART_ARC
(15,7),-1.3972 # DEPENDENCYPART_ARC
(15,8),-0.729324 # DEPENDENCYPART_ARC
(15,9),-0.600376 # DEPENDENCYPART_ARC
(15,10),-0.133416 # DEPENDENCYPART_ARC
(15,11),0.0647093 # DEPENDENCYPART_ARC
(15,12),0.444114 # DEPENDENCYPART_ARC
(15,13),1.08017 # DEPENDENCYPART_ARC
(15,14),1.70473 # DEPENDENCYPART_ARC
(15,16),2.09723 # DEPENDENCYPART_ARC
(15,17),-0.405316 # DEPENDENCYPART_ARC
(15,18),0.365255 # DEPENDENCYPART_ARC
(15,19),1.39584 # DEPENDENCYPART_ARC
(15,20),-1.6104 # DEPENDENCYPART_ARC
(15,21),0.138321 # DEPENDENCYPART_ARC
(15,22),-0.195955 # DEPENDENCYPART_ARC
(16,1),-1.38949 # DEPENDENCYPART_ARC
(16,2),-2.62978 # DEPENDENCYPART_ARC
(16,3),-1.82103 # DEPENDENCYPART_ARC
(16,4),-1.74004 # DEPENDENCYPART_ARC
(16,5),-2.99313 # DEPENDENCYPART_ARC
(16,6),-1.32898 # DEPENDENCYPART_ARC
(16,7),-1.51339 # DEPENDENCYPART_ARC
(16,8),-2.73971 # DEPENDENCYPART_ARC
(16,9),-1.92256 # DEPENDENCYPART_ARC
(16,10),-0.992005 # DEPENDENCYPART_ARC
(16,11),-1.60435 # DEPENDENCYPART_ARC
(16,12),-1.44189 # DEPENDENCYPART_ARC
(16,13),-2.19196 # DEPENDENCYPART_ARC
(16,14),0.593713 # DEPENDENCYPART_ARC
(16,15),0.92042 # DEPENDENCYPART_ARC
(16,17),1.03045 # DEPENDENCYPART_ARC
(16,18),4.55272 # DEPENDENCYPART_ARC
(16,19),0.0800422 # DEPENDENCYPART_ARC
(16,20),-0.834616 # DEPENDENCYPART_ARC
(16,21),0.147215 # DEPENDENCYPART_ARC
(16,22),-0.0384665 # DEPENDENCYPART_ARC
(17,1),-2.76124 # DEPENDENCYPART_ARC
(17,2),-3.77478 # DEPENDENCYPART_ARC
(17,3),-3.26257 # DEPENDENCYPART_ARC
(17,4),-2.47824 # DEPENDENCYPART_ARC
(17,5),-2.99687 # DEPENDENCYPART_ARC
(17,6),-2.81003 # DEPENDENCYPART_ARC
(17,7),-3.15786 # DEPENDENCYPART_ARC
(17,8),-3.99581 # DEPENDENCYPART_ARC
(17,9),-3.60146 # DEPENDENCYPART_ARC
(17,10),-2.17685 # DEPENDENCYPART_ARC
(17,11),-2.58634 # DEPENDENCYPART_ARC
(17,12),-1.71737 # DEPENDENCYPART_ARC
(17,13),-2.91743 # DEPENDENCYPART_ARC
(17,14),-0.396969 # DEPENDENCYPART_ARC
(17,15),-0.963885 # DEPENDENCYPART_ARC
(17,16),0.402752 # DEPENDENCYPART_ARC
(17,18),0.924136 # DEPENDENCYPART_ARC
(17,19),-0.937104 # DEPENDENCYPART_ARC
(17,20),-1.92004 # DEPENDENCYPART_ARC
(17,21),-0.336469 # DEPENDENCYPART_ARC
(17,22),-0.906681 # DEPENDENCYPART_ARC
(18,1),-3.25101 # DEPENDENCYPART_ARC
(18,2),-2.01635 # DEPENDENCYPART_ARC
(18,3),-0.549932 # DEPENDENCYPART_ARC
(18,4),-0.934262 # DEPENDENCYPART_ARC
(18,5),-1.61119 # DEPENDENCYPART_ARC
(18,6),-0.846436 # DEPENDENCYPART_ARC
(18,7),-2.82282 # DEPENDENCYPART_ARC
(18,8),-1.59199 # DEPENDENCYPART_ARC
(18,9),-0.99843 # DEPENDENCYPART_ARC
(18,10),-0.340242 # DEPENDENCYPART_ARC
(18,11),-0.140592 # DEPENDENCYPART_ARC
(18,12),-0.244464 # DEPENDENCYPART_ARC
(18,13),-0.249842 # DEPENDENCYPART_ARC
(18,14),0.408918 # DEPENDENCYPART_ARC
(18,15),0.695981 # DEPENDENCYPART_ARC
(18,16),1.52681 # DEPENDENCYPART_ARC
(18,17),5.46613 # DEPENDENCYPART_ARC
(18,19),2.67872 # DEPENDENCYPART_ARC
(18,20),-0.538859 # DEPENDENCYPART_ARC
(18,21),0.780692 # DEPENDENCYPART_ARC
(18,22),0.504975 # DEPENDENCYPART_ARC
(19,1),-2.30366 # DEPENDENCYPART_ARC
(19,2),-3.3125 # DEPENDENCYPART_ARC
(19,3),-3.05014 # DEPENDENCYPART_ARC
(19,4),-1.92359 # DEPENDENCYPART_ARC
(19,5),-2.5155 # DEPENDENCYPART_ARC
(19,6),-2.37192 # DEPENDENCYPART_ARC
(19,7),-1.61104 # DEPENDENCYPART_ARC
(19,8),-2.75667 # DEPENDENCYPART_ARC
(19,9),-1.99082 # DEPENDENCYPART_ARC
(19,10),-2.06184 # DEPENDENCYPART_ARC
(19,11),-1.09254 # DEPENDENCYPART_ARC
(19,12),-1.82233 # DEPENDENCYPART_ARC
(19,13),-1.99111 # DEPENDENCYPART_ARC
(19,14),-1.07536 # DEPENDENCYPART_ARC
(19,15),-1.28914 # DEPENDENCYPART_ARC
(19,16),-0.178203 # DEPENDENCYPART_ARC
(19,17),-0.558547 # DEPENDENCYPART_ARC
(19,18),-0.232977 # DEPENDENCYPART_ARC
(19,20),0.747653 # DEPENDENCYPART_ARC
(19,21),4.83403 # DEPENDENCYPART_ARC
(19,22),-0.326478 # DEPENDENCYPART_ARC
(20,1),-3.25192 # DEPENDENCYPART_ARC
(20,2),-3.20924 # DEPENDENCYPART_ARC
(20,3),-2.1535 # DEPENDENCYPART_ARC
(20,4),-2.83358 # DEPENDENCYPART_ARC
(20,5),-2.41115 # DEPENDENCYPART_ARC
(20,6),-2.58247 # DEPENDENCYPART_ARC
(20,7),-3.5725 # DEPENDENCYPART_ARC
(20,8),-3.33039 # DEPENDENCYPART_ARC
(20,9),-2.13457 # DEPENDENCYPART_ARC
(20,10),-1.71984 # DEPENDENCYPART_ARC
(20,11),-1.41291 # DEPENDENCYPART_ARC
(20,12),-1.95517 # DEPENDENCYPART_ARC
(20,13),-2.34887 # DEPENDENCYPART_ARC
(20,14),-1.47051 # DEPENDENCYPART_ARC
(20,15),-1.58536 # DEPENDENCYPART_ARC
(20,16),-0.941908 # DEPENDENCYPART_ARC
(20,17),-0.234236 # DEPENDENCYPART_ARC
(20,18),-0.552679 # DEPENDENCYPART_ARC
(20,19),0.63446 # DEPENDENCYPART_ARC
(20,21),0.371294 # DEPENDENCYPART_ARC
(20,22),-1.82226 # DEPENDENCYPART_ARC
(21,1),-4.0938 # DEPENDENCYPART_ARC
(21,2),-2.32734 # DEPENDENCYPART_ARC
(21,3),-1.84629 # DEPENDENCYPART_ARC
(21,4),-1.16266 # DEPENDENCYPART_ARC
(21,5),-2.73362 # DEPENDENCYPART_ARC
(21,6),-1.84852 # DEPENDENCYPART_ARC
(21,7),-3.20351 # DEPENDENCYPART_ARC
(21,8),-1.83405 # DEPENDENCYPART_ARC
(21,9),-1.79518 # DEPENDENCYPART_ARC
(21,10),-0.965168 # DEPENDENCYPART_ARC
(21,11),-0.878769 # DEPENDENCYPART_ARC
(21,12),-0.882435 # DEPENDENCYPART_ARC
(21,13),-0.597683 # DEPENDENCYPART_ARC
(21,14),-0.988124 # DEPENDENCYPART_ARC
(21,15),0.0650687 # DEPENDENCYPART_ARC
(21,16),-0.427591 # DEPENDENCYPART_ARC
(21,17),0.299004 # DEPENDENCYPART_ARC
(21,18),-0.528063 # DEPENDENCYPART_ARC
(21,19),0.885423 # DEPENDENCYPART_ARC
(21,20),5.02852 # DEPENDENCYPART_ARC
(21,22),0.681536 # DEPENDENCYPART_ARC
(22,1),-4.75546 # DEPENDENCYPART_ARC
(22,2),-4.86021 # DEPENDENCYPART_ARC
(22,3),-3.70001 # DEPENDENCYPART_ARC
(22,4),-4.13616 # DEPENDENCYPART_ARC
(22,5),-4.48857 # DEPENDENCYPART_ARC
(22,6),-3.81527 # DEPENDENCYPART_ARC
(22,7),-4.40143 # DEPENDENCYPART_ARC
(22,8),-4.52125 # DEPENDENCYPART_ARC
(22,9),-3.88004 # DEPENDENCYPART_ARC
(22,10),-3.47104 # DEPENDENCYPART_ARC
(22,11),-4.13132 # DEPENDENCYPART_ARC
(22,12),-3.17137 # DEPENDENCYPART_ARC
(22,13),-4.08658 # DEPENDENCYPART_ARC
(22,14),-3.1468 # DEPENDENCYPART_ARC
(22,15),-3.89213 # DEPENDENCYPART_ARC
(22,16),-2.9267 # DEPENDENCYPART_ARC
(22,17),-3.19374 # DEPENDENCYPART_ARC
(22,18),-3.51582 # DEPENDENCYPART_ARC
(22,19),-2.3735 # DEPENDENCYPART_ARC
(22,20),-2.0414 # DEPENDENCYPART_ARC
(22,21),-2.26246 # DEPENDENCYPART_ARC
