# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,17,18,21,19,14,
(15,8),-2.26603 # DEPENDENCYPART_ARC
(15,9),-3.14267 # DEPENDENCYPART_ARC
(15,10),-1.26341 # DEPENDENCYPART_ARC
(15,11),-1.53835 # DEPENDENCYPART_ARC
(15,12),-1.47935 # DEPENDENCYPART_ARC
(15,13),-0.976721 # DEPENDENCYPART_ARC
(15,14),-0.956227 # DEPENDENCYPART_ARC
(15,16),0.224574 # DEPENDENCYPART_ARC
(15,17),4.4825 # DEPENDENCYPART_ARC
(15,18),0.406079 # DEPENDENCYPART_ARC
(15,19),0.726015 # DEPENDENCYPART_ARC
(15,20),-0.468633 # DEPENDENCYPART_ARC
(15,21),1.92105 # DEPENDENCYPART_ARC
(15,22),0.0767724 # DEPENDENCYPART_ARC
(16,1),-4.29157 # DEPENDENCYPART_ARC
(16,2),-4.01996 # DEPENDENCYPART_ARC
(16,3),-3.91131 # DEPENDENCYPART_ARC
(16,4),-3.53011 # DEPENDENCYPART_ARC
(16,5),-3.72107 # DEPENDENCYPART_ARC
(16,6),-3.29496 # DEPENDENCYPART_ARC
(16,7),-2.80967 # DEPENDENCYPART_ARC
(16,8),-2.27053 # DEPENDENCYPART_ARC
(16,9),-3.45941 # DEPENDENCYPART_ARC
(16,10),-2.42682 # DEPENDENCYPART_ARC
(16,11),-2.33236 # DEPENDENCYPART_ARC
(16,12),-1.38247 # DEPENDENCYPART_ARC
(16,13),-2.21674 # DEPENDENCYPART_ARC
(16,14),-2.08804 # DEPENDENCYPART_ARC
(16,15),-0.382038 # DEPENDENCYPART_ARC
(16,17),1.89985 # DEPENDENCYPART_ARC
(16,18),-0.132995 # DEPENDENCYPART_ARC
(16,19),0.146662 # DEPENDENCYPART_ARC
(16,20),0.839912 # DEPENDENCYPART_ARC
(16,21),-2.68227 # DEPENDENCYPART_ARC
(16,22),-2.21672 # DEPENDENCYPART_ARC
(17,1),-6.03002 # DEPENDENCYPART_ARC
(17,2),-2.04665 # DEPENDENCYPART_ARC
(17,3),-2.9506 # DEPENDENCYPART_ARC
(17,4),-3.53491 # DEPENDENCYPART_ARC
(17,5),-2.86341 # DEPENDENCYPART_ARC
(17,6),-2.61464 # DEPENDENCYPART_ARC
(17,7),-1.30241 # DEPENDENCYPART_ARC
(17,8),-1.57887 # DEPENDENCYPART_ARC
(17,9),-2.27412 # DEPENDENCYPART_ARC
(17,10),-0.714262 # DEPENDENCYPART_ARC
(17,11),-1.31596 # DEPENDENCYPART_ARC
(17,12),-1.08456 # DEPENDENCYPART_ARC
(17,13),-1.08404 # DEPENDENCYPART_ARC
(17,14),-1.5078 # DEPENDENCYPART_ARC
(17,15),0.666026 # DEPENDENCYPART_ARC
(17,16),4.63054 # DEPENDENCYPART_ARC
(17,18),1.36874 # DEPENDENCYPART_ARC
(17,19),1.61606 # DEPENDENCYPART_ARC
(17,20),0.304776 # DEPENDENCYPART_ARC
(17,21),0.837443 # DEPENDENCYPART_ARC
(17,22),1.05169 # DEPENDENCYPART_ARC
(18,1),-2.11058 # DEPENDENCYPART_ARC
(18,2),-1.58921 # DEPENDENCYPART_ARC
(18,3),-2.66944 # DEPENDENCYPART_ARC
(18,4),-1.54409 # DEPENDENCYPART_ARC
(18,5),-2.04016 # DEPENDENCYPART_ARC
(18,6),-1.97195 # DEPENDENCYPART_ARC
(18,7),-0.902414 # DEPENDENCYPART_ARC
(18,8),-1.29938 # DEPENDENCYPART_ARC
(18,9),-1.83624 # DEPENDENCYPART_ARC
(18,10),0.0105805 # DEPENDENCYPART_ARC
(18,11),-0.837442 # DEPENDENCYPART_ARC
(18,12),-0.76105 # DEPENDENCYPART_ARC
(18,13),-1.19961 # DEPENDENCYPART_ARC
(18,14),-0.936213 # DEPENDENCYPART_ARC
(18,15),0.548031 # DEPENDENCYPART_ARC
(18,16),0.649319 # DEPENDENCYPART_ARC
(18,17),1.43613 # DEPENDENCYPART_ARC
(18,19),2.8693 # DEPENDENCYPART_ARC
(18,20),1.56364 # DEPENDENCYPART_ARC
(18,21),0.864221 # DEPENDENCYPART_ARC
(18,22),-0.306084 # DEPENDENCYPART_ARC
(19,1),-1.87884 # DEPENDENCYPART_ARC
(19,2),-3.27386 # DEPENDENCYPART_ARC
(19,3),-3.4877 # DEPENDENCYPART_ARC
(19,4),-2.7351 # DEPENDENCYPART_ARC
(19,5),-2.23293 # DEPENDENCYPART_ARC
(19,6),-2.35539 # DEPENDENCYPART_ARC
(19,7),-2.10745 # DEPENDENCYPART_ARC
(19,8),-1.68975 # DEPENDENCYPART_ARC
(19,9),-2.92903 # DEPENDENCYPART_ARC
(19,10),-1.09211 # DEPENDENCYPART_ARC
(19,11),-1.2502 # DEPENDENCYPART_ARC
(19,12),-1.59783 # DEPENDENCYPART_ARC
(19,13),-1.50214 # DEPENDENCYPART_ARC
(19,14),-2.44242 # DEPENDENCYPART_ARC
(19,15),-0.527723 # DEPENDENCYPART_ARC
(19,16),0.600731 # DEPENDENCYPART_ARC
(19,17),-0.397221 # DEPENDENCYPART_ARC
(19,18),1.38667 # DEPENDENCYPART_ARC
(19,20),2.9954 # DEPENDENCYPART_ARC
(19,21),3.26751 # DEPENDENCYPART_ARC
(19,22),0.601523 # DEPENDENCYPART_ARC
(20,1),-2.38152 # DEPENDENCYPART_ARC
(20,2),-1.90283 # DEPENDENCYPART_ARC
(20,3),-2.88478 # DEPENDENCYPART_ARC
(20,4),-1.77371 # DEPENDENCYPART_ARC
(20,5),-2.48945 # DEPENDENCYPART_ARC
(20,6),-2.45726 # DEPENDENCYPART_ARC
(20,7),-1.23432 # DEPENDENCYPART_ARC
(20,8),-1.42815 # DEPENDENCYPART_ARC
(20,9),-2.5267 # DEPENDENCYPART_ARC
(20,10),-2.08942 # DEPENDENCYPART_ARC
(20,11),-0.386261 # DEPENDENCYPART_ARC
(20,12),-0.538031 # DEPENDENCYPART_ARC
(20,13),-1.93803 # DEPENDENCYPART_ARC
(20,14),-1.73854 # DEPENDENCYPART_ARC
(20,15),-0.188313 # DEPENDENCYPART_ARC
(20,16),-0.0188905 # DEPENDENCYPART_ARC
(20,17),-0.997008 # DEPENDENCYPART_ARC
(20,18),1.39928 # DEPENDENCYPART_ARC
(20,19),1.82759 # DEPENDENCYPART_ARC
(20,21),1.02771 # DEPENDENCYPART_ARC
(20,22),-0.634008 # DEPENDENCYPART_ARC
(21,1),-5.13868 # DEPENDENCYPART_ARC
(21,2),-2.62283 # DEPENDENCYPART_ARC
(21,3),-2.51038 # DEPENDENCYPART_ARC
(21,4),-3.42928 # DEPENDENCYPART_ARC
(21,5),-1.17763 # DEPENDENCYPART_ARC
(21,6),-2.52668 # DEPENDENCYPART_ARC
(21,7),-1.09816 # DEPENDENCYPART_ARC
(21,8),-0.712202 # DEPENDENCYPART_ARC
(21,9),-1.38072 # DEPENDENCYPART_ARC
(21,10),-0.0852982 # DEPENDENCYPART_ARC
(21,11),-0.638654 # DEPENDENCYPART_ARC
(21,12),0.125518 # DEPENDENCYPART_ARC
(21,13),-1.42101 # DEPENDENCYPART_ARC
(21,14),-1.68853 # DEPENDENCYPART_ARC
(21,15),0.191145 # DEPENDENCYPART_ARC
(21,16),2.40265 # DEPENDENCYPART_ARC
(21,17),-0.976835 # DEPENDENCYPART_ARC
(21,18),0.769337 # DEPENDENCYPART_ARC
(21,19),1.93151 # DEPENDENCYPART_ARC
(21,20),3.52248 # DEPENDENCYPART_ARC
(21,22),0.762098 # DEPENDENCYPART_ARC
(22,1),-4.82872 # DEPENDENCYPART_ARC
(22,2),-4.11162 # DEPENDENCYPART_ARC
(22,3),-4.68644 # DEPENDENCYPART_ARC
(22,4),-4.19117 # DEPENDENCYPART_ARC
(22,5),-4.60702 # DEPENDENCYPART_ARC
(22,6),-4.49388 # DEPENDENCYPART_ARC
(22,7),-3.58766 # DEPENDENCYPART_ARC
(22,8),-4.06039 # DEPENDENCYPART_ARC
(22,9),-4.57468 # DEPENDENCYPART_ARC
(22,10),-3.64939 # DEPENDENCYPART_ARC
(22,11),-4.06944 # DEPENDENCYPART_ARC
(22,12),-3.36545 # DEPENDENCYPART_ARC
(22,13),-4.19352 # DEPENDENCYPART_ARC
(22,14),-3.91716 # DEPENDENCYPART_ARC
(22,15),-2.94105 # DEPENDENCYPART_ARC
(22,16),-3.69169 # DEPENDENCYPART_ARC
(22,17),-3.73128 # DEPENDENCYPART_ARC
(22,18),-3.07335 # DEPENDENCYPART_ARC
(22,19),-2.26612 # DEPENDENCYPART_ARC
(22,20),-2.37952 # DEPENDENCYPART_ARC
(22,21),-2.08478 # DEPENDENCYPART_ARC
