# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,22,22,22,22,7,22,23,4,22,28,0,4,
(5,15),-1.08307 # DEPENDENCYPART_ARC
(5,16),-1.25691 # DEPENDENCYPART_ARC
(5,17),-3.1893 # DEPENDENCYPART_ARC
(5,18),-2.24354 # DEPENDENCYPART_ARC
(5,19),-3.14243 # DEPENDENCYPART_ARC
(5,20),-1.06964 # DEPENDENCYPART_ARC
(5,21),-3.50206 # DEPENDENCYPART_ARC
(5,22),-1.49123 # DEPENDENCYPART_ARC
(5,23),-2.9875 # DEPENDENCYPART_ARC
(5,24),-2.15115 # DEPENDENCYPART_ARC
(5,25),-1.58535 # DEPENDENCYPART_ARC
(5,26),-2.09958 # DEPENDENCYPART_ARC
(5,27),-3.32552 # DEPENDENCYPART_ARC
(5,28),-2.92132 # DEPENDENCYPART_ARC
(5,29),-1.40736 # DEPENDENCYPART_ARC
(6,2),-2.09763 # DEPENDENCYPART_ARC
(6,3),-2.31956 # DEPENDENCYPART_ARC
(6,4),-2.05623 # DEPENDENCYPART_ARC
(6,5),-1.34744 # DEPENDENCYPART_ARC
(6,7),0.500549 # DEPENDENCYPART_ARC
(6,8),-2.04028 # DEPENDENCYPART_ARC
(6,10),-2.80567 # DEPENDENCYPART_ARC
(6,11),-1.97946 # DEPENDENCYPART_ARC
(6,12),-1.38348 # DEPENDENCYPART_ARC
(6,14),-4.13451 # DEPENDENCYPART_ARC
(6,15),-2.45515 # DEPENDENCYPART_ARC
(6,16),-1.6615 # DEPENDENCYPART_ARC
(6,18),-5.01133 # DEPENDENCYPART_ARC
(6,20),-2.22625 # DEPENDENCYPART_ARC
(6,21),-2.92547 # DEPENDENCYPART_ARC
(6,22),-2.48363 # DEPENDENCYPART_ARC
(6,23),-2.24026 # DEPENDENCYPART_ARC
(6,24),-5.41229 # DEPENDENCYPART_ARC
(6,26),-3.01167 # DEPENDENCYPART_ARC
(6,27),-3.2379 # DEPENDENCYPART_ARC
(6,28),-3.38536 # DEPENDENCYPART_ARC
(6,29),-1.44897 # DEPENDENCYPART_ARC
(7,1),1.13323 # DEPENDENCYPART_ARC
(7,2),0.66667 # DEPENDENCYPART_ARC
(7,3),0.00336296 # DEPENDENCYPART_ARC
(7,4),-0.680224 # DEPENDENCYPART_ARC
(7,5),-0.964499 # DEPENDENCYPART_ARC
(7,6),3.6531 # DEPENDENCYPART_ARC
(7,9),-0.882575 # DEPENDENCYPART_ARC
(7,10),2.6942 # DEPENDENCYPART_ARC
(7,11),1.55196 # DEPENDENCYPART_ARC
(7,12),1.31758 # DEPENDENCYPART_ARC
(7,13),-2.79983 # DEPENDENCYPART_ARC
(7,14),-0.468902 # DEPENDENCYPART_ARC
(7,15),-0.040018 # DEPENDENCYPART_ARC
(7,16),1.73585 # DEPENDENCYPART_ARC
(7,17),-2.25787 # DEPENDENCYPART_ARC
(7,18),0.0650314 # DEPENDENCYPART_ARC
(7,19),-1.28 # DEPENDENCYPART_ARC
(7,20),1.92633 # DEPENDENCYPART_ARC
(7,21),-1.05191 # DEPENDENCYPART_ARC
(7,22),1.55627 # DEPENDENCYPART_ARC
(7,23),-0.511085 # DEPENDENCYPART_ARC
(7,24),-2.03776 # DEPENDENCYPART_ARC
(7,25),1.63135 # DEPENDENCYPART_ARC
(7,26),0.592391 # DEPENDENCYPART_ARC
(7,27),0.28385 # DEPENDENCYPART_ARC
(7,28),1.09497 # DEPENDENCYPART_ARC
(7,29),2.53517 # DEPENDENCYPART_ARC
(8,1),-2.583 # DEPENDENCYPART_ARC
(8,2),-2.77745 # DEPENDENCYPART_ARC
(8,5),-2.72127 # DEPENDENCYPART_ARC
(8,10),0.358341 # DEPENDENCYPART_ARC
(8,14),-3.07569 # DEPENDENCYPART_ARC
(8,15),-3.62883 # DEPENDENCYPART_ARC
(8,16),-0.679211 # DEPENDENCYPART_ARC
(8,18),-3.27689 # DEPENDENCYPART_ARC
(8,21),-2.95853 # DEPENDENCYPART_ARC
(8,23),-3.71793 # DEPENDENCYPART_ARC
(8,24),-4.50489 # DEPENDENCYPART_ARC
(8,25),-1.31759 # DEPENDENCYPART_ARC
(9,1),-1.35143 # DEPENDENCYPART_ARC
(9,2),-1.69641 # DEPENDENCYPART_ARC
(9,5),-1.62968 # DEPENDENCYPART_ARC
(9,8),4.26425 # DEPENDENCYPART_ARC
(9,10),-0.0986903 # DEPENDENCYPART_ARC
(9,13),-2.47705 # DEPENDENCYPART_ARC
(9,14),-3.3648 # DEPENDENCYPART_ARC
(9,15),-4.80945 # DEPENDENCYPART_ARC
(9,16),-1.91301 # DEPENDENCYPART_ARC
(9,17),-2.79537 # DEPENDENCYPART_ARC
(9,18),-4.17645 # DEPENDENCYPART_ARC
(9,19),-3.66127 # DEPENDENCYPART_ARC
(9,21),-4.30387 # DEPENDENCYPART_ARC
(9,23),-4.80102 # DEPENDENCYPART_ARC
(9,24),-5.39835 # DEPENDENCYPART_ARC
(9,25),-2.75508 # DEPENDENCYPART_ARC
(10,1),-1.34648 # DEPENDENCYPART_ARC
(10,2),-0.754355 # DEPENDENCYPART_ARC
(10,3),-1.7586 # DEPENDENCYPART_ARC
(10,4),-0.588111 # DEPENDENCYPART_ARC
(10,5),-2.99448 # DEPENDENCYPART_ARC
(10,6),1.27609 # DEPENDENCYPART_ARC
(10,7),0.952052 # DEPENDENCYPART_ARC
(10,8),2.89145 # DEPENDENCYPART_ARC
(10,9),3.50598 # DEPENDENCYPART_ARC
(10,11),0.56008 # DEPENDENCYPART_ARC
(10,12),1.09548 # DEPENDENCYPART_ARC
(10,13),-2.65949 # DEPENDENCYPART_ARC
(10,14),-0.555387 # DEPENDENCYPART_ARC
(10,15),-2.23538 # DEPENDENCYPART_ARC
(10,16),0.719004 # DEPENDENCYPART_ARC
(10,17),-2.3389 # DEPENDENCYPART_ARC
(10,18),0.00572768 # DEPENDENCYPART_ARC
(10,19),-2.72828 # DEPENDENCYPART_ARC
(10,20),-0.159114 # DEPENDENCYPART_ARC
(10,21),-2.08238 # DEPENDENCYPART_ARC
(10,22),-1.55021 # DEPENDENCYPART_ARC
(10,23),-2.19648 # DEPENDENCYPART_ARC
(10,24),-2.30026 # DEPENDENCYPART_ARC
(10,25),-0.833544 # DEPENDENCYPART_ARC
(10,26),-2.12241 # DEPENDENCYPART_ARC
(10,27),-4.24361 # DEPENDENCYPART_ARC
(10,28),-3.56571 # DEPENDENCYPART_ARC
(10,29),0.851712 # DEPENDENCYPART_ARC
(11,5),-2.21639 # DEPENDENCYPART_ARC
(11,10),-1.29861 # DEPENDENCYPART_ARC
(11,14),-1.11377 # DEPENDENCYPART_ARC
(11,15),-1.16613 # DEPENDENCYPART_ARC
(11,18),-1.33164 # DEPENDENCYPART_ARC
(11,24),-1.92431 # DEPENDENCYPART_ARC
(11,26),-1.33187 # DEPENDENCYPART_ARC
(12,2),-1.37083 # DEPENDENCYPART_ARC
(12,3),-1.86208 # DEPENDENCYPART_ARC
(12,4),-2.11069 # DEPENDENCYPART_ARC
(12,5),-2.08271 # DEPENDENCYPART_ARC
(12,6),-1.04977 # DEPENDENCYPART_ARC
(12,7),-1.63025 # DEPENDENCYPART_ARC
(12,8),-0.662739 # DEPENDENCYPART_ARC
(12,10),-0.861051 # DEPENDENCYPART_ARC
(12,11),2.70538 # DEPENDENCYPART_ARC
(12,14),2.34194 # DEPENDENCYPART_ARC
(12,15),0.961827 # DEPENDENCYPART_ARC
(12,16),0.778982 # DEPENDENCYPART_ARC
(12,18),-0.0859659 # DEPENDENCYPART_ARC
(12,20),0.858922 # DEPENDENCYPART_ARC
(12,21),-0.552133 # DEPENDENCYPART_ARC
(12,22),-0.163852 # DEPENDENCYPART_ARC
(12,23),-0.119224 # DEPENDENCYPART_ARC
(12,24),-0.873811 # DEPENDENCYPART_ARC
(12,26),-0.239407 # DEPENDENCYPART_ARC
(12,27),-1.25346 # DEPENDENCYPART_ARC
(12,28),-1.59367 # DEPENDENCYPART_ARC
(12,29),1.61615 # DEPENDENCYPART_ARC
(13,1),-1.77958 # DEPENDENCYPART_ARC
(13,2),-2.03024 # DEPENDENCYPART_ARC
(13,5),-2.04747 # DEPENDENCYPART_ARC
(13,8),-0.945773 # DEPENDENCYPART_ARC
(13,9),-1.3128 # DEPENDENCYPART_ARC
(13,10),-1.93753 # DEPENDENCYPART_ARC
(13,14),-0.428646 # DEPENDENCYPART_ARC
(13,15),-0.676809 # DEPENDENCYPART_ARC
(13,16),-1.3708 # DEPENDENCYPART_ARC
(13,17),-0.727774 # DEPENDENCYPART_ARC
(13,18),-3.56686 # DEPENDENCYPART_ARC
(13,19),-3.75446 # DEPENDENCYPART_ARC
(13,21),-3.15539 # DEPENDENCYPART_ARC
(13,23),-3.61765 # DEPENDENCYPART_ARC
(13,24),-4.36338 # DEPENDENCYPART_ARC
(13,25),-2.92389 # DEPENDENCYPART_ARC
(14,1),-2.29227 # DEPENDENCYPART_ARC
(14,2),-0.963183 # DEPENDENCYPART_ARC
(14,3),-2.278 # DEPENDENCYPART_ARC
(14,4),-2.17794 # DEPENDENCYPART_ARC
(14,5),-2.12144 # DEPENDENCYPART_ARC
(14,6),0.323305 # DEPENDENCYPART_ARC
(14,7),-2.90884 # DEPENDENCYPART_ARC
(14,8),-2.71617 # DEPENDENCYPART_ARC
(14,9),-1.46079 # DEPENDENCYPART_ARC
(14,10),-2.31868 # DEPENDENCYPART_ARC
(14,11),-0.329683 # DEPENDENCYPART_ARC
(14,12),0.193166 # DEPENDENCYPART_ARC
(14,13),3.64671 # DEPENDENCYPART_ARC
(14,15),3.96512 # DEPENDENCYPART_ARC
(14,16),2.30657 # DEPENDENCYPART_ARC
(14,17),-0.740814 # DEPENDENCYPART_ARC
(14,18),1.40579 # DEPENDENCYPART_ARC
(14,19),-1.50818 # DEPENDENCYPART_ARC
(14,20),0.847553 # DEPENDENCYPART_ARC
(14,21),-0.220683 # DEPENDENCYPART_ARC
(14,22),0.0441876 # DEPENDENCYPART_ARC
(14,23),-0.677553 # DEPENDENCYPART_ARC
(14,24),-0.231262 # DEPENDENCYPART_ARC
(14,25),0.553399 # DEPENDENCYPART_ARC
(14,26),-0.654928 # DEPENDENCYPART_ARC
(14,27),-2.40574 # DEPENDENCYPART_ARC
(14,28),-1.95024 # DEPENDENCYPART_ARC
(14,29),0.806101 # DEPENDENCYPART_ARC
(15,1),-2.4921 # DEPENDENCYPART_ARC
(15,2),-2.00508 # DEPENDENCYPART_ARC
(15,3),-2.47006 # DEPENDENCYPART_ARC
(15,4),-2.66441 # DEPENDENCYPART_ARC
(15,5),-2.15079 # DEPENDENCYPART_ARC
(15,6),-0.720272 # DEPENDENCYPART_ARC
(15,7),-3.21706 # DEPENDENCYPART_ARC
(15,8),-2.65578 # DEPENDENCYPART_ARC
(15,9),-2.52358 # DEPENDENCYPART_ARC
(15,10),-2.3136 # DEPENDENCYPART_ARC
(15,11),-0.18711 # DEPENDENCYPART_ARC
(15,12),-0.255884 # DEPENDENCYPART_ARC
(15,13),0.837017 # DEPENDENCYPART_ARC
(15,14),0.420749 # DEPENDENCYPART_ARC
(15,16),1.19497 # DEPENDENCYPART_ARC
(15,17),-0.70771 # DEPENDENCYPART_ARC
(15,18),-0.0493113 # DEPENDENCYPART_ARC
(15,19),-1.52935 # DEPENDENCYPART_ARC
(15,20),0.853763 # DEPENDENCYPART_ARC
(15,21),-1.58302 # DEPENDENCYPART_ARC
(15,22),0.0295712 # DEPENDENCYPART_ARC
(15,23),-1.17556 # DEPENDENCYPART_ARC
(15,24),-0.606894 # DEPENDENCYPART_ARC
(15,25),-0.0174746 # DEPENDENCYPART_ARC
(15,26),-0.3728 # DEPENDENCYPART_ARC
(15,27),-1.73487 # DEPENDENCYPART_ARC
(15,28),-1.66014 # DEPENDENCYPART_ARC
(15,29),-0.491084 # DEPENDENCYPART_ARC
(16,11),-2.3996 # DEPENDENCYPART_ARC
(16,26),-2.41855 # DEPENDENCYPART_ARC
(17,1),-2.42971 # DEPENDENCYPART_ARC
(17,2),-2.71752 # DEPENDENCYPART_ARC
(17,5),-3.10961 # DEPENDENCYPART_ARC
(17,8),-1.38769 # DEPENDENCYPART_ARC
(17,9),-1.87252 # DEPENDENCYPART_ARC
(17,10),-2.40359 # DEPENDENCYPART_ARC
(17,13),-0.358271 # DEPENDENCYPART_ARC
(17,14),-1.81056 # DEPENDENCYPART_ARC
(17,15),-1.15526 # DEPENDENCYPART_ARC
(17,16),-0.0397524 # DEPENDENCYPART_ARC
(17,18),-0.612174 # DEPENDENCYPART_ARC
(17,19),-1.43437 # DEPENDENCYPART_ARC
(17,21),-2.24535 # DEPENDENCYPART_ARC
(17,23),-3.20925 # DEPENDENCYPART_ARC
(17,24),-4.12533 # DEPENDENCYPART_ARC
(17,25),-2.5321 # DEPENDENCYPART_ARC
(18,1),-2.13585 # DEPENDENCYPART_ARC
(18,2),-0.825049 # DEPENDENCYPART_ARC
(18,3),-1.94913 # DEPENDENCYPART_ARC
(18,4),0.0804852 # DEPENDENCYPART_ARC
(18,5),-2.73667 # DEPENDENCYPART_ARC
(18,6),0.65926 # DEPENDENCYPART_ARC
(18,7),-0.225866 # DEPENDENCYPART_ARC
(18,8),-1.844 # DEPENDENCYPART_ARC
(18,9),-1.09179 # DEPENDENCYPART_ARC
(18,10),-1.72962 # DEPENDENCYPART_ARC
(18,11),-0.547233 # DEPENDENCYPART_ARC
(18,12),-0.496181 # DEPENDENCYPART_ARC
(18,13),1.91227 # DEPENDENCYPART_ARC
(18,14),-1.1781 # DEPENDENCYPART_ARC
(18,15),-0.613908 # DEPENDENCYPART_ARC
(18,16),0.72937 # DEPENDENCYPART_ARC
(18,17),5.38214 # DEPENDENCYPART_ARC
(18,19),1.11656 # DEPENDENCYPART_ARC
(18,20),3.86492 # DEPENDENCYPART_ARC
(18,21),1.42283 # DEPENDENCYPART_ARC
(18,22),2.1237 # DEPENDENCYPART_ARC
(18,23),0.219657 # DEPENDENCYPART_ARC
(18,24),-0.0948219 # DEPENDENCYPART_ARC
(18,25),1.07374 # DEPENDENCYPART_ARC
(18,26),-0.0346904 # DEPENDENCYPART_ARC
(18,27),-0.635178 # DEPENDENCYPART_ARC
(18,28),0.247413 # DEPENDENCYPART_ARC
(18,29),1.49591 # DEPENDENCYPART_ARC
(19,2),-2.21802 # DEPENDENCYPART_ARC
(19,4),-2.36339 # DEPENDENCYPART_ARC
(19,5),-3.71194 # DEPENDENCYPART_ARC
(19,6),-1.51908 # DEPENDENCYPART_ARC
(19,7),-2.3027 # DEPENDENCYPART_ARC
(19,8),-4.14111 # DEPENDENCYPART_ARC
(19,9),-3.97541 # DEPENDENCYPART_ARC
(19,10),-3.10614 # DEPENDENCYPART_ARC
(19,12),-1.64308 # DEPENDENCYPART_ARC
(19,13),-4.22798 # DEPENDENCYPART_ARC
(19,14),-3.0782 # DEPENDENCYPART_ARC
(19,15),-2.67714 # DEPENDENCYPART_ARC
(19,17),-1.8772 # DEPENDENCYPART_ARC
(19,18),-1.28973 # DEPENDENCYPART_ARC
(19,21),-0.807894 # DEPENDENCYPART_ARC
(19,22),-1.08093 # DEPENDENCYPART_ARC
(19,23),-1.50167 # DEPENDENCYPART_ARC
(19,24),-2.48601 # DEPENDENCYPART_ARC
(19,28),-3.56177 # DEPENDENCYPART_ARC
(20,1),-4.96158 # DEPENDENCYPART_ARC
(20,2),-3.00425 # DEPENDENCYPART_ARC
(20,4),-5.05285 # DEPENDENCYPART_ARC
(20,5),-5.61459 # DEPENDENCYPART_ARC
(20,6),-2.94269 # DEPENDENCYPART_ARC
(20,7),-4.03131 # DEPENDENCYPART_ARC
(20,8),-4.11406 # DEPENDENCYPART_ARC
(20,9),-4.56609 # DEPENDENCYPART_ARC
(20,10),-3.7085 # DEPENDENCYPART_ARC
(20,11),-3.41824 # DEPENDENCYPART_ARC
(20,12),-3.49319 # DEPENDENCYPART_ARC
(20,13),-4.88476 # DEPENDENCYPART_ARC
(20,14),-3.55983 # DEPENDENCYPART_ARC
(20,15),-4.9053 # DEPENDENCYPART_ARC
(20,16),-3.52992 # DEPENDENCYPART_ARC
(20,17),-2.83287 # DEPENDENCYPART_ARC
(20,18),-1.27818 # DEPENDENCYPART_ARC
(20,19),1.77584 # DEPENDENCYPART_ARC
(20,21),0.192191 # DEPENDENCYPART_ARC
(20,22),-1.45194 # DEPENDENCYPART_ARC
(20,23),-0.596668 # DEPENDENCYPART_ARC
(20,24),-2.28358 # DEPENDENCYPART_ARC
(20,25),-1.50823 # DEPENDENCYPART_ARC
(20,26),-1.01171 # DEPENDENCYPART_ARC
(20,27),-2.91771 # DEPENDENCYPART_ARC
(20,28),-2.8265 # DEPENDENCYPART_ARC
(20,29),-2.13615 # DEPENDENCYPART_ARC
(21,1),-3.46954 # DEPENDENCYPART_ARC
(21,2),-3.58306 # DEPENDENCYPART_ARC
(21,3),-3.89033 # DEPENDENCYPART_ARC
(21,4),-3.60773 # DEPENDENCYPART_ARC
(21,5),-3.06559 # DEPENDENCYPART_ARC
(21,6),-1.38722 # DEPENDENCYPART_ARC
(21,7),-3.23225 # DEPENDENCYPART_ARC
(21,8),-2.4484 # DEPENDENCYPART_ARC
(21,9),-2.37873 # DEPENDENCYPART_ARC
(21,10),-3.07757 # DEPENDENCYPART_ARC
(21,11),-3.624 # DEPENDENCYPART_ARC
(21,12),-2.23799 # DEPENDENCYPART_ARC
(21,13),-2.7169 # DEPENDENCYPART_ARC
(21,14),-2.69272 # DEPENDENCYPART_ARC
(21,15),-2.57123 # DEPENDENCYPART_ARC
(21,16),-1.9612 # DEPENDENCYPART_ARC
(21,17),-1.5413 # DEPENDENCYPART_ARC
(21,18),-2.3494 # DEPENDENCYPART_ARC
(21,19),-1.21518 # DEPENDENCYPART_ARC
(21,20),-0.0937043 # DEPENDENCYPART_ARC
(21,22),2.47858 # DEPENDENCYPART_ARC
(21,23),-0.351824 # DEPENDENCYPART_ARC
(21,24),1.93306 # DEPENDENCYPART_ARC
(21,25),-0.0596874 # DEPENDENCYPART_ARC
(21,26),-0.127754 # DEPENDENCYPART_ARC
(21,27),-2.11683 # DEPENDENCYPART_ARC
(21,28),-1.32473 # DEPENDENCYPART_ARC
(21,29),-0.672523 # DEPENDENCYPART_ARC
(22,1),-1.89002 # DEPENDENCYPART_ARC
(22,2),0.0599663 # DEPENDENCYPART_ARC
(22,3),-1.26606 # DEPENDENCYPART_ARC
(22,4),-0.796914 # DEPENDENCYPART_ARC
(22,5),-0.537321 # DEPENDENCYPART_ARC
(22,6),0.999408 # DEPENDENCYPART_ARC
(22,7),0.388344 # DEPENDENCYPART_ARC
(22,9),-0.265849 # DEPENDENCYPART_ARC
(22,10),0.078392 # DEPENDENCYPART_ARC
(22,11),0.339029 # DEPENDENCYPART_ARC
(22,12),0.538369 # DEPENDENCYPART_ARC
(22,13),-0.349989 # DEPENDENCYPART_ARC
(22,14),0.999819 # DEPENDENCYPART_ARC
(22,15),0.278917 # DEPENDENCYPART_ARC
(22,16),0.25038 # DEPENDENCYPART_ARC
(22,17),1.00345 # DEPENDENCYPART_ARC
(22,18),2.13318 # DEPENDENCYPART_ARC
(22,19),4.37922 # DEPENDENCYPART_ARC
(22,20),5.28848 # DEPENDENCYPART_ARC
(22,21),4.26044 # DEPENDENCYPART_ARC
(22,23),4.02619 # DEPENDENCYPART_ARC
(22,24),3.20144 # DEPENDENCYPART_ARC
(22,25),1.6452 # DEPENDENCYPART_ARC
(22,26),1.51547 # DEPENDENCYPART_ARC
(22,27),0.988337 # DEPENDENCYPART_ARC
(22,28),0.585674 # DEPENDENCYPART_ARC
(22,29),1.19365 # DEPENDENCYPART_ARC
(23,1),-4.00291 # DEPENDENCYPART_ARC
(23,2),-4.20855 # DEPENDENCYPART_ARC
(23,3),-4.01394 # DEPENDENCYPART_ARC
(23,4),-3.59639 # DEPENDENCYPART_ARC
(23,5),-3.065 # DEPENDENCYPART_ARC
(23,6),-1.33483 # DEPENDENCYPART_ARC
(23,7),-3.15212 # DEPENDENCYPART_ARC
(23,8),-2.5465 # DEPENDENCYPART_ARC
(23,9),-2.60343 # DEPENDENCYPART_ARC
(23,10),-3.14214 # DEPENDENCYPART_ARC
(23,11),-3.61715 # DEPENDENCYPART_ARC
(23,12),-2.3593 # DEPENDENCYPART_ARC
(23,13),-2.85425 # DEPENDENCYPART_ARC
(23,14),-2.85927 # DEPENDENCYPART_ARC
(23,15),-2.42735 # DEPENDENCYPART_ARC
(23,16),-2.1342 # DEPENDENCYPART_ARC
(23,17),-2.36506 # DEPENDENCYPART_ARC
(23,18),-2.78612 # DEPENDENCYPART_ARC
(23,19),-2.18688 # DEPENDENCYPART_ARC
(23,20),-1.87769 # DEPENDENCYPART_ARC
(23,21),-1.16013 # DEPENDENCYPART_ARC
(23,22),-0.451753 # DEPENDENCYPART_ARC
(23,24),5.68894 # DEPENDENCYPART_ARC
(23,25),0.270441 # DEPENDENCYPART_ARC
(23,26),0.205567 # DEPENDENCYPART_ARC
(23,27),-1.4217 # DEPENDENCYPART_ARC
(23,28),-0.758806 # DEPENDENCYPART_ARC
(23,29),-1.2643 # DEPENDENCYPART_ARC
(24,1),-5.49544 # DEPENDENCYPART_ARC
