# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,13,18,0,20,18,20,21,18,25,23,25,26,18,
(2,26),-2.80513 # DEPENDENCYPART_ARC
(2,27),-3.02096 # DEPENDENCYPART_ARC
(2,28),-2.66761 # DEPENDENCYPART_ARC
(3,1),-1.23124 # DEPENDENCYPART_ARC
(3,2),-0.165495 # DEPENDENCYPART_ARC
(3,4),1.49458 # DEPENDENCYPART_ARC
(3,5),0.759186 # DEPENDENCYPART_ARC
(3,6),1.21576 # DEPENDENCYPART_ARC
(3,7),-2.48139 # DEPENDENCYPART_ARC
(3,8),-1.84969 # DEPENDENCYPART_ARC
(3,9),-1.58527 # DEPENDENCYPART_ARC
(3,10),-2.4271 # DEPENDENCYPART_ARC
(3,11),-2.44915 # DEPENDENCYPART_ARC
(3,12),-2.58031 # DEPENDENCYPART_ARC
(3,13),-2.99587 # DEPENDENCYPART_ARC
(3,14),-3.38114 # DEPENDENCYPART_ARC
(3,15),-3.73631 # DEPENDENCYPART_ARC
(3,16),-3.0764 # DEPENDENCYPART_ARC
(3,17),-3.30696 # DEPENDENCYPART_ARC
(3,18),-3.11735 # DEPENDENCYPART_ARC
(3,19),-4.21833 # DEPENDENCYPART_ARC
(3,20),-3.48631 # DEPENDENCYPART_ARC
(3,21),-3.88217 # DEPENDENCYPART_ARC
(3,22),-3.22175 # DEPENDENCYPART_ARC
(3,23),-5.14697 # DEPENDENCYPART_ARC
(3,24),-4.3639 # DEPENDENCYPART_ARC
(3,25),-3.585 # DEPENDENCYPART_ARC
(3,26),-4.83304 # DEPENDENCYPART_ARC
(3,27),-5.44006 # DEPENDENCYPART_ARC
(3,28),-4.1443 # DEPENDENCYPART_ARC
(4,1),-0.733287 # DEPENDENCYPART_ARC
(4,2),1.29925 # DEPENDENCYPART_ARC
(4,3),4.67887 # DEPENDENCYPART_ARC
(4,5),3.62163 # DEPENDENCYPART_ARC
(4,6),0.693612 # DEPENDENCYPART_ARC
(4,7),1.39676 # DEPENDENCYPART_ARC
(4,8),-1.41851 # DEPENDENCYPART_ARC
(4,9),0.629859 # DEPENDENCYPART_ARC
(4,10),-1.7169 # DEPENDENCYPART_ARC
(4,11),3.73579 # DEPENDENCYPART_ARC
(4,12),-1.14306 # DEPENDENCYPART_ARC
(4,13),2.97193 # DEPENDENCYPART_ARC
(4,14),0.590098 # DEPENDENCYPART_ARC
(4,15),-0.940482 # DEPENDENCYPART_ARC
(4,16),0.495488 # DEPENDENCYPART_ARC
(4,17),0.398934 # DEPENDENCYPART_ARC
(4,18),1.2904 # DEPENDENCYPART_ARC
(4,19),-2.61814 # DEPENDENCYPART_ARC
(4,20),-0.840009 # DEPENDENCYPART_ARC
(4,21),-0.954763 # DEPENDENCYPART_ARC
(4,22),-1.30071 # DEPENDENCYPART_ARC
(4,23),-0.17187 # DEPENDENCYPART_ARC
(4,24),-2.25976 # DEPENDENCYPART_ARC
(4,25),-0.901937 # DEPENDENCYPART_ARC
(4,26),-2.46846 # DEPENDENCYPART_ARC
(4,27),-1.63837 # DEPENDENCYPART_ARC
(4,28),1.64672 # DEPENDENCYPART_ARC
(5,1),-1.33526 # DEPENDENCYPART_ARC
(5,2),0.137574 # DEPENDENCYPART_ARC
(5,3),0.725998 # DEPENDENCYPART_ARC
(5,4),0.975264 # DEPENDENCYPART_ARC
(5,6),1.29817 # DEPENDENCYPART_ARC
(5,7),3.9393 # DEPENDENCYPART_ARC
(5,8),-0.840548 # DEPENDENCYPART_ARC
(5,9),0.27437 # DEPENDENCYPART_ARC
(5,10),-1.05771 # DEPENDENCYPART_ARC
(5,11),0.135689 # DEPENDENCYPART_ARC
(5,12),-2.75699 # DEPENDENCYPART_ARC
(5,13),-0.571319 # DEPENDENCYPART_ARC
(5,14),-1.57672 # DEPENDENCYPART_ARC
(5,15),-5.68542 # DEPENDENCYPART_ARC
(5,16),-0.563331 # DEPENDENCYPART_ARC
(5,17),-2.35866 # DEPENDENCYPART_ARC
(5,18),-1.5439 # DEPENDENCYPART_ARC
(5,19),-3.23793 # DEPENDENCYPART_ARC
(5,20),-8.43143 # DEPENDENCYPART_ARC
(5,21),-1.85659 # DEPENDENCYPART_ARC
(5,22),-9.36351 # DEPENDENCYPART_ARC
(5,23),-3.14073 # DEPENDENCYPART_ARC
(5,24),-3.10813 # DEPENDENCYPART_ARC
(5,25),-10.9024 # DEPENDENCYPART_ARC
(5,26),-1.98048 # DEPENDENCYPART_ARC
(5,27),-11.9074 # DEPENDENCYPART_ARC
(5,28),-0.770792 # DEPENDENCYPART_ARC
(6,1),-1.48017 # DEPENDENCYPART_ARC
(6,2),-0.66348 # DEPENDENCYPART_ARC
(6,3),0.580768 # DEPENDENCYPART_ARC
(6,4),-0.139297 # DEPENDENCYPART_ARC
(6,5),1.50173 # DEPENDENCYPART_ARC
(6,7),0.792083 # DEPENDENCYPART_ARC
(6,8),-0.664462 # DEPENDENCYPART_ARC
(6,9),-0.658721 # DEPENDENCYPART_ARC
(6,10),-1.35976 # DEPENDENCYPART_ARC
(6,11),0.317111 # DEPENDENCYPART_ARC
(6,12),-1.82104 # DEPENDENCYPART_ARC
(6,13),-0.122809 # DEPENDENCYPART_ARC
(6,14),-2.21458 # DEPENDENCYPART_ARC
(6,15),-1.8702 # DEPENDENCYPART_ARC
(6,16),-1.7443 # DEPENDENCYPART_ARC
(6,17),-1.03906 # DEPENDENCYPART_ARC
(6,18),-1.27902 # DEPENDENCYPART_ARC
(6,19),-2.68945 # DEPENDENCYPART_ARC
(6,20),-2.13125 # DEPENDENCYPART_ARC
(6,21),-2.53051 # DEPENDENCYPART_ARC
(6,22),-2.30442 # DEPENDENCYPART_ARC
(6,23),-2.90151 # DEPENDENCYPART_ARC
(6,24),-2.97564 # DEPENDENCYPART_ARC
(6,25),-2.49824 # DEPENDENCYPART_ARC
(6,26),-2.78875 # DEPENDENCYPART_ARC
(6,27),-2.77394 # DEPENDENCYPART_ARC
(6,28),-1.84398 # DEPENDENCYPART_ARC
(7,1),-0.590942 # DEPENDENCYPART_ARC
(7,2),1.08942 # DEPENDENCYPART_ARC
(7,3),1.89717 # DEPENDENCYPART_ARC
(7,4),-0.328322 # DEPENDENCYPART_ARC
(7,5),1.94179 # DEPENDENCYPART_ARC
(7,6),3.76542 # DEPENDENCYPART_ARC
(7,8),0.916324 # DEPENDENCYPART_ARC
(7,9),1.0639 # DEPENDENCYPART_ARC
(7,10),-0.451031 # DEPENDENCYPART_ARC
(7,11),3.2534 # DEPENDENCYPART_ARC
(7,12),-0.803051 # DEPENDENCYPART_ARC
(7,13),1.97757 # DEPENDENCYPART_ARC
(7,14),-0.253063 # DEPENDENCYPART_ARC
(7,15),-1.08497 # DEPENDENCYPART_ARC
(7,16),0.295783 # DEPENDENCYPART_ARC
(7,17),-0.121897 # DEPENDENCYPART_ARC
(7,18),0.497408 # DEPENDENCYPART_ARC
(7,19),-2.35802 # DEPENDENCYPART_ARC
(7,20),-1.94806 # DEPENDENCYPART_ARC
(7,21),-1.06831 # DEPENDENCYPART_ARC
(7,22),-1.71399 # DEPENDENCYPART_ARC
(7,23),-0.990106 # DEPENDENCYPART_ARC
(7,24),-3.24833 # DEPENDENCYPART_ARC
(7,25),-1.93581 # DEPENDENCYPART_ARC
(7,26),-2.07268 # DEPENDENCYPART_ARC
(7,27),-0.814767 # DEPENDENCYPART_ARC
(7,28),1.1164 # DEPENDENCYPART_ARC
(8,1),-3.04735 # DEPENDENCYPART_ARC
(8,2),-1.79274 # DEPENDENCYPART_ARC
(8,3),-2.749 # DEPENDENCYPART_ARC
(8,4),-3.19679 # DEPENDENCYPART_ARC
(8,5),-0.978254 # DEPENDENCYPART_ARC
(8,6),-0.984261 # DEPENDENCYPART_ARC
(8,7),-1.63736 # DEPENDENCYPART_ARC
(8,9),0.48557 # DEPENDENCYPART_ARC
(8,10),-0.461972 # DEPENDENCYPART_ARC
(8,11),1.38914 # DEPENDENCYPART_ARC
(8,12),-1.73533 # DEPENDENCYPART_ARC
(8,13),-0.17396 # DEPENDENCYPART_ARC
(8,14),-1.32073 # DEPENDENCYPART_ARC
(8,15),-1.54907 # DEPENDENCYPART_ARC
(8,16),-1.18871 # DEPENDENCYPART_ARC
(8,17),-1.1066 # DEPENDENCYPART_ARC
(8,18),-1.37435 # DEPENDENCYPART_ARC
(8,19),-2.71485 # DEPENDENCYPART_ARC
(8,20),-3.34433 # DEPENDENCYPART_ARC
(8,21),-2.15167 # DEPENDENCYPART_ARC
(8,22),-3.08606 # DEPENDENCYPART_ARC
(8,23),-1.74894 # DEPENDENCYPART_ARC
(8,24),-2.93157 # DEPENDENCYPART_ARC
(8,25),-3.2028 # DEPENDENCYPART_ARC
(8,26),-2.35104 # DEPENDENCYPART_ARC
(8,27),-2.76975 # DEPENDENCYPART_ARC
(8,28),-0.46929 # DEPENDENCYPART_ARC
(9,1),-2.3371 # DEPENDENCYPART_ARC
(9,2),-0.80073 # DEPENDENCYPART_ARC
(9,3),-0.831528 # DEPENDENCYPART_ARC
(9,4),-1.87059 # DEPENDENCYPART_ARC
(9,5),-0.96954 # DEPENDENCYPART_ARC
(9,6),-0.690291 # DEPENDENCYPART_ARC
(9,7),-0.521793 # DEPENDENCYPART_ARC
(9,8),1.17263 # DEPENDENCYPART_ARC
(9,10),1.75708 # DEPENDENCYPART_ARC
(9,11),2.94743 # DEPENDENCYPART_ARC
(9,12),0.114757 # DEPENDENCYPART_ARC
(9,13),1.74456 # DEPENDENCYPART_ARC
(9,14),0.303361 # DEPENDENCYPART_ARC
(9,15),0.0895984 # DEPENDENCYPART_ARC
(9,16),0.891915 # DEPENDENCYPART_ARC
(9,17),0.695204 # DEPENDENCYPART_ARC
(9,18),0.574857 # DEPENDENCYPART_ARC
(9,19),-0.828906 # DEPENDENCYPART_ARC
(9,20),-0.0587024 # DEPENDENCYPART_ARC
(9,21),-0.341002 # DEPENDENCYPART_ARC
(9,22),-0.0524502 # DEPENDENCYPART_ARC
(9,23),-0.62837 # DEPENDENCYPART_ARC
(9,24),-0.998484 # DEPENDENCYPART_ARC
(9,25),-0.26602 # DEPENDENCYPART_ARC
(9,26),-0.8695 # DEPENDENCYPART_ARC
(9,27),-0.415783 # DEPENDENCYPART_ARC
(9,28),0.308694 # DEPENDENCYPART_ARC
(10,1),-3.73854 # DEPENDENCYPART_ARC
(10,2),-2.63812 # DEPENDENCYPART_ARC
(10,3),-3.85798 # DEPENDENCYPART_ARC
(10,4),-3.93972 # DEPENDENCYPART_ARC
(10,5),-1.96644 # DEPENDENCYPART_ARC
(10,6),-2.24039 # DEPENDENCYPART_ARC
(10,7),-3.44119 # DEPENDENCYPART_ARC
(10,8),-1.82209 # DEPENDENCYPART_ARC
(10,9),-1.37315 # DEPENDENCYPART_ARC
(10,11),0.529372 # DEPENDENCYPART_ARC
(10,12),-1.45088 # DEPENDENCYPART_ARC
(10,13),-1.25782 # DEPENDENCYPART_ARC
(10,14),-0.999995 # DEPENDENCYPART_ARC
(10,15),-1.48135 # DEPENDENCYPART_ARC
(10,16),-1.67099 # DEPENDENCYPART_ARC
(10,17),-2.11052 # DEPENDENCYPART_ARC
(10,18),-2.56399 # DEPENDENCYPART_ARC
(10,19),-2.95285 # DEPENDENCYPART_ARC
(10,20),-3.40966 # DEPENDENCYPART_ARC
(10,21),-2.18927 # DEPENDENCYPART_ARC
(10,22),-3.39808 # DEPENDENCYPART_ARC
(10,23),-1.8921 # DEPENDENCYPART_ARC
(10,24),-3.31062 # DEPENDENCYPART_ARC
(10,25),-3.55598 # DEPENDENCYPART_ARC
(10,26),-2.40823 # DEPENDENCYPART_ARC
(10,27),-2.94556 # DEPENDENCYPART_ARC
(10,28),-1.18842 # DEPENDENCYPART_ARC
(11,1),-1.061 # DEPENDENCYPART_ARC
(11,2),-0.478427 # DEPENDENCYPART_ARC
(11,3),-2.1892 # DEPENDENCYPART_ARC
(11,4),0.00424767 # DEPENDENCYPART_ARC
(11,5),-1.37892 # DEPENDENCYPART_ARC
(11,6),-0.500567 # DEPENDENCYPART_ARC
(11,7),-1.33186 # DEPENDENCYPART_ARC
(11,8),2.53677 # DEPENDENCYPART_ARC
(11,9),0.368681 # DEPENDENCYPART_ARC
(11,10),4.40298 # DEPENDENCYPART_ARC
(11,12),-0.18965 # DEPENDENCYPART_ARC
(11,13),0.139879 # DEPENDENCYPART_ARC
(11,14),-0.782955 # DEPENDENCYPART_ARC
(11,15),-1.84456 # DEPENDENCYPART_ARC
(11,16),-0.438636 # DEPENDENCYPART_ARC
(11,17),-1.66265 # DEPENDENCYPART_ARC
(11,18),-2.12928 # DEPENDENCYPART_ARC
(11,19),-5.73609 # DEPENDENCYPART_ARC
(11,20),-2.55545 # DEPENDENCYPART_ARC
(11,21),-3.48007 # DEPENDENCYPART_ARC
(11,22),-3.08187 # DEPENDENCYPART_ARC
(11,23),-2.24679 # DEPENDENCYPART_ARC
(11,24),-5.59519 # DEPENDENCYPART_ARC
(11,25),-2.96986 # DEPENDENCYPART_ARC
(11,26),-4.06453 # DEPENDENCYPART_ARC
(11,27),-3.66174 # DEPENDENCYPART_ARC
(11,28),0.910055 # DEPENDENCYPART_ARC
(12,1),-3.75546 # DEPENDENCYPART_ARC
(12,2),-2.62816 # DEPENDENCYPART_ARC
(12,3),-3.61793 # DEPENDENCYPART_ARC
(12,4),-3.69991 # DEPENDENCYPART_ARC
(12,5),-2.28404 # DEPENDENCYPART_ARC
(12,6),-2.54363 # DEPENDENCYPART_ARC
(12,7),-3.29837 # DEPENDENCYPART_ARC
(12,8),-2.39506 # DEPENDENCYPART_ARC
(12,9),-2.58629 # DEPENDENCYPART_ARC
(12,10),-1.60347 # DEPENDENCYPART_ARC
(12,11),-0.936818 # DEPENDENCYPART_ARC
(12,13),-0.459073 # DEPENDENCYPART_ARC
(12,14),-1.17666 # DEPENDENCYPART_ARC
(12,15),-0.824505 # DEPENDENCYPART_ARC
(12,16),-1.34502 # DEPENDENCYPART_ARC
(12,17),-2.4634 # DEPENDENCYPART_ARC
(12,18),-2.99285 # DEPENDENCYPART_ARC
(12,19),-2.92338 # DEPENDENCYPART_ARC
(12,20),-2.28385 # DEPENDENCYPART_ARC
(12,21),-2.77154 # DEPENDENCYPART_ARC
(12,22),-2.27334 # DEPENDENCYPART_ARC
(12,23),-2.83147 # DEPENDENCYPART_ARC
(12,24),-3.42025 # DEPENDENCYPART_ARC
(12,25),-2.62701 # DEPENDENCYPART_ARC
(12,26),-3.1933 # DEPENDENCYPART_ARC
(12,27),-2.24715 # DEPENDENCYPART_ARC
(12,28),-1.63174 # DEPENDENCYPART_ARC
(13,1),0.591432 # DEPENDENCYPART_ARC
(13,2),0.635877 # DEPENDENCYPART_ARC
(13,3),-1.04464 # DEPENDENCYPART_ARC
(13,4),1.82778 # DEPENDENCYPART_ARC
(13,5),-0.0228306 # DEPENDENCYPART_ARC
(13,6),0.772239 # DEPENDENCYPART_ARC
(13,7),0.443326 # DEPENDENCYPART_ARC
(13,8),3.17839 # DEPENDENCYPART_ARC
(13,9),1.63137 # DEPENDENCYPART_ARC
(13,10),3.94796 # DEPENDENCYPART_ARC
(13,11),3.49003 # DEPENDENCYPART_ARC
(13,12),4.82649 # DEPENDENCYPART_ARC
(13,14),4.2988 # DEPENDENCYPART_ARC
(13,15),2.78594 # DEPENDENCYPART_ARC
(13,16),2.35949 # DEPENDENCYPART_ARC
(13,17),1.1506 # DEPENDENCYPART_ARC
(13,18),0.672451 # DEPENDENCYPART_ARC
(13,19),-2.82368 # DEPENDENCYPART_ARC
(13,20),1.10782 # DEPENDENCYPART_ARC
(13,21),-0.307057 # DEPENDENCYPART_ARC
(13,22),-0.19747 # DEPENDENCYPART_ARC
(13,23),1.25127 # DEPENDENCYPART_ARC
(13,24),-2.79946 # DEPENDENCYPART_ARC
(13,25),0.71621 # DEPENDENCYPART_ARC
(13,26),-0.741454 # DEPENDENCYPART_ARC
(13,27),-0.293223 # DEPENDENCYPART_ARC
(13,28),3.1906 # DEPENDENCYPART_ARC
(14,1),-3.3221 # DEPENDENCYPART_ARC
(14,2),-2.3731 # DEPENDENCYPART_ARC
(14,3),-2.51467 # DEPENDENCYPART_ARC
(14,4),-2.39936 # DEPENDENCYPART_ARC
(14,5),-2.15628 # DEPENDENCYPART_ARC
(14,6),-2.03088 # DEPENDENCYPART_ARC
(14,7),-2.53174 # DEPENDENCYPART_ARC
(14,8),-1.8425 # DEPENDENCYPART_ARC
(14,9),-2.13048 # DEPENDENCYPART_ARC
(14,10),-1.4389 # DEPENDENCYPART_ARC
(14,11),-0.749809 # DEPENDENCYPART_ARC
(14,12),-0.572707 # DEPENDENCYPART_ARC
(14,13),0.161076 # DEPENDENCYPART_ARC
(14,15),5.42451 # DEPENDENCYPART_ARC
(14,16),0.561438 # DEPENDENCYPART_ARC
(14,17),-1.04498 # DEPENDENCYPART_ARC
(14,18),-0.225495 # DEPENDENCYPART_ARC
(14,19),-2.93984 # DEPENDENCYPART_ARC
(14,20),-2.68067 # DEPENDENCYPART_ARC
(14,21),-2.13102 # DEPENDENCYPART_ARC
(14,22),-3.09309 # DEPENDENCYPART_ARC
(14,23),-1.0855 # DEPENDENCYPART_ARC
(14,24),-3.17893 # DEPENDENCYPART_ARC
(14,25),-5.19198 # DEPENDENCYPART_ARC
(14,26),-2.98693 # DEPENDENCYPART_ARC
(14,27),-5.36928 # DEPENDENCYPART_ARC
(14,28),-0.946193 # DEPENDENCYPART_ARC
(15,1),-3.04305 # DEPENDENCYPART_ARC
(15,2),-2.4447 # DEPENDENCYPART_ARC
(15,3),-4.02905 # DEPENDENCYPART_ARC
(15,4),-3.03081 # DEPENDENCYPART_ARC
(15,5),-0.350041 # DEPENDENCYPART_ARC
(15,6),-1.57428 # DEPENDENCYPART_ARC
(15,7),-2.26992 # DEPENDENCYPART_ARC
(15,8),-1.3566 # DEPENDENCYPART_ARC
(15,9),-1.75816 # DEPENDENCYPART_ARC
(15,10),-0.708305 # DEPENDENCYPART_ARC
(15,11),-2.39444 # DEPENDENCYPART_ARC
(15,12),-0.726927 # DEPENDENCYPART_ARC
(15,13),-1.01546 # DEPENDENCYPART_ARC
(15,14),0.465814 # DEPENDENCYPART_ARC
(15,16),0.143829 # DEPENDENCYPART_ARC
(15,17),0.128549 # DEPENDENCYPART_ARC
(15,18),0.471697 # DEPENDENCYPART_ARC
(15,19),-1.38571 # DEPENDENCYPART_ARC
(15,20),-0.80365 # DEPENDENCYPART_ARC
(15,21),-0.245384 # DEPENDENCYPART_ARC
(15,22),-0.777967 # DEPENDENCYPART_ARC
(15,23),-0.907516 # DEPENDENCYPART_ARC
(15,24),-2.21845 # DEPENDENCYPART_ARC
(15,25),-1.07377 # DEPENDENCYPART_ARC
(15,26),-1.62006 # DEPENDENCYPART_ARC
(15,27),-0.723567 # DEPENDENCYPART_ARC
(15,28),-0.334631 # DEPENDENCYPART_ARC
(16,1),-4.03755 # DEPENDENCYPART_ARC
(16,2),-3.00228 # DEPENDENCYPART_ARC
(16,3),-3.74827 # DEPENDENCYPART_ARC
(16,4),-3.92732 # DEPENDENCYPART_ARC
(16,5),-3.12312 # DEPENDENCYPART_ARC
(16,6),-3.20355 # DEPENDENCYPART_ARC
(16,7),-3.67396 # DEPENDENCYPART_ARC
(16,8),-3.13384 # DEPENDENCYPART_ARC
(16,9),-2.98841 # DEPENDENCYPART_ARC
(16,10),-2.98589 # DEPENDENCYPART_ARC
(16,11),-3.18991 # DEPENDENCYPART_ARC
(16,12),-2.52874 # DEPENDENCYPART_ARC
(16,13),-2.51436 # DEPENDENCYPART_ARC
(16,14),-1.49943 # DEPENDENCYPART_ARC
(16,15),-1.48425 # DEPENDENCYPART_ARC
(16,17),-1.35926 # DEPENDENCYPART_ARC
(16,18),-2.44303 # DEPENDENCYPART_ARC
(16,19),-3.27154 # DEPENDENCYPART_ARC
(16,20),-2.89964 # DEPENDENCYPART_ARC
(16,21),-3.11197 # DEPENDENCYPART_ARC
(16,22),-3.09139 # DEPENDENCYPART_ARC
(16,23),-3.04215 # DEPENDENCYPART_ARC
(16,24),-3.69809 # DEPENDENCYPART_ARC
(16,25),-3.24059 # DEPENDENCYPART_ARC
(16,26),-3.08454 # DEPENDENCYPART_ARC
(16,27),-3.34418 # DEPENDENCYPART_ARC
(16,28),-2.68904 # DEPENDENCYPART_ARC
(17,1),-2.07445 # DEPENDENCYPART_ARC
(17,2),-2.00632 # DEPENDENCYPART_ARC
(17,3),-3.78311 # DEPENDENCYPART_ARC
(17,4),-1.6885 # DEPENDENCYPART_ARC
(17,5),-3.09143 # DEPENDENCYPART_ARC
(17,6),-2.51281 # DEPENDENCYPART_ARC
(17,7),-3.42578 # DEPENDENCYPART_ARC
(17,8),-0.177507 # DEPENDENCYPART_ARC
(17,9),-1.47527 # DEPENDENCYPART_ARC
(17,10),0.0920563 # DEPENDENCYPART_ARC
(17,11),-1.07852 # DEPENDENCYPART_ARC
(17,12),-0.548712 # DEPENDENCYPART_ARC
(17,13),-1.31569 # DEPENDENCYPART_ARC
(17,14),-0.231239 # DEPENDENCYPART_ARC
(17,15),-0.724961 # DEPENDENCYPART_ARC
(17,16),-1.10618 # DEPENDENCYPART_ARC
(17,18),1.16416 # DEPENDENCYPART_ARC
(17,19),-3.38269 # DEPENDENCYPART_ARC
(17,20),0.219347 # DEPENDENCYPART_ARC
(17,21),-1.702 # DEPENDENCYPART_ARC
(17,22),-0.816421 # DEPENDENCYPART_ARC
(17,23),-0.553687 # DEPENDENCYPART_ARC
(17,24),-4.22472 # DEPENDENCYPART_ARC
(17,25),-1.12158 # DEPENDENCYPART_ARC
(17,26),-2.20683 # DEPENDENCYPART_ARC
(17,27),-2.00683 # DEPENDENCYPART_ARC
(17,28),2.3831 # DEPENDENCYPART_ARC
(18,1),0.350254 # DEPENDENCYPART_ARC
(18,2),-0.519966 # DEPENDENCYPART_ARC
(18,3),-0.842443 # DEPENDENCYPART_ARC
(18,4),0.900589 # DEPENDENCYPART_ARC
(18,5),-1.29691 # DEPENDENCYPART_ARC
(18,6),-0.226061 # DEPENDENCYPART_ARC
(18,7),-0.147003 # DEPENDENCYPART_ARC
(18,8),1.76164 # DEPENDENCYPART_ARC
(18,9),1.20541 # DEPENDENCYPART_ARC
(18,10),2.34172 # DEPENDENCYPART_ARC
(18,11),1.39703 # DEPENDENCYPART_ARC
(18,12),2.57736 # DEPENDENCYPART_ARC
(18,13),2.4783 # DEPENDENCYPART_ARC
(18,14),1.74132 # DEPENDENCYPART_ARC
(18,15),1.52916 # DEPENDENCYPART_ARC
(18,16),0.877561 # DEPENDENCYPART_ARC
(18,17),7.27941 # DEPENDENCYPART_ARC
(18,19),-0.701032 # DEPENDENCYPART_ARC
(18,20),3.63775 # DEPENDENCYPART_ARC
(18,21),1.23583 # DEPENDENCYPART_ARC
