# _root_ La velocitat màxima calculada és d' entre 30 i 60 quilòmetres per hora , de_forma_que el trajecte entre la frontera i Escaldes-Engordany podria fer -se entre 22 i 29 minuts , incloent -hi la durada de les parades .
#goldHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,24,24,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
#predictedHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,5,24,17,24,17,20,18,20,20,24,5,24,27,30,27,27,24,32,24,32,35,32,35,38,36,5,
(0,28),-8.19071 # DEPENDENCYPART_ARC
(0,29),-8.3592 # DEPENDENCYPART_ARC
(0,30),-8.0092 # DEPENDENCYPART_ARC
(0,31),-9.25833 # DEPENDENCYPART_ARC
(0,32),-9.05022 # DEPENDENCYPART_ARC
(0,33),-6.33028 # DEPENDENCYPART_ARC
(0,34),-10.5114 # DEPENDENCYPART_ARC
(0,35),-8.95174 # DEPENDENCYPART_ARC
(0,36),-10.6199 # DEPENDENCYPART_ARC
(0,37),-10.1715 # DEPENDENCYPART_ARC
(0,38),-8.62525 # DEPENDENCYPART_ARC
(0,39),-9.85634 # DEPENDENCYPART_ARC
(1,2),0.621695 # DEPENDENCYPART_ARC
(1,3),-0.866567 # DEPENDENCYPART_ARC
(1,4),-2.76096 # DEPENDENCYPART_ARC
(1,5),-2.21828 # DEPENDENCYPART_ARC
(1,6),-2.13168 # DEPENDENCYPART_ARC
(1,7),-3.00943 # DEPENDENCYPART_ARC
(1,8),-1.90196 # DEPENDENCYPART_ARC
(1,9),-2.60267 # DEPENDENCYPART_ARC
(1,10),-1.95956 # DEPENDENCYPART_ARC
(1,11),-3.9399 # DEPENDENCYPART_ARC
(1,12),-3.64787 # DEPENDENCYPART_ARC
(1,13),-3.68538 # DEPENDENCYPART_ARC
(1,14),-3.82471 # DEPENDENCYPART_ARC
(1,15),-3.28371 # DEPENDENCYPART_ARC
(1,16),-4.6656 # DEPENDENCYPART_ARC
(1,17),-4.3266 # DEPENDENCYPART_ARC
(1,18),-5.17707 # DEPENDENCYPART_ARC
(1,19),-3.05706 # DEPENDENCYPART_ARC
(1,20),-4.57985 # DEPENDENCYPART_ARC
(1,21),-4.18498 # DEPENDENCYPART_ARC
(1,22),-5.01917 # DEPENDENCYPART_ARC
(1,23),-4.23576 # DEPENDENCYPART_ARC
(1,24),-3.86444 # DEPENDENCYPART_ARC
(1,25),-3.83657 # DEPENDENCYPART_ARC
(1,26),-6.18581 # DEPENDENCYPART_ARC
(1,27),-4.22406 # DEPENDENCYPART_ARC
(1,28),-4.73198 # DEPENDENCYPART_ARC
(1,29),-4.04565 # DEPENDENCYPART_ARC
(1,30),-6.81938 # DEPENDENCYPART_ARC
(1,31),-5.4739 # DEPENDENCYPART_ARC
(1,32),-4.36222 # DEPENDENCYPART_ARC
(1,33),-5.16299 # DEPENDENCYPART_ARC
(1,34),-5.36259 # DEPENDENCYPART_ARC
(1,35),-5.56532 # DEPENDENCYPART_ARC
(1,36),-6.86481 # DEPENDENCYPART_ARC
(1,37),-4.23022 # DEPENDENCYPART_ARC
(1,38),-7.14018 # DEPENDENCYPART_ARC
(1,39),-5.61041 # DEPENDENCYPART_ARC
(2,1),5.33723 # DEPENDENCYPART_ARC
(2,3),4.6628 # DEPENDENCYPART_ARC
(2,4),4.19557 # DEPENDENCYPART_ARC
(2,5),2.01179 # DEPENDENCYPART_ARC
(2,6),0.346257 # DEPENDENCYPART_ARC
(2,7),-0.451508 # DEPENDENCYPART_ARC
(2,8),-0.463519 # DEPENDENCYPART_ARC
(2,9),-0.122585 # DEPENDENCYPART_ARC
(2,10),-0.73051 # DEPENDENCYPART_ARC
(2,11),-0.378885 # DEPENDENCYPART_ARC
(2,12),0.488302 # DEPENDENCYPART_ARC
(2,13),-0.808417 # DEPENDENCYPART_ARC
(2,14),-0.0450309 # DEPENDENCYPART_ARC
(2,15),-0.263572 # DEPENDENCYPART_ARC
(2,16),-2.03641 # DEPENDENCYPART_ARC
(2,17),-1.29249 # DEPENDENCYPART_ARC
(2,18),-0.283449 # DEPENDENCYPART_ARC
(2,19),-1.63283 # DEPENDENCYPART_ARC
(2,20),-0.98606 # DEPENDENCYPART_ARC
(2,21),-0.47812 # DEPENDENCYPART_ARC
(2,22),-1.44685 # DEPENDENCYPART_ARC
(2,23),-2.51981 # DEPENDENCYPART_ARC
(2,24),-2.9216 # DEPENDENCYPART_ARC
(2,25),-1.14467 # DEPENDENCYPART_ARC
(2,26),-1.87563 # DEPENDENCYPART_ARC
(2,27),-1.88057 # DEPENDENCYPART_ARC
(2,28),-2.51228 # DEPENDENCYPART_ARC
(2,29),-1.95087 # DEPENDENCYPART_ARC
(2,30),-3.88332 # DEPENDENCYPART_ARC
(2,31),-1.93543 # DEPENDENCYPART_ARC
(2,32),-4.02685 # DEPENDENCYPART_ARC
(2,33),-4.24687 # DEPENDENCYPART_ARC
(2,34),-2.81615 # DEPENDENCYPART_ARC
(2,35),-3.22155 # DEPENDENCYPART_ARC
(2,36),-6.246 # DEPENDENCYPART_ARC
(2,37),-3.5295 # DEPENDENCYPART_ARC
(2,38),-2.96266 # DEPENDENCYPART_ARC
(2,39),2.73072 # DEPENDENCYPART_ARC
(3,1),1.31038 # DEPENDENCYPART_ARC
(3,2),0.236593 # DEPENDENCYPART_ARC
(3,4),1.7633 # DEPENDENCYPART_ARC
(3,5),0.194489 # DEPENDENCYPART_ARC
(3,6),-1.87132 # DEPENDENCYPART_ARC
(3,7),-1.88112 # DEPENDENCYPART_ARC
(3,8),-1.22944 # DEPENDENCYPART_ARC
(3,9),-0.363887 # DEPENDENCYPART_ARC
(3,10),-1.54436 # DEPENDENCYPART_ARC
(3,11),-1.66776 # DEPENDENCYPART_ARC
(3,12),-1.34134 # DEPENDENCYPART_ARC
(3,13),-1.50456 # DEPENDENCYPART_ARC
(3,14),-1.25113 # DEPENDENCYPART_ARC
(3,15),-1.85901 # DEPENDENCYPART_ARC
(3,16),-3.26655 # DEPENDENCYPART_ARC
(3,17),-2.00293 # DEPENDENCYPART_ARC
(3,18),-3.3683 # DEPENDENCYPART_ARC
(3,19),-2.7802 # DEPENDENCYPART_ARC
(3,20),-2.20652 # DEPENDENCYPART_ARC
(3,21),-1.49611 # DEPENDENCYPART_ARC
(3,22),-1.64802 # DEPENDENCYPART_ARC
(3,23),-1.17888 # DEPENDENCYPART_ARC
(3,24),-2.32295 # DEPENDENCYPART_ARC
(3,25),-2.39496 # DEPENDENCYPART_ARC
(3,26),-4.84201 # DEPENDENCYPART_ARC
(3,27),-2.83203 # DEPENDENCYPART_ARC
(3,28),-2.61545 # DEPENDENCYPART_ARC
(3,29),-2.68027 # DEPENDENCYPART_ARC
(3,30),-2.53859 # DEPENDENCYPART_ARC
(3,31),-2.53223 # DEPENDENCYPART_ARC
(3,32),-2.43813 # DEPENDENCYPART_ARC
(3,33),-3.80192 # DEPENDENCYPART_ARC
(3,34),-3.28684 # DEPENDENCYPART_ARC
(3,35),-3.18923 # DEPENDENCYPART_ARC
(3,36),-7.05493 # DEPENDENCYPART_ARC
(3,37),-3.66742 # DEPENDENCYPART_ARC
(3,38),-3.31355 # DEPENDENCYPART_ARC
(3,39),-2.37404 # DEPENDENCYPART_ARC
(4,1),0.460649 # DEPENDENCYPART_ARC
(4,2),0.0638142 # DEPENDENCYPART_ARC
(4,3),-0.0697258 # DEPENDENCYPART_ARC
(4,5),0.312374 # DEPENDENCYPART_ARC
(4,6),-0.457402 # DEPENDENCYPART_ARC
(4,7),-0.904521 # DEPENDENCYPART_ARC
(4,8),-1.67656 # DEPENDENCYPART_ARC
(4,9),-1.09939 # DEPENDENCYPART_ARC
(4,10),-2.03846 # DEPENDENCYPART_ARC
(4,11),-1.38986 # DEPENDENCYPART_ARC
(4,12),-0.733264 # DEPENDENCYPART_ARC
(4,13),-1.84866 # DEPENDENCYPART_ARC
(4,14),-1.45773 # DEPENDENCYPART_ARC
(4,15),-2.30772 # DEPENDENCYPART_ARC
(4,16),-4.44927 # DEPENDENCYPART_ARC
(4,17),-1.70814 # DEPENDENCYPART_ARC
(4,18),-2.60322 # DEPENDENCYPART_ARC
(4,19),-4.03491 # DEPENDENCYPART_ARC
(4,20),-2.22547 # DEPENDENCYPART_ARC
(4,21),-2.13513 # DEPENDENCYPART_ARC
(4,22),-2.12153 # DEPENDENCYPART_ARC
(4,23),-1.71842 # DEPENDENCYPART_ARC
(4,24),-2.90228 # DEPENDENCYPART_ARC
(4,25),-2.96868 # DEPENDENCYPART_ARC
(4,26),-4.02909 # DEPENDENCYPART_ARC
(4,27),-3.30895 # DEPENDENCYPART_ARC
(4,28),-3.30119 # DEPENDENCYPART_ARC
(4,29),-3.24483 # DEPENDENCYPART_ARC
(4,30),-2.38388 # DEPENDENCYPART_ARC
(4,31),-2.74202 # DEPENDENCYPART_ARC
(4,32),-2.67326 # DEPENDENCYPART_ARC
(4,33),-4.93192 # DEPENDENCYPART_ARC
(4,34),-4.39438 # DEPENDENCYPART_ARC
(4,35),-3.13203 # DEPENDENCYPART_ARC
(4,36),-6.13006 # DEPENDENCYPART_ARC
(4,37),-4.71628 # DEPENDENCYPART_ARC
(4,38),-3.31948 # DEPENDENCYPART_ARC
(4,39),-2.73208 # DEPENDENCYPART_ARC
(5,1),0.0413181 # DEPENDENCYPART_ARC
(5,2),2.64027 # DEPENDENCYPART_ARC
(5,3),0.706141 # DEPENDENCYPART_ARC
(5,4),2.07377 # DEPENDENCYPART_ARC
(5,6),2.51127 # DEPENDENCYPART_ARC
(5,7),1.24232 # DEPENDENCYPART_ARC
(5,8),0.963786 # DEPENDENCYPART_ARC
(5,9),2.64459 # DEPENDENCYPART_ARC
(5,10),1.14638 # DEPENDENCYPART_ARC
(5,11),0.861495 # DEPENDENCYPART_ARC
(5,12),1.84909 # DEPENDENCYPART_ARC
(5,13),0.367807 # DEPENDENCYPART_ARC
(5,14),1.97447 # DEPENDENCYPART_ARC
(5,15),1.45356 # DEPENDENCYPART_ARC
(5,16),-2.33059 # DEPENDENCYPART_ARC
(5,17),-0.331515 # DEPENDENCYPART_ARC
(5,18),-0.112876 # DEPENDENCYPART_ARC
(5,19),-2.10508 # DEPENDENCYPART_ARC
(5,20),-0.27839 # DEPENDENCYPART_ARC
(5,21),2.04207 # DEPENDENCYPART_ARC
(5,22),-2.40652 # DEPENDENCYPART_ARC
(5,23),2.95554 # DEPENDENCYPART_ARC
(5,24),0.898535 # DEPENDENCYPART_ARC
(5,25),0.235969 # DEPENDENCYPART_ARC
(5,26),-1.83754 # DEPENDENCYPART_ARC
(5,27),-0.189714 # DEPENDENCYPART_ARC
(5,28),1.65166 # DEPENDENCYPART_ARC
(5,29),0.0764897 # DEPENDENCYPART_ARC
(5,30),-4.09698 # DEPENDENCYPART_ARC
(5,31),1.26487 # DEPENDENCYPART_ARC
(5,32),1.64081 # DEPENDENCYPART_ARC
(5,33),-1.27017 # DEPENDENCYPART_ARC
(5,34),-2.89339 # DEPENDENCYPART_ARC
(5,35),-4.31502 # DEPENDENCYPART_ARC
(5,36),-1.93145 # DEPENDENCYPART_ARC
(5,37),-2.97873 # DEPENDENCYPART_ARC
(5,38),-4.30148 # DEPENDENCYPART_ARC
(5,39),12.2593 # DEPENDENCYPART_ARC
(6,1),-1.08227 # DEPENDENCYPART_ARC
(6,2),-2.26323 # DEPENDENCYPART_ARC
(6,3),-1.95015 # DEPENDENCYPART_ARC
(6,4),-1.30449 # DEPENDENCYPART_ARC
(6,5),0.286104 # DEPENDENCYPART_ARC
(6,7),2.25432 # DEPENDENCYPART_ARC
(6,8),1.64903 # DEPENDENCYPART_ARC
(6,9),0.750876 # DEPENDENCYPART_ARC
(6,10),0.0973094 # DEPENDENCYPART_ARC
(6,11),2.3156 # DEPENDENCYPART_ARC
(6,12),-0.221839 # DEPENDENCYPART_ARC
(6,13),0.710147 # DEPENDENCYPART_ARC
(6,14),0.59255 # DEPENDENCYPART_ARC
(6,15),-0.247944 # DEPENDENCYPART_ARC
(6,16),-2.33773 # DEPENDENCYPART_ARC
(6,17),-2.70943 # DEPENDENCYPART_ARC
(6,18),-0.821234 # DEPENDENCYPART_ARC
(6,19),-2.45107 # DEPENDENCYPART_ARC
(6,20),-3.70751 # DEPENDENCYPART_ARC
(6,21),-0.39889 # DEPENDENCYPART_ARC
(6,22),-6.0927 # DEPENDENCYPART_ARC
(6,23),-3.31995 # DEPENDENCYPART_ARC
(6,24),-3.22656 # DEPENDENCYPART_ARC
(6,25),-5.59654 # DEPENDENCYPART_ARC
(6,26),-1.56565 # DEPENDENCYPART_ARC
(6,27),-3.36306 # DEPENDENCYPART_ARC
(6,28),-1.24265 # DEPENDENCYPART_ARC
(6,29),-3.41304 # DEPENDENCYPART_ARC
(6,30),-9.06603 # DEPENDENCYPART_ARC
(6,31),-2.30537 # DEPENDENCYPART_ARC
(6,32),-3.83954 # DEPENDENCYPART_ARC
(6,33),-6.19867 # DEPENDENCYPART_ARC
(6,34),-2.808 # DEPENDENCYPART_ARC
(6,35),-13.439 # DEPENDENCYPART_ARC
(6,36),-4.80366 # DEPENDENCYPART_ARC
(6,37),-2.9525 # DEPENDENCYPART_ARC
(6,38),-14.1807 # DEPENDENCYPART_ARC
(6,39),-0.0270537 # DEPENDENCYPART_ARC
(7,1),-0.7888 # DEPENDENCYPART_ARC
(7,2),-1.32015 # DEPENDENCYPART_ARC
(7,3),-1.09822 # DEPENDENCYPART_ARC
(7,4),-0.792439 # DEPENDENCYPART_ARC
(7,5),0.727302 # DEPENDENCYPART_ARC
(7,6),1.12752 # DEPENDENCYPART_ARC
(7,8),1.36332 # DEPENDENCYPART_ARC
(7,9),0.845945 # DEPENDENCYPART_ARC
(7,10),-0.302177 # DEPENDENCYPART_ARC
(7,11),1.27358 # DEPENDENCYPART_ARC
(7,12),-0.263478 # DEPENDENCYPART_ARC
(7,13),0.184681 # DEPENDENCYPART_ARC
(7,14),0.602505 # DEPENDENCYPART_ARC
(7,15),-0.355829 # DEPENDENCYPART_ARC
(7,16),-2.76377 # DEPENDENCYPART_ARC
(7,17),-3.14719 # DEPENDENCYPART_ARC
(7,18),-0.0718694 # DEPENDENCYPART_ARC
(7,19),-2.85914 # DEPENDENCYPART_ARC
(7,20),-4.08989 # DEPENDENCYPART_ARC
(7,21),-0.464816 # DEPENDENCYPART_ARC
(7,22),-6.06933 # DEPENDENCYPART_ARC
(7,23),-1.92268 # DEPENDENCYPART_ARC
(7,24),-1.75082 # DEPENDENCYPART_ARC
(7,25),-5.56523 # DEPENDENCYPART_ARC
(7,26),-0.776811 # DEPENDENCYPART_ARC
(7,27),-3.64746 # DEPENDENCYPART_ARC
(7,28),-0.991926 # DEPENDENCYPART_ARC
(7,29),-3.46453 # DEPENDENCYPART_ARC
(7,30),-8.94574 # DEPENDENCYPART_ARC
(7,31),-2.543 # DEPENDENCYPART_ARC
(7,32),-2.2283 # DEPENDENCYPART_ARC
(7,33),-6.09717 # DEPENDENCYPART_ARC
(7,34),-3.22656 # DEPENDENCYPART_ARC
(7,35),-12.4188 # DEPENDENCYPART_ARC
(7,36),-5.67107 # DEPENDENCYPART_ARC
(7,37),-3.21874 # DEPENDENCYPART_ARC
(7,38),-13.2377 # DEPENDENCYPART_ARC
(7,39),-0.0101743 # DEPENDENCYPART_ARC
(8,1),-0.426752 # DEPENDENCYPART_ARC
(8,2),-1.19161 # DEPENDENCYPART_ARC
(8,3),-0.306954 # DEPENDENCYPART_ARC
(8,4),-0.0898093 # DEPENDENCYPART_ARC
(8,5),-0.355717 # DEPENDENCYPART_ARC
(8,6),1.58415 # DEPENDENCYPART_ARC
(8,7),3.46464 # DEPENDENCYPART_ARC
(8,9),3.75382 # DEPENDENCYPART_ARC
(8,10),4.10717 # DEPENDENCYPART_ARC
(8,11),1.78165 # DEPENDENCYPART_ARC
(8,12),1.5284 # DEPENDENCYPART_ARC
(8,13),1.10809 # DEPENDENCYPART_ARC
(8,14),0.880125 # DEPENDENCYPART_ARC
(8,15),1.00454 # DEPENDENCYPART_ARC
(8,16),-0.0744367 # DEPENDENCYPART_ARC
(8,17),0.665809 # DEPENDENCYPART_ARC
(8,18),0.741226 # DEPENDENCYPART_ARC
(8,19),-0.2249 # DEPENDENCYPART_ARC
(8,20),0.202029 # DEPENDENCYPART_ARC
(8,21),0.517936 # DEPENDENCYPART_ARC
(8,22),0.11814 # DEPENDENCYPART_ARC
(8,23),-0.272795 # DEPENDENCYPART_ARC
(8,24),-1.02548 # DEPENDENCYPART_ARC
(8,25),-0.174755 # DEPENDENCYPART_ARC
(8,26),-0.450925 # DEPENDENCYPART_ARC
(8,27),-0.336551 # DEPENDENCYPART_ARC
(8,28),0.940528 # DEPENDENCYPART_ARC
(8,29),1.12382 # DEPENDENCYPART_ARC
(8,30),-0.766942 # DEPENDENCYPART_ARC
(8,31),-0.67202 # DEPENDENCYPART_ARC
(8,32),-1.34376 # DEPENDENCYPART_ARC
(8,33),-0.407107 # DEPENDENCYPART_ARC
(8,34),-0.995293 # DEPENDENCYPART_ARC
(8,35),-0.919671 # DEPENDENCYPART_ARC
(8,36),-1.04171 # DEPENDENCYPART_ARC
(8,37),-1.17467 # DEPENDENCYPART_ARC
(8,38),-1.3075 # DEPENDENCYPART_ARC
(8,39),-0.832066 # DEPENDENCYPART_ARC
(9,1),-3.15792 # DEPENDENCYPART_ARC
(9,2),-3.17183 # DEPENDENCYPART_ARC
(9,3),-2.98207 # DEPENDENCYPART_ARC
(9,4),-2.9091 # DEPENDENCYPART_ARC
(9,5),-2.48529 # DEPENDENCYPART_ARC
(9,6),-1.26146 # DEPENDENCYPART_ARC
(9,7),-0.932295 # DEPENDENCYPART_ARC
(9,8),-0.632719 # DEPENDENCYPART_ARC
(9,10),-0.818649 # DEPENDENCYPART_ARC
(9,11),-1.24547 # DEPENDENCYPART_ARC
(9,12),-1.89692 # DEPENDENCYPART_ARC
(9,13),-2.27281 # DEPENDENCYPART_ARC
(9,14),-1.11065 # DEPENDENCYPART_ARC
(9,15),-1.66777 # DEPENDENCYPART_ARC
(9,16),-3.75549 # DEPENDENCYPART_ARC
(9,17),-3.74174 # DEPENDENCYPART_ARC
(9,18),-2.89108 # DEPENDENCYPART_ARC
(9,19),-3.78406 # DEPENDENCYPART_ARC
(9,20),-4.15345 # DEPENDENCYPART_ARC
(9,21),-1.7253 # DEPENDENCYPART_ARC
(9,22),-4.62567 # DEPENDENCYPART_ARC
(9,23),-2.75591 # DEPENDENCYPART_ARC
(9,24),-3.6014 # DEPENDENCYPART_ARC
(9,25),-3.38613 # DEPENDENCYPART_ARC
(9,26),-3.37346 # DEPENDENCYPART_ARC
(9,27),-3.29503 # DEPENDENCYPART_ARC
(9,28),-2.1108 # DEPENDENCYPART_ARC
(9,29),-3.25836 # DEPENDENCYPART_ARC
(9,30),-5.42349 # DEPENDENCYPART_ARC
(9,31),-2.18678 # DEPENDENCYPART_ARC
(9,32),-3.78931 # DEPENDENCYPART_ARC
(9,33),-3.71921 # DEPENDENCYPART_ARC
(9,34),-4.39703 # DEPENDENCYPART_ARC
(9,35),-6.31472 # DEPENDENCYPART_ARC
(9,36),-4.73287 # DEPENDENCYPART_ARC
(9,37),-4.40727 # DEPENDENCYPART_ARC
(9,38),-6.873 # DEPENDENCYPART_ARC
(9,39),-1.82746 # DEPENDENCYPART_ARC
(10,1),-1.84139 # DEPENDENCYPART_ARC
(10,2),-2.15746 # DEPENDENCYPART_ARC
(10,3),-1.31978 # DEPENDENCYPART_ARC
(10,4),-1.22123 # DEPENDENCYPART_ARC
(10,5),-1.66317 # DEPENDENCYPART_ARC
(10,6),0.181299 # DEPENDENCYPART_ARC
(10,7),0.807958 # DEPENDENCYPART_ARC
(10,8),0.645716 # DEPENDENCYPART_ARC
(10,9),0.338388 # DEPENDENCYPART_ARC
(10,11),0.922653 # DEPENDENCYPART_ARC
(10,12),-0.115976 # DEPENDENCYPART_ARC
(10,13),-0.106006 # DEPENDENCYPART_ARC
(10,14),-1.03053 # DEPENDENCYPART_ARC
(10,15),-0.506209 # DEPENDENCYPART_ARC
(10,16),-1.86094 # DEPENDENCYPART_ARC
(10,17),-0.936433 # DEPENDENCYPART_ARC
(10,18),-1.13817 # DEPENDENCYPART_ARC
(10,19),-1.98665 # DEPENDENCYPART_ARC
(10,20),-1.15894 # DEPENDENCYPART_ARC
(10,21),-0.826021 # DEPENDENCYPART_ARC
(10,22),-1.53505 # DEPENDENCYPART_ARC
(10,23),-2.05082 # DEPENDENCYPART_ARC
(10,24),-2.71735 # DEPENDENCYPART_ARC
(10,25),-2.02974 # DEPENDENCYPART_ARC
(10,26),-2.33966 # DEPENDENCYPART_ARC
(10,27),-2.59076 # DEPENDENCYPART_ARC
(10,28),-1.26538 # DEPENDENCYPART_ARC
(10,29),-2.20367 # DEPENDENCYPART_ARC
(10,30),-2.26493 # DEPENDENCYPART_ARC
(10,31),-2.67378 # DEPENDENCYPART_ARC
(10,32),-2.96708 # DEPENDENCYPART_ARC
(10,33),-2.26472 # DEPENDENCYPART_ARC
(10,34),-2.93286 # DEPENDENCYPART_ARC
(10,35),-2.59081 # DEPENDENCYPART_ARC
(10,36),-2.88184 # DEPENDENCYPART_ARC
(10,37),-2.95058 # DEPENDENCYPART_ARC
(10,38),-2.68134 # DEPENDENCYPART_ARC
(10,39),-2.5521 # DEPENDENCYPART_ARC
(11,1),-0.0340326 # DEPENDENCYPART_ARC
(11,2),-1.77255 # DEPENDENCYPART_ARC
(11,3),-2.05332 # DEPENDENCYPART_ARC
(11,4),-2.22391 # DEPENDENCYPART_ARC
(11,5),1.42572 # DEPENDENCYPART_ARC
(11,6),1.02073 # DEPENDENCYPART_ARC
(11,7),1.50345 # DEPENDENCYPART_ARC
(11,8),2.60607 # DEPENDENCYPART_ARC
(11,9),0.932407 # DEPENDENCYPART_ARC
(11,10),2.80729 # DEPENDENCYPART_ARC
(11,12),2.50788 # DEPENDENCYPART_ARC
(11,13),0.795379 # DEPENDENCYPART_ARC
(11,14),0.800913 # DEPENDENCYPART_ARC
(11,15),0.967732 # DEPENDENCYPART_ARC
(11,16),-1.62591 # DEPENDENCYPART_ARC
(11,17),-0.23505 # DEPENDENCYPART_ARC
(11,18),0.414589 # DEPENDENCYPART_ARC
(11,19),-2.75261 # DEPENDENCYPART_ARC
(11,20),-0.503409 # DEPENDENCYPART_ARC
(11,21),1.01443 # DEPENDENCYPART_ARC
(11,22),0.163434 # DEPENDENCYPART_ARC
(11,23),-1.8981 # DEPENDENCYPART_ARC
(11,24),-2.20381 # DEPENDENCYPART_ARC
(11,25),-0.837962 # DEPENDENCYPART_ARC
(11,26),-0.939163 # DEPENDENCYPART_ARC
(11,27),-1.49839 # DEPENDENCYPART_ARC
(11,28),-1.1686 # DEPENDENCYPART_ARC
(11,29),-1.38599 # DEPENDENCYPART_ARC
(11,30),-1.59278 # DEPENDENCYPART_ARC
(11,31),-0.767808 # DEPENDENCYPART_ARC
(11,32),-3.38652 # DEPENDENCYPART_ARC
(11,33),-2.93093 # DEPENDENCYPART_ARC
(11,34),-4.13376 # DEPENDENCYPART_ARC
(11,35),-2.4447 # DEPENDENCYPART_ARC
(11,36),-3.90521 # DEPENDENCYPART_ARC
(11,37),-3.79415 # DEPENDENCYPART_ARC
(11,38),-1.82323 # DEPENDENCYPART_ARC
(11,39),2.3592 # DEPENDENCYPART_ARC
(12,1),-0.842938 # DEPENDENCYPART_ARC
(12,2),-1.16314 # DEPENDENCYPART_ARC
(12,3),-0.761972 # DEPENDENCYPART_ARC
(12,4),-0.605631 # DEPENDENCYPART_ARC
(12,5),0.217573 # DEPENDENCYPART_ARC
(12,6),-0.251499 # DEPENDENCYPART_ARC
(12,7),0.204618 # DEPENDENCYPART_ARC
(12,8),-0.0964334 # DEPENDENCYPART_ARC
(12,9),0.16579 # DEPENDENCYPART_ARC
(12,10),0.422426 # DEPENDENCYPART_ARC
(12,11),0.874834 # DEPENDENCYPART_ARC
(12,13),4.56183 # DEPENDENCYPART_ARC
(12,14),1.17511 # DEPENDENCYPART_ARC
(12,15),0.264521 # DEPENDENCYPART_ARC
(12,16),-2.12719 # DEPENDENCYPART_ARC
(12,17),-1.0195 # DEPENDENCYPART_ARC
(12,18),-1.0453 # DEPENDENCYPART_ARC
(12,19),-2.62373 # DEPENDENCYPART_ARC
(12,20),-3.00638 # DEPENDENCYPART_ARC
(12,21),-0.225975 # DEPENDENCYPART_ARC
(12,22),-5.29498 # DEPENDENCYPART_ARC
(12,23),-3.37281 # DEPENDENCYPART_ARC
(12,24),-3.05332 # DEPENDENCYPART_ARC
(12,25),-4.88369 # DEPENDENCYPART_ARC
(12,26),-2.1637 # DEPENDENCYPART_ARC
(12,27),-3.46503 # DEPENDENCYPART_ARC
(12,28),-1.47483 # DEPENDENCYPART_ARC
(12,29),-3.65155 # DEPENDENCYPART_ARC
(12,30),-8.89285 # DEPENDENCYPART_ARC
(12,31),-2.10873 # DEPENDENCYPART_ARC
(12,32),-4.32223 # DEPENDENCYPART_ARC
(12,33),-5.37133 # DEPENDENCYPART_ARC
(12,34),-2.85266 # DEPENDENCYPART_ARC
(12,35),-12.8282 # DEPENDENCYPART_ARC
(12,36),-6.39813 # DEPENDENCYPART_ARC
(12,37),-2.98696 # DEPENDENCYPART_ARC
(12,38),-13.9693 # DEPENDENCYPART_ARC
(12,39),0.505968 # DEPENDENCYPART_ARC
(13,1),-2.47491 # DEPENDENCYPART_ARC
(13,2),-3.31024 # DEPENDENCYPART_ARC
(13,3),-2.29411 # DEPENDENCYPART_ARC
(13,4),-2.59297 # DEPENDENCYPART_ARC
(13,5),-2.3072 # DEPENDENCYPART_ARC
(13,6),-1.75773 # DEPENDENCYPART_ARC
