# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=3,3,11,5,3,5,6,7,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,14,28,28,28,15,30,28,30,33,28,33,34,35,14,
(1,10),0.0717643 # DEPENDENCYPART_ARC
(1,11),0.0806585 # DEPENDENCYPART_ARC
(1,12),-1.37358 # DEPENDENCYPART_ARC
(1,13),-1.531 # DEPENDENCYPART_ARC
(1,14),0.534422 # DEPENDENCYPART_ARC
(1,15),-0.268637 # DEPENDENCYPART_ARC
(1,16),0.568588 # DEPENDENCYPART_ARC
(1,17),-1.80641 # DEPENDENCYPART_ARC
(1,18),-0.188199 # DEPENDENCYPART_ARC
(1,19),-2.98266 # DEPENDENCYPART_ARC
(1,20),-1.93845 # DEPENDENCYPART_ARC
(1,21),-0.866548 # DEPENDENCYPART_ARC
(1,22),-1.91017 # DEPENDENCYPART_ARC
(1,23),-1.2006 # DEPENDENCYPART_ARC
(1,24),0.727058 # DEPENDENCYPART_ARC
(1,25),0.185154 # DEPENDENCYPART_ARC
(1,26),-3.6118 # DEPENDENCYPART_ARC
(1,27),-3.09856 # DEPENDENCYPART_ARC
(1,28),-0.124729 # DEPENDENCYPART_ARC
(1,29),-1.6303 # DEPENDENCYPART_ARC
(1,30),-2.41651 # DEPENDENCYPART_ARC
(1,31),-1.63511 # DEPENDENCYPART_ARC
(1,32),-2.81429 # DEPENDENCYPART_ARC
(1,33),-4.03501 # DEPENDENCYPART_ARC
(1,34),-4.17658 # DEPENDENCYPART_ARC
(1,35),-4.17954 # DEPENDENCYPART_ARC
(1,36),-1.42414 # DEPENDENCYPART_ARC
(1,37),4.22473 # DEPENDENCYPART_ARC
(2,1),-0.199527 # DEPENDENCYPART_ARC
(2,3),0.4246 # DEPENDENCYPART_ARC
(2,4),-0.678084 # DEPENDENCYPART_ARC
(2,5),-1.18933 # DEPENDENCYPART_ARC
(2,6),-1.37279 # DEPENDENCYPART_ARC
(2,7),-1.0511 # DEPENDENCYPART_ARC
(2,8),-1.45472 # DEPENDENCYPART_ARC
(2,9),-1.80557 # DEPENDENCYPART_ARC
(2,10),-1.60118 # DEPENDENCYPART_ARC
(2,11),-2.07392 # DEPENDENCYPART_ARC
(2,12),-1.86741 # DEPENDENCYPART_ARC
(2,13),-2.0462 # DEPENDENCYPART_ARC
(2,14),-2.21418 # DEPENDENCYPART_ARC
(2,15),-2.56949 # DEPENDENCYPART_ARC
(2,16),-2.07625 # DEPENDENCYPART_ARC
(2,17),-2.24214 # DEPENDENCYPART_ARC
(2,18),-2.34382 # DEPENDENCYPART_ARC
(2,19),-2.48112 # DEPENDENCYPART_ARC
(2,20),-2.30585 # DEPENDENCYPART_ARC
(2,21),-2.47171 # DEPENDENCYPART_ARC
(2,22),-4.19914 # DEPENDENCYPART_ARC
(2,23),-2.12929 # DEPENDENCYPART_ARC
(2,24),-3.36007 # DEPENDENCYPART_ARC
(2,25),-5.40029 # DEPENDENCYPART_ARC
(2,26),-2.17114 # DEPENDENCYPART_ARC
(2,27),-3.89879 # DEPENDENCYPART_ARC
(2,28),-3.92413 # DEPENDENCYPART_ARC
(2,29),-3.50225 # DEPENDENCYPART_ARC
(2,30),-3.57079 # DEPENDENCYPART_ARC
(2,31),-3.86669 # DEPENDENCYPART_ARC
(2,32),-3.02296 # DEPENDENCYPART_ARC
(2,33),-3.57779 # DEPENDENCYPART_ARC
(2,34),-5.86654 # DEPENDENCYPART_ARC
(2,35),-3.50145 # DEPENDENCYPART_ARC
(2,36),-3.26781 # DEPENDENCYPART_ARC
(2,37),-1.57477 # DEPENDENCYPART_ARC
(3,1),2.67066 # DEPENDENCYPART_ARC
(3,2),2.43602 # DEPENDENCYPART_ARC
(3,4),0.150963 # DEPENDENCYPART_ARC
(3,5),4.54777 # DEPENDENCYPART_ARC
(3,6),1.39771 # DEPENDENCYPART_ARC
(3,7),2.11453 # DEPENDENCYPART_ARC
(3,8),0.61733 # DEPENDENCYPART_ARC
(3,9),0.636989 # DEPENDENCYPART_ARC
(3,10),0.690863 # DEPENDENCYPART_ARC
(3,11),0.902625 # DEPENDENCYPART_ARC
(3,12),-1.12656 # DEPENDENCYPART_ARC
(3,13),-1.33712 # DEPENDENCYPART_ARC
(3,14),0.801224 # DEPENDENCYPART_ARC
(3,15),0.515386 # DEPENDENCYPART_ARC
(3,16),-0.118108 # DEPENDENCYPART_ARC
(3,17),-2.30847 # DEPENDENCYPART_ARC
(3,18),-0.468859 # DEPENDENCYPART_ARC
(3,19),-2.5293 # DEPENDENCYPART_ARC
(3,20),-2.36539 # DEPENDENCYPART_ARC
(3,21),-0.996878 # DEPENDENCYPART_ARC
(3,22),-1.57052 # DEPENDENCYPART_ARC
(3,23),-1.46776 # DEPENDENCYPART_ARC
(3,24),-0.143657 # DEPENDENCYPART_ARC
(3,25),-0.349791 # DEPENDENCYPART_ARC
(3,26),-2.72352 # DEPENDENCYPART_ARC
(3,27),-3.14162 # DEPENDENCYPART_ARC
(3,28),0.0751851 # DEPENDENCYPART_ARC
(3,29),-1.95686 # DEPENDENCYPART_ARC
(3,30),-2.44072 # DEPENDENCYPART_ARC
(3,31),-2.38523 # DEPENDENCYPART_ARC
(3,32),-3.43753 # DEPENDENCYPART_ARC
(3,33),-4.43669 # DEPENDENCYPART_ARC
(3,34),-3.83167 # DEPENDENCYPART_ARC
(3,35),-4.17451 # DEPENDENCYPART_ARC
(3,36),-1.55607 # DEPENDENCYPART_ARC
(3,37),1.91651 # DEPENDENCYPART_ARC
(4,1),-2.22023 # DEPENDENCYPART_ARC
(4,2),-1.23711 # DEPENDENCYPART_ARC
(4,3),-1.16093 # DEPENDENCYPART_ARC
(4,5),2.48757 # DEPENDENCYPART_ARC
(4,6),0.696335 # DEPENDENCYPART_ARC
(4,7),-1.51521 # DEPENDENCYPART_ARC
(4,8),-0.993255 # DEPENDENCYPART_ARC
(4,9),-1.17298 # DEPENDENCYPART_ARC
(4,10),-2.10976 # DEPENDENCYPART_ARC
(4,11),-1.82043 # DEPENDENCYPART_ARC
(4,12),-1.62382 # DEPENDENCYPART_ARC
(4,13),-2.48155 # DEPENDENCYPART_ARC
(4,14),-2.88387 # DEPENDENCYPART_ARC
(4,15),-2.23768 # DEPENDENCYPART_ARC
(4,16),-1.93367 # DEPENDENCYPART_ARC
(4,17),-3.69185 # DEPENDENCYPART_ARC
(4,18),-2.70714 # DEPENDENCYPART_ARC
(4,19),-4.6121 # DEPENDENCYPART_ARC
(4,20),-5.31099 # DEPENDENCYPART_ARC
(4,21),-3.58488 # DEPENDENCYPART_ARC
(4,22),-3.73969 # DEPENDENCYPART_ARC
(4,23),-4.30055 # DEPENDENCYPART_ARC
(4,24),-2.87573 # DEPENDENCYPART_ARC
(4,25),-3.4831 # DEPENDENCYPART_ARC
(4,26),-2.97293 # DEPENDENCYPART_ARC
(4,27),-2.81693 # DEPENDENCYPART_ARC
(4,28),-2.8246 # DEPENDENCYPART_ARC
(4,29),-2.99969 # DEPENDENCYPART_ARC
(4,30),-3.04421 # DEPENDENCYPART_ARC
(4,31),-2.85663 # DEPENDENCYPART_ARC
(4,32),-9.08391 # DEPENDENCYPART_ARC
(4,33),-4.812 # DEPENDENCYPART_ARC
(4,34),-5.32706 # DEPENDENCYPART_ARC
(4,35),-5.34151 # DEPENDENCYPART_ARC
(4,36),-3.13138 # DEPENDENCYPART_ARC
(4,37),-3.88474 # DEPENDENCYPART_ARC
(5,1),-0.972433 # DEPENDENCYPART_ARC
(5,2),0.765704 # DEPENDENCYPART_ARC
(5,3),0.380661 # DEPENDENCYPART_ARC
(5,4),4.99048 # DEPENDENCYPART_ARC
(5,6),3.55534 # DEPENDENCYPART_ARC
(5,7),1.82211 # DEPENDENCYPART_ARC
(5,8),0.838649 # DEPENDENCYPART_ARC
(5,9),1.39529 # DEPENDENCYPART_ARC
(5,10),0.38434 # DEPENDENCYPART_ARC
(5,11),0.797443 # DEPENDENCYPART_ARC
(5,12),-1.44689 # DEPENDENCYPART_ARC
(5,13),-1.04222 # DEPENDENCYPART_ARC
(5,14),-2.1858 # DEPENDENCYPART_ARC
(5,15),-2.05326 # DEPENDENCYPART_ARC
(5,16),-0.182436 # DEPENDENCYPART_ARC
(5,17),-2.52191 # DEPENDENCYPART_ARC
(5,18),-1.25274 # DEPENDENCYPART_ARC
(5,19),-1.70774 # DEPENDENCYPART_ARC
(5,20),-1.84083 # DEPENDENCYPART_ARC
(5,21),-1.40218 # DEPENDENCYPART_ARC
(5,22),-2.13334 # DEPENDENCYPART_ARC
(5,23),-1.81264 # DEPENDENCYPART_ARC
(5,24),-1.22991 # DEPENDENCYPART_ARC
(5,25),-1.30634 # DEPENDENCYPART_ARC
(5,26),-2.43193 # DEPENDENCYPART_ARC
(5,27),-2.47353 # DEPENDENCYPART_ARC
(5,28),-5.29854 # DEPENDENCYPART_ARC
(5,29),-2.92404 # DEPENDENCYPART_ARC
(5,30),-2.63716 # DEPENDENCYPART_ARC
(5,31),-2.55215 # DEPENDENCYPART_ARC
(5,32),-4.78511 # DEPENDENCYPART_ARC
(5,33),-4.84978 # DEPENDENCYPART_ARC
(5,34),-6.1091 # DEPENDENCYPART_ARC
(5,35),-3.05467 # DEPENDENCYPART_ARC
(5,36),-1.52356 # DEPENDENCYPART_ARC
(5,37),0.0389379 # DEPENDENCYPART_ARC
(6,1),-1.12695 # DEPENDENCYPART_ARC
(6,2),-1.17662 # DEPENDENCYPART_ARC
(6,3),-0.966915 # DEPENDENCYPART_ARC
(6,4),1.44637 # DEPENDENCYPART_ARC
(6,5),0.327512 # DEPENDENCYPART_ARC
(6,7),4.69846 # DEPENDENCYPART_ARC
(6,8),0.37417 # DEPENDENCYPART_ARC
(6,9),-0.17193 # DEPENDENCYPART_ARC
(6,10),-1.94503 # DEPENDENCYPART_ARC
(6,11),-1.04198 # DEPENDENCYPART_ARC
(6,12),-1.72133 # DEPENDENCYPART_ARC
(6,13),-4.82391 # DEPENDENCYPART_ARC
(6,14),-4.61547 # DEPENDENCYPART_ARC
(6,15),-3.71362 # DEPENDENCYPART_ARC
(6,16),-2.40481 # DEPENDENCYPART_ARC
(6,17),-2.82946 # DEPENDENCYPART_ARC
(6,18),-8.54532 # DEPENDENCYPART_ARC
(6,19),-3.25403 # DEPENDENCYPART_ARC
(6,20),-4.42134 # DEPENDENCYPART_ARC
(6,21),-9.62415 # DEPENDENCYPART_ARC
(6,22),-2.57712 # DEPENDENCYPART_ARC
(6,23),-10.8392 # DEPENDENCYPART_ARC
(6,24),-2.48202 # DEPENDENCYPART_ARC
(6,25),-2.64672 # DEPENDENCYPART_ARC
(6,26),-2.31369 # DEPENDENCYPART_ARC
(6,27),-2.37403 # DEPENDENCYPART_ARC
(6,28),-4.97568 # DEPENDENCYPART_ARC
(6,29),-4.19861 # DEPENDENCYPART_ARC
(6,30),-2.57413 # DEPENDENCYPART_ARC
(6,31),-4.68721 # DEPENDENCYPART_ARC
(6,32),-4.24904 # DEPENDENCYPART_ARC
(6,33),-16.179 # DEPENDENCYPART_ARC
(6,34),-4.29049 # DEPENDENCYPART_ARC
(6,35),-16.2891 # DEPENDENCYPART_ARC
(6,36),-5.04923 # DEPENDENCYPART_ARC
(6,37),-1.91934 # DEPENDENCYPART_ARC
(7,1),-3.15658 # DEPENDENCYPART_ARC
(7,2),-1.75459 # DEPENDENCYPART_ARC
(7,3),-2.6754 # DEPENDENCYPART_ARC
(7,4),0.495329 # DEPENDENCYPART_ARC
(7,5),-1.77991 # DEPENDENCYPART_ARC
(7,6),-0.115083 # DEPENDENCYPART_ARC
(7,8),2.6025 # DEPENDENCYPART_ARC
(7,9),2.00924 # DEPENDENCYPART_ARC
(7,10),1.40317 # DEPENDENCYPART_ARC
(7,11),1.42901 # DEPENDENCYPART_ARC
(7,12),-0.269278 # DEPENDENCYPART_ARC
(7,13),0.514143 # DEPENDENCYPART_ARC
(7,14),-1.55935 # DEPENDENCYPART_ARC
(7,15),-1.71901 # DEPENDENCYPART_ARC
(7,16),0.418254 # DEPENDENCYPART_ARC
(7,17),-1.7714 # DEPENDENCYPART_ARC
(7,18),-1.17503 # DEPENDENCYPART_ARC
(7,19),-1.38876 # DEPENDENCYPART_ARC
(7,20),-0.923995 # DEPENDENCYPART_ARC
(7,21),-1.06529 # DEPENDENCYPART_ARC
(7,22),-1.38443 # DEPENDENCYPART_ARC
(7,23),-0.65858 # DEPENDENCYPART_ARC
(7,24),-0.437751 # DEPENDENCYPART_ARC
(7,25),-0.439086 # DEPENDENCYPART_ARC
(7,26),-1.5367 # DEPENDENCYPART_ARC
(7,27),-1.67469 # DEPENDENCYPART_ARC
(7,28),-4.92421 # DEPENDENCYPART_ARC
(7,29),-1.92841 # DEPENDENCYPART_ARC
(7,30),-2.18209 # DEPENDENCYPART_ARC
(7,31),-1.64824 # DEPENDENCYPART_ARC
(7,32),-3.55405 # DEPENDENCYPART_ARC
(7,33),-4.08864 # DEPENDENCYPART_ARC
(7,34),-5.09268 # DEPENDENCYPART_ARC
(7,35),-1.67997 # DEPENDENCYPART_ARC
(7,36),-0.778073 # DEPENDENCYPART_ARC
(7,37),1.12969 # DEPENDENCYPART_ARC
(8,1),-3.34414 # DEPENDENCYPART_ARC
(8,2),-3.02849 # DEPENDENCYPART_ARC
(8,3),-2.94831 # DEPENDENCYPART_ARC
(8,4),-2.28517 # DEPENDENCYPART_ARC
(8,5),-2.68779 # DEPENDENCYPART_ARC
(8,6),-1.46211 # DEPENDENCYPART_ARC
(8,7),-1.44913 # DEPENDENCYPART_ARC
(8,9),-0.818333 # DEPENDENCYPART_ARC
(8,10),-1.36075 # DEPENDENCYPART_ARC
(8,11),-1.76989 # DEPENDENCYPART_ARC
(8,12),-1.67333 # DEPENDENCYPART_ARC
(8,13),-2.50912 # DEPENDENCYPART_ARC
(8,14),-2.07289 # DEPENDENCYPART_ARC
(8,15),-2.22081 # DEPENDENCYPART_ARC
(8,16),-2.15554 # DEPENDENCYPART_ARC
(8,17),-3.09345 # DEPENDENCYPART_ARC
(8,18),-2.66603 # DEPENDENCYPART_ARC
(8,19),-2.58825 # DEPENDENCYPART_ARC
(8,20),-3.13747 # DEPENDENCYPART_ARC
(8,21),-2.73421 # DEPENDENCYPART_ARC
(8,22),-2.63002 # DEPENDENCYPART_ARC
(8,23),-2.8901 # DEPENDENCYPART_ARC
(8,24),-2.404 # DEPENDENCYPART_ARC
(8,25),-3.17504 # DEPENDENCYPART_ARC
(8,26),-1.8529 # DEPENDENCYPART_ARC
(8,27),-2.8691 # DEPENDENCYPART_ARC
(8,28),-2.61446 # DEPENDENCYPART_ARC
(8,29),-2.92885 # DEPENDENCYPART_ARC
(8,30),-3.22788 # DEPENDENCYPART_ARC
(8,31),-2.94383 # DEPENDENCYPART_ARC
(8,32),-3.67055 # DEPENDENCYPART_ARC
(8,33),-3.04051 # DEPENDENCYPART_ARC
(8,34),-3.1042 # DEPENDENCYPART_ARC
(8,35),-3.17397 # DEPENDENCYPART_ARC
(8,36),-3.26167 # DEPENDENCYPART_ARC
(8,37),-3.61101 # DEPENDENCYPART_ARC
(9,1),-2.21557 # DEPENDENCYPART_ARC
(9,2),-0.861254 # DEPENDENCYPART_ARC
(9,3),-1.59869 # DEPENDENCYPART_ARC
(9,4),0.01667 # DEPENDENCYPART_ARC
(9,5),-0.84674 # DEPENDENCYPART_ARC
(9,6),0.193378 # DEPENDENCYPART_ARC
(9,7),0.686443 # DEPENDENCYPART_ARC
(9,8),1.01308 # DEPENDENCYPART_ARC
(9,10),-0.0175881 # DEPENDENCYPART_ARC
(9,11),-0.723518 # DEPENDENCYPART_ARC
(9,12),-2.02731 # DEPENDENCYPART_ARC
(9,13),-2.02728 # DEPENDENCYPART_ARC
(9,14),-3.62063 # DEPENDENCYPART_ARC
(9,15),-3.7219 # DEPENDENCYPART_ARC
(9,16),-0.918768 # DEPENDENCYPART_ARC
(9,17),-2.7453 # DEPENDENCYPART_ARC
(9,18),-3.23764 # DEPENDENCYPART_ARC
(9,19),-3.58348 # DEPENDENCYPART_ARC
(9,20),-2.99712 # DEPENDENCYPART_ARC
(9,21),-3.31161 # DEPENDENCYPART_ARC
(9,22),-3.9167 # DEPENDENCYPART_ARC
(9,23),-3.11116 # DEPENDENCYPART_ARC
(9,24),-0.864829 # DEPENDENCYPART_ARC
(9,25),-1.84131 # DEPENDENCYPART_ARC
(9,26),-2.99541 # DEPENDENCYPART_ARC
(9,27),-2.77003 # DEPENDENCYPART_ARC
(9,28),-6.39324 # DEPENDENCYPART_ARC
(9,29),-2.61384 # DEPENDENCYPART_ARC
(9,30),-3.08918 # DEPENDENCYPART_ARC
(9,31),-3.18667 # DEPENDENCYPART_ARC
(9,32),-4.32728 # DEPENDENCYPART_ARC
(9,33),-6.38794 # DEPENDENCYPART_ARC
(9,34),-7.72202 # DEPENDENCYPART_ARC
(9,35),-4.9942 # DEPENDENCYPART_ARC
(9,36),-3.59935 # DEPENDENCYPART_ARC
(9,37),-0.62334 # DEPENDENCYPART_ARC
(10,1),-1.5319 # DEPENDENCYPART_ARC
(10,2),-1.88022 # DEPENDENCYPART_ARC
(10,3),-1.47765 # DEPENDENCYPART_ARC
(10,4),-2.78085 # DEPENDENCYPART_ARC
(10,5),-0.934726 # DEPENDENCYPART_ARC
(10,6),-2.60784 # DEPENDENCYPART_ARC
(10,7),-1.72094 # DEPENDENCYPART_ARC
(10,8),-1.35172 # DEPENDENCYPART_ARC
(10,9),0.37318 # DEPENDENCYPART_ARC
(10,11),1.22661 # DEPENDENCYPART_ARC
(10,12),-1.4494 # DEPENDENCYPART_ARC
(10,13),-2.28184 # DEPENDENCYPART_ARC
(10,14),-0.472103 # DEPENDENCYPART_ARC
(10,15),-0.971928 # DEPENDENCYPART_ARC
(10,16),-0.981875 # DEPENDENCYPART_ARC
(10,17),-3.80146 # DEPENDENCYPART_ARC
(10,18),-2.75928 # DEPENDENCYPART_ARC
(10,19),-3.34112 # DEPENDENCYPART_ARC
(10,20),-4.27488 # DEPENDENCYPART_ARC
(10,21),-3.118 # DEPENDENCYPART_ARC
(10,22),-2.86322 # DEPENDENCYPART_ARC
(10,23),-3.5382 # DEPENDENCYPART_ARC
(10,24),-0.976225 # DEPENDENCYPART_ARC
(10,25),-0.832001 # DEPENDENCYPART_ARC
(10,26),-3.16348 # DEPENDENCYPART_ARC
(10,27),-3.79049 # DEPENDENCYPART_ARC
(10,28),-1.97593 # DEPENDENCYPART_ARC
(10,29),-3.46279 # DEPENDENCYPART_ARC
(10,30),-3.19744 # DEPENDENCYPART_ARC
(10,31),-4.24374 # DEPENDENCYPART_ARC
(10,32),-5.47011 # DEPENDENCYPART_ARC
(10,33),-6.01044 # DEPENDENCYPART_ARC
(10,34),-5.33174 # DEPENDENCYPART_ARC
(10,35),-6.36775 # DEPENDENCYPART_ARC
(10,36),-2.95643 # DEPENDENCYPART_ARC
(10,37),0.769867 # DEPENDENCYPART_ARC
(11,1),0.682191 # DEPENDENCYPART_ARC
(11,2),0.876354 # DEPENDENCYPART_ARC
(11,3),0.40118 # DEPENDENCYPART_ARC
(11,4),0.581136 # DEPENDENCYPART_ARC
(11,5),2.41018 # DEPENDENCYPART_ARC
(11,6),-0.160185 # DEPENDENCYPART_ARC
(11,7),1.06314 # DEPENDENCYPART_ARC
(11,8),0.531921 # DEPENDENCYPART_ARC
(11,9),2.71768 # DEPENDENCYPART_ARC
(11,10),6.10694 # DEPENDENCYPART_ARC
(11,12),0.826904 # DEPENDENCYPART_ARC
(11,13),0.48783 # DEPENDENCYPART_ARC
(11,14),3.34579 # DEPENDENCYPART_ARC
(11,15),2.43147 # DEPENDENCYPART_ARC
(11,16),0.405028 # DEPENDENCYPART_ARC
(11,17),-2.13179 # DEPENDENCYPART_ARC
(11,18),-0.754452 # DEPENDENCYPART_ARC
(11,19),-0.907286 # DEPENDENCYPART_ARC
(11,20),-2.34608 # DEPENDENCYPART_ARC
(11,21),-1.27855 # DEPENDENCYPART_ARC
(11,22),-0.852661 # DEPENDENCYPART_ARC
(11,23),-1.64602 # DEPENDENCYPART_ARC
(11,24),0.654595 # DEPENDENCYPART_ARC
(11,25),2.07102 # DEPENDENCYPART_ARC
(11,26),-1.21714 # DEPENDENCYPART_ARC
(11,27),-2.58591 # DEPENDENCYPART_ARC
(11,28),1.23329 # DEPENDENCYPART_ARC
(11,29),-1.62305 # DEPENDENCYPART_ARC
(11,30),-2.02469 # DEPENDENCYPART_ARC
(11,31),-2.25662 # DEPENDENCYPART_ARC
(11,32),-3.14277 # DEPENDENCYPART_ARC
(11,33),-4.33532 # DEPENDENCYPART_ARC
(11,34),-3.19784 # DEPENDENCYPART_ARC
(11,35),-4.35752 # DEPENDENCYPART_ARC
(11,36),-1.37485 # DEPENDENCYPART_ARC
(11,37),4.62925 # DEPENDENCYPART_ARC
(12,1),-4.26985 # DEPENDENCYPART_ARC
(12,2),-3.64729 # DEPENDENCYPART_ARC
(12,3),-4.07031 # DEPENDENCYPART_ARC
(12,4),-3.93701 # DEPENDENCYPART_ARC
(12,5),-3.85618 # DEPENDENCYPART_ARC
(12,6),-2.92561 # DEPENDENCYPART_ARC
(12,7),-3.6524 # DEPENDENCYPART_ARC
(12,8),-2.51248 # DEPENDENCYPART_ARC
(12,9),-3.12518 # DEPENDENCYPART_ARC
(12,10),-2.46044 # DEPENDENCYPART_ARC
(12,11),-1.51699 # DEPENDENCYPART_ARC
(12,13),-0.596544 # DEPENDENCYPART_ARC
(12,14),-0.136303 # DEPENDENCYPART_ARC
(12,15),-1.00748 # DEPENDENCYPART_ARC
(12,16),-1.8569 # DEPENDENCYPART_ARC
(12,17),-3.07601 # DEPENDENCYPART_ARC
(12,18),-3.62451 # DEPENDENCYPART_ARC
(12,19),-2.0243 # DEPENDENCYPART_ARC
(12,20),-3.47222 # DEPENDENCYPART_ARC
(12,21),-4.20628 # DEPENDENCYPART_ARC
(12,22),-2.34369 # DEPENDENCYPART_ARC
(12,23),-4.1635 # DEPENDENCYPART_ARC
(12,24),-2.37059 # DEPENDENCYPART_ARC
(12,25),-1.78472 # DEPENDENCYPART_ARC
(12,26),-1.60691 # DEPENDENCYPART_ARC
(12,27),-3.47925 # DEPENDENCYPART_ARC
(12,28),-2.46578 # DEPENDENCYPART_ARC
(12,29),-2.64812 # DEPENDENCYPART_ARC
(12,30),-3.31844 # DEPENDENCYPART_ARC
(12,31),-2.77797 # DEPENDENCYPART_ARC
(12,32),-3.87112 # DEPENDENCYPART_ARC
(12,33),-6.08043 # DEPENDENCYPART_ARC
(12,34),-3.86836 # DEPENDENCYPART_ARC
(12,35),-5.93811 # DEPENDENCYPART_ARC
(12,36),-3.10337 # DEPENDENCYPART_ARC
(12,37),-2.16164 # DEPENDENCYPART_ARC
(13,1),-2.87419 # DEPENDENCYPART_ARC
(13,2),-1.96539 # DEPENDENCYPART_ARC
(13,3),-2.24773 # DEPENDENCYPART_ARC
(13,4),-3.01781 # DEPENDENCYPART_ARC
(13,5),-1.87226 # DEPENDENCYPART_ARC
(13,6),-0.791933 # DEPENDENCYPART_ARC
(13,7),-1.3656 # DEPENDENCYPART_ARC
(13,8),-1.76335 # DEPENDENCYPART_ARC
(13,9),-1.27999 # DEPENDENCYPART_ARC
(13,10),-1.53301 # DEPENDENCYPART_ARC
(13,11),-0.373775 # DEPENDENCYPART_ARC
(13,12),1.58922 # DEPENDENCYPART_ARC
(13,14),0.620434 # DEPENDENCYPART_ARC
(13,15),-0.885105 # DEPENDENCYPART_ARC
(13,16),-0.208565 # DEPENDENCYPART_ARC
(13,17),-1.72573 # DEPENDENCYPART_ARC
(13,18),-1.25639 # DEPENDENCYPART_ARC
(13,19),-1.48796 # DEPENDENCYPART_ARC
(13,20),-2.13458 # DEPENDENCYPART_ARC
(13,21),-1.44505 # DEPENDENCYPART_ARC
(13,22),-1.74804 # DEPENDENCYPART_ARC
(13,23),-1.14839 # DEPENDENCYPART_ARC
(13,24),-0.919612 # DEPENDENCYPART_ARC
(13,25),-1.41102 # DEPENDENCYPART_ARC
(13,26),-1.86546 # DEPENDENCYPART_ARC
(13,27),-1.96342 # DEPENDENCYPART_ARC
(13,28),-4.00269 # DEPENDENCYPART_ARC
(13,29),-2.16173 # DEPENDENCYPART_ARC
(13,30),-1.99422 # DEPENDENCYPART_ARC
(13,31),-2.25182 # DEPENDENCYPART_ARC
(13,32),-3.36929 # DEPENDENCYPART_ARC
(13,33),-4.09802 # DEPENDENCYPART_ARC
(13,34),-5.84847 # DEPENDENCYPART_ARC
